"","GSM617049","GSM617050","GSM617051","GSM617052","GSM617053","GSM617054"
"hsa-let-7a",3.91892957873646,1.12584610752772,0.517238523866538,0.986589765924553,1.23265305461994,0.259586335024429
"hsa-let-7a*",1.45197245550627,0.397080212381192,1.07089775394465,0.0866787240664687,0.117401252124564,0.259586335024429
"hsa-let-7b",0.912518992534923,1.77574309057721,0.639105564562785,0.0834722640923788,0.730135003629202,0.259586335024429
"hsa-let-7b*",0.0809351170566585,1.83294036202698,0.513328054989464,2.28196021290931,0.419332925758018,0.259586335024429
"hsa-let-7c",0.0773837553423142,0.200818954973225,0.6347796386676,0.313886609763997,0.115942924995859,0.259586335024429
"hsa-let-7d",1.47531652329145,1.77014552399349,1.07791299159119,0.986589765924553,0.410665638670477,0.259586335024429
"hsa-let-7d*",0.63140340412684,0.0264300177899503,0.350188822494952,0.316643580853584,2.66707179199616,0.259586335024429
"hsa-let-7e",3.00453796143907,3.40299820282274,2.43710203410278,0.307613833443496,0.347575696216886,0.259586335024429
"hsa-let-7e*",2.23950756246617,1.13190239471658,6.1425994687979,0.314549098179741,3.75003705419727,0.259586335024429
"hsa-let-7f",3.9418225993152,0.378940742336889,1.09365017548633,0.0866787240664687,0.117401252124564,0.259586335024429
"hsa-let-7f-1*",0.927560716023488,5.29907367386613,1.42978577153167,0.307222138005254,0.733425929487534,0.259586335024429
"hsa-let-7f-2*",1.48368725607215,0.203711233177205,6.1425994687979,0.164614820187206,0.230045557917659,0.259586335024429
"hsa-let-7g",0.915510269321895,1.12584610752772,1.07063369149104,0.165370423045898,0.428186657608575,0.259586335024429
"hsa-let-7g*",0.523954711065948,0.375107764665247,10.7981424604722,0.0839921472884166,0.42524724631134,0.259586335024429
"hsa-let-7i*",0.516992718816286,1.13411988841508,4.14080645683722,0.577160976128801,0.224146284939953,0.259586335024429
"hsa-miR-1",0.0774724307364792,0.201330630005912,0.0939642175136006,1.109548085535,0.223232814720085,0.259586335024429
