"","GSM980024","GSM980025","GSM980026","GSM980027","GSM980028","GSM980029","GSM980030","GSM980031","GSM980032","GSM980033","GSM980034","GSM980035","GSM980036","GSM980037","GSM980038","GSM980039","GSM980040","GSM980041","GSM980042","GSM980043","GSM980044","GSM980045","GSM980046","GSM980047","GSM980048","GSM980049","GSM980050","GSM980051","GSM980052","GSM980053","GSM980054","GSM980055","GSM980056","GSM980057","GSM980058","GSM980059","GSM980060","GSM980061","GSM980062","GSM980063","GSM980064","GSM980065","GSM980066","GSM980067","GSM980068","GSM980069","GSM980070","GSM980071","GSM980072","GSM980073","GSM980074","GSM980075","GSM980076","GSM980077","GSM980078","GSM980079","GSM980080","GSM980081","GSM980082","GSM980083","GSM980084","GSM980085","GSM980086","GSM980087","GSM980088","GSM980089","GSM980090","GSM980091","GSM980092","GSM980093","GSM980094","GSM980095","GSM980096","GSM980097","GSM980098","GSM980099","GSM980100","GSM980101","GSM980102","GSM980103","GSM980104","GSM980105","GSM980106","GSM980107","GSM980108","GSM980109","GSM980110","GSM980111","GSM980112","GSM980113","GSM980114","GSM980115","GSM980116","GSM980117","GSM980118","GSM980119","GSM980120","GSM980121","GSM980122"
"hsa-miR-421",-0.341372258368819,1.61782223465422,0.667844541616173,2.28821295634973,-0.971733562636926,0.520614142492475,2.57528546145241,-0.303391480424281,-0.0437625312252524,1.33426448830488,0.951366674038614,2.48915497936899,1.83906911347415,1.12844452628924,2.49765706995135,2.13256499837476,2.35158140683175,1.81248343891716,2.03875397503872,-0.164414453237812,2.00270828034853,-0.311833967703385,2.76960567168495,-2.79250191373416,-0.966177134411247,1.27969711694647,0.432560847797896,-2.56474095387441,-2.48977692974505,-1.60306455847517,-2.76284455239344,2.00010783742393,-3.35462813798013,0.240761022370761,-1.03921163922943,0.383709489622395,19.2525776633686,-0.160144225810425,0.987452576336714,1.11321907604877,2.52697597156085,-1.45917877242217,0.873291293178784,0.486776558152909,1.41477959448936,-3.20118865647269,-0.478413906428574,-0.880134171811513,-0.855163171751849,0.534277691592447,0.683854794028425,0.483831251899021,2.05275600732404,2.30874442054615,0.975143997205013,0.168180915558616,1.32528048264326,0.746388446803218,2.06031825277667,0.410760933997647,1.28489193247388,0.591355994896695,1.6768392269122,1.34339531414866,1.10047513914981,0.833719957806329,1.40944959322832,0.964521731998903,2.1238780498349,-2.07852771652345,1.57423668627893,-0.0582595986417772,0.220858639785243,0.170802790610178,1.40873196624396,2.17265840138551,-1.38977732498331,-0.55635622082093,6.23118104394475,1.26488167570022,1.34111531479073,0.47408513299189,0.993442570052076,3.29079181374558,1.30052674408409,4.51248330958356e-05,1.10243977915353,2.50103194833046,1.2368268869184,-0.482833174523762,1.2111922854268,0.185032902382868,2.37892439693294,-0.774039305079348,-5.01251904564724,0.479245464148436,1.20202082789414,-3.38916389445272,1.73205294187019
"hsa-miR-206",1.86235854801108,0.488194043019927,0.762419832340366,1.05079630104154,-0.0632424784295491,1.09495825018559,2.2973701646538,2.69986629938571,1.47034058795068,0.898066224081025,1.89567604486253,-0.999658987198459,-0.00753050341267892,1.30590691846636,2.16081856364087,1.84134358827928,1.65684138625376,2.60504457717999,0.629675085359944,-0.561954184514204,1.51139365076706,0.395394087639066,0.0255063432113066,-0.908854808900769,2.45637222432419,0.537506603190363,0.854722119598375,0.251493696498882,1.09276018484464,-1.39586261759692,1.9657137409207,-0.242808932576231,1.14390992729906,-0.803139939957661,1.82600903458856,1.84321044869137,1.83720859194344,2.00016157279667,1.58716525626665,1.7218866442304,-0.559619679522645,0.766029760421513,0.917865319871163,-1.23340789114811,-0.96782776459546,1.79878588398622,1.07207492201592,2.29627795872133,0.0383129783867544,-0.133518814198418,0.197459568439618,-1.72569897271768,-3.04853156441762,0.207326279624314,2.06988326538377,1.42364055644551,-8.17663932311648,-3.43478967424491,2.16282166607123,1.23628381430241,1.90613096098562,1.2865346228579,2.16167714637614,1.36476515227526,2.00843382136606,1.24838728023662,1.82977448093402,1.02807543971931,0.638614659530146,19.0700753353007,0.531878473018007,0.774757125015432,0.857880460654474,3.05616609214375,1.85161793132753,-1.48855867942057,0.469130681389512,0.968034038726771,0.569704272314388,1.88658409269066,1.53443019978128,-3.51121190227682,-1.30641875047669,-0.492457013129522,-0.262717855564646,0.215845684871894,0.326423791836433,0.532484436904343,1.70086713645882,1.64396744612629,1.69004469581745,2.46282451688719,-0.0898147912435915,0.856289682920666,1.82737232959717,-0.794137092469113,1.92890011411673,0.393608510380415,0.717042413606048
"hsa-miR-27a",1.29988584335975,-1.51655267122799,-0.194326508581446,1.34212403444491,0.543481827597726,1.81302961425752,2.31461561646968,1.24941135922515,1.1253938796624,2.06996710606444,0.321116263991949,-5.35818173415091,2.1499776071843,-1.73824775783958,3.02211281079144,1.9171682079368,3.15813211372288,1.91142238149733,3.92499582703133,0.26283542042072,1.85336335678764,2.63348236060261,3.39358053313358,3.45872439359673,3.10929786851258,1.02166236246336,2.86969317989964,1.83073479047517,2.32624452266052,1.30062689571244,1.84449211362078,0.0770686752854428,0.730404584523373,1.39808161873533,2.02874629578548,2.09129294522399,1.35899707221144,3.42155402061698,3.73967855447237,1.68251307143772,3.1919897426964,2.48946869248096,-0.317037721816268,0.0358897211563229,0.76400289449546,2.37405597777175,2.6473794466334,1.33382957774068,-1.27611750740506,-0.481281980170214,1.72831107260619,1.83614268458617,0.830418084741712,1.9554939659957,1.94770243408947,3.17698603644542,2.73475340163074,-0.547981125977107,1.30683208796983,1.61941394969937,1.72557714012571,2.03779370920858,18.830147195068,2.30812260054779,2.19052668403927,1.92737539696832,3.02268437217378,1.70485691786519,0.59394612249605,2.42655594840481,2.67291634048688,0.617839627098673,3.32877429261201,4.00170948210563,0.795477714946894,2.4541471969589,1.85344480367359,1.85977518860753,1.78040207579523,3.68789604466184,2.04174377266419,1.30038734018594,-0.31278214710912,0.905411979823846,2.9329652188827,1.59698998760248,0.840027610166021,0.891804346669888,2.15670305157117,2.37936062137988,2.33713789585346,1.08860703861884,2.10188165510337,1.35282066013738,0.2783483201269,1.02357544247781,1.78290880818491,2.29570833306964,2.08127042279276
"hsa-miR-923_v12.0",12.9541012304511,12.8077881888035,10.7986621497648,12.2762264956054,10.6449152801082,10.756111770538,13.0426060371986,12.619898758057,10.8152199626012,11.0938341360808,11.0465858692698,12.4222981862822,12.4486805707383,12.081499416169,12.2840374869175,13.6777504681288,11.8765372822826,10.7684539776618,12.2042792134938,11.7194983452338,11.738537331644,11.2391503769474,12.5862057727424,11.6749628534824,11.723102442526,11.6306138762931,11.4396137882646,11.2986560246979,12.3196656299336,11.6514881121885,11.8456468571008,12.2918443945716,12.7326927559789,12.910095714204,11.5574565216113,11.6217176540519,11.8839510448362,11.3293983371423,12.4887221087659,11.3847983172472,13.3875650264671,10.8213522707967,11.7234399588192,11.4284899884783,12.1780887160261,11.4030557086571,11.0553881931033,11.0977141548185,10.6696424661242,11.1942483748496,11.3142835721334,12.3995011751083,12.7862639091404,12.8168492640241,11.7635364802394,12.0693661840235,11.3993398826842,11.3168743293141,12.705020408023,11.8471360577615,11.5631757711171,12.1728743748534,12.170320060442,12.5167881007793,13.1915902544051,12.453250825116,12.2656877067932,11.0057255904444,11.6603453781899,11.4559970342819,10.8959894770844,13.2063315637203,12.4105827887091,12.7318179475022,12.4284839690535,11.7119276158489,11.9700699306665,11.6207146931793,11.9685105647646,12.1931606365785,11.1409850214516,11.19929690085,11.28522591723,10.8916189228484,12.4933160886349,11.1771080417037,11.8192626239523,12.280182380822,13.2667622418522,11.3380098389139,11.1919487461666,10.7715587964295,12.5677526771922,11.7125609609782,11.2415744672076,11.2004989587099,10.8337503125467,11.6257727585175,11.6046820188414
"hsa-miR-92a-2*",0.779582982339905,1.21815002500137,-3.38900821606543,0.91747384213386,1.08478067078919,0.534136325712532,0.911951531139467,0.708003989971335,2.07228282425447,2.15578743639447,1.46238480728642,1.53444812914282,2.3658142961926,1.84137499081821,1.63887920398632,-3.77241860274726,1.00365116515861,0.60196649147691,2.3840868410201,1.33619025246551,-1.05309969395756,-4.42903507901406,0.290830259580237,1.82366418173065,1.09195365844164,-1.94067739799638,1.2998413095136,-1.2190264558087,1.81030983092036,1.19984820551292,1.59473484582153,1.59831898879112,0.529933959459138,-0.90237113609087,1.22637350203102,1.89876829204839,1.39217397054009,1.41391302139379,0.757226148576616,1.65320175664963,1.40703290242259,1.04597130300609,-0.631717304968382,1.3405434697188,-1.34627956782507,1.98316691577934,1.47627539345091,1.0143760047869,1.67324795276434,1.4531777716779,2.39571049548999,-0.695937840513509,2.38882655236127,1.25664778609088,0.631754617732798,1.26314801359502,1.38316623103867,2.89875262288858,-0.751766363962544,1.33480050684969,1.30104968151073,1.35525255808973,17.6255383404486,-0.61655083312157,1.06970903986306,0.763095549275644,-0.192673602366332,0.201168736589537,1.72504439448141,1.0158357952031,2.37626037318972,0.125645389053898,0.538846038152229,1.62925215934784,0.502825198874715,4.40861812356069,0.640348465221184,2.16437471030939,0.457603326728791,1.66752431029569,-0.293284865030911,1.4140229280015,1.63583702759722,0.799012599068967,0.742493323934661,-1.75933445916018,0.181805943610207,-0.106767890078905,1.65442866648798,2.02205420362915,0.32219352635594,-1.26878894770711,1.34408253307768,0.310014895841346,0.891802869370548,1.14891653834675,-1.88854876417413,0.927407712511654,1.82031582044431
"hsa-miR-1268",4.94350270615239,5.80497457360628,3.47511861463273,5.33078819473109,3.6994516886721,3.91590900903834,5.4145492672829,5.4234353061748,4.33393459775867,3.24228314188705,4.50862894250894,6.84639928950115,6.809657531247,4.6403959231706,7.27294418126088,5.89899770001304,4.72627320893565,4.59764379657863,4.47740533966745,4.08896924650772,4.23156604202504,4.45875667296289,6.59564448587192,4.68938247656462,4.20761256060586,4.61655472481685,5.38700264942406,4.83003115348747,4.24966150159296,4.94924543118079,5.09720919623348,5.52025156666408,5.41526650893942,5.35675478334885,4.54172049929186,4.75213681466869,5.08440788471067,4.2307294763888,5.65413418409068,4.16145239027809,7.55067368698266,4.75080424554427,5.16631414964288,4.60600568169458,5.75941313053935,4.31318489155427,3.55808146784593,3.88099694923151,3.21735853644137,4.34261021080168,3.93475048416102,5.9762405797801,5.96127997601617,4.86402911144632,4.50647246244711,4.97779233273,4.80882417684883,4.30088002577805,6.36039026448687,3.57425049409069,4.35561467805878,4.10156772046217,4.54759048875498,6.00353612663339,6.33709146355027,4.38636469022805,5.59923714574361,4.30976409107825,4.08244457723902,4.45145049690783,3.88818408100289,6.07096950953315,5.9739939384249,6.04313995983073,4.31170799616631,4.43623314592684,4.85618845271957,4.34657542866662,4.86613253132038,5.94010283814678,3.83478704933734,4.24693930862842,4.00562454919388,2.99903866454554,6.77946854403445,4.21863162182578,5.25391024853661,5.84082851929728,6.34585016247698,4.20413367235365,4.85512960270352,4.1068859632832,6.12661548239736,3.96380516600718,3.51870256246123,3.06722756592166,3.86571793150461,16.5877444131748,4.59434311808135
"hsa-miR-19b-2*",1.33610625403513,1.09143445538169,0.97077364143248,2.26071882635997,0.926357618042817,0.312301201436864,0.988415443395484,2.26468744819474,-1.50042766745318,1.68150009046477,3.22102188007834,2.37792665830355,15.6786174685003,2.4258521520271,-0.939127782829878,1.94513234450055,1.66093135425476,-5.32450416137546,1.24576884238402,1.65259938210548,1.44846913493482,1.42436639585178,-0.975311253709152,1.80794300955801,1.34217980084737,-0.612443789251663,2.47057304589477,2.13514968377926,2.31481715601734,0.520252157641648,1.73669102317367,1.62990817790028,2.40084173791213,1.65196186660008,0.875773851997449,0.711871500015981,-2.33350879753251,0.528686729857651,1.78649474240042,1.77995053547581,-0.0301868155583588,1.58361150579858,-0.112523922098807,1.56456498730577,1.29634874227843,2.62561557255445,1.41776395937775,-0.721479918823347,-0.366532147283202,1.49436901328342,2.06226991219135,1.75634783886136,2.04395897189028,0.135043770804677,2.02799549616192,1.38545533501065,0.561732600222255,-2.53389393637591,-0.469738043417564,0.477327412160702,-1.55135019477335,2.70387456702544,1.86672800084658,2.14116037967999,0.421665823926464,1.81999959746103,2.9638253219792,1.11954741691716,0.828377219278724,2.20916729373256,0.923892457181677,1.54480287279996,2.56340441721298,2.51872723375245,1.78085095578943,-3.77495809221905,0.536550494459722,0.115981885964418,-0.471273268488682,1.13387583475373,-0.114451374006229,-0.33521700106746,1.89548333471603,-0.362832900529472,2.66154964228317,1.72935481454606,1.91093216976207,0.0336544062402439,1.71801961344407,0.720027033463786,-0.70261228459335,0.459886704023411,2.18389457190859,1.74278320233376,1.64098872674119,1.98222734010137,2.81840107992816,2.46193187098841,-0.490975731196399
"hsa-miR-384",1.75852363718176,4.07983632124232,0.758047878975097,-4.04962057656283,0.252743595077156,-0.00314520310904578,1.08049189737081,-1.23703519898013,-0.495532960882938,-0.123450804220239,-6.37300435904355,1.6649396973019,-0.84858587716814,1.26907564846316,2.62558518236405,1.67708918533487,1.35553335346163,-0.737341465183684,-1.97770463427691,1.31056523328258,1.11558463871288,0.635403087666663,1.86520857256519,-0.193297158565502,2.24052896196276,0.48732889971489,-6.85578861117591,0.958555777711104,1.43427059508579,-0.424022827255613,-0.796197705027606,3.41420901923735,2.07876488875695,0.608979423351199,-0.848707724359884,1.73879290813661,1.15743635441809,0.456215180206308,3.71361114199421,-1.41696892516765,1.76497368350102,0.660458895771526,-1.31189843777035,0.997891114754193,1.34507271210091,1.59275935858974,-3.01665560452982,0.258159970095769,0.730996287469403,2.87207934828039,-1.89073840986106,-1.50191215345472,1.1534934208732,2.21733092575068,1.82402646155584,-0.971668204805837,-0.501485232788093,0.594193086852349,0.350996163561223,0.750518096861629,0.704565602633383,-2.17383285151372,-1.54820092922081,1.9777158721278,0.199375719798485,1.67357903658787,1.79780364862974,15.6815008758089,0.565223098923854,-2.16588815089395,0.0662559994261605,1.06990491323923,-1.04370718137996,2.56631176651204,1.53660649042203,1.57841852474283,-0.317540324979022,-1.30634203682028,1.00253187087412,0.986371103576013,0.765789995939386,2.07848687249271,0.993869316178696,1.10677711078232,0.861038733448602,1.80539110862671,-3.14684299590464,2.4531732930597,-2.28301928677926,2.15124284535369,0.683491386174583,1.14046914650574,4.25311794200627,-0.115616954010716,-0.305603296881058,0.685595026173463,2.83223057715444,4.41735702014111,1.66151840354157
"hsa-miR-451",9.33539772447949,10.1965799972433,9.61422708617329,9.72298013204982,8.98448425444874,8.33950309098202,10.3377278146649,9.52809070511042,8.68876748817183,9.99662883666325,9.57461812389585,9.23126342873271,9.09718833355737,6.80719260973526,9.9678746773027,8.66345705865864,9.81704743950705,6.70997156383325,10.0603703429799,8.00223557142544,8.08803556235153,8.85200851582528,8.88391096332023,9.32162780273174,8.78940713870631,4.69410293342887,9.01763523293271,9.05757428230605,9.30928784756428,7.90567461273183,8.90112302959725,9.77436802430178,8.73270572781828,7.65113423107132,9.10372238762147,9.35678602934166,9.05008916002966,9.66196670446127,9.72285226255901,7.88101665579818,9.86082347375451,5.20521693582922,9.99763960186483,9.07730389339473,9.04949436517613,9.43183039906461,8.34133912841807,7.78607355157855,6.97391543997321,7.95242268358701,6.81733289870725,8.12923973544451,8.61948600923754,8.75662603720118,9.52878539443054,8.8690012218778,8.23885037727003,8.82028333060421,9.52764667891391,8.07943838216802,6.76306759199294,7.21900197155578,9.29236880148603,9.14197299534002,9.39071368035987,7.90599644877825,10.1300711314306,8.0642679847379,7.90729509463142,9.09349785126923,8.34707961957804,9.33008619327942,7.70595302741566,8.63222713010109,8.91907187642887,8.4311950348899,9.30243467031645,8.76573263925584,8.04914009392746,10.4285119722512,8.30126616852969,8.84195991428348,7.51888050728368,8.18413645420382,9.70652830782224,7.66586386117343,8.94243855658903,9.26168688564433,9.17936648490594,8.81182581641147,8.24744004695177,7.68205002888246,10.2390196645023,9.65802702739902,7.64395573229837,8.41754580412916,7.73906364000676,9.71085136658025,9.23819094665353
"hsa-miR-100",-2.63776466469659,1.74970802419166,1.73755870843108,-0.593237827681617,1.24522912599948,0.136890352995116,0.387025541743024,1.87787811013571,0.381150782459999,2.8326468109659,2.7572654538185,3.26870311466695,1.52387053434074,0.636290143314069,2.75732669275087,-0.469945243404099,-1.21089010337037,0.481915159011333,-0.00161352771992037,1.92944675460655,1.95061584892975,1.32699746456576,2.50846440252841,-1.60760167864755,1.93538091604018,1.10651851129635,0.213820688010478,0.201224328560755,0.655799498410107,0.636770210850735,-0.363276183445638,2.15658365645417,1.78126360060265,1.45216735937208,1.19960262270558,-0.0110943210884265,1.81382304800196,2.63643971173797,15.446405188838,1.15775905775127,2.60977174309515,1.47174621762437,-0.637361570549368,-0.447843900007669,4.01514427423834,1.58701879861306,1.28070634377656,0.827984173267193,-2.99706220361453,-0.772819602048221,1.76336780426577,2.26712555293123,0.70635867869826,1.86525609130385,-0.687245851375243,0.413636647783576,-1.6383232574317,0.406449485471442,1.62590074161328,1.15144711592985,0.663217082675683,3.85991788053129,1.13889963911995,-0.810723215851765,1.28790604316596,1.6486453660215,1.40092587494911,0.173005487007727,1.92707989616504,0.696888807864225,1.65215191149226,2.39858924904532,1.19610150870994,1.67434855811731,3.98504678441214,2.03145942441955,1.71734850679651,0.025681014596076,1.89668415456622,-0.823838613955104,-2.56215780812998,1.50067816968367,1.67363375760771,0.73745712318638,1.63101811398711,0.480199242647739,3.68589979277552,1.75808993420181,1.3175159414009,-1.51662944747573,1.08558237866268,-2.15152227523,0.428391664571631,4.05202803947195,-0.244530749517017,-0.555113948459414,1.60462361827828,-1.47191562911934,0.610280986702472
