"","GSM1671252","GSM1671253","GSM1671254","GSM1671255"
"hsa-miR-125a-5p",6.644551,5.248801,3.9259921,5.1919799
"hsa-miR-125b-1-3p",4.246638,5.95142,2.4862264,10.8825385
"hsa-miR-125b-2-3p",7.914173,4.423836,6.7224509,3.6477752
"hsa-miR-125b-5p",6.502109,10.603462,5.4390442,4.0673308
"hsa-miR-126-3p",5.426343,4.306053,4.3351229,6.8596798
"hsa-miR-126-5p",4.143293,4.742488,3.719234,11.5268315
"hsa-miR-1260a",5.87792,4.146827,4.0497093,5.2448049
"hsa-miR-1260b",4.363043,3.345629,2.8680434,3.5573542
"hsa-miR-1261",5.248801,9.824573,6.4964118,7.5192161
"hsa-miR-1262",7.840436,5.287363,4.4101974,2.6174542
"hsa-miR-1263",4.960786,8.732554,4.876445,6.519144
"hsa-miR-1264",8.64591,4.064623,8.4973428,4.5195339
"hsa-miR-1265",7.294795,4.499506,1.4560603,4.5911369
"hsa-miR-1266",6.502109,9.335213,7.6080139,3.4476755
"hsa-miR-1267",3.95929,5.444757,3.6477752,6.4964118
"hsa-miR-1268a",8.477561,10.507479,6.7631327,8.3521567
"hsa-miR-1268b",7.370779,7.025575,6.8596798,6.8596798
"hsa-miR-1269a",3.938692,7.264176,1.7768586,7.2386132
"hsa-miR-1269b",3.23776,8.406764,3.5146175,3.5573542
"hsa-miR-127-3p",9.032193,5.433349,4.6397864,5.1919799
"hsa-miR-127-5p",7.280189,7.517553,2.5709689,4.1648299
"hsa-miR-1270",7.914173,3.23776,2.1172556,1.2958719
"hsa-miR-1271-3p",2.950569,8.445861,4.0840008,3.38508
"hsa-miR-1271-5p",7.357817,6.931812,8.2520451,5.4537666
"hsa-miR-1272",6.071499,5.669133,7.9175705,4.0673308
"hsa-miR-1273a",4.654501,4.601155,5.0389015,5.6697459
"hsa-miR-1273c",7.056217,6.629894,7.2386132,6.5944099
"hsa-miR-1273d",3.938692,3.183815,7.5192161,0.600961
"hsa-miR-1273e",3.996214,4.915847,3.1920757,5.8207304
"hsa-miR-1273f",3.54819,3.263731,4.3826827,2.6174542
"hsa-miR-1273g-3p",9.098282,8.090491,7.6957268,7.1758773
"hsa-miR-1273g-5p",6.86241,7.734203,9.8698131,1.3273733
"hsa-miR-1275",4.742488,6.081046,6.0628553,5.1162835
"hsa-miR-1276",3.033694,2.950569,6.7825947,4.4884173
"hsa-miR-1277-3p",7.357817,8.090491,1.9456126,4.4058906
"hsa-miR-1278",4.975811,5.95142,3.2337074,4.3185169
"hsa-miR-1279",4.878047,4.998247,8.5389168,4.9456237
"hsa-miR-128",5.624798,3.855396,3.5344029,5.3799698
"hsa-miR-1281",5.497906,4.432272,4.4058906,4.4018565
"hsa-miR-1282",3.636231,10.293482,2.1172556,7.5192161
"hsa-miR-1283",3.893175,4.363043,5.0389015,4.0840008
"hsa-miR-1284",6.423416,5.287363,5.4537666,1.4560603
"hsa-miR-1285-3p",3.345629,7.211497,4.9456237,4.019516
"hsa-miR-1285-5p",8.508623,4.306053,4.4058906,0.600961
"hsa-miR-1286",9.098282,8.406764,4.4101974,6.7224509
"hsa-miR-1287",7.586191,5.08613,4.0840008,4.7995255
"hsa-miR-1288",10.876507,7.734203,7.6080139,0.4755185
"hsa-miR-1289",6.443579,9.887268,10.6310564,3.4375683
"hsa-miR-129-1-3p",3.782005,6.226002,3.0692909,0.600961
"hsa-miR-129-2-3p",4.998247,9.635854,5.3799698,5.6814527
"hsa-miR-129-5p",11.338456,5.426343,7.5192161,7.3215365
"hsa-miR-1290",7.419937,9.844176,3.6477752,7.6080139
"hsa-miR-1291",5.774733,9.750486,8.3521567,2.2220126
"hsa-miR-1292-3p",6.032906,5.377833,6.7741299,8.142465
"hsa-miR-1292-5p",7.817814,6.518286,7.2386132,8.3521567
"hsa-miR-1293",5.377833,5.248801,1.8757547,4.6977272
"hsa-miR-1294",6.464495,4.78033,3.38508,4.0497093
"hsa-miR-1295a",3.207121,4.705433,5.5563355,3.6753227
"hsa-miR-1295b-3p",4.705433,4.705433,6.6785875,8.0620273
"hsa-miR-1295b-5p",8.748873,6.226002,9.6725042,1.8057835
"hsa-miR-1296",2.048918,13.247222,4.3351229,4.0673308
"hsa-miR-1297",11.338456,7.280189,6.7825947,2.7049862
"hsa-miR-1298",4.935603,4.468644,5.3636217,8.142465
"hsa-miR-1299",8.64591,6.234118,4.1887167,4.5127259
"hsa-miR-1301",4.654501,5.331853,4.9456237,4.5481683
"hsa-miR-1302",5.548677,5.400639,5.3636217,4.7626109
"hsa-miR-1303",3.744581,5.248801,3.0308293,1.2958719
"hsa-miR-1304-3p",9.480814,6.852274,7.4676795,8.7816715
"hsa-miR-1304-5p",8.508623,5.87792,4.4058906,2.4862264
"hsa-miR-1305",5.497906,5.066232,1.2958719,3.5573542
"hsa-miR-1306-3p",3.183815,4.975811,4.3185169,2.7437435
"hsa-miR-1306-5p",6.081046,4.921506,4.0673308,4.256422
"hsa-miR-1307-3p",5.248801,6.019134,4.291233,3.5344029
"hsa-miR-1307-5p",5.426343,6.05163,2.7049862,1.9993561
"hsa-miR-130a-3p",5.287363,3.855396,3.6753227,4.2684754
"hsa-miR-130a-5p",6.502109,10.293482,2.626722,2.626722
"hsa-miR-130b-3p",4.975811,9.082509,9.6937981,6.7931
"hsa-miR-130b-5p",4.143293,5.731669,5.0705455,2.4418251
"hsa-miR-132-3p",7.077265,3.183815,4.4504651,3.4563225
"hsa-miR-132-5p",10.488807,3.893175,10.1545088,4.0581045
"hsa-miR-1321",6.629894,3.183815,2.9096751,3.4476755
"hsa-miR-1322",4.468644,8.64591,11.3345857,8.2808952
"hsa-miR-1323",6.985776,7.491131,1.7768586,2.9096751
"hsa-miR-1324",4.432272,9.887268,7.5192161,0.4755185
"hsa-miR-133a",3.263731,10.603462,4.0840008,3.9455167
"hsa-miR-133b",5.066232,4.143293,8.2808952,5.8370667
"hsa-miR-134",5.453555,8.85882,4.6397864,3.4563225
"hsa-miR-1343",6.221106,11.437018,3.2685721,10.0493119
"hsa-miR-135a-3p",6.221106,3.855396,1.2958719,0.8330093
"hsa-miR-135a-5p",5.95142,5.066232,5.2815583,3.0116572
"hsa-miR-135b-3p",5.433349,5.548677,7.6957268,2.7927166
"hsa-miR-135b-5p",2.048918,4.363043,4.7626109,6.7825947
"hsa-miR-136-3p",5.308664,7.357817,4.4058906,0.4755185
"hsa-miR-136-5p",5.400639,6.081046,8.142465,4.4884173
"hsa-miR-137",9.844176,5.624798,3.5344029,3.1920757
"hsa-miR-138-1-3p",4.960786,3.54819,4.256422,7.6957268
"hsa-miR-138-2-3p",8.85882,3.54819,4.4018565,7.6957268
"hsa-miR-138-5p",7.211497,5.355583,4.4324254,8.2808952
"hsa-miR-139-3p",5.444757,3.996214,6.5944099,3.3519328
"hsa-miR-139-5p",4.468644,4.146827,3.1920757,5.1162835
"hsa-miR-140-3p",3.440318,5.936268,9.2839866,10.4599431
"hsa-miR-140-5p",6.985776,6.221106,5.5563355,4.0497093
"hsa-miR-141-3p",7.840436,4.363043,2.1172556,2.146192
"hsa-miR-141-5p",3.263731,8.732554,3.5146175,4.5911369
"hsa-miR-142-3p",4.306053,6.141677,4.876445,5.1919799
"hsa-miR-142-5p",9.480814,7.280189,2.626722,2.7049862
"hsa-miR-143-3p",8.125548,3.744581,4.4708974,3.2337074
"hsa-miR-143-5p",10.899716,7.077265,2.9096751,6.4261177
"hsa-miR-144-3p",7.891446,6.644551,2.4994631,5.6697459
"hsa-miR-144-5p",6.931812,4.654501,8.2520451,8.4256965
"hsa-miR-145-3p",6.352177,4.62126,8.7816715,1.6055336
"hsa-miR-145-5p",3.183815,4.62126,1.2958719,10.8825385
"hsa-miR-1468",9.635854,8.508623,1.8757547,2.5709689
"hsa-miR-1469",12.026809,6.234118,3.719234,4.9770824
"hsa-miR-146a-3p",6.670872,7.357817,3.7770442,7.0769381
"hsa-miR-146a-5p",6.725563,6.809451,12.5700491,6.519144
"hsa-miR-146b-3p",7.586191,8.445861,2.4759242,3.38508
"hsa-miR-146b-5p",6.518286,5.331853,8.5389168,2.4759242
"hsa-miR-1470",5.444757,3.636231,3.2337074,9.6725042
"hsa-miR-1471",3.95929,2.76161,3.3026506,1.3273733
"hsa-miR-147a",8.073279,9.098282,1.8057835,2.7927166
"hsa-miR-147b",5.433349,5.308664,8.9016744,0.4755185
"hsa-miR-148a-3p",5.377833,5.87792,3.9766199,5.5087384
"hsa-miR-148a-5p",11.338456,11.338456,5.8207304,2.7459883
"hsa-miR-148b-3p",8.925209,8.732554,7.4676795,5.3636217
"hsa-miR-148b-5p",8.967819,8.292199,3.5146175,2.888858
"hsa-miR-149-3p",7.211497,7.120057,2.3999205,6.7931
"hsa-miR-149-5p",5.426343,4.62126,3.8131835,5.6814527
"hsa-miR-150-3p",4.499506,6.178893,6.2761028,6.7631327
"hsa-miR-150-5p",8.64591,7.914173,2.7437435,10.1545088
"hsa-miR-151a-3p",7.491131,6.670872,2.5963532,4.3351229
"hsa-miR-151a-5p",4.468644,8.090491,3.4375683,5.6108297
"hsa-miR-151b",10.876507,8.090491,3.7465733,5.3799698
"hsa-miR-152",11.338456,7.517553,1.6643571,8.7564442
"hsa-miR-153",8.967819,8.292199,3.4476755,7.0769381
"hsa-miR-1537",3.434136,4.146827,2.3409841,6.2761028
"hsa-miR-1538",6.193359,3.95929,1.3273733,4.1334519
"hsa-miR-1539",5.377833,10.488807,4.1648299,4.9456237
"hsa-miR-154-3p",5.731669,5.774733,1.6055336,3.9155398
"hsa-miR-154-5p",13.247222,7.077265,4.4101974,10.3041461
"hsa-miR-155-3p",9.082509,5.884,2.1172556,4.0581045
"hsa-miR-155-5p",9.098282,9.635854,1.3273733,3.38508
"hsa-miR-1587",7.211497,7.357817,6.5944099,6.1631125
"hsa-miR-15a-3p",3.938692,3.263731,4.5110843,3.8600034
"hsa-miR-15a-5p",5.570735,6.852274,1.6643571,10.0493119
"hsa-miR-15b-3p",8.608954,5.858381,7.6957268,1.9993561
"hsa-miR-15b-5p",5.409539,6.985776,3.8131835,5.5087384
"hsa-miR-16-1-3p",6.221106,10.293482,3.1219408,4.9175984
"hsa-miR-16-2-3p",6.071499,5.287363,7.0501151,3.0692909
"hsa-miR-16-5p",7.280189,9.032193,4.3509744,6.7518904
"hsa-miR-17-3p",12.026809,8.925209,3.4476755,4.876445
"hsa-miR-17-5p",7.817814,7.357817,7.0769381,2.888858
"hsa-miR-181a-2-3p",4.742488,9.887268,3.38508,4.4324254
"hsa-miR-181a-3p",8.406764,5.570735,4.3509744,4.2684754
"hsa-miR-181a-5p",10.876507,6.644551,1.8057835,6.3718038
"hsa-miR-181b-3p",5.108799,4.654501,4.8479471,5.2448049
"hsa-miR-181b-5p",6.221106,3.148912,5.0389015,5.2815583
"hsa-miR-181c-3p",8.377706,4.742488,1.4560603,3.6753227
"hsa-miR-181c-5p",9.750486,4.609139,4.352761,6.519144
"hsa-miR-181d",5.377833,10.293482,8.6866347,7.9668913
"hsa-miR-182-3p",6.221106,4.935603,3.3519328,4.4058906
"hsa-miR-182-5p",6.629894,12.026809,6.5944099,4.7157176
"hsa-miR-1825",4.878047,3.893175,3.9259921,3.7465733
"hsa-miR-1827",7.370779,6.518286,3.6753227,5.4390442
"hsa-miR-183-3p",7.914173,7.120057,4.0497093,2.2220126
"hsa-miR-183-5p",3.207121,6.443579,5.7592877,1.8757547
"hsa-miR-184",4.064623,7.517553,3.7770442,2.6174542
"hsa-miR-185-3p",6.629894,6.019134,4.6057203,3.1219408
"hsa-miR-185-5p",12.13316,7.165148,3.4563225,1.8951017
"hsa-miR-186-3p",7.419937,8.925209,4.4504651,3.0934581
"hsa-miR-186-5p",9.335213,4.406801,8.2808952,3.4375683
"hsa-miR-187-3p",7.517553,11.437018,1.4560603,7.0501151
"hsa-miR-187-5p",6.019134,5.108799,0.8330093,7.5192161
"hsa-miR-188-3p",5.308664,8.608954,2.1172556,5.0705455
"hsa-miR-188-5p",4.432272,5.066232,4.9175984,4.3351229
"hsa-miR-18a-3p",4.78033,9.635854,10.4599431,4.8337285
"hsa-miR-18a-5p",8.292199,6.644551,7.6957268,7.8318345
"hsa-miR-18b-3p",5.884,11.437018,6.7825947,6.1631125
"hsa-miR-18b-5p",3.54819,7.517553,4.3185169,0.4755185
"hsa-miR-1908",6.234118,7.240473,2.146192,7.9175705
"hsa-miR-1909-3p",3.855396,8.406764,0.4755185,6.8596798
"hsa-miR-1909-5p",5.669133,4.423836,7.2386132,1.9456126
"hsa-miR-190a",7.840436,5.774733,7.8318345,3.8131835
"hsa-miR-190b",7.025575,5.884,4.256422,3.3519328
"hsa-miR-191-3p",8.406764,6.502109,11.3345857,3.3658349
"hsa-miR-191-5p",6.178893,4.499506,3.4375683,3.9259921
"hsa-miR-1910",2.3745,7.914173,4.4018565,3.0934581
"hsa-miR-1911-3p",11.338456,4.705433,1.8757547,3.5146175
"hsa-miR-1911-5p",5.95142,5.426343,2.5963532,6.519144
"hsa-miR-1912",5.355583,5.426343,11.2240525,2.5963532
"hsa-miR-1913",9.098282,4.143293,5.7592877,6.519144
"hsa-miR-1914-3p",4.705433,6.221106,4.5911369,4.2684754
"hsa-miR-1914-5p",9.824573,9.082509,4.4101974,3.5146175
"hsa-miR-1915-3p",9.032193,8.125548,8.7564442,8.2520451
"hsa-miR-1915-5p",5.08613,5.731669,3.879062,3.0116572
"hsa-miR-192-3p",8.748873,7.586191,3.8131835,3.0308293
"hsa-miR-192-5p",13.247222,6.226002,2.7437435,10.3041461
"hsa-miR-193a-3p",8.85882,3.673533,8.9016744,2.4418251
"hsa-miR-193a-5p",3.345629,6.221106,4.1887167,1.9733608
"hsa-miR-193b-3p",7.264176,5.08613,9.0839496,6.4964118
"hsa-miR-193b-5p",5.308664,6.032906,2.7459883,7.9175705
"hsa-miR-194-3p",4.998247,3.033694,4.256422,5.8207304
"hsa-miR-194-5p",5.444757,4.878047,4.6616394,4.1334519
"hsa-miR-195-3p",11.124761,3.95929,5.0389015,7.7215171
"hsa-miR-195-5p",12.026809,8.073279,3.2337074,3.6753227
"hsa-miR-196a-3p",6.032906,7.419937,1.7768586,6.7825947
"hsa-miR-196a-5p",10.603462,5.108799,5.7592877,3.3519328
"hsa-miR-196b-3p",5.624798,4.62126,10.0493119,3.0308293
"hsa-miR-196b-5p",5.308664,5.570735,1.9456126,1.8757547
"hsa-miR-197-3p",5.714096,4.705433,4.7626109,4.7626109
"hsa-miR-197-5p",11.338456,13.247222,9.0839496,10.0493119
"hsa-miR-1972",6.141677,7.357817,2.2220126,2.4862264
"hsa-miR-1973",8.406764,3.345629,8.9016744,11.5268315
"hsa-miR-1976",5.95142,4.306053,5.5563355,12.5700491
"hsa-miR-198",3.23776,2.76161,3.1920757,4.8479471
"hsa-miR-199a-3p",3.54819,3.782005,4.3185169,6.3718038
"hsa-miR-199a-5p",4.654501,7.491131,3.3026506,9.0839496
"hsa-miR-199b-5p",9.887268,2.950569,4.0840008,2.4418251
"hsa-miR-19a-3p",12.026809,7.056217,3.6753227,8.515686
"hsa-miR-19a-5p",7.077265,6.234118,4.1334519,5.5087384
"hsa-miR-19b-1-5p",7.891446,9.335213,3.1920757,2.146192
"hsa-miR-19b-2-5p",5.884,3.263731,1.9733608,1.6643571
"hsa-miR-19b-3p",5.433349,6.711812,3.7770442,6.7825947
"hsa-miR-200a-3p",6.071499,7.357817,2.7927166,2.0547889
"hsa-miR-200a-5p",5.108799,5.624798,1.7768586,1.9993561
"hsa-miR-200b-3p",7.211497,5.669133,5.5563355,3.8600034
"hsa-miR-200b-5p",7.056217,5.426343,8.7816715,5.8370667
"hsa-miR-200c-3p",8.748873,6.629894,10.1545088,10.4599431
"hsa-miR-200c-5p",10.899716,7.517553,5.0705455,11.2240525
"hsa-miR-202-3p",9.844176,3.54819,8.937735,2.7437435
"hsa-miR-202-5p",5.105019,5.08613,2.6589219,1.3273733
"hsa-miR-203a",4.146827,5.108799,6.1189279,6.7931
"hsa-miR-203b-3p",11.338456,6.352177,2.8680434,4.1334519
"hsa-miR-203b-5p",5.444757,7.370779,8.142465,6.519144
"hsa-miR-204-3p",8.732554,2.3745,2.146192,8.4750744
"hsa-miR-204-5p",3.636231,6.464495,4.7626109,5.2815583
"hsa-miR-205-3p",4.742488,5.570735,7.7215171,6.4425367
"hsa-miR-205-5p",3.263731,4.78033,2.7049862,2.5709689
"hsa-miR-2052",10.311523,8.85882,4.8337285,7.6080139
"hsa-miR-2053",9.635854,6.931812,3.7465733,8.2808952
"hsa-miR-206",6.86241,4.78033,3.6477752,2.3409841
"hsa-miR-208a",7.419937,7.01501,9.0839496,6.1631125
"hsa-miR-208b",8.967819,10.293482,5.7592877,6.6022188
"hsa-miR-20a-3p",8.292199,5.248801,5.2491272,6.8742046
"hsa-miR-20a-5p",4.921506,6.178893,4.102722,1.4560603
"hsa-miR-20b-3p",5.444757,5.108799,7.5192161,4.256422
"hsa-miR-20b-5p",4.998247,4.064623,5.6616263,6.4425367
"hsa-miR-21-3p",8.125548,8.445861,5.1367274,1.8757547
"hsa-miR-21-5p",6.141677,7.517553,3.6753227,4.4504651
"hsa-miR-210",5.87792,9.824573,5.2491272,0.600961
"hsa-miR-211-3p",9.887268,5.774733,5.6697459,5.6814527
"hsa-miR-211-5p",7.419937,9.887268,7.7215171,6.519144
"hsa-miR-2110",2.76161,6.032906,7.9668913,3.0934581
"hsa-miR-2113",5.936268,8.687962,3.8600034,2.888858
"hsa-miR-2114-3p",7.294795,4.62126,3.3519328,6.7741299
"hsa-miR-2114-5p",6.423416,7.264176,5.6616263,4.9770824
"hsa-miR-2115-3p",3.148912,3.207121,4.0581045,2.7927166
"hsa-miR-2115-5p",9.335213,7.491131,6.7931,2.4994631
"hsa-miR-2116-3p",4.935603,6.193359,8.6866347,4.0497093
"hsa-miR-2116-5p",5.066232,7.01501,6.7931,4.3826827
"hsa-miR-2117",9.824573,12.877927,7.6511975,5.8207304
"hsa-miR-212-3p",7.165148,4.499506,5.1919799,9.6260878
"hsa-miR-212-5p",10.876507,4.143293,1.6055336,3.0934581
"hsa-miR-214-3p",9.635854,5.714096,7.9175705,5.9685049
"hsa-miR-214-5p",2.950569,5.548677,6.2761028,9.2839866
"hsa-miR-215",3.95929,9.750486,4.4018565,3.9455167
"hsa-miR-216a-3p",5.761773,4.742488,10.1545088,2.6174542
"hsa-miR-216a-5p",4.206984,4.742488,3.8600034,2.2220126
"hsa-miR-216b",6.852274,6.670872,5.3799698,8.4256965
"hsa-miR-217",8.508623,3.207121,4.352761,2.888858
"hsa-miR-218-1-3p",4.609139,8.967819,2.6174542,5.5563355
"hsa-miR-218-2-3p",12.13316,9.844176,5.9685049,4.8479471
"hsa-miR-218-5p",7.120057,3.440318,6.9258646,4.3185169
"hsa-miR-219-1-3p",6.352177,4.78033,1.6643571,6.6022188
"hsa-miR-219-2-3p",9.335213,7.06382,4.5110843,5.1162835
"hsa-miR-219-5p",3.219202,2.950569,2.2220126,4.352761
"hsa-miR-22-3p",5.355583,6.234118,4.3185169,5.5087384
"hsa-miR-22-5p",7.165148,9.844176,8.5389168,5.4537666
"hsa-miR-221-3p",8.748873,12.877927,8.4256965,8.2520451
"hsa-miR-221-5p",8.125548,5.377833,4.102722,4.1648299
"hsa-miR-222-3p",8.090491,10.507479,5.2491272,5.5563355
"hsa-miR-222-5p",5.409539,5.444757,2.8680434,7.7215171
"hsa-miR-223-3p",11.437018,12.234329,5.0705455,10.3041461
"hsa-miR-223-5p",5.731669,10.507479,6.5944099,8.7564442
"hsa-miR-224-3p",7.357817,7.06382,4.4884173,2.3409841
"hsa-miR-224-5p",5.731669,7.914173,2.7927166,3.6753227
"hsa-miR-2276",5.548677,7.01501,5.4390442,4.6616394
"hsa-miR-2277-3p",9.844176,6.725563,5.8370667,4.6616394
"hsa-miR-2277-5p",8.85882,5.761773,4.1610779,3.2685721
"hsa-miR-2278",3.996214,3.148912,2.888858,2.3999205
"hsa-miR-2355-3p",3.440318,8.090491,7.6511975,2.4994631
"hsa-miR-2355-5p",5.624798,6.193359,1.7768586,5.4537666
"hsa-miR-2392",3.893175,5.714096,4.4018565,4.8479471
"hsa-miR-23a-3p",7.240473,8.073279,11.3345857,7.2386132
"hsa-miR-23a-5p",4.915847,4.143293,5.6616263,6.7931
"hsa-miR-23b-3p",7.491131,4.975811,0.8330093,10.2793472
"hsa-miR-23b-5p",11.437018,6.221106,3.4375683,6.0628553
"hsa-miR-23c",7.01501,9.750486,4.9175984,5.7592877
