"","GSM2837750","GSM2837751","GSM2837752","GSM2837753"
"hsa-miR-134-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-134-5p",3.2404027,3.6238837,4.2554326,4.5883484
"hsa-miR-1343-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1343-5p",1.4927392,1.8002243,-2.9641812,1.9829155
"hsa-miR-135a-3p",2.5831685,2.7747445,3.4671059,4.124075
"hsa-miR-135a-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-135b-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-135b-5p",-3.1167667,2.1820648,-2.9641812,-3.2474415
"hsa-miR-136-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-136-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-137",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-138-1-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-138-2-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-138-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-139-3p",-3.1167667,-3.3219173,-2.9641812,-1.1498039
"hsa-miR-139-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-140-3p",2.891736,-1.3682439,2.7981842,1.7506214
"hsa-miR-140-5p",2.2846172,-3.3219173,-2.9641812,0.07949149
"hsa-miR-141-3p",-3.1167667,6.005158,1.9511997,-1.0809293
"hsa-miR-141-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-142-3p",4.4274044,1.7380577,3.1939998,1.7280046
"hsa-miR-142-5p",1.8749897,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-143-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-143-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-144-3p",3.8420618,1.5185002,2.9240596,0.3019927
"hsa-miR-144-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-145-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-145-5p",0.111334294,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1468-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1468-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1469",-3.1167667,-1.1955906,-2.9641812,0.22915477
"hsa-miR-146a-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-146a-5p",-3.1167667,-3.3219173,-2.9641812,0.111334294
"hsa-miR-146b-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-146b-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1470",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1471",0.09941944,1.2827336,2.8274584,2.1386528
"hsa-miR-147a",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-147b",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-148a-3p",4.5883484,2.0922377,-2.9641812,-3.2474415
"hsa-miR-148a-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-148b-3p",4.6717243,1.9829155,2.1412752,2.4880857
"hsa-miR-148b-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-149-3p",0.15510176,1.4270047,2.2542562,2.618625
"hsa-miR-149-5p",-3.1167667,-2.3473034,-2.9641812,-1.144478
"hsa-miR-150-3p",5.667346,6.1825337,6.329197,5.9000115
"hsa-miR-150-5p",2.2210805,-1.3415017,1.3176572,0.21536675
"hsa-miR-151a-3p",3.728558,1.7572492,3.4204195,3.1699655
"hsa-miR-151a-5p",4.2979016,2.5831685,4.3249516,3.6162052
"hsa-miR-151b",4.6962852,3.0531497,4.55836,4.3779235
"hsa-miR-152-3p",2.1244364,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-152-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-153-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-153-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1537-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1537-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1538",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1539",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-154-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-154-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-155-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-155-5p",3.0353413,2.6759753,3.121283,3.525767
"hsa-miR-1587",5.869229,4.526273,7.68936,7.238598
"hsa-miR-15a-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-15a-5p",5.572388,2.2670212,3.719831,2.803069
"hsa-miR-15b-3p",-0.07098464,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-15b-5p",7.68936,4.6962852,5.5907555,5.0649147
"hsa-miR-16-1-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-16-2-3p",0.36638314,-2.395196,-2.9641812,-1.3604528
"hsa-miR-16-5p",9.195941,5.527646,6.585365,5.981179
"hsa-miR-17-3p",3.1247845,-1.1457776,-2.9641812,-3.2474415
"hsa-miR-17-5p",7.075832,4.9848094,3.9689982,3.683632
"hsa-miR-181a-2-3p",-3.1167667,-2.3900473,-2.9641812,-3.2474415
"hsa-miR-181a-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-181a-5p",5.5612507,2.060925,4.215671,2.9976857
"hsa-miR-181b-2-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-181b-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-181b-5p",5.010046,1.6990372,3.2404027,2.0922377
"hsa-miR-181c-3p",-0.07098464,2.5359576,-2.9641812,-3.2474415
"hsa-miR-181c-5p",1.3646404,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-181d-3p",-3.1167667,1.6073282,-2.9641812,-3.2474415
"hsa-miR-181d-5p",2.6336462,-1.3815734,-2.9641812,0.09941944
"hsa-miR-182-3p",-3.1167667,-2.3259182,-2.9641812,-1.3604528
"hsa-miR-182-5p",-0.07098464,-2.4914463,-2.9641812,-1.3604528
"hsa-miR-1825",1.908217,0.36817318,1.6073282,-0.018751774
"hsa-miR-1827",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-183-3p",-3.1167667,-0.006888066,-2.9641812,0.064078026
"hsa-miR-183-5p",2.0653405,-1.2471925,2.3664339,1.9015558
"hsa-miR-184",-3.1167667,0.09941944,-2.9641812,-3.2474415
"hsa-miR-185-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-185-5p",2.4604197,1.4369514,-2.9641812,1.3014168
"hsa-miR-186-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-186-5p",4.073221,1.4140716,2.031274,0.32649496
"hsa-miR-187-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-187-5p",-3.1167667,-3.3219173,-2.9641812,-1.3604528
"hsa-miR-188-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-188-5p",5.8419075,5.9429173,5.4580727,5.315501
"hsa-miR-18a-3p",-3.1167667,-1.3100126,-2.9641812,-3.2474415
"hsa-miR-18a-5p",4.0001783,1.8147571,-2.9641812,-1.1587247
"hsa-miR-18b-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-18b-5p",2.3873982,-2.3213289,-2.9641812,-3.2474415
"hsa-miR-1908-3p",0.121890426,-0.9592849,2.6123798,3.0353413
"hsa-miR-1908-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1909-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1909-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-190a-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-190a-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-190b",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-191-3p",1.8147571,0.024998887,2.5254836,0.3282118
"hsa-miR-191-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1910-3p",-3.1167667,-1.1342711,-2.9641812,-3.2474415
"hsa-miR-1910-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1911-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1911-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1912",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1913",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1914-3p",3.1359324,4.2354746,2.967307,3.511137
"hsa-miR-1914-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-1915-3p",7.7211576,6.4659433,9.220205,10.000842
"hsa-miR-1915-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-192-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-192-5p",0.399978,-1.2262667,6.5694075,4.8263235
"hsa-miR-193a-3p",4.2301292,-3.3219173,3.4416728,2.7662923
"hsa-miR-193a-5p",2.5074935,1.3540535,1.8190438,2.9885025
"hsa-miR-193b-3p",6.241091,3.3459232,4.877197,4.594724
"hsa-miR-193b-5p",2.2025924,2.7370646,2.060925,3.1018963
"hsa-miR-194-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-194-5p",-3.1167667,-3.3219173,4.8631215,2.9067667
"hsa-miR-195-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-195-5p",1.3498242,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-196a-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-196a-5p",4.9079323,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-196b-3p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-196b-5p",2.563877,-2.2151875,-2.9641812,-3.2474415
"hsa-miR-197-3p",3.3368948,0.21536675,1.9227931,0.33572865
"hsa-miR-197-5p",9.013866,9.220205,6.750912,7.6116986
"hsa-miR-1972",-3.1167667,-1.1036208,-2.9641812,-1.2635695
"hsa-miR-1973",-3.1167667,-1.3516618,-2.9641812,-3.2474415
"hsa-miR-1976",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-198",0.34977227,2.3553078,4.1615915,2.6759753
"hsa-miR-199a-3p",3.7828336,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-199a-5p",1.5946935,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-199b-5p",-3.1167667,-3.3219173,-2.9641812,-3.2474415
"hsa-miR-19a-3p",6.807107,4.6002593,4.2653723,3.8587294
