"","GSM2983085","GSM2983086","GSM2983087","GSM2983088","GSM2983089","GSM2983090","GSM2983091","GSM2983092","GSM2983093","GSM2983094","GSM2983095"
"hsa-miR-628-5p",0.00019152,0.00044001,0.00069558,0.00023601,0.00178596,0.0002121,0.00078111,0.00022398,0.00021188,0.00085214,0.00087312
"hsa-miR-629",2.232e-05,6.65e-06,8.324e-05,5.699e-05,0.00021849,2.577e-05,0.00018824,0.00011044,6.36e-06,0.0001986,0.00010741
"hsa-miR-636",0.0001853,0.00021697,8.402e-05,5.586e-05,2.626e-05,2.587e-05,1.159e-05,0.00010959,0.00010289,0.00010202,0.00010492
"hsa-miR-642",2.248e-05,6.65e-06,0.00016873,0.00011464,2.626e-05,1.61e-06,9.481e-05,5.464e-05,6.36e-06,0.00020694,0.00010604
"hsa-miR-651",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-652",9.181e-05,0.00010787,0.00016601,5.674e-05,0.00042503,2.573e-05,1.159e-05,0.00022361,0.00010108,0.00020531,0.00010595
"hsa-miR-653",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-654-3p",4.713e-05,0.0002196,0.00016977,5.766e-05,2.626e-05,2.628e-05,1.159e-05,0.00011171,6.36e-06,0.00010485,0.00021528
"hsa-miR-654-5p",0.00018091,6.65e-06,0.00032608,0.00021877,2.626e-05,0.00010006,1.159e-05,0.00079914,0.00040297,6.4e-06,0.00084573
"hsa-miR-655",0.0014926,0.00351279,0.00272962,0.00046175,0.00043958,0.00041717,0.00018702,0.00174902,0.0016818,0.0016783,0.00171626
"hsa-miR-660",0.00294337,0.00330415,0.00535463,0.00360657,0.00041891,0.00082089,0.00150327,0.00347601,0.0032008,0.00646812,0.00337588
"hsa-miR-671-3p",0.00037033,0.00042852,0.00067859,0.00022695,0.00043139,0.00020913,0.00037375,0.00086663,0.00041462,0.00082468,0.0002114
"hsa-miR-672",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,2.574e-05,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-674",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-708",0.00295766,0.00344901,0.00275181,0.0009205,0.00346614,0.00170743,0.00154602,0.00178311,0.00331738,0.00678533,0.00173071
"hsa-miR-744",0.00075511,0.00175929,0.00134242,0.00091702,0.00086105,0.00042593,0.00076123,0.00086594,0.00167716,0.00336815,0.00084911
"hsa-miR-758",0.00018496,0.00043157,0.00066861,0.00022779,0.00042782,0.00010572,0.00018805,0.00087549,0.00041486,0.00041098,0.00043306
"hsa-miR-871",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-872",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-873",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-874",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,0.00044826,6.54e-06
"hsa-miR-875-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-876-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-876-5p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-885-3p",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-885-5p",9.338e-05,0.00022361,0.00016808,5.638e-05,2.626e-05,1.324e-05,1.159e-05,0.00021927,0.00010147,0.00020943,0.00010682
"hsa-miR-886-3p",0.00150678,0.00344725,0.00268972,0.00367002,0.00339429,0.0008284,0.00075576,0.00178767,0.00168215,0.00165711,0.00085862
"hsa-miR-886-5p",0.0007325,0.00174566,0.00267668,0.00369263,0.00683232,0.00166134,0.00150173,0.00177765,0.00166103,0.00335081,0.00169929
"hsa-miR-887",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-888",4.984e-05,0.00010833,7.885e-05,3.52e-06,2.626e-05,0.00165119,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-889",9.282e-05,0.00011182,0.00033617,5.66e-05,0.00043565,5.225e-05,0.00019032,0.00021911,0.00010268,0.00021052,0.00021533
"hsa-miR-890",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-891a",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-891b",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-892a",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-9",2.85e-06,6.65e-06,8.855e-05,3.52e-06,2.626e-05,1.61e-06,0.00018784,5.428e-05,6.36e-06,0.00011016,6.54e-06
"hsa-miR-92a",0.00298401,0.00354471,0.00544782,0.00184509,0.0068986,0.00084398,0.00149951,0.00173738,0.00329816,0.0033281,0.001669
"hsa-miR-93",0.00302169,0.00346989,0.00538349,0.00368619,0.00170142,0.00168221,0.00309867,0.00352073,0.00332083,0.00674351,0.00342071
"hsa-miR-95",2.85e-06,6.65e-06,5.17e-06,5.735e-05,2.626e-05,2.606e-05,1.159e-05,3.36e-06,6.36e-06,6.4e-06,5.371e-05
"hsa-miR-96",2.85e-06,6.65e-06,5.17e-06,3.52e-06,2.626e-05,1.61e-06,1.159e-05,3.36e-06,6.36e-06,6.4e-06,6.54e-06
"hsa-miR-98",0.00018278,0.00085242,0.00134686,0.00045529,0.00167616,0.00021049,0.0001856,0.00044208,0.00083318,0.00165956,0.00085129
"hsa-miR-99a",0.09470115,0.22403169,0.16978122,0.23223201,0.21763557,0.05387012,0.09531673,0.2091087,0.20748533,0.21199255,0.21598728
"hsa-miR-99b",0.0059279,0.01405752,0.01056843,0.00722044,0.02764318,0.00685999,0.00607445,0.01381954,0.01333344,0.01313562,0.01374925
