"","GSM1328038","GSM1328039","GSM1328040","GSM1328041","GSM1328042","GSM1328043","GSM1328044","GSM1328045","GSM1328046","GSM1328047","GSM1328048","GSM1328049"
"hsa-miR-26a-1",9.25489,9.00079,9.90538,9.69699,9.79873,9.18445,9.9867,9.7441,9.9273,9.10872,10.1543,9.25044
"hsa-miR-93",10.7464,10.2676,10.1133,9.72223,9.30747,8.38183,9.30615,8.96219,9.36346,8.93021,9.08032,8.75242
"hsa-miR-221",9.21572,8.87114,9.63303,8.81535,9.65643,9.76448,9.50916,9.00984,9.80053,9.56494,9.43236,9.58894
"hsa-miR-1228",7.09839,10.5413,8.44077,10.5618,7.8685,11.1048,8.34908,10.531,7.9365,10.4236,9.04241,10.6064
"hsa-miR-107",10.1051,9.03215,9.93189,8.56733,9.65089,8.67992,9.80081,8.6891,9.97391,8.65704,9.57711,8.62634
"hsa-let-7c",8.85283,7.9029,9.3931,8.37021,10.0508,9.2368,9.96732,9.1358,10.0306,8.60428,9.90903,8.92924
"hsa-miR-222",9.19543,8.30225,9.39134,8.583,9.45645,9.17718,9.50122,8.859,9.63506,9.31547,9.3347,9.36565
"hsa-miR-4745",6.57736,10.1836,8.72338,10.2644,7.247,10.5015,7.85318,10.1475,8.29741,10.4879,8.82939,10.1643
"hsa-miR-4734",6.89627,9.54683,8.93895,10.223,7.58968,10.229,8.0288,9.79848,8.3527,10.2401,9.14953,9.9659
"hsa-miR-27a",8.54902,8.43949,8.81504,8.41783,8.98183,9.44614,9.18461,8.58502,9.20965,9.07015,9.30633,9.51739
"hsa-let-7d",10.0421,8.73177,9.80873,8.55972,9.64862,7.78931,9.62732,8.10611,9.76196,7.95844,9.52131,7.56729
"hsa-miR-3135b",7.08355,9.00763,7.22668,9.71367,7.87853,9.86958,8.13654,10.0302,8.69869,10.1985,8.73695,9.97281
"hsa-miR-4668",8.33002,7.7656,7.65599,8.98142,9.21286,9.37086,8.64739,10.7347,7.86966,9.75993,7.67477,10.3665
"hsa-miR-3613",8.16892,6.99149,7.41494,8.57977,9.22662,9.60285,8.72543,10.8355,7.82626,9.73742,7.57553,10.6148
"hsa-miR-4707",6.67398,10.123,8.52583,10.0829,7.10933,10.107,7.46979,9.44186,7.93754,9.90288,8.36743,9.36053
"hsa-miR-15b",8.47258,7.41702,8.77748,8.18236,9.42347,8.10763,9.48351,8.63626,9.54501,8.47084,9.48961,8.75626
"hsa-miR-106b",9.75695,9.55141,9.2916,8.55425,8.81535,7.56367,8.80331,8.26662,8.74359,8.39,8.70158,8.02742
"hsa-miR-4492",6.60435,9.4287,8.40059,10.0084,6.91464,10.5671,7.84232,9.4349,7.24377,9.59351,8.32578,9.78518
"hsa-miR-4467",6.24073,9.47257,7.37229,9.90316,7.00961,10.782,8.12124,9.67654,7.42343,9.61959,8.63755,9.72525
"hsa-miR-4505",6.54038,9.57851,8.21877,9.92254,7.09585,9.84555,7.78372,9.3568,7.77806,9.7583,8.08118,9.67568
"hsa-miR-320a",9.04225,9.41557,9.66411,9.37963,8.42949,8.1272,8.49903,7.89717,8.79205,8.02232,8.43453,7.55221
"hsa-miR-320c-1",8.64923,9.16588,9.28649,9.07277,8.41699,8.32956,8.273,7.89696,8.7228,7.88002,8.24819,7.92854
"hsa-miR-455",7.62649,7.06879,8.54462,7.84612,8.36284,8.48431,8.38587,9.31427,8.49083,9.28551,8.1573,10.2062
"hsa-miR-4454",9.25149,8.05892,9.9255,7.15757,8.71251,7.36103,9.76657,7.04035,9.33347,7.17043,10.4272,7.41547
"hsa-miR-320b-1",8.82123,9.25022,9.53674,9.05311,8.4005,7.88419,8.32333,7.99167,8.59443,7.89712,8.097,7.75541
"hsa-miR-18a",9.93527,9.09809,9.57682,8.39231,8.84331,7.02649,8.90537,7.49961,8.88183,7.13163,8.5804,7.23135
"hsa-miR-425",9.06446,8.7887,8.22438,7.64186,8.66717,8.21434,8.5129,7.79159,8.95645,8.33247,8.43759,7.92167
"hsa-miR-4507",6.75245,9.52448,7.99185,9.81924,6.87835,9.08981,7.14036,8.85275,7.42871,9.60732,7.27814,9.00022
"hsa-miR-23b",8.55497,8.17407,8.00876,8.01698,8.51131,8.08434,8.40322,8.3596,8.42636,8.33427,8.28819,8.19849
"hsa-miR-3185",5.89628,8.98385,7.60751,9.8442,6.42339,9.75544,6.91425,8.83525,7.51058,9.76919,8.3579,9.34132
"hsa-miR-4674",5.69599,9.07605,7.95298,9.7095,6.74425,9.85874,7.20414,8.66569,7.79658,9.26625,8.37166,8.75411
"hsa-miR-20b",9.04497,8.24413,7.60769,7.04403,8.6662,7.34585,8.66345,8.2114,8.51516,8.30427,8.45393,8.1771
"hsa-let-7i",8.49392,7.09634,8.2686,7.95214,8.81323,7.53546,8.87014,8.28558,8.50111,7.69833,8.6979,7.78624
"hsa-miR-342",9.18719,8.96958,8.38008,8.34094,7.81822,7.80953,7.92774,7.89447,7.83923,7.81608,7.90253,8.08896
"hsa-miR-4484",5.77975,10.0589,6.80306,10.0913,6.23269,10.113,6.41708,9.88658,6.32514,9.75407,6.22959,9.55704
"hsa-miR-4270",7.91231,8.45668,7.59377,8.50182,7.22092,8.78884,7.09951,8.88288,7.82835,9.20754,7.51229,7.75592
"hsa-miR-4651",6.11233,8.64225,7.57366,9.61496,6.68644,9.57983,6.85993,8.74733,7.4056,9.05916,7.7804,8.69617
"hsa-miR-4739",7.25465,9.27426,7.60194,9.3512,6.70662,8.96327,6.7666,8.76774,7.25435,9.11048,7.40984,8.11965
"hsa-miR-146a",0.983005,1.68027,7.62872,9.46426,9.07518,10.3826,9.09731,9.97333,8.84769,10.0525,8.75395,10.0627
"hsa-miR-4463",6.76591,9.45616,7.32938,9.64093,6.62981,9.05525,6.63723,8.59619,7.00167,8.83024,7.22734,8.31964
"hsa-miR-4459",7.91693,10.6293,6.84058,9.40345,7.21752,8.66672,6.68232,8.79373,6.83061,8.26442,6.54958,7.17705
"hsa-miR-4281",6.42339,9.4613,7.25834,9.32583,5.97105,9.19291,6.20774,9.32396,6.64364,9.06207,7.04338,8.21895
"hsa-miR-378",8.78038,8.68703,8.36145,7.71672,7.98932,7.35439,7.82498,7.17947,7.9118,7.5893,7.37914,7.30783
"hsa-miR-4695",5.89665,8.45469,6.90434,8.54588,5.98294,8.8596,6.75594,8.34188,7.00494,9.12625,7.61015,8.50774
"hsa-miR-1246",2.97179,10.832,4.02621,11.0896,4.12209,10.9412,5.32776,11.1553,4.19155,10.8511,5.0623,10.7293
"hsa-miR-92b",3.3107,9.44718,6.46389,9.68038,6.06419,9.88132,6.06735,9.01028,6.07277,9.40406,6.17483,8.89376
"hsa-miR-3178",5.07662,9.3704,6.6696,8.86476,6.25415,9.27604,6.26073,8.66689,6.0958,8.38474,6.23086,8.10763
"hsa-miR-124-1",1.59766,1.49612,9.14298,8.22841,8.9451,8.59631,8.68953,8.21809,9.06927,8.0077,8.66829,8.27203
"hsa-miR-25",8.14344,7.59237,6.78425,6.89123,7.4884,6.73142,7.53454,7.64248,7.44837,7.67403,7.32481,7.40884
"hsa-miR-320d-1",7.27142,7.17567,6.90728,7.52527,7.58503,7.33609,7.45634,7.37359,7.6634,7.32489,7.1922,6.72419
"hsa-miR-4741",4.85823,7.55586,6.94235,8.84543,6.392,8.5342,5.87604,8.16069,6.70539,8.47309,7.02659,7.90882
"hsa-miR-1268",6.65797,9.20205,6.74145,8.92019,6.04429,7.96831,6.26413,7.74415,6.44463,6.89003,6.41294,6.77741
"hsa-miR-3621",3.48955,8.29392,6.59868,9.02315,5.55286,9.31015,6.00876,8.28491,6.04878,8.3152,6.6965,8.02311
"hsa-miR-185",8.75075,8.31231,7.67028,6.41536,7.4753,6.13277,7.08345,6.19223,7.44306,6.59144,6.63208,6.32635
"hsa-miR-361",8.82107,8.28268,7.759,7.17516,6.76301,6.04549,7.04849,6.06385,6.91446,6.30707,6.90476,6.06599
"hsa-miR-181a-1",9.72909,8.41805,7.87085,6.24384,7.75613,5.70202,7.57543,5.29052,7.36917,5.52478,7.51462,5.14593
"hsa-miR-4532",4.17003,8.21335,6.40984,9.03482,5.36488,8.8905,5.48519,8.37743,5.75491,8.46909,6.02078,7.47625
"hsa-miR-1207",7.5199,7.29483,6.89098,7.42716,6.65704,7.31586,6.66675,6.82539,6.77633,6.6909,6.56687,6.33295
"hsa-miR-4443",8.02866,5.80144,6.79534,9.15873,6.08705,6.8129,5.58817,7.39641,5.74807,7.64205,6.07865,7.50452
"hsa-miR-1307",7.05161,7.42141,6.82763,6.69724,6.29814,7.39064,6.37745,6.21178,6.69326,6.62883,6.52749,6.99125
"hsa-miR-15a",7.22758,4.52897,7.07714,5.10515,7.96797,6.66694,8.13646,5.28117,8.04235,6.33723,7.98115,6.72343
"hsa-miR-3141",7.39121,6.74371,6.4079,7.30356,6.34207,7.88087,6.01384,7.00951,6.38036,6.5039,6.04793,6.54296
"hsa-miR-378c",7.95135,6.40699,6.96298,6.19925,7.09711,6.25469,7.09644,5.76098,7.21265,6.61317,6.59942,5.95215
"hsa-miR-1268b",6.92986,7.61185,6.6565,7.70272,5.9809,7.38167,6.11128,7.08121,5.85053,6.66405,6.05716,5.95215
"hsa-miR-4758",5.09348,8.56268,6.42641,8.67648,5.42167,7.55421,5.11543,7.11433,5.36301,7.39236,6.10138,6.45637
"hsa-miR-181b-1",9.65031,8.60626,7.48418,5.87665,6.84336,5.32776,6.77819,4.91329,6.5458,5.11269,6.64041,4.99227
"hsa-miR-140",7.64227,6.55363,7.4516,6.31245,6.67408,5.72589,6.77874,6.08051,7.01899,5.98841,6.5504,5.58347
"hsa-miR-151",1.41354,5.23386,8.04731,6.66295,7.61007,6.27002,7.72837,6.30254,7.95988,6.40498,7.52637,5.87181
"hsa-miR-4689",5.23507,8.29982,5.73966,7.5478,5.01714,7.01997,4.9027,7.83602,5.78377,7.21198,5.55614,6.41172
"hsa-miR-1587",5.09173,7.80681,6.38491,8.04534,5.12116,7.43845,5.21023,6.79797,5.69853,6.8632,5.83488,5.76725
"hsa-miR-130b",7.43192,7.3256,7.05504,6.19198,6.34111,5.76148,6.35483,5.58634,6.83735,5.5467,6.07983,5.5467
"hsa-let-7g",7.38726,6.04518,6.10994,5.20512,7.25642,5.79199,7.06186,5.88786,7.0328,5.32391,6.83742,5.13463
"hsa-miR-4298",8.57245,6.33226,7.18215,5.09249,7.68216,5.41733,7.0821,4.04417,7.2463,4.78869,6.42581,4.23695
"hsa-miR-4665",2.24516,8.083,5.38296,8.46237,4.65583,8.12468,4.47945,7.57738,5.19622,6.96893,6.07672,6.1715
"hsa-miR-4690",4.27245,7.05933,6.07121,7.83994,5.30306,6.76702,5.14663,5.95264,5.23818,7.30832,5.45677,6.3563
"hsa-miR-29a",7.16115,5.28226,5.24208,4.68484,7.02336,5.64375,6.80598,4.98328,6.63964,6.13683,6.73838,5.8845
"hsa-miR-30c-1",8.02206,4.81689,5.73437,4.63185,7.12321,5.24973,7.10922,5.81793,6.8279,5.10307,6.7427,4.21268
"hsa-miR-4433",5.37698,7.13448,5.4618,6.74644,5.43498,6.6211,5.14617,7.10434,5.2545,6.28217,5.02321,5.67644
"hsa-miR-1281",6.64399,6.57282,5.5429,6.96381,5.28647,5.4436,4.70501,5.36042,5.65307,6.72481,4.64324,7.45606
"hsa-miR-378f",7.1542,6.05161,5.8372,4.73183,6.62356,5.48711,6.29363,4.52331,6.46951,5.7711,6.1232,5.39216
"hsa-miR-4726",1.52058,8.59135,2.7846,9.69115,1.95795,9.16147,1.16802,10.0579,2.2258,9.40674,3.20859,10.4036
"hsa-miR-4749",3.40568,7.48311,5.17818,7.02879,5.12178,6.95332,5.08726,7.03062,4.96035,6.34048,5.01301,6.18466
"hsa-miR-3187",1.82089,8.11884,5.77998,7.45403,3.12375,8.00373,4.48314,6.63812,4.74749,6.67347,6.43037,6.34999
"hsa-miR-4634",1.07347,8.39203,4.67613,7.08121,4.30795,7.61498,4.45117,7.07748,5.34777,7.77162,5.02441,6.70158
"hsa-miR-4649",4.5353,6.47131,5.03512,7.23114,4.49742,7.31449,5.2757,5.92852,4.8746,6.28296,5.64164,6.40882
"hsa-miR-422a",6.38021,3.24854,5.7181,4.26537,6.56436,5.51452,6.48274,5.14873,6.71709,5.72154,6.18665,5.58054
"hsa-miR-3162",5.10965,6.10821,5.75525,7.143,4.73438,5.94276,5.01415,6.30722,5.30837,4.70143,6.09722,4.84229
"hsa-miR-223",6.9113,3.96515,5.51421,5.10813,6.82526,5.78923,6.40733,4.43719,6.27138,4.71719,6.20641,4.91098
"hsa-miR-744",6.29792,5.73962,6.74901,5.85478,5.5901,5.5815,5.61926,5.09578,5.55382,4.9135,5.63761,4.18509
"hsa-miR-423",7.91209,5.89433,6.9441,4.73729,6.3065,4.65471,6.2304,4.43776,6.17129,4.44159,6.13476,2.85115
"hsa-miR-4429",4.5866,5.64787,5.57688,5.13107,5.6159,5.5703,5.70857,5.45654,6.14264,5.96375,5.79392,5.26242
"hsa-miR-126",2.45655,6.34916,5.36289,6.513,5.02218,5.50478,5.52552,6.57784,5.8167,5.64712,5.4884,5.72922
"hsa-miR-18b",7.20728,5.51659,6.07469,4.02377,6.52766,4.95896,6.45506,4.27381,6.56143,3.80925,6.1715,4.15588
"hsa-miR-1909",1.1896,7.21559,5.63649,7.48064,3.59988,6.69342,5.05949,5.80975,5.02135,5.66993,5.89392,5.7421
"hsa-miR-1910",3.81727,7.69289,6.02503,7.0573,3.27301,5.99989,4.53211,5.03977,4.25678,5.99906,5.30111,5.92847
"hsa-miR-3937",0.999368,5.68637,4.95621,6.89583,3.96835,7.37672,5.35779,6.51142,4.70222,6.49237,5.86618,5.61151
"hsa-let-7e",4.45975,3.67624,7.15291,4.93109,7.27503,4.68872,6.96305,3.79233,7.65063,3.47149,6.9508,3.05703
"hsa-miR-378i",5.85017,6.08296,5.11413,3.82023,5.76341,5.22229,5.50354,4.38157,6.08104,5.60542,5.33319,4.89164
"hsa-let-7f-1",6.61096,3.2828,5.63649,4.08836,7.02324,4.99981,7.01159,3.94648,6.41467,4.19307,6.53578,3.80259
"hsa-miR-125a",4.58907,2.58566,6.19199,4.29929,6.45716,5.04479,6.5435,3.83518,6.88659,5.16483,6.42505,4.33464
"hsa-miR-146b",1.43366,1.41512,6.44696,5.10292,6.39874,5.29019,6.69315,5.18421,6.25048,5.39906,6.60502,6.06599
"hsa-miR-3648",2.01688,7.22556,4.17244,6.86954,2.70737,6.62467,4.42518,6.46519,4.28716,7.04065,4.38282,5.46259
"hsa-miR-1231",1.61607,5.32642,4.6034,5.71641,3.61581,6.83909,4.71117,5.30834,5.26584,6.3994,5.83259,5.58687
"hsa-miR-548a-1",3.8018,4.16473,3.80015,4.43019,5.83697,5.42629,3.81852,6.57866,5.34921,5.60496,4.39404,7.44198
"hsa-miR-27b",5.81793,4.91032,5.05835,3.61837,5.19702,4.81664,5.2355,4.37133,5.23233,4.29935,5.49235,4.43419
"hsa-miR-1275",7.91581,4.01923,6.67842,4.73914,5.18633,3.77536,5.55593,3.57998,5.15593,3.14866,5.44604,3.27675
"hsa-miR-22",1.86375,3.42914,4.02621,5.33283,5.14244,6.79496,5.19949,5.03206,5.24744,6.01865,4.86451,5.36361
"hsa-miR-4486",0.892623,4.96123,4.88851,6.31917,4.26872,6.48243,4.49852,4.7352,4.51329,6.08664,4.75435,5.37018
"hsa-miR-4487",4.68223,5.09784,3.68853,5.30037,4.11145,5.00722,4.35657,6.28936,4.08281,5.36587,3.72342,6.01766
"hsa-miR-30d",5.07005,3.38652,5.05509,4.43493,5.26305,4.93792,5.4044,4.25529,5.02418,4.23544,5.30894,4.84026
"hsa-miR-371b",1.32716,5.05006,4.82326,5.40704,3.08126,3.6168,5.16488,4.58876,5.70161,7.05633,5.802,5.53251
"hsa-miR-572",1.62021,6.26922,5.55588,6.27121,3.1612,5.29676,4.41163,4.4799,4.65487,6.07558,4.85275,4.47814
"hsa-miR-3197",2.35485,8.07411,3.07646,6.32233,2.73394,6.58671,3.44123,5.63488,3.41814,6.21402,4.06452,5.16511
"hsa-miR-532",6.17313,5.1375,6.21798,4.00867,5.07663,3.92778,4.85831,3.02428,6.17082,3.95255,5.18313,3.14282
"hsa-miR-494",4.3808,5.17973,2.19901,6.38403,4.49741,4.85557,4.62446,5.98436,3.95384,4.64992,4.60787,4.89463
"hsa-miR-4640",1.63109,7.40279,3.76104,6.6232,3.05146,6.43244,3.79667,5.32149,3.59078,5.93748,4.15405,4.01219
"hsa-miR-4706",3.4844,6.08517,3.30964,6.11293,2.87159,6.54042,3.82697,5.39216,3.25673,4.86126,3.96531,5.03453
"hsa-miR-3138",1.10044,4.59821,1.20968,5.29983,1.50646,6.21123,2.20172,7.50036,4.33033,6.96699,4.50188,8.56806
"hsa-miR-3131",0.761962,7.32089,1.2549,7.60421,0.943107,8.20727,0.956271,8.9902,0.799942,6.87778,2.09478,8.17051
"hsa-miR-34a",1.81212,1.20946,5.16557,4.11481,6.59822,6.07485,5.37059,3.6118,5.94631,5.6859,5.15518,3.00459
"hsa-miR-210",1.7654,3.2802,8.25264,5.1607,2.08195,4.29086,6.67553,4.19849,2.75231,3.66704,6.83494,4.69701
"hsa-miR-4750",1.67535,4.4257,2.87592,5.38042,3.07511,6.77685,4.33469,5.45654,4.13385,5.4997,4.73683,5.24491
"hsa-miR-199a-1",6.67796,4.66237,4.62211,2.90904,5.01254,2.90904,5.22864,4.4931,4.59897,3.31858,5.71899,3.45595
"hsa-miR-4767",3.49919,7.25036,4.34064,5.8396,2.33947,4.9027,3.8026,4.60763,3.36061,4.6411,4.52706,4.28999
"hsa-miR-30b",5.63421,2.96111,4.84963,2.32019,5.67993,4.11765,5.86493,4.14459,5.41181,2.62633,5.94042,3.40824
"hsa-miR-3201",4.16523,1.76953,2.32431,2.57754,6.35014,4.19824,5.41958,5.15534,4.38201,6.78063,4.06567,5.62422
"hsa-miR-4656",3.56616,4.16259,4.20373,5.15733,3.71653,5.52693,4.26122,4.26497,3.67354,4.73573,4.90412,4.45589
"hsa-miR-652",5.4702,3.91699,5.92654,4.30658,4.97487,2.80386,4.75887,3.30198,5.21203,3.57083,5.3426,2.9627
"hsa-miR-4498",1.90925,4.99981,3.49954,6.10737,3.10149,5.59025,4.01472,4.70739,4.45579,4.82328,4.46372,4.67326
"hsa-miR-4720",2.74141,2.98636,1.96413,2.23071,5.76059,6.6752,4.44064,6.24886,3.81411,3.78901,4.5767,6.86668
"hsa-miR-4728",4.60229,4.99109,4.63462,4.92327,3.36118,5.06942,4.2883,4.38157,3.97418,3.95789,4.11786,3.32849
"hsa-miR-378d-1",5.10475,3.65773,4.97963,3.71038,5.37888,4.44839,4.72989,3.03977,5.01285,4.41726,4.53817,2.55668
"hsa-miR-193a",1.127,1.43341,5.97146,4.60869,4.71413,4.87032,5.03137,4.33458,5.26794,4.65167,4.89902,4.57194
"hsa-miR-19a",6.57696,2.85179,3.909,2.28756,5.64573,3.85829,5.31271,3.47841,5.16882,3.38488,5.29536,3.42945
"hsa-miR-3188",0.961829,6.39367,4.23263,5.60353,1.92407,4.99981,3.24763,4.96549,4.45854,6.16649,4.22286,3.96128
"hsa-miR-320e",1.22471,4.17472,3.53771,4.18226,4.53652,4.7986,4.86207,4.4623,5.36616,4.13124,4.89978,4.42061
"hsa-miR-199b",6.21316,3.78471,4.74737,2.38332,5.16344,2.61386,5.30365,3.36985,5.00065,3.79412,5.31454,2.87173
"hsa-miR-940",4.91783,4.72741,4.29813,4.59607,3.02952,3.46478,2.83257,4.05922,4.06114,4.59991,4.00019,5.92136
"hsa-miR-4655",3.62427,4.69012,3.92846,5.56591,2.68,4.34468,3.71786,3.9213,4.07431,4.89566,4.60713,4.42318
"hsa-miR-1225",1.13796,5.09784,4.02765,5.37024,3.2801,5.84818,3.2801,5.29594,3.79921,5.1979,4.99348,3.0797
"hsa-miR-1280",5.6451,3.38614,3.51339,3.73302,4.14867,2.96624,3.9154,3.74154,4.58421,4.65943,4.34573,5.49625
"hsa-miR-602",1.64334,5.70177,4.87838,5.416,3.24169,5.10485,3.15035,3.8325,3.76301,4.69379,4.31755,4.23357
"hsa-miR-3619",2.03768,4.83589,4.60295,4.81151,3.5051,5.02662,3.32082,3.76065,4.52219,5.33912,3.21121,4.03357
"hsa-miR-4485",4.64828,4.10866,5.09092,1.99914,5.15165,4.73647,4.99981,2.32878,5.21235,3.02952,4.79646,2.86189
"hsa-miR-939",2.68816,4.68215,3.89539,5.0206,3.40939,5.132,3.22792,4.3309,4.22988,4.39115,3.8737,3.71074
"hsa-miR-4449",2.36501,8.15829,4.16739,5.89298,1.97096,4.86193,2.6145,5.33696,2.89131,5.06845,3.42163,1.82492
"hsa-miR-1825",3.94942,3.82292,4.03752,4.96173,3.01923,4.3534,3.17812,2.08798,4.17111,5.11328,3.80794,5.85203
"hsa-miR-885",1.70168,2.88585,3.82551,4.86106,1.95282,5.71598,3.65892,5.04994,3.77056,4.98576,4.78269,5.01794
"hsa-miR-1224",1.58954,6.37613,2.28586,4.93045,2.312,5.42232,2.52283,5.82799,2.87159,5.1858,3.40913,5.40217
"hsa-miR-4436b",2.53231,6.31322,4.02563,5.56352,2.87664,4.28414,2.90465,3.77309,3.61361,4.29632,4.24915,3.07468
"hsa-miR-339",5.30732,2.17789,6.00891,2.07594,4.51558,3.44109,5.59631,2.13621,5.29767,2.56048,5.35266,2.49311
"hsa-miR-548ac",3.00002,3.13963,2.17308,2.98787,4.77684,4.21187,3.84131,5.8537,4.22742,4.08415,2.71263,5.86567
"hsa-miR-99b",2.35887,1.3975,6.24841,3.38329,5.64033,3.85995,5.31181,1.92148,6.03705,2.69572,5.53054,2.28715
"hsa-miR-128-1",4.69844,1.50427,3.26955,2.88188,5.01031,3.8319,4.64938,3.26414,4.89765,3.82264,4.39851,4.05524
"hsa-miR-574",3.44672,2.90731,5.37488,4.23696,4.36209,3.16779,4.56136,3.47881,4.22528,2.0867,4.45456,3.96589
"hsa-miR-3180-1",2.00599,3.22298,2.32888,5.21462,2.87259,6.67611,2.80785,4.47022,2.89258,4.73626,3.97418,4.70642
"hsa-miR-3921",4.8916,3.89966,2.81446,4.17139,3.78453,2.6973,3.19036,4.23354,3.32121,4.57319,2.77849,4.99227
"hsa-miR-1184-1",3.30263,3.70153,2.72616,3.3917,2.85318,3.85259,3.86444,5.22796,3.49592,4.30475,2.89238,5.64555
"hsa-miR-671",4.58105,4.39085,5.2691,3.79321,3.38127,3.13172,3.71253,2.12493,4.64863,3.01065,4.5291,2.60525
"hsa-miR-4428",2.42441,7.58429,2.533,6.04699,1.00093,5.45463,2.11956,5.20175,1.93932,5.27865,1.40849,4.1247
