"","GSM1275918","GSM1275919","GSM1275920"
"hsa-miR-1200",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1202",7.79971,7.9903793,7.9903793
"hsa-miR-1203",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1204",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1205",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1206",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1207-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1207-5p",7.375555,7.739838,7.2378364
"hsa-miR-1208",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-122-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-122-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1224-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1224-5p",3.8690684,2.5808158,-3.0937302
"hsa-miR-1225-3p",0.6269954,0.6077786,3.6844037
"hsa-miR-1225-5p",8.5311165,7.79971,7.739838
"hsa-miR-1226-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1226-5p",2.1895158,0.40511513,-3.0937302
"hsa-miR-1227",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1228-3p",3.0610502,3.304869,5.5771747
"hsa-miR-1228-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1229",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1231",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1233",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1234",2.5808158,2.8435142,5.082847
"hsa-miR-1236",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1237",0.20198806,0.10372174,3.1161366
"hsa-miR-1238",2.408185,2.5335097,4.949835
"hsa-miR-124-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-124-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1243",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1244",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1245a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1245b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1245b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1246",4.1735806,4.131379,3.9895978
"hsa-miR-1247-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1247-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1248",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1249",0.51067966,0.30109254,-3.0937302
"hsa-miR-1250",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1251",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1252",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1253",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1254",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1255a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1255b-2-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1255b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1256",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1257",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1258",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-125a-3p",-0.15422587,-0.503085,-3.0937302
"hsa-miR-125a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-125b-1-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-125b-2-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-125b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-126-3p",-0.9656894,-0.7163528,-3.0937302
"hsa-miR-126-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1260a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1260b",-0.7977174,-0.30957997,-3.0937302
"hsa-miR-1261",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1262",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1263",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1264",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1265",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1266",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1267",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1268a",5.082847,5.0427284,4.669482
"hsa-miR-1268b",3.4935338,2.906117,-3.0937302
"hsa-miR-1269a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1269b",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-127-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-127-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1270",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1271-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1271-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1272",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1273a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1273c",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1273d",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1273e",-1.8982446,-3.3187973,-3.0937302
"hsa-miR-1273f",0.16472523,-0.39147544,-3.0937302
"hsa-miR-1273g-3p",4.608394,5.7126102,5.660631
"hsa-miR-1273g-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1275",4.5449433,3.9393806,3.5613828
"hsa-miR-1276",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1277-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1278",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1279",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-128",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1280",0.7337509,0.7860937,4.1735806
"hsa-miR-1281",0.6480775,0.842367,4.124058
"hsa-miR-1282",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1283",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1284",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1285-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1285-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1286",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1287",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1288",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1289",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-129-1-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-129-2-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-129-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1290",0.24095535,0.02066048,-3.0937302
"hsa-miR-1291",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1292",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1293",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1294",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1295a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1295b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1295b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1296",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1297",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1298",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1299",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1301",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1302",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1303",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1304-3p",0.8563295,0.8485236,4.5326843
"hsa-miR-1304-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1305",-0.100462355,0.20198806,-3.0937302
"hsa-miR-1306-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1306-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1307-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1307-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-130a-3p",-0.46417797,0.2589158,-3.0937302
"hsa-miR-130a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-130b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-130b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-132-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-132-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1321",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1322",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1323",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1324",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-133a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-133b",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-134",3.5613828,3.8690684,2.4371197
"hsa-miR-1343",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-135a-3p",4.3201036,3.5844364,2.9803836
"hsa-miR-135a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-135b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-135b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-136-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-136-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-137",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-138-1-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-138-2-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-138-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-139-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-139-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-140-3p",-0.6739986,-0.7548784,-3.0937302
"hsa-miR-140-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-141-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-141-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-142-3p",0.1682779,0.5731525,-3.0937302
"hsa-miR-142-5p",-3.3219073,0.07823956,-3.0937302
"hsa-miR-143-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-143-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-144-3p",0.209934,4.6527634,3.4935338
"hsa-miR-144-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-145-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-145-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1468",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1469",-0.74571157,-0.5735496,-3.0937302
"hsa-miR-146a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-146a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-146b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-146b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1470",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1471",3.433015,3.5078807,2.78496
"hsa-miR-147a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-147b",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-148a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-148a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-148b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-148b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-149-3p",-1.8982446,-3.3187973,-3.0937302
"hsa-miR-149-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-150-3p",5.089788,2.37993,3.4765167
"hsa-miR-150-5p",-0.8874223,-1.0489019,-3.0937302
"hsa-miR-151a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-151a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-151b",-3.3219073,-0.6244132,-3.0937302
"hsa-miR-152",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-153",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1537",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1538",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1539",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-154-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-154-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-155-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-155-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1587",2.926509,3.5613828,3.2562017
"hsa-miR-15a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-15a-5p",-0.39147544,2.8785772,2.5677342
"hsa-miR-15b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-15b-5p",-0.73308766,2.5677342,2.6189523
"hsa-miR-16-1-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-16-2-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-16-5p",2.7476027,5.3266335,6.113975
"hsa-miR-17-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-17-5p",-3.3219073,-1.0489019,-3.0937302
"hsa-miR-181a-2-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-181a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-181a-5p",-3.3219073,-0.8874223,-3.0937302
"hsa-miR-181b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-181b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-181c-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-181c-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-181d",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-182-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-182-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1825",0.6864507,2.0065572,4.460565
"hsa-miR-1827",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-183-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-183-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-184",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-185-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-185-5p",-3.3219073,-0.20868973,-3.0937302
"hsa-miR-186-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-186-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-187-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-187-5p",0.19932134,-3.3187973,-3.0937302
"hsa-miR-188-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-188-5p",3.6844037,4.15684,3.4044797
"hsa-miR-18a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-18a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-18b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-18b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1908",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1909-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1909-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-190a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-190b",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-191-3p",2.2210298,2.2552187,4.8229065
"hsa-miR-191-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1910",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1911-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1911-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1912",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1913",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1914-3p",2.5335097,0.8580878,-3.0937302
"hsa-miR-1914-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1915-3p",6.0070252,5.936286,5.764371
"hsa-miR-1915-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-192-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-192-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-193a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-193a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-193b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-193b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-194-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-194-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-195-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-195-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-196a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-196a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-196b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-196b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-197-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-197-5p",7.9903793,7.2378364,7.375555
"hsa-miR-1972",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1973",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-1976",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-198",-0.53746855,-3.3187973,-3.0937302
"hsa-miR-199a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-199a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-199b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-19a-3p",-0.5520219,0.6864507,-3.0937302
"hsa-miR-19a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-19b-1-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-19b-2-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-19b-3p",2.2552187,3.9183636,3.028407
"hsa-miR-200a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-200a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-200b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-200b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-200c-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-200c-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-202-3p",-0.10378023,-3.3187973,-3.0937302
"hsa-miR-202-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-203",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-204-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-204-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-205-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-205-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2052",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2053",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-206",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-208a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-208b",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-20a-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-20a-5p",-3.3219073,0.5395747,-3.0937302
"hsa-miR-20b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-20b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-21-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-21-5p",3.5078807,4.124058,3.2529387
"hsa-miR-210",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-211-3p",0.08459338,-3.3187973,-3.0937302
"hsa-miR-211-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2110",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2113",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2114-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2114-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2115-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2115-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2116-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2116-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2117",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-212-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-212-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-214-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-214-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-215",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-216a",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-216b",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-217",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-218-1-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-218-2-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-218-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-219-1-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-219-2-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-219-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-22-3p",3.1161366,3.5434256,2.3909037
"hsa-miR-22-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-221-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-221-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-222-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-222-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-223-3p",4.05626,4.669482,5.089788
"hsa-miR-223-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-224-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-224-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2276",2.5677342,0.6480775,-3.0937302
"hsa-miR-2277-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2277-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2278",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2355-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2355-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2392",3.905841,3.1161366,2.5335097
"hsa-miR-23a-3p",0.760129,0.7510951,2.167107
"hsa-miR-23a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-23b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-23b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-23c",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-24-1-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-24-2-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-24-3p",0.12662442,-0.9249803,-3.0937302
"hsa-miR-2467-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2467-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-25-3p",-0.7548784,0.061440427,-3.0937302
"hsa-miR-25-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2681-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2681-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2682-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2682-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-26a-1-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-26a-2-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-26a-5p",-0.77895486,-3.3187973,-3.0937302
"hsa-miR-26b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-26b-5p",-3.3219073,-0.7977174,-3.0937302
"hsa-miR-27a-3p",0.8580878,0.72249573,2.2691197
"hsa-miR-27a-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-27b-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-27b-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-28-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-28-5p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-2861",7.2378364,7.0782666,6.727314
"hsa-miR-2909",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-296-3p",-3.3219073,-3.3187973,-3.0937302
"hsa-miR-296-5p",-0.9003685,-3.3187973,-3.0937302
