"","GSM1635868","GSM1635869","GSM1635870","GSM1635871","GSM1635872","GSM1635873","GSM1635874","GSM1635875","GSM1635876","GSM1635877","GSM1635878","GSM1635879","GSM1635880","GSM1635881","GSM1635882","GSM1635883","GSM1635884","GSM1635885"
"hsa-miR-576-3p",9.64371556471123,9.40946234605631,8.76394225223979,6.06061018457644,5.11360939972565,5.14172385827655,10.6979199699954,9.69646923548924,9.23884740379303,4.22432330947776,2.55561167698875,4.13542613201974,9.44344252031875,10.6100988109657,9.45646318417362,1.78310737581093,1.51727569320958,2.75488750216347
"hsa-miR-140-5p",12.3813626931671,11.9256780588309,11.6007978769004,7.04595463334607,7.1548181090521,5.79441586635011,13.5501397664134,12.6346220054174,12.2239743893349,3.8073549220576,3,5,12.3185898819914,13.1268120042442,12.7179262743835,2.32192809488736,3.16992500144231,2.58496250072116
"hsa-miR-2682-5p",0,1,0,0,0,0,0,1.58496250072116,1,0,0,0,0,0,1,0,0,0
"hsa-miR-522-5p",2.41503749927884,2.22239242133645,2.0703893278914,1.32192809488736,0.874469117916141,0,1.41503749927885,1.30812229536233,1.20759541940837,0,0,0,1,1.66296501272243,1.72662364994475,0,0,0
"hsa-miR-4743-3p",1.58496250072116,1,0,0,1,0,1.58496250072116,1,1,0,0,0,1.58496250072116,2.32192809488736,1.58496250072116,0,0,0
"hsa-miR-548ao-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-548av-5p",1,0.584962500721156,0,0,0.584962500721156,0,0,1,0.855610090664825,0,0,0,2,1.32192809488736,0.584962500721156,0,0,0
"hsa-miR-30d-5p",17.4626339047308,17.1894003308589,17.1874062889166,13.6632164885773,13.7928267204,12.9744872883949,18.2366648291806,17.6150210993649,17.1130553068753,10.8762611268922,10.3219280948874,11.9980320941656,17.4565597301502,17.9510100850868,17.4118743423663,11.9223056479952,11.6056955666097,12.1588989134763
"hsa-miR-518d-5p",1.54432051622381,1.26303440583379,0.887525270741587,0.53605290024021,0,0,0.485426827170242,0.263034405833794,0.887525270741587,0,0,0,0.321928094887362,1.44625622988956,0.485426827170242,0,0,0
"hsa-miR-637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415037499278843,0,0
"hsa-miR-4740-5p",0,0,0,0,0.584962500721156,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0
"hsa-miR-3622b-3p",3.56478461878352,2.90689059560852,2.87446911791614,1,0.125530882083859,1.7369655941662,3.95419631038688,2.87446911791614,2,0,0,0,3.16992500144231,4.32192809488736,3.50250034052918,0,0,0
"hsa-miR-520b",3.50250034052918,2.87446911791614,3.27301849440642,0,0.584962500721156,0,1,1,1.50250034052918,0,0,0,2.16992500144231,3.24792751344359,3,0,0,0
"hsa-miR-3622a-5p",3.56478461878352,2.90689059560852,2.87446911791614,1,0.125530882083859,1.7369655941662,3.95419631038688,2.87446911791614,2,0,0,0,3.16992500144231,4.32192809488736,3.50250034052918,0,0,0
"hsa-miR-3690",1.71620703399941,1.32192809488736,1.58496250072116,0,0,1.32192809488736,3.58496250072116,3.32192809488736,2.70043971814109,0,0,0,1,2.16992500144231,1,0,0,0
"hsa-miR-34b-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-381-3p",2.8073549220576,5.18982455888002,4.33390073655344,2.32192809488736,2.58496250072116,0,6.39993060688863,6.30073387261824,5.4093909361377,1,0,0,5.2667865406949,5.72337652941825,5.4374053123073,0,0,0
"hsa-miR-4709-3p",2,2.32192809488736,2.32192809488736,0.584962500721156,2.32192809488736,0,3.70597790168252,3.4594316186373,1.58496250072116,0,0,1,2.8073549220576,2.58496250072116,2.8073549220576,0.169925001442312,0,1.58496250072116
"hsa-miR-518a-3p",1.58496250072116,0,1.58496250072116,1,1,0,2,0,0,0,0,0,1.58496250072116,1,0,0,0.321928094887362,0
"hsa-miR-645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15200309344505,0,0
"hsa-miR-374b-3p",8.410347180711,8.00309195511149,8.27436428564563,2.58496250072116,3.35755200461808,0.415037499278843,9.63672197330845,8.82785390048634,8.15673620838748,1.64385618977472,0,1,8.30160704468657,9.34893121230415,9.30535532874297,0,0,0
"hsa-miR-17-5p",15.9618120906186,15.314281579903,15.5647937400517,10.2100250886916,10.4547276854159,7.75488750216347,17.3402773571854,16.427433051802,15.9844382092085,6.43462822763672,5.05889368905357,7.2558154228739,15.915388369708,16.8011036803219,16.6190014377233,5.4757334309664,6.02236781302845,6.68650052718322
"hsa-miR-4674",1.58496250072116,1,2,0,1,0,1.58496250072116,2.32192809488736,2,0,0,0,2,1.58496250072116,2,0,0,0
"hsa-miR-448",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3200-5p",5.49185309632967,4.97727992349992,5.4093909361377,5.12928301694497,4.01495034146597,0,7.49851682661068,6.78135971352466,6.1333991254172,1,1,1,5.4757334309664,5.93073733756289,6.34872815423108,0,2,0
"hsa-miR-4730",1,1,0,0,0,0,1,2,1.58496250072116,0,0,0,0,2,1,0,0,0
"hsa-miR-3681-5p",0,0,0,0,0,0,1,1,0,0,0,0,0,1.58496250072116,0,0,0,0
"hsa-miR-548s",4.90689059560852,4,5.10852445677817,0,0,0,5.83710226545166,4.85264097037237,4.24792751344359,0,0,0,4.58496250072116,4.85798099512757,5.18982455888002,0,0,0
"hsa-miR-302b-3p",0,0,0,0,1,0,1,1.58496250072116,0,0,0,0,1,0,0,0,0,0
"hsa-miR-515-5p",4.32192809488736,4,4.05889368905357,1,1,0,2,2.8073549220576,2.32192809488736,0,0,0,3,3.70043971814109,3.4594316186373,0,0,0
"hsa-miR-92b-3p",13.0934890921172,12.7584487917249,12.9416651081103,10.5469466955605,10.9848668364905,10.425303336713,13.5310312464966,12.4702712057118,12.2728241527828,5.04439411935845,4.92283213947754,6.87446911791614,12.9084238963418,13.5652265393541,13.549113382934,7.64625867999003,6.57742882803575,7.68504075265729
"hsa-miR-3940-5p",4,3.90689059560852,3.4594316186373,0,1.58496250072116,0,5.61470984411521,4.55458885167764,3.33390073655344,0,0,0,4.35755200461808,4.66296501272243,4.74146698640115,0,0,1.58496250072116
"hsa-miR-3140-5p",3.32192809488736,1.58496250072116,3.4594316186373,1,0,0,4.35755200461808,4.49185309632967,3.4594316186373,0,0,0,2.58496250072116,3,3.24792751344359,0,0,0
"hsa-miR-3680-5p",4.4594316186373,2.8073549220576,3.11547721741994,0,0,0,4.54137323217347,3.87446911791614,3.8073549220576,0,0,0,3.90689059560852,4.1963972128035,3.70043971814109,0,0,0
"hsa-miR-431-3p",0,0,0,0,0,0,0,0,0,0,0,0.0874628412503394,1,0,0,0,0,0
"hsa-miR-103a-2-5p",4.8073549220576,4.25873426840016,4.63903917347695,0,1,0,5.83289001416474,5.30291086871699,4.97727992349992,0,0,0,4.74595437739346,5.68836688584052,4.95419631038687,1,0,0
"hsa-miR-6506-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192645077942396
"hsa-miR-3187-3p",8.42759220610338,8.01620471757681,7.80240865710363,7.3301699482295,8.22102314363574,6.00749453654692,10.155146504755,8.90761676969784,8.74242172554863,3,1.58496250072116,4.70043971814109,8.06150620693541,8.63202292079306,8.72318688826899,4.35755200461808,4,4.24792751344359
"hsa-miR-5089-3p",0,0,1,0,0,0,1.58496250072116,0,1,0,0,0,0,0,2,0,0,0
"hsa-miR-3682-5p",2.58496250072116,1,2.32192809488736,0,0,0,3,0.415037499278843,2.32192809488736,0,0,0,0.584962500721156,3.4757334309664,2.32192809488736,0,0,0
"hsa-miR-3155a",2.36923380966572,2.50250034052918,2.90689059560852,1,0,2,1.71271804791953,2.29768054864069,2.55896729218821,0,0,0,2,2.87446911791614,3.61470984411521,0,0,0
"hsa-miR-5089-5p",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5682",0,0,0,0,0,0,0.584962500721156,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4695-3p",1.22239242133645,1.58496250072116,0.530514716698779,0,0,0,1,1.58496250072116,2.62449086490779,0,0,0,0,1.58496250072116,0.137503523749935,0,0,0
"hsa-miR-3622a-3p",1.58496250072116,0,1.58496250072116,0,0,0,2.70043971814109,1.8073549220576,2.32192809488736,0,0,0,2.32192809488736,2.58496250072116,1.58496250072116,0,0,0
"hsa-miR-6515-3p",5.12928301694497,3.4594316186373,4.3037807481771,2,1,0,5.60584986719498,4.8073549220576,4.75488750216347,2,0,2.32192809488736,4.39231742277876,5.05889368905357,4.85798099512757,0,1.58496250072116,0
"hsa-miR-1276",7.48873279068377,7.275607217586,6.34064138800644,3.90689059560852,3.85798099512757,4.20076240536491,9.00152548190484,8.30793443221461,7.81556119766232,0,1,3,6.68595571746152,7.63662462054365,6.85901704188009,2,0,2
"hsa-miR-520g",6.61765111942733,5.4757334309664,5.74339186332564,2.84799690655495,2.8073549220576,0,4.96082940271932,4.24792751344359,4.20945336562895,0,1,0,5.51832530769086,6.59245703726808,6.02236781302845,0,1,0
"hsa-miR-6499-3p",0,0.0780025120012732,0,0,0,0,0.15200309344505,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-615-5p",2,2.58496250072116,2,0,1,0,5.39231742277876,4.32192809488736,4.32192809488736,0,0,0,2,3.70043971814109,2.58496250072116,0,0,0
"hsa-miR-3120-3p",2.58496250072116,2,2.32192809488736,1.58496250072116,0,0,3.93859945533585,4.5274770060604,2,1.58496250072116,0,1,4.16992500144231,3.33786963875638,1.8073549220576,0,0,0
"hsa-miR-4769-5p",1,1,1,0,0,0,1.58496250072116,2,1,0,0,0,0,1,0.415037499278843,0,0,0
"hsa-miR-1306-5p",8.45738087907253,7.8334172186438,8.25215854187612,1.58496250072116,1.58496250072116,2.8073549220576,9.78354396078653,8.41447383643093,8.26209484537018,0,1,1,8.25502856981873,8.58245564511058,8.9507988772655,0,2,0
"hsa-miR-519b-3p",1.58496250072116,0,1,0,0,0,1.7369655941662,0,1,0,0,0,2.70043971814109,0,2,0,0,0
"hsa-miR-3677-3p",5.33747323951199,5.21334728173344,4.68182403997375,1.8073549220576,1.32192809488736,0,6.1333991254172,5.12722055048807,4.14431834530624,0.584962500721156,0,0,4.68369645430652,5.61960864352805,4.83978059386866,0,0,0
"hsa-miR-513b",0,0,0,0,0,0,1,1.32192809488736,2.16992500144231,0,0,0,1,0,0,0,0,0
"hsa-miR-4641",0,1,2.58496250072116,0,0,0,2.32192809488736,2.32192809488736,1.58496250072116,0,0,0,2.32192809488736,1,2,0,0,0
"hsa-miR-23a-3p",13.6906720475485,13.2370223462507,13.517371774552,12.9391344212817,12.0045168280883,8.82541313267114,15.0839416359631,14.1337064622095,13.6878785673305,7.63140858281536,5.61574665945739,7.30170403119135,13.917372873342,14.5142278148837,14.5911312967059,6.48381577726426,6.89178370321831,8.10626550821192
"hsa-miR-4520b-3p",0,0,1,0,0,0,0.415037499278843,0.584962500721156,0.874469117916141,0,0,0,1,2.11547721741993,0.584962500721156,0,0,0
"hsa-miR-675-3p",7.38226375811483,7.22881869049588,6.39803107397315,5.4594316186373,6.02974734339405,2,7.95419631038687,7.00562454919388,6.65105169117893,0,0,0,6.8073549220576,7.57364718749332,7.14125565861105,1,2.8073549220576,2
"hsa-miR-1269a",0,0,1,0,1.58496250072116,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2110",9.03479896257727,9.01912736074802,8.75822321472672,6.21593739919915,7.39660478118186,6.95806931953408,10.3400355227255,9.5372184005386,8.93837669001557,3.16992500144231,3.32192809488736,4.81591693556103,9.08613622502731,9.74202867417966,9.80668386988453,5.32192809488736,4.32192809488736,5.21593739919915
"hsa-miR-1237-5p",0,1,0,1,0,0,0,0,0,0.0740005814437768,0,0,0,0,0,0,0,0
"hsa-miR-483-3p",4.84966572691557,4.56478461878353,4.4594316186373,0.584962500721156,1.8073549220576,0,6.64305446980917,5.59724083049959,5.73921804589759,0,0,0,4.35167543828142,4.73696559416621,5.48112668973662,0,0,0.584962500721156
"hsa-miR-4421",0.321928094887362,0.584962500721156,0,0,0,0,0.765534746362977,1.36923380966572,0.584962500721156,0,0,0,0.584962500721156,0,0.584962500721156,0,0,0
"hsa-miR-3195",0.0740005814437768,0.0740005814437768,0,1.15010356052957,1.22239242133645,0,0.263034405833794,0,0.263034405833794,1.32192809488736,0.765534746362977,0,0.0740005814437768,0.505177783377874,0.874469117916141,0.263034405833794,0,0.438573013739633
"hsa-miR-4659a-3p",6.37503943134692,6.33985000288462,6.32192809488736,3.24792751344359,4.50462039240355,0,8.08657856599073,6.88060390408824,6.62205181945638,0,1,0,6.52356195605701,7.26397335480341,7.4262647547021,1,0,0
"hsa-miR-193a-5p",8.54914289968065,8.50382573799575,8.12541347048331,5.47248777146274,6.14974711950468,5.14974711950468,10.914198242455,9.91302538178062,9.49051664876686,3.90689059560852,2.58496250072116,4.24792751344359,8.64835758200967,9.47065887406055,9.04083764926659,3.58496250072116,1,1
"hsa-miR-146a-5p",7.5980525001616,6.71424551766612,7.0936376383783,9.1937062409395,7.88874324889826,5.54946381949977,9.48287516667012,8.6839693118053,8.66711154207503,7.52160043972373,6.43879185257826,7.40045254027644,8.05120894091477,8.09715426422892,8.15877797178412,5.01866384426504,4.83289001416474,4.6724253419715
"hsa-miR-1289",0.485426827170242,1.87446911791614,1.22239242133645,0,0,0,0.485426827170242,1.94057891374045,1.19464743085354,0,0,0.84799690655495,2.50250034052918,3.32672908115118,2.43295940727611,0,0,0
"hsa-miR-425-3p",12.118474748688,11.5670891480143,11.8053408284164,10.2072177315337,9.9136374280491,7.7279204545632,13.4767019647769,12.6589626908088,12.20278704981,5.28540221886225,4.24792751344359,6.52356195605701,11.8831523856569,12.9250870939411,12.7471594035061,5.86779352831134,5.6724253419715,5.24792751344359
"hsa-miR-2278",4.24792751344359,4,3.8073549220576,1.58496250072116,3,0,6.18982455888002,5.47031993478003,4.16992500144231,1,0,0,3.16992500144231,4.24792751344359,4.58496250072116,0,0,0
"hsa-miR-1179",0,0,1,0,0,0,2,2,2,0,0,0,2,1,2.32192809488736,0,0,0
"hsa-miR-4474-3p",6.85590666688971,6.92283213947754,6.66474355624854,4.15650448567999,4.58496250072116,1,8.1121236853087,7.21310421964191,6.73018706153515,1.66296501272243,0,1,6.71195370615813,7.8652177464436,7.68240943054412,1,0,2.90689059560852
"hsa-miR-5002-5p",1,1,1.32192809488736,0,0,0,1,0,0,0,0,0,1.58496250072116,0,0,0,0,0
"hsa-let-7a-3p",14.1576555942621,13.9273379292439,13.835460344899,10.5452077779248,10.5221530051518,8.13596574242734,15.2141147369339,14.4578479813079,14.2720340177017,6.69116190455308,6.29029816833541,7.53320330099526,14.2682509871718,15.1957580544048,14.8162212200661,7.29232163280204,5.76155123244448,6.36989471720437
"hsa-miR-380-5p",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4488",0.125530882083859,0.353636954614701,0.341036917835067,3.58076676077954,4.81306487042131,3.6743589053284,1,0.874469117916141,0.125530882083859,2.71881824745595,3.28898488726466,2.90980219102842,1.58496250072116,0.415037499278843,1.22239242133645,2.91588368899709,3.57509225669709,3.26621866230107
"hsa-miR-3691-5p",6.08746284125034,6.57123551760964,5.97727992349992,4.27301849440641,4.70043971814109,4.28540221886225,7.59245703726808,6.82017896241519,6.25738784269265,1,0,2.32192809488736,6.12928301694497,7.03342300153745,6.68650052718322,1.58496250072116,2.32192809488736,3.16992500144231
"hsa-miR-19b-1-5p",6.4757334309664,5.44294349584873,5.53915881110803,1.58496250072116,0,0,6.90689059560852,6.27612440527424,5.61470984411521,0,0,0,5.77873424411784,7.3037807481771,6.23840473932508,0,0,0
"hsa-miR-500a-5p",7.48381577726426,6.74819284958946,7.13271392234524,3.75488750216347,2.8073549220576,0,9.37105057736694,8.58120058192496,8.32418054661874,0.584962500721156,1,1.32192809488736,7.28540221886225,8.37901728709418,7.8631538046883,0,1.32192809488736,0
"hsa-miR-3688-5p",4.39231742277876,5.27301849440642,4.36923380966572,4.08746284125034,2,0,5.6724253419715,5.16992500144231,4,0,0,1,4.4594316186373,5.62309762960793,4.94173234482082,1,0,2.32192809488736
"hsa-miR-744-5p",13.6938962318733,13.9574928452429,13.1029366552392,9.91829180893782,10.805548471069,8.62388149001346,14.8614521441019,13.9757410554138,13.5145891320121,6.01122725542325,5.58496250072116,8.41362792902417,13.5471278315444,14.2091417652576,14.010040442747,8.11807588826526,7.6305704990245,8.4797802640291
