"","GSM2279227","GSM2279228"
"hsa-miR-1246",18.2659835290444,15.9991191799953
"hsa-miR-4454",15.9991191799953,18.2659835290444
"hsa-miR-1290",17.748314073867,15.4908822066434
"hsa-miR-1268a",16.3576121385668,14.7434932992546
"hsa-miR-5100",13.8253563414793,16.4088562907246
"hsa-miR-21-5p",15.5073843030613,12.4582143436233
"hsa-miR-6089",13.4924791302041,13.5042914089081
"hsa-miR-1260a",10.9270371687203,14.2276159434142
"hsa-miR-4459",13.2514824106202,12.9842404252301
"hsa-miR-6090",12.6606644774613,13.4086946147264
"hsa-miR-4443",9.58261245126702,13.8783623004076
"hsa-miR-6087",13.0297185904162,12.3389452518706
"hsa-miR-1273g-3p",8.82972273508606,13.2802270476681
"hsa-miR-1234-5p",12.1190221571715,12.1373914492476
"hsa-miR-630",12.46192702259,11.474022762748
"hsa-miR-3960",12.0362594847026,11.9941766251617
"hsa-miR-4516",11.9382012381131,12.0668460030749
"hsa-miR-642a-3p",11.4202234193486,12.2201515661029
"hsa-miR-5787",11.5200047416386,12.0735558345566
"hsa-miR-6088",12.0110524998006,11.3336445534682
"hsa-miR-23a-3p",12.2780137961182,10.5755392468345
"hsa-miR-6125",11.8253563414793,11.4503091455379
"hsa-miR-5703",11.9082049531259,11.2848241002246
"hsa-miR-1260b",9.61240779313867,12.4390516805917
"hsa-miR-4281",11.477252323938,11.6695494634555
"hsa-miR-4286",11.2842457498297,11.4300604616941
"hsa-miR-320c",11.8564255286255,10.4191701650285
"hsa-miR-1202",11.270295326472,11.3064889647286
"hsa-miR-3676-5p",9.89216330986197,11.9611331205098
"hsa-miR-197-5p",10.6783800651091,11.5200047416386
"hsa-miR-451a",11.9541054119185,9.16364967601582
"hsa-miR-4530",11.4490196432704,10.5496643581416
"hsa-miR-5739",10.5154534553886,11.2889381494558
"hsa-miR-6076",11.7137087009005,9.13763159823543
"hsa-miR-371a-5p",11.2930405002447,10.1867332891289
"hsa-miR-4284",11.2825816997999,10.065752701817
"hsa-miR-1225-5p",10.7809497987497,10.7901448269498
"hsa-miR-151b",11.281350514981,9.79156991212688
"hsa-miR-6085",9.21371179810567,11.3680971669641
"hsa-miR-2861",10.6270778405174,10.5873087283335
"hsa-miR-1207-5p",10.695663296788,10.3645450751068
"hsa-miR-3934-5p",10.4473415653707,10.5844927969759
"hsa-miR-3665",10.5950243186136,10.3292357417338
"hsa-miR-92a-3p",11.0744760007345,9.33203654836165
"hsa-miR-4732-5p",10.6555307231556,10.1932173226991
"hsa-miR-638",10.2476308762387,10.5844927969759
"hsa-miR-100-5p",11.2539213311237,8.04165915163721
"hsa-miR-4466",10.0546043179607,10.3323163301992
"hsa-miR-1229-5p",10.4863322527687,9.83447104998422
"hsa-miR-3162-5p",10.0774833568595,10.240791332162
"hsa-miR-27b-3p",10.579787329527,9.56414948998573
"hsa-miR-320b",10.4890953154135,9.65932699741411
"hsa-miR-6510-5p",10.5786085607378,9.47421293719394
"hsa-miR-3196",8.14210705730255,10.9207250197512
"hsa-miR-4655-5p",8.8703647195834,10.7709735395016
"hsa-miR-4687-3p",10.0940776856719,10.1013191544233
"hsa-miR-1275",10.0848083878044,9.89178370321831
"hsa-miR-6127",9.73640193131829,10.0549434165733
"hsa-miR-4505",9.87881728461423,9.90519894596281
"hsa-miR-4252",6.4262647547021,10.8039292879744
"hsa-miR-320d",10.6657800283295,7.92035285541508
"hsa-miR-150-3p",9.60362634498619,10.0806510019498
"hsa-miR-3679-5p",10.0491678723722,9.50382573799575
"hsa-miR-320e",10.5939746192773,7.7714894695006
"hsa-miR-4327",9.02928722696825,10.2203783276952
"hsa-miR-4793-5p",8.44604940671655,10.4067364826917
"hsa-miR-1915-3p",9.5783726913608,9.87017203911021
"hsa-miR-6165",9.11894107272351,10.1153688378202
"hsa-miR-6124",9.64160021583436,9.74819284958946
"hsa-miR-3656",9.70800612889607,9.64678369183779
"hsa-miR-320a",10.0467829703564,9.17990909001493
"hsa-miR-483-5p",10.1366707623418,8.9915218460757
"hsa-miR-4741",8.84392105128904,10.1360298493856
"hsa-miR-4270",9.03754695396218,9.95782756083374
"hsa-miR-4534",8.77807712953536,10.0443941193585
"hsa-miR-671-5p",10.1554507313121,8.28193002695544
"hsa-miR-4485",10.0334230015375,8.63934070865223
"hsa-miR-1973",10.0694497674278,8.52061868055628
"hsa-miR-24-3p",9.78053976747196,9.08679968562345
"hsa-miR-224-5p",10.0306671362469,8.5127404628035
"hsa-miR-4298",9.39285403987287,9.41468523580721
"hsa-miR-29a-3p",9.8851243671041,8.59105477403678
"hsa-miR-4259",10.0320457269308,7.83605035505807
"hsa-miR-3138",7.03617361255349,10.1522848423066
"hsa-miR-25-3p",9.87766757406788,8.21553299974566
"hsa-miR-4787-5p",9.13057056280543,9.39016895620018
"hsa-miR-107",9.65553072315564,8.70217268536555
"hsa-miR-4257",8.73555602391153,9.62113611327464
"hsa-miR-23b-3p",9.62935662007961,8.69087100929231
"hsa-miR-20a-5p",9.55554777164707,8.79197682089869
"hsa-miR-192-5p",9.15355203170811,9.25177825703587
"hsa-miR-642b-3p",8.3037807481771,9.70347104607195
"hsa-miR-6126",8.22158712126481,9.68999797141945
"hsa-miR-2276",8.24198314969433,9.66266837551754
"hsa-miR-423-5p",9.60871685402057,8.37286506011259
"hsa-miR-5001-5p",8.95492329203032,9.17990909001493
"hsa-miR-130a-3p",9.62342428986991,8.06810647585877
"hsa-miR-3195",7.95855271543101,9.63435730113798
"hsa-miR-193b-3p",8.87344411251538,9.11829223302699
"hsa-miR-27a-3p",9.51865315567339,8.17741953798924
"hsa-miR-6724-5p",8.95710204156229,9.03135659625571
"hsa-miR-6068",8.52356195605701,9.33817924990011
"hsa-miR-4788",8.00702726689397,9.55458885167764
"hsa-miR-1185-1-3p",7.7431513941125,9.63117705570398
"hsa-miR-19b-3p",9.30035256032822,8.43149760425805
"hsa-miR-22-3p",9.70800612889607,7.11374216604919
"hsa-miR-17-5p",9.15545073131214,8.60779264191921
"hsa-miR-762",8.27029532647204,9.32699117490082
"hsa-miR-4442",8.67860013909946,9.01227534485612
"hsa-miR-4271",9.23601419190008,8.32867492732795
"hsa-miR-3976",8.44708322620965,9.15545073131214
"hsa-let-7i-5p",9.30492166958167,8.04165915163721
"hsa-miR-4306",9.52845411076479,7.2538474849874
"hsa-miR-371b-5p",8.54303182025524,8.9915218460757
"hsa-miR-575",8.35204342579543,9.05324712591243
"hsa-miR-494",8.85096815098244,8.56985560833095
"hsa-miR-4261",7.91662592221124,9.19352536050122
"hsa-let-7a-5p",8.79847180110162,8.53138146051631
"hsa-miR-4763-3p",8.38586240064146,8.89633240390994
"hsa-miR-3156-5p",8.50481898763284,8.76735685412569
"hsa-miR-4739",8.14720492494223,8.91288933622996
"hsa-miR-1233-1-5p",6.25738784269265,9.40381093178603
"hsa-miR-365a-3p",8.62296694479051,8.48784003382305
"hsa-miR-4484",8.69348695749933,8.32867492732795
"hsa-miR-15a-5p",9.00562454919388,7.78626962764847
"hsa-miR-4430",8.39124358942744,8.63934070865223
"hsa-miR-3940-5p",8.22641219278879,8.72109918870719
"hsa-miR-34a-5p",8.27844945822048,8.60779264191921
"hsa-miR-4685-5p",8.64385618977473,8.22158712126481
"hsa-let-7f-5p",8.59245703726808,8.20823435833979
"hsa-miR-4669",8.44086916761087,8.38208359014197
"hsa-miR-16-5p",8.79603960882977,7.80413102118332
"hsa-miR-4634",8.92184093707449,7.51569983828404
"hsa-miR-2392",8.74651432113846,7.85798099512757
