"","GSM1590969","GSM1590970","GSM1590971","GSM1590972"
"hsa-miR-449b",1.91073266190291,2.06004738366994,2.01792190799726,14.3718446943859
"hsa-miR-923_v12.0",12.6259370995385,12.2793203879426,7.2667865406949,7.59245703726808
"hsa-miR-21",10.9665054519057,10.0914353863236,11.6886874232225,12.1166688559671
"hsa-miR-129-3p",2.11103131238874,2.14730669878029,2.08746284125034,12.4540421974701
"hsa-miR-720",6.74146698640115,8.27146302790437,10.1560830762887,10.6082548219779
"hsa-miR-1246",10.3564519702218,9.83920378809694,5.16188768237689,4.86789646399265
"hsa-miR-1290",9.92481250360578,8.98299357469431,4.90207357931074,4.877744249949
"hsa-let-7a",6.65821148275179,5.94016675048282,7.85174904141606,8.82336724004623
"hsa-let-7f",6.95419631038687,5.43629511983936,8.09803208296053,8.62205181945638
"hsa-miR-1268",8.73470962022584,8.24317398347295,4.16992500144231,4.60880924267552
"hsa-miR-23a",7.15987133677839,6.61765111942733,7.57742882803575,7.89481776330794
"hsa-miR-19b",6.52356195605701,5.88996019965864,7.8073549220576,8.06608919045777
"hsa-miR-27a",6.65821148275179,5.82017896241519,7.89481776330794,7.55458885167764
"hsa-miR-200c",7.71424551766612,2.04264433740849,8.3037807481771,1.90689059560852
"hsa-miR-16",6.76818432477693,5.22110372536788,7.31288295528436,6.8703647195834
"hsa-miR-29b",5.80477637795583,3.93545974780529,7.43462822763672,7.467605550083
"hsa-miR-1915",7.39231742277876,7.82654848729092,2.83592407425437,2.82171021503467
"hsa-miR-20a",6.25361115194717,5.19770815795585,7.25738784269265,7.12928301694497
"hsa-miR-22",6.89481776330794,5.51727569320958,6.83289001416474,6.70043971814109
"hsa-miR-24",6.0639343057541,5.58496250072116,6.8073549220576,6.96578428466209
"hsa-miR-17",6.04875931191986,5.27798474729977,6.97727992349992,6.88264304936184
"hsa-miR-15b",5.87282875953489,3.98185265328974,7.14974711950468,6.84549005094437
"hsa-miR-200b",6.62643913669732,2.96347412397489,7.49984588708321,4.8073549220576
"hsa-miR-29a",5.93073733756289,4.88752527074159,6.5298209465287,7.03342300153745
"hsa-miR-19a",5.1168637576909,4.65535182861255,6.83289001416474,7.02236781302845
"hsa-miR-654-5p",6.6724253419715,7.54689445988764,2.08406426478847,1.89141918684608
"hsa-let-7b",5.79701297783614,4.77082904603249,6.71424551766612,6.74146698640115
"hsa-let-7i",4.05311133645956,5.67525138605026,4.56071495447448,7.66533591718518
"hsa-miR-141",6.4870360800319,2.05658352836637,7.53138146051631,1.89141918684608
"hsa-miR-100",4.20163386116965,5.91408609701272,4.51096191927738,7.4093909361377
"hsa-miR-125b",4.02680005934372,5.62643913669732,4.4262647547021,7.34872815423108
"hsa-let-7g",5.43962313755712,4.78659636189081,6.16591193893569,6.61765111942733
"hsa-miR-1274b_v16.0",3.22650852980868,4.32192809488736,6.51569983828404,6.83289001416474
"hsa-miR-638",6.95419631038687,5.64385618977472,2.26603689399532,2.21412480535285
"hsa-let-7d",5.06177619758669,3.48542682717024,6.14567745519564,5.85049941375812
"hsa-miR-92a",4.74416109557041,4.4594316186373,5.77610398807316,6.00450139223494
"hsa-miR-130a",5.91169158187234,2.04264433740849,6.49024921062709,2.32768736417605
"hsa-miR-103a",5.14567745519564,3.11603199344711,6.09803208296053,5.54225804976692
"hsa-miR-630",4.51727569320958,6.8073549220576,2.07724299893246,2.07724299893246
"hsa-miR-1260",2.29572302453997,2.59215800212536,6.14363830992204,5.88996019965864
"hsa-miR-15a",5.14567745519564,3.0036022366802,5.98185265328974,4.95884267524324
"hsa-miR-151-5p",5.22496636500027,3.53605290024021,5.60288440871842,5.32192809488736
"hsa-miR-107",4.79701297783614,3.19534759832222,5.82781902461732,5.24412594328373
"hsa-miR-146a",2.6915341649192,4.73876783680019,3.26303440583379,6.37155886261196
"hsa-miR-1308_v15.0",3.04264433740849,4.01792190799726,5.44625622988956,5.5909612413426
"hsa-miR-221",4.43295940727611,4.39231742277876,5.18982455888002,5.20945336562895
"hsa-let-7e",4.00898878322726,2.91647664443772,5.46923479366766,5.53294028837287
"hsa-miR-106b",3.92599941855622,4.0703893278914,4.93545974780529,5.45285896471381
"hsa-miR-362-5p",1.90689059560852,2.12763327972587,2.03210084316702,6.53294028837287
"hsa-miR-1202",5.77873424411784,5.34695688937888,2.16992500144231,2.06695024392463
"hsa-miR-193b",5.0746766862945,2.4032677223393,5.69766263347052,3.04264433740849
"hsa-miR-30a",5.19377174339668,2.27500704749987,5.66959375118833,2.44095219802964
"hsa-miR-27b",4.25550073314839,3.08065766334523,5.36457243229586,4.64961545906341
"hsa-miR-31*",4.10433665981474,3.26753579806873,5.26303440583379,4.75488750216347
"hsa-miR-320c",4.4262647547021,4.50462039240355,4.67807190511264,4.20163386116965
"hsa-miR-23b",4.24792751344359,2.98550043030489,5.23266075679027,4.54225804976692
"hsa-miR-320d",4.54843662469604,4.16188768237689,4.59693514238723,4.41278152533848
"hsa-miR-331-3p",4.15380533607904,3.35614381022528,4.66106547980695,5.01792190799726
"hsa-miR-25",3.92599941855622,4.16992500144231,4.13750352374993,4.97269265400426
"hsa-miR-30b",4.43962313755712,2.83794324189103,5.21334728173344,3.99095486039699
"hsa-miR-301a",4.59693514238723,3.52356195605701,4.64961545906341,4.33628338786443
"hsa-miR-1225-5p",5.41278152533848,4.78659636189081,2.20789285164133,2.16349873228288
"hsa-miR-96",2.80529245560071,3.09085343045111,3.86789646399265,5.57288966842058
"hsa-miR-1207-5p",5.20554891117303,4.82273014794452,2.55826763405574,2.38681094647222
"hsa-miR-20b",3.56071495447448,3.00898878322725,4.78659636189081,4.81249822533356
"hsa-let-7c",3.49825086752783,3.04264433740849,4.5909612413426,4.97727992349992
"hsa-miR-93",3.58496250072116,3.64385618977472,4.20163386116965,4.79701297783614
"hsa-miR-1274a_v16.0",2.23878685958712,2.68481873755322,4.75488750216347,4.99095486039699
"hsa-miR-424",3.75488750216347,2.4931349223055,4.87282875953489,4.36457243229586
"hsa-miR-18a",3.24031432933371,2.59215800212536,4.53605290024021,4.5909612413426
"hsa-miR-365",3.68929916053589,2.64154602908752,4.97269265400426,3.60880924267552
"hsa-miR-30c",4.10433665981474,2.58014548442338,4.72246602447109,2.87381319835909
"hsa-miR-200a",4.14567745519564,2.17951105027151,4.84297883178833,2.43562859405209
"hsa-miR-155",4.4594316186373,2.03913839390696,4.7279204545632,1.89141918684608
"hsa-miR-939",4.6724253419715,4.39917109381982,2.05311133645956,1.92219784839637
"hsa-miR-1275",4.61470984411521,3.74416109557041,3.2585189247113,2.77399632511117
"hsa-miR-130b",3.54843662469604,2.98732086592925,3.98185265328974,4.20163386116965
"hsa-miR-31",3.26603689399532,2.30158764660319,4.26303440583379,4.11270013274936
"hsa-miR-30d",4.23266075679027,2.6667565918848,4.24031432933371,2.73768676140986
"hsa-miR-125a-5p",2.77188557851537,2.53106949272595,4.02680005934372,4.39917109381982
"hsa-miR-210",3.62058641045188,2.53356334821451,4.35049724708413,3.33485426933163
"hsa-miR-98",3.12763327972587,2.28688114778816,4.23266075679027,3.98185265328974
"hsa-miR-183",2.68706068833989,3.6667565918848,3.21878116778407,4.29278174922785
"hsa-miR-671-5p",3.90689059560852,4.55458885167764,2.01792190799726,1.89141918684608
"hsa-miR-320b",3.45549162062847,3.07382023329167,3.74416109557041,3.72246602447109
"hsa-miR-26b",3.20789285164133,2.53605290024021,3.78659636189081,4.00898878322726
"hsa-miR-17*",2.34198574722862,2.0703893278914,3.67807190511264,4.4262647547021
"hsa-miR-197",2.95977015521147,2.88362081628567,3.877744249949,3.62058641045188
"hsa-miR-18b",2.72900887033786,2.27798474729977,3.84799690655495,3.97269265400426
"hsa-miR-196b",3.4276061727819,2.15055967657538,4.09592441999854,3.13422093976063
"hsa-miR-625",2.44095219802964,2.96347412397489,2.38128337250378,4.4594316186373
"hsa-miR-193a-3p",2.04614178164472,2.50080205305716,2.59693514238723,4.60288440871842
"hsa-miR-296-5p",2.02147972741045,2.17951105027151,2.16992500144231,4.73876783680019
"hsa-miR-34a",3.84799690655495,2.46988597627446,2.3533232911629,3.76553474636298
"hsa-miR-29c",2.58014548442338,2.38128337250378,3.57288966842058,3.85798099512757
"hsa-miR-181a",3.83794324189103,2.11103131238874,3.73335434061383,2.43829285157915
"hsa-miR-574-3p",2.17632277264046,2.23266075679027,3.78659636189081,3.8073549220576
"hsa-miR-151-3p",3.10768786931437,2.52606881166759,3.4369613378336,3.4276061727819
"hsa-miR-205",3.83794324189103,2.03913839390696,3.75488750216347,1.89141918684608
"hsa-miR-572",4.31469652565629,2.93357263826102,2.03562390973072,1.92219784839637
"hsa-miR-30a*",3.37851162325373,2.04614178164472,4.08746284125034,1.91456452349394
"hsa-miR-483-5p",3.77610398807316,3.73335434061383,2.02147972741045,1.96716860753263
"hsa-miR-425",3.09085343045111,2.8972404255748,3.02502879449152,3.41278152533848
"hsa-miR-361-5p",2.55090066464752,3.02856915219677,3.10265813136374,3.59693514238723
"hsa-miR-324-5p",2.96532254836725,2.33913738491959,3.73335434061383,3.05831649559082
"hsa-miR-7",3.51096191927738,2.07724299893246,3.76553474636298,2.26903314645524
"hsa-miR-342-3p",2.70043971814109,3.29425313644451,2.58255600301406,3.54843662469604
"hsa-miR-188-5p",3.53605290024021,3.76553474636298,2.03210084316702,1.92219784839637
"hsa-miR-494",2.85996954822103,3.96347412397489,2.24792751344359,2.27500704749987
"hsa-miR-429",2.93168305705981,2.05658352836637,4.02680005934372,2.07724299893246
"hsa-miR-886-3p_v15.0",2.33913738491959,2.26603689399532,4.17791779219584,1.89917563048051
"hsa-miR-760",2.50080205305716,3.98185265328974,2.01792190799726,1.89141918684608
"hsa-miR-125b-2*",1.92219784839637,4.11270013274936,2.01792190799726,1.89141918684608
"hsa-miR-590-5p",2.15380533607904,2.24792751344359,3.01970191444255,3.52356195605701
"hsa-miR-93*",1.90689059560852,2.03913839390696,2.01792190799726,4.07895134139482
"hsa-miR-324-3p",3.00898878322725,2.66220549965362,2.95791459863299,2.6959938131099
"hsa-miR-9*",1.96347412397489,3.11103131238874,2.02502879449152,3.56071495447448
"hsa-miR-26a",2.55336050333533,2.05311133645956,3.15704371014558,3.22804904788446
"hsa-miR-574-5p",2.85798099512757,2.55826763405574,3.1407786557828,2.61588707391606
"hsa-miR-455-3p",2.31614574229336,2.11769504266975,3.54843662469604,2.66220549965362
"hsa-miR-493*",1.90689059560852,3.98185265328974,2.01792190799726,1.89141918684608
"hsa-miR-10b*",1.90689059560852,2.08746284125034,2.03562390973072,3.90689059560852
"hsa-miR-1261",1.90689059560852,2.03913839390696,3.93545974780529,1.89141918684608
"hsa-miR-101",2.1407786557828,2.20789285164133,3.27798474729977,2.94110631094643
"hsa-miR-765",3.27500704749987,3.16027483140859,2.01792190799726,1.90303827011291
"hsa-miR-30e",2.65992455840238,2.24184018356467,3.07724299893246,2.7158933705476
"hsa-miR-224",2.80322703643493,2.03913839390696,3.48542682717024,1.89141918684608
"hsa-miR-1225-3p",2.03562390973072,2.14730669878029,3.70043971814109,2.07724299893246
"hsa-miR-28-5p",2.70929063572336,2.1407786557828,2.98002530023873,2.61353165291793
"hsa-miR-1299",3.04264433740849,3.13093086982645,2.05311133645956,1.89141918684608
"hsa-miR-885-5p",1.90689059560852,2.03913839390696,2.04614178164472,3.60880924267552
"hsa-miR-374a",1.99276843076892,2.114367024952,2.67129337248158,3.22187708107703
"hsa-miR-185",2.48284828306847,2.08406426478847,3.01613970265525,2.60407132366886
"hsa-miR-99b",2.28688114778816,2.14730669878029,2.75488750216347,2.90496571868403
"hsa-miR-135b",2.17951105027151,2.05658352836637,3.25398926623079,2.3305584000308
"hsa-miR-149",2.52105073690096,2.13093086982645,3.11103131238874,2.114367024952
"hsa-miR-99a",1.91073266190291,2.30158764660319,2.02502879449152,3.34908214639109
"hsa-miR-584",2.52606881166759,2.51349074558812,2.57046293102604,2.46205231879643
"hsa-miR-9",1.90689059560852,2.09423606984577,2.02147972741045,3.40463068421761
"hsa-miR-320a",2.52857131887076,2.77399632511117,2.36737106564853,2.27798474729977
"hsa-miR-598",1.90689059560852,3.4594316186373,2.01792190799726,1.89141918684608
"hsa-miR-124*",1.90689059560852,2.03913839390696,3.42223300068305,1.89141918684608
"hsa-miR-181b",2.63226821549951,2.17632277264046,2.77610398807316,2.22032995487956
"hsa-miR-21*",1.91073266190291,2.07724299893246,2.62760683812965,2.99819550315325
"hsa-miR-302c",1.90689059560852,3.40190347160796,2.01792190799726,1.89141918684608
"hsa-miR-1280",2.09761079662642,2.64846544302731,2.6667565918848,2.35895882583233
"hsa-miR-769-5p",1.92219784839637,2.04264433740849,2.16349873228288,3.25550073314839
"hsa-miR-301b",2.57046293102604,2.29278174922785,2.50080205305716,2.43295940727611
"hsa-miR-1234",2.25096157353322,2.78031009904338,2.47248777146274,2.23572705983806
"hsa-miR-378",2.09423606984577,2.58736499093646,2.26002565596146,2.74846123300404
"hsa-miR-140-5p",2.16671544496642,2.13093086982645,2.64154602908752,2.68706068833989
"hsa-miR-551b",1.91456452349394,2.46205231879643,2.01792190799726,3.03738222200308
"hsa-miR-451",2.59931779369823,2.93357263826102,2.01792190799726,1.91456452349394
"hsa-miR-518a-5p",1.90689059560852,3.32048467801769,2.01792190799726,1.89141918684608
"hsa-miR-30e*",2.41413553298445,2.05311133645956,2.9297909977186,2.13422093976063
