"","GSM2551959","GSM2551960","GSM2551961","GSM2551962","GSM2551963","GSM2551964","GSM2551965","GSM2551966","GSM2551967","GSM2551968","GSM2551969","GSM2551970","GSM2551971","GSM2551972","GSM2551973","GSM2551974","GSM2551975","GSM2551976","GSM2551977","GSM2551978","GSM2551979","GSM2551980","GSM2551981","GSM2551982"
"hsa-miR-101-3p",4.44824022521607,4.07638806851284,3.64270157183323,3.76977173924945,3.37295209791183,3.08406426478847,3.70154905694307,2.60169651648096,4.43962313755712,4.35755200461808,3.69932952567316,4.41345868800798,4.02236781302845,3.33342373372519,3.90977310414164,4.16992500144231,3.93451650158608,3.67581593117227,3.97177344719337,3.32624970083746,3.52857131887076,2.46988597627446,4.11186596386756,3.35191096110308
"hsa-miR-103a-3p",3.28835856219366,3.25398926623079,3.16188768237689,2.87184364850932,2.63226821549951,3.08406426478847,3.1243281350022,2.60169651648096,3.28095631383106,3.10097764772482,3.32048467801769,3.4154882710497,3.10768786931437,2.01077983875324,3.32481060342048,3.40053792958373,2.92599941855622,2.89336221076387,3.1554254317472,3.03913839390696,3.41413553298445,1.89917563048051,3.34482849699744,2.48800077083407
"hsa-miR-105-5p",4.37364821133469,3.96809075204526,4.00180224263399,3.1906148602095,3.75274859140713,3.49697358099828,3.70154905694307,3.94204525991605,4.51032901949057,4.01524777369894,3.99909803370561,4.04176864995163,4.11603199344711,2.81762325751143,3.46205231879643,4.40531168259745,3.82680268428583,3.54966917072649,3.86393845042397,4.55887985347544,3.15380533607904,3.68032435684402,3.34482849699744,4.09761079662642
"hsa-miR-106a-5p+hsa-miR-17-5p",5.68453824857773,5.67355642399014,5.37989816352469,5.4995270242151,5.69932952567316,4.99367436175059,5.21062264439691,5.40701277351601,6.05267672430358,6.54024430213427,6.18863829456139,5.37920505996061,4.81915722367497,4.59693514238723,5.17232749165762,5.12928301694497,4.59036248846375,4.55397480823747,5.02812708231714,4.66562016406638,4.62702310555406,5.0360636887437,6.75341734172778,5.10391721075207
"hsa-miR-106b-5p",5.58916423669977,4.97773784924282,5.11144869848767,5.17831627170145,5.14241343787374,4.49249415167943,5.538227739736,5.01301553583926,5.79389588254888,5.72764822226861,5.49089097889429,4.5385381636298,4.64154602908752,5.05658352836637,4.80992886572143,4.89190518821193,4.37781785308364,3.41142624572647,5.02812708231714,4.25247621413522,4.52105073690096,4.26153081524341,5.23457795978457,4.51601514700366
"hsa-miR-107",4.98595575460751,4.35966172233388,5.11144869848767,4.76500424625004,4.86195536414487,4.66220549965362,4.59454854955035,4.89481776330794,5.47864829453918,5.36036427654347,4.95326523901484,5.41244282477561,4.28688114778816,4.47118746038699,4.39506279951758,4.4757334309664,4.37781785308364,4.09254574154357,4.41481206056585,4.25247621413522,4.72628628972067,4.51159454153741,4.77978500530113,5.00405188450708
"hsa-miR-10a-5p",6.26002565596146,6.30597052098439,5.99390075563742,6.26397335480341,6.46532151358055,6.4281088831793,6.08576455377831,6.44708322620965,6.35102755219611,6.20124177119825,6.50668444773076,6.21916852046216,5.61235249875266,5.5668151540109,6.04701481951759,6.25606712524133,6.15724586737157,5.90448409790142,6.26096656451949,6.29719141656586,6.11914863981125,5.81864608282254,6.27332938656167,6.2228431931073
"hsa-miR-10b-5p",4.03121873061072,3.4276061727819,4.07895134139482,3.56559717585422,3.95977015521147,3.90977310414164,2.97452931248388,3.86096279785812,4.20398416585599,4.27872821293894,3.16832111573972,3.86195536414487,2.68929916053589,3.33342373372519,3.46205231879643,3.78135971352466,3.12101540096137,3.08746284125034,3.86393845042397,3.45022149589718,3.15380533607904,3.33485426933163,3.72465027173297,4.09761079662642
"hsa-miR-1178",3.93073733756289,3.7235585614721,4.47248777146274,2.87184364850932,3.85996954822103,3.611172380044,3.88068552526112,4.22958792274065,4.762880292917,4.35755200461808,4.39094277280254,4.47767732756531,3.69821847822441,3.33342373372519,4.32409051603798,4.16992500144231,2.43295940727611,3.41142624572647,2.95977015521147,4.44360665147561,3.41413553298445,3.4594316186373,3.72465027173297,4.19140472885276
"hsa-miR-1179",4.6507645591169,4.35966172233388,4.07895134139482,3.67129337248158,4.1407786557828,4.23035674505615,3.70154905694307,3.77399632511117,4.57773093149008,4.63401235640212,4.0866139474095,4.1243281350022,4.50969584193339,4.53543091487128,3.90977310414164,3.78135971352466,3.44625622988956,3.2585189247113,4.07210580048042,4.50271248596606,4.2149019101607,4.39163026151743,3.60880924267552,3.50589092972996
"hsa-miR-1180",3.11603199344711,3.25398926623079,2.84398384404833,2.68257329734758,3.37295209791183,2.72465027173297,2.97452931248388,2.9560566524124,3.92314918047231,4.10852445677817,4.16912328147676,3.54101915313356,2.42223300068305,2.59454854955035,3.58736499093646,3.88849973551412,2.43295940727611,3.41142624572647,3.48155728070859,3.76977173924945,2.43028527297778,3.57410150808939,3.34482849699744,3.77294133783134
"hsa-miR-1181",3.70708299177171,4.5216789516032,3.53605290024021,3.32624970083746,3.51096191927738,2.72465027173297,3.70154905694307,3.77399632511117,4.43962313755712,4.01524777369894,4.5837597536395,4.27649666564036,4.64154602908752,3.59693514238723,4.32409051603798,3.5385381636298,3.29278174922785,3.99909803370561,3.48155728070859,4.10852445677817,3.82476785314329,3.87085786436376,3.83086375675176,4.09761079662642
"hsa-miR-1182",3.44228003525258,3.7235585614721,3.01256867350306,3.32624970083746,3.22032995487956,2.50589092972996,2.8094144442359,3.36457243229586,3.92314918047231,4.10852445677817,2.99819550315325,3.76234881564413,3.10768786931437,3.81864608282254,3.46205231879643,3.66562016406638,3.12101540096137,2.6667565918848,2.95977015521147,3.56437816856506,3.00539998774259,3.04788732939655,3.83086375675176,3.77294133783134
"hsa-miR-1183",5.55581615506164,5.32409051603798,5.63197732023875,5.37955165336549,5.44757919654888,4.66220549965362,5.21062264439691,5.15663931069209,5.9546616208379,6.15805421312231,5.55336050333533,6.23783136909528,5.11935617703968,5.9429835981871,5.58766502110098,5.47767732756531,4.77557736093065,4.8499992594661,4.33628338786443,4.66562016406638,4.34482849699744,4.77399632511117,5.41751500288509,5.24222139509837
"hsa-miR-1184",3.28835856219366,3.7235585614721,2.65535182861255,3.45022149589718,3.0496307677246,2.72465027173297,3.70154905694307,3.5837597536395,3.92314918047231,3.56437816856506,3.80632405739003,3.12763327972587,3.81455042346181,3.71149490665009,3.46205231879643,3.24792751344359,3.29278174922785,3.2585189247113,3.97177344719337,2.46205231879643,3.52857131887076,2.87970576628229,3.0232553523003,3.17951105027151
"hsa-miR-1185-5p",4.82832692641482,5.60288440871842,3.92029330021101,4.31903981556254,4.37573453858316,3.611172380044,5.03298241669943,4.52293456094346,4.87430516598223,5.06608919045777,4.3212065669699,4.76075320806299,4.11603199344711,4.18189764310839,4.58736499093646,4.08236196955747,4.45220004940622,4.26303440583379,4.33628338786443,4.44360665147561,3.99367436175058,3.68032435684402,4.54843662469604,4.51601514700366
"hsa-miR-1193",4.44824022521607,3.96809075204526,4.3533232911629,4.66562016406638,4.37573453858316,4.76500424625004,4.54287709935414,4.57470704641555,5.36876834909033,4.43162295971329,4.90592847817314,4.76075320806299,4.57712666130705,4.26002565596146,4.75755668893945,4.99140846676479,4.77557736093065,4.41616416473313,4.75381844317354,4.55887985347544,4.81915722367497,4.26153081524341,4.34624777408278,4.51601514700366
"hsa-miR-1197",4.44824022521607,4.27127625917593,3.74092756031863,4.10852445677817,3.95977015521147,3.81659970653491,3.60288440871842,4.29278174922785,4.11603199344711,4.56985560833095,4.45811948117451,4.34624777408278,3.10768786931437,4.09929520433777,4.17232749165762,3.88849973551412,3.29278174922785,4.18030701996943,4.41481206056585,4.10852445677817,3.99367436175058,3.68032435684402,4.41683974191283,4.36246988875021
"hsa-miR-1200",4.98595575460751,5.08576455377831,4.41413553298445,4.31903981556254,4.22342254993494,3.99638874644762,4.43229133824778,4.16269343221124,4.81966818349646,4.56985560833095,4.64270157183323,4.27649666564036,3.57167680997093,3.81864608282254,4.17232749165762,4.4757334309664,4.12845838414693,3.67581593117227,4.56010351346474,4.25247621413522,3.91169158187234,3.77820857639809,3.83086375675176,4.36246988875021
"hsa-miR-1202",6.08470210801199,5.27947129564447,5.86863738417031,5.78607355157855,5.81044310384517,5.76314595814948,5.66562016406638,5.49089097889429,5.7062542535732,5.6979405826171,5.97613447283165,5.65334669272218,4.92647391125607,5.36981542428391,5.46205231879643,5.51159454153741,5.5933537709803,4.8499992594661,5.12474169241965,5.14200491598488,5.27686882997646,4.99548451887751,5.51696065989882,5.69097573834328
"hsa-miR-1203",3.58014548442338,4.17712050284652,3.83289001416474,3.45022149589718,3.63691458035588,3.37155886261196,3.96162332828694,3.86096279785812,3.69932952567316,3.56437816856506,3.69932952567316,3.54101915313356,3.57167680997093,3.71149490665009,4.32409051603798,3.24792751344359,3.58496250072116,2.40053792958373,4.07210580048042,3.76977173924945,3.52857131887076,3.68032435684402,3.48284828306847,3.35191096110308
"hsa-miR-1204",4.44824022521607,4.35966172233388,4.28909670241999,3.94953493301701,4.37573453858316,4.36737106564853,3.70154905694307,4.01970191444255,3.92314918047231,4.10852445677817,4.39094277280254,4.04176864995163,4.20398416585599,4.18189764310839,3.8094144442359,3.66562016406638,3.58496250072116,3.79181407116183,4.16510798514454,3.32624970083746,3.41413553298445,3.87085786436376,3.93073733756289,3.17951105027151
"hsa-miR-1205",5.29902480738432,4.66732447027863,4.68594014844598,4.10852445677817,4.51349074558812,4.36737106564853,4.37364821133469,4.62527048937469,4.64212391615349,4.63401235640212,5.32084566764572,4.95326523901484,4.57712666130705,4.96624587322494,4.64616265715789,4.54287709935414,4.45220004940622,4.4867143730307,4.41481206056585,4.61294219630467,4.34482849699744,4.11769504266975,4.19455988602261,4.78031009904338
"hsa-miR-1206",4.44824022521607,4.92076967302065,4.52919626799939,4.38266725274504,4.51349074558812,4.55151601762801,4.11270013274936,4.35402893805439,4.36527259976453,4.63401235640212,4.69932952567316,3.95512678126137,4.57712666130705,4.09929520433777,4.95698592461258,4.99140846676479,4.52293456094346,3.79181407116183,4.62760683812965,4.90159099190337,4.52105073690096,4.19140472885276,4.60940039000643,4.51601514700366
"hsa-miR-1207-3p",3.70708299177171,3.5837597536395,2.65535182861255,2.87184364850932,2.85598969730848,3.23572705983806,2.8094144442359,2.9560566524124,4.28688114778816,3.6915341649192,3.80632405739003,3.54101915313356,2.42223300068305,3.01077983875324,3.8094144442359,3.66562016406638,3.12101540096137,3.08746284125034,3.32768736417605,3.67129337248158,3.41413553298445,3.4594316186373,3.60880924267552,3.77294133783134
"hsa-miR-1208",3.82273014794452,3.4276061727819,3.42223300068305,3.67129337248158,3.37295209791183,3.08406426478847,2.8094144442359,3.5837597536395,3.57288966842058,3.6915341649192,3.69932952567316,4.20241772157518,3.10768786931437,3.1811025507538,2.58736499093646,3.40053792958373,3.44625622988956,3.54966917072649,2.46466826700344,3.03913839390696,3.52857131887076,2.68929916053589,3.83086375675176,3.50589092972996
"hsa-miR-122-5p",5.62146583446014,4.73498052343589,4.47248777146274,4.81198471935167,4.30158764660319,4.07895134139482,4.87332106291482,4.76606505147495,3.81557542886257,4.56985560833095,4.64270157183323,4.47767732756531,4.92647391125607,4.01167453338092,4.80992886572143,4.4757334309664,4.45220004940622,4.4867143730307,4.48928602262588,3.86195536414487,4.52105073690096,5.61970645004589,5.80658184262093,5.00405188450708
"hsa-miR-1224-3p",3.70708299177171,3.5837597536395,3.83289001416474,4.18269229751619,3.95977015521147,3.611172380044,3.70154905694307,3.68257329734758,4.64212391615349,3.6915341649192,4.39094277280254,4.76075320806299,3.92219784839637,4.26002565596146,4.17232749165762,3.78135971352466,3.29278174922785,3.79181407116183,4.07210580048042,3.67129337248158,3.63459326844576,3.33485426933163,4.77978500530113,3.99729240763651
"hsa-miR-1224-5p",4.58616424593091,4.07638806851284,4.22265002245148,3.76977173924945,4.51349074558812,4.23035674505615,4.18269229751619,4.29278174922785,3.10936055940423,4.69543711040537,4.90592847817314,3.95512678126137,4.36457243229586,4.40394936423287,3.58736499093646,3.5385381636298,4.45220004940622,4.8499992594661,3.62058641045188,4.44360665147561,3.63459326844576,4.45285896471381,3.72465027173297,3.99729240763651
"hsa-miR-1225-3p",4.6507645591169,4.66732447027863,4.52919626799939,4.18269229751619,3.75274859140713,4.15704371014558,4.18269229751619,4.09339115325301,4.20398416585599,3.8073549220576,4.90592847817314,4.1243281350022,4.28688114778816,2.81762325751143,3.90977310414164,3.66562016406638,3.82680268428583,3.08746284125034,3.62058641045188,3.67129337248158,3.15380533607904,4.32840565895857,3.83086375675176,4.09761079662642
"hsa-miR-1225-5p",5.21606678308703,4.79960542245267,4.63575439127776,4.85748342828667,4.86195536414487,4.86096279785812,5.14241343787374,4.57470704641555,5.07424852334703,5.24145887127465,5.04308198189566,4.81147103052984,4.50969584193339,5.05658352836637,5.17232749165762,5.44294349584873,4.03474394932473,4.55397480823747,4.69209237542757,4.50271248596606,4.62702310555406,4.62234472272424,4.77978500530113,4.71863561627134
"hsa-miR-1226-3p",5.83061027435791,6.43362716708478,5.60614607806572,5.76208300356767,5.51475349843975,5.71259578044703,5.59066189596526,5.76208300356767,5.90303827011291,5.43462822763672,5.61353165291793,5.41244282477561,5.36806987653208,5.89506021268939,5.83541884047548,5.70043971814109,5.5933537709803,5.2253520607761,5.59842476052772,5.58345891013077,5.54442356218942,5.38887833881199,5.41751500288509,5.28540221886225
"hsa-miR-1227",3.44228003525258,4.07638806851284,3.92029330021101,2.87184364850932,4.37573453858316,3.99638874644762,2.97452931248388,2.790772037862,3.92314918047231,4.27872821293894,3.69932952567316,4.27649666564036,2.42223300068305,3.47118746038699,3.70265754339091,3.88849973551412,3.29278174922785,3.2585189247113,2.95977015521147,3.94953493301701,2.83794324189103,3.57410150808939,3.83086375675176,4.09761079662642
"hsa-miR-1228-3p",4.98595575460751,4.27127625917593,3.74092756031863,4.10852445677817,4.69821847822441,3.71808758396052,4.03913839390696,3.5837597536395,4.43962313755712,4.69543711040537,4.95326523901484,4.34624777408278,4.36457243229586,4.18189764310839,3.70265754339091,3.66562016406638,3.58496250072116,3.79181407116183,4.16510798514454,4.50271248596606,3.82476785314329,2.46988597627446,4.27202318906105,4.36246988875021
"hsa-miR-1229",3.44228003525258,3.25398926623079,3.74092756031863,2.87184364850932,3.85996954822103,3.23572705983806,2.8094144442359,3.24184018356467,4.11603199344711,3.91456452349394,3.32048467801769,3.86195536414487,1.66902676550963,3.59693514238723,3.17152710603881,3.40053792958373,2.70043971814109,3.54966917072649,4.33628338786443,4.10852445677817,2.83794324189103,4.04001567884788,3.93073733756289,3.77294133783134
"hsa-miR-1231",3.58014548442338,3.96809075204526,3.16188768237689,3.45022149589718,2.63226821549951,3.08406426478847,3.88068552526112,3.77399632511117,4.81966818349646,4.10852445677817,4.75381844317354,4.34624777408278,3.81455042346181,3.71149490665009,3.70265754339091,3.88849973551412,3.29278174922785,3.08746284125034,4.07210580048042,4.10852445677817,3.52857131887076,4.19140472885276,4.11186596386756,4.44161626940656
"hsa-miR-1233",5.03518399661834,5.4093909361377,4.41413553298445,4.50271248596606,4.1407786557828,3.90977310414164,4.99503219247754,4.62527048937469,5.36876834909033,5.19967234483636,4.0866139474095,4.99774402605963,4.87381319835909,4.47118746038699,4.17232749165762,4.25247621413522,3.58496250072116,4.26303440583379,5.07724299893246,4.18189764310839,4.57531233068744,4.674686619928,4.11186596386756,4.09761079662642
"hsa-miR-1234",5.03518399661834,4.86145916636151,4.78188423454149,5.31578357458946,4.9126498648972,5.03562390973072,5.10685079645022,5.15663931069209,4.762880292917,4.27872821293894,4.75381844317354,4.86046625851717,4.28688114778816,4.91886323727459,4.90929308582382,4.3305584000308,4.99050111136325,5.30560578958543,4.97727992349992,4.71589337054761,4.98823022306046,4.86641348112345,4.93168305705981,4.89675621847481
"hsa-miR-1236",3.44228003525258,3.4276061727819,3.42223300068305,3.56559717585422,3.37295209791183,3.611172380044,2.97452931248388,3.94204525991605,4.28688114778816,4.35755200461808,4.0866139474095,3.6564963705535,3.27947129564447,4.26002565596146,3.8094144442359,3.78135971352466,2.70043971814109,3.2585189247113,3.48155728070859,3.86195536414487,3.28983446517751,3.4594316186373,3.72465027173297,3.35191096110308
"hsa-miR-1237",4.1243281350022,3.5837597536395,3.64270157183323,3.76977173924945,4.05311133645956,2.72465027173297,3.38404980679516,3.86096279785812,3.92314918047231,3.56437816856506,4.0866139474095,2.95791459863299,3.27947129564447,2.81762325751143,3.58736499093646,3.07724299893246,2.92599941855622,3.2585189247113,3.48155728070859,4.25247621413522,2.83794324189103,3.68032435684402,4.34624777408278,2.75702324650746
"hsa-miR-1238",5.5216789516032,5.56620629346551,5.49761236561836,5.37955165336549,5.54720302475693,5.07638806851284,5.61588707391606,5.0866139474095,5.82196526586905,5.28206907519813,5.08618931310448,5.20124177119825,5.11935617703968,5.5668151540109,5.42894634476948,5.75808993420181,5.13298804262744,5.05006629830629,5.38093719492782,5.41040894985104,5.13955135239879,5.15137177625395,5.57984388621158,4.89675621847481
"hsa-miR-124-3p",4.37364821133469,3.96809075204526,4.58315800387441,4.10852445677817,4.57773093149008,4.23035674505615,4.48864353985378,4.52293456094346,4.64212391615349,4.50207595604579,4.52230689287139,4.65420637794429,4.64154602908752,4.33413917883824,4.39506279951758,4.25247621413522,3.44625622988956,4.55397480823747,4.16510798514454,4.50271248596606,4.14486214291573,3.4594316186373,4.60940039000643,4.51601514700366
"hsa-miR-1243",3.70708299177171,4.07638806851284,3.53605290024021,3.76977173924945,3.75274859140713,3.611172380044,3.60288440871842,3.86096279785812,3.81557542886257,4.01524777369894,4.95326523901484,4.5385381636298,2.9126498648972,3.81864608282254,4.00270252037982,3.66562016406638,3.58496250072116,3.99909803370561,4.16510798514454,3.67129337248158,3.63459326844576,3.87085786436376,3.83086375675176,4.71863561627134
"hsa-miR-1244",5.5216789516032,5.13668357769724,5.89020346667564,5.4995270242151,5.00898878322726,5.22804904788446,5.4276061727819,5.19021976366016,5.36876834909033,5.75702324650746,6.02125762056052,5.9525665409428,5.20711196120771,5.01212167271222,5.25058266478754,4.99140846676479,4.21645486514476,3.99909803370561,4.69209237542757,4.31903981556254,4.34482849699744,4.26153081524341,4.93168305705981,5.28540221886225
"hsa-miR-1245a",3.28835856219366,3.85099939471647,1.86789646399265,2.68257329734758,3.22032995487956,1.9297909977186,3.60288440871842,3.24184018356467,3.43429461795993,3.6915341649192,3.99909803370561,3.27798474729977,2.68929916053589,3.1811025507538,3.58736499093646,2.88166461932035,2.43295940727611,2.6667565918848,3.32768736417605,2.68257329734758,3.00539998774259,2.87970576628229,3.19219416528334,3.64500988439109
"hsa-miR-1245b-3p",4.6507645591169,4.92076967302065,4.58315800387441,4.50271248596606,4.69821847822441,4.43162295971329,4.59454854955035,4.85299758761332,4.762880292917,4.81147103052984,4.52230689287139,4.86046625851717,4.20398416585599,4.33413917883824,4.64616265715789,4.16992500144231,4.12845838414693,4.41616416473313,4.75381844317354,4.38266725274504,4.94766615679601,4.56803210477128,3.83086375675176,3.77294133783134
"hsa-miR-1245b-5p",6.30067286942404,5.67355642399014,5.57984388621158,5.52825874275841,5.44757919654888,5.15421053058834,5.7599547420113,5.43562859405209,5.876516946565,5.36036427654347,5.49089097889429,5.41244282477561,5.07339181605292,5.71287086768991,5.4944156103975,5.67072705449947,5.5933537709803,5.14036967065153,5.4937754084607,5.4995270242151,5.24374523473398,5.50874555424447,5.06953032516231,4.89675621847481
"hsa-miR-1246",1.0703893278914,1.15055967657538,0.910732661902913,0.925999418556223,1.02856915219677,0.956056652412403,0.895302621333307,0.887525270741587,1.06350294230616,1.05658352836637,1,0.978195629681652,1.06350294230616,1.0071955014042,1,1.04264433740849,1.0703893278914,1.0496307677246,1.09085343045111,0.925999418556223,0.910732661902913,0.933572638261024,1.01435529297707,1.10433665981474
"hsa-miR-1247-5p",3.93073733756289,2.82781902461732,2.84398384404833,2.46205231879643,3.37295209791183,2.91647664443772,2.97452931248388,2.790772037862,3.28095631383106,3.27351588970212,3.45811948117451,3.27798474729977,2.9126498648972,2.81762325751143,3.00180224263399,2.88166461932035,2.92599941855622,2.40053792958373,1.09085343045111,2.68257329734758,3.28983446517751,1.89917563048051,3.60880924267552,1.10433665981474
"hsa-miR-1248",4.88264304936184,5.23342794374847,4.22265002245148,4.50271248596606,4.57773093149008,3.99638874644762,4.95559179175399,3.94204525991605,5.07424852334703,4.27872821293894,4.90592847817314,4.86046625851717,4.50969584193339,4.40394936423287,4.00270252037982,4.60703434594862,4.37781785308364,4.55397480823747,4.69209237542757,4.55887985347544,3.41413553298445,3.77820857639809,3.93073733756289,4.58676474335514
"hsa-miR-1249",4.98595575460751,5.13668357769724,4.82731094394967,4.71589337054761,4.9126498648972,4.36737106564853,4.6450098843911,4.41210404467757,5.02680005934372,5.24145887127465,4.75381844317354,4.95326523901484,4.57712666130705,5.33413917883824,4.52606881166759,5.03869955130559,4.65477921695952,4.4867143730307,4.97727992349992,4.94438996227009,4.67750824226472,4.72519581722666,4.83238371654913,4.44161626940656
"hsa-miR-1250",3.11603199344711,3.96809075204526,3.01256867350306,3.1906148602095,3.0496307677246,3.611172380044,3.79389588254888,3.77399632511117,4.28688114778816,3.91456452349394,2.8073549220576,3.86195536414487,2.09423606984577,4.09929520433777,3.70265754339091,4.16992500144231,3.29278174922785,2.40053792958373,3.74738739965272,3.56437816856506,2.83794324189103,3.68032435684402,4.11186596386756,2.15380533607904
"hsa-miR-1251",5.37712374912949,5.08576455377831,4.28909670241999,3.86195536414487,4.75488750216347,4.07895134139482,5.03298241669943,4.76606505147495,5.07424852334703,4.35755200461808,4.99909803370561,4.41345868800798,4.43895814789755,3.71149490665009,3.90977310414164,4.16992500144231,3.93451650158608,4.09254574154357,4.48928602262588,3.86195536414487,3.99367436175058,3.95791459863299,4.27202318906105,3.99729240763651
"hsa-miR-1252",6.03738222200308,5.83668159332712,5.70708299177171,5.68818035858693,5.93828579188405,5.78790255939143,5.84849775538515,5.6450098843911,6.14445431392619,6.22226360352835,5.90568784852686,6.21916852046216,5.44228003525258,5.68481873755322,5.70293453197598,5.89336221076387,5.56010351346474,5.8250223640447,5.72683121703249,6.13996056954546,5.54442356218942,5.72273923629671,5.61028665708102,5.59126052462153
"hsa-miR-1253",1.0703893278914,1.15055967657538,0.910732661902913,0.925999418556223,1.02856915219677,0.956056652412403,0.895302621333307,0.887525270741587,1.06350294230616,1.05658352836637,1,0.978195629681652,1.06350294230616,1.0071955014042,1,1.04264433740849,1.0703893278914,1.0496307677246,1.09085343045111,0.925999418556223,0.910732661902913,0.933572638261024,1.01435529297707,1.10433665981474
"hsa-miR-1254",3.28835856219366,2.22032995487956,3.42223300068305,2.20476675065461,3.85996954822103,2.50589092972996,2.4032677223393,3.36457243229586,3.43429461795993,3.27351588970212,4.24716800037477,4.27649666564036,3.57167680997093,3.59693514238723,3.00180224263399,3.40053792958373,3.44625622988956,3.41142624572647,3.74738739965272,2.68257329734758,2.17312743348066,3.04788732939655,4.19455988602261,2.48800077083407
"hsa-miR-1255a",3.82273014794452,4.66732447027863,3.74092756031863,3.1906148602095,3.85996954822103,3.611172380044,4.37364821133469,3.24184018356467,4.70376517879341,4.86591881455221,4.64270157183323,3.12763327972587,3.27947129564447,3.81864608282254,4.00270252037982,3.40053792958373,3.93451650158608,3.89917563048051,4.62760683812965,4.44360665147561,4.14486214291573,4.45285896471381,4.72519581722666,4.44161626940656
