"","GSM3678191","GSM3678192","GSM3678193","GSM3678194","GSM3678195","GSM3678196","GSM3678197","GSM3678198","GSM3678199","GSM3678200","GSM3678201","GSM3678202","GSM3678203","GSM3678204","GSM3678205","GSM3678206","GSM3678207","GSM3678208","GSM3678209","GSM3678210","GSM3678211","GSM3678212","GSM3678213","GSM3678214","GSM3678215","GSM3678216","GSM3678217","GSM3678218","GSM3678219","GSM3678220"
"hsa-miR-649",3.8073549220576,2,2,2.58496250072116,5.39231742277876,9.868822554775,4.08746284125034,3.32192809488736,2,3.4594316186373,2.58496250072116,2,4.32192809488736,10.9329528921947,3,1.58496250072116,5.93073733756289,3.70043971814109,6.49185309632967,6.4093909361377,3,1,1.58496250072116,1,2.32192809488736,1.58496250072116,2.58496250072116,3.58496250072116,5.16992500144231,1
"hsa-miR-650",4.16992500144231,4.4594316186373,4.08746284125034,4.08746284125034,4.24792751344359,4.39231742277876,3.90689059560852,3.58496250072116,3,4.08746284125034,3.70043971814109,4.08746284125034,3.8073549220576,4.70043971814109,3.32192809488736,3.16992500144231,3.90689059560852,3.16992500144231,4.39231742277876,3.58496250072116,4.24792751344359,4.08746284125034,4.08746284125034,4,4.39231742277876,4,3.70043971814109,3.58496250072116,4.4594316186373,4.24792751344359
"hsa-miR-651-5p",6.62935662007961,4.90689059560852,1.58496250072116,3.58496250072116,4,3.32192809488736,5.88264304936184,2.58496250072116,3.58496250072116,3.90689059560852,8.71424551766612,2.8073549220576,3.90689059560852,3.58496250072116,4.64385618977472,6.65821148275179,9.14465824283188,2.32192809488736,2.8073549220576,1.58496250072116,1.58496250072116,5.32192809488736,4.16992500144231,1,1,1,2.8073549220576,1,1.58496250072116,1
"hsa-miR-652-3p",2.32192809488736,5.20945336562895,2.32192809488736,5,4.58496250072116,8.04439411935845,3.32192809488736,2,9.83605035505807,2.32192809488736,9.2644426002266,3.4594316186373,4,5.58496250072116,1.58496250072116,1,2,3,3.4594316186373,2.58496250072116,1,2.32192809488736,4.64385618977472,1,6.3037807481771,6.64385618977472,6.59991284218713,1,4.52356195605701,0
"hsa-miR-548d-3p",5.75488750216347,9.09275714091985,3,5,2.8073549220576,2.32192809488736,7.99435343685886,4.32192809488736,5.64385618977472,2.32192809488736,4.64385618977472,4.85798099512757,3,4.32192809488736,4.24792751344359,3.8073549220576,3.32192809488736,1.58496250072116,5.58496250072116,2.58496250072116,3.70043971814109,1,1,1,1,1,0,1.58496250072116,1,1
"hsa-miR-661",4.85798099512757,7.11894107272351,2,2.32192809488736,5.75488750216347,8.82017896241519,5.78135971352466,5.64385618977472,1,2.8073549220576,6.37503943134692,4.32192809488736,2.32192809488736,5.35755200461808,4.64385618977472,7.05528243550119,6.70043971814109,1,5.32192809488736,8.53138146051631,1,1,1,1.58496250072116,1,1,1,1,1,1.58496250072116
"hsa-miR-662",3.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,4.16992500144231,4.32192809488736,3.8073549220576,4.52356195605701,2,6.70043971814109,5.83289001416474,5.12928301694497,6.2667865406949,2.32192809488736,5.7279204545632,1.58496250072116,2,3.58496250072116,7.05528243550119,2,2.32192809488736,6.84549005094437,1,1,2.8073549220576,1,1.58496250072116,2,2.32192809488736,3.70043971814109
"hsa-miR-663a",7.39231742277876,7.08746284125034,6.8703647195834,7.59245703726808,7.93663793900257,8.04439411935845,7.48381577726426,7.04439411935845,8.41362792902417,8.01680828768655,7.09803208296053,7.43462822763672,6.8703647195834,6.8703647195834,7.37503943134692,7.52356195605701,6.70043971814109,6.90689059560852,7.05528243550119,7.40087943628218,6.24792751344359,6.06608919045777,6.33985000288462,6.58496250072116,5.70043971814109,6.7279204545632,6.89481776330794,7.13955135239879,5.58496250072116,6.28540221886225
"hsa-miR-449b-5p",4.32192809488736,5.12928301694497,7.10852445677817,1.58496250072116,2,2,3.32192809488736,2.32192809488736,2.32192809488736,5.28540221886225,5.70043971814109,7.59245703726808,3,2.32192809488736,2,3.4594316186373,3.58496250072116,1,2.58496250072116,2.32192809488736,1,1,8.53138146051631,1,1,1,0,4.95419631038687,2.32192809488736,1
"hsa-miR-653-5p",2,6.56985560833095,2.8073549220576,2.32192809488736,3.16992500144231,5.39231742277876,5.58496250072116,1,2.8073549220576,2.32192809488736,1.58496250072116,5.16992500144231,4.24792751344359,5.20945336562895,2,1.58496250072116,5.90689059560852,2.58496250072116,6.39231742277876,9.50977500432694,1,2.32192809488736,6.24792751344359,2.58496250072116,6.44294349584873,1,2.32192809488736,1,3.32192809488736,1.58496250072116
"hsa-miR-411-5p",8.44294349584873,7.20945336562895,2.58496250072116,1.58496250072116,5.52356195605701,2.8073549220576,3,1.58496250072116,7.56224242422107,5.12928301694497,4.90689059560852,5.52356195605701,2,2.32192809488736,3.70043971814109,4.8073549220576,6.18982455888002,4.4594316186373,2,3,3.16992500144231,2.58496250072116,2.58496250072116,2.58496250072116,3.16992500144231,2.58496250072116,2.8073549220576,2,2.8073549220576,3
"hsa-miR-654-5p",3.16992500144231,2.32192809488736,4.8073549220576,2.32192809488736,2.32192809488736,6.59991284218713,2,2,1.58496250072116,6.35755200461808,2.8073549220576,4.90689059560852,2,2.32192809488736,2,2,1.58496250072116,1,2.32192809488736,1.58496250072116,2.58496250072116,2.32192809488736,2.32192809488736,2.32192809488736,2.58496250072116,2.32192809488736,2.32192809488736,2,2.58496250072116,2.32192809488736
"hsa-miR-655-3p",3.58496250072116,5.20945336562895,1.58496250072116,2,3,8.23840473932508,5.04439411935845,6.04439411935845,2,3.58496250072116,4.70043971814109,3.16992500144231,9.40726776424473,3.70043971814109,3.70043971814109,6.84549005094437,2.58496250072116,2.58496250072116,3.16992500144231,3.4594316186373,1,3.90689059560852,2.32192809488736,1,4.39231742277876,1,1.58496250072116,6.14974711950468,2.58496250072116,1.58496250072116
"hsa-miR-656-3p",2.32192809488736,2,3.4594316186373,3.32192809488736,2,4.08746284125034,8.29920801838728,1.58496250072116,4.75488750216347,3.90689059560852,6.33985000288462,2.8073549220576,3,5.04439411935845,1.58496250072116,3.58496250072116,2.58496250072116,4.16992500144231,2.32192809488736,4.52356195605701,1,1,4.39231742277876,0,5.61470984411521,2,1,7.09803208296053,4.32192809488736,1.58496250072116
"hsa-miR-549a",4.58496250072116,5.04439411935845,4.32192809488736,5.55458885167764,2,2,7.25738784269265,2.32192809488736,4.24792751344359,4.85798099512757,2.8073549220576,9.9901039638575,3,5.61470984411521,2,4.32192809488736,2.32192809488736,1.58496250072116,4.16992500144231,1.58496250072116,1,2,1,3,3.70043971814109,4,1,2.8073549220576,2,2.8073549220576
"hsa-miR-657",6.56985560833095,2,6.14974711950468,1.58496250072116,6.06608919045777,5.93073733756289,7.69348695749933,1.58496250072116,1.58496250072116,9.1006623390052,1.58496250072116,6.8703647195834,2,2.8073549220576,2,1.58496250072116,1.58496250072116,2,4,2.8073549220576,1,1,1,1.58496250072116,1,1.58496250072116,1.58496250072116,1,1,1
"hsa-miR-658",3.32192809488736,4.08746284125034,3.4594316186373,3.8073549220576,3.70043971814109,3.4594316186373,3.32192809488736,3.8073549220576,3.70043971814109,3.70043971814109,3.16992500144231,3,3.4594316186373,3.90689059560852,3.16992500144231,3.32192809488736,3.32192809488736,3.4594316186373,3.58496250072116,3.70043971814109,3.58496250072116,3.58496250072116,3.58496250072116,3.58496250072116,3.58496250072116,3.58496250072116,3.70043971814109,3.70043971814109,3.70043971814109,3.70043971814109
"hsa-miR-659-3p",5.12928301694497,2,2,2.32192809488736,5.32192809488736,3,3.4594316186373,1.58496250072116,2,3.16992500144231,7.59991284218713,8.05528243550119,2,2.8073549220576,2,2,2,2.32192809488736,4.90689059560852,1.58496250072116,1.58496250072116,2,1.58496250072116,2,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,2,1.58496250072116
"hsa-miR-660-5p",2.8073549220576,2,7.38370429247405,2.32192809488736,6.04439411935845,3.32192809488736,2,2.58496250072116,2,2.32192809488736,3,1.58496250072116,2,2.32192809488736,1.58496250072116,4,5.7279204545632,1.58496250072116,4.70043971814109,6.96578428466209,1.58496250072116,1,1,7.29462074889163,5.24792751344359,4,5.39231742277876,1,6.3037807481771,3.58496250072116
"hsa-miR-421",5.52356195605701,2.8073549220576,1.58496250072116,2,8.51175265376738,2.8073549220576,9.36632221424582,2,1.58496250072116,4.85798099512757,3.70043971814109,5.16992500144231,4,2,1.58496250072116,2.32192809488736,4.70043971814109,2,4,3.32192809488736,1,1.58496250072116,4.8073549220576,0,1,0,1,1,1,1
"hsa-miR-542-5p",4.4594316186373,4.24792751344359,8.32192809488736,2.32192809488736,5.55458885167764,4.64385618977472,2,2.58496250072116,2.32192809488736,4.08746284125034,2.32192809488736,3.16992500144231,2.32192809488736,3.32192809488736,1.58496250072116,2.58496250072116,2,3,2.58496250072116,1.58496250072116,2.32192809488736,2.32192809488736,2,3,2,2.8073549220576,2.32192809488736,2.32192809488736,2,2
"hsa-miR-363-5p",3.16992500144231,2.8073549220576,3,3.4594316186373,4.8073549220576,6.79441586635011,2.58496250072116,4,6.98868468677217,6.4594316186373,9.81378119121704,6.64385618977472,4.24792751344359,2.58496250072116,1.58496250072116,6,2,1,5,3.90689059560852,1,1,1,1,1,1,1,1,1.58496250072116,1
"hsa-miR-376a-5p",2.8073549220576,8.28540221886225,5.97727992349992,2.58496250072116,2.32192809488736,4.24792751344359,2.32192809488736,3.4594316186373,1,2.32192809488736,5.16992500144231,2.8073549220576,2.58496250072116,5.39231742277876,2.32192809488736,8.30833903013941,6.70043971814109,1,3.32192809488736,6.37503943134692,1.58496250072116,3.4594316186373,1,5.70043971814109,5.08746284125034,0,3.16992500144231,3.58496250072116,1.58496250072116,5.12928301694497
"hsa-miR-542-3p",4.70043971814109,2.32192809488736,2.58496250072116,4.70043971814109,9.20945336562895,2.8073549220576,2,2.58496250072116,4.8073549220576,4.08746284125034,1.58496250072116,2.58496250072116,3.4594316186373,5,2.8073549220576,4.39231742277876,11.9614496943982,1.58496250072116,6.4093909361377,3.4594316186373,1.58496250072116,2,1.58496250072116,4.58496250072116,1.58496250072116,1.58496250072116,2.32192809488736,4.52356195605701,1,8.70043971814109
"hsa-miR-425-5p",2.58496250072116,3.70043971814109,1.58496250072116,1,2.32192809488736,5.16992500144231,2,3.4594316186373,2.32192809488736,3.32192809488736,5.08746284125034,3.90689059560852,2.58496250072116,5.12928301694497,2,2.58496250072116,3.4594316186373,2.58496250072116,8.75488750216347,2,1,1,2.58496250072116,1,7.05528243550119,1,1,1,2,1
"hsa-miR-758-3p",2.32192809488736,5.55458885167764,4.85798099512757,2,5.04439411935845,3.16992500144231,4.16992500144231,2.32192809488736,6.4262647547021,6.32192809488736,6.68650052718322,4.52356195605701,5.04439411935845,7.05528243550119,4.90689059560852,6.71424551766612,2.32192809488736,1.58496250072116,3,4.8073549220576,1,2,9.13442632022093,1,2,4.39231742277876,5.24792751344359,0,3.4594316186373,2
"hsa-miR-671-5p",5.08746284125034,5.12928301694497,5,4.95419631038687,4.85798099512757,4.90689059560852,4.70043971814109,4.8073549220576,4.8073549220576,4.90689059560852,4.64385618977472,4.52356195605701,4.95419631038687,4.90689059560852,4.39231742277876,4.75488750216347,4.64385618977472,5.04439411935845,4.90689059560852,4.39231742277876,4.70043971814109,4.52356195605701,4.52356195605701,4.75488750216347,4.64385618977472,4.4594316186373,4.58496250072116,4.4594316186373,4.70043971814109,4.4594316186373
"hsa-miR-668-3p",5.04439411935845,2.58496250072116,6.35755200461808,2.58496250072116,9.32192809488736,4.4594316186373,2.58496250072116,2,2.58496250072116,4.39231742277876,1.58496250072116,2,2.32192809488736,4.16992500144231,2,2.32192809488736,4.24792751344359,2.58496250072116,3.90689059560852,2.58496250072116,2.32192809488736,2,2.32192809488736,2.58496250072116,2,2.58496250072116,2.58496250072116,2.58496250072116,2,1.58496250072116
"hsa-miR-767-5p",6.08746284125034,3.16992500144231,3.70043971814109,1.58496250072116,7.38370429247405,9.04165915163721,3.32192809488736,2.32192809488736,2,3.4594316186373,1.58496250072116,2.32192809488736,2.58496250072116,2.8073549220576,2.32192809488736,1.58496250072116,2.32192809488736,7.84549005094437,2.58496250072116,8.2240016741981,1.58496250072116,1.58496250072116,4.52356195605701,0,3.16992500144231,1,2.32192809488736,2.8073549220576,2.32192809488736,1
"hsa-miR-767-3p",2.32192809488736,2,6.85798099512757,3.4594316186373,2,3.32192809488736,3.58496250072116,5.12928301694497,3.4594316186373,4.52356195605701,2.32192809488736,2,4.39231742277876,7.68650052718322,4.85798099512757,1.58496250072116,5.24792751344359,1.58496250072116,2.32192809488736,6.59991284218713,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,2,1.58496250072116,1.58496250072116,1,1.58496250072116,1
"hsa-miR-454-5p",4.08746284125034,1.58496250072116,3.16992500144231,4.64385618977472,4.32192809488736,9.90538700501813,2.58496250072116,7.85798099512757,4.90689059560852,8.55074678538324,5.58496250072116,5.7279204545632,8.2667865406949,2.32192809488736,8.55074678538324,3.8073549220576,1.58496250072116,4.16992500144231,4.24792751344359,7.64385618977472,2,1,3.70043971814109,3.58496250072116,1,1,5.7279204545632,1,1.58496250072116,4.70043971814109
"hsa-miR-454-3p",8.24317398347295,2.58496250072116,8.89178370321831,2,3,3.58496250072116,2,9.66533591718518,3.16992500144231,3.4594316186373,2.58496250072116,5,6.20945336562895,3.32192809488736,4.95419631038687,2.58496250072116,1.58496250072116,2.32192809488736,2.32192809488736,4.95419631038687,1.58496250072116,1,1,5.12928301694497,2,1.58496250072116,6.12928301694497,1,8.37937836707126,1.58496250072116
"hsa-miR-769-5p",3.58496250072116,2.58496250072116,2.32192809488736,4.16992500144231,8.05528243550119,3.8073549220576,2.58496250072116,3.58496250072116,6.4093909361377,4.8073549220576,9.63117705570398,7.90086680798075,8.2667865406949,5.20945336562895,2.8073549220576,5.24792751344359,4.16992500144231,2.58496250072116,3,2,3.4594316186373,2,1,0,7.4757334309664,4,7.467605550083,2.32192809488736,1,1
"hsa-miR-769-3p",2.8073549220576,3.32192809488736,2,3.16992500144231,2,3.90689059560852,3.70043971814109,5.08746284125034,1,5.12928301694497,2,4.16992500144231,4.39231742277876,3,3.32192809488736,8.22881869049588,4.4594316186373,2,6.44294349584873,2.8073549220576,1,1.58496250072116,1,2,1,1,1,1,3.16992500144231,1
"hsa-miR-766-3p",2,2,2.32192809488736,2,5.95419631038687,4.85798099512757,2.32192809488736,2,2.32192809488736,2.58496250072116,1.58496250072116,1.58496250072116,4.95419631038687,4.16992500144231,2.58496250072116,2.58496250072116,2.58496250072116,2.58496250072116,2.32192809488736,2.32192809488736,2.58496250072116,2.32192809488736,2.32192809488736,2.58496250072116,2.32192809488736,2.32192809488736,2.58496250072116,2.32192809488736,2.32192809488736,2.32192809488736
"hsa-miR-765",3,1.58496250072116,6.96578428466209,1.58496250072116,3.70043971814109,2.58496250072116,4.70043971814109,1.58496250072116,1.58496250072116,4.08746284125034,4,2.8073549220576,2.32192809488736,4.95419631038687,1.58496250072116,3.70043971814109,4.32192809488736,1,2.58496250072116,7.11894107272351,2.58496250072116,2.32192809488736,2.58496250072116,2.58496250072116,3.16992500144231,2.32192809488736,2.32192809488736,2,2.58496250072116,2.32192809488736
"hsa-miR-770-5p",8.1548181090521,3.70043971814109,3.90689059560852,6.12928301694497,2,7.37503943134692,10.0334230015375,3.90689059560852,2.32192809488736,6.68650052718322,1.58496250072116,2,4.85798099512757,2.58496250072116,2.32192809488736,4.58496250072116,7.13955135239879,1,2.32192809488736,1.58496250072116,1,1,1,1,1.58496250072116,1,1,1,1,1
"hsa-miR-802",5.24792751344359,6.4757334309664,2.32192809488736,1.58496250072116,6.3037807481771,2.58496250072116,10.0334230015375,5.32192809488736,1.58496250072116,3.58496250072116,4.70043971814109,2.32192809488736,9.12928301694497,2.32192809488736,3.32192809488736,8.37503943134693,4.8073549220576,1,3.16992500144231,4,2.8073549220576,8.58871463558226,5.4262647547021,4.58496250072116,1.58496250072116,1,4.08746284125034,1,3.16992500144231,2.32192809488736
"hsa-miR-675-5p",5.04439411935845,4.90689059560852,4.90689059560852,4.90689059560852,5.04439411935845,5,4.64385618977472,4.95419631038687,4.90689059560852,4.90689059560852,4.70043971814109,4.90689059560852,4.90689059560852,4.90689059560852,4.85798099512757,4.58496250072116,5,5.12928301694497,4.8073549220576,4.4594316186373,3.58496250072116,3.58496250072116,3.58496250072116,4.08746284125034,3.4594316186373,3.70043971814109,3.70043971814109,4.08746284125034,3.4594316186373,3.58496250072116
"hsa-miR-297",9.06069593168755,5,2.8073549220576,2,2.32192809488736,5.61470984411521,9.39446269461032,7.36632221424582,6.02236781302845,3,2,2.32192809488736,4.95419631038687,2.58496250072116,2,3,2,8.31288295528435,3.16992500144231,3,2,1,1,1,1,2,2.8073549220576,0,1,0
"hsa-let-7a-3p",2.32192809488736,4.58496250072116,4.32192809488736,5.8073549220576,6.10852445677817,8.08746284125034,6.14974711950468,2.58496250072116,5.55458885167764,3.4594316186373,8.876516946565,8.05528243550119,2,8.34872815423108,2.32192809488736,5.16992500144231,2.32192809488736,10.5313814605163,6.37503943134692,2.32192809488736,4.24792751344359,1.58496250072116,1,1,1.58496250072116,3.90689059560852,1.58496250072116,0,5.04439411935845,3.16992500144231
"hsa-let-7b-3p",3.58496250072116,2,2,1,5,6.82017896241519,7.25738784269265,1.58496250072116,1.58496250072116,6.04439411935845,7.02236781302845,3.90689059560852,5.75488750216347,2.32192809488736,1.58496250072116,1.58496250072116,1.58496250072116,1,5.61470984411521,2.58496250072116,1.58496250072116,1,1,1,1,1,1.58496250072116,1.58496250072116,1,1.58496250072116
"hsa-let-7d-3p",2.8073549220576,7.6724253419715,2.58496250072116,1,4.24792751344359,4,4.90689059560852,5.4594316186373,1,9.02513956227851,4.08746284125034,3.58496250072116,2.32192809488736,3.4594316186373,3.58496250072116,1.58496250072116,5.90689059560852,1,2.32192809488736,1.58496250072116,1.58496250072116,1,1,1.58496250072116,1,1,1,1,7.5077946401987,1
"hsa-let-7e-3p",2.8073549220576,4.16992500144231,4.24792751344359,1,1.58496250072116,3.58496250072116,2,1.58496250072116,2.32192809488736,3.32192809488736,2,2,3.4594316186373,2.58496250072116,5,3.32192809488736,6.18982455888002,8.14974711950468,3.90689059560852,1.58496250072116,3.8073549220576,1,5.55458885167764,0,2,1,1,1,3.32192809488736,5.93073733756289
"hsa-let-7f-1-3p",3.4594316186373,3,2.58496250072116,1,8.52356195605701,3.32192809488736,2,4.52356195605701,9.98441845880114,4.08746284125034,1.58496250072116,9.7431513941125,3.90689059560852,4,2.32192809488736,6.75488750216347,2,6.74146698640115,4.52356195605701,8.2240016741981,1,1.58496250072116,1,1,1,1,1.58496250072116,1.58496250072116,1.58496250072116,1
"hsa-let-7f-2-3p",4.32192809488736,6.4757334309664,5.93073733756289,2.32192809488736,7.57742882803575,4.32192809488736,2.58496250072116,1.58496250072116,2.32192809488736,4.8073549220576,4.64385618977472,4.95419631038687,3.58496250072116,5.12928301694497,6.18982455888002,2,3.4594316186373,3.90689059560852,5.8073549220576,5.61470984411521,1,4.24792751344359,1,5.90689059560852,4.52356195605701,3.58496250072116,0,1,1,1
"hsa-miR-15a-3p",2.32192809488736,5,2.58496250072116,2,9.04712391211403,2.32192809488736,6.32192809488736,1,4.08746284125034,2.8073549220576,3,4.4594316186373,3.8073549220576,3.16992500144231,6.93073733756289,4.95419631038687,1.58496250072116,1.58496250072116,5.95419631038687,4.64385618977472,1,6.06608919045777,3.70043971814109,1,4.24792751344359,1,1,1,3.16992500144231,1
"hsa-miR-16-1-3p",6.10852445677817,6.14974711950468,5.04439411935845,2.32192809488736,3.32192809488736,7.20945336562895,3.16992500144231,2,1.58496250072116,6.02236781302845,6.8703647195834,7.33091687811462,2.8073549220576,3.16992500144231,4,2.32192809488736,2,7.56985560833095,5.39231742277876,2.32192809488736,1,3.58496250072116,2.32192809488736,0,1,1.58496250072116,1,1,4.24792751344359,1
"hsa-miR-19a-5p",2.8073549220576,4.75488750216347,3.70043971814109,2,5.32192809488736,2.32192809488736,2.8073549220576,6.58496250072116,2.32192809488736,3.16992500144231,6.4594316186373,4.85798099512757,3.16992500144231,5.6724253419715,3,4.95419631038687,2.58496250072116,3,3.16992500144231,2.8073549220576,2.8073549220576,1,1.58496250072116,1,2,1,5.90689059560852,1,4.8073549220576,5.61470984411521
"hsa-miR-19b-1-5p",7.05528243550119,4.90689059560852,4.8073549220576,3,5.20945336562895,8.4797802640291,5.04439411935845,3.58496250072116,4.16992500144231,7.62205181945638,9.81057163474115,2.32192809488736,4.32192809488736,2.8073549220576,1,6.10852445677817,6.02236781302845,2.8073549220576,2.58496250072116,7.74819284958946,6.58496250072116,1,2.32192809488736,2.58496250072116,1.58496250072116,3.58496250072116,1,4.58496250072116,1,2
"hsa-miR-19b-2-5p",5.04439411935845,2,5.39231742277876,3,7.65821148275179,3.32192809488736,3.16992500144231,1.58496250072116,6.14974711950468,3.58496250072116,2,2.58496250072116,7.89481776330794,2.32192809488736,6.14974711950468,3.8073549220576,3.16992500144231,4.52356195605701,6.24792751344359,1.58496250072116,3.90689059560852,1,3.16992500144231,1.58496250072116,1.58496250072116,1,8.46352437327118,3.16992500144231,4.85798099512757,1
"hsa-miR-20a-3p",4.4594316186373,2.8073549220576,2.32192809488736,8.43879185257826,3.8073549220576,2.8073549220576,6.53915881110803,2.8073549220576,1,3.32192809488736,1.58496250072116,7.59245703726808,4.08746284125034,3.58496250072116,2.58496250072116,9.96000193206808,4.70043971814109,1,4.08746284125034,8.1548181090521,1.58496250072116,2.8073549220576,1,2,1,7.93073733756289,3.4594316186373,1.58496250072116,3.16992500144231,1.58496250072116
"hsa-miR-21-3p",3,1.58496250072116,3,2.32192809488736,4.8073549220576,7.01122725542325,2,3.70043971814109,1.58496250072116,3,2,2.58496250072116,4.16992500144231,3,5.61470984411521,2,4.8073549220576,3,3.58496250072116,3.70043971814109,1,2.32192809488736,1.58496250072116,1,1,1,1,2.8073549220576,1,3.70043971814109
"hsa-miR-22-5p",9.4594316186373,6.02236781302845,2,1.58496250072116,3,2.32192809488736,3.70043971814109,1.58496250072116,3.8073549220576,2.32192809488736,3.32192809488736,5.70043971814109,4.95419631038687,8.11894107272351,1.58496250072116,2,6.91886323727459,1,3.16992500144231,3.8073549220576,2.8073549220576,2.32192809488736,2.32192809488736,2.32192809488736,2.58496250072116,2,2,1.58496250072116,2.58496250072116,2.58496250072116
"hsa-miR-23a-5p",2.32192809488736,3.32192809488736,3.16992500144231,4,2.8073549220576,3.4594316186373,3.16992500144231,3,3.4594316186373,3.32192809488736,2.8073549220576,3.16992500144231,2.8073549220576,3.16992500144231,3,3.70043971814109,2.58496250072116,3.16992500144231,2.8073549220576,2.32192809488736,3.32192809488736,3.32192809488736,2.58496250072116,3.70043971814109,3.32192809488736,3.16992500144231,3.70043971814109,3.58496250072116,2.8073549220576,3.4594316186373
"hsa-miR-24-2-5p",4.39231742277876,4.32192809488736,7.34872815423108,1.58496250072116,3.32192809488736,2,6.14974711950468,4.39231742277876,6.7279204545632,9.12928301694497,1.58496250072116,3.70043971814109,4.24792751344359,2.32192809488736,2.58496250072116,3.32192809488736,6.56985560833095,4.8073549220576,8.90086680798075,4.70043971814109,3,1,2.8073549220576,1,2.58496250072116,0,1.58496250072116,1.58496250072116,1,2.32192809488736
"hsa-miR-25-5p",2.8073549220576,2.8073549220576,2.32192809488736,2.32192809488736,2.8073549220576,2.32192809488736,2.8073549220576,2.32192809488736,2.32192809488736,2.58496250072116,2.32192809488736,1.58496250072116,2.58496250072116,3,2.32192809488736,2,2.8073549220576,3,3,2,3,2.58496250072116,2.58496250072116,3,3,2.32192809488736,2.8073549220576,2.32192809488736,2.58496250072116,3
"hsa-miR-26a-1-3p",6.39231742277876,5.16992500144231,6.2667865406949,2,2,5.4594316186373,8.06608919045777,2.58496250072116,4.58496250072116,3,9.81057163474115,4.32192809488736,3.4594316186373,2.32192809488736,4.70043971814109,9.00281501560705,1.58496250072116,1,5,2,1,8.04984854945056,1,2,1,7.33985000288462,2.32192809488736,1,1,8.64745842645492
"hsa-miR-26b-3p",5.16992500144231,3.16992500144231,5.24792751344359,1,3.32192809488736,3,2,1.58496250072116,2,4.85798099512757,2.8073549220576,4.08746284125034,2.32192809488736,2.32192809488736,1,9.14465824283188,7.59991284218713,1.58496250072116,9.3264294871223,2,1,1,1,1.58496250072116,1,1,1.58496250072116,1.58496250072116,7.01122725542325,1.58496250072116
"hsa-miR-27a-5p",3.4594316186373,3,1.58496250072116,1,4.08746284125034,9.44501484586842,4.16992500144231,7.56224242422107,2.8073549220576,7.62205181945638,2.58496250072116,2,2.32192809488736,4.64385618977472,2.58496250072116,9.54303182025524,8.86727873970966,1.58496250072116,2.58496250072116,4.24792751344359,1,1,1,1,1,1,1,1,1,1
"hsa-miR-28-3p",5.12928301694497,4.08746284125034,2,5.24792751344359,3.70043971814109,6.98868468677217,3,5.24792751344359,2.32192809488736,3.4594316186373,9.04165915163721,2,9.36413465500805,6.8703647195834,9.06877827798541,4.52356195605701,3.16992500144231,5.90689059560852,5.90689059560852,3.8073549220576,1,2.58496250072116,1,2.32192809488736,1.58496250072116,1,5.28540221886225,3,1.58496250072116,1
"hsa-miR-29a-5p",7.43462822763672,8.2045711442492,4.24792751344359,2,5.49185309632967,4.32192809488736,2.8073549220576,2.58496250072116,3.4594316186373,6.08746284125034,1.58496250072116,1.58496250072116,7.52356195605701,2.58496250072116,1.58496250072116,4.08746284125034,3.16992500144231,2,5.58496250072116,2.8073549220576,0,2.32192809488736,1,2,2.32192809488736,2.8073549220576,5.85798099512757,1,1.58496250072116,1
"hsa-miR-31-3p",8.02790599656988,5.24792751344359,3.16992500144231,2.32192809488736,2.58496250072116,2.8073549220576,6.06608919045777,4,3.58496250072116,2.32192809488736,2.32192809488736,3.70043971814109,2,8.34872815423108,3.16992500144231,4.8073549220576,6.65821148275179,2.58496250072116,7.82017896241519,4.90689059560852,1,1.58496250072116,5.83289001416474,1,1,1.58496250072116,6.5077946401987,8.21916852046216,1,1
"hsa-miR-32-3p",2.32192809488736,5.20945336562895,3.16992500144231,3.8073549220576,5.28540221886225,9.868822554775,6.61470984411521,1.58496250072116,3,2.8073549220576,2,4.95419631038687,2,3.58496250072116,1,4,2.58496250072116,2.32192809488736,3.4594316186373,2,4.24792751344359,5.52356195605701,2.58496250072116,1,3.32192809488736,3.16992500144231,1.58496250072116,1.58496250072116,1,1.58496250072116
"hsa-miR-33a-3p",5.52356195605701,5.32192809488736,3,2,4.4594316186373,2.58496250072116,9.94251450533924,4.24792751344359,3.4594316186373,2.32192809488736,2.32192809488736,3.70043971814109,4.4594316186373,2.8073549220576,2.58496250072116,2.58496250072116,3.32192809488736,4.58496250072116,2.32192809488736,7.21916852046216,6.20945336562895,1,3.4594316186373,1.58496250072116,1,0,5.08746284125034,2,1.58496250072116,1
"hsa-miR-92a-1-5p",5.32192809488736,6.4093909361377,2,2.32192809488736,2.8073549220576,3,5.6724253419715,5,2.32192809488736,5.32192809488736,5.97727992349992,9.53138146051631,2.32192809488736,7.92481250360578,3.16992500144231,2,3.4594316186373,4,7.4093909361377,4.32192809488736,2.58496250072116,1,4.70043971814109,1.58496250072116,7.64385618977472,1.58496250072116,2.58496250072116,5.55458885167764,1,4.75488750216347
