"","GSM4905047","GSM4905048","GSM4905049","GSM4905050","GSM4905051","GSM4905052","GSM4905053","GSM4905054"
"hsa-let-7a-3p",4.49696474290425,4.33514924854798,5.66823906535937,4.32188398851053,3.63355863502784,5.64383983061253,4.85482776598274,2.74144428779109
"hsa-let-7a-5p",14.6803869072564,14.725670890213,13.9855354213834,15.6375162850211,12.7554680085243,15.0117562449607,15.6932052583145,14.3513655081348
"hsa-let-7b-3p",5.81117648585177,4.90211034626087,5.22769641906377,4.88259819540768,4.40171431873689,4.06809378232603,4.59542908407617,5.74984323376416
"hsa-let-7b-5p",15.720282253005,16.1777303156072,15.7878405965823,16.3362952929868,15.6039076176574,14.8104208561568,15.3037553719534,16.1639091567076
"hsa-let-7c-3p",0,2.16608006974635,0,1.44742957286983,0,0.369715453298274,0,0
"hsa-let-7c-5p",11.6815615401219,11.4879109707002,11.0873759983613,12.1421912076292,10.5564315325539,10.9752151692467,11.8671346508851,12.0422739417561
"hsa-let-7d-3p",10.7708046654313,9.44214495503627,8.80173779651519,10.9578470945818,8.00040322761508,8.82390104789403,9.56995514787104,10.1446315767981
"hsa-let-7d-5p",14.0444140457819,13.1231703701011,12.66881872153,14.6104803778531,12.1073464033371,14.1378267480626,14.9651227501779,13.3812374179266
"hsa-let-7e-3p",1.99899084628861,2.80311707361417,2.6433027569971,0,0,2.59423557390845,2.93860742055445,2.74144428779109
"hsa-let-7e-5p",10.4691107737558,9.22207709201429,9.14106628417034,9.71646134001298,6.90460028134157,10.3175863268882,11.1159714012594,9.332009900162
"hsa-let-7f-1-3p",3.13631081168149,2.75067585149935,3.55551997160185,2.98347131967343,0.740919747942094,3.84433359869408,4.1558709350264,3.80733013886342
"hsa-let-7f-2-3p",0.677567416493817,0,1.74907137373637,0,0,2.42800015765471,1.53842592134649,0
"hsa-let-7f-5p",14.4462025684455,13.8977598015226,13.4934967471188,15.0652339117547,12.5646921454046,15.8090402862367,15.7737056266423,13.1464922702849
"hsa-let-7g-3p",0,0,2.22444845300093,0,0.740919747942094,1.46078856621937,0.965239050138098,0
"hsa-let-7g-5p",13.4955830770598,13.2991211845608,13.0190470299086,13.869030350239,14.1515194082888,15.1870861352437,14.7710555957129,13.2473353092114
"hsa-let-7i-3p",1.76458497417898,2.85371875522058,2.14108675170972,2.62799230529171,2.81581487791236,3.0535369620361,2.99714267903035,2.08744243159194
"hsa-let-7i-5p",16.1215955300009,15.3368949480269,15.4179382775258,16.0645040251683,16.8166454050152,16.8327769356171,16.2597906557538,15.4291634423692
"hsa-miR-1-3p",6.30245209493151,6.3215458477027,5.50278390182633,7.85538858508999,7.42766015759828,7.72471578719957,7.25500018994795,7.45015371017586
"hsa-miR-100-5p",10.1186341242977,9.19841103807166,10.5499681225525,9.18966591674998,9.65791081001084,8.23774008818016,8.55307458210642,9.67945344244268
"hsa-miR-101-3p",8.05177071022952,8.03673258335192,7.89279712483626,8.27290155005126,8.73662774631424,9.46019352770476,7.92425608490565,8.03683385868892
"hsa-miR-101-5p",0,0,0,0,0,0.663750769506142,0,0
"hsa-miR-103a-2-5p",2.20058081519314,0,0,0,0.740919747942094,2.24008500926275,1.37145385036848,0
"hsa-miR-103a-3p",10.0990550602611,9.3597440018555,9.07522256235002,10.6481068788064,9.69109157464202,11.6406848633486,11.7623977878585,9.37501278193112
"hsa-miR-105-5p",0,0,0,0,0,0.101683004082554,0,0
"hsa-miR-106a-3p",0,0,2.0526112558465,0,0,1.06720319645756,0,0
"hsa-miR-106a-5p",3.13631081168149,4.40467867148243,4.68165916647361,4.70291506491309,4.96374426874681,4.88877247868959,4.53744289618771,4.41360249172231
"hsa-miR-106b-3p",10.4042222715001,9.53518932413297,9.54486158934806,10.4170389340823,11.1699423458819,10.1028332322662,10.4463540127492,10.3290688897056
"hsa-miR-106b-5p",6.61631913416411,6.63534922969719,6.89567906347777,5.76934149524597,6.64880566436123,6.82229188452442,6.10720534107613,5.97151728967572
"hsa-miR-107",6.60747734169435,6.05041155925646,6.15619188842267,6.61064337311984,7.66086791541212,7.81356388550507,7.87047170003092,7.07745686485928
"hsa-miR-10a-3p",4.33500434077062,3.82829224280296,4.38825092279904,4.12172520239683,3.06757856603311,4.02344330629137,2.99714267903035,4.03889392339762
"hsa-miR-10a-5p",12.4985502402697,12.1131857234813,11.3198528583842,12.2494576418698,11.7869806372751,10.632236361068,10.8589152275173,12.8261866099023
"hsa-miR-10b-3p",3.88627054043647,5.14494128957406,4.78138041577389,4.83973159326106,5.2448205631095,4.17693951632248,4.27893745317051,4.83917803088206
"hsa-miR-10b-5p",12.6606552312439,12.8105887207764,12.1542740643134,12.8002284498656,13.0255693715044,11.2331582653918,11.2977897673933,13.6288602288298
"hsa-miR-1180-3p",7.25416384892757,7.80243166894007,6.78332752129764,8.29686992670339,7.46102006874664,4.95140320585273,5.61284822342417,8.37718392104742
"hsa-miR-1184",0,0,0,0,0.740919747942094,0,0,0
"hsa-miR-1185-1-3p",3.32071702569864,2.2440246849495,1.03528647597976,3.80262012605393,2.81581487791236,5.30319282786023,4.88614088568189,3.05525895669625
"hsa-miR-1185-2-3p",1.99899084628861,0,0,2.15524222037343,0,1.67388866285807,1.94753936529485,0
"hsa-miR-1185-5p",0,0,0,0,0,0.101683004082554,0.397761715080662,0
"hsa-miR-1193",0,0,0.336146419323201,1.84431563114891,0,0.449030367078321,0.965239050138098,0
"hsa-miR-1197",0,1.80382424673022,0.336146419323201,1.44742957286983,0,2.8926154573166,1.6880623109312,0
"hsa-miR-1207-5p",0,0,0,0,0,0,0,0.857969030880082
"hsa-miR-122-3p",2.67693655753962,0,0.336146419323201,0,1.22803790043569,2.28401004642122,1.94753936529485,1.78134078821479
"hsa-miR-122-5p",13.874883540569,14.0430521318742,12.1417634865921,13.7346391430146,16.7080044663867,13.8664256042139,14.3958057192247,16.4648859418451
"hsa-miR-1224-5p",2.80620154588894,3.35308985815353,2.44902314190956,1.84431563114891,2.51062946630973,0.72876549638111,0,2.74144428779109
"hsa-miR-1226-3p",1.13676966379155,0.320940376449699,0.837653006419115,0,0,0.196668704442851,1.37145385036848,0
"hsa-miR-1226-5p",0,0,0,0,1.88165044676885,0,0,0
"hsa-miR-1227-3p",0,0,0,0,0.740919747942094,0,0,0
"hsa-miR-1228-5p",3.23145828032523,3.12490369227217,0.336146419323201,2.62799230529171,2.94718165528243,1.57126966255682,2.44479232022631,0
