"","GSM5392914","GSM5392915","GSM5392916","GSM5392917","GSM5392918","GSM5392919","GSM5392920","GSM5392921","GSM5392922","GSM5392923","GSM5392924","GSM5392925","GSM5392926","GSM5392927","GSM5392928","GSM5392929","GSM5392930","GSM5392931","GSM5392932","GSM5392933","GSM5392934"
"hsa-miR-23a-3p",9.8823933453827,10.8454329629994,9.71793222654201,10.3949830878145,10.6830702442077,10.9761360455861,10.1419857521913,11.2545384442708,11.055869780262,10.6950719420433,10.2794303791613,10.7416469058825,10.1996014805164,10.6363073540582,10.0195163220137,10.8668425017933,10.5098688467072,10.90855173931,10.998461798511,11.0928056474223,10.9052494249246
"hsa-mir-23a",9.88323074626243,10.8542907300076,9.73904607551493,10.3969839546578,10.685848315763,10.9761360455861,10.1758635299896,11.2549176958612,11.055869780262,10.6950719420433,10.2794303791613,10.7478532931635,10.1996014805164,10.6363073540582,10.0214462122892,10.8673229026475,10.5098688467072,10.90855173931,11.009125320347,11.0966716964338,10.9244118032401
"hsa-miR-182-5p",11.0241588305009,13.7276563261748,12.4993641094064,11.22684076129,11.5788491238166,11.9760431147707,11.5857175732018,10.8744203597891,11.1122633849317,12.8204846174041,11.8334608513388,11.2260248512389,12.9209261407521,10.9734280428765,12.4894182319144,11.6631851927378,13.129867981057,11.7959835933628,11.7198830334678,11.9234686107903,10.9619894941633
"hsa-mir-182",11.0273820324702,13.8293467381963,12.5009958842596,11.22684076129,11.9445491535698,12.0090752681305,11.6069823945609,10.882297081247,11.1406590926653,12.8239542423561,11.8873574684828,11.2433004845457,12.9311434929039,11.0232933780929,12.4923201851501,11.67530734454,13.130404538274,11.8099962489839,11.7281212278446,11.934581195549,11.010617371891
"hsa-miR-92b-3p",11.1421940568506,11.9526533860573,12.0276858945106,11.8354058745587,12.2412469717972,12.3559605214872,12.2551605467662,11.990205209267,12.1513462994488,11.9893098960379,12.4593452938622,11.9840167814411,11.7952513428573,12.4509544948778,12.4476874524685,12.1830102927251,12.5323197770938,12.4204950065916,11.7304663831153,12.0586856724858,11.1541577072729
"hsa-mir-92b",11.1588875746243,11.9555963201466,12.0377793625409,11.8420303875615,12.2436057578334,12.3559605214872,12.2689597625964,12.0053867069959,12.1711459251491,12.0008517684136,12.4644201870082,12.0032467003567,11.8126089533836,12.4737610036799,12.458411946174,12.1903242463537,12.5323197770938,12.4204950065916,11.7623315601122,12.0648659785768,11.1649395471749
"hsa-miR-99b-5p",9.9179697576072,10.5685267356537,10.4700841958969,10.3889637832526,10.8384575493349,11.503326152627,10.5993537360125,11.7033565200912,11.4568242751903,10.7194944384399,10.4106124939783,10.7779396610966,10.4208757616679,11.0912919341794,10.4735846514926,10.3833570244381,11.2771298541126,11.3298997893098,11.0917095596032,10.907701143699,11.4055410662338
"hsa-mir-99b",9.92733754434602,10.6094626883674,10.4700841958969,10.4029699589183,10.8384575493349,11.5103012931212,10.6216496277199,11.7144296191393,11.490309407587,10.7194944384399,10.4106124939783,10.7861868279748,10.4222898300736,11.0912919341794,10.4852848008611,10.3833570244381,11.2771298541126,11.3409719109315,11.0917095596032,10.9186624047672,11.4100797455448
"hsa-miR-24-3p",11.9919467046766,11.2467229606963,12.4304601997585,11.0138916712448,10.8233983731011,10.9493726163171,10.2397212473785,11.2484568189742,10.721812700996,10.5930249399317,11.0134478216175,11.5791793375955,10.7764355518125,12.0691619391831,11.2525701233304,11.6631851927378,11.1224608786098,11.6992759437833,12.4254149919698,11.6590385522319,11.585850169747
"hsa-mir-24-1",11.9934017041663,11.2467229606963,12.4304601997585,11.0138916712448,10.8233983731011,10.9493726163171,10.2397212473785,11.2484568189742,10.721812700996,10.5930249399317,11.0134478216175,11.5791793375955,10.7841549756047,12.0691619391831,11.2525701233304,11.6631851927378,11.1224608786098,11.6992759437833,12.4254149919698,11.6668609447678,11.585850169747
"hsa-mir-24-2",12.0074875733541,11.2643942808628,12.4534409412079,11.0461237928742,10.8434425450686,11.0251455144217,10.3008718450845,11.2864241068745,10.7484158285552,10.5889521698173,11.0319725968362,11.5864386085604,10.8070684743776,12.1098500639454,11.2623952570952,11.6631851927378,11.1224608786098,11.700351054697,12.4487471585888,11.6752876131042,11.605770775548
"hsa-miR-363-3p",12.1782374876461,13.2526327168998,13.1628432750251,12.8669531358183,13.5715648380269,13.0648288670635,12.4320347295214,13.3490737691192,13.2136197408984,14.4886971447737,13.8293112616018,13.6303532108476,14.0731895212474,13.3602543192059,13.6801998423594,13.6458015702391,13.782227632057,13.6895068267913,13.3624091541837,13.683497052494,11.8748154700557
"hsa-mir-363",12.1798571383774,13.2526327168998,13.1628432750251,12.8669531358183,13.5715648380269,13.065078202021,12.4320347295214,13.3490737691192,13.2136197408984,14.489380112292,13.8293112616018,13.6305058974648,14.0731895212474,13.3602543192059,13.6801998423594,13.6458015702391,13.782227632057,13.6895068267913,13.3624091541837,13.683497052494,11.8756361307355
"hsa-miR-30e-5p",12.6532785974159,13.0224872202328,12.2684666568445,11.6731638781829,11.1403649973265,11.1647748273193,10.9915091792143,11.2145417437709,11.8777707654373,11.7846358830054,12.7783644570593,12.7636056503523,11.6811715296267,11.8890928960953,12.9929516805023,12.7591592544449,12.8321050572117,12.8271243006348,13.3065265076337,12.6869764143967,12.114753742103
"hsa-miR-191-5p",13.3879313993683,13.2691681043035,14.9329096688097,11.9872219270494,11.6944050243569,11.9277766752837,12.2658172724305,11.8740360554947,11.6169801758943,12.1814276824981,13.0305348120445,12.759562528577,12.4090739184017,12.5767618671826,12.8242981493317,12.4716533121847,13.0641747980604,12.1649310925578,12.7003585755343,12.059923853565,12.120996278583
"hsa-mir-191",13.3919086442142,13.2715317769297,14.9366587916838,11.9872219270494,11.6971613753565,11.9277766752837,12.2658172724305,11.879703298057,11.6169801758943,12.1814276824981,13.0305348120445,12.7623521006089,12.4094304702138,12.5767618671826,12.8243902715173,12.4716533121847,13.0829611245913,12.1649310925578,12.7149397186701,12.0849535267835,12.120996278583
"hsa-miR-425-5p",12.2169480795581,13.0732282897876,12.7412061693638,12.5280112738872,12.7586081268051,12.666950631125,12.0407184638185,12.5594750221989,11.8362099175393,13.6266369826227,13.5214106821775,13.228299515415,13.7456737032734,12.9321173974091,13.3824140437815,13.162546267741,13.3267129954686,13.220167652989,12.9416093831895,12.977491973531,12.1429757303129
"hsa-mir-30e",12.7468840032128,13.0598891087326,12.3945025249305,11.7972813203472,11.2589057338543,11.4825694613391,11.1609326141381,11.3738747961168,11.9111205996968,11.8676687452349,12.8194665336628,12.8206576935527,11.7565374185086,11.9768586229485,13.0299299952642,12.8027585079474,12.8580378316064,12.8529753421232,13.3460616442091,12.722907687223,12.2154258119553
"hsa-mir-425",12.3338894759803,13.1608805171514,12.9283642947502,12.6416426340573,12.8623241027982,12.7479212471683,12.2551605467662,12.6368830799501,11.9122975239462,13.6886121102593,13.6095932848415,13.3120754311518,13.8003947317568,13.0313398264655,13.465980636796,13.2527315752497,13.4355009400608,13.3200679851037,13.045327026182,13.0693775357061,12.223828750019
"hsa-mir-101-1",12.7449273887418,13.5164000443028,12.3350769939894,13.3870157154794,13.8870333281278,13.2688780995888,13.1298916486917,12.5835292332184,12.1721288092232,13.7096307684305,14.1436191776974,13.5413936177723,13.81217328855,13.1550235900332,13.471461771176,13.7571123138538,14.1015151082858,13.2785604928241,13.5715987754745,13.7337037783263,12.542857808846
"hsa-miR-101-3p",12.7408906899251,13.5187897282731,12.3265779725758,13.3955471485771,13.8867315292252,13.2676870290029,13.1382929040733,12.5901570919678,12.1513462994488,13.7054044364957,14.1501145852944,13.5454480722005,13.819301877599,13.1661645389952,13.4725790146216,13.7628685859173,14.1055231285752,13.2875304899727,13.5747019701751,13.7500584461842,12.552640686852
"hsa-mir-101-2",12.7408906899251,13.5187897282731,12.3265779725758,13.3955471485771,13.8867315292252,13.2676870290029,13.1382929040733,12.5901570919678,12.1513462994488,13.7054044364957,14.1501145852944,13.5454480722005,13.819301877599,13.1661645389952,13.4725790146216,13.7628685859173,14.1055231285752,13.2875304899727,13.5747019701751,13.7500584461842,12.552640686852
"hsa-miR-320c",10.6688996326864,8.84015992476758,9.31425242871868,10.7608708138804,10.5057628160003,10.8550507262085,11.3860115312637,10.9480369159039,11.5276500052211,10.0924376410731,9.44365112919081,11.0559225165304,10.3980601039984,11.2461102221368,10.4228941194541,11.5679828353545,10.5142609511116,11.0417520443825,12.5189376714315,11.5331025084401,12.5831055452583
"hsa-mir-320c-2",10.6688996326864,8.84015992476758,9.31425242871868,10.7608708138804,10.5057628160003,10.8550507262085,11.3860115312637,10.9480369159039,11.5276500052211,10.0924376410731,9.44365112919081,11.0559225165304,10.3980601039984,11.2461102221368,10.4228941194541,11.5679828353545,10.5142609511116,11.0417520443825,12.5189376714315,11.5331025084401,12.5831055452583
"hsa-miR-143-3p",12.4248358492067,14.3899250749745,12.0852686729116,12.1160949637302,12.1410579448507,12.3158736125963,12.7940015293815,12.2409034085208,11.6749890135001,12.0468599900072,12.8285780247387,12.0521681695086,12.3678382721485,12.5050962908044,11.2012803863759,12.5110766090731,11.8203811804934,12.5090548487932,12.0121525729548,12.3172386872986,12.6727104337016
"hsa-mir-143",12.4248358492067,14.3899250749745,12.0922363519359,12.1160949637302,12.1410579448507,12.3158736125963,12.7940015293815,12.2409034085208,11.6749890135001,12.0468599900072,12.8285780247387,12.0521681695086,12.3678382721485,12.5050962908044,11.2012803863759,12.5110766090731,11.8203811804934,12.5090548487932,12.0121525729548,12.3172386872986,12.6727104337016
"hsa-miR-199a-3p",12.8048787856674,12.8473821430461,13.474842593203,12.5555907501383,12.2867905001366,12.8817584097628,12.4977983617101,13.2351909882365,12.8347717622894,12.3953464058107,12.403327212415,12.4277751763329,12.7405454120941,12.8634136519584,12.3036646111174,12.2021785058962,12.0566476429206,13.3963503084862,12.7904979305498,12.6679388909261,12.7615206037286
"hsa-miR-199b-3p",12.8048787856674,12.8473821430461,13.474842593203,12.5555907501383,12.2867905001366,12.8817584097628,12.4977983617101,13.2351909882365,12.8347717622894,12.3953464058107,12.403327212415,12.4277751763329,12.7405454120941,12.8634136519584,12.3036646111174,12.2021785058962,12.0566476429206,13.3963503084862,12.7904979305498,12.6679388909261,12.7615206037286
"hsa-mir-199b",12.8059280125633,12.8503894947112,13.4765896250653,12.5609547073824,12.2867905001366,12.8817584097628,12.5038127392747,13.2367278593048,12.8347717622894,12.3976766606339,12.4075896527703,12.4321613427762,12.7422447851799,12.8662255469347,12.3051176546588,12.2023689077754,12.0566476429206,13.3963503084862,12.7904979305498,12.6679388909261,12.7615206037286
"hsa-let-7d-5p",12.6390335395217,10.1130023816603,13.0867049619564,11.8624475814792,11.6077020460543,11.8086467627768,12.5054789594946,11.5532528626646,11.195826894754,11.6316886946309,11.3391732536039,12.9006978997779,11.7356467906897,12.5822136393794,12.3507308840415,12.2431028691748,11.1947018894023,11.0126196646984,11.8256712996224,11.5079199589787,12.7668385367758
"hsa-mir-199a-2",12.8202097097251,12.874069723715,13.4911385611981,12.556933610288,12.2904456345682,12.8824659706027,12.5098021478642,13.2349987640931,12.8347717622894,12.3965120037035,12.4071842483229,12.4358354452701,12.7433765895226,12.8739936206374,12.3103891471641,12.2050318980275,12.0772023975238,13.3986703397173,12.8042001032799,12.6719932913376,12.7760980098767
"hsa-mir-199a-1",12.8213024682549,12.8750026779497,13.4895821121116,12.5573809527183,12.2904456345682,12.8838800516945,12.5088056381384,13.2351909882365,12.8347717622894,12.3965120037035,12.4075896527703,12.4363595539547,12.7447900975765,12.8719601362035,12.3105206879174,12.2057918503732,12.0772023975238,13.3993325199489,12.8042001032799,12.6728028059671,12.7760980098767
"hsa-miR-151a-3p",13.2670651348592,12.7988835469215,14.4659018759362,12.1597613169978,12.1716041718518,11.9968420184651,12.7689715178732,12.984549967705,12.7504213838842,12.6929967898193,13.1448543504797,13.4470195436663,12.8903435936136,12.4688921416574,13.3216476578731,12.9839052184817,13.1225149620144,13.747605470322,13.6082443101826,12.7684555300879,12.8317097474702
"hsa-miR-146b-5p",11.8245021972819,11.6071305370569,13.4703780600499,11.9038428815258,11.1322407275195,11.0774966661773,12.2010745130169,11.5302515941485,11.1526596502849,11.4583519502598,11.6891919535294,11.2591872129535,12.2369516787893,11.5799596051189,11.6725176896205,11.350537478112,11.8837035847671,12.2576800811252,12.7045396759755,10.8372393331079,12.8921678440393
"hsa-mir-146b",11.8423747892656,11.6338325217077,13.4764150167957,11.910161156067,11.1393519621311,11.0922515442807,12.2010745130169,11.5340065309213,11.1526596502849,11.4683632957528,11.6955140134045,11.2591872129535,12.2453645167557,11.5799596051189,11.6751762222569,11.3696525950975,11.8837035847671,12.2987195659766,12.7181928799065,10.8372393331079,12.8978342595748
"hsa-let-7f-1",13.4243451196818,11.4023622569503,14.5068272817285,12.4140751612651,11.8835426956796,11.6761778661067,13.0626719465573,11.8179023513965,11.6227433669131,11.5259501422435,11.7927611920673,13.0730475445066,12.1088889542182,12.734628466559,12.5729376418267,12.2843380038727,11.9001584368376,11.2876056646443,12.1269725888669,11.8739243027725,12.9400298526192
"hsa-mir-151a",13.4459727543962,12.9704783453472,14.617357610583,12.3514828762478,12.342430077656,12.1663211250606,12.860350213586,13.1533367478766,12.8204246510914,12.8552349481269,13.2516800161278,13.5761329529659,13.0239464358415,12.7016616983369,13.425561603744,13.0811233851649,13.2597912707465,13.8134260391425,13.7143882075331,12.9280371560289,12.9482448583302
"hsa-let-7f-5p",13.4605287689992,11.4347814771788,14.5866060650976,12.4487284276309,11.9122941522802,11.709735300788,13.0791015645653,11.8779808406626,11.6554422361897,11.5460472585435,11.8283221926433,13.0837926835599,12.1546961582014,12.7674057863581,12.6112439457789,12.3195204632063,11.9415122712004,11.3229363125816,12.173391904162,11.8868196984951,12.9664630613915
"hsa-let-7f-2",13.4616504898748,11.4347814771788,14.5869902371224,12.4516190843676,11.9229299228461,11.709735300788,13.0833472563512,11.8779808406626,11.6694311917164,11.5460472585435,11.8394829918683,13.0850188025166,12.1585192824881,12.7674057863581,12.6112439457789,12.3195204632063,11.9415122712004,11.3229363125816,12.173391904162,11.9073256043889,12.9764432503996
"hsa-miR-15a-5p",12.853652759997,12.7497153320903,12.9821762612358,13.6434271868373,14.3028389553504,14.4563650234986,12.9657812483268,13.796720851574,14.5879560575398,14.8971802050189,14.2537497068873,14.2918732059426,14.3653380494221,14.2066379841603,14.1627419304437,13.806294922748,13.7151345707033,13.9844711774467,13.7939041936075,14.128262639396,12.9939331291823
"hsa-mir-15a",12.854773853647,12.7497153320903,12.9821762612358,13.6434271868373,14.3028389553504,14.4563650234986,12.9657812483268,13.796720851574,14.5879560575398,14.8971802050189,14.2537497068873,14.2918732059426,14.3653380494221,14.2066379841603,14.1627419304437,13.807108939497,13.7151345707033,13.9844711774467,13.7939041936075,14.1297373733968,12.9939331291823
"hsa-let-7d",12.8599409619962,10.9959606752252,13.2679674018879,12.5211478976341,12.4979224796377,12.7819937200211,12.9125223453484,12.3029215972123,12.431339612143,12.4580955753662,12.1366011185065,13.2325304462684,12.411923867545,12.9228163770068,12.7173415538768,12.6042282082705,11.9959162720561,11.84832875595,12.3226893515507,12.3026687563108,13.0216315594092
"hsa-miR-126-5p",13.2452471160746,13.5168982222198,14.1703675345879,13.4318632604762,13.4005276484451,13.5854853195301,12.7315898662916,13.8795391113905,13.2812259942733,13.0570461332,13.3739300988145,13.6956565280228,12.8893214465711,13.1441119246441,13.3058331221047,12.8917525072584,13.3228059598695,13.2103902103105,13.2325541027383,13.3339815500831,13.2428865497834
"hsa-miR-27b-3p",12.2708155829676,11.798922136798,12.4429349044291,12.1632922370612,11.5951960140568,11.6865866135895,11.08273015273,12.1120192166522,11.463262602548,10.7725299590591,11.5517988092786,11.5801282728731,12.0107872166607,11.5404962349005,11.1359778806574,13.3743224684451,11.1530607699465,12.5507803004829,14.6128019703343,12.8740136986858,13.3032999889744
"hsa-miR-142-5p",13.4165210514068,14.6033990191619,13.5067823909029,13.8654121668565,13.94934120924,13.790134923791,13.9681099325166,13.522344474827,12.8745631743657,14.6121035331436,14.8743212981419,14.4783419674985,14.2209698444051,13.9970263470366,14.2102578002086,14.0216946777952,14.7300860348419,13.9509882033814,14.0624471780189,13.8301775235414,13.3045193909795
"hsa-mir-27b",12.2772007361383,11.798922136798,12.4498881375896,12.1691579675906,11.601094712076,11.6865866135895,11.08273015273,12.1120192166522,11.463262602548,10.7725299590591,11.5517988092786,11.581392550239,12.0107872166607,11.5611518527888,11.1389438511779,13.376095847106,11.1530607699465,12.5507803004829,14.6178777755078,12.8740136986858,13.3075633944231
"hsa-mir-142",13.4713241014835,14.6332054917525,13.5620485967633,13.8812216281017,13.9601386557081,13.8018517898213,13.988865480028,13.5367640560334,12.8925647073496,14.6206073161602,14.8912337792743,14.4957540203365,14.2311915433458,14.0047609007357,14.2229273674297,14.0427949097855,14.7466875296672,13.9822629941934,14.0750737975269,13.8487072699052,13.3247926309252
"hsa-mir-126",13.3701208797854,13.6015324420446,14.2557114134674,13.5333568847976,13.4678471608927,13.6692198701952,12.8021589072808,13.9885716043717,13.3937809512568,13.1404609132998,13.4463515266143,13.7810769954697,12.9417820752935,13.2670996625831,13.3868497144475,12.9625937362911,13.3961812176472,13.2600869208743,13.2986458417515,13.4266407565869,13.3604057824021
"hsa-miR-26b-5p",13.9866003609839,12.8709555111146,13.1609431631377,13.1453913612458,12.5120796507216,13.0645794891755,12.8110790688988,12.8193702336835,12.3955990831243,12.0213972645162,13.195152080258,13.2085939933606,12.8029405233624,12.6090150914993,12.7783403920186,12.4005814468337,12.2599383520574,12.0790932946825,13.1734512102143,12.5194208381172,13.4330063953305
"hsa-mir-26b",13.9875741244164,12.8720462503585,13.1674474405548,13.1528110680659,12.5167680030694,13.0690617099973,12.8228874669656,12.8224440070249,12.4031532766424,12.0453745585042,13.1989044253908,13.2163457811268,12.8078174782124,12.6122163348954,12.7798613040588,12.4095149731416,12.2599383520574,12.0996109092626,13.1880289383265,12.5283935595246,13.4416220683086
"hsa-miR-181a-5p",12.6423761720871,13.5935251599759,13.4410616313086,13.617491487436,13.1003475749331,13.2567046243631,13.5210900905586,13.5366860767539,13.6445228437365,13.5060071181191,13.6493018550255,13.2142080009206,13.0534478665252,12.80918488716,12.8325656813795,13.1405570086996,13.8581566418837,13.2789203655327,13.2049927246382,13.1504225052497,13.6245894402433
"hsa-mir-181a-1",12.6490998353868,13.6004046922462,13.4476676550892,13.6200633146243,13.1034676863506,13.267795348843,13.5332291648278,13.5413573770656,13.6529961870719,13.5116658535336,13.6574209197222,13.2152263865829,13.0570934866558,12.8168690242133,12.8381424134971,13.1459125954512,13.8621463392988,13.2900321272711,13.2115129398887,13.1596918503783,13.6360163673805
"hsa-mir-181a-2",12.664647291284,13.6065964311497,13.449225478708,13.6254066078869,13.111238570115,13.2679036604046,13.5307767812301,13.5378553211906,13.662469589641,13.5130099061165,13.655459438575,13.2244608092435,13.075184669924,12.8146210140265,12.8450604480614,13.1513469996998,13.8626846414626,13.2789203655327,13.2225925983924,13.1631525578812,13.6422989792759
"hsa-let-7i-5p",14.7683191420103,14.0598730071068,15.1368856648045,14.1497683922736,14.3798075111055,14.2636001202106,14.7787026186074,13.7659849216172,14.4791887363144,14.4963279752416,14.3732914978837,14.6545238343774,14.6899883115744,14.4353089911706,14.7054244790539,14.5455234020124,14.1504797441133,14.2072921182611,14.3265530554302,14.2491759017125,13.9346318345517
"hsa-let-7i",14.768814834562,14.0613764382003,15.1377416023398,14.1503615730724,14.3803435450531,14.2653371727463,14.7787026186074,13.770899155039,14.4791887363144,14.4986365142249,14.3740177389363,14.6563995846079,14.6906485422898,14.4353089911706,14.7067243813743,14.5464236423357,14.1563753425773,14.2101254132729,14.3265530554302,14.2499355472054,13.9385642429664
"hsa-miR-221-3p",13.65430148161,13.8478387538313,14.0926436951488,13.8408171822227,13.7237813801037,13.9766362527844,14.6123880158474,14.3098432756753,14.5649416928227,14.332733442917,14.123215315325,13.8181469557532,14.0761120632825,14.0539652734896,13.5049532609946,14.0215328258378,14.1359462397242,14.3288880407512,13.9930913843289,14.1437018688229,14.0340957343918
"hsa-mir-221",13.65430148161,13.8478387538313,14.0945789804688,13.8408171822227,13.7244570661357,13.9766362527844,14.6123880158474,14.3098432756753,14.5671850040774,14.332733442917,14.123215315325,13.8181469557532,14.0761120632825,14.0539652734896,13.5055278985412,14.0215328258378,14.1359462397242,14.3288880407512,13.9930913843289,14.1462688009048,14.0340957343918
"hsa-mir-320b-1",12.1025059972309,10.6213721033092,11.0698318148539,12.1831391755919,11.8665025367106,11.900371609608,12.9516722316466,12.5015248844873,13.7200572891012,11.8558534052902,11.4625309283669,12.7748388522057,12.1728714509858,12.6940564752635,11.9287759706636,13.2996706914864,12.4564645575897,12.5090548487932,13.9039621555327,12.881596231682,14.042341856036
"hsa-miR-320b",12.1112883830314,10.6235942151627,11.0511947919639,12.1790753006584,11.8665025367106,11.8911196696226,12.9619028673158,12.5018444694989,13.7254238175526,11.8592391022133,11.4637010573442,12.7764956164155,12.171190352415,12.6940564752635,11.9359559888822,13.3035807715351,12.4386671018764,12.5090548487932,13.9040920085438,12.8862104591622,14.0472670001165
"hsa-mir-320b-2",12.1112883830314,10.6235942151627,11.0511947919639,12.1790753006584,11.8665025367106,11.8911196696226,12.9619028673158,12.5018444694989,13.7254238175526,11.8592391022133,11.4637010573442,12.7764956164155,12.171190352415,12.6940564752635,11.9359559888822,13.3035807715351,12.4386671018764,12.5090548487932,13.9040920085438,12.8862104591622,14.0472670001165
"hsa-miR-25-3p",14.8259245645461,14.1337736378835,14.2360435471857,15.3764317645708,15.6749849835249,15.2235803685041,14.8396129176105,14.7506181018965,14.4857259061927,15.6437093393334,15.8411974808875,15.287776951331,15.8736043076093,15.6241846963846,15.7209569313644,15.4007420939405,15.2154386913953,15.3304162822254,15.3907099426654,15.454209141965,14.2542163138978
"hsa-mir-25",14.828154983485,14.1358508380003,14.2360435471857,15.3776354869069,15.6759022523698,15.2235803685041,14.8426479844636,14.7517270386853,14.4857259061927,15.6440774134784,15.8419100958769,15.288527031989,15.8743148078803,15.6263350305453,15.7216742584505,15.4028147353242,15.2189325741599,15.3304162822254,15.3907099426654,15.4555269000377,14.2570533283584
"hsa-miR-21-5p",13.6379594801004,13.5721123636203,13.6135696599986,14.1475417895708,14.0622858916216,13.8650049532128,15.5926640766558,13.9002339376276,13.9073023868192,13.5789211202369,13.9348245586336,13.7304766883125,13.8267958970137,13.5715624964214,13.4586992637722,13.7920064017431,13.8956731541809,13.7410902849011,14.5468023736349,14.0767138066494,14.2597276179842
"hsa-mir-21",13.6656621501337,13.5961677648961,13.6435050187346,14.1558369642086,14.0660225357679,13.8727171111835,15.6171449516655,13.9045913373454,13.9208149416526,13.5804604164279,13.9532695657037,13.760086670136,13.8483898753058,13.5908541927477,13.4818364216906,13.8244073441349,13.9232870817776,13.7815261753541,14.5658053451459,14.091501218527,14.2909769752901
