"","GSM1614720","GSM1614721"
"hsa-miR-520g",15.2210092931972,4.04066364980707
"hsa-miR-4454",13.3113907184183,13.79721466697
"hsa-miR-6089",13.4015795390321,13.0941397215448
"hsa-miR-4281",12.7715146421636,11.5656799928847
"hsa-miR-6087",12.3674357744695,11.9988580015918
"hsa-miR-6090",11.5162767024102,11.3676762910983
"hsa-miR-1234-5p",11.3653847043985,11.1870328137609
"hsa-miR-6125",11.2916052846005,11.0004373915123
"hsa-miR-6088",11.1425908535382,10.8985537754147
"hsa-miR-4516",11.0107371871082,10.9709873481604
"hsa-miR-3960",11.0286658369288,10.8476148924515
"hsa-miR-5100",10.5945065623934,11.0769899121703
"hsa-miR-4459",10.3135837170905,10.2946632480399
"hsa-miR-2861",10.4745688763817,10.1069319091335
"hsa-miR-3656",10.2655517587176,9.97602990516411
"hsa-miR-21-5p",9.78023380822599,9.76060186615168
"hsa-miR-4687-3p",9.9154944594661,9.51061801224405
"hsa-miR-4466",9.55205442845052,9.43533897595508
"hsa-miR-1246",9.26474870060139,9.61936440392759
"hsa-miR-1225-5p",9.5929962652254,9.24307494358227
"hsa-miR-3665",9.38693334967806,9.03762986193237
"hsa-miR-1260a",8.80152665680501,9.26746463534332
"hsa-miR-4505",8.9444675653684,8.90085684791784
"hsa-miR-5787",8.88047034148382,8.87438232818209
"hsa-miR-4286",8.39895398948728,8.90724761845138
"hsa-miR-6510-5p",8.50330897781191,8.82759739642877
"hsa-miR-1268a",8.74491454545408,8.42510048307924
"hsa-miR-205-5p",8.52479477661356,8.62132406358519
"hsa-miR-1915-3p",8.59362567006418,8.33913025696205
"hsa-miR-630",8.16736394966095,8.55176323869198
"hsa-miR-638",8.48979578971706,8.23840235075515
"hsa-miR-6724-5p",8.30676713838578,8.37976823196781
"hsa-miR-937-5p",8.53707082256933,8.11330043583336
"hsa-miR-23a-3p",8.41200874843956,8.25527647483453
"hsa-miR-5703",7.7184171133421,7.95474419776183
"hsa-miR-4634",7.75419337217415,7.79073164392019
"hsa-miR-4763-3p",7.83000680706333,7.57089776882258
"hsa-miR-4433-3p",7.79176328948597,7.61492917597366
"hsa-miR-762",7.65736418630899,7.55257381117984
"hsa-miR-6076",7.39167923258798,7.77075836281319
"hsa-miR-483-5p",7.5190622054748,7.60214283320682
"hsa-miR-3940-5p",7.71268243858764,7.28474083205578
"hsa-miR-1260b",7.16443030617767,7.65677021064169
"hsa-miR-125b-5p",7.34638785197762,7.48851741901745
"hsa-miR-1247-5p",1.97358225602755,8.25344427750309
"hsa-miR-1202",7.47652669511124,6.86588418153952
"hsa-miR-3162-5p",7.34870691193912,7.00800723755833
"hsa-miR-1587",7.16172950113466,7.19339131053292
"hsa-miR-4463",7.28116687702289,7.03061748240827
"hsa-miR-24-3p",7.17419066931181,7.05728563092325
"hsa-miR-3195",7.0400266415345,7.18702637834817
"hsa-miR-1207-5p",7.18987890595722,7.01415440870467
"hsa-miR-27a-3p",7.22743977706758,6.90226656908307
"hsa-miR-4507",7.06159368943985,7.07757521642348
"hsa-miR-197-5p",7.09191029995228,7.00909742930621
"hsa-miR-6124",6.96928290261584,7.11345776563901
"hsa-miR-4298",6.87949870704415,7.18466313710393
"hsa-miR-765",6.91947476265542,7.10751944743226
"hsa-miR-22-3p",7.0819946487527,6.94086795540684
"hsa-let-7b-5p",6.32772544277569,7.32752300397203
"hsa-miR-141-3p",6.97859034867212,6.74240241238305
"hsa-miR-1273g-3p",6.73578751346946,6.98092784508526
"hsa-miR-1268b",7.0681301286064,6.60936079070519
"hsa-miR-6165",7.04564282155647,6.59056878688945
"hsa-miR-6127",6.97783056151154,6.63570114521474
"hsa-miR-574-5p",6.53996137781639,6.94476710345723
"hsa-miR-7-5p",6.31226019363533,7.0635104922754
"hsa-let-7a-5p",6.11873492905036,7.13578827951022
"hsa-miR-6126",7.07719278577566,6.16104176527953
"hsa-miR-4778-5p",6.56078586486091,6.73193128270549
"hsa-miR-1290",6.21876470299107,6.92108637388001
"hsa-miR-3679-5p",6.6291241671527,6.57411952652324
"hsa-miR-200b-3p",6.4084168730949,6.74982787181925
"hsa-miR-5739",6.54912282056389,6.5927821676461
"hsa-miR-4741",6.50720840643027,6.62414623408828
"hsa-miR-200c-3p",6.4141110029001,6.69880049603797
"hsa-miR-29a-3p",6.4501092965861,6.56811649266444
"hsa-miR-4669",6.46706668029227,6.53950331036982
"hsa-let-7f-5p",5.99370877591109,6.85553130977152
"hsa-miR-4443",6.0881114838584,6.69344653359369
"hsa-miR-19b-3p",6.61532079913226,6.17792018340111
"hsa-miR-4271",6.26393224163283,6.41960242937052
"hsa-miR-3141",6.32998698108056,6.28654537909618
"hsa-miR-4786-5p",5.673778860015,7.34819346141396
"hsa-miR-6085",6.32182493850405,6.23721646302788
"hsa-miR-4677-5p",7.13362414363308,1.41855806487574
"hsa-miR-4644",5.93759462906789,6.26544739815863
"hsa-miR-4730",6.35044774199318,5.81293019904639
"hsa-miR-3663-3p",5.99806910380794,6.1831504155019
"hsa-miR-4800-5p",5.79639009733101,6.32954342405537
"hsa-miR-3927-5p",7.03652311461399,2.13873453535506
"hsa-miR-6722-3p",6.04189324892406,6.10890954222997
"hsa-miR-4707-5p",6.10160196584965,6.00630565481226
"hsa-miR-6068",6.07009088242509,6.01479401624552
"hsa-miR-6716-3p",6.12657150133352,5.87562576113774
"hsa-miR-3135b",5.47913547370633,6.38035369774198
"hsa-miR-671-5p",6.17076873127431,5.70809230422604
"hsa-miR-4534",5.79114725656018,6.08245564801216
"hsa-miR-29b-3p",5.90285334063124,5.96124014834662
"hsa-let-7c",5.13538464960992,6.42490344992112
"hsa-miR-940",5.92441348091225,5.87834279514035
"hsa-miR-4455",5.42738358369997,6.19560134700828
"hsa-miR-92a-3p",5.673778860015,6.02020459095991
"hsa-miR-16-5p",5.70809727174227,5.93566600073458
"hsa-miR-4787-5p",5.88219916896501,5.7678547173431
"hsa-miR-15a-5p",6.30769190228988,5.07659158789725
"hsa-miR-197-3p",5.72748649196307,5.88449999608391
"hsa-miR-320c",5.65270560730632,5.92626254403348
"hsa-miR-5001-5p",5.96591169786161,5.57153392876544
"hsa-miR-574-3p",5.72825060340414,5.82544271772476
"hsa-miR-20a-5p",5.88150042266813,5.65381757711353
"hsa-miR-23b-3p",5.82400583360907,5.67679884147883
"hsa-miR-17-5p",5.70718351296241,5.77829427330313
"hsa-miR-642a-3p",5.82775044417375,5.50103271288776
"hsa-miR-30b-5p",5.78375495860373,5.48912510754897
"hsa-miR-30a-5p",5.7135217902548,5.53034671617755
"hsa-miR-4530",5.57920368588134,5.66237329151091
