"","GSM2779536","GSM2779537","GSM2779538","GSM2779539","GSM2779540","GSM2779541","GSM2779542","GSM2779543","GSM2779544","GSM2779545","GSM2779546","GSM2779547","GSM2779548","GSM2779549","GSM2779550","GSM2779551","GSM2779552","GSM2779553","GSM2779554","GSM2779555","GSM2779556","GSM2779557","GSM2779558","GSM2779559","GSM2779560","GSM2779561","GSM2779562","GSM2779563","GSM2779564","GSM2779565","GSM2779566","GSM2779567"
"hsa-miR-4510",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.0339,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.6708,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4513",-3.3219,2.4801,3.3686,7.7992,5.3774,-3.3219,-3.3219,-3.3219,2.6807,4.9744,2.3188,-3.3219,-3.3219,-3.3219,-3.3219,3.1087,3.5714,4.0157,4.8916,-3.3219,-3.3219,4.3972,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4514",-3.3219,3.2287,3.8154,4.1579,-3.3219,-3.3219,-3.3219,-3.3219,2.2176,3.3601,-3.3219,-3.3219,4.2202,3.3768,-3.3219,3.3056,-3.3219,-3.3219,2.0143,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4515",6.2334,6.2893,8.0912,9.1676,8.1851,3.929,5.4598,4.3005,7.9518,7.7675,7.7477,4.3743,4.188,4.2914,5.927,6.8791,6.1581,6.641,7.1932,3.0852,2.771,6.5575,1.6813,2.661,2.6758,2.9191,3.1992,2.6696,1.863,3.2665,4.3083,1.7767
"hsa-miR-4516",9.56,10.3036,12.1285,14.078,12.673,8.9684,8.9704,10.7592,10.4275,11.2381,10.6047,7.6531,9.1051,7.4104,9.772,10.0386,9.8516,11.0464,11.9162,7.0717,7.8791,10.3054,6.0499,6.757,6.2321,6.8266,6.4922,6.7361,6.9706,6.4158,7.6853,6.2301
"hsa-miR-4519",-3.3219,-3.3219,-3.3219,3.2455,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-451a",7.1949,8.2575,7.0372,6.7751,-3.3219,9.1786,9.5608,8.7659,6.2012,6.2632,7.2712,7.9195,8.2104,8.4423,7.8864,2.2055,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.6761,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-451b",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.6572,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-452-5p",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.0858,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.4116,2.8551,-3.3219,-3.3219,-3.3219
"hsa-miR-4520b-3p",-3.3219,-3.3219,-3.3219,3.7489,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4521",-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.6662,-3.3219,-3.3219,-3.3219,1.4541,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4522",-3.3219,-3.3219,3.0856,7.0853,5.6618,-3.3219,-3.3219,-3.3219,3.6411,6.178,3.8765,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,5.7979,6.1843,6.8395,-3.3219,-3.3219,6.3253,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.4615,-3.3219
"hsa-miR-4530",10.2434,11.2403,12.5717,14.448,11.9764,7.0222,7.8381,9.0005,12.3214,13.156,10.9369,8.4358,7.5897,8.346,10.2323,11.5593,7.7717,8.8283,9.641,5.7755,6.2776,8.6421,5.2276,5.6962,5.5145,5.9977,5.4782,5.6344,5.6092,5.6243,6.632,5.1243
"hsa-miR-4531",-3.3219,-3.3219,3.4829,-3.3219,-3.3219,1.8838,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.6686,-3.3219,1.7853,-3.3219,-3.3219,-3.3219,2.2071,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4532",5.0434,5.8927,6.355,12.4819,7.4043,3.6529,4.4643,4.9776,6.5736,7.3527,6.0495,2.0638,4.3665,4.316,4.7812,5.3568,3.6053,4.1857,4.7609,-3.3219,-3.3219,4.2308,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.8421,-3.3219
"hsa-miR-4533",-3.3219,-3.3219,-3.3219,4.2504,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.366,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4534",6.5264,7.3216,8.7467,9.721,7.6396,6.6917,6.8061,7.4115,8.3881,9.09,6.8322,4.5453,4.4068,3.9546,6.2222,7.3914,4.3856,5.2942,6.1044,-3.3219,-3.3219,6.0694,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4535",-3.3219,2.0722,2.2808,5.1968,3.0575,-3.3219,-3.3219,-3.3219,3.2072,3.2526,-3.3219,-3.3219,-3.3219,-3.3219,1.6803,1.7451,1.5465,1.953,3.8521,-3.3219,-3.3219,3.6303,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4538",-3.3219,-3.3219,-3.3219,5.629,4.5635,-3.3219,2.7052,1.7747,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.852,3.1406,-3.3219,-3.3219,2.0212,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4539",-3.3219,-3.3219,-3.3219,4.575,2.0198,2.4593,-3.3219,3.538,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.9864,4.1813,4.6249,-3.3219,-3.3219,5.3132,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-454-3p",-3.3219,-3.3219,1.9977,-3.3219,-3.3219,2.1616,1.6538,2.2087,-3.3219,-3.3219,-3.3219,2.0165,-3.3219,-3.3219,1.9087,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.0712,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-455-3p",4.5933,2.1087,5.3939,-3.3219,-3.3219,3.3108,3.5214,5.2713,2.1239,-3.3219,1.9311,4.5167,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.1239,-3.3219,1.702,4.5767,2.7779,-3.3219,1.898,3.3713,-3.3219,-3.3219,-3.3219,2.7781
"hsa-miR-455-5p",-3.3219,-3.3219,2.1283,-3.3219,-3.3219,-3.3219,-3.3219,1.999,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4632-5p",3.6417,4.8767,5.0762,7.6787,5.2788,4.0117,4.7468,4.6338,4.3074,5.1464,3.4582,2.9976,4.6679,4.6485,3.8431,4.1578,-3.3219,-3.3219,3.3743,-3.3219,-3.3219,1.8933,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4633-5p",5.1717,4.2253,-3.3219,-3.3219,-3.3219,4.8752,4.7968,5.0955,2.065,2.0049,2.1442,4.5949,3.3557,2.8599,3.4228,-3.3219,1.6364,1.8562,2.0148,-3.3219,-3.3219,2.8521,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4634",4.7339,5.6623,7.8168,10.5972,9.3013,5.3336,4.1733,6.3257,6.306,6.476,6.044,2.9979,-3.3219,3.0646,4.6387,6.8063,4.3612,6.0284,6.3495,-3.3219,-3.3219,4.9346,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.6262,-3.3219
"hsa-miR-4636",-3.3219,-3.3219,-3.3219,2.5187,2.2343,-3.3219,-3.3219,-3.3219,2.1212,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.3103,4.7268,5.1378,-3.3219,-3.3219,4.3283,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.3271,-3.3219
"hsa-miR-4638-3p",-3.3219,-3.3219,-3.3219,3.4717,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4640-5p",-3.3219,-3.3219,1.6894,4.9842,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.1106,-3.3219,-3.3219,2.0714,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4644",1.838,2.3147,4.3491,6.078,-3.3219,6.5334,5.7006,5.3829,-3.3219,2.1939,-3.3219,2.4536,-3.3219,-3.3219,-3.3219,2.6009,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4646-3p",-3.3219,2.0941,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4646-5p",3.2853,4.2122,4.8026,6.2173,3.9593,-3.3219,1.9931,3.491,3.7702,4.2707,3.3479,-3.3219,-3.3219,3.4635,1.707,4.046,4.0438,4.1048,5.3078,-3.3219,-3.3219,5.2098,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4647",-3.3219,-3.3219,-3.3219,6.6354,4.5736,-3.3219,-3.3219,2.3763,-3.3219,2.8526,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,4.1574,4.4774,5.2515,-3.3219,-3.3219,4.7135,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4648",-3.3219,-3.3219,-3.3219,2.1902,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4649-3p",3.3187,3.7167,3.1673,3.5605,3.094,3.4589,3.6545,3.589,3.2753,2.9366,3.1146,3.0596,3.464,3.2054,3.4046,1.8287,1.6613,2.8121,2.9957,2.9408,3.2276,2.3017,2.4476,2.9098,2.7111,3.2957,2.9875,2.7386,-3.3219,2.9797,3.5586,2.5181
"hsa-miR-4651",3.9204,5.1556,6.6186,9.9669,6.7686,3.25,2.4696,4.7102,5.2897,6.6553,4.1884,-3.3219,-3.3219,-3.3219,4.3558,4.1437,5.6766,6.6208,7.5658,-3.3219,-3.3219,6.571,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.3396,-3.3219
"hsa-miR-4653-3p",5.4681,4.9248,5.0098,5.6417,4.8723,-3.3219,3.8165,3.8586,5.2036,6.2943,5.0533,1.4057,-3.3219,-3.3219,1.7457,2.7726,4.6146,4.9566,5.575,2.8919,2.6682,5.1271,-3.3219,2.6863,2.9967,3.0307,2.8887,2.9449,3.1381,3.0272,3.6139,2.7443
"hsa-miR-4655-3p",-3.3219,-3.3219,2.7401,6.5765,5.316,-3.3219,-3.3219,-3.3219,-3.3219,2.7023,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4655-5p",2.0316,3.7202,4.2941,6.9886,4.086,4.3529,5.2472,4.585,3.581,5.3531,2.9678,-3.3219,3.7877,3.5729,3.5739,3.2113,-3.3219,-3.3219,2.9243,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4656",-3.3219,-3.3219,-3.3219,6.1851,5.9184,-3.3219,-3.3219,-3.3219,2.6389,3.1023,3.1788,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,6.1778,6.6568,6.8917,1.9759,1.6895,6.3746,-3.3219,2.0924,1.5539,1.973,1.9524,1.9669,2.201,2.1107,3.7272,1.4433
"hsa-miR-4659a-3p",4.5259,5.4981,5.4433,5.3825,5.7047,-3.3219,2.3085,-3.3219,6.6949,6.7994,5.3642,3.3222,-3.3219,-3.3219,4.3701,4.0576,3.4038,3.7544,4.0756,-3.3219,-3.3219,3.5932,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4660",-3.3219,-3.3219,-3.3219,3.6713,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.91,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.9463,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4664-3p",-3.3219,-3.3219,3.1077,5.7065,3.9391,-3.3219,1.6511,-3.3219,1.9599,4.1397,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4665-3p",4.5938,4.7513,4.8161,7.7588,5.4451,4.285,4.8032,4.7688,4.8056,5.5373,4.3446,3.7168,3.8449,3.5789,4.219,4.7845,3.7698,4.3207,4.6763,3.4831,3.4946,4.2829,3.3662,3.4076,3.6144,3.5431,3.3893,3.4084,3.0064,3.5954,3.6198,3.2705
"hsa-miR-4665-5p",2.1655,3.6372,5.6284,7.07,5.7079,-3.3219,-3.3219,3.9278,4.2814,4.8481,2.1748,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,3.0727,3.8671,-3.3219,-3.3219,1.9413,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4666b",-3.3219,-3.3219,-3.3219,3.2476,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4667-3p",-3.3219,-3.3219,-3.3219,1.8698,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4667-5p",2.0371,3.1769,4.1023,5.8333,4.7061,5.2815,5.4369,4.6682,2.5053,2.5969,2.6564,1.4758,3.5038,2.5349,-3.3219,1.8473,4.9916,5.3437,5.7015,-3.3219,-3.3219,5.8783,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.9031,-3.3219
"hsa-miR-4669",5.1631,5.2482,5.7176,8.7146,6.2649,7.257,6.6832,6.5569,5.1117,5.4547,5.0452,4.6778,5.1629,3.6637,4.5252,5.1686,5.1496,5.7012,6.4911,1.675,-3.3219,6.2698,-3.3219,-3.3219,-3.3219,1.6254,1.459,2.4891,-3.3219,1.4359,3.3094,1.3797
"hsa-miR-4672",5.2707,6.2724,6.7833,13.1498,7.0728,4.0522,4.5013,4.8509,5.2427,7.0837,6.8215,2.6456,4.5146,4.9681,4.2916,6.1237,4.0632,4.5502,5.0252,6.816,3.2924,4.537,2.9596,3.0624,3.835,3.7805,3.7425,3.8524,3.4512,3.6472,3.9207,6.7844
"hsa-miR-4673",-3.3219,2.148,2.8208,6,5.027,-3.3219,-3.3219,2.0831,3.1848,4.3018,1.8649,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.8475,2.5301,3.37,-3.3219,-3.3219,3.0082,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4674",-3.3219,-3.3219,2.0782,6.0855,2.138,-3.3219,-3.3219,-3.3219,-3.3219,2.3418,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4682",-3.3219,-3.3219,-3.3219,4.2794,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4683",-3.3219,-3.3219,-3.3219,1.7561,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4684-3p",-3.3219,-3.3219,-3.3219,4.7513,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.8974,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4685-5p",2.842,4.2447,4.788,5.1568,3.1644,2.0771,4.4001,3.4295,3.8432,4.2075,3.1617,1.4526,3.6855,2.3246,1.9695,4.0132,-3.3219,-3.3219,2.1015,-3.3219,-3.3219,2.034,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4687-3p",8.6638,9.8384,10.5234,12.904,11.9086,8.083,7.6384,10.1668,9.9892,10.3901,8.6585,7.4053,7.2214,6.264,8.057,7.9997,6.9767,8.6018,9.1482,4.7412,4.6667,7.9012,4.058,4.459,4.4275,4.7621,4.4693,4.2977,4.6016,4.4828,5.3537,4.1433
"hsa-miR-4688",-3.3219,-3.3219,2.2947,5.1549,2.057,-3.3219,3.6142,3.4029,-3.3219,1.7289,-3.3219,-3.3219,2.0222,3.0254,-3.3219,-3.3219,1.9672,2.3905,3.6919,-3.3219,-3.3219,3.6653,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4689",2.7466,5.3328,5.8218,8.8371,7.356,-3.3219,3.5904,4.1039,6.0728,8.23,4.7152,-3.3219,-3.3219,2.6506,3.5073,4.4046,3.6426,4.7707,5.4345,-3.3219,-3.3219,4.4622,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4690-5p",1.7827,2.5055,2.4,6.3867,5.3903,3.2195,1.653,4.1786,2.7913,3.1142,2.6745,-3.3219,-3.3219,-3.3219,2.2253,2.0178,2.8165,3.3165,4.2425,-3.3219,-3.3219,4.2369,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4691-5p",-3.3219,-3.3219,-3.3219,2.4553,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4695-5p",3.7977,4.3154,5.7151,9.2374,6.1683,-3.3219,3.2897,4.1317,5.3656,6.2799,4.8328,-3.3219,-3.3219,1.3785,4.1157,3.8023,3.1702,3.991,4.6603,-3.3219,-3.3219,4.1283,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4697-5p",3.6163,5.0338,4.1857,8.3222,7.1015,2.0991,2.4879,4.1407,5.1638,7.9001,5.8845,-3.3219,-3.3219,-3.3219,3.3612,2.642,6.8964,7.2767,7.9452,1.7716,-3.3219,7.4666,-3.3219,1.9743,-3.3219,1.6138,2.423,1.4861,-3.3219,2.3148,4.4165,-3.3219
"hsa-miR-4698",5.135,5.7875,6.4303,6.2622,4.2276,3.7499,4.266,4.4498,6.2188,6.399,5.0407,4.8895,3.4313,3.1442,4.1182,5.3144,3.3006,3.8217,4.5699,-3.3219,-3.3219,4.4076,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.4376,-3.3219
"hsa-miR-4701-3p",5.2106,6.9695,5.772,8.0815,6.5206,5.9364,1.6293,4.3918,6.5634,8.3908,5.2209,4.3182,3.5505,-3.3219,5.274,6.2922,2.958,3.4965,4.3814,3.3621,3.3583,4.5337,-3.3219,2.893,-3.3219,3.1401,3.2939,1.503,-3.3219,2.6775,4.6471,-3.3219
"hsa-miR-4701-5p",-3.3219,-3.3219,-3.3219,3.1269,-3.3219,-3.3219,3.0971,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.7591,-3.3219,-3.3219,-3.3219,-3.3219,1.742,2.9061,3.3362,3.4347,1.3688,2.7585,-3.3219,3.3713,2.9789,1.5403,-3.3219,2.8326,3.8398,-3.3219
"hsa-miR-4707-3p",-3.3219,3.231,6.0029,8.2049,-3.3219,-3.3219,-3.3219,3.5631,5.1838,8.1731,2.2165,-3.3219,-3.3219,-3.3219,2.7929,3.3884,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4707-5p",2.6274,3.3447,3.2271,5.965,6.7548,2.2676,-3.3219,2.2078,3.1179,2.6058,1.9752,-3.3219,-3.3219,-3.3219,-3.3219,2.0845,-3.3219,-3.3219,1.7579,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4710",-3.3219,3.2491,2.8496,4.3881,-3.3219,3.3846,-3.3219,-3.3219,1.9462,3.2808,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.9182,-3.3219,1.7459,3.6036,-3.3219,-3.3219,3.465,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,1.58,-3.3219
"hsa-miR-4711-3p",-3.3219,2.1195,-3.3219,-3.3219,-3.3219,3.0911,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219
"hsa-miR-4713-3p",3.4684,4.8078,6.5556,7.251,4.8544,4.3456,3.9707,5.1796,4.0463,5.8488,5.1324,1.5075,3.9487,3.616,4.2644,3.7277,5.9682,6.2211,7.0029,3.6371,3.1547,6.7755,2.9992,3.5147,2.9149,3.222,3.3841,2.8996,3.3534,3.4046,4.4673,2.5843
"hsa-miR-4716-3p",1.9156,2.3911,5.2672,5.5998,3.6153,4.7048,3.8813,4.4011,1.9588,4.2945,3.5609,1.4529,-3.3219,-3.3219,-3.3219,1.9969,4.4379,4.6437,5.4652,-3.3219,-3.3219,5.208,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,-3.3219,2.7991,-3.3219
