"","GSM1824825","GSM1824826","GSM1824827","GSM1824828","GSM1824829","GSM1824830"
"hsa-miR-1206",4.84,4.91,4.75,5.16,5.13,5.03
"hsa-miR-1207-3p",6.08,7,6.07,6.7,6.23,6.27
"hsa-miR-1207-5p",5.51,5.56,5.38,5.94,5.94,5.83
"hsa-miR-1208",4.65,4.74,4.54,5.07,5.02,4.95
"hsa-miR-122",5.35,5.38,5.23,6.48,5.88,5.71
"hsa-miR-122*",4.78,4.75,4.83,5.15,5.12,4.92
"hsa-miR-1224-3p",5.02,5.06,4.99,5.48,5.38,5.37
"hsa-miR-1224-5p",5.11,5.32,5.02,5.57,5.44,5.41
"hsa-miR-1225-3p",5.05,5,4.88,5.48,5.38,5.41
"hsa-miR-1225-5p",5,4.97,4.9,5.48,5.49,5.36
"hsa-miR-1226",5.22,5.24,5.24,5.53,5.55,5.38
"hsa-miR-1226*",4.88,4.88,4.7,5.23,5.11,5.07
"hsa-miR-1227",5.57,5.48,5.45,5.92,5.97,5.85
"hsa-miR-1228",5.05,5.08,4.93,5.39,5.28,5.24
"hsa-miR-1228*",5.52,5.54,5.34,5.88,5.89,5.77
"hsa-miR-1229",4.82,4.91,4.73,5.22,5.16,5.11
"hsa-miR-1231",5.31,5.33,5.09,5.82,5.76,5.66
"hsa-miR-1233",4.85,4.85,4.73,5.4,5.31,5.22
"hsa-miR-1234",4.75,4.6,4.9,4.85,4.94,4.66
"hsa-miR-1236",5.68,5.83,6.07,5.98,5.92,5.74
"hsa-miR-1237",4.94,4.99,4.92,5.33,5.13,5.14
"hsa-miR-1238",4.63,4.55,4.28,4.98,4.87,4.91
"hsa-miR-124",5.14,5.3,5.28,5.54,5.51,5.49
"hsa-miR-124*",4.88,6.64,5.06,5.56,5.15,5.34
"hsa-miR-1243",4.72,4.79,4.76,5.16,5.03,5.09
"hsa-miR-1244",5.57,5.46,5.34,5.78,5.88,5.74
"hsa-miR-1245",4.13,5.5,3.88,4.4,4.36,4.45
"hsa-miR-1246",10.98,13.17,12.84,11.89,10.56,13.05
"hsa-miR-1247",5.51,5.38,5.67,5.49,5.69,5.34
"hsa-miR-1248",6.93,5.1,7.78,5.34,7.71,5.16
"hsa-miR-1249",6.17,6.25,6.07,6.53,6.46,6.45
"hsa-miR-1250",5.45,5.52,5.23,5.94,5.89,5.9
"hsa-miR-1251",4.58,4.75,4.59,5.17,5.07,5.06
"hsa-miR-1252",4.97,5.44,5.08,6.67,5.18,6.81
"hsa-miR-1253",4.61,5.07,4.88,5.47,4.62,6.4
"hsa-miR-1254",4.73,4.84,4.67,5.19,5.23,5.03
"hsa-miR-1255a",7.1,6.14,7.73,6.47,7.26,6.44
"hsa-miR-1255b",5.42,5.38,5.44,5.82,5.89,5.63
"hsa-miR-1256",4.66,4.24,4.19,4.65,4.57,4.5
"hsa-miR-1257",5.12,4.48,4.69,4.63,4.87,4.58
"hsa-miR-1258",5.61,6.39,5.6,5.87,5.84,5.99
"hsa-miR-1259",10.62,5.5,10.8,5.59,11.06,5.35
"hsa-miR-125a-3p",5.31,5.42,5.22,5.71,5.69,5.6
"hsa-miR-125a-5p",7.03,5.66,7.23,6.04,7.08,5.8
"hsa-miR-125b",5.17,4.97,4.99,5.41,5.36,5.26
"hsa-miR-125b-1*",4.66,4.79,4.92,4.99,4.63,4.84
"hsa-miR-125b-2*",4.96,5.04,5.15,5.04,4.99,4.88
"hsa-miR-126",5.31,5.11,5,5.54,5.8,7.77
"hsa-miR-126*",4.9,4.86,4.66,5.1,5.09,5.89
"hsa-miR-1260",13.75,6.38,13.99,7.58,13.5,8.37
"hsa-miR-1261",6.33,5.97,6.85,5.42,6.13,5.14
"hsa-miR-1262",5,4.95,4.84,5.36,5.23,5.28
"hsa-miR-1263",4.67,4.77,4.59,4.99,5.01,4.95
"hsa-miR-1264",8.97,5.74,9.09,5.55,9.39,5.66
"hsa-miR-1265",6.07,5.37,5.92,5.76,6.87,5.79
"hsa-miR-1266",4.54,4.6,4.46,4.93,4.85,4.81
"hsa-miR-1267",4.91,4.99,4.77,5.35,5.28,5.26
"hsa-miR-1268",5.7,5.68,5.47,6.21,6.2,6.11
"hsa-miR-1269",4.57,4.79,4.58,5.13,4.96,5.02
"hsa-miR-1270",5.89,5.38,6.3,5.78,6.2,5.67
"hsa-miR-1271",5.27,4.95,5.37,5.3,5.58,5.23
"hsa-miR-1272",5.07,5.07,5.18,5.33,5.37,5.25
"hsa-miR-1273",5.22,4.64,5.68,4.71,5.48,5.15
"hsa-miR-127-3p",4.81,4.82,4.66,5.12,5.11,5.04
"hsa-miR-1274a",9.24,4.81,9.51,5.24,9.38,5.3
"hsa-miR-1274b",7.78,5.07,7.95,5.41,7.79,5.32
"hsa-miR-1275",9.93,13.88,11.42,12.89,8.35,10.75
"hsa-miR-127-5p",4.68,4.74,4.69,5.3,5.32,5.22
"hsa-miR-1276",4.96,5.37,5.03,5.57,5.3,5.26
"hsa-miR-1277",5.13,5.04,5.09,5.37,5.43,5.24
"hsa-miR-1278",4.97,5.07,4.82,5.42,5.34,5.25
"hsa-miR-1279",5.34,5.49,5.11,5.77,5.75,5.66
"hsa-miR-128",5.99,5.34,6.09,5.72,6.07,5.61
"hsa-miR-1280",11.99,5.3,12.19,6.51,12.18,6.89
"hsa-miR-1281",5.98,5.86,6.02,6.37,6.21,6.22
"hsa-miR-1282",5.21,5.33,5.01,5.55,5.53,5.55
"hsa-miR-1283",4.06,5.34,4.04,4.84,4.69,4.56
"hsa-miR-1284",5.82,5.65,6.12,5.59,5.98,5.45
"hsa-miR-1285",5.9,4.75,6.51,4.84,6.21,5.09
"hsa-miR-1286",4.55,4.57,4.57,5.07,5.05,5.05
"hsa-miR-1287",5.09,5.5,5.11,5.56,5.34,5.41
"hsa-miR-1288",4.7,4.69,4.67,5.17,5.08,5.1
"hsa-miR-1289",5.46,4.67,5.11,5.32,7.3,5.02
"hsa-miR-129*",7.32,4.75,7.31,5.03,7.28,4.86
"hsa-miR-1290",9.13,12.11,11.86,11.32,9.16,12.29
"hsa-miR-1291",5.28,5.79,5.66,5.38,5.49,5.01
"hsa-miR-1292",4.63,4.8,4.36,5.07,4.95,4.98
"hsa-miR-1293",5.41,5.43,5.23,5.91,5.84,5.76
"hsa-miR-129-3p",4.89,4.81,4.85,5.1,5.09,5
"hsa-miR-1294",5.23,5.58,5.12,5.84,5.45,5.6
"hsa-miR-1295",5.88,5.13,6.51,5.48,5.77,5.44
"hsa-miR-129-5p",7.52,8.98,8.77,7.56,6.75,6.41
"hsa-miR-1296",4.75,4.86,4.67,5.13,5.13,5.09
"hsa-miR-1297",9.77,5.98,9.83,6.45,9.34,5.8
"hsa-miR-1298",5.21,5.19,5.04,5.55,5.56,5.47
"hsa-miR-1299",6.76,6.14,7.42,6.84,6.95,5.79
"hsa-miR-1301",5.67,5.33,5.45,5.66,6,5.61
"hsa-miR-1302",4.74,4.8,4.71,5.11,5.06,5.09
"hsa-miR-1303",4.65,4.64,4.57,5,4.92,4.72
"hsa-miR-1304",5.88,5.32,6.26,5.54,6.26,5.61
"hsa-miR-1305",4.72,4.83,4.71,5.17,5.25,5.09
"hsa-miR-1306",5.01,5.03,4.79,5.39,5.42,5.42
"hsa-miR-1307",5.2,5.07,5.11,5.56,5.58,5.23
"hsa-miR-1308",9.94,5.35,10.11,6.14,10.58,7
"hsa-miR-130a",4.91,4.83,4.83,5.22,5.37,5.4
"hsa-miR-130a*",5.1,5.12,4.91,5.34,5.33,5.45
"hsa-miR-130b",5.92,5.94,5.94,6.02,6.2,5.88
"hsa-miR-130b*",5.34,5.22,5.56,5.58,5.56,5.36
"hsa-miR-132",4.64,4.33,4.63,4.8,4.79,4.69
"hsa-miR-132*",5.05,5.02,4.96,5.26,5.13,5.04
"hsa-miR-1321",6.49,5.45,6.98,5.71,6.61,5.48
"hsa-miR-1322",5.12,5.24,5,5.5,5.43,5.35
"hsa-miR-1323",4.67,4.74,4.71,5.13,5.11,5.04
"hsa-miR-1324",4.46,4.47,4.38,4.86,4.59,4.54
"hsa-miR-133a",4.44,4.32,4.13,4.58,4.35,4.26
"hsa-miR-133b",4.7,4.76,4.81,4.99,4.93,4.79
"hsa-miR-134",4.49,4.4,4.21,4.79,4.7,4.61
"hsa-miR-135a",5.3,5.05,4.85,5.36,6.06,5.27
"hsa-miR-135a*",5.13,5.35,5.27,5.6,5.53,5.43
"hsa-miR-135b",4.83,4.68,4.52,4.83,4.96,4.72
"hsa-miR-135b*",4.78,4.89,4.84,5.23,5.03,5.21
"hsa-miR-136",4.78,4.53,4.66,4.8,4.97,4.81
"hsa-miR-136*",4.79,4.81,4.7,5.22,5.2,5.14
"hsa-miR-137",3.74,3.75,3.73,5.16,5.24,4.46
"hsa-miR-138",4.71,4.71,4.89,4.97,10.17,5.49
"hsa-miR-138-1*",7.6,5.37,8.01,5.22,7.56,5.12
"hsa-miR-138-2*",5.1,4.96,4.93,5.37,5.44,5.31
"hsa-miR-139-3p",5.07,5.16,4.91,5.6,5.53,5.63
"hsa-miR-139-5p",4.66,4.27,4.59,4.54,4.52,4.9
"hsa-miR-140-3p",10.16,5.83,10.09,6.08,8.94,5.29
"hsa-miR-140-5p",7.55,3.84,7.7,4.26,7.6,3.78
"hsa-miR-141",6.46,5.04,6.49,5.47,6.35,5.33
"hsa-miR-141*",4.82,4.79,4.63,4.94,4.9,4.63
"hsa-miR-142-3p",13.43,7.9,13.99,8.4,13.45,7.81
"hsa-miR-142-5p",13.08,7.81,13.59,8.56,12.94,7.06
"hsa-miR-143",5.02,4.75,4.74,5.21,5.11,5.11
"hsa-miR-143*",4.99,5.11,4.71,5.44,5.23,5.39
"hsa-miR-144",7.64,5.24,5.62,5.07,5.14,7.72
"hsa-miR-144*",5,4.78,4.57,5.2,5.17,5.44
"hsa-miR-145",4.73,4.84,4.51,5.05,5.07,4.84
"hsa-miR-145*",4.82,4.22,4.85,4.21,4.7,4.12
"hsa-miR-1468",5.08,5.2,4.97,5.29,5.42,5.4
"hsa-miR-1469",5.84,8.23,7.87,7.25,5.67,5.66
"hsa-miR-146a",8.35,5.35,9.94,6.97,6.72,5.11
"hsa-miR-146a*",4.61,4.52,4.65,5.06,4.92,4.9
"hsa-miR-146b-3p",6.42,5.32,7.07,5.5,6.29,5.4
"hsa-miR-146b-5p",9.24,5.71,10,7.26,7.82,5.41
"hsa-miR-147",4.82,4.72,4.7,4.91,5.23,5.21
"hsa-miR-1470",5.19,5.2,5.28,5.41,5.36,5.16
"hsa-miR-1471",5.07,5.13,4.88,5.48,5.39,5.31
"hsa-miR-147b",5.21,5.36,5.2,5.69,5.57,5.63
"hsa-miR-148a",7.22,5.14,7.34,5.4,6.86,5.23
"hsa-miR-148a*",4.7,4.43,4.62,4.8,4.75,4.41
"hsa-miR-148b",7.49,5.44,7.47,5.79,7.55,5.65
"hsa-miR-148b*",4.85,4.73,4.82,5,5.13,4.88
"hsa-miR-149",5.19,4.76,5.23,5.27,5.45,5.1
"hsa-miR-149*",7.76,9.57,9.31,8.48,7.37,6.34
"hsa-miR-150",14.03,9.51,13.58,9.26,13.02,7.59
"hsa-miR-150*",5.28,4.81,5.03,5.11,5.47,4.93
"hsa-miR-151-3p",5.58,4.95,4.86,5.35,5.57,5.28
"hsa-miR-151-5p",7.49,4.71,7.54,5.08,7.58,5.11
"hsa-miR-152",5.22,5.14,5.09,5.41,5.67,5.3
"hsa-miR-153",4.67,4.63,4.59,4.9,4.92,4.88
"hsa-miR-1537",4.71,4.5,5.19,4.75,4.82,4.56
"hsa-miR-1538",5.01,5.01,5.04,5.19,5.16,4.98
"hsa-miR-1539",4.38,4.49,4.37,4.81,4.6,4.56
"hsa-miR-154",4.79,4.79,4.8,5.01,4.91,4.88
"hsa-miR-154*",5.3,5.42,5.09,5.58,5.53,5.56
"hsa-miR-155",11.14,6.88,11.59,7.35,10.64,6.43
"hsa-miR-155*",6.32,4.27,6.27,4.52,6.86,4.41
"hsa-miR-15a",11.39,7.02,11.92,7.64,10.86,6.7
"hsa-miR-15a*",4.84,4.71,4.68,5.16,5.06,5.03
"hsa-miR-15b",9.91,6.15,9.61,6.31,9.5,6.6
"hsa-miR-15b*",5.18,5.19,5.07,5.59,5.6,5.52
"hsa-miR-16",13.14,8.27,13.48,8.7,12.18,7.49
"hsa-miR-16-1*",5.89,5.08,6.05,5.75,6.14,5.57
"hsa-miR-16-2*",5.84,4.99,5.48,5.3,5.73,5.21
"hsa-miR-17",9.86,5.57,10.22,6.06,9.4,5.82
"hsa-miR-17*",6.9,5.03,7.14,5.27,6.66,5.04
"hsa-miR-181a",5.57,4.8,5.4,5.13,6.27,4.96
"hsa-miR-181a*",4.82,4.81,4.65,5.1,5.04,4.97
"hsa-miR-181a-2*",4.87,5.54,5.06,5.31,5.33,5.04
"hsa-miR-181b",5.25,5.27,5.11,5.46,5.69,5.49
"hsa-miR-181c",4.63,4.71,4.44,4.93,4.91,4.77
"hsa-miR-181c*",4.51,4.45,4.25,4.71,4.72,4.54
"hsa-miR-181d",4.93,4.58,4.71,4.7,5.37,4.45
"hsa-miR-182",4.68,4.51,4.59,4.93,5.05,4.88
"hsa-miR-182*",4.64,4.62,4.36,4.99,4.89,4.91
"hsa-miR-1825",5.29,5.19,5.2,5.43,5.37,5.37
"hsa-miR-1826",14.15,11.92,14.25,8.99,14.37,7.67
"hsa-miR-1827",8.73,6.57,9.07,6.76,8.57,7.02
"hsa-miR-183",5.7,4.78,5.97,4.78,5.27,4.79
"hsa-miR-183*",6.01,7.21,6.66,6.27,5.79,5.57
"hsa-miR-184",5.81,6.32,6.75,6.48,5.7,6.23
"hsa-miR-185",7.18,5.24,6.94,5.59,7.14,5.97
"hsa-miR-185*",7.46,8.28,8.08,6.85,6.06,5.69
"hsa-miR-186",7.46,5.24,7.68,5.61,7.18,5.37
"hsa-miR-186*",5.45,5.21,5.51,5.33,5.55,5.22
"hsa-miR-187",4.76,4.67,4.99,5.04,4.93,4.83
"hsa-miR-187*",5.35,5.55,5.67,5.17,5.44,5.3
"hsa-miR-188-3p",5.02,4.97,4.83,5.63,5.49,5.47
"hsa-miR-188-5p",5.34,5.24,5.05,5.8,5.79,5.62
"hsa-miR-18a",6.66,5.07,6.81,5.36,6.7,5.26
"hsa-miR-18a*",5.16,5.12,5.11,5.61,5.59,5.48
"hsa-miR-18b",6.06,4.94,6.13,5.28,6.19,5.21
"hsa-miR-18b*",5.07,5.18,4.97,5.38,5.35,5.13
"hsa-miR-190",4.82,4.83,4.69,5.41,5.36,5.3
"hsa-miR-1908",8.94,12.25,10.63,11.74,7.99,9.5
"hsa-miR-1909",6.68,7,7.09,6.68,6.51,6.5
"hsa-miR-1909*",4.8,4.8,4.74,5.19,5.19,5.08
"hsa-miR-190b",5.57,5.52,5.46,5.93,5.96,5.87
"hsa-miR-191",10.44,6.63,10.44,6.53,9.43,5.73
"hsa-miR-191*",4.77,4.99,4.82,5.28,5.14,5.1
"hsa-miR-1910",4.54,4.57,4.34,4.79,4.82,4.52
"hsa-miR-1911",4.99,4.96,4.83,5.32,5.25,5.19
"hsa-miR-1911*",4.77,4.75,4.59,5.35,5.27,5.22
"hsa-miR-1912",4.91,4.91,4.79,5.39,5.28,5.29
"hsa-miR-1913",6.01,5.71,5.88,5.87,6.32,5.7
"hsa-miR-1914",4.97,4.89,5.12,4.99,5.46,4.76
"hsa-miR-1914*",4.9,4.94,4.8,5.32,5.18,5.14
"hsa-miR-1915",5.42,5.32,5.93,5.44,5.64,5.49
"hsa-miR-1915*",5.67,5.07,5.91,5.34,5.78,5.25
"hsa-miR-192",6,4.56,6,4.74,6.06,4.51
"hsa-miR-192*",4.54,4.4,4.33,4.8,4.84,4.73
"hsa-miR-193a-3p",6.33,4.66,6.31,4.99,5.44,4.88
"hsa-miR-193a-5p",5.7,5.73,5.56,6.19,6.12,6.09
"hsa-miR-193b",4.94,5.96,4.98,4.85,4.28,3.96
"hsa-miR-193b*",5.5,7.13,6.34,6.57,5.58,5.62
"hsa-miR-194",6.07,4.47,6.06,4.78,5.99,4.72
"hsa-miR-194*",5.16,5.16,5.14,5.48,5.43,5.41
"hsa-miR-195",8.72,5.09,9.15,5.37,7.55,5.04
"hsa-miR-195*",5.39,4.87,5.69,5.08,5.58,4.98
"hsa-miR-196a",5.38,5.49,5.26,5.87,5.75,5.73
"hsa-miR-196a*",8.75,5.64,9.42,5.56,8.97,5.32
"hsa-miR-196b",4.62,4.8,4.65,5.06,5.03,4.84
"hsa-miR-196b*",4.59,4.65,4.36,4.82,4.63,4.77
"hsa-miR-197",6.44,5.02,6.74,5.17,6.17,4.99
"hsa-miR-1972",5,4.93,5.04,5.12,5.1,5.12
"hsa-miR-1973",8.04,4.74,8.04,5.11,7.88,4.78
"hsa-miR-1976",5.84,5.73,6.03,5.88,5.86,5.76
"hsa-miR-1979",13.25,7.34,13.75,8.76,13.37,8.53
"hsa-miR-198",5.48,5.96,6.32,6.76,5.72,6.47
"hsa-miR-199a-3p/hsa-miR-199b-3p",4.76,4.73,4.7,4.96,5.13,5
"hsa-miR-199a-5p",4.5,4.5,4.59,4.93,4.92,4.91
"hsa-miR-199b-5p",4.97,4.81,4.89,5.24,5.31,4.99
"hsa-miR-19a",10.69,6.56,11.03,6.96,10.38,6.31
"hsa-miR-19a*",4.77,4.7,4.84,4.9,5.02,4.76
"hsa-miR-19b",12.26,7.86,12.56,8.14,12.02,6.81
"hsa-miR-19b-1*",5.12,5.08,5.01,5.48,5.59,5.35
"hsa-miR-19b-2*",4.98,5.06,4.81,5.4,5.39,5.26
"hsa-miR-200a",5.23,4.94,5.02,5.44,5.62,5.35
"hsa-miR-200a*",4.68,4.72,4.57,4.96,4.98,4.85
"hsa-miR-200b",5.82,4.87,5.94,4.87,5.77,4.94
"hsa-miR-200b*",4.61,4.6,4.62,4.78,4.78,4.68
"hsa-miR-200c",5.93,4.73,5.95,5.04,5.9,4.88
"hsa-miR-200c*",5.13,4.96,5.08,5.32,5.18,5.26
"hsa-miR-202",6.11,7.19,6.85,7.3,5.73,6.38
"hsa-miR-202*",5.1,5.24,4.99,5.58,5.59,5.52
"hsa-miR-203",5.6,5.67,5.6,6.05,6.03,5.87
"hsa-miR-204",5.27,5.33,4.98,5.67,5.59,5.56
"hsa-miR-205",5.19,5.33,5.11,5.52,5.63,5.58
"hsa-miR-205*",7.29,6.05,7.6,6.2,7.31,6.08
"hsa-miR-2052",4.71,4.85,4.68,5.04,4.95,4.89
"hsa-miR-2053",4.73,4.81,4.72,5.15,5.17,5.07
"hsa-miR-2054",4.7,4.59,4.47,5.1,5.02,4.94
"hsa-miR-206",5.22,5.31,5.16,5.68,5.51,5.54
"hsa-miR-208a",5.59,5.1,5.71,5.19,5.68,5.04
"hsa-miR-208b",4.81,4.81,4.78,5.1,4.97,4.91
"hsa-miR-20a",10.06,5.7,10.36,6.27,9.51,5.78
"hsa-miR-20a*",6.39,4.38,6.9,4.86,6.48,4.59
"hsa-miR-20b",5.39,4.85,5.57,4.99,5.55,4.77
"hsa-miR-20b*",6.31,5.43,6.66,5.41,6.56,5.16
"hsa-miR-21",11.34,6.34,12.6,7.6,11.59,6.73
"hsa-miR-21*",5.64,4.82,6.27,5.21,6.08,5.06
"hsa-miR-210",9.22,5.38,8.87,5.49,6.04,4.95
"hsa-miR-211",4.93,5.02,4.72,5.41,5.34,5.32
"hsa-miR-2110",4.92,4.84,4.72,5.35,5.22,5.2
"hsa-miR-2113",5.3,5.22,5.34,5.12,5.16,4.8
"hsa-miR-2114",5.15,4.87,5.47,5.08,5.06,4.97
"hsa-miR-2114*",4.68,4.67,4.33,4.97,4.94,4.78
"hsa-miR-2115",6.09,4.93,6.6,5.1,6.26,4.87
"hsa-miR-2115*",7.55,4.91,7.4,5.04,7.33,4.86
"hsa-miR-2116",6.85,6.31,7.34,6.27,6.89,6.1
"hsa-miR-2116*",4.3,4.28,4.43,4.6,4.64,4.52
"hsa-miR-2117",4.41,4.74,4.25,4.95,4.92,4.91
"hsa-miR-212",4.85,4.76,4.85,5.05,5.09,5.03
"hsa-miR-214",5.71,5.91,6.17,5.52,5.45,5.16
"hsa-miR-214*",4.78,4.81,4.65,5.11,4.91,4.82
"hsa-miR-215",6.34,5.8,6.27,5.53,6.61,5.22
"hsa-miR-216a",4.81,5.11,4.88,5.32,5.17,5.11
"hsa-miR-216b",4.26,4.36,4.23,4.49,4.34,4.36
"hsa-miR-217",4.66,4.72,4.44,5.07,5.02,4.96
"hsa-miR-218",4.87,5.01,4.7,5.32,5.31,5.2
"hsa-miR-218-1*",4.42,4.8,4.4,5,4.63,4.68
"hsa-miR-218-2*",5.07,5.12,5.27,5.31,5.33,4.88
"hsa-miR-219-1-3p",5,5.05,4.93,5.34,5.32,5.16
"hsa-miR-219-2-3p",5.1,5.03,5.11,5.54,5.27,5.31
"hsa-miR-219-5p",5.14,5.13,5.1,5.39,5.47,5.29
"hsa-miR-22",8.97,5.56,9.01,6.41,8.88,7.31
"hsa-miR-22*",5.63,5.43,6.03,5.84,6.09,6.69
"hsa-miR-220a",4.83,4.94,4.75,5.28,5.19,5.18
"hsa-miR-220b",4.75,4.64,4.71,4.85,5.02,4.75
"hsa-miR-220c",4.93,5.16,5.22,5.26,5.16,5.05
"hsa-miR-221",7.12,5.53,8.56,6.13,7.29,5.78
"hsa-miR-221*",5.71,4.7,6.14,4.69,5.57,4.42
"hsa-miR-222",8.18,5.36,8.87,6,8.05,5.67
"hsa-miR-222*",4.67,4.74,4.61,5.03,5.11,4.96
"hsa-miR-223",10.77,6.68,10.65,7.15,10.1,6.59
"hsa-miR-223*",5.97,5.57,5.47,5.95,6.26,5.9
"hsa-miR-224",4.85,5.08,4.72,5.37,5.22,5.18
"hsa-miR-224*",5.44,4.97,5.7,5.11,5.64,4.93
"hsa-miR-2276",5.18,5.23,5.02,5.63,5.55,5.54
"hsa-miR-2277",5.91,4.76,5.87,5,5.9,4.97
"hsa-miR-2278",5.04,5.14,4.86,5.5,5.32,5.4
"hsa-miR-23a",9.47,5.55,10.02,6.07,9.77,6.06
"hsa-miR-23a*",5.57,5.45,5.45,5.86,5.94,5.82
"hsa-miR-23b",10.63,6.51,10.93,6.68,10.39,6.65
"hsa-miR-23b*",4.62,4.69,4.4,4.9,4.79,4.75
"hsa-miR-24",10.12,6.53,10.24,7.09,10.09,6.55
"hsa-miR-24-1*",6.73,5.42,7.06,5.55,6.75,5.18
"hsa-miR-24-2*",5.51,4.58,5.84,4.95,5.91,4.74
"hsa-miR-25",8.11,5.47,8.43,5.88,7.8,5.76
"hsa-miR-25*",5.85,7.06,6.65,7.6,5.96,6.26
"hsa-miR-26a",13.58,8.79,13.58,8.93,12.65,7.78
"hsa-miR-26a-1*",5.03,5.09,4.76,5.52,5.5,5.38
"hsa-miR-26a-2*",6.36,5.1,6.42,5.45,6.66,5.24
"hsa-miR-26b",11.7,6.88,11.98,7.41,10.96,6.59
"hsa-miR-26b*",6.41,5.33,6.37,5.72,6.97,5.58
"hsa-miR-27a",9.44,5.72,9.53,6.36,9.25,5.77
"hsa-miR-27a*",5.51,5.46,5.58,5.87,5.95,5.66
"hsa-miR-27b",8.8,5.28,9.13,5.67,8.63,5.14
"hsa-miR-27b*",4.88,4.88,4.8,5.24,5.16,5.09
"hsa-miR-28-3p",6.26,4.64,7.01,4.98,6.11,4.83
"hsa-miR-28-5p",6.11,4.43,6.88,4.46,6.27,4.3
"hsa-miR-296-3p",5.47,5.63,5.6,5.84,5.88,5.67
"hsa-miR-296-5p",5.49,5.6,5.84,6.03,5.91,5.69
"hsa-miR-297",5.58,5.37,5.57,5.8,5.86,5.65
"hsa-miR-298",5.12,5.09,5.37,5.36,5.44,5.11
"hsa-miR-299-3p",5.92,4.99,6.23,5.17,5.96,4.9
"hsa-miR-299-5p",4.76,5.42,5.22,5.17,4.98,5.03
"hsa-miR-29a",13.44,8.63,13.93,9.15,12.68,7.03
"hsa-miR-29a*",7.35,4.92,7.9,5.17,7.24,4.84
"hsa-miR-29b",13.76,8.88,13.87,9.23,13.03,7.32
