"","GSM4836563","GSM4836564","GSM4836565","GSM4836566","GSM4836567","GSM4836568"
"hsa-miR-6087",9.91042,10.15849,10.06727,9.6214,10.1029,10.48487
"hsa-miR-5787",9.7975,10.50076,9.96212,8.96144,10.4879,10.13151
"hsa-miR-6090",9.57771,10.42856,9.92199,9.35565,10.23729,10.01835
"hsa-miR-1469",8.97453,10.64115,9.91757,8.58706,10.61989,10.12068
"hsa-miR-3665",9.90297,9.83364,9.5053,9.23527,9.81885,9.92947
"hsa-miR-6089",9.58517,9.71287,9.32809,9.57023,9.61484,9.68752
"hsa-miR-4787-5p",9.45897,9.51073,9.1829,8.53671,9.57706,9.65597
"hsa-miR-1915-3p",8.92955,9.34775,9.03038,8.20986,9.40058,9.35401
"hsa-miR-6125",9.15669,9.29788,9.02368,8.07401,9.33271,9.36011
"hsa-miR-4497",8.18717,10.23981,9.53882,5.98261,9.86422,9.81715
"hsa-miR-6088",8.65073,9.05402,8.89672,8.8075,9.02893,9.1599
"hsa-miR-6729-5p",8.62812,8.90493,8.46095,8.82173,8.779,8.90808
"hsa-miR-638",8.5054,9.0076,8.54502,8.20914,8.82101,8.94762
"hsa-miR-8072",8.78923,8.80938,8.7245,7.56154,8.98902,9.08072
"hsa-miR-1237-5p",8.68001,8.74697,8.43643,7.71055,8.73326,8.76781
"hsa-miR-1908-5p",8.37044,8.99853,8.55758,7.26738,8.98436,8.76938
"hsa-miR-6727-5p",8.49486,8.84986,8.36937,7.56675,8.67869,8.84435
"hsa-miR-8069",8.94303,8.72928,8.12547,7.96261,8.37222,8.5335
"hsa-miR-6869-5p",8.25906,8.49079,8.29745,7.47609,8.55858,8.66968
"hsa-miR-3196",8.51232,8.61748,7.97146,7.40588,8.45117,8.67698
"hsa-miR-4488",8.40046,8.43354,7.87956,7.38706,8.11792,8.4262
"hsa-miR-2861",8.18793,8.34326,8.02582,7.17824,8.12875,8.37314
"hsa-miR-149-3p",7.71431,7.94413,8.05116,7.55261,8.141,8.3077
"hsa-miR-4508",8.65549,7.97764,7.99283,6.75292,7.82967,8.31446
"hsa-miR-762",8.0991,8.23533,7.81039,6.90766,7.81768,8.15566
"hsa-miR-4516",8.4146,8.12875,7.59303,6.69674,7.85282,8.08692
"hsa-miR-3656",8.04016,7.75002,7.39786,7.35733,7.57357,7.78251
"hsa-miR-6724-5p",7.59622,7.96451,7.57369,6.82247,7.68811,7.86756
"hsa-miR-7108-5p",7.71254,7.82386,7.54469,6.53209,7.72107,7.93041
"hsa-miR-6786-5p",7.70318,7.42367,7.44154,7.18222,7.38809,7.66823
"hsa-miR-2115-5p",8.76579,6.67518,7.62362,9.27619,5.7274,6.43686
"hsa-miR-1228-5p",7.46136,7.60104,7.31082,6.19272,7.62056,7.58481
"hsa-miR-6816-5p",7.56867,7.51631,6.77419,6.03329,7.48418,7.18474
"hsa-miR-3178",6.57454,8.20553,8.20814,3.99068,7.56479,7.92077
"hsa-miR-6803-5p",7.32243,6.86544,7.02178,7.04185,6.84656,7.29826
"hsa-miR-3940-5p",7.49882,7.47399,6.65482,6.15984,7.1392,7.43451
"hsa-miR-6732-5p",6.7903,6.67676,7.41374,8.12995,6.33909,6.75016
"hsa-mir-320e",7.06138,6.4552,7.40931,7.57896,6.00916,6.29153
"hsa-miR-4484",6.48011,8.30998,7.70033,1.48714,8.12488,8.09019
"hsa-miR-4467",7.90488,6.84698,6.68301,4.35094,6.9646,7.33041
"hsa-miR-6789-5p",6.80548,7.33669,6.85377,4.6379,7.22976,7.16889
"hsa-miR-4459",5.54168,7.68679,7.27473,3.76288,8.09929,7.54352
"hsa-miR-6791-5p",7.05689,6.94493,6.6415,5.28306,6.88213,7.05906
"hsa-miR-1246",8.42373,5.74169,8.58824,2.24021,7.17056,7.64464
"hsa-miR-4532",8.05312,7.84572,6.98188,2.70398,6.62709,7.50876
"hsa-miR-6743-5p",6.27395,6.56078,6.67851,6.45758,6.95147,6.67319
"hsa-miR-1273g-3p",5.77945,5.69055,6.69666,8.00021,5.87695,6.96961
"hsa-miR-6765-5p",6.30268,7.04327,6.40157,5.57179,7.0336,6.63501
"hsa-miR-6800-5p",7.0846,6.80256,6.46556,5.40589,6.60243,6.55812
"hsa-miR-6805-5p",7.13317,6.92276,6.44114,4.71295,6.75557,6.85046
"hsa-miR-4745-5p",6.1098,7.55555,6.88308,4.12076,7.15785,6.97203
"hsa-miR-4707-5p",6.66367,6.85997,6.33435,5.33785,6.69393,6.67832
"hsa-miR-5001-5p",6.99794,6.79742,6.5837,4.24629,6.81855,6.97801
"hsa-miR-4687-3p",6.27736,6.17437,6.16058,6.72534,6.17147,6.24362
"hsa-miR-1343-5p",6.81961,6.5236,6.15462,4.5009,6.40416,6.39634
"hsa-mir-6722",6.25016,5.71588,6.36689,6.79733,5.38344,5.76182
"hsa-miR-6850-5p",6.37618,6.46522,5.97968,4.93474,6.36597,6.1207
"hsa-miR-6821-5p",5.79342,6.2187,5.9164,5.86995,6.15779,6.24434
"hsa-miR-328-5p",5.9577,5.97492,5.83144,6.11738,5.89172,5.99391
"hsa-miR-4734",7.0238,6.61913,5.62006,3.64355,6.31145,6.32943
"hsa-miR-5189-3p",4.25302,6.68677,4.59156,9.19491,5.68981,4.57098
"hsa-miR-1227-5p",5.97007,6.62601,5.95727,3.81675,6.12622,6.35269
"hsa-miR-4463",4.71612,6.43968,6.40083,5.06645,5.75183,6.41999
"hsa-miR-6858-5p",5.62635,5.70413,5.73238,5.35218,5.96027,6.14858
"hsa-miR-23a-3p",6.14924,4.16164,6.27553,7.21691,5.30057,5.37989
"hsa-miR-92b-5p",5.54529,6.26337,5.91577,3.61154,6.52902,6.15923
"hsa-miR-4674",5.87779,6.42226,5.42826,3.59666,6.24372,6.26687
"hsa-miR-3621",6.76924,6.19419,5.21129,3.35133,5.99948,6.10318
"hsa-mir-6800",6.08932,5.5479,5.39863,4.87443,5.48671,5.74017
"hsa-miR-6085",6.27731,5.21431,5.35224,4.86114,5.51671,5.84165
"hsa-miR-4492",6.64548,5.16104,5.68415,4.00314,5.39038,6.13225
"hsa-miR-4689",7.10518,5.21249,4.63651,7.01973,4.7847,4.23071
"hsa-miR-6802-5p",9.02457,3.54424,4.0263,8.80586,3.42134,3.913
"hsa-miR-4763-3p",5.77322,5.45752,5.1346,4.51708,5.60675,5.86918
"hsa-miR-6722-3p",6.10985,5.31329,4.99074,4.73279,5.32831,5.66893
"hsa-miR-4739",5.09882,5.6928,5.14574,4.30248,5.81743,5.98738
"hsa-miR-4706",4.62792,4.60697,8.66656,4.86085,4.70793,4.55849
"hsa-miR-6775-5p",5.40144,4.93714,5.08618,5.86569,5.09668,5.28215
"hsa-miR-4505",6.15141,4.86273,5.39232,3.42623,5.16664,6.09559
"hsa-mir-6880",5.75127,4.89386,5.02261,7.19866,4.2234,3.92014
"hsa-miR-6808-3p",5.7528,4.56599,5.04034,7.23206,4.02518,4.21186
"hsa-miR-6780b-5p",4.3165,6.32988,5.61238,1.97504,6.28912,6.08604
"hsa-miR-6752-5p",5.19849,5.0886,5.00815,4.57924,5.36909,5.27134
"hsa-let-7b-5p",5.80175,2.98822,6.0832,5.10835,4.53058,5.65509
"hsa-mir-6776",5.37389,4.80806,5.38183,5.69972,4.11885,4.71102
"hsa-miR-4632-5p",4.77457,5.03974,4.08883,6.30494,4.70041,4.99255
"hsa-miR-6756-5p",4.67533,4.49049,5.26917,5.35084,4.90091,5.16708
"hsa-miR-6068",5.64627,5.35169,4.81646,2.73327,5.52807,5.69933
"hsa-miR-1207-5p",4.97563,4.84083,4.63091,4.90565,5.35381,5.0329
"hsa-miR-4665-5p",4.1607,5.66003,5.03522,3.40563,5.84453,5.43952
"hsa-miR-6771-5p",5.10725,5.33458,4.64479,3.59898,5.12561,5.35324
"hsa-miR-3620-5p",5.12851,4.81589,4.97255,3.4845,5.03923,5.70067
"hsa-miR-320b",5.15031,4.08844,5.2184,4.52044,4.36668,5.71599
"hsa-miR-6749-5p",5.65484,4.29091,4.45169,4.88341,4.77392,4.83697
"hsa-miR-4668-5p",3.04726,5.0137,2.71952,7.05208,5.19001,5.77594
"hsa-miR-6879-5p",4.21284,4.62003,4.61239,4.77858,5.15908,5.2903
"hsa-miR-4695-5p",5.13634,4.46806,4.24533,5.61015,4.64133,4.54299
"hsa-miR-4651",5.63794,4.70622,5.20064,3.35479,4.58485,5.09818
"hsa-miR-6798-5p",4.77663,5.16394,4.55849,4.03244,4.97332,5.01819
"hsa-miR-3613-3p",3.21212,5.20405,2.33475,6.8933,5.22784,5.50452
"hsa-mir-6089-1",4.36286,4.69593,4.62545,4.65635,4.95011,5.03899
"hsa-mir-6089-2",4.36286,4.69593,4.62545,4.65635,4.95011,5.03899
"hsa-mir-4281",5.02254,4.62821,4.7084,3.34984,4.79257,5.41719
"hsa-miR-4726-5p",4.37367,4.17898,5.66003,4.8355,3.99069,4.70509
"hsa-miR-6794-5p",4.79856,4.45526,4.53592,4.55893,4.66999,4.5031
"hsa-miR-455-3p",4.16164,4.31636,5.17355,5.7877,3.63428,4.33343
"hsa-miR-320c",5.11777,3.6418,4.72561,4.87597,3.74397,5.2069
"hsa-miR-6787-5p",4.64964,4.31447,4.05492,5.37061,4.29748,4.57086
"hsa-miR-4433b-3p",4.05373,4.06889,4.30181,5.71451,4.48328,4.61845
"hsa-miR-1225-5p",3.23422,5.55177,4.80782,3.23422,4.71859,5.2126
"hsa-let-7a-5p",5.93612,1.46106,5.96779,4.16492,3.97434,5.15184
"hsa-miR-24-3p",6.01958,3.11233,4.95409,3.99888,3.81095,4.60949
"hsa-miR-4758-5p",4.53225,4.48444,4.49426,3.30819,4.7875,4.7077
"hsa-miR-3185",5.51237,5.12712,4.03195,2.64633,4.649,4.25602
"hsa-miR-4749-5p",4.11646,5.17912,4.25275,3.27199,4.73174,4.61845
"hsa-miR-1233-5p",4.1143,4.78911,3.84158,3.62882,4.855,4.63454
"hsa-miR-7110-5p",5.96628,4.69675,4.1294,2.28056,4.12389,4.53306
"hsa-miR-4640-5p",2.67189,5.20009,4.55849,3.40011,5.07682,4.63091
"hsa-miR-92a-3p",4.16164,3.20881,4.02557,5.28513,3.913,4.30537
"hsa-miR-6763-5p",4.05608,4.33596,3.87863,3.76445,4.20477,4.56787
"hsa-miR-6511b-5p",4.85157,3.68906,4.35107,4.67049,3.25689,3.8682
"hsa-miR-4487",5.97435,3.42002,4.22273,4.05753,2.77467,3.85493
"hsa-miR-4507",4.5244,4.48294,4.05876,2.23521,4.21441,4.55849
"hsa-let-7e-5p",5.39754,1.83639,5.05412,3.74015,3.38149,4.56864
"hsa-miR-4741",4.37035,4.16626,4.12437,2.84214,4.19316,4.12736
"hsa-mir-320d-2",4.23633,3.68906,4.16164,3.92535,3.35593,4.2779
"hsa-miR-3613-5p",6.59195,2.68495,5.55377,1.13279,1.37051,6.06821
"hsa-mir-320a",4.12287,3.61059,4.3219,3.99877,3.67622,3.5595
"hsa-miR-6750-5p",4.67564,3.85726,3.54745,4.49482,3.14448,3.51106
"hsa-miR-4649-5p",3.60579,3.73493,3.79093,4.38903,3.70402,3.99255
"hsa-miR-6779-5p",4.42274,4.11648,3.65117,2.76193,4.34506,3.84399
"hsa-let-7d-5p",4.72071,2.01418,4.73138,4.1483,3.60356,3.90641
"hsa-miR-146a-5p",5.45051,1.97028,4.34657,4.26531,3.30733,3.56168
"hsa-miR-6880-5p",2.37318,4.06195,3.79312,5.52141,3.29038,3.84139
"hsa-miR-7641",2.18368,4.50654,3.05533,1.41437,6.44707,5.27409
"hsa-miR-7107-5p",3.10342,3.66427,4.36481,3.66073,4.1268,3.85185
"hsa-miR-191-5p",3.33891,3.25586,4.06149,4.53629,3.52064,4.01769
"hsa-miR-937-5p",4.05032,3.57047,3.61913,3.70187,3.38857,4.38522
"hsa-mir-5095",3.91429,3.72973,4.06949,1.92456,4.54812,4.49276
"hsa-miR-6795-5p",3.77931,2.05581,6.67779,5.53299,2.3936,1.88825
"hsa-miR-6769b-5p",3.05369,3.44865,4.16164,3.95671,3.51451,4.09285
"hsa-miR-6808-5p",2.03026,3.97427,3.86863,3.12793,4.64325,4.31448
"hsa-miR-6891-5p",3.45035,3.58418,3.56698,4.67491,3.64027,3.0016
"hsa-miR-1268a",3.85294,3.68204,3.31423,3.034,3.71721,4.25432
"hsa-miR-6782-5p",3.82204,2.85891,3.64496,3.32458,3.44603,4.68559
"hsa-let-7c-5p",4.76029,0.85532,5.20068,3.75092,3.35658,3.84848
"hsa-miR-7845-5p",4.03119,3.97294,3.04726,2.97873,3.49928,3.97294
"hsa-miR-1909-3p",3.9501,3.85449,3.22039,2.88929,3.44724,4.10007
"hsa-miR-877-5p",3.2108,3.34437,3.35773,3.78891,3.41193,4.07359
"hsa-miR-7847-3p",1.60469,2.5734,5.14353,3.41402,3.81166,4.38522
"hsa-miR-5006-5p",2.08692,3.35658,3.4737,3.47951,4.22062,3.913
"hsa-miR-6132",4.49388,3.43865,3.24936,1.41719,3.77867,4.05364
"hsa-miR-3187-3p",3.07939,4.44715,3.87805,0.97718,4.23569,3.80036
"hsa-miR-4634",3.432,4.27028,3.67637,0.66536,4.33458,4.00771
"hsa-miR-642b-3p",1.08601,4.83432,3.47351,0.86363,5.09181,4.8591
"hsa-miR-93-5p",3.87502,3.70933,3.08828,4.68192,2.11555,2.48412
"hsa-mir-550a-1",3.54906,3.48002,3.41693,3.61581,2.95921,2.91939
"hsa-mir-550a-2",3.54906,3.48002,3.41693,3.61581,2.95921,2.91939
"hsa-mir-550a-3",3.54906,3.48002,3.41693,3.61581,2.95921,2.91939
"hsa-miR-103a-3p",3.96751,3.14443,4.09285,3.23422,2.30382,3.1466
"hsa-miR-6825-5p",0.85158,4.27143,3.71501,1.0681,4.93374,5.02519
"hsa-miR-6812-5p",2.72507,2.30235,2.8725,4.74144,3.7116,3.43062
"hsa-miR-4433-3p",2.86995,3.21315,3.28579,3.74959,3.34282,3.19579
"hsa-miR-222-3p",3.01483,2.97453,3.42403,3.7494,2.68362,3.74177
"hsa-mir-4417",3.51357,3.17692,3.15833,3.27609,3.20589,3.20946
"hsa-miR-151a-5p",4.52532,1.44227,3.44549,4.01787,2.66527,3.37827
"hsa-miR-1268b",3.23422,3.44985,3.1581,3.03574,3.43354,2.95726
"hsa-mir-885",3.36711,3.31517,2.9475,2.97658,3.26683,3.11055
"hsa-miR-4655-5p",4.01591,2.36302,2.23041,4.3661,3.06502,2.92667
"hsa-miR-6848-5p",3.20026,3.58126,2.79137,2.18287,3.50184,3.59503
"hsa-miR-6768-5p",2.50786,3.09636,3.22973,2.7758,3.57774,3.65516
"hsa-miR-4728-5p",2.81925,3.0492,2.83509,3.68394,3.21178,3.13224
"hsa-miR-107",3.75097,2.42734,3.773,3.70403,1.99747,3.00087
"hsa-miR-3162-5p",3.04655,1.72049,3.88631,3.87337,2.68237,3.35943
"hsa-miR-26a-5p",4.21783,0.49357,4.05113,3.51106,3.48892,2.77709
"hsa-miR-6870-5p",1.72611,3.5528,4.87848,1.93669,3.42414,3.01681
"hsa-miR-4750-5p",3.91816,3.57595,2.93251,1.44133,3.45359,3.17663
"hsa-miR-221-3p",2.78132,2.08692,4.61845,2.69871,2.31612,3.86121
"hsa-mir-4530",3.36854,3.23422,3.2529,2.34512,3.20495,2.89378
"hsa-miR-6819-5p",3.07207,2.76786,2.50186,3.4419,3.08163,3.39637
"hsa-miR-3195",2.46568,3.72462,3.51306,0.51772,3.64663,4.33009
"hsa-miR-7111-5p",1.0068,1.51138,6.35016,1.82029,2.46588,5.03797
"hsa-miR-1290",4.41308,2.44126,4.11597,0.0545,3.21128,3.95241
"hsa-miR-320d",4.01515,1.81926,3.14975,3.15639,2.3936,3.64958
"hsa-miR-101-5p",2.9131,2.94517,3.12194,5.08306,1.7862,2.22073
"hsa-miR-5010-5p",2.03584,3.42432,2.098,2.41685,4.04177,3.79153
"hsa-miR-197-5p",2.84448,2.70451,2.54794,3.7206,3.01787,2.9028
"hsa-miR-5196-5p",2.36506,3.55656,4.17759,2.80728,2.4715,2.34914
"hsa-miR-668-5p",3.00639,2.95937,3.47925,2.977,2.86692,2.30824
