"","GSM1754830","GSM1754831","GSM1754832","GSM1754833"
"hsa-let-7a",17.8307875186837,17.9520188544568,9.74146698640115,10.6759570329417
"hsa-miR-302b*",17.7954879950727,17.6095899792267,10.9329528921947,11.9095181142966
"hsa-miR-302d",17.2127338510058,17.356168231555,9.05528243550119,10.0347989625773
"hsa-miR-515-5p",16.3169355466745,16.1960449493319,9.52356195605701,10.2467405984931
"hsa-miR-138",16.2886318046024,16.1624109988759,9.50581155391959,10.2143191208008
"hsa-miR-573",15.5100841908095,15.266310735895,10.7168194613299,10.5849625007212
"hsa-miR-9",15.0595134639337,15.0592176954989,9.17492568250068,9.43462822763673
"hsa-miR-126*",14.6526209346382,14.9402218197331,7.66533591718518,8.25266543245025
"hsa-miR-190",14.6601630677376,14.6030467398838,8.5274770060604,9.33091687811462
"hsa-miR-522",14.1361901043194,14.5489422885365,7.19967234483636,7.74146698640115
"hsa-miR-141",14.0518037090428,14.1718804559975,6.4262647547021,7.13955135239879
"hsa-miR-128a",13.8208770004648,14.3325261309763,7.62205181945638,7.3037807481771
"hsa-miR-132",13.8032229995185,13.9748626734942,6.35755200461808,7.05528243550119
"hsa-miR-1302",13.8896940793821,13.6890151718986,7.4093909361377,7.63662462054365
"hsa-miR-521",13.6014226057004,13.6276478729405,7.14974711950468,7.75488750216347
"hsa-miR-129",13.591756076023,13.261213451366,9.08480838780436,8.87958324961278
"hsa-miR-221",13.3097605447296,13.5421854875022,7.49185309632967,8.06069593168755
"hsa-miR-335",12.9040700765461,13.1242828949666,7.43462822763672,8.02236781302845
"hsa-miR-518e",12.8025163651212,12.7272823292122,4.39231742277876,5.32192809488736
"hsa-miR-379",13.0520585346269,11.5216004397237,2.8073549220576,3.32192809488736
"hsa-miR-527",12.1987519651937,12.2618011071953,7.33091687811462,8.02790599656988
"hsa-miR-644",11.8113746935099,12.5213550625583,5.6724253419715,6.22881869049588
"hsa-miR-296",12.0522283933474,12.1121136580979,6.18982455888002,6.65821148275179
"hsa-miR-429",12.2312211807112,11.9166259222112,4.58496250072116,5.61470984411521
"hsa-miR-27a",11.943613701614,12.1851851668203,2.32192809488736,2.8073549220576
"hsa-miR-376a*",12.01471792986,12.0481462542196,5.93073733756289,7.12928301694497
"hsa-miR-200b",12.1052537797009,11.7972562175098,6.56985560833095,7.34872815423108
"hsa-miR-500",12.0119260663068,11.8641861446543,5,5.49185309632967
"hsa-miR-18a",12.0035179121086,11.8552578271932,5,5.49185309632967
"hsa-miR-524",11.9487322398196,11.7809497987497,4.8073549220576,5.4262647547021
"hsa-miR-150",12.0094787458881,11.5783726913608,5.12928301694497,5
"hsa-miR-513a-5p",11.8933015308606,11.5117526537674,7.07681559705083,6.6724253419715
"hsa-miR-520a*",11.495355392236,11.9318455401837,5.24792751344359,6.62935662007961
"hsa-miR-554",11.624338545313,11.8173834278972,4.4594316186373,4.95419631038687
"hsa-let-7b",11.6077926419192,11.380461065089,3.70043971814109,4.85798099512757
"hsa-miR-196b",11.4843194236443,11.3168471836025,3.16992500144231,4.85798099512757
"hsa-miR-99b",10.9121408562957,11.3685064615077,4.52356195605701,5.4262647547021
"hsa-miR-614",11.1078709142796,11.1935253605012,4.70043971814109,5.16992500144231
"hsa-miR-22",11.2057932493972,11.0579917227592,5.85798099512757,5.39231742277876
"hsa-miR-302a",10.9461752407236,11.2597432636908,5.55458885167764,6
"hsa-miR-422a",10.7788984760084,11.1861142395416,4,5.49185309632967
"hsa-miR-29c",10.6375305515253,11.2562086885274,3.32192809488736,4
"hsa-miR-17-5p",10.9410476063406,10.7262181593322,5.83289001416474,5.24792751344359
"hsa-miR-935",10.3987436919382,10.958552715431,5.93073733756289,5.78135971352466
"hsa-miR-370",10.6183855022586,10.6247954558602,4.90689059560852,5.20945336562895
"hsa-miR-211",11.0396045179538,10.0566377151132,3.16992500144231,3.90689059560852
"hsa-miR-133a",10.7253662578956,10.4040771362412,3,4.4594316186373
"hsa-miR-484",10.3431857154479,10.6995724532873,4.24792751344359,4.52356195605701
"hsa-miR-200a",10.0182001788132,10.7338627196785,4,5.16992500144231
"hsa-miR-192",10.3674147512468,10.3387363825739,4,4.16992500144231
"hsa-miR-191*",10.5077946401987,10.0647427647503,5.28540221886225,5.20945336562895
"hsa-miR-487a",10.1598713367784,10.0579917227592,6.55458885167764,7.16992500144231
"hsa-miR-134",9.99859042974533,10.4220647661728,4.39231742277876,5
