"","GSM3039275","GSM3039276","GSM3039277","GSM3039278","GSM3039279","GSM3039280","GSM3039281","GSM3039282"
"hsa-let-7a-3p",0,2.25112134346497,2.61349707520521,2.80291696547178,0.663679026239173,2.12336454134903,0,1.31881979559861
"hsa-let-7a-5p",8.82911634059753,10.8834818434404,10.9358407335586,10.5672878511902,10.234656313193,10.481235677731,11.280240189319,10.415832418653
"hsa-let-7b-3p",0,3.37869443553505,2.88748952479969,2.24384041854906,3.00169520474003,4.40207634238631,2.78183595909149,3.31726313101986
"hsa-let-7b-5p",10.3206088077223,10.8915960222029,10.7901551178526,10.6826372626779,11.4554643915781,10.677350400982,10.9352614711666,10.764450006819
"hsa-let-7c-5p",2.80140046753193,4.41748274475447,4.20889428551056,4.54963066651774,4.11730274000128,5.0396799307859,5.5855081855731,5.05025439858382
"hsa-let-7d-3p",4.63718554673173,6.17266030113707,6.91244920640632,6.61692554582165,5.6116919241045,5.97970857174191,5.9014147756597,5.9315385035454
"hsa-let-7d-5p",9.86496341473748,9.39756285108725,9.58759874324391,9.55611586728461,10.1636972678158,9.1717791303338,9.03363503541994,8.76383900051825
"hsa-let-7e-5p",5.41947748870168,5.55662737696639,6.38837833613745,5.14471431496527,4.91675642514404,5.11148578783497,4.92535145268784,5.51849062939112
"hsa-let-7f-1-3p",0,1.93372195249207,2.27497425562277,3.31726788156183,0.663679026239173,0,2.78183595909149,0.997410215634133
"hsa-let-7f-5p",8.60409335581786,10.3452820324167,10.5970304504472,10.4419079978851,9.51631987685515,10.015391875688,10.6382006957013,9.75137810095285
"hsa-let-7g-5p",9.51072963438876,10.2452793680864,9.99233061554108,10.054846268898,9.56274511985998,10.1514917556731,10.8823401341318,10.1082370744065
"hsa-let-7i-5p",9.4130210899772,9.24572294159435,9.25227724961925,8.79249423949429,8.98872354132074,9.23744290791231,9.32558073439537,8.80700463407779
"hsa-miR-1-3p",0,2.98081131172624,4.10541566470813,2.94968666181961,2.89244709873678,3.23154333855315,4.61524439489881,3.38762773631071
"hsa-miR-100-5p",5.41947748870168,6.13455724321917,6.94778098345857,6.51451385421183,6.44070675077998,6.09046767597276,6.65697663268865,6.46248000743865
"hsa-miR-101-3p",8.51270597635125,9.10584854462506,9.92427637852654,9.33856995815794,8.00802195727141,9.70604109662882,9.86047966623807,8.95265377965601
"hsa-miR-103a-2-5p",0,1.17217324835047,3.0449405851505,2.94968666181961,1.73832191741774,3.23154333855315,0,1.803653805589
"hsa-miR-103a-3p",10.4056257007566,10.4253830405926,10.4415058078014,10.1993965956635,11.030360400606,10.6639795791022,10.3827755934493,10.2908757433889
"hsa-miR-106a-5p",4.9474717459171,6.87745399246604,6.26574613090261,6.01170946777812,7.17684949955012,6.86813812234546,7.51723919933596,7.82297511256759
"hsa-miR-106b-3p",6.50092193052238,6.24000493539886,5.85162515093673,5.96068834905584,6.99060665705021,7.21637638882043,6.2743456911361,6.0929236736982
"hsa-miR-106b-5p",9.18041476449648,9.28176110030483,9.43322423063692,9.28600003543523,8.78602232917797,10.4659075669466,10.228774270434,9.69699469453337
"hsa-miR-107",8.19764550058548,8.1320242094164,8.57259585078268,8.2498666074926,8.65627008329486,8.4517767146481,8.28769069556461,7.7312420596638
"hsa-miR-10a-5p",5.92390227278235,6.25783888669888,6.93777417497105,6.67082882831506,5.04991139340213,6.43639117930691,6.03672241509398,6.73295668502796
"hsa-miR-10b-5p",7.58554387307298,7.58381054412386,8.18971749112478,7.35679636765552,5.26241426160033,7.60015533066337,7.47019596696738,7.688327821569
"hsa-miR-1180-3p",4.9474717459171,3.6184244446609,3.83048734369523,1.69685627576513,4.49903802909667,3.67240396276987,0,3.8531549006872
"hsa-miR-1185-1-3p",0,2.42955750541598,1.64767011572095,1.31882295902018,0.663679026239173,0,2.78183595909149,1.69685262400735
"hsa-miR-122-5p",8.38967619449543,6.30434564077649,8.56286260358806,9.29460968971878,9.15907019238892,10.5147260896952,11.3501147661764,9.58727953899334
"hsa-miR-1226-3p",0,2.86146815620452,1.83184751974668,2.24384041854906,1.73832191741774,0,0,1.58150842125599
"hsa-miR-1246",5.20269236701352,3.19342622323308,4.33624410245791,3.92589856590215,4.85985145204208,2.12336454134903,2.78183595909149,4.47078260469231
"hsa-miR-1249-3p",4.63718554673173,1.36001940508314,2.71072550586493,2.94968666181961,2.64548362455606,2.12336454134903,0,2.58064360757884
"hsa-miR-125a-3p",0,1.17217324835047,1.99515201994983,0.805137650039056,2.89244709873678,0,0,2.08350011041554
"hsa-miR-125a-5p",6.29691966567343,7.99164772522134,8.27961580817205,8.25693280008333,7.98159290713584,8.2832306281595,7.51723919933596,8.18465811914968
"hsa-miR-125b-5p",7.86959733161303,7.27489747005408,7.37233066437357,7.74135953532708,7.60245966323677,8.26759961727978,7.51723919933596,8.0622694960471
"hsa-miR-126-3p",8.6690248072511,9.04723487891254,8.78564008184125,8.83088276265099,8.64999031420878,8.85884593214061,9.57940095601675,8.94829521272863
"hsa-miR-126-5p",9.25280537015679,10.5966155409089,10.1145166059626,9.77618666407569,9.45880219786116,10.5539146102393,11.0356138365338,10.4002270263001
