"","GSM4083583","GSM4083584","GSM4083585","GSM4083586","GSM4083587","GSM4083588","GSM4083589","GSM4083590","GSM4083591","GSM4083592"
"hsa-miR-106b-5p",5.425004927,1.821515554,1.961443973,1.756646422,2.922338231,2.22929855,1.819674976,4.774630314,2.110265051,5.457046593
"hsa-miR-107",7.647490652,3.005822479,4.428001059,3.912000064,5.177237825,2.363685529,4.609511783,6.996209402,2.659769869,9.261643169
"hsa-miR-10a-3p",1.694607346,1.805357955,1.690385496,1.856187543,1.793936918,1.861354606,1.709452142,1.669673861,1.777388,1.709166284
"hsa-miR-10a-5p",6.00474693,1.784766972,1.858906505,3.116764161,2.576258107,1.823236636,2.14184318,5.063371202,1.798394445,4.299951008
"hsa-miR-10b-3p",1.75597864,1.803169104,1.95862438,2.092438064,2.016002884,1.847195717,1.764837466,2.039351748,2.071767462,2.469814941
"hsa-miR-10b-5p",4.640780828,1.838937433,1.864829317,6.503392762,8.127021103,5.228425262,7.727956963,7.798274113,3.099681763,10.18451818
"hsa-miR-1178-3p",1.687108723,2.390047029,1.884814386,1.925416724,1.789657128,1.985304208,2.34688941,1.689554287,2.445835037,1.935428792
"hsa-miR-1178-5p",1.726076571,1.672439061,1.659567285,1.698283787,1.696848415,1.744696219,1.669985664,1.643584328,1.952440294,1.645821498
"hsa-miR-1179",1.729757303,2.197124112,2.071777817,1.953550785,2.364337634,1.830407164,1.831381948,1.746254368,2.079241739,1.807710937
"hsa-miR-1180-3p",1.99493714,1.786678767,1.791351131,1.756560762,1.736515516,1.703190478,2.046152427,2.857633117,1.644314362,1.836267158
"hsa-miR-1180-5p",1.579010615,1.692623143,1.793818211,1.708626259,1.734188679,1.873964047,1.687308606,1.606824751,1.744141439,1.685905043
"hsa-miR-1181",1.950843873,2.353483745,1.916953898,1.930387846,1.821439329,1.822894394,1.732871266,2.38299071,1.976383584,2.123043645
"hsa-miR-1182",2.211355991,1.797470818,1.903521006,1.69745538,1.895464494,2.204329459,2.085990488,6.028782305,1.776034783,1.7651209
"hsa-miR-1183",2.933752532,2.514165107,1.980228081,2.723628725,3.124351324,2.096691967,2.552776041,6.300404868,2.092013829,3.567068041
"hsa-miR-1184",1.805645988,1.946797469,1.677043001,1.727363536,1.719400227,1.661091614,1.759941319,1.713968983,1.704230683,1.719658628
"hsa-miR-1185-1-3p",2.746208606,2.110713694,1.938479136,1.745315235,1.777302837,1.97018697,1.912647977,5.763451332,1.798270338,1.838527675
"hsa-miR-1185-2-3p",1.917119041,2.123423463,1.822505425,2.067428796,1.943794066,1.728023097,1.720716152,4.493806188,1.799221105,1.818383992
"hsa-miR-1185-5p",1.710141768,1.80677075,1.890916597,1.840314057,1.832838874,1.751456751,1.67649472,1.693459625,1.795076806,1.751303142
"hsa-miR-1193",1.70014859,1.945175727,1.793603699,1.820002637,1.682244095,1.727853298,1.711931089,1.651343457,1.798288576,1.763417695
"hsa-miR-1197",1.870240116,1.892332187,1.704707615,1.808674318,2.067681205,1.805586196,1.78616674,1.685670379,1.802516062,1.69350554
"hsa-miR-1199-3p",1.639767714,1.795498202,1.878789672,1.742352576,1.67404414,1.912996298,1.694602591,1.64940367,1.747048464,1.742012514
"hsa-miR-1199-5p",1.690215264,1.78360083,1.632775792,1.696741304,1.690788618,2.114794438,1.684477289,1.764507387,1.685287236,1.606144103
"hsa-miR-1200",1.715424358,1.678227469,1.7545805,1.700057838,1.724945772,1.808815865,1.703469371,1.589643351,1.759576001,1.686520491
"hsa-miR-1202",8.566944915,9.779897091,9.491488958,10.37690641,9.667169076,9.085087613,9.728140049,7.913172841,5.828117023,9.017226879
"hsa-miR-1203",1.664087888,1.661226599,1.773841794,1.705643429,1.84922411,1.713599492,1.6937692,1.668943426,1.809024808,1.719317958
"hsa-miR-1204",1.870731613,1.753233456,1.745475955,1.691112291,1.74326391,2.028510549,1.747149196,1.706754477,1.644808001,1.718469227
"hsa-miR-1205",1.706445793,1.735380925,1.689585031,1.631885845,1.640857956,3.005144243,1.692120106,1.841486326,1.716591756,1.680524724
"hsa-miR-1206",1.81309849,1.671391219,1.772542333,1.789055955,1.729930569,1.827443285,1.746670858,1.667178584,2.414084152,1.701991123
"hsa-miR-1207-3p",1.774324484,1.689154438,1.65403828,1.711812056,1.691798174,1.795172572,1.704525172,1.994698381,1.610058189,1.680921315
"hsa-miR-1207-5p",7.956219907,7.343320189,7.412986884,8.345307458,8.395084499,5.921484798,8.127900231,10.65992136,10.67491627,7.051482098
"hsa-miR-1208",1.981178758,1.78076615,1.915994139,1.795642466,1.775722302,1.681609687,1.985063456,2.795664483,1.827578024,2.030903852
"hsa-miR-122-3p",1.898297578,1.78062622,1.693022301,2.594086875,1.914612663,1.8202204,1.686496545,1.674933067,1.804762922,2.067699494
"hsa-miR-122-5p",1.817157094,1.689859083,1.703622443,1.740281226,1.797700635,2.122289812,1.790983325,3.3578763,2.037471276,1.799958498
"hsa-miR-1224-3p",1.681198563,1.875027037,1.736729748,1.737569975,1.828481116,1.838609909,1.874354251,1.640416316,1.678783689,1.641337233
"hsa-miR-1224-5p",4.587692064,2.81680856,2.286998736,1.984490056,2.092321024,2.214234256,2.675815588,4.871841277,1.785317161,2.025288055
"hsa-miR-1225-5p",7.323941714,8.007417359,7.988159917,8.129901351,7.982281066,7.861570406,7.742388803,7.345638832,3.143671549,8.961229586
"hsa-miR-1226-3p",1.820294892,1.715069514,1.65193652,1.650293877,1.632553626,1.798537528,1.77676201,1.689168616,1.683985171,1.686463587
"hsa-miR-1226-5p",2.107116187,1.814470727,2.205412114,2.011037231,2.570404486,1.957327941,3.025575258,4.607226837,1.826214619,2.638411625
"hsa-miR-1227-3p",2.028115286,2.526142019,1.73816962,1.849035702,1.813564368,2.452782164,1.837541004,1.884094832,1.845895645,1.91021754
"hsa-miR-1227-5p",6.206429161,3.654384978,1.923761058,1.876129245,1.871109789,1.94978127,1.764401994,2.584434775,1.992663169,1.755798622
"hsa-miR-1228-3p",6.640416737,8.444837626,8.620714276,9.668261242,8.110475631,9.821168242,9.80395955,4.334261447,11.07966949,7.968926517
"hsa-miR-1228-5p",1.63837757,1.758598696,1.804145905,1.816033882,1.770116443,1.727908728,1.814527693,2.270672649,1.812035632,1.74232124
"hsa-miR-1229-3p",3.050468218,3.057997936,3.73146839,3.621270873,3.201139494,2.900365559,3.344112585,2.600757766,2.921019371,3.752226477
"hsa-miR-1229-5p",6.923533469,6.281157332,4.181469545,3.581686842,6.074231883,3.972932598,3.85535533,7.342079356,1.765224702,5.236720727
"hsa-miR-1231",1.643268048,1.880751929,1.700723481,1.699817099,1.661717556,1.780015253,1.726043826,1.606769318,1.701191854,1.628719778
"hsa-miR-1233-3p",1.850948296,1.802027964,1.708515817,1.692520807,1.714752499,1.868802289,1.843587337,1.830200646,1.717983895,1.685971029
"hsa-miR-1233-5p",2.355946075,1.952920195,1.863711282,1.84025874,1.808373753,1.719830092,1.804761813,4.008900155,1.662960135,1.757824947
"hsa-miR-1234-3p",6.767505941,8.451144836,8.840325057,9.915734508,8.321105134,10.17457591,10.14796329,4.487845053,11.34854317,8.181825009
"hsa-miR-1236-3p",1.59453081,1.618347817,1.61142494,1.693438041,1.746667439,1.86476169,1.730329551,1.676157154,1.742517314,1.684894013
"hsa-miR-1236-5p",7.085033448,3.186428044,3.985413371,3.118153887,2.564064969,1.792576421,1.904647163,5.988906011,1.722451958,6.923525446
"hsa-miR-1237-3p",4.515749307,4.878596474,6.186964516,7.299302959,6.275113766,6.623723379,6.765951653,2.962682588,8.343676085,5.909162992
"hsa-miR-1237-5p",1.678511969,1.799644914,1.849075302,1.888471919,2.024755319,1.704222904,1.65414442,1.753970141,1.826108321,1.793940838
"hsa-miR-1238-3p",5.83763902,7.203218944,8.254873441,9.119157464,7.552155173,9.063813597,9.140015372,3.712829174,10.80302633,7.588838565
"hsa-miR-1238-5p",2.353646739,2.867359219,2.542959292,2.016039191,1.951351824,1.773598442,2.023501166,2.077887488,2.343325936,2.129127499
"hsa-miR-124-3p",3.90697573,2.50836558,2.403664134,1.787785671,1.869636402,2.948151925,2.388449296,2.550681127,1.881739582,2.454420795
"hsa-miR-124-5p",1.682971393,1.667657934,1.798698109,1.732020501,1.771339929,1.946715032,1.797987641,1.651659939,1.828606991,1.733139765
"hsa-miR-1243",1.841478283,1.743973444,1.750421612,1.841914691,1.713793856,2.092295114,1.932441935,1.655820108,2.455768775,1.991484548
"hsa-miR-1244",1.795235885,1.777797992,1.891176604,2.33141284,1.808965782,1.819653576,1.851128274,1.851813785,1.851694603,1.763685785
"hsa-miR-1245a",1.794400617,1.757371047,1.774136506,1.721866731,1.801968836,1.705772235,1.996340419,1.678045664,2.044540776,2.150000555
"hsa-miR-1245b-3p",1.936844764,1.709919674,1.879550981,1.794905275,1.728298602,2.161139023,1.755947419,1.736222227,1.802426301,1.753739232
"hsa-miR-1245b-5p",1.793692221,1.769163449,1.766960683,1.656045718,1.813623179,1.777972105,1.819625446,1.7036918,1.855378459,1.657438791
"hsa-miR-1246",11.68435607,12.7831161,13.03727114,11.43290145,12.17177455,11.4925354,11.25817348,10.34486981,10.43046564,12.90195045
"hsa-miR-1247-3p",2.904254965,1.778325901,1.740828851,1.810297764,1.926190132,1.651957973,1.751624842,2.000099613,1.687261076,1.756232056
"hsa-miR-1247-5p",1.679672209,1.749559863,1.760271083,1.811254301,1.747943043,1.738655702,1.725451526,1.726741563,1.959163056,1.744122432
"hsa-miR-1248",1.699643647,1.678181547,2.017761515,1.861989173,1.83272928,1.716944427,1.829001966,1.668868805,1.883726725,1.727462523
"hsa-miR-1249-3p",2.580168387,2.531095267,2.87352882,3.170780766,2.211304862,1.904105444,2.611080556,3.161491675,3.523578165,3.096501268
"hsa-miR-1249-5p",1.963452502,1.751873675,2.196702849,2.905853685,1.975666549,1.712581163,1.831779317,4.292900365,1.792195512,1.900604582
"hsa-miR-1250-3p",1.683563671,2.048558137,2.556321886,1.859636858,1.901065222,1.733482089,1.943490873,1.720878875,1.877815151,1.89259967
"hsa-miR-1250-5p",1.747770587,1.759321368,1.683149529,1.858704851,1.783612908,1.983466053,1.783964537,1.731832081,1.722715759,1.847115356
"hsa-miR-1251-3p",1.649714859,1.717968263,1.73463225,1.834354825,1.74707208,1.954807163,1.608324105,1.746257715,1.836522722,1.682412498
"hsa-miR-1251-5p",1.614286912,1.650371389,1.75733448,1.752750598,1.673579695,1.738923059,1.716359085,1.634370385,1.727460247,1.719427781
"hsa-miR-1252-3p",1.998712444,2.018752725,2.365267255,1.922955059,1.83362329,1.938612333,2.063731441,1.932408684,2.323151603,1.806739257
"hsa-miR-1252-5p",1.770274963,1.930350852,2.078339185,2.017784215,1.896434266,2.922559478,2.599239665,1.975868276,4.016745255,1.826404407
"hsa-miR-1253",1.743183867,1.642758959,1.675035894,1.851170525,1.725690278,1.734674115,1.640254621,1.62195127,1.703198827,1.723137389
"hsa-miR-1254",1.685801729,1.74681785,1.610160571,1.623130283,1.658973203,1.728264118,1.692739979,1.726833096,1.667730534,1.719842435
"hsa-miR-1255a",1.764223517,1.744911147,1.722756022,2.344540071,1.90611211,1.652339427,1.723114699,1.597617491,1.747455434,1.770783556
"hsa-miR-1255b-2-3p",1.738679863,1.698097072,1.800287721,1.883002484,1.899249994,1.712068034,2.343769862,1.757503126,1.918317841,1.782290723
"hsa-miR-1255b-5p",1.641597918,1.741252501,1.727082125,1.675267824,1.689236509,1.71081399,1.753146614,1.600395059,1.835988819,1.689485575
"hsa-miR-1256",1.824889611,1.826609491,1.925227913,1.884193503,1.742015137,2.350995059,1.734797636,1.671868089,1.967897502,1.78717029
"hsa-miR-1257",1.64202079,1.684641716,2.163754089,1.752536097,1.757903595,2.017761033,1.86721332,1.674501738,1.96092683,1.727689476
"hsa-miR-1258",1.863727609,1.974474238,1.772220286,1.701296094,1.692633527,1.783531659,1.944379972,1.733537713,1.771320571,1.864374108
"hsa-miR-125a-3p",4.152871752,1.992325486,1.817192269,1.825132061,2.08735397,1.851451953,1.807151685,6.813363554,1.819580781,2.422825029
"hsa-miR-125a-5p",7.086045038,3.58561381,2.246973305,1.94799683,2.747877549,2.160013425,1.882571355,5.7670703,1.767819049,2.909963138
"hsa-miR-125b-1-3p",1.768493405,1.864807113,1.700664245,1.66161402,1.632511525,1.678960475,1.589687406,1.629465788,1.622844155,1.64531161
"hsa-miR-125b-2-3p",5.076623922,2.043526929,2.046560005,1.714077543,1.716749696,1.703944479,1.765026195,3.628015084,1.725886452,2.307747131
"hsa-miR-125b-5p",6.579487611,1.917608902,1.882658445,6.714583658,9.591844174,8.736362833,8.390986979,9.83798682,4.779783453,9.410973094
"hsa-miR-126-3p",2.05111908,1.835275048,1.921654864,1.816561094,2.415646416,1.814335065,1.796257971,3.601632902,1.965505823,4.366396771
"hsa-miR-126-5p",1.763774493,1.827623733,2.363220263,2.253361724,1.817361886,1.830976964,2.979246118,1.84484991,3.695256049,2.227094418
"hsa-miR-1260a",4.40382075,6.473873954,4.461986061,9.930210758,8.108879231,8.583383698,8.788638097,6.178943489,6.244731377,8.544029449
"hsa-miR-1260b",3.488759013,4.980776721,2.200952294,6.155466695,4.600632894,5.740213719,5.313411238,4.191536389,1.761412087,5.016623959
"hsa-miR-1261",1.683837632,1.658799147,1.698201977,1.687718118,1.807335164,1.769995523,1.922956445,1.622138603,1.884728013,1.837666226
"hsa-miR-1262",1.678866979,1.695678952,1.778269717,2.057513746,1.973229987,1.665951068,1.716113356,1.769585855,2.13245862,1.965053523
"hsa-miR-1263",1.647316587,1.643608205,1.730574186,1.705651268,1.760390252,1.741943115,1.688041005,1.656389905,1.804261821,1.677626644
"hsa-miR-1264",1.807298993,2.02281417,2.2101006,2.134652882,1.977394068,1.762545572,1.857558034,1.712147491,2.107090076,1.987832652
"hsa-miR-1265",1.789583133,1.846531502,1.745738249,1.79546072,1.702129446,1.858061203,1.650525099,1.741717484,2.104325662,1.721362914
"hsa-miR-1266-3p",2.029725985,1.882712099,1.776129607,1.857502205,1.783455054,1.734897713,1.66834113,1.87341865,1.808317587,2.454669199
"hsa-miR-1266-5p",1.713664567,1.764327414,1.735630968,1.745045318,1.710521368,1.709283981,1.716863006,1.647281925,1.655363499,1.716696373
"hsa-miR-1267",1.789922701,1.770251453,1.95484439,1.788773977,2.003153172,1.849096458,1.850184532,1.723963001,1.871408501,1.752154525
"hsa-miR-1268a",9.64763435,11.40636584,11.19497322,11.56772366,11.97624067,11.8132389,11.7188023,10.96690073,8.140553104,10.66558127
"hsa-miR-1268b",7.508979249,6.496395222,7.865067208,4.957327398,4.798980022,2.102745791,4.387391048,6.771111112,1.77364495,6.782331571
"hsa-miR-1269a",1.754827837,1.646828697,1.786555392,1.72879908,1.725929531,1.69975398,1.58122582,1.632207997,1.705621335,1.764933776
"hsa-miR-1269b",1.645542719,1.762282845,1.743783384,1.925641145,1.791631909,1.75385155,1.747224595,1.652046026,1.695414757,1.835856674
"hsa-miR-127-3p",1.777612807,1.729423396,1.694013421,2.391054582,2.084466299,2.964603696,2.132199564,3.382408153,1.89291455,4.10149151
"hsa-miR-127-5p",1.734280192,1.823759593,1.673268169,1.685151983,1.669183094,1.745261099,1.684641326,1.793565867,1.949966346,1.677839758
"hsa-miR-1270",1.725939693,2.433041854,1.798722613,1.809328368,1.798561034,1.859902748,2.025961367,1.653076863,1.835817752,1.735993916
"hsa-miR-1271-3p",1.601738408,1.760946479,1.819024675,1.678149985,1.633206405,1.855349913,1.83909176,1.676578961,1.774002165,1.744741579
"hsa-miR-1271-5p",1.76973365,1.896413519,1.92861742,1.862356451,1.924403228,1.723004051,2.121639613,1.668234065,1.962056981,1.793231387
"hsa-miR-1272",1.753621048,1.703793064,1.717392701,1.75905719,1.662055577,1.898724559,1.765114792,1.719137744,1.773384993,1.72518265
"hsa-miR-1273a",1.741201866,1.778019046,1.746634762,1.675972021,1.932777753,2.120491768,1.910952251,1.726837185,2.331321282,1.738259889
"hsa-miR-1273c",1.656196114,1.74126377,1.662442685,1.868201797,1.768461302,1.666718727,1.75914822,1.701972754,1.837849783,1.682333057
"hsa-miR-1273d",1.822828142,1.937344194,2.344196876,1.80510379,1.778409553,1.665177104,1.715713856,1.702967091,1.679237689,1.833536947
"hsa-miR-1273e",2.17675668,1.946060848,2.43155223,1.635822904,2.079246718,1.765996749,2.830867583,1.752759293,1.923489041,4.225547764
"hsa-miR-1273f",5.764602347,7.890126584,5.311036948,1.865200099,2.027309411,2.051495018,1.613042462,1.938841733,1.526606119,1.777799983
"hsa-miR-1273g-3p",9.272938955,8.932463028,6.487350259,3.852669552,4.340917379,2.849214998,2.767507693,4.527467105,1.8153508,4.324465475
"hsa-miR-1273g-5p",1.76620432,1.820374949,1.763771006,1.657966329,1.674759469,2.265575122,1.73067031,1.680786944,1.667463362,1.658664706
"hsa-miR-1273h-3p",1.713984343,1.673815297,1.885328473,1.936561827,1.856131118,1.72304898,1.71920288,1.715563608,1.983675172,1.860506
"hsa-miR-1273h-5p",1.806975443,1.67145305,1.714373722,1.679075347,1.694123423,1.712174063,1.606431572,1.619541012,1.669213148,1.67213335
"hsa-miR-1275",6.41087585,3.968682681,5.757592172,2.038436235,3.811790302,1.978394422,2.750837855,8.119896887,1.804727101,3.577142052
"hsa-miR-1276",1.689288784,1.674541178,1.769142963,1.711499646,1.679502794,1.701472156,1.870859781,1.759197122,1.807547352,1.761864082
"hsa-miR-1277-3p",1.896745981,2.231487712,1.894982651,1.959021209,1.824332671,2.564497447,2.335004476,2.022911715,3.480890474,1.848860005
"hsa-miR-1278",1.967879303,1.766509679,2.112191253,1.835149291,1.879127357,1.8332096,1.962694653,1.766325667,2.279562331,2.447248128
"hsa-miR-1279",1.936793372,1.888977598,1.780621081,1.790595475,1.786366501,2.853693969,1.942082804,1.760257353,2.187044013,1.682183546
"hsa-miR-128-1-5p",1.737975166,1.805094009,1.67604195,1.936894894,1.712125202,1.754887912,1.707364812,1.63523348,1.732284863,1.607389384
"hsa-miR-128-2-5p",1.636114015,1.765986727,1.783683691,1.798371692,1.740890713,1.727185054,1.67334229,1.660689522,1.790980486,1.787419859
"hsa-miR-128-3p",3.591673432,1.713087796,1.948702955,2.073877769,4.383161301,2.03434474,3.193993205,5.695925309,1.993784144,7.672648995
"hsa-miR-1281",5.339772458,7.466050124,7.563768261,8.51457748,6.974200345,8.364990375,8.272750747,3.244780387,9.740405657,7.039739896
"hsa-miR-1282",1.791047084,1.780126846,1.701601799,1.73942613,1.721004839,1.784736256,2.420303701,1.728761669,1.753158268,1.754629374
"hsa-miR-1283",1.660663634,1.836155875,1.72227217,1.608615326,1.73598102,1.753266366,1.729040576,1.64144497,1.686544126,1.697168669
"hsa-miR-1284",1.654377858,1.700934748,1.733630463,1.710943196,1.709234582,1.778395032,1.805373299,1.619748669,1.767115911,1.802556788
"hsa-miR-1285-3p",1.76031251,2.492620689,1.89964599,1.767713541,1.73810901,1.762406124,1.821116884,1.723211554,1.743831728,1.792675411
"hsa-miR-1285-5p",1.865574548,2.779652289,2.735105652,1.925080507,1.854924292,1.810988328,1.789651016,1.661958225,1.860035449,1.9368142
"hsa-miR-1286",2.111989582,1.654381026,1.680845557,1.674767433,1.762937734,1.840368467,1.691130628,1.758845403,1.749754687,1.742069739
"hsa-miR-1287-3p",1.644412676,1.820717277,1.77834499,1.901649245,1.654752651,1.775080278,1.761131134,1.625530445,1.790237898,1.804764209
"hsa-miR-1287-5p",6.074172141,2.427592614,3.668759817,2.985033169,4.215906884,2.677021777,3.590151045,3.164613586,1.736839022,2.348400183
"hsa-miR-1288-3p",1.739139092,1.887077209,1.82925467,1.888385082,1.82350072,1.701042294,1.696828056,1.726136583,1.748941824,1.961480942
"hsa-miR-1288-5p",1.639856046,1.77002501,1.782219079,1.661916368,1.776206773,1.829915289,1.923589207,1.612029404,1.827346943,1.756489669
"hsa-miR-1289",1.854674646,1.744982119,1.614885455,1.722356652,1.682473194,1.831978821,1.860087931,1.75093359,1.755647923,1.675295101
"hsa-miR-129-1-3p",2.42539161,2.121242663,2.626557857,3.261044507,3.660277547,2.137913258,3.17393485,2.528520471,3.555831257,3.026121387
"hsa-miR-129-2-3p",3.241060183,2.1987006,3.448222395,3.239120163,4.356182921,3.518754788,4.060074653,4.602664796,3.492869046,5.43991984
"hsa-miR-129-5p",1.810973745,1.711837586,1.826693843,1.691332725,1.890299936,1.714409913,1.787683689,1.961284039,1.762472731,1.792839897
"hsa-miR-1290",10.68909594,12.16383557,12.50114007,7.987879359,10.06313062,8.765905957,7.674337711,7.781826992,7.030778215,11.21433967
"hsa-miR-1291",2.678389069,1.675149418,1.717878379,1.757503792,1.693302271,1.747405621,1.747661689,1.721865573,1.841432379,1.672957591
"hsa-miR-1292-3p",1.680914417,1.849940781,1.692222791,1.764797083,1.841597194,1.716367704,1.798848037,1.651859026,2.119809104,1.768436626
"hsa-miR-1292-5p",1.648085341,1.758205054,1.715517768,1.858876202,1.714884431,1.671610655,1.803838568,1.601612083,1.959396011,1.833979677
"hsa-miR-1293",1.816210735,1.850548564,1.843146038,1.783039708,1.707701891,1.756123309,1.872152838,1.60142666,1.814266922,1.881857401
"hsa-miR-1294",1.722924561,1.91093298,1.990965536,1.765194285,1.723387671,1.70096712,1.86085937,1.738902276,1.984369862,1.801000225
"hsa-miR-1295a",1.806124946,2.316126517,2.103703703,1.742411046,1.92246126,1.742197806,1.839466176,1.695145955,2.47133643,2.224266928
"hsa-miR-1295b-3p",1.760663818,1.801427932,1.791700638,1.946272344,1.718121708,1.663720968,1.752929925,2.248445325,1.794472429,1.831832877
"hsa-miR-1295b-5p",1.767676904,1.700599632,1.668691701,1.650225899,1.801467303,1.689545211,1.710158006,1.684775984,1.691436818,1.61948495
"hsa-miR-1296-3p",1.758719629,1.810512744,1.638711154,1.726784615,1.690102576,1.963283366,1.702326109,1.694853865,1.775146707,1.64501981
"hsa-miR-1296-5p",1.718368281,1.938199529,1.713315185,1.806839161,1.707227213,1.826218368,1.713962395,2.565869977,1.904513612,1.807982815
"hsa-miR-1297",1.635474832,1.842393151,1.948688699,1.750304174,1.861445936,1.732903557,1.734512419,1.68703823,1.867205367,1.814093035
"hsa-miR-1298-3p",1.798178295,2.041238493,1.897524264,2.483196498,1.967913284,2.323409378,2.256800544,1.742019158,2.20899511,2.251672374
"hsa-miR-1298-5p",1.642822898,1.839609913,1.788634087,2.147037612,1.728309782,1.94562696,1.754151913,1.656146326,1.920559012,1.703642935
"hsa-miR-1299",5.928565659,3.6488655,4.506122678,2.332778003,2.08441542,2.016922915,2.497003912,3.580250227,1.70844095,6.85642569
"hsa-miR-1301-3p",1.76577123,1.930588848,1.715138016,1.746248085,1.750914217,1.708460448,1.651746173,1.678357532,1.684341646,1.718800329
"hsa-miR-1301-5p",1.784242259,1.788390075,1.729072336,1.831435992,2.2819356,1.82245277,1.848134778,1.894537695,1.859355991,1.90368144
"hsa-miR-1302",1.769334903,1.816129915,1.9734739,1.848467591,2.036922641,1.720521294,2.106938049,1.633442556,2.736647793,1.867584523
"hsa-miR-1303",1.755431185,1.834552033,1.68281065,1.662723228,1.785736631,1.707548525,1.752466115,1.785672406,1.651001211,1.699902208
