"","GSM980009","GSM980010","GSM980011","GSM980012","GSM980013","GSM980014","GSM980015","GSM980016","GSM980017","GSM980018","GSM980019","GSM980020","GSM980021","GSM980022","GSM980023"
"hsa-miR-720",16.1646797204468,15.9867233443134,9.52884964996488,9.23022895673803,9.41533023523125,15.8314430839314,15.776957805733,-0.189141854553881,7.93449880982815,7.76212354307433,15.498061965246,15.6025895570125,6.87730131384031,8.35101827353223,8.04353699137399
"hsa-miR-21",14.4190061831583,14.1215553712848,2.04369341148387,2.93031572520221,3.47247607388796,13.2419031797615,13.4400983134577,1.00072981906204,1.8491666182136,1.99645925237712,15.3134524210359,14.8580232609647,2.37682157076659,3.72833959185431,3.46699639226835
"hsa-miR-1274b_v16.0",14.2066236899603,14.0684541725149,6.63149008474634,6.36576111536677,6.48687941768343,13.2614453101808,13.2670668260682,0.57833900682185,4.66904434541285,4.001265409781,13.005960098157,13.0785679745542,4.69955218774737,5.17332974847683,4.92106351659693
"hsa-miR-29b",12.3555895068593,11.8130648756284,0.836948549252453,0.439277806784993,-0.290602247043597,13.4803370792805,13.4566932289598,-1.06159586115783,-0.317363243443828,-0.221758448092125,14.5104903611353,13.9483927851673,1.72902801910424,0.468496674507872,1.91467855695055
"hsa-miR-923_v12.0",11.3400681717488,13.2094096515506,9.24431269168576,9.72098756355224,8.69546773463736,12.6317018247153,13.0313595257577,-0.0332144105790639,12.6835530372566,10.9123856519654,12.236766147233,12.1939922204118,11.2424470963249,12.2549394316513,12.6238602334185
"hsa-miR-29a",12.2782313531729,11.9885394869775,0.533634908100493,-0.147765555258504,2.17981038639851,13.0935756909449,13.3658139025917,-1.23616693968794,4.01092839647453,2.35975026300467,13.8434087957681,13.5192836437848,-1.67380599430736,2.38768292032833,3.3463364325582
"hsa-let-7a",13.3331162068909,12.8652198089082,2.12836533597735,2.54893815148065,3.47961860846942,13.114733027508,13.4944893654161,0.273532957265344,2.14147889626709,1.97809529663927,12.2135371455031,11.8438248945795,1.16403771005122,3.72598322107739,4.01420798057903
"hsa-let-7f",13.3333398692713,12.8354389742686,1.90317288965262,2.07798090937958,2.57649287256082,12.8738018580648,13.1962065144427,-0.891368495039666,1.00391736456918,1.31013242738484,12.6187770967599,12.291441539028,2.51367972373423,2.9285827554755,3.46883482186083
"hsa-miR-1260",13.5734164230305,13.2158358550449,6.41051342527629,6.1808716931244,7.34254230104115,12.7891480596883,12.9100321726629,-1.57717195651092,4.04578280983263,4.90592222231049,12.094972657708,12.0711703749764,4.30237535371138,4.31874922346965,4.35165942133327
"hsa-miR-200b",13.7894694558393,13.302257638673,2.43858322462277,3.08124775157908,3.24699036853373,10.8730149315024,10.5339195396576,1.73516904205125,0.734721931170994,1.75365416550487,9.73841775841879,9.52246599333431,0.418274266890627,-1.39477422300875,1.53152419448252
"hsa-miR-19b",13.0271834317147,12.6762471300989,-0.148143633059985,0.419547089234278,2.48909819026094,11.5834631411775,11.5004515324434,-1.60302292310842,1.99473430333254,0.676965023675999,12.0568659544425,11.8447598938792,-0.788793133718131,2.13636761010922,2.44256721844914
"hsa-let-7b",12.3983094822614,11.9305252044079,5.07850651299242,3.93394931377007,4.0746766862945,12.4354327435741,12.952602211853,0.233693847591587,3.91307418091428,4.25814501171511,9.70178624073956,9.42746119207609,0.704035312818471,2.81666400691075,2.61830608943911
"hsa-miR-16",12.39525456613,11.8656033760617,1.20278128819933,3.23613928703749,2.75721424156562,11.5118628279831,11.6443939442851,0.912066767997629,2.30991190240966,2.12744178804223,11.3008158415987,11.0143629650857,3.38944800478885,3.6538041090318,4.21381384618775
"hsa-miR-141",12.62376606065,12.0866908989994,-0.364275507523005,1.00856863793408,1.5076338103719,12.1309630357207,11.9720374200284,0.343617260829999,1.39422930641261,1.26162588857219,3.39870648488764,3.98835385136478,0.594172253256935,-1.76702446307769,-0.814221223949041
"hsa-miR-17",12.6484330855687,12.3528034827868,-0.974976877048042,1.99168310145829,-0.456602708228426,10.524399691222,10.1673905461843,0.303797695178806,0.116095943189858,0.429711292733757,11.2891111154618,11.178980989395,0.937317647425077,1.42596893834202,2.32303450615762
"hsa-miR-20a",12.4897752218946,12.1659684500824,-0.957166023688337,1.54922951912238,1.06465939585158,10.7862344993121,10.9119551731637,-0.958717200495272,0.494281959697458,1.43956197130945,11.1642457494158,10.9768239999085,1.48206194195919,1.12041033714266,0.896264097570752
"hsa-let-7i",12.1165613239123,11.7670679551103,1.43159835747502,0.0232400628460111,0.398429070607111,10.0152533499677,10.3579522090091,-3.01598441499063,1.22087349464219,2.25528076203608,11.6898473189445,11.4464444132132,2.02797639394825,2.44638275796108,0.315635436287739
"hsa-miR-200c",12.1183207881118,11.5266708851827,1.44703004806911,1.2630963201674,2.1887636101466,11.9024862896791,11.7239202820057,-0.323828654226558,2.09002991103152,0.824568529578407,2.64996235389927,3.77717350260987,4.28801889082913,-0.372358238801437,-1.36087158484353
"hsa-miR-638",6.71098409117105,6.78482195849408,10.9491022638968,11.5870461405046,9.32942121116386,6.68682404678451,7.62124969241322,1.10055385687335,11.0768696971005,8.92082146908182,5.43259635013738,5.40678630396297,9.97608863588298,10.9632884286184,10.4313158194987
"hsa-miR-23a",10.7891643655925,10.2745284140204,1.91252915627841,2.32621143942473,2.84693613581888,11.1070699210404,11.4806513766644,1.28319698410224,2.01746373504828,1.52800413072756,11.3118550091979,10.9781634467418,2.56980531054917,3.96688539087487,3.98982657658843
"hsa-miR-1274a_v16.0",11.4430968776849,11.1486774015193,3.17004105357557,3.68392659352421,4.269013690893,10.3770315383217,10.1858529208948,-0.79911804157655,1.82842442310199,0.740804974589673,11.1951611709027,11.3049724196213,2.47125354445331,2.07593680298016,2.15926233041631
"hsa-miR-103a",11.6521301690599,11.2445035782842,-0.0696085723005883,-0.415127526258266,2.44508651105126,10.4222308978727,10.2093339484283,0.0580540917431835,1.31373808386005,0.130142640013165,11.071312856207,10.8911092754996,0.594172253256935,0.0155601828282779,2.12992161851164
"hsa-miR-15b",11.694161973869,11.2235576997244,2.08639247374995,3.50681390845155,2.29257327945458,10.4063602170222,10.3991668204277,-2.36599935719035,3.09449096849932,1.35778957229881,10.7328822349827,10.5126496126167,3.44278920214243,4.31716294712771,4.52249836057778
"hsa-miR-31",10.7556629093097,10.2472807658703,1.34353403482577,1.04860030160114,-1.49518722718908,11.3512771700398,12.0047499660512,1.1887699389278,1.01753571274998,0.362330507997842,10.1057553286429,9.73484694064786,-1.18373126047966,2.43146704930411,-0.0911670982978202
