"","GSM4847915","GSM4847916","GSM4847917"
"hsa-miR-21-5p",17.280698504912,17.4314987501346,17.3500806966093
"hsa-miR-24-3p",16.6427543517677,16.5870928198632,16.5208233083516
"hsa-miR-22-3p",15.9009624368835,15.8545344270695,15.820332785164
"hsa-miR-26a-5p",15.5063491178078,15.6688245945173,15.4739253754854
"hsa-miR-146a-5p",15.4150902449809,15.3046433765211,15.1636297197232
"hsa-miR-221-3p",15.125460213223,14.98634439716,14.8310081485322
"hsa-let-7a-5p",14.8755559086727,14.9492117718195,14.6062239812586
"hsa-miR-29a-3p",14.8408333771032,14.7913507060436,14.7691509333244
"hsa-miR-100-5p",14.4718586529607,14.3392202587626,14.2226205035462
"hsa-miR-222-3p",14.3599537190648,14.2004806080251,13.8341715954927
"hsa-miR-143-3p",14.1862207473701,14.1389252821314,14.0196080600526
"hsa-miR-125b-5p",14.1186311713806,14.3989916972824,14.3992645604227
"hsa-let-7f-5p",14.0935923196357,14.1703848858024,14.0433981863111
"hsa-miR-148a-3p",13.9659757554584,14.2654882183763,14.2487057596741
"hsa-let-7i-5p",13.9509672907836,13.9427505440728,13.5834034493626
"hsa-miR-199a-3p",13.9241749071141,14.1211060199886,14.102205665004
"hsa-miR-122-5p",13.6503405658333,13.7872568598863,13.3422614212871
"hsa-miR-16-5p",13.5378685771969,13.4113791506976,13.0163245460421
"hsa-miR-27a-3p",13.4884632670188,13.4262633458195,13.4660130291018
"hsa-miR-23a-3p",13.4291032623913,13.5701753090076,13.5873837610592
"hsa-miR-181a-5p",13.1048753385999,13.2617493685678,13.3311141150947
"hsa-miR-199b-3p",12.9236839751836,13.1210040244383,13.1022876954894
"hsa-miR-495-3p",12.8154051126082,12.6826570496522,12.4824151802002
"hsa-miR-126-3p",12.8040319069291,13.1910022227867,13.0721711682706
"hsa-miR-31-5p",12.6595964591624,12.8628242300558,12.8205676948076
"hsa-miR-381-3p",12.606756384993,12.6368124511522,12.3988178750129
"hsa-miR-92a-3p",12.5382441179631,12.3538251917703,12.0523197935225
"hsa-miR-218-5p",12.5321298652236,12.3870707176689,11.8284748009493
"hsa-miR-26b-5p",12.2191702693657,12.4165889721252,12.4039855594649
"hsa-miR-320a",12.1248119014047,11.6401064724355,11.4164490598975
