"","GSM1224991","GSM1224992","GSM1224993","GSM1224994","GSM1224995"
"hsa-miR-4672",5.35755200461808,5.52356195605701,11.4635243732712,3.68929916053589,6.15603249888887
"hsa-miR-1827",8.02236781302845,8.2336196767597,6.06608919045777,7.55458885167764,11.0691342063162
"hsa-miR-4472",8.18487534290828,9.33762190199251,7.84549005094437,7.35755200461808,10.652280329679
"hsa-miR-4268",8.58496250072116,8.4178525148859,5.28540221886225,7.467605550083,10.953323448583
"hsa-miR-2116-5p",8.467605550083,8.57364718749332,6.4262647547021,7.53915881110803,10.8786717052791
"hsa-miR-25-3p",8.64385618977473,8.49185309632967,6.76818432477693,6.79441586635011,10.8844681873744
"hsa-miR-30c-1-3p",10.4125698468052,10.0306671362469,5.55458885167764,6.32373033752135,8.32255913593758
"hsa-miR-4441",9.27379559921426,9.03617361255349,7.70043971814109,7.17990909001493,10.4011461821535
"hsa-miR-4687-3p",9.12153351734003,10.5971214287896,5.7279204545632,6.59395128394841,9.19581509908572
"hsa-miR-4536-5p",6.12928301694497,5.4594316186373,11.3619437737352,3.90689059560852,5.55704241526372
"hsa-miR-4462",6.37503943134692,6.39231742277876,11.2859801059282,3.90689059560852,5.33664044640873
"hsa-miR-491-3p",8.87958324961278,9.49185309632967,6.55458885167764,7.12928301694497,10.3075309856902
"hsa-miR-765",8.96289600533726,8.62570884306447,5.83289001416474,6.84549005094437,10.66510492535
"hsa-miR-3178",10.4439795426013,10.1623913287569,5.20945336562895,4.877744249949,5.95930648975966
"hsa-miR-23a-3p",8.79766152585376,7.6724253419715,5.83289001416474,7.29462074889163,10.8003175287896
"hsa-miR-4651",10.3498340914572,10.2008986050384,6.02236781302845,4.8073549220576,4.75862298244024
"hsa-miR-23b-3p",9.27844945822048,8.15987133677839,6.02236781302845,7.19967234483636,10.5192430943612
"hsa-miR-19b-3p",9.90538700501813,9.62753388447279,5.20945336562895,6.6724253419715,9.41074812818595
"hsa-miR-2355-3p",6.12928301694497,6.20945336562895,4.85798099512757,6.83289001416474,11.1256007374523
"hsa-miR-148b-5p",5.78135971352466,5.88264304936184,6.7279204545632,6.4446008137115,11.1015883623345
"hsa-miR-425-3p",10.1059085085712,9.46964181723952,9.27379559921426,4.09592441999854,5.75408578219791
"hsa-miR-122-5p",6.37503943134692,6.39231742277876,6.04439411935845,7.2667865406949,11.0392617943411
"hsa-miR-3915",8.24317398347295,8.2045711442492,6.22881869049588,7.4178525148859,10.6787849753113
"hsa-miR-483-3p",8.36194377373524,8.32192809488736,5.39231742277876,7.45121111183233,10.656603624822
"hsa-miR-320a",8.3037807481771,8.58120058192496,6.68650052718322,6.97727992349992,10.5702541926851
"hsa-miR-183-3p",10.380461065089,9.85018683764577,6.35755200461808,4.64961545906341,6.03584381599453
"hsa-miR-92a-3p",9.7262181593322,9.47167521439204,6.61470984411521,6.45285896471381,9.41345868800798
"hsa-miR-4716-3p",6.94251450533924,6.8703647195834,6.14974711950468,6.74146698640115,10.9594731366856
"hsa-miR-323a-3p",6.7279204545632,6.71424551766612,11.0559602344523,3.8073549220576,5.7371459197762
"hsa-miR-498",9.62753388447279,9.16741814583174,6.14974711950468,6.7279204545632,9.68169522216564
"hsa-miR-488-3p",6.02236781302845,6.12928301694497,11.0382331347318,4.62643913669732,5.93522399406003
"hsa-miR-665",8.43879185257826,9.02790599656988,5.20945336562895,7.06608919045777,10.315591136011
"hsa-miR-486-5p",9.44501484586842,9.77807712953536,7.5077946401987,6.48220292629596,8.83829000190733
"hsa-miR-4522",5.61470984411521,5.97727992349992,11.0505289055306,3.38543103719352,5.50143914515887
"hsa-miR-1321",9.75988818322183,9.25029841790633,6.56985560833095,6.49024921062709,9.26502894245816
"hsa-miR-4419b",7.82017896241519,7.98868468677217,5.85798099512757,7.25738784269265,10.6254166220708
"hsa-miR-19a-3p",9.37937836707126,8.91886323727459,6.37503943134692,6.8073549220576,9.79698054278087
"hsa-miR-4301",9.33762190199251,8.49984588708321,6.02236781302845,6.88264304936184,10.0157495515862
"hsa-miR-4447",7.4093909361377,7.36632221424582,10.791162888555,4.74416109557041,5.80658184262093
"hsa-miR-21-5p",9.01402047031493,8.2667865406949,6.37503943134692,7.09803208296053,10.1601109253251
"hsa-miR-4667-5p",9.0389189892923,8.59618975614441,6.14974711950468,6.97727992349992,10.04726026626
"hsa-miR-4481",6.16992500144231,6.16992500144231,5.85798099512757,6.38543103719352,10.8457801289349
"hsa-miR-4715-3p",5.58496250072116,5.95419631038687,10.9106427304696,3.97269265400426,5.47053686509258
"hsa-miR-940",6.79441586635011,6.89481776330794,6.64385618977472,6.35226417325832,10.6979666376043
"hsa-miR-513a-5p",9.73640193131829,9.29001884693262,6.3037807481771,6.40769264866568,8.58503763913116
"hsa-miR-4449",9.16741814583174,9.30149619498255,4.4594316186373,5.64673869830785,9.53747080154765
"hsa-miR-106a-5p",9.80413102118332,9.35755200461808,5.6724253419715,6.17791779219584,8.43783528232714
"hsa-miR-25-5p",9.71938882094208,9.18239435340453,5.4594316186373,6.40429006444484,8.85315357994097
"hsa-miR-520d-3p",6.10852445677817,6.20945336562895,6.10852445677817,6.40769264866568,10.7146576573749
"hsa-miR-3162-3p",7.74146698640115,7.93073733756289,10.4491486453754,4.99095486039699,5.54256760776422
"hsa-miR-29c-3p",9.2240016741981,9.15228484230658,6.49185309632967,6.44128427192704,9.18529668714271
"hsa-miR-3164",7.66533591718518,7.70043971814109,5.35755200461808,6.7279204545632,10.4004205179832
"hsa-miR-3689b-3p",6.55458885167764,6.75488750216347,10.6402449362223,5.10013667128545,5.56315813040281
"hsa-let-7a-5p",9.2045711442492,7.81378119121704,6.56985560833095,6.82017896241519,9.73964561444792
"hsa-miR-93-5p",9.26209484537018,9.00562454919388,6.59991284218713,6.53294028837287,9.10800164646591
"hsa-miR-675-3p",6.4093909361377,6.49185309632967,6.37503943134692,6.25171909260596,10.5326383970004
"hsa-miR-20b-5p",10.1189410727235,9.04439411935845,6.4093909361377,4.8923910259134,5.88459792099006
"hsa-miR-5681b",8.15987133677839,8.22881869049588,5.4262647547021,6.97727992349992,10.0357750988878
"hsa-miR-877-3p",7.11894107272351,7.72109918870718,5.97727992349992,7.15987133677839,10.2858414341418
"hsa-miR-767-5p",9.16992500144231,8.55842071326866,6.95419631038687,6.05961485629722,9.35952995532291
"hsa-miR-4781-5p",5.24792751344359,5.04439411935845,10.6882503091332,3.96347412397489,5.20084957463721
"hsa-miR-26b-5p",9.69348695749933,7.59991284218713,5.8073549220576,6.61176256006487,9.19945150726558
"hsa-miR-29a-3p",8.81057163474115,8.43462822763673,6.85798099512757,6.68650052718322,9.52150229386561
"hsa-miR-361-5p",7.36632221424582,7.24792751344359,10.3976746329483,5.28169825009883,5.42021289061078
"hsa-miR-320e",6.4262647547021,6.71424551766612,10.5147140541385,4.0703893278914,5.92291140625819
"hsa-miR-147b",9.85486838326024,9.15734693536284,6.68650052718322,5.18586654531133,6.30048984436311
"hsa-miR-4755-3p",6.06608919045777,6.08746284125034,10.5401280385821,3.88752527074159,5.40565206128037
"hsa-miR-191-5p",9.24317398347295,8.93957921431469,6.64385618977472,6.26115467261557,8.53977919169849
"hsa-miR-30b-5p",9.00842862207058,8.10852445677817,6.4594316186373,6.51727569320958,9.37129748113813
"hsa-miR-943",9.07414146275251,8.37068740680722,6.16992500144231,6.62205181945638,9.1656858722105
"hsa-miR-492",10.1848753429083,8.21431912080077,6.06608919045777,4.92599941855622,5.72437742160622
"hsa-miR-4434",8.56605403817109,7.94836723158468,8.2240016741981,6.45450493755737,9.20803922155379
"hsa-miR-671-5p",6.70043971814109,6.59991284218713,7.16992500144231,6.18982455888002,10.1948060923206
"hsa-miR-4730",6.74146698640115,6.44294349584873,10.3890935219045,3.94485844580754,4.69877410890368
"hsa-miR-4258",8.80413102118332,8.82336724004623,6.33985000288462,6.53760669149529,8.93292337383563
"hsa-miR-7-5p",7.07681559705083,7.01122725542325,9.61838550225861,6.38715571766298,8.73974686212613
"hsa-miR-4748",9.35974956032233,8.85486838326024,6.04439411935845,5.53294028837287,8.34118521356844
"hsa-miR-4711-3p",5.64385618977472,5.61470984411521,10.4189067312579,4.10433665981474,5.87110437355546
"hsa-miR-205-3p",8.97154355395077,8.74146698640115,5.55458885167764,6.44294349584873,8.9036408744577
"hsa-miR-1277-3p",5.7279204545632,6.39231742277876,10.3793783670713,4.77082904603249,5.21334728173344
"hsa-miR-4298",7.7279204545632,7.6724253419715,8.0389189892923,6.68650052718322,9.54571745051382
"hsa-miR-2277-5p",6.12928301694497,6.39231742277876,10.3553510964248,4.47897180503294,5.3684191550814
"hsa-miR-877-5p",8.76155123244448,8.2667865406949,6.88264304936184,6.6724253419715,9.13709360897494
"hsa-miR-142-5p",8.65463602852797,8.36632221424582,6.79441586635011,6.47897180503294,9.12243977350895
"hsa-let-7d-5p",8.81057163474115,8.34429590791582,6.20945336562895,6.41278152533848,9.11839606699007
"hsa-miR-3195",9.28771237954945,9.37937836707126,6.4093909361377,4.51096191927738,5.94719858426206
"hsa-miR-4762-5p",9.53332973230583,9.19967234483636,6.24792751344359,4.84297883178833,4.63691458035588
"hsa-miR-1273f",7.91886323727459,8.54303182025524,6.2667865406949,6.61470984411521,9.37729730642785
"hsa-miR-3945",7.876516946565,7.56224242422107,7.04439411935845,6.0746766862945,9.68699068008847
"hsa-let-7i-5p",8.40514146313634,8.08746284125034,6.4594316186373,6.64673869830785,9.32557530265719
"hsa-miR-1911-3p",5.88264304936184,6.14974711950468,10.2597432636908,4.12928301694497,5.9560566524124
"hsa-miR-4752",5.52356195605701,6.16992500144231,10.2807707701306,4.07895134139482,4.83945576522463
"hsa-miR-28-3p",5.58496250072116,5.7279204545632,6.35755200461808,6.3019533951261,10.1582688538527
"hsa-miR-4478",8.18487534290828,8.18982455888002,6.18982455888002,6.61176256006487,9.32233379581859
"hsa-miR-3676-3p",7.17990909001493,7.57742882803575,6.5077946401987,6.82017896241519,9.73101348678117
"hsa-miR-4425",9.53332973230583,8.88569637333939,6.02236781302845,4.85299758761332,5.4947356048628
"hsa-miR-4538",5.88264304936184,6.16992500144231,10.18982455888,4.16992500144231,4.92314918047231
"hsa-miR-4429",8.85174904141606,8.68650052718322,5.7279204545632,6.29462074889163,8.34105174809438
"hsa-miR-422a",6.70043971814109,6.82017896241519,5.97727992349992,6.51412226017071,9.86845218979584
"hsa-miR-30b-3p",9.47167521439204,8.82017896241519,5.95419631038687,4.48542682717024,5.51538446063695
"hsa-miR-1178-3p",6.4262647547021,6.4757334309664,7.33091687811462,6.29829173062012,9.77177005795335
"hsa-miR-4728-5p",9.38801728534514,8.87344411251538,6.16992500144231,5.21334728173344,5.26641176603611
"hsa-miR-320b",9.09275714091985,9.19721669311005,5.52356195605701,5.03562390973072,6.1197711619529
"hsa-miR-130a-3p",8.8703647195834,8.19967234483636,6.91886323727459,6.21916852046216,8.32327998788732
"hsa-miR-22-5p",7.29462074889163,7.24792751344359,5.90689059560852,6.8073549220576,9.62984836411921
"hsa-miR-581",6.4594316186373,6.35755200461808,6.4757334309664,6.49505552836802,9.84345001845874
"hsa-miR-4508",9.19475685442225,8.98299357469431,5.95419631038687,4.94953493301701,5.75274859140713
"hsa-miR-4743-5p",6.97727992349992,6.71424551766612,9.89784545600551,4.23266075679027,4.97269265400426
"hsa-miR-145-5p",5.90689059560852,5.97727992349992,6.02236781302845,6.56529252058102,9.89355940282532
"hsa-miR-4756-3p",5.61470984411521,5.6724253419715,5.70043971814109,5.74685018309805,10.0004789403306
"hsa-miR-4764-3p",6.68650052718322,6.5077946401987,5.95419631038687,6.74146698640115,9.75278203628655
"hsa-miR-378c",6.76818432477693,6.85798099512757,6.32192809488736,6.6724253419715,9.66031685191339
"hsa-miR-4455",7.59991284218713,7.70735913208088,6.12928301694497,6.61323695471633,9.3089760418687
"hsa-miR-4500",8.69696752623429,7.75488750216347,6.16992500144231,6.39917109381982,8.69258063251088
"hsa-miR-24-3p",7.8703647195834,7.31288295528436,6.16992500144231,6.4594316186373,9.32393294900134
"hsa-miR-4638-5p",7.18982455888002,6.88264304936184,5.88264304936184,6.00674683244058,9.65268366888707
"hsa-miR-936",7.71424551766612,7.85174904141606,6.83289001416474,6.52199295640167,9.06239698440189
"hsa-miR-4460",5.4262647547021,5.75488750216347,9.9469062744564,4.19377174339668,5.8414699994658
"hsa-miR-4646-3p",6.74146698640115,7.25738784269265,5.35755200461808,6.85798099512757,9.53151792521452
"hsa-miR-652-5p",8.06069593168755,7.86418614465428,5.70043971814109,6.00450139223494,9.07799064768406
"hsa-miR-3173-3p",6.88264304936184,7.15987133677839,5.75488750216347,6.68650052718322,9.52242460143759
"hsa-miR-519a-3p",5.75488750216347,6,6.22881869049588,6.05528243550119,9.79446460522415
"hsa-miR-718",6.88264304936184,7.07681559705083,6.20945336562895,6.76818432477693,9.47279236241519
"hsa-miR-4311",6.12928301694497,6.2667865406949,6.18982455888002,6.37851162325373,9.70749718241742
"hsa-miR-4274",6.90689059560852,6.75488750216347,6.89481776330794,6.74146698640115,9.40290546904628
"hsa-miR-4764-5p",7.08746284125034,7.4093909361377,5.70043971814109,6.5713734359732,9.39371221227732
"hsa-miR-516b-5p",8.46352437327118,8.2667865406949,6.44294349584873,6.31831684133498,8.21028170263923
"hsa-miR-299-5p",9.211888294546,8.69348695749933,5.24792751344359,5.09592441999854,5.45384677374993
"hsa-miR-4504",5.83289001416474,5.8073549220576,6,5.64673869830785,9.80396963687297
"hsa-miR-485-3p",6.97727992349992,8.06069593168755,5.58496250072116,6.4643415327611,9.19561827512308
"hsa-miR-601",8.23840473932508,8.02236781302845,6.71424551766612,6.35049724708413,8.5070810431207
"hsa-miR-624-5p",6.06608919045777,5.95419631038687,6,6.15583017155653,9.70980756397458
"hsa-miR-1471",7.63662462054365,7.43462822763672,9.29001884693262,5.25171909260596,5.96416756068177
"hsa-miR-1207-3p",6.62935662007961,6.61470984411521,5.93073733756289,6.68650052718322,9.48806104259648
"hsa-miR-4530",3.8073549220576,2.8073549220576,6.56985560833095,6.79441586635011,9.73325264330014
"hsa-miR-187-3p",6.33985000288462,6.3037807481771,5.93073733756289,6.27426166125705,9.60284730188729
"hsa-miR-4769-3p",6.2667865406949,7.05528243550119,5.90689059560852,6.78135971352466,9.42597115316354
"hsa-miR-4712-5p",5.4262647547021,6.18982455888002,9.79441586635011,4.10433665981474,5.38887833881199
"hsa-miR-4490",6.56985560833095,6.4757334309664,9.70043971814109,4.02680005934372,4.63401235640212
"hsa-miR-4691-3p",6,5.90689059560852,9.77643303244473,3.68929916053589,5.07553263116736
"hsa-miR-487a",6.04439411935845,6.32192809488736,9.67065624911844,4.37851162325373,5.82959589917751
"hsa-miR-155-5p",6.71424551766612,6.85798099512757,6.06608919045777,6.62643913669732,9.34122969931615
"hsa-miR-620",6.94251450533924,6.74146698640115,6.14974711950468,6.51254295509686,9.30592493460186
"hsa-miR-125a-3p",7.99435343685886,7.94836723158468,7.5077946401987,5.74685018309805,8.14923903883703
"hsa-miR-4436b-3p",7.21916852046216,7.467605550083,4.64385618977472,6.47735352663456,9.17515030610947
"hsa-miR-758-3p",6.24792751344359,6.35755200461808,5.83289001416474,6.16188768237689,9.50388535226162
"hsa-miR-574-3p",6.16992500144231,6.35755200461808,5.55458885167764,6.63372181264101,9.46929585452449
"hsa-miR-135a-3p",8.84235034341381,8.61470984411521,5.83289001416474,5.37155886261196,5.82756500665014
"hsa-miR-30e-5p",8.66888498426625,7.96578428466209,7.98868468677217,4.65535182861255,5.96624587322494
"hsa-miR-3911",7.74819284958946,7.68650052718322,6.24792751344359,6.41953889151378,8.70030099079439
"hsa-miR-5692c",5.61470984411521,5.78135971352466,5.7279204545632,6.04875931191986,9.59286810940954
"hsa-miR-4778-5p",7.60733031374961,7.48381577726426,6.37503943134692,6.33628338786443,8.83554516550869
"hsa-miR-4734",8.52356195605701,8.85174904141606,6.55458885167764,4.28540221886225,5.51916444980607
"hsa-miR-1276",6.32192809488736,6.4262647547021,9.54303182025524,3.82781902461732,5.88362081628567
"hsa-miR-1185-2-3p",8.52356195605701,8.81057163474115,6.49185309632967,4.32192809488736,5.68678063494857
"hsa-miR-4419a",7.78790255939143,7.93663793900257,6.3037807481771,6.2667865406949,8.4541758931858
"hsa-miR-1249",7.29462074889163,7.32192809488736,5.75488750216347,6.52356195605701,8.96863799659961
"hsa-miR-505-5p",8.06608919045777,7.8703647195834,5.93073733756289,6.35579154675365,8.28016758824999
"hsa-miR-99b-3p",7.23840473932508,7.44294349584873,6.44294349584873,6.46270675067016,8.82062574567295
"hsa-miR-5091",5.75488750216347,5.75488750216347,6.55458885167764,5.61470984411521,9.41806341979686
