"","GSM1954293","GSM1954294","GSM1954295","GSM1954296","GSM1954297","GSM1954298"
"hsa-miR-155",5.0039,7.0097,6.011,5.9695,5.9866,4.9949
"hsa-let-7a",3.0359,3.0555,1.0579,11.9977,11.005,11.0021
"hsa-let-7b",0.0093,0.9783,0.0056,1.0144,1.0089,-1.0131
"hsa-let-7c",7.9793,10.0152,9.0107,8.9522,6.9601,7.8747
"hsa-let-7d",1.967,7.0181,6.0128,8.0029,7.0389,11.0021
"hsa-let-7e",-0.013,1.0243,-0.9696,-0.031,0.9767,-1.0355
"hsa-let-7f",1.0159,13.034,13.0195,11.9977,11.005,11.0021
"hsa-let-7g",2.9959,4.054,0.9801,2.9982,1.9905,1.9923
"hsa-miR-1",12.0124,13.034,9.9854,6.0389,11.005,5.9993
"hsa-miR-100",12.0124,2.0161,5.9701,1.9825,11.005,-1.0368
"hsa-miR-101",12.0124,13.034,5.993,8.0035,4.979,4.9809
"hsa-miR-103",4.0057,3.994,13.0195,4.0278,11.005,11.0021
"hsa-miR-105",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-106a",-1.0397,1.0145,-2e-04,0.9721,1.0151,-2.0063
"hsa-miR-106b",5.9713,3.9983,2.989,4.0341,3.9599,1.9593
"hsa-miR-107",7.9999,7.0042,13.0195,11.9977,11.005,11.0021
"hsa-miR-10a",5.9927,13.034,6.9831,6.0018,4.9547,11.0021
"hsa-miR-10b",12.0124,-21.4391,13.0195,11.9977,11.005,11.0021
"hsa-miR-122",5.9919,2.994,2.0159,0.9828,-1.0123,-2.0377
"hsa-miR-124",12.0124,13.034,13.0195,11.9977,11.005,3.9693
"hsa-miR-125a-3p",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-125a-5p",7.0061,13.034,13.0195,7.9768,6.9483,11.0021
"hsa-miR-125b",12.0124,9.0188,8.0278,11.9977,11.005,11.0021
"hsa-miR-126",-1.0098,0.005,0.0101,-0.0113,-0.0151,-1.0279
"hsa-miR-127-3p",8.0227,6.0164,6.0457,3.9605,11.005,11.0021
"hsa-miR-127-5p",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-128",12.0124,8.0159,6.99,11.9977,11.005,11.0021
"hsa-miR-129-3p",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-129-5p",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-130a",4.9809,5.0315,2.0242,5.0022,3.9944,3.9874
"hsa-miR-130b",3.9932,6.0267,4.0294,5.9916,5.0215,4.0055
"hsa-miR-132",8.0812,13.034,7.0382,11.9977,11.005,11.0021
"hsa-miR-133a",5.0293,5.9973,6.0201,6.9905,7.0157,1.9744
"hsa-miR-133b",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-134",5.9973,6.0038,3.9715,5.9395,5.0705,11.0021
"hsa-miR-135a",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-135b",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-136",9.0133,1.9857,2.9779,1.9581,-0.0448,8.0106
"hsa-miR-137",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-138",12.0124,13.034,13.0195,11.9977,11.005,6.9797
"hsa-miR-139-3p",12.0124,5.0317,4.0257,11.9977,11.005,3.0251
"hsa-miR-139-5p",2.9969,4.0271,2.9934,2.9657,1.9929,1.9727
"hsa-miR-140-3p",12.0124,13.034,9.0233,11.9977,11.005,8.0864
"hsa-miR-140-5p",5.9772,6.0062,3.9934,4.9399,4.9714,3.9791
"hsa-miR-141",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-142-3p",0.9672,0.9817,0.9799,0.9395,1.9675,1.9769
"hsa-miR-142-5p",9.025,7.0037,5.9968,11.9977,11.005,4.9891
"hsa-miR-143",7.0025,9.0286,7.0001,8.024,11.005,11.0021
"hsa-miR-145",3.006,6.0084,7.0008,6.9946,5.9076,6.9866
"hsa-miR-146a",-1.0245,-1.0301,-3.0096,-0.0425,0.9802,-1.0344
"hsa-miR-146b-3p",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-146b-5p",3.9958,4.0154,1.9908,3.9808,2.9787,1.9801
"hsa-miR-147",12.0124,13.034,13.0195,11.9977,11.005,11.0021
"hsa-miR-147b",12.0124,13.034,13.0195,11.9977,11.005,11.0021
