"","GSM1223777","GSM1223779","GSM1223781","GSM1223783","GSM1223785","GSM1223787","GSM1223789","GSM1223791","GSM1223793","GSM1223795","GSM1223797","GSM1223799"
"hsa-miR-3128",8.91963,8.80576,9.30447,9.35134,9.35951,9.16536,9.37846,9.15075,9.17834,9.4519,8.83907,9.17121
"hsa-miR-4520a",9.18718,9.09367,9.40143,9.21635,9.21781,8.93025,9.0015,8.90347,9.31815,9.31195,8.77895,8.95187
"hsa-miR-633",9.09656,9.06669,9.13382,9.33738,8.84318,9.17461,9.14509,9.15472,9.11077,9.11751,8.95141,9.12472
"hsa-miR-4520b",9.11572,9.08863,9.36838,9.12497,9.05247,8.70208,8.80713,9.04762,9.39044,9.25728,8.86773,9.01735
"hsa-miR-3658",9.09324,8.84714,8.83993,8.70049,9.10628,8.86658,8.68168,8.74772,8.95448,8.88475,8.72091,8.96107
"hsa-miR-3064",9.44153,9.15613,8.62454,8.63627,8.43309,9.04394,8.53355,9.06206,8.69302,8.52614,9.4116,8.36479
"hsa-miR-559",8.61607,8.76902,8.79897,9.04082,8.73012,8.79478,8.89278,8.7828,8.85258,8.96426,8.5426,8.87618
"hsa-miR-449b",9.52621,9.75101,8.22849,8.3897,9.2296,9.32467,8.60335,8.50525,8.13534,7.5567,9.14948,8.79578
"hsa-miR-335",8.21173,8.3464,8.93659,8.64148,8.98825,8.79729,8.7807,8.55656,8.5938,9.04852,8.33564,8.56023
"hsa-miR-4677",8.65494,8.71787,8.77229,8.72179,8.25339,8.3067,8.38364,8.57156,8.69242,8.6946,8.32764,8.55316
"hsa-miR-129-2",8.329,8.42371,8.54262,8.69384,8.2817,8.37669,8.52975,8.53493,8.46529,8.46566,8.1458,8.60512
"hsa-miR-494",8.6907,8.41238,8.3951,8.21696,8.94583,8.73817,8.49973,7.90395,8.14658,7.93378,8.74545,8.49139
"hsa-miR-4718",8.48635,8.47075,8.51542,8.58584,8.18442,7.96997,8.12106,8.60478,8.83268,8.67547,8.17139,8.38455
"hsa-miR-4659a",8.03032,8.16925,8.39622,8.74235,8.6285,8.29579,8.52115,8.60096,8.47841,8.72062,7.73194,8.68323
"hsa-miR-558",8.10166,8.13736,8.34628,8.27001,7.70688,7.98062,8.3088,8.57415,8.61982,8.54792,7.55918,8.36093
"hsa-miR-1273c",8.41751,8.36641,8.62713,8.03901,8.39294,7.91356,7.70247,7.88503,8.25628,7.94874,8.17285,8.34754
"hsa-miR-197",6.90726,10.4249,8.08315,7.86077,7.99369,8.01242,6.94653,8.88219,7.93023,6.8307,8.3634,8.20275
"hsa-miR-548d-1",8.70174,8.2875,7.96562,7.40902,8.91589,8.23467,7.41207,6.98449,7.51364,7.43692,8.36784,8.42609
"hsa-miR-3201",5.70709,7.25279,8.45938,8.08879,8.31522,8.95402,8.54786,8.31084,7.35183,8.09828,8.19829,7.79122
"hsa-miR-129-1",7.94618,7.91108,8.1839,8.08653,7.73711,7.84332,7.66787,8.07518,7.87195,8.12614,7.36692,7.73988
"hsa-miR-582",7.90188,8.04934,8.22997,8.29576,7.10519,7.27229,7.52304,8.45453,8.53545,8.36158,6.89622,7.80605
"hsa-miR-3935",7.19409,9.32438,8.13822,7.68694,7.2122,8.00318,6.77008,9.22399,8.24602,7.02992,7.77482,7.61574
"hsa-miR-4760",7.69137,7.68435,8.01809,7.99326,7.43034,7.54701,7.60714,8.0688,8.01918,8.07911,7.50278,7.68252
"hsa-miR-4731",8.04439,8.34088,7.94592,7.70084,7.59698,7.4206,7.24451,8.06466,7.89592,7.49598,7.63554,7.83446
"hsa-miR-19b-1",8.00488,8.01254,8.1384,7.54044,7.29004,7.5176,7.22494,7.96298,8.05518,8.07473,7.37586,7.62029
"hsa-miR-1260b",7.21333,9.00789,7.20097,7.39229,7.6908,7.89176,7.33624,7.90337,7.50764,7.01786,8.14041,7.58945
"hsa-miR-4694",7.4963,7.73121,7.77704,7.88782,7.31815,7.15158,7.41765,8.06065,7.88328,7.75669,7.41448,7.67303
"hsa-miR-4319",7.09763,7.80151,7.40153,7.61468,7.27292,7.20312,6.971,8.33285,7.96112,7.7621,7.60694,7.85711
"hsa-miR-7-2",7.66128,7.66877,7.24366,7.0027,8.05971,7.65792,7.57496,7.165,6.93485,7.22194,7.94967,8.36656
"hsa-miR-411",7.08737,7.64607,7.32169,7.40281,7.49547,7.4043,7.14669,7.81785,7.75003,7.51471,7.35732,7.97205
"hsa-miR-4764",6.51605,8.55081,7.1652,6.84672,7.60968,8.02888,7.01074,7.85361,7.22093,6.93731,8.31108,7.72916
"hsa-miR-606",7.45522,7.2612,7.79585,7.1432,7.44592,7.66011,7.21011,7.13874,7.39794,7.95354,7.66695,7.07358
"hsa-miR-196a-2",7.51787,7.52849,7.87712,7.25666,7.6154,7.06132,7.10183,7.25832,7.44232,7.2751,6.96103,7.47822
"hsa-miR-4758",5.97969,8.54343,7.69268,7.30812,6.98189,6.81531,6.8869,8.9113,7.83702,6.83997,6.82501,7.67298
"hsa-miR-1281",6.97567,7.40535,7.07627,9.17583,6.70817,7.4029,8.22814,7.29486,7.01985,7.18481,6.90254,6.46166
"hsa-miR-889",7.90677,7.64408,7.50914,6.58673,6.76376,6.84434,6.71273,7.72119,7.68035,7.49977,7.15324,7.18961
"hsa-miR-187",7.7334,7.60792,7.39179,6.50094,7.72384,7.00737,6.82988,7.39179,7.11176,6.6606,7.39103,7.67011
"hsa-miR-455",6.58999,6.68963,6.13845,8.06891,6.39541,8.25673,8.83062,6.43148,6.83327,7.02555,8.08626,7.64201
"hsa-miR-744",7.04914,7.60901,6.99982,7.23522,6.93494,7.58436,7.01915,7.53815,7.24665,7.00714,7.67795,6.95898
"hsa-miR-635",7.61879,7.43462,7.37274,7.34771,6.77952,7.00227,7.07596,7.54917,7.40168,7.75276,6.54641,6.85662
"hsa-miR-548z",8.04811,7.5001,7.29189,6.72711,8.01259,7.46365,7.24451,6.01208,6.50282,7.07921,7.01516,7.63456
"hsa-miR-24-2",7.41568,7.42457,7.64634,7.36136,6.31344,6.08021,6.45884,7.91497,7.80154,7.75545,6.89191,7.11537
"hsa-miR-4687",6.93531,7.36062,7.70654,7.4001,6.65699,6.78969,6.56882,7.59234,7.78724,7.18549,6.4246,7.3036
"hsa-miR-3065",7.48922,7.04212,7.51582,6.71779,8.0845,7.49495,6.90727,6.02357,6.51265,6.72496,7.38275,7.71492
"hsa-miR-3941",7.23932,7.11352,6.98174,6.25942,7.56463,7.27832,6.76908,6.73163,7.11241,6.90773,7.32239,7.61959
"hsa-miR-570",7.77501,7.36395,7.00569,6.2923,7.58277,7.46365,7.44128,6.16968,6.43998,7.12557,6.55071,7.68685
"hsa-miR-7-1",7.52917,7.13893,6.78245,6.6046,7.82845,7.37155,6.83413,6.24527,6.55016,6.73942,7.60111,7.65238
"hsa-miR-4653",6.98317,7.46024,7.41122,7.09562,6.39636,6.26606,6.51002,7.68687,7.54669,7.22354,6.22082,6.84834
"hsa-miR-3140",7.41609,7.3346,7.38975,6.52837,6.59902,6.46614,7.02176,6.72883,7.22725,7.52449,6.49062,6.89665
"hsa-miR-3148",7.01512,6.97095,7.02623,7.34147,8.27725,7.31333,6.38972,5.58733,6.02653,6.5696,7.29683,7.02931
"hsa-miR-191",7.20676,7.08107,7.06387,6.19343,6.92884,7.22115,6.33486,6.94092,6.76277,6.91714,6.86024,7.17767
"hsa-miR-122",6.72416,6.71925,7.09336,6.66496,6.70353,7.14949,6.8397,6.58371,6.70699,7.19162,6.58003,6.84595
"hsa-miR-4455",6.53913,7.34622,6.16089,8.33217,8.44435,7.22625,6.97335,5.67135,6.22597,3.60395,7.5145,7.62666
"hsa-miR-30b",7.90857,6.70568,6.85028,5.48584,6.61781,7.30512,7.23081,6.71084,6.12137,6.1293,7.65294,6.90031
"hsa-miR-634",6.59642,7.47749,6.22087,6.04786,7.30544,6.87592,6.58782,6.67803,6.85427,6.37327,6.99472,7.23491
"hsa-let-7b",6.6878,7.02485,6.54906,7.3738,6.79211,6.57546,6.85451,6.53576,6.36075,6.23828,6.6129,7.56962
"hsa-miR-548ac",7.33037,6.85151,6.57141,6.57748,7.21181,6.99747,7.51208,5.18373,6.09074,6.32176,6.93745,7.03694
"hsa-miR-342",6.75029,6.84391,6.75663,5.87302,6.75793,7.11758,6.46591,6.67844,6.68631,6.42211,6.81711,7.20996
"hsa-miR-376a-1",6.73878,6.93009,7.06464,5.73011,6.3553,6.13568,6.62673,7.16388,7.16889,7.31075,6.61396,6.35074
"hsa-miR-451b",6.45931,6.68497,6.44553,5.76093,7.36482,6.57411,6.33492,6.55899,6.59095,6.96947,7.49093,6.68336
"hsa-miR-34b",6.53558,6.34679,6.08088,6.99165,6.9964,7.18544,6.70333,6.49952,6.22428,5.92757,6.80622,7.23519
"hsa-miR-495",7.42421,7.13924,6.62623,5.74593,7.87476,6.87898,5.47882,5.30124,6.09053,6.41264,7.09863,7.44632
"hsa-miR-19a",7.33686,6.9464,7.24213,6.46286,5.10029,6.08521,5.909,6.91608,7.08983,7.51506,5.75644,6.21301
"hsa-miR-3162",5.38903,6.93177,7.04333,7.65696,5.56419,6.45158,6.41547,7.42302,6.49856,5.93918,5.78167,7.45348
"hsa-miR-4284",6.14172,6.85852,6.26393,5.94832,6.76653,6.79218,5.94451,7.07282,6.47776,6.2047,6.92898,7.03993
"hsa-miR-1260",6.19418,6.51111,6.38528,6.3606,6.52083,6.29451,5.87214,6.83976,6.57967,6.18238,6.58834,6.94957
"hsa-miR-568",6.34876,6.89314,6.82294,6.17496,5.0124,5.68513,6.17074,7.39045,7.08808,7.02904,6.15692,6.27835
"hsa-miR-30c-1",7.88682,5.77912,6.63781,5.34069,6.24408,6.92718,6.78816,5.35357,5.35884,5.58764,7.15342,7.12582
"hsa-miR-299",5.86098,6.45403,6.14958,6.69724,6.30814,5.97922,6.2899,6.74147,6.14855,6.15912,5.38992,6.70401
"hsa-miR-219-1",7.25401,7.00931,7.24789,5.61643,5.39995,5.44827,4.53501,6.83431,6.84323,7.00293,5.70017,5.98129
"hsa-miR-374a",6.73874,6.42337,6.18312,4.52473,6.71796,5.98851,6.36903,5.96254,6.26255,6.32974,6.50471,6.84989
"hsa-miR-3672",7.09373,6.93753,7.1995,6.36075,5.0236,4.85464,5.41305,7.207,6.82182,7.32016,4.70292,5.66207
"hsa-miR-656",6.20052,6.47127,6.2552,5.68679,5.9101,5.25366,6.42268,6.69428,6.30002,6.46785,6.27323,6.49063
"hsa-miR-548ae-1",7.18296,6.38733,6.38679,5.96403,6.24149,6.56224,6.52499,5.08283,5.46683,6.22561,6.01805,6.32371
"hsa-miR-208b",7.49111,7.09189,7.19195,4.67872,7.36447,4.82875,3.86482,5.46834,6.69502,7.19377,6.1703,6.02477
"hsa-miR-4254",5.98573,6.49847,5.82498,6.271,5.94324,5.41792,5.56071,6.94121,6.3257,5.77125,6.82031,6.31287
"hsa-miR-4787",5.50991,6.18164,6.38337,7.24418,6.45763,6.49714,6.99829,5.32621,5.83814,5.58281,5.73161,5.86881
"hsa-miR-1280",5.37691,5.90456,6.00023,8.03382,5.31445,5.43118,6.40824,6.5874,6.26071,6.33045,6.1419,5.40138
"hsa-miR-1285-1",6.96752,6.66345,6.85817,5.52494,5.89667,5.35104,4.83184,6.24185,6.08559,6.39428,6.40667,5.75874
"hsa-miR-374b",6.63711,6.08433,5.97018,4.9218,6.44774,6.19417,5.15619,5.80188,6.00872,6.09439,6.50621,6.60301
"hsa-miR-1825",5.99295,6.02448,5.53529,8.06824,5.43527,6.40349,7.3373,5.85322,5.33248,5.74998,5.16933,5.24011
"hsa-miR-377",6.8438,6.53914,6.13212,5.40217,6.26635,5.90042,5.00917,6.03282,5.52503,6.2982,5.9774,6.12223
"hsa-miR-548a-1",5.96874,5.68149,5.52073,5.40995,4.13643,7.01512,7.75054,5.06212,5.56049,5.7243,7.0441,6.52081
"hsa-miR-885",5.19646,5.90153,5.37772,6.92993,6.04184,6.11238,5.50104,6.06324,6.1089,5.38496,5.85199,6.56564
"hsa-miR-758",5.23693,5.84215,5.96776,5.13729,5.52211,4.78127,4.88322,7.04372,6.76964,6.61074,5.96661,6.27936
"hsa-miR-4275",5.45465,5.73434,5.76252,5.0521,6.42754,6.383,5.71255,5.34613,5.51949,5.53743,6.31957,6.33418
"hsa-miR-566",6.20733,6.28789,6.13387,4.97119,5.28625,3.96549,4.95826,7.05364,6.86061,6.34967,5.49402,5.83512
"hsa-miR-3663",5.81724,6.07441,5.62968,3.96917,6.24021,5.19201,5.06626,6.02981,5.94113,6.21534,6.13572,6.25438
"hsa-miR-4313",5.61651,6.43692,6.34194,6.09929,5.56271,4.82283,4.93527,6.44112,6.1532,5.79816,4.42444,5.85213
"hsa-miR-616",7.10118,6.47422,5.41601,4.88549,6.65416,5.15686,4.20856,5.02972,5.28364,5.33149,5.95167,6.84781
"hsa-miR-182",5.58991,5.63904,5.80031,4.35615,4.8411,5.03579,5.33551,6.73579,6.79455,6.69009,5.87865,5.40138
"hsa-miR-3152",6.50181,6.73266,6.59446,5.53145,3.81138,2.87124,4.99396,7.07073,6.92584,6.62484,4.59311,5.56124
"hsa-miR-1229",5.00604,5.87799,5.67501,5.77728,5.88334,5.42761,5.49151,5.98173,5.87639,5.21799,4.90318,6.64227
"hsa-miR-3545",6.07723,5.54792,5.70598,3.48181,5.22431,4.57072,6.11519,6.35958,6.73322,6.64209,5.33421,5.78295
"hsa-miR-1228",5.1772,5.63711,5.74573,6.97173,5.29738,5.56488,4.99059,6.00937,5.7038,4.93925,5.57831,5.87233
"hsa-miR-548x",6.65677,5.54371,5.12329,5.69913,5.17571,6.07595,6.16736,4.45976,5.11362,5.86688,5.43925,5.64498
"hsa-miR-223",5.23298,5.55232,5.93196,5.23884,5.48368,5.04108,4.52593,6.11134,6.29553,5.92728,4.7722,5.48883
"hsa-miR-4725",5.01046,5.51363,5.19162,6.32804,4.41983,5.01322,5.51554,6.33998,5.60524,5.18628,4.95059,6.34531
"hsa-miR-5095",5.15293,6.37313,5.76707,3.17863,5.45296,3.79066,3.94075,6.65026,6.67529,5.81512,5.87181,5.92745
"hsa-miR-140",5.57666,5.7717,5.56442,3.12373,6.08607,4.49257,3.49484,6.68421,6.21949,5.77214,5.83859,5.76066
"hsa-miR-595",4.63852,5.35755,4.45486,6.93436,6.37553,5.70121,5.57432,4.48435,5.41191,3.42426,6.13975,5.80799
"hsa-miR-3126",5.52359,5.53737,5.8171,5.09919,5.60008,3.73136,4.64214,6.18404,5.95535,6.34826,4.80691,4.97357
"hsa-miR-638",5.2661,5.34824,4.18133,4.85415,7.41618,7.02772,6.79407,3.61063,4.75669,4.14554,5.52963,5.20706
"hsa-miR-3134",5.92561,5.23818,5.53944,3.47284,5.7074,6.26275,5.16589,5.26542,5.50205,6.3663,4.47947,4.87381
"hsa-miR-603",6.07723,5.42011,5.31243,4.85183,5.35444,5.32644,5.48587,4.48615,5.40346,5.63242,5.00543,5.3479
"hsa-miR-629",5.39795,5.51927,4.48656,3.95818,5.65895,3.24157,5.16115,6.09013,6.06059,5.49203,5.47099,6.38509
"hsa-miR-548aj-1",5.86616,5.25855,5.35403,5.48215,4.92328,5.34936,5.77299,4.29789,4.582,5.62184,4.89738,5.31114
"hsa-miR-2116",5.70719,5.69034,4.77544,4.36209,4.95008,4.68656,5.07399,6.02594,5.58563,5.26776,4.83339,5.56972
"hsa-miR-3913-1",5.79955,5.58847,5.26803,3.30592,5.05661,5.44011,4.45557,5.56071,5.62602,5.60552,5.1029,5.47596
"hsa-miR-3919",6.47121,5.80961,6.4054,2.4663,5.98385,4.07604,3.70247,4.55892,5.44691,5.9966,5.83106,5.33529
"hsa-miR-2278",4.4906,5.95642,4.67581,6.46014,5.96627,4.71243,4.92353,5.33615,5.56537,3.05609,5.20608,5.42943
"hsa-miR-3681",5.13402,5.15865,4.68971,3.40691,5.09447,3.9739,4.56166,6.30533,5.69087,5.63813,6.04343,5.25822
"hsa-miR-4720",5.392,4.88584,5.00429,3.81774,3.40261,6.08659,6.33266,4.68799,4.79916,4.96341,6.07982,5.38731
"hsa-miR-4507",4.61305,5.981,4.53898,7.33137,5.9232,3.97582,4.18103,5.09132,5.668,2.63862,4.95994,5.84962
"hsa-miR-654",4.4625,5.55111,4.61611,4.80029,4.6292,3.84152,3.7554,6.32221,5.89277,5.84901,5.05816,5.45485
"hsa-miR-1268b",3.95227,4.31283,3.5573,6.56247,6.53651,6.51917,5.45913,3.31763,4.95211,2.72104,6.14999,6.12302
"hsa-miR-365-1",5.01194,4.66371,5.12922,4.20539,5.00356,5.33438,4.73604,5.06938,5.13062,6.103,4.62448,5.02171
"hsa-miR-515-1",5.67407,5.21676,5.15768,3.87017,5.03068,5.49176,3.40875,4.18736,5.3123,5.57306,5.51489,5.34732
"hsa-miR-4763",3.70086,5.01094,3.42415,6.81878,6.43551,5.20505,5.36972,4.46152,4.8133,2.53175,5.47308,6.01776
"hsa-miR-379",4.81107,5.15715,4.77252,3.95898,4.01452,4.75218,4.59185,5.99364,5.74477,6.2506,4.15058,5.00441
"hsa-miR-1263",5.31414,4.65342,5.09705,4.87133,2.58186,5.00543,6.84978,4.48744,4.93822,4.87416,5.01403,4.87103
"hsa-miR-4700",5.45594,5.67314,4.04451,4.24198,5.30849,4.21703,3.38577,5.6527,5.86456,4.40845,4.28395,5.74526
"hsa-miR-1249",1.89978,4.76149,6.07087,7.48208,4.88416,6.04419,4.20923,4.70221,4.17727,2.65282,3.96434,7.4295
"hsa-miR-1268",3.8633,4.5218,3.71255,6.09732,6.19782,6.35961,5.35661,3.26025,4.04637,2.68403,6.01081,5.90456
"hsa-miR-3646",4.83353,5.16856,3.96156,5.06827,4.72137,5.19099,4.01764,5.2087,4.96702,4.03085,4.92948,5.48292
"hsa-miR-2964a",5.01571,4.78404,4.77642,3.08546,4.90821,4.36601,3.90106,5.7839,5.19494,5.18332,5.31822,5.11498
"hsa-miR-133b",4.76277,4.87141,5.30243,3.21751,4.88456,2.27212,5.27543,5.85465,5.62278,5.06887,4.65097,5.04209
"hsa-miR-1272",4.82027,5.02293,5.56813,4.80029,3.47722,5.44058,4.90911,4.91032,4.72693,4.97729,3.81019,3.93051
"hsa-miR-4647",3.95934,4.61672,3.20159,7.04497,6.49976,5.07952,5.26772,3.37172,3.71991,1.84134,5.71475,5.76663
"hsa-miR-4703",5.69544,4.10207,3.94627,3.36319,4.44033,5.93459,5.89085,3.50844,4.879,5.46585,3.44725,5.29038
"hsa-miR-940",3.80775,4.86261,4.62311,7.03003,3.31914,4.73565,5.28062,4.74956,4.92302,4.09364,4.66914,3.40694
"hsa-miR-4529",3.00737,4.49203,3.68907,2.37647,7.2637,6.96147,6.74808,2.879,3.91975,3.46843,5.30288,5.25422
"hsa-miR-4643",5.32377,4.43695,5.2128,2.58128,4.2216,4.91566,5.35297,4.04357,4.24051,4.95207,5.02226,5.00034
"hsa-miR-362",5.38527,5.12861,3.99576,2.32703,5.58183,4.52016,4.29955,4.55985,4.08626,4.6393,5.0066,5.5908
"hsa-miR-4717",4.47689,6.35815,3.86838,2.9541,5.07431,4.56781,2.68803,6.58596,4.95224,3.6533,4.91025,5.03102
"hsa-miR-2355",4.70182,4.62815,5.09828,3.2848,4.47264,4.61309,4.59235,3.73123,4.76457,5.99013,4.57872,4.55084
"hsa-miR-16-2",4.69601,3.97382,4.83508,6.17609,4.56036,4.77719,4.40058,4.13586,4.70243,4.58701,3.90753,4.02356
"hsa-miR-130a",3.78633,5.2773,6.32528,4.98762,3.07689,5.3603,4.19669,5.25081,4.99182,5.41594,3.1738,2.67101
"hsa-miR-489",4.38036,4.5095,5.37131,3.61185,3.66323,4.90972,4.81531,4.69042,4.48404,5.00543,3.89739,5.1431
"hsa-miR-3940",4.32483,5.23486,4.73677,3.47271,3.93442,3.81874,3.56253,5.84831,4.85671,4.63386,4.5508,5.39078
"hsa-miR-4799",3.73579,5.00409,2.78659,3.65652,4.86494,6.19495,5.24826,4.6416,2.76856,3.21527,6.65056,5.55099
"hsa-miR-759",6.06119,5.65181,5.42937,2.6886,3.78565,3.02785,3.28498,4.67755,4.95167,5.96798,4.21045,4.53504
"hsa-miR-374c",5.6045,5.00537,4.68421,2.22995,5.82211,4.41047,3.50279,3.85266,4.37313,4.26227,4.59521,5.81983
"hsa-miR-4713",4.56857,4.97696,4.20592,3.68555,4.8609,3.49995,3.65949,5.18867,5.22783,4.30314,4.80225,5.14395
"hsa-miR-155",5.02858,5.3801,5.22527,4.02073,2.99075,4.12904,4.61281,4.8397,4.53375,5.02547,3.55675,4.50521
"hsa-miR-1323",5.20381,4.59516,4.63852,4.84439,3.36405,4.836,4.81041,4.18616,4.92814,4.78271,3.3754,4.22368
"hsa-miR-766",4.08189,4.83697,4.5345,5.31745,4.2248,3.51802,4.2967,5.00349,5.21569,3.65675,4.05408,4.84677
"hsa-miR-891a",4.65508,4.90365,4.24315,4.03579,4.92072,3.19491,3.92417,5.11041,5.09773,4.78399,4.89879,3.73289
"hsa-miR-3942",4.51236,4.95316,5.78457,4.19003,3.17808,4.99596,4.79215,4.80423,4.25631,5.33275,3.05614,3.58104
"hsa-miR-761",4.63852,5.48408,5.40143,3.15967,3.83491,3.64253,1.94922,6.05081,5.58443,5.66184,3.26293,4.72736
"hsa-miR-4652",4.21777,5.13355,4.29421,3.72272,4.42444,2.89099,4.35267,5.00929,4.4962,3.84352,5.34231,5.66916
"hsa-miR-653",5.84622,5.1587,5.26248,2.06798,3.47464,4.54271,3.38577,4.61126,4.64093,5.8338,4.83359,3.4917
"hsa-miR-510",4.57857,4.78358,5.02266,3.2848,2.67158,4.42663,4.6027,5.08034,4.59549,5.58656,4.47077,3.89583
"hsa-miR-3175",2.46845,3.87519,2.90468,5.17222,7.7995,5.88842,3.95439,2.65604,4.00381,2.91525,5.76154,5.20861
"hsa-miR-451",5.11454,5.01905,4.73772,4.37827,3.13266,4.65451,5.63896,4.03981,4.74954,4.86177,2.43758,3.82674
"hsa-miR-3149",2.36642,4.08998,2.84939,6.639,5.53432,4.91523,4.78929,3.75196,4.60066,2.1019,4.95666,5.85213
"hsa-miR-3926-1",4.62278,4.58127,5.23881,2.89281,4.74549,3.17075,3.34811,4.45497,5.40632,5.61385,3.62652,4.21903
"hsa-miR-4484",2.45544,2.82029,2.60556,4.73577,7.35298,5.33343,4.63215,2.88104,4.12915,3.59065,5.57278,5.57592
"hsa-miR-208a",4.54055,5.21549,4.56514,2.07492,4.3874,4.05984,4.34185,3.44306,5.00382,5.69487,3.98561,4.30919
"hsa-miR-4800",4.51145,4.43534,3.73484,5.74471,4.35952,4.6827,4.92138,3.95693,3.863,3.14825,3.91562,4.08785
"hsa-miR-3927",3.87864,5.19254,5.74291,3.63086,1.97904,4.78824,4.8734,4.58751,5.06352,5.15451,3.19324,3.12627
"hsa-miR-4782",4.58323,4.47354,5.0489,2.69439,1.77736,2.18514,4.35748,4.90941,5.67207,5.73173,3.49816,6.04943
"hsa-miR-9-1",4.9923,4.80898,4.79591,2.82275,3.7103,3.71502,3.40916,3.26025,5.31288,5.62677,4.45844,3.72249
"hsa-miR-3914-1",5.11725,4.29711,4.95896,2.42579,5.1506,2.88584,2.86275,4.01657,4.26574,5.60239,4.54424,4.13643
"hsa-miR-514b",2.43778,4.2408,5.40198,4.47746,4.7529,4.87036,3.02342,4.40106,4.25643,4.70182,4.44307,3.15743
"hsa-miR-4490",4.38628,4.80939,5.07429,3.7585,2.18389,4.5167,5.65175,4.38949,4.00987,4.68536,2.78351,3.72265
"hsa-miR-4742",4.31637,4.85251,4.95325,2.96193,4.7086,4.68372,4.77437,4.0305,4.28042,4.4946,2.78453,3.10219
"hsa-miR-4438",4.09796,4.81531,4.02932,3.01847,2.67131,2.74103,5.39331,4.77691,4.86298,5.09722,4.90763,3.34565
"hsa-miR-429",5.99314,5.51292,6.04936,3.38037,1.52862,1.50759,2.73776,5.80967,5.76267,5.86676,2.04421,3.45877
"hsa-miR-130b",3.81275,4.70109,5.92816,4.62528,2.9352,4.22425,2.88901,4.65663,4.40121,4.99018,3.01077,3.38474
"hsa-miR-3124",3.10511,4.66294,5.27285,2.59578,3.6651,4.71496,4.71102,4.58816,3.92951,4.61061,3.95741,3.72299
"hsa-miR-607",5.32221,3.85945,3.57707,3.04335,3.32798,5.40667,4.04399,3.94181,3.32421,3.25901,4.47018,5.64954
"hsa-miR-195",1.9248,3.77967,3.12263,7.11257,5.7562,4.08471,4.35587,3.81911,3.55036,1.73593,4.73146,4.95535
"hsa-miR-4436b",2.8061,4.66682,3.5185,7.03641,3.85939,3.29468,3.41967,4.64457,5.07405,1.88009,3.70265,4.67918
"hsa-miR-4749",3.93231,4.71383,4.45015,4.80029,3.75324,3.9343,3.79751,3.85888,4.01715,4.13711,3.69483,3.44795
"hsa-miR-1307",3.73289,4.58438,3.54173,5.30401,5.68668,3.36912,3.77125,3.54173,4.45417,2.04046,4.26591,4.22623
"hsa-miR-4306",2.25077,4.30489,5.80613,2.24511,4.24962,4.64246,4.16499,4.88767,4.06133,4.26336,3.56981,3.90948
"hsa-miR-3975",3.72967,4.65228,4.20948,3.25627,1.97377,3.80673,3.80672,4.53605,4.74954,4.95431,4.46992,3.84135
"hsa-miR-933",3.56036,3.65388,2.29532,6.52417,3.83491,4.64093,4.78017,2.32259,3.85541,2.74857,4.45222,5.01622
