"","GSM4700049","GSM4700050","GSM4700051","GSM4700052","GSM4700053","GSM4700054","GSM4700055","GSM4700056","GSM4700057","GSM4700058","GSM4700059","GSM4700060","GSM4700061","GSM4700062","GSM4700063","GSM4700064","GSM4700065","GSM4700066","GSM4700067","GSM4700068"
"hsa-miR-451a",17.122684547075,17.172954436781,17.728396737506,17.6332447286439,18.8142272681745,17.2737957812991,18.5767029606512,18.3247389360236,17.775581990327,18.1006463767215,18.6079507747132,17.7010502850285,17.0902682413398,17.2665980675621,18.2394631117492,17.8283465767366,17.3902843497192,17.3279950857446,18.5012040013395,17.8434864553921
"hsa-miR-21-5p",16.5632578035644,15.7377031313838,16.1814941341475,15.7213641142999,15.2007239266277,17.3862322426381,16.2855237749594,17.1371319433448,17.0562576241232,16.7368715922662,15.9529989457705,17.1715214376628,16.306184365996,17.4194620264012,15.4505739955499,16.9541855164934,16.2128725129635,16.1986558667189,17.0960051606771,16.5787412203177
"hsa-miR-27a-3p",16.5462637155407,16.8338096961131,16.824421805369,15.6626316624221,14.8806271793465,16.6097495380594,15.1422901753886,15.701483267915,16.1281057178091,16.2066481074478,15.1482894804636,16.7537564311949,16.3979391317559,16.9303471862082,15.9528208589001,16.3179905370547,15.7145251200777,17.2854732933958,16.3720983226618,16.1914448278344
"hsa-miR-486-5p",15.6369918742564,15.3662918162318,15.4413818689583,17.188418659158,17.4452975647888,15.1929708450936,17.1333685190404,16.5773211293804,15.7124235555828,16.2287243862535,16.0895003439395,16.2677115318464,14.7911766274731,15.185115462241,15.9149169344852,15.5080417152465,15.1714762853202,15.2057401857068,15.9253682960985,16.0163499747062
"hsa-miR-30e-5p",15.7644582595153,15.2924535718146,15.1868404351195,15.6590521031419,16.7027244961891,16.4086546489432,14.8625540631474,16.3938023577936,14.6608783592495,15.7051560897997,14.7114309140312,15.8099080211509,15.0162450601845,17.0445867604195,15.7713963577807,14.9468254220698,15.3705825242957,15.2436567353486,15.770964251071,15.3662573188332
"hsa-miR-142-5p",15.5585958972802,15.9764632117808,15.6231507577694,16.3255187372312,15.1893910213226,15.5552790386773,13.9406815659353,15.0103300976147,14.5398839757541,15.3892468202796,14.7431129904735,15.4729417788394,15.3671109724399,15.6974609239495,15.2477825396299,15.2642351245889,13.9952097828368,15.69164702372,15.083705769467,14.7545587255994
"hsa-miR-320a-3p",14.7939238161296,14.7327424595347,14.7998062437011,16.4930637570009,16.1286420345887,15.6606143443301,16.5237881251248,15.4540698375042,15.0558200409163,14.9104956430229,14.6855930860708,15.1279915006918,14.2472807658703,15.4489296574728,14.9578515874176,14.8300615700898,14.4193044977319,14.549535615537,15.5020526402924,14.6720368802818
"hsa-miR-92a-3p",14.9790017568661,14.9616287540093,15.3333405681619,14.7627469229801,15.5888015811009,14.6788047777867,16.0582890111388,15.6543694700228,14.4526530860062,15.5006919021685,15.462689179474,15.2050906654363,14.4638136240415,14.9169920538416,15.5653023395765,14.4917986185352,14.8401415893797,14.950222795788,15.3283088783611,15.2925955635379
"hsa-miR-185-5p",15.1461887807331,14.7757969837023,14.8506732549123,16.4556128217606,15.6720805390884,15.3119788610443,15.0378146032847,15.858468191656,14.7176924862383,15.4919617326862,15.1029193003174,15.0857031524371,14.2594034372165,15.1170748715162,14.686532807999,14.8682370644019,14.4332483295801,14.2963025296001,15.2517209415311,15.1288031122218
"hsa-miR-148a-3p",15.0050964233487,15.0195138485933,14.8598822181889,16.1384866042881,16.161614734888,15.5904946564667,14.9377108204341,15.1185611313837,14.8399167891162,14.9605834737072,14.4708088292822,15.3931289787935,14.7024903507158,15.7145159976296,14.482596224937,14.5448050902004,13.7872740994615,15.2332380580175,15.5246757677919,14.8645000553374
"hsa-miR-25-3p",15.1335765292641,14.6402330719051,14.9656354990641,16.0871762710798,15.295095921485,14.7647850471663,15.0109948257994,15.4122218327173,14.5174590207746,15.3569697783943,15.0702937220249,15.3806389558446,14.4925542360169,14.7817608048588,14.6190472739921,14.5493123943552,14.2253754101398,14.7966906220867,14.9590632774996,15.1327856697949
"hsa-miR-27b-3p",14.5215648626216,15.5334666212163,14.8334163950371,15.3185173900282,15.5228435537414,15.331401242142,15.0573614210413,14.5218304429193,15.006359392683,14.4005972988579,14.0799813747861,14.386541536639,14.6011892762664,15.3912009551717,14.766660376683,15.3147956395695,14.8496269617836,14.221336379861,14.9961110923191,14.9157323575838
"hsa-miR-423-5p",14.6686412651946,14.7614940969329,14.5851632524205,16.5737171491699,16.137521935157,15.420169787789,15.9943894595849,15.2571259326421,14.2072057819094,14.7367877118635,14.1574251002818,14.7855388024952,13.5794703354048,15.4954490869143,14.594800446834,14.2974422130038,14.5200999192819,14.3253890851237,14.7263703837323,14.5099370263075
"hsa-miR-223-3p",15.570664228176,14.6071597928404,14.7511820846776,15.8825308120331,15.0278278311974,16.1134432690272,13.1948030150012,15.1490262268938,13.6712093237048,15.3194526802772,13.4432388449873,15.5535660006423,14.7456680221754,15.3937507510126,13.7413711265805,14.1231522412776,13.1714833221419,15.2792960816204,15.0315625085281,14.5093247103003
"hsa-miR-30d-5p",14.7820240404725,14.4176402606932,14.4617818955254,15.0365114899486,15.6097668489873,15.3829215179819,14.8420237159595,15.4194243330187,14.1936916735709,14.8344231502915,14.0662750667784,14.6067394738972,14.0729833624225,15.607611195776,14.4938204319459,14.1820334793185,14.2625478192632,14.3211107118921,14.9816341708865,14.5398100825869
"hsa-let-7i-5p",14.5284748670607,14.2983876817731,14.6492236132051,15.7891127975402,14.6244990516306,14.6901879021197,15.2570249869611,15.0036303437755,14.9607246375613,14.8845101612914,14.7933386215789,14.6038007605382,14.2302996980985,14.3182179690435,14.3934266584453,14.6338994371651,14.4582649771069,14.1451321068902,14.6385654475276,14.5463935041147
"hsa-miR-126-3p",14.4516741168738,13.9259882957617,14.0504464294467,14.3046450790006,14.7665475425993,14.6027394547415,15.6171640978146,14.6573714888652,14.6462352375055,14.6518903278944,14.3949730675582,14.124832949867,14.8929539944377,14.7561476400374,14.3728657401157,15.0455451008432,15.1952410823052,13.9364023777251,14.7971295352972,14.8330249639063
"hsa-miR-23a-3p",14.6616428387715,14.5603531368971,14.5679697372356,14.9940992632297,14.5366169499897,14.9024561413208,14.8557595680686,14.1651464657974,13.9080942177621,14.3750679481922,13.5968932246316,14.767045912803,14.4602210168821,15.3042497047773,14.3312395722313,14.2117909762525,13.9969553658424,15.4839794816242,14.9043255605792,14.4788517607758
"hsa-miR-22-3p",14.0496205583995,13.7697138954322,14.1995726653962,13.6240997519822,13.977690453517,14.4268799444879,14.4871372269798,14.7628200963398,14.3958567511185,14.4379340879733,15.0442523703397,15.1131638491001,14.3841341483118,15.2398017481856,14.0995015077609,14.2922892753435,14.0954547162533,13.8830097896191,15.1777659985942,14.3328281905057
"hsa-miR-146a-5p",14.1350037960617,14.5599088010923,14.4562895950582,14.7248298343826,15.1792105041533,15.4100846022354,15.0598235331526,14.508907073061,13.9194965129266,14.0167604175468,12.2798659027133,13.0588204253358,13.0956953555213,15.5259905383289,14.2352154642552,14.30966037383,14.3851155210113,12.8818137198736,14.8440186732286,13.9126610910039
"hsa-let-7g-5p",14.0131141411111,13.8375569792115,13.8460956205282,15.2451675449932,14.4574674535688,14.2368326532416,15.01299764655,14.5253684812328,14.4352450719958,14.5221162091375,14.3239245074244,13.9888799201837,14.4549797345425,13.7125022818238,13.9703980319487,13.9939856441866,13.9669866304941,13.8519334650734,13.8562562704925,14.1810963373694
"hsa-miR-221-3p",14.7510968087014,14.1413168696537,14.1836167739365,13.6476270608134,13.6756483548947,15.384135497736,14.1781621852564,15.0731348720354,14.1635073805274,14.0628750443252,13.5202896417852,14.3143417836445,13.7457205365568,15.0539530251147,13.7887947877929,14.2435079846554,14.51192556918,13.3002424376499,14.4750582761212,14.09623170478
"hsa-miR-16-5p",13.7830974829018,13.9607992859392,13.7120443734813,14.9177025970634,15.0911613837896,14.3618841626687,14.7318249463786,14.7395580716651,13.5331642314794,14.6749061549022,13.9890059204481,14.2224039942483,13.0278939049659,13.9438709757703,14.3979687031506,13.445467557529,13.4754243936649,14.0758175548212,14.5588212734046,13.7632248180988
"hsa-miR-122-5p",13.0164496581996,15.8015931811855,13.7294189390554,15.149624482039,14.9933170116102,12.7937658573096,14.9396701144608,14.4261952918769,15.7624453680613,14.1448772749764,13.9667983231566,14.2880831045388,13.4532925006563,15.2386599949421,13.9843294447619,14.1440407914537,12.4539239178544,13.0274153415548,14.8786650006138,11.906176585467
"hsa-miR-191-5p",13.9533980261599,13.6079047341834,13.9101077099332,14.8793295687479,15.418171167125,14.0012234472236,14.5274867803839,14.2898258217045,13.1087171952785,13.7604954183744,13.7738263841745,13.6886327912036,13.9426831031396,14.3326443053141,14.1896577993877,13.4427569283927,14.3164710498227,13.5667378715005,13.8370730195606,14.1225627215568
"hsa-miR-26a-5p",13.9877685117731,13.5446469373509,13.7275865375011,14.5542668712538,15.1352716022233,14.125751663396,14.9855564642913,14.4260189985607,13.8650730442993,13.7996469041952,13.221207971306,13.2020641185346,14.0543796212288,14.1991255567271,14.2380113184033,13.8337014995986,14.9214207095394,13.3885555039826,13.3830872896401,13.9242177517074
"hsa-let-7b-5p",13.627112048815,13.6106534677119,13.7771371408865,15.5909700102903,14.9954787773412,13.6069985019759,15.2866339226915,14.1328499182141,13.655740895902,14.0868668440019,14.0335572154913,13.5794891920221,13.6979297262335,13.4051388032979,14.0882847311067,14.1969693615381,14.1058921439702,13.4930585954246,13.5997559684599,13.7697428176307
"hsa-miR-140-3p",14.1534427804712,14.0776928028165,13.8733499036066,13.4954016157044,12.9955392831524,14.5379051191348,12.3417967723918,14.5002505919579,13.8040261234351,14.2828509719521,14.0217850685075,14.7877546510879,14.049703081709,14.2875262598842,13.646967025964,14.1368725909675,13.3203309479811,14.2799036168556,14.5283582616426,14.1336206761529
"hsa-miR-143-3p",14.4086727248909,14.4066129316936,14.4582803590791,16.2269028424257,14.5324405508498,14.3114425186517,12.9405632021751,13.0419568307643,12.4959674208415,13.775108171731,12.5233781771509,14.2262315435358,14.1851162367548,14.863189787708,13.5684430691067,13.7069319551809,12.668789717167,14.0148251343652,13.3813117661969,13.6335935461924
"hsa-miR-101-3p",14.220089578398,13.1191340462264,13.6782810208599,13.0176140083634,12.447486215097,14.4273881462409,12.7674127233338,14.4767392435519,14.5109353480149,14.5428752861202,14.1826271274993,15.3025104119736,14.0602399517934,13.5639029052799,12.4913119842245,13.7998836308261,12.6239820546038,14.3848242140465,14.5617855461643,14.039176100715
"hsa-miR-24-3p",13.5475416469533,14.3391394731817,13.906224510368,15.4574145475495,13.8519354165205,13.7649327381525,13.9566148320175,13.0096554415904,13.2596726569855,13.3364284535561,12.4801868487158,13.5838678539536,13.1295341785927,13.8899459444596,13.2561615023088,13.5206505982351,12.9362146372915,13.9475465384051,13.281643197623,13.1757803134875
"hsa-miR-144-3p",12.9478487611661,14.1464159341708,13.557189640097,14.2740956439183,13.8602761318089,12.550294670102,14.4357444770938,12.759103806205,13.7631335061845,13.8272345178997,14.0087629944267,13.5345801100898,13.7883655673463,11.9237100237543,14.1560846568039,13.4328393864203,13.5991248151227,14.0420380830731,13.0424733464656,13.6678743893934
"hsa-miR-148b-3p",13.6782403006962,12.980875021783,13.2591532973289,12.8601092652778,13.0871710903288,14.2113917504942,13.4436636271911,13.8782770347715,13.7708899414731,13.5665690245372,13.1437291769522,13.8843374880388,13.4210286401025,14.0538054257172,12.6398200198505,13.8764862505993,12.8754210798391,13.2830753270268,14.1466203814627,13.6922896599027
