"","GSM971829","GSM971830","GSM971831","GSM971832","GSM971833","GSM971834","GSM971835","GSM971836","GSM971837","GSM971838","GSM971839","GSM971840","GSM971841"
"hsa-miR-1292",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1293",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1294",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1296",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1298",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1301",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1302",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1304",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-130a#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-132#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1324",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-138",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-143#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-146a#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-148a#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-149#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-16",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-181c#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1826",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-185#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-18b#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-194#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-195#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-19a#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-200b#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-200c#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-202#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-218",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-23b#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-24",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-302b#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-30b#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-30c",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-32#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-33a",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-361",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-363#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-367#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-376a#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-431#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-432#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-497#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-500",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-513B",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-513C",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-517#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-518c#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-518e#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-518f#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-519e#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-520h",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-539#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-548E",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-548G",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-548H",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-548K",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-548M",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-548N",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-548P",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-550",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-551a",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-551b#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-552",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-553",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-554",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-555",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-557",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-558",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-559",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-563",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-567",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-569",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-571",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-575",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-578",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-581",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-583",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-584",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-585",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-586",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-587",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-588",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-593",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-595",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-596",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-600",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-606",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-607",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-608",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-609",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-613",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-614",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-617",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-620",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-621",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-626",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-630",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-631",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-633",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-634",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-635",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-637",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-639",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-643",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-644",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-646",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-647",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-648",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-649",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-657",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-658",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-659",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-661",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-662",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-663B",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-665",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-675",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-708#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-767",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-770",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-802",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-888#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-920",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-921",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-922",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-924",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-92b#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-933",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-934",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-935",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-936",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-937",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-938",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-939",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-96#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1248",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,13.97837467,14.19684601,13.76735306,14.34071159
"hsa-miR-518f",16.02876854,16.37693214,16.17997742,13.10802689,15.64308929,14.83634939,15.19643593,15.21297455,7.811759616,13.06213555,15.012123,11.38799627,15.2153219
"hsa-miR-548J",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,13.64159465,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1278",14.0484581,14.40233612,14.12783241,13.02920698,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1825",14.0484581,14.40233612,14.12783241,14.06013298,12.37423375,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-136",13.82051854,14.88280214,12.14337342,16.10641289,14.32893929,14.64472939,13.35375593,14.35036955,11.43966062,13.64738655,15.831601,14.96427527,14.1087969
"hsa-miR-551b",16.02876854,16.37693214,12.96203742,16.10641289,15.64308929,15.71443939,15.19643593,15.21297455,6.061736616,15.77108955,16.376091,6.120311268,15.9522419
"hsa-miR-302c#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,11.94009001,13.76735306,14.34071159
"hsa-miR-892b",11.7877841,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-520b",16.02876854,16.37693214,14.93553542,12.24517589,15.64308929,11.81388439,15.19643593,12.59591455,13.39148162,15.77108955,15.104477,12.36435327,11.7618719
"hsa-miR-7",11.7266121,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1",12.12395254,16.37693214,8.871254417,16.10641289,10.30808929,15.71443939,15.19643593,15.21297455,12.38332562,15.77108955,16.376091,15.82544327,12.8284779
"hsa-miR-26a",11.4883281,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-130b#",14.0484581,14.40233612,14.12783241,14.06013298,10.93493675,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-769",14.0484581,14.40233612,11.28759241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-1265",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,10.61362106,14.34071159
"hsa-miR-92a",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,10.36710306,14.34071159
"hsa-miR-182#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,11.51820526,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-miR-302a#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,10.85359159
"hsa-miR-18b",7.195472539,9.478124144,7.647554417,16.10641289,15.64308929,15.71443939,15.19643593,15.21297455,15.85800362,15.77108955,16.376091,15.82544327,15.9522419
"hsa-miR-186#",14.0484581,14.40233612,14.12783241,10.30455598,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,14.34071159
"hsa-let-7a#",14.0484581,14.40233612,14.12783241,14.06013298,13.53500175,14.60219765,14.58081055,14.91900826,14.64173698,14.31853867,14.19684601,13.76735306,10.57575759
