"","GSM2565908","GSM2565909","GSM2565910","GSM2565911","GSM2565912","GSM2565913","GSM2565914","GSM2565915"
"hsa-let-7a-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-let-7a-5p",10.876276,10.267548,9.946846,10.184475,10.356205,10.226727,9.125182,10.876276
"hsa-let-7b-3p",3.197438,5.4108205,4.503031,3.2570472,3.5242374,2.3056743,3.6822653,3.4474545
"hsa-let-7b-5p",14.091684,12.709362,13.718178,14.091684,13.957522,14.274107,13.422207,13.422207
"hsa-let-7c",9.883935,9.085548,9.600389,9.739289,9.818072,10.184475,9.054123,9.600389
"hsa-let-7d-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-let-7d-5p",8.124119,7.5790663,7.0667076,7.7689996,7.5790663,7.6057906,6.2429543,7.5790663
"hsa-let-7e-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-let-7e-5p",7.207102,6.0974526,6.0432034,6.442267,6.7406936,7.2492285,5.9543138,7.8885155
"hsa-let-7f-1-3p",3.2308528,5.4203224,4.729625,3.2051182,3.6366463,2.319518,3.70399,3.5042117
"hsa-let-7f-2-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-let-7f-5p",9.562817,9.157212,8.500444,8.793391,9.344883,8.996563,7.800409,9.271772
"hsa-let-7g-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-let-7g-5p",8.821425,8.124119,7.8885155,7.949364,8.737722,8.887983,7.2492285,8.6257925
"hsa-let-7i-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-let-7i-5p",8.664717,8.034698,7.9203386,7.8885155,8.500444,9.739289,7.988582,8.793391
"hsa-miR-1",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-100-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-100-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,2.9301462,2.2283514,-3.3049195,-3.227506
"hsa-miR-101-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,3.4747086,-1.1799726,-3.3049195,-3.227506
"hsa-miR-101-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-103a-2-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-103a-3p",5.971143,5.110234,4.310932,5.265907,5.715744,6.5218716,3.4974985,5.603783
"hsa-miR-103b",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-105-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-105-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-106a-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-106b-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-106b-5p",7.00944,6.131923,5.0696673,5.715744,6.378999,6.4986954,3.7102113,3.7718945
"hsa-miR-107",6.4986954,4.9583554,5.775067,5.885052,6.421625,6.7192297,5.6734543,6.2852297
"hsa-miR-10a-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-10a-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-1.7916274,-3.3049195,-3.227506
"hsa-miR-10b-3p",2.0237439,-2.519616,-2.8173885,2.2976055,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-10b-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1178-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1178-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1179",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1180",1.975645,-2.519616,-2.8173885,1.1777295,-3.2782278,2.1150222,3.5338569,1.8063927
"hsa-miR-1181",3.5635037,-2.519616,-2.8173885,3.663901,3.2200427,2.1516771,2.0087757,1.985214
"hsa-miR-1182",5.157522,-2.519616,6.0336885,4.91604,4.823814,5.176263,5.8589387,4.503031
"hsa-miR-1183",4.6854343,-2.519616,5.0450344,5.2807035,4.593395,5.4330645,5.4706473,5.3758454
"hsa-miR-1184",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1185-1-3p",7.949364,7.7014,8.565718,8.254713,8.401543,8.034698,9.271772,7.800409
"hsa-miR-1185-2-3p",6.7928176,6.5218716,7.5040274,7.430311,7.7689996,7.2753963,8.500444,7.0840783
"hsa-miR-1185-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1193",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1197",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1200",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1202",10.990116,10.406704,11.65478,11.65478,12.458197,12.709362,12.149911,12.381527
"hsa-miR-1203",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1204",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1205",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1206",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1207-3p",-3.2008839,-2.519616,-2.8173885,1.1613624,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1207-5p",10.6567135,11.256558,11.09624,11.14376,11.65478,10.876276,11.256558,11.867627
"hsa-miR-1208",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-122-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-122-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1224-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1224-5p",6.266758,5.8589387,6.3164887,6.540683,6.121857,6.400036,6.615214,6.6930113
"hsa-miR-1225-3p",5.0547285,6.5608373,5.925019,5.1389627,5.095266,4.593395,5.2077284,5.3021536
"hsa-miR-1225-5p",11.040676,11.325265,11.579928,11.256558,11.977149,11.977149,11.936749,12.709362
"hsa-miR-1226-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1226-5p",5.095266,-2.519616,5.1717277,5.337441,5.1389627,5.546338,5.7312317,5.885052
"hsa-miR-1227-3p",1.1777295,4.2868423,2.9112382,-0.41511416,1.6122352,1.1914896,1.8351128,1.8631396
"hsa-miR-1227-5p",7.5790663,8.055964,6.9029274,7.6057906,6.3496227,6.7406936,6.5218716,7.1806455
"hsa-miR-1228-3p",6.3287153,7.6057906,6.888637,6.615214,6.6930113,6.3638144,6.6340017,6.7928176
"hsa-miR-1228-5p",1.2579736,-2.519616,-2.8173885,-3.2547143,-3.2782278,1.1613624,1.2816173,1.1777295
"hsa-miR-1229-3p",2.0752165,5.176263,3.6151118,2.1214073,3.1156707,1.6705207,2.1083794,2.339391
"hsa-miR-1229-5p",11.65478,10.876276,11.936749,12.0677395,11.716544,11.65478,12.381527,11.356641
"hsa-miR-1231",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1233-1-5p",5.458675,-2.519616,5.4330645,5.7312317,4.9310603,5.7880316,5.337441,5.817367
"hsa-miR-1234-3p",5.5342345,7.3420873,6.400036,5.5899205,5.687194,5.1264787,5.810488,5.810488
"hsa-miR-1234-5p",12.857988,12.857988,12.857988,12.857988,13.718178,13.817763,13.817763,13.817763
"hsa-miR-1236-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-1.1010929,-2.6519756,-1.0910321,0.4579667
"hsa-miR-1236-5p",6.6519046,6.105597,6.6340017,6.7695813,6.6519046,6.540683,6.7695813,5.8589387
"hsa-miR-1237-3p",4.73958,6.3287153,5.635031,4.9310603,5.0547285,3.7831721,5.187555,5.0696673
"hsa-miR-1237-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1238-3p",4.823814,6.1879807,5.562239,5.0547285,5.176263,4.7160225,5.481645,5.289581
"hsa-miR-1238-5p",1.3370188,-2.519616,-2.8173885,-3.2547143,2.059303,1.5098002,2.2610188,2.0681214
"hsa-miR-124-3p",5.6734543,-2.519616,3.6557546,5.4706473,8.124119,8.531125,6.866961,7.5381365
"hsa-miR-124-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1243",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1244",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1245a",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1245b-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1245b-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1246",15.129749,14.091684,15.129749,14.767782,14.46323,14.767782,14.274107,14.767782
"hsa-miR-1247-3p",-3.2008839,-2.519616,-2.8173885,1.3370188,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1247-5p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-1.7916274,-3.227506
"hsa-miR-1248",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1249",7.044739,8.022995,7.430311,7.159747,7.2753963,6.990469,7.3996015,7.430311
"hsa-miR-1250",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1251",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1252",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1253",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1254",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1255a",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
"hsa-miR-1255b-2-3p",-3.2008839,-2.519616,-2.8173885,-3.2547143,-3.2782278,-3.3219426,-3.3049195,-3.227506
