"","GSM1315087","GSM1315088","GSM1315089","GSM1315090","GSM1315091","GSM1315092","GSM1315093","GSM1315094","GSM1315095","GSM1315096","GSM1315097","GSM1315098","GSM1315099","GSM1315100","GSM1315101","GSM1315102"
"hsa-miR-27a",0.000249887,0.000875533,0.00053233,8.17e-05,0.000273638,0.000433214,0.001087402,0.001011825,0.0038294,0.000950661,0.010292268,0.007686808,0.010261931,0.129479266,0.000314819,0.000324073
"hsa-miR-27b",0.000932047,6.18e-05,4.38e-05,3.72e-05,2.47e-05,2.14e-05,6.86e-05,1.87e-06,0.000141225,0.006202103,0.010292268,0.000186861,0.029021522,0.025379809,0.000234442,0.000765493
"hsa-miR-28",0.008224439,0.005897307,0.004170867,0.009050656,0.002626495,0.005059108,0.004768281,0.003699238,0.002156067,0.003110804,0.084917388,0.001213808,0.006720187,0.006929505,0.000457514,0.399227305
"hsa-miR-296",2.87e-06,0.00074994,0.001076487,5.23e-05,4.46e-05,0.000456464,1.79e-06,0.012863614,0.000638379,0.00011115,0.010292268,0.001576122,0.0005318,0.007188278,0.013691943,0.443957753
"hsa-miR-298",0.000189306,9e-05,0.001375707,1.56e-06,0.008420762,0.11062806,2.6e-06,1.79e-06,0.001082565,0.000835721,0.002247115,0.004416993,0.195037981,0.000350282,0.030727858,0.013552467
"hsa-miR-299",1.86e-05,0.000275545,0.001316848,5.15e-05,0.000103282,0.000181496,0.140361191,6.72e-06,0.001100542,0.000264785,0.002247115,0.000152804,0.002117431,0.007188278,0.000234442,0.000583691
"hsa-miR-29a",0.060637286,0.071409756,0.055704898,0.045902769,0.024730693,0.047605308,0.047901977,0.04224425,0.6926061,0.003110804,0.005890782,0.1389176,0.006720187,0.067426055,0.009728385,0.004576497
"hsa-miR-29b",0.000165239,0.000698916,0.000290023,0.000884218,0.000461579,0.000496581,0.000726763,0.000749486,0.022730433,0.000217807,0.002340209,0.000645505,3.513183663,0.567759561,0.018529336,0.029275737
"hsa-miR-29c",0.001225886,0.001797056,0.001249228,0.001899501,0.001256631,0.001366696,0.001307845,0.001036682,8.48e-05,0.010726129,0.084917388,0.055394529,0.000547521,0.006929505,0.000495117,0.029275737
"hsa-miR-301a",0.001225886,5.58e-05,2.31e-06,0.001526293,0.000253088,3.82e-05,1.32e-05,3.22e-05,0.19810305,0.014768123,0.012846372,0.026953909,0.195037981,0.009647361,0.017738121,0.004576497
"hsa-miR-301b",8.95e-06,0.015984639,1.84e-05,0.001691388,0.000765581,0.000236828,0.009814177,3.94e-06,0.002140391,0.021262401,0.245634447,0.001374905,0.102204102,0.129479266,0.005591395,0.840310432
"hsa-miR-302a",0.034864775,0.029354856,0.013192621,0.001621182,0.000353449,2.74e-05,2.42e-05,0.000218569,0.001037409,0.007653356,0.01161429,0.000645505,0.014927755,0.067426055,0.0195512,0.017736256
"hsa-miR-302b",0.01418266,4.93e-05,0.001831605,0.000230901,0.000298791,3.28e-05,2.09e-06,0.001675355,0.000141225,0.020738758,0.055142588,0.006278425,0.001113982,15.33775048,0.004097163,0.015727894
"hsa-miR-302c",0.000102013,1.44e-05,0.001056818,1.14e-05,0.000614684,0.92772692,0.000105692,4.09e-06,0.002313993,0.020738758,0.002340209,0.266179118,0.001589764,0.022292203,0.000903796,0.002270388
"hsa-miR-30b",0.013640818,0.019298159,0.011373239,0.006672758,0.009496776,0.011084389,0.011285382,0.009601595,0.000346142,0.025691827,0.001354437,0.004143499,0.005018472,0.009647361,0.004069612,0.015045379
"hsa-miR-30c",0.017609906,0.019847815,0.016475043,0.018427127,0.007540911,0.014847013,0.015450132,0.012863614,0.001100542,0.000278921,0.005890782,0.000724069,0.0005318,0.000839835,0.002892998,0.019658721
"hsa-miR-31",0.000189306,0.000213425,0.000298182,0.000167002,1.82e-05,0.000155017,0.000115299,0.000510769,0.001100542,0.000251833,0.00019635,0.007686808,14.96829508,0.000896063,0.000234442,0.044674621
"hsa-miR-32",8.51e-06,1.34e-05,6.31e-05,4.65e-06,0.000650812,1.85e-05,1.85e-05,0.000113806,0.012918219,0.000153164,0.01161429,2.971205313,0.002117431,0.000896063,0.000355604,0.021792044
"hsa-miR-320",0.002273946,0.007902676,0.001322683,0.002712337,0.001544014,0.002305688,0.001665832,0.002089136,8.48e-05,0.000112938,0.134742306,0.001576122,0.010261931,0.000559774,0.010747024,0.443957753
"hsa-miR-324",0.000125451,0.000103338,0.000134954,3e-05,0.000100475,8.84e-05,8.07e-05,9.94e-05,0.001100542,0.002211007,0.001609501,0.001576122,0.0005318,15.33775048,0.000314819,0.399227305
"hsa-miR-325",3.3e-06,0.018598976,0.00208672,0.002051263,0.000497156,0.060239551,1.33e-05,0.000796353,0.6926061,0.004343848,0.055142588,0.015896305,14.96829508,0.034077445,0.093844239,0.001936382
"hsa-miR-326",0.01418266,9.52e-05,0.000290023,0.027412885,1.96e-05,0.002305688,0.001734586,1.65e-06,0.002486784,0.006202103,0.002247115,0.1389176,14.96829508,0.000896063,0.000234442,0.000765493
"hsa-miR-328",0.000175128,0.000282251,0.000146956,0.000165026,9.06e-05,0.000181496,0.000307569,0.000194143,0.002156067,0.00011115,0.007511958,0.007907171,0.008232983,0.003754184,0.009728385,0.000295549
"hsa-miR-329",0.001225886,2.48e-05,4.61e-05,0.000231073,0.000133229,1.37e-05,0.000338121,0.009091662,0.001100542,0.000950661,0.010292268,0.026953909,0.007405259,0.025379809,0.017738121,0.007624256
"hsa-miR-330",1.74e-06,3.52e-05,1.01e-05,0.000316888,1.2e-05,1.93e-05,1.24e-05,2.06e-05,0.000141225,0.314948818,0.245634447,0.000294407,0.001113982,0.007188278,0.093844239,0.399227305
"hsa-miR-331",0.002121748,0.002553391,0.00208672,0.001535745,0.001334331,0.002463235,0.006065125,0.003915998,0.002313993,0.000264785,0.002247115,0.000175911,0.00164316,0.000519289,0.001601113,0.000177991
"hsa-miR-335",5.97e-05,0.000126737,0.000127088,0.000830001,6.03e-05,0.000155716,0.000145436,0.000317323,0.19810305,0.000835721,0.005890782,0.002021725,0.000547521,0.003754184,0.000457514,0.840310432
"hsa-miR-337",8.69e-06,0.005768544,6.01e-06,0.000471559,5.65e-07,0.000211356,0.000273048,1.19e-06,0.19810305,0.003110804,0.00012665,0.000152804,0.00164316,0.025379809,0.00073922,4.042854548
"hsa-miR-338",0.01418266,0.000442233,0.001353053,0.035452864,0.000353449,4.11e-06,1.43e-05,0.000194143,0.000295757,3.288018235,0.002247115,0.003634477,0.00164316,0.022292203,0.003891327,0.002077954
"hsa-miR-339",1.72e-05,3.84e-05,2.03e-05,5.23e-05,1.1e-05,2.74e-05,4.82e-05,3.15e-05,0.000638379,0.000217807,0.000580786,0.007686808,0.007405259,0.022292203,0.001601113,0.021792044
"hsa-miR-33b",1.72e-05,7.54e-05,4.68e-05,3.66e-05,0.002028925,0.001366696,6.51e-05,0.01424527,0.00823699,0.000835721,0.00012665,0.009396331,0.002117431,0.000559774,0.000495117,0.020272802
"hsa-miR-340",0.000193452,0.000485191,0.000145014,0.000181712,0.00020263,0.000211356,7.65e-05,0.000491405,0.000373559,0.000417175,0.007511958,0.001213808,0.001589764,0.000896063,0.0195512,0.015045379
"hsa-miR-345",0.000430437,0.000254547,0.000381469,0.000148943,8.53e-05,0.000236828,0.000169637,0.000463645,0.001136541,0.000378893,0.000302777,0.007686808,0.001113982,0.006929505,0.000476552,0.044674621
"hsa-miR-346",0.00042385,9e-05,0.000756338,2.04e-06,2.47e-05,0.025287706,1.77e-06,3.94e-06,0.6926061,0.000278921,0.010292268,0.00740903,0.000547521,0.000503115,0.000457514,0.000259739
"hsa-miR-34a",0.000233615,8.8e-05,0.016475043,2.27e-06,5.7e-05,2.1e-05,2e-06,3.65e-05,0.6926061,0.000950661,0.010292268,0.000186861,0.195037981,0.567759561,0.156207865,0.001952637
"hsa-miR-34c",2.88e-06,9.64e-06,0.001339546,1.56e-05,0.779834832,1.23e-05,0.006065125,2.56e-05,5.09e-05,0.000417175,0.007511958,0.026953909,0.000547521,0.000503115,0.000314819,0.001141676
"hsa-miR-361",0.000206695,0.165803573,4.01e-06,9.87e-05,0.003396622,9.49e-05,3.1e-05,0.000101764,0.000281082,0.005452348,0.055142588,0.000152804,0.029021522,0.000559774,0.156207865,0.000765493
"hsa-miR-362",0.423843333,8.46e-05,1.21e-05,0.000234261,0.001251129,0.000815863,8.78e-05,8.66e-06,8.48e-05,0.000264785,0.010292268,0.000122702,0.007405259,0.025379809,0.00394325,0.020272802
"hsa-miR-365",0.001177362,0.071409756,0.000146956,3.9e-06,0.024730693,0.00150191,0.001097153,1.03e-06,0.000141225,0.314948818,0.002340209,0.003634477,14.96829508,0.000350282,0.00394325,0.002077954
"hsa-miR-367",0.007845331,0.000845189,0.013192621,0.000471559,1.05e-05,2.74e-05,0.000273048,5.18e-06,0.000293073,0.000526174,0.002340209,0.00740903,0.006720187,0.025379809,0.006509823,0.002121859
"hsa-miR-369",4e-05,2.99e-05,0.000284732,0.000830001,4.72e-06,2.14e-05,2.63e-05,0.000196934,0.001037409,0.000278921,0.000691051,0.002021725,0.002117431,0.005450767,0.001601113,0.021792044
"hsa-miR-370",2.44e-06,0.888496501,1.69e-05,4e-06,2.47e-05,0.000769144,4.21e-06,0.004576669,0.0038294,0.314948818,0.134742306,0.001374905,0.006720187,0.004024795,0.000504416,0.000177991
"hsa-miR-371",0.000189278,0.000126737,0.000377304,3e-05,0.000971728,8.21e-06,7.65e-05,2.34e-05,0.000394986,0.00082394,0.002247115,0.000122702,0.005018472,0.567759561,0.005328422,0.006783424
"hsa-miR-372",7.03e-05,0.000131911,0.000695819,0.150539605,0.001256631,0.000181496,2.18e-05,0.345513934,0.6926061,0.063492513,0.084917388,0.002021725,0.003088748,0.067426055,0.001178413,0.006783424
"hsa-miR-373",0.00051451,0.165803573,1.69e-05,2.77e-05,0.000253088,1.56e-05,0.126592426,9.13e-07,0.004728188,0.005672523,0.005890782,0.266179118,0.010261931,0.003754184,0.003891327,0.007528438
"hsa-miR-374a",0.00051451,0.001100906,0.000756338,0.000840508,0.000726816,0.000815863,0.001097153,0.000837966,0.002156067,0.021262401,0.002247115,0.266179118,0.005018472,0.000559774,0.219985296,0.437075768
"hsa-miR-375",0.000332237,0.15250379,0.000568129,0.034420336,4.56e-06,3.28e-05,5e-05,0.000463645,0.002313993,0.000950661,0.010292268,0.266179118,0.001589764,0.006929505,0.000457514,0.005273174
"hsa-miR-376a",8.69e-06,0.008849551,0.000134954,3.9e-06,1.37e-06,6.03e-05,0.000274381,1.73e-06,0.000281082,0.000441055,0.000580786,0.00740903,0.007405259,0.005450767,0.010747024,0.00086315
"hsa-miR-376b",3.3e-06,0.15250379,1.62e-05,1.21e-05,1.79e-05,5.69e-06,9.88e-06,2.48e-05,0.002156067,0.00082394,0.003767797,0.007907171,0.102204102,0.000839835,0.000857505,0.004576497
"hsa-miR-376c",1.35e-05,3.83e-05,6.91e-06,2.77e-05,4.49e-07,6.63e-06,0.001159801,7.97e-06,0.012918219,0.025691827,0.005890782,0.006278425,0.006720187,0.129479266,0.078549396,0.004576497
"hsa-miR-377",0.423843333,0.015984639,0.025012568,0.009050656,0.002626495,6.63e-06,8.07e-05,0.004576669,0.000168906,0.000441055,0.055142588,0.006278425,0.006771452,0.006929505,0.010393252,0.010334643
"hsa-miR-379",0.00898706,1.74e-06,0.001786816,0.000471512,0.000200574,0.001801358,0.140361191,3.63e-06,0.000638379,0.000378893,0.000300823,0.055394529,0.043696332,0.000839835,0.000495117,0.000259739
"hsa-miR-380",4.96e-06,0.00185901,1.53e-06,0.004995096,0.000497156,5.48e-06,0.000529046,0.000491405,0.004728188,0.00082394,0.084917388,0.015896305,0.005018472,0.022292203,0.017738121,0.02571784
"hsa-miR-381",0.000207705,0.000170883,0.004910937,2.67e-05,0.079620045,4.11e-06,0.000115299,0.000838486,5.09e-05,0.063492513,0.000302777,0.010865138,0.002117431,0.000839835,0.005591395,0.000259739
"hsa-miR-382",0.001197416,0.019641487,0.001322683,0.045902769,1.54e-06,4.11e-06,0.00745748,1.58e-05,0.000305417,0.018365389,0.003767797,0.004416993,0.060572678,0.009248884,0.00073922,0.002211283
"hsa-miR-383",1.22e-05,0.000282251,2.47e-06,0.005819839,5.19e-07,1.35e-05,0.000726763,0.109813079,0.019053264,0.206906274,0.134742306,0.002021725,0.001113982,0.513367546,0.0195512,0.012284571
"hsa-miR-384",2.94e-05,0.019298159,6.38e-05,4.37e-05,2.6e-05,0.000496581,1.32e-05,9.21e-05,0.019053264,0.206906274,0.00012665,0.004416993,0.002117431,0.025379809,0.000476552,0.000765493
"hsa-miR-409",9.75e-06,0.015739352,4.38e-05,0.009050656,0.00051796,1.85e-05,4.83e-05,0.000167639,0.000168906,0.007653356,0.001354437,0.001213808,0.015108257,0.000590505,0.000457514,4.042854548
"hsa-miR-410",0.013640818,0.003429598,0.000408916,2.04e-06,1.99e-06,5.41e-05,1.85e-05,9.87e-07,0.001398213,0.000173203,0.012846372,0.000122702,0.010261931,15.33775048,0.004069612,0.02571784
"hsa-miR-411",1.4e-05,3.68e-05,2.47e-06,0.000238186,0.123141205,0.017912536,0.047901977,4.65e-05,0.000141225,0.005938496,0.002137605,2.971205313,0.014927755,0.513367546,0.001178413,0.000177991
"hsa-miR-412",0.000932047,0.001951417,0.004910937,0.000173248,1.5e-06,0.107617879,1.33e-05,3.63e-05,0.001136541,0.000417175,0.000300823,0.009396331,0.001113982,0.067426055,0.007824461,0.004576497
"hsa-miR-422a",0.000189278,0.000392339,0.000168355,2.67e-05,0.000133229,0.000182057,0.000487987,0.000305985,0.022730433,0.006202103,0.000580786,0.001213808,0.001113982,0.000503115,0.078549396,0.019658721
"hsa-miR-423",1.16e-05,3.68e-05,6.31e-05,2.03e-05,1.01e-06,8.84e-05,0.000115299,2.2e-05,0.001100542,0.005672523,0.000691051,0.001293497,0.005018472,0.025379809,0.010393252,0.004576497
"hsa-miR-424",8.69e-06,0.000213425,2.22e-06,9.87e-05,4.56e-06,0.11062806,0.000252959,0.00028335,0.6926061,0.000417175,0.00019635,0.009872515,0.001589764,0.000519289,0.001760339,0.006783424
"hsa-miR-425",0.000247381,0.000639043,0.000524892,4.74e-05,0.000200574,0.000300859,0.00032015,0.000883365,0.004728188,0.00011115,0.000302777,0.006278425,0.0005318,0.567759561,0.219985296,0.000295549
"hsa-miR-429",0.00050197,0.000428966,0.014740885,1.44e-06,0.001334331,0.01039313,0.000273048,5.11e-06,0.000394986,0.025691827,0.000580786,0.006278425,0.005018472,0.004024795,0.0195512,0.005273174
"hsa-miR-431",1.22e-05,3.68e-05,4.02e-05,0.037219462,3.26e-05,0.000155017,0.001307845,0.000838486,0.000281082,0.000173203,3.33323908,0.000294407,0.195037981,0.004024795,0.156207865,0.029275737
"hsa-miR-433",8.15e-06,2.47e-06,4.97e-06,3.66e-05,7.96e-06,0.000285711,0.011285382,0.000196934,0.002313993,0.000526174,0.00019635,0.003634477,0.009816912,0.034077445,0.001760339,0.001936382
"hsa-miR-448",0.00051451,0.000275545,0.046122579,1.35e-06,1.82e-05,1.35e-05,1.27e-05,0.000749486,0.000141225,0.032154117,0.003767797,0.1389176,0.010261931,0.000503115,0.000355604,0.003489447
"hsa-miR-449a",8.69e-06,1.82e-05,5.46e-05,2.26e-06,5.19e-07,4.4e-05,0.000145436,9.13e-07,0.001037409,0.000441055,0.001354437,0.004416993,0.000547521,0.000519289,0.00394325,0.028652589
"hsa-miR-449b",0.000247381,0.021123914,0.009685827,7.81e-06,2.3e-06,2.74e-05,9.38e-06,1.79e-06,0.000373559,0.005452348,0.00012665,0.055394529,0.010261931,0.001873972,0.0195512,0.007624256
"hsa-miR-450a",0.000500396,0.003940387,0.002147255,0.008192628,0.020381535,0.039142426,0.000115299,0.00054482,0.001136541,0.010726129,0.007511958,0.1389176,0.008232983,0.009647361,0.005328422,0.028652589
"hsa-miR-450b",2.94e-05,0.165803573,2.47e-06,1.56e-06,4.49e-07,8.84e-05,3.69e-05,1.63e-05,0.012918219,0.004343848,0.134742306,0.004416993,0.000547521,0.000503115,0.000857505,0.005543494
"hsa-miR-451",0.000104553,0.000912062,0.000323224,1.65e-05,0.000107008,0.000115636,0.000130346,3.9e-05,0.6926061,0.002211007,0.084917388,0.002021725,14.96829508,0.001873972,0.000903796,0.028652589
"hsa-miR-452",1.4e-05,0.000413642,1.69e-05,9.64e-06,0.000408001,0.000300859,0.00745748,0.002089136,0.000305417,0.000835721,0.000300823,0.015896305,0.008232983,0.067426055,0.219985296,0.012284571
"hsa-miR-453",0.00898706,5.33e-06,0.000134954,0.037219462,0.00047176,0.151397617,0.126592426,0.04224425,0.000293073,0.063492513,0.084917388,0.006278425,0.00164316,0.000503115,0.093844239,0.012284571
"hsa-miR-454",0.001177362,0.002481529,0.001703928,0.001621182,0.001112677,0.00150191,0.001617053,0.001187134,0.000346142,0.004343848,0.00012665,0.001374905,0.007405259,0.567759561,0.219985296,0.003489447
"hsa-miR-455",0.000206695,0.00126079,1.01e-05,2.57e-05,9.06e-05,0.007486562,0.14373467,0.081528925,0.6926061,3.288018235,0.000302777,0.055394529,0.029021522,0.000350282,0.219985296,0.002077954
"hsa-miR-483",5.23e-06,1.34e-05,2.1e-05,9.64e-06,4.59e-06,7.37e-06,3.69e-05,6.85e-07,0.000262626,0.000264785,0.001354437,0.009872515,0.003088748,0.006929505,0.000314819,0.010334643
"hsa-miR-484",0.006762667,0.015739352,0.013192621,0.005819839,0.007693904,0.008817627,0.009814177,0.006716046,0.003521542,0.000217807,0.00012665,0.002021725,0.060572678,0.000839835,0.001113827,0.000765493
"hsa-miR-485",0.000247381,9.52e-05,0.000381469,0.083686864,4.52e-07,0.000660609,1.03e-06,1.47e-05,0.000295757,0.007653356,0.005890782,0.000122702,0.043696332,0.513367546,0.006509823,0.000583691
"hsa-miR-486",0.000743899,0.003429598,0.001786816,0.001182656,0.000408001,0.001119806,0.001734586,0.000578689,0.000638379,0.004343848,0.003767797,0.1389176,0.007405259,0.000590505,0.000476552,0.006783424
"hsa-miR-487a",8.69e-06,0.000282251,4.15e-05,6.73e-06,5.19e-07,0.00030676,2.63e-06,1.72e-05,8.23e-05,0.000264785,0.001609501,0.002021725,0.005018472,0.000896063,0.018529336,0.002211283
"hsa-miR-487b",0.000339838,0.001436106,0.001464172,0.000338164,0.013866452,0.000155716,0.011285382,0.015520682,0.001398213,0.020738758,0.007511958,0.000186861,14.96829508,0.022292203,0.006509823,0.399227305
"hsa-miR-488",0.006762667,0.000698916,1.62e-05,4.21e-06,1.01e-06,0.0076479,0.001097153,1.65e-06,0.000373559,0.000153164,0.002137605,0.009396331,0.007405259,0.000839835,0.001178413,0.011912329
"hsa-miR-489",0.000104553,9.64e-06,0.002147255,0.006557197,0.001347388,2.1e-05,1.89e-06,2.65e-06,0.001037409,0.000251833,0.002247115,0.000122702,0.195037981,0.000896063,0.002892998,0.029275737
"hsa-miR-490",2.07e-05,0.000196464,0.046122579,1.56e-05,0.000650812,4.46e-05,1.89e-06,6.08e-06,0.19810305,0.000112938,0.005890782,0.004416993,0.003088748,0.067426055,0.156207865,4.042854548
"hsa-miR-491",0.423843333,0.000103338,5.46e-05,5.23e-05,0.000198996,1.7e-05,4.21e-06,0.002492831,8.48e-05,0.000835721,0.245634447,0.000645505,0.006771452,0.009647361,0.008365045,0.000583691
"hsa-miR-492",1.47e-06,0.001951417,6.01e-06,0.045902769,0.030363786,2.21e-05,2.18e-05,0.000483734,0.001037409,0.00082394,0.245634447,0.006278425,0.001589764,0.004955471,0.023055807,0.000765493
"hsa-miR-493",0.060637286,1.14e-05,0.003350175,7.81e-06,3.26e-05,6.03e-05,1.07e-05,3.63e-05,0.000305417,0.004343848,0.002137605,0.000175911,0.018638028,15.33775048,0.003891327,0.007435262
"hsa-miR-494",1.86e-05,0.000196464,2.4e-05,4.7e-05,2.4e-05,3.28e-05,9.38e-06,4.45e-05,0.001136541,0.314948818,0.002137605,0.007686808,0.001589764,0.009647361,0.000504416,0.007624256
"hsa-miR-495",4e-05,1.34e-05,0.004170867,0.001182656,0.000408001,0.107617879,0.001159801,5.83e-05,0.002156067,0.000173203,0.002137605,0.009872515,0.006720187,0.000590505,0.003037439,0.010334643
"hsa-miR-496",0.001275305,4.16e-06,0.014740885,0.000165026,3.1e-06,0.000122678,4.97e-06,0.000883365,0.000295757,0.018365389,0.012846372,0.014674278,0.043696332,0.001129355,0.009728385,0.004576497
"hsa-miR-499",0.000165962,0.000912062,0.000959998,3.5e-05,0.000226494,0.000300859,0.126592426,2.2e-05,0.00823699,0.004343848,0.002340209,0.00740903,0.007405259,0.009248884,0.002892998,0.001983397
"hsa-miR-500",0.00011178,7.72e-05,5.22e-05,5.15e-05,1.52e-05,3.48e-05,5e-05,5.51e-06,0.003521542,0.000417175,0.002340209,0.000645505,0.018638028,0.034077445,0.009728385,0.003489447
"hsa-miR-501",0.000233615,0.000206497,1.17e-06,0.000471559,0.000107008,6.11e-06,3.69e-05,5.8e-07,8.48e-05,0.000173203,0.003767797,0.000152804,0.006910237,0.000839835,0.008365045,0.007435262
"hsa-miR-502",0.03688211,3.52e-05,7.26e-06,0.000610448,1.43e-06,3.82e-05,0.00148087,1.87e-06,0.002156067,0.006202103,0.003767797,0.004143499,0.001589764,0.025379809,0.001601113,0.001983397
"hsa-miR-503",0.013640818,0.000212291,0.001056818,1.362319412,1.27e-05,4.84e-05,0.012847309,0.009091662,0.0038294,0.00082394,0.010292268,0.001374905,0.001113982,15.33775048,0.004069612,0.443957753
"hsa-miR-504",5.09e-05,1.44e-05,1.02e-05,0.000173248,1.99e-06,0.039142426,2.42e-05,1.18e-06,0.019053264,0.000217807,0.055142588,2.971205313,0.001113982,0.000503115,0.004069612,0.044674621
"hsa-miR-505",2.44e-06,0.165803573,0.030351718,0.001596301,4.44e-05,2.1e-05,0.201104741,1.19e-06,0.002313993,3.288018235,0.00012665,0.015896305,0.006910237,0.000590505,0.010393252,0.000765493
"hsa-miR-506",0.131991232,0.000816078,0.001249228,0.136477686,0.003289522,0.11062806,3.28e-05,0.001187134,0.001136541,0.000173203,0.000580786,0.010865138,0.015108257,0.009647361,0.00394325,0.001936382
"hsa-miR-507",0.000104553,0.001069197,4.16e-06,2e-05,0.000273638,0.025287706,2.6e-06,1.63e-06,0.000281082,0.005672523,0.084917388,0.015896305,0.195037981,0.005450767,0.005328422,0.002270388
"hsa-miR-508",0.03688211,0.001436106,0.000568129,0.000107776,0.005268911,0.000115636,0.000130346,1.58e-05,0.001398213,0.004343848,0.003767797,0.009872515,0.007405259,0.004024795,0.030727858,0.029275737
"hsa-miR-509",2.78e-06,0.000271395,0.000524892,0.001526293,0.009496776,0.008817627,0.000927016,0.014747741,5.09e-05,0.000378893,0.245634447,0.000645505,0.002117431,15.33775048,0.018529336,0.02571784
"hsa-miR-510",0.001177362,0.001100906,0.168589548,0.083686864,2.3e-06,0.000122678,0.000487987,0.000837966,0.001136541,0.314948818,0.007511958,0.002021725,14.96829508,0.009248884,0.004097163,0.001983397
"hsa-miR-511",0.000175128,0.000912062,4.68e-05,5.23e-05,0.000198996,3.05e-06,6.13e-05,5.18e-06,0.001401862,0.003110804,0.055142588,0.000152804,0.00164316,0.005450767,0.001601113,0.020272802
"hsa-miR-512",5.32e-05,9.17e-05,0.00053233,3.72e-05,6.08e-05,1.37e-05,1.32e-05,6.73e-07,8.48e-05,0.005938496,0.00012665,0.004416993,0.195037981,0.129479266,0.000504416,0.001479832
"hsa-miR-513",8.15e-06,6.18e-05,0.001831605,9.64e-06,5.7e-05,0.000236828,0.000145436,7.97e-06,0.001100542,0.000526174,0.245634447,0.0008749,0.043696332,0.329661657,0.005328422,0.437075768
"hsa-miR-515",8.18e-05,0.00126079,4.97e-06,5.23e-05,1.45e-06,5.41e-05,5.5e-06,0.000141797,0.00823699,0.000950661,0.000300823,0.001576122,0.005018472,0.004024795,0.002892998,0.001479832
"hsa-miR-516a",0.001062165,1.44e-05,4.15e-05,1.03e-05,4.91e-06,2.74e-05,1.31e-06,5.93e-07,0.022763181,0.004343848,0.003767797,0.010865138,0.014927755,0.067426055,0.017738121,0.017736256
"hsa-miR-516b",0.00898706,1.14e-05,0.031106265,0.000840508,0.007693904,4.84e-05,0.001665832,0.615005748,0.000281082,0.010726129,0.012846372,0.000690579,0.043696332,0.001873972,0.000504416,0.000340376
"hsa-miR-517a",0.009258999,0.003467499,4.91e-05,4.21e-06,8.39e-07,0.002463235,2.63e-05,0.18905053,0.022730433,0.00082394,0.084917388,0.004143499,0.001589764,0.003754184,0.008365045,0.000765493
"hsa-miR-517b",8.95e-06,0.003467499,0.004910937,0.005300308,0.000469106,0.01039313,1.76e-06,0.000491405,0.002486784,0.000173203,0.000302777,0.001576122,0.003088748,0.001873972,0.219985296,0.013552467
"hsa-miR-517c",0.000102013,0.015064295,0.031106265,2.18e-06,1.45e-06,9.49e-05,0.000145436,9.21e-05,0.19810305,0.000950661,0.084917388,0.003634477,0.102204102,0.003754184,0.00073922,0.840310432
"hsa-miR-518a",0.000932047,2.96e-05,0.001259795,0.000181712,1.01e-06,4.84e-05,3.69e-05,6.99e-06,0.000281082,0.000378893,0.000302777,0.009396331,0.029021522,0.025379809,0.018529336,0.015045379
"hsa-miR-518b",4.96e-06,0.000151954,7.82e-06,1.14e-06,0.000408001,2.61e-06,3.85e-06,5.93e-07,0.000168906,0.314948818,0.007511958,0.00740903,0.195037981,0.034077445,0.078549396,0.000765493
"hsa-miR-518c",0.000207705,0.015739352,2.92e-06,0.035452864,0.005268911,3.48e-05,1.07e-05,1.65e-06,0.000293073,0.000278921,0.005890782,0.010865138,0.0005318,0.006929505,0.167596392,0.00086315
"hsa-miR-518d",9.75e-06,3.43e-05,1.4e-05,9.25e-05,1.63e-05,1.35e-05,1.32e-05,5.81e-06,0.000295757,0.004343848,0.007511958,0.009396331,0.014927755,0.022292203,0.00394325,0.000295549
"hsa-miR-518e",5.31e-06,7.51e-06,0.000213593,2.67e-05,8.39e-07,1.84e-05,0.000273048,5.06e-05,0.0038294,0.00011115,0.001354437,0.007907171,0.00164316,0.000590505,0.000234442,0.015045379
"hsa-miR-518f",1e-05,8.25e-06,0.004910937,1.43e-05,1.37e-06,9.91e-06,5.5e-06,2.48e-05,0.000141225,0.000112938,0.000300823,0.010865138,0.005018472,0.004955471,0.003891327,0.012284571
"hsa-miR-519a",0.000193452,0.000442233,0.014740885,4.84e-05,1.5e-06,0.000433214,1.24e-05,8.69e-07,5.09e-05,0.000226057,0.012846372,0.0008749,0.000547521,0.000896063,0.156207865,0.004576497
"hsa-miR-519c",0.000691043,0.001100906,1.15e-05,0.000316888,0.00047176,0.001151538,3.28e-05,0.000170875,0.001100542,0.014768123,0.01161429,0.000175911,0.00164316,0.009248884,0.007824461,0.015727894
"hsa-miR-519d",0.00042385,0.096624242,0.002097924,1.83e-06,1.2e-05,0.000115636,3.1e-05,0.000635287,0.00823699,0.005938496,0.007511958,0.026953909,0.005018472,0.009248884,0.000504416,0.013552467
"hsa-miR-519e",0.000233615,2.47e-06,1.17e-06,6.73e-06,4.91e-06,0.047605308,0.00025651,0.000196934,0.001082565,0.002211007,0.010292268,0.000645505,0.005018472,0.000503115,0.017738121,0.001983397
"hsa-miR-520a",1.07e-06,7.72e-05,1.118140127,0.000471512,0.000107008,0.000182057,1.32e-05,0.000365724,0.6926061,0.000950661,0.084917388,0.000690579,14.96829508,0.513367546,0.156207865,0.012284571
"hsa-miR-520b",0.002345831,1.41e-05,1.4e-05,0.004995096,3.26e-05,1.85e-05,0.000274381,6.38e-06,0.004728188,0.005672523,0.055142588,0.0008749,0.060572678,0.000896063,0.000355604,0.004301302
