"","GSM2991242","GSM2991243","GSM2991244","GSM2991245","GSM2991246","GSM2991247","GSM2991248","GSM2991249","GSM2991250","GSM2991251","GSM2991252","GSM2991253","GSM2991254","GSM2991255","GSM2991256","GSM2991257","GSM2991258","GSM2991259"
"hsa-miR-155",0.0442769362851748,0.0111520561717828,0.00574998657957401,0.00556594382237154,0.00576039010710593,0.00562189059076156,0.022322810895056,0.0233496407857441,4.39726747060564e-05,0.00137459398590879,0.000716192424591085,8.90259641053757e-05,0.00140999239788601,0.000703748091924293,0.00138390489017931,4.31503633626333e-05,0.000350618847655971,0.00147415701201148
"hsa-let-7a",0.165984722872889,0.163867551342385,0.00280431003893959,0.0211786631099366,0.08501270188947,0.00017288221480469,0.087015842058434,0.169978348112621,4.39726747060564e-05,8.62417318045942e-05,4.40303807476273e-05,8.90259641053757e-05,8.70351664273497e-05,4.39149686621773e-05,4.29051125201774e-05,4.31503633626333e-05,2.17845306445366e-05,8.75112269915489e-05
"hsa-let-7b",0.99533756091825,0.592232159051087,0.0837310998710219,0.0837685500519239,0.174235662878045,0.164531834312944,0.576241098224508,0.596227671610357,0.0431491503228041,0.0220882315926402,0.0111566372396349,0.045401632482535,0.0111038681830451,0.0216801699205406,0.0111229946837531,8.15682193888455,8.09778783665682,10.0563005971443
"hsa-let-7c",0.00570582823060398,0.0013934031036716,0.00282105590262882,0.00139475792720737,0.00569221977186704,0.0114113789794265,0.0113314513722628,0.0119980757977558,0.00071392851574365,8.62417318045942e-05,0.000351614064993345,8.90259641053757e-05,8.70351664273497e-05,0.000718860083323,4.29051125201774e-05,0.00141992282243917,0.000355335306345662,0.00142753273868021
"hsa-let-7d",0.328579593402798,0.01108764768097,0.0226383644474102,0.0446559980747581,0.0867839970819321,0.087832599033653,0.0884038910836536,0.0892989258477377,4.39726747060564e-05,8.62417318045942e-05,4.40303807476273e-05,8.90259641053757e-05,8.70351664273497e-05,4.39149686621773e-05,0.000669168722201342,0.00556209228251247,0.00139975923285912,0.00567184276893475
"hsa-let-7e",1.00649957415866,0.576922728266107,0.0848613649316353,0.0221431435028712,0.324092959181985,0.165878361927674,0.307702617040632,0.325443902551406,0.0453680940638751,0.0859705606792753,0.0461656051288394,0.0447461289751622,0.0254427708445082,0.0225310618261251,0.0212764139010866,0.0440655881630885,0.0221775955748536,0.0878190784429642
"hsa-let-7f",0.579694192878116,0.000172002276013134,0.0836137197231754,0.0882530451669947,0.0003522486959804,0.00017288221480469,0.00017390640518134,0.165364501502079,4.39726747060564e-05,8.62417318045942e-05,4.40303807476273e-05,8.90259641053757e-05,8.70351664273497e-05,4.39149686621773e-05,4.29051125201774e-05,4.31503633626333e-05,2.17845306445366e-05,8.75112269915489e-05
"hsa-let-7g",0.170379795466775,0.0843440388351361,0.0223076109937243,0.0223913931313117,0.0439818378892944,0.0446224842802765,0.0860388606641217,0.0891338921560629,0.0112827397365622,0.00551922165027375,0.000620384156883711,0.00291594065957256,8.70351664273497e-05,0.0100517491844229,0.00606652773694256,0.0028357569692556,0.00277664942051195,0.0113322100182896
"hsa-miR-1",0.000349162079011077,0.000172002276013134,0.00559057618860087,0.0027038163747863,0.0003522486959804,0.00274312766874975,0.00017390640518134,0.00565648079013002,4.39726747060564e-05,8.62417318045942e-05,0.000336253025263468,8.90259641053757e-05,8.70351664273497e-05,4.39149686621773e-05,4.29051125201774e-05,4.31503633626333e-05,2.17845306445366e-05,8.75112269915489e-05
"hsa-miR-100",0.000349162079011077,0.318714903715067,8.73669662313408e-05,0.0111604022938852,0.0452623989074319,0.0109671263592019,0.0451041912245403,0.0225281927384832,0.0113968938605301,0.0107900628783958,0.0113923564959426,0.00585062750228325,8.70351664273497e-05,0.005783668446699,0.00064629800812672,4.31503633626333e-05,0.00035242177711015,8.75112269915489e-05
"hsa-miR-101",0.000349162079011077,0.000172002276013134,0.00287424396899563,0.00281899687741941,0.0115054428333168,0.0226556769882946,0.0451111267194459,0.0226989219272658,0.00142609146974622,0.00560634125711543,4.40303807476273e-05,0.00296922600901185,0.00142326657845856,0.000718787984503322,0.000706444613442671,0.000708867152541013,2.17845306445366e-05,0.00142555819987572
"hsa-miR-103",0.0871271193037907,0.087815168850955,0.0224498587600026,0.0441941637081215,0.170232602526275,0.164975823722103,0.316517932776232,0.327724724320851,4.39726747060564e-05,0.00549760620544553,4.40303807476273e-05,8.90259641053757e-05,8.70351664273497e-05,0.00568586815584689,4.29051125201774e-05,4.31503633626333e-05,2.17845306445366e-05,0.00593805755646939
