"","GSM927364","GSM927365","GSM927366","GSM927367","GSM927368","GSM927369"
"hsa-miR-200c*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-18b*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-431*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-452*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-708*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-92b*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-518e*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-194*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-106b*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-518f*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-let-7b*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-let-7f",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-432*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-19a*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-19b",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-23a*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-25*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-943",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-500*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-939",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-936",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-892b",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-488*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-659",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-638",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-619",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-617",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-517*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-612",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-603",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-595",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-593",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-587",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-585",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-518c*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-583",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-575",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-573",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-569",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-567",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-519e*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-563",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-558",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-557",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-555",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-554",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-553",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-552",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-551a",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-let-7d*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-520h",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-363*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR159a-4373390",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-498",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-934",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-933",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-924",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-921",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-920",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-767",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-668",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-662",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-658",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-657",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-593*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-648",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-646",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-641",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-640",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-637",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-634",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-633",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-631",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-626",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-621",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-613",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-609",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-608",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-607",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-606",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-600",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-599",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-596",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-588",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-580",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-578",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-566",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-562",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-559",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-361",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-185*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-195*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-30c",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-32*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-302b*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-302d*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-367*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-23b*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-377*",20.142,20.182,23.156,25.16,26.413,26.097
"hsa-miR-30b*",20.142,20.182,23.156,25.16,26.413,26.097
