"","GSM3660254","GSM3660255","GSM3660256","GSM3660257","GSM3660258","GSM3660259","GSM3660260","GSM3660261","GSM3660262","GSM3660263","GSM3660264","GSM3660265","GSM3660266","GSM3660267","GSM3660268","GSM3660269","GSM3660270","GSM3660271"
"hsa-miR-378f",8.56432211136506,0.762510586589822,1.64957241805764,7.38896268752305,0,0,0,0.887195890041165,6.77498940875192,0,8.30643035186963,1.11859844465318,0,0,0,0,0,0
"hsa-miR-1268b",6.75629006951856,7.24251758409793,0,0,0,0,0,0,8.57290390473468,0,3.85662349998856,0,0,0,0,0,0,0
"hsa-miR-127-3p",13.4546781377007,13.3621881040358,12.5426694711942,15.8282248205221,11.35905867942,15.5384079092273,12.6121577942673,14.5699155536746,13.6709409076919,12.9879273498477,12.3961098527006,14.6227035053919,13.5823627262851,13.6238017727388,11.9025630426712,9.71791529902397,9.83854650655211,10.8694996740511
"hsa-miR-369-5p",12.7371645018946,14.859493905238,10.8910370155678,14.194267891676,9.92800486891024,14.2509142442413,11.7046072968464,13.7511199875245,11.2395585550644,11.5156778877682,11.6916807775815,13.4389087926676,13.0617249351416,12.6079428904832,11.504977459426,8.59820221137553,9.61230582292761,10.0589382721499
"hsa-miR-877-5p",7.90272921602618,3.51684763438286,7.42620194493524,7.47001955854009,7.30140804659495,8.10497074638383,6.93907428260115,7.37714855087827,8.74862532821962,9.09676513174117,7.37098049518264,9.04469920207176,7.84678650441062,8.4542895663469,11.2660481626631,5.46569007508177,0,0
"hsa-miR-15a-5p",6.85969536043029,7.36337654926371,9.55720912952795,7.4080764003845,8.42249741096289,7.87214326178074,8.0013353523592,7.40091345787403,8.62790338120667,4.33939579094056,5.17250924138017,7.34040113267508,8.93335569751497,7.17478798890925,6.78069685143206,9.9308497436651,13.0700607939115,4.57791946575872
"hsa-miR-323a-3p",10.6721374301678,8.72703281998637,11.8519737279651,7.92579418711504,7.27625882468201,8.18260615826527,5.75102530257376,6.94896964650202,4.9352286152036,4.70136681009434,9.20213708725616,12.2192992841906,6.15280051873281,12.7710713965022,7.94331368713151,6.33696960180468,4.61181214248768,2.91418840558499
"hsa-miR-412-5p",7.93465792287957,9.08805508998863,0,8.02156961987951,6.517855456476,8.3731913473394,4.65016635129482,6.76962311496648,0,6.17395519935399,4.49685731541108,6.44451642815976,6.78615806363234,7.70567436347477,1.19976185494682,2.53581209906893,0,0
"hsa-miR-142-5p",5.99829063776454,7.24251758409793,7.83013537055974,7.49407083933676,6.52854471690416,0,7.12546638296906,6.85415759457282,3.98162883557829,3.4089581022159,5.17250924138017,6.51087748972365,8.94766042176795,4.72295865459144,7.85716686780964,8.17463571608834,13.2728126775489,2.0939039989156
"hsa-miR-7704",7.41809937432076,9.76974388674934,8.59943145985603,4.84391476784394,7.52605374672812,8.11361461262749,7.40938182761138,4.97142408235914,11.1135467340405,9.1852656918015,8.19133284401157,7.85282344530988,4.63637123842574,9.35350234138359,8.54397535793906,5.96612736775948,0,0
"hsa-miR-129-5p",11.0000318495366,0.762510586589822,11.2575825026323,1.75889916980061,7.12950853480315,7.50783840234145,0.549566553636653,0,5.50438671408247,7.00008936317322,7.88057969129948,12.751464683155,2.36199957683688,10.3882375702127,6.22747151035448,4.17110671055,3.14027914968074,2.0939039989156
"hsa-miR-411-5p",11.2795160384853,13.3316183972084,10.3040171995282,14.7163086435762,10.5384872557798,13.4078360547606,11.3693989506198,13.0763783578015,11.4035188314151,11.0391440678162,11.3299073155382,12.4690803828914,13.5388243455955,11.5264701550895,9.57185171685184,9.02283385891807,9.34386654637246,10.1110415358778
"hsa-miR-432-5p",10.8204962486163,11.965769750879,10.6666047024296,11.9865719668853,7.89575691935334,13.305266392592,7.9152842187615,9.66858975313322,8.8903298520253,9.1852656918015,9.93282398344179,12.3364969217272,11.7278556215727,11.8592242835231,4.25989351530852,8.78672178400589,5.58200436807594,5.82204925928678
"hsa-miR-654-5p",8.29591704259048,10.8181640005319,8.79954238702258,9.74289852255981,7.45498880409825,9.97578192057502,7.33261534401485,9.11725201024399,8.73198558781164,7.92759832381291,8.64456415135956,9.82503252255177,7.49404204387415,10.0487740125696,2.62948952703251,7.09006421113787,4.05605399853255,2.91418840558499
"hsa-miR-490-5p",11.2903532530001,8.63904168866157,11.8660856180692,8.14822320081677,5.18733035035545,9.71455005235698,5.38545996915155,7.39728270139227,9.43369452396579,9.1852656918015,9.39364972001927,11.2928278522817,8.06850155812196,12.4109819854771,2.90401919215119,4.91793139083161,7.43440162249302,2.91418840558499
"hsa-miR-5010-5p",6.24742500682197,0,7.87022474301342,3.41773321139101,5.86404511376375,0,4.74051459423728,4.76152535837443,4.37365275793954,6.48414905258097,3.5593804778827,5.1280219012257,4.09390995857162,0,0,0,0,0
"hsa-miR-382-5p",8.77739301817735,6.94922532148623,8.49219078730584,8.36652724729875,3.72973079989188,8.61762383504412,5.0338521529128,6.96377403233597,3.98162883557829,6.97823643718926,6.69343617234613,9.2857793180329,7.98496909292601,9.31339417215407,1.84560446722836,5.2006378292846,4.05605399853255,2.0939039989156
"hsa-miR-4435",5.93655759337293,0,0,6.58836817974841,5.21406383115468,5.96690327068587,4.76532218565794,5.67595937116403,0,1.54812218550484,6.76673960685651,1.74102187431426,4.78397979366518,1.31883627018263,0,0,0,0
"hsa-miR-154-5p",8.54893305063626,10.7654582105544,7.89634518192292,10.4610527403839,5.91381680565217,7.01559886483628,5.04402537053453,7.34358333714871,0,5.07528289709732,7.66743405146641,10.4239909823201,9.88693552340606,9.20064526957236,1.84560446722836,4.93860305908948,5.58200436807594,0
