"","GSM3685738","GSM3685739","GSM3685740","GSM3685741","GSM3685742","GSM3685743"
"hsa-let-7a-5p",14.7637310793073,16.5165926237206,15.8002932582234,9.87958324961278,10.5840229402575,10.1548181090521
"hsa-let-7a-3p",9.12153351734003,10.7657004876511,9.88417051910844,5.90689059560852,5.39231742277876,5.39231742277876
"hsa-let-7a-2-3p",0,2,1,5.4262647547021,6.14974711950468,5.85798099512757
"hsa-let-7b-5p",14.0287694205234,15.5811122941974,14.8885054433295,9.74819284958946,10.3297963382207,9.79928162152192
"hsa-let-7b-3p",9.05256805080415,10.5660540381711,9.91288933622996,4.16992500144231,3.70043971814109,5.4262647547021
"hsa-let-7c-5p",8.81057163474115,10.4988492065317,9.76818432477693,7.13955135239879,7.51569983828404,7.66533591718518
"hsa-let-7c-3p",2,3.90689059560852,2,2.58496250072116,2,1.58496250072116
"hsa-let-7d-5p",12.1802199821702,13.7795141791435,12.7901448269498,7.05528243550119,7.28540221886225,7.05528243550119
"hsa-let-7d-3p",9.78299820892041,11.6479080742818,10.6519486107234,5.64385618977472,6.56985560833095,6.32192809488736
"hsa-let-7e-5p",10.8297227350861,12.6886874232225,11.8986013874039,7.10852445677817,7.65821148275179,7.07681559705083
"hsa-let-7e-3p",4.16992500144231,5.75488750216347,4.32192809488736,1,1,0
"hsa-let-7f-5p",14.2064802288746,16.0576533399639,15.327096467018,9.29462074889163,9.89784545600551,9.211888294546
"hsa-let-7f-1-3p",8.76487159073609,10.4408691676109,9.64745842645492,3.16992500144231,4.24792751344359,3.58496250072116
"hsa-let-7f-2-3p",6.32192809488736,8.11894107272351,7.31288295528436,4.32192809488736,3,4.52356195605701
"hsa-miR-15a-5p",11.410451351504,12.5208641829887,12.0711271249483,6.4262647547021,6.96578428466209,7.03342300153745
"hsa-miR-15a-3p",3.4594316186373,3.8073549220576,4.08746284125034,2.58496250072116,3.90689059560852,2.32192809488736
"hsa-miR-16-5p",13.3154326379054,15.0478481459344,14.310825762253,9.1873520732005,9.40726776424473,9.45121111183233
"hsa-miR-16-1-3p",1.58496250072116,3,1.58496250072116,3.16992500144231,2.32192809488736,2.8073549220576
"hsa-miR-17-5p",13.2097579565814,14.4729446337796,13.8480360416318,10.3890935219045,10.8089641749193,10.6995724532873
"hsa-miR-17-3p",8.51963625284321,9.22158712126481,8.73470962022584,7,6.55458885167764,6.4262647547021
"hsa-miR-18a-5p",12.5454471816781,13.5392800001577,13.1738332636821,9.43671154213721,9.66177809777199,9.84705734609134
"hsa-miR-18a-3p",4.64385618977472,6.08746284125034,4.8073549220576,3,2.58496250072116,2.58496250072116
