"","GSM1824819","GSM1824820","GSM1824821","GSM1824822","GSM1824823","GSM1824824"
"hsa-miR-1249",6.6,6.84,6.9,6.84,6.77,6.78
"hsa-miR-1250",5.34,5.51,5.74,5.67,5.69,5.57
"hsa-miR-1251",4.75,5.03,5.41,5.16,5.18,5.17
"hsa-miR-1252",5.15,7.21,5.81,5.76,5.07,6.41
"hsa-miR-1253",4.98,7.03,5.49,5.58,4.41,5.65
"hsa-miR-1254",5.17,5.28,5.5,5.48,5.53,5.45
"hsa-miR-1255a",8.19,7.6,9.38,6.85,7.67,6.91
"hsa-miR-1255b",5.25,5.15,5.97,5.03,5.29,5.2
"hsa-miR-1256",4.47,4.56,4.86,4.68,4.8,4.97
"hsa-miR-1257",5.27,5.11,5.59,5.16,5.27,4.92
"hsa-miR-1258",5.47,6.04,8,6.22,5.63,6
"hsa-miR-1259",10.17,6.09,11.83,5.91,11.46,5.88
"hsa-miR-125a-3p",5.13,5.36,5.58,5.53,5.2,5.38
"hsa-miR-125a-5p",8.39,5.84,8.09,6.05,7,5.64
"hsa-miR-125b",9.74,4.94,5.33,5.07,5.32,5.11
"hsa-miR-125b-1*",5.84,6.4,7.58,8.85,5.91,6.26
"hsa-miR-126",7.79,5.21,5.57,5.1,6.24,5.37
"hsa-miR-126*",5.28,4.79,4.97,5.04,5.23,4.98
"hsa-miR-1260",7.16,5.39,7.22,5.42,7.07,5.45
"hsa-miR-1261",6.33,5.85,7.99,6.59,5.95,5.65
"hsa-miR-1262",4.85,5.02,4.86,4.93,5.04,5.05
"hsa-miR-1263",4.9,5,5.18,5.05,5.08,5.21
"hsa-miR-1264",8.8,5.86,9.81,5.74,9.58,5.7
"hsa-miR-1265",7.43,5.68,7.51,5.62,7.01,5.61
"hsa-miR-1266",4.95,4.99,5.18,5.1,5.17,5.19
"hsa-miR-1267",5.16,5.3,5.47,5.39,5.39,5.42
"hsa-miR-1268",4.98,5.17,5.4,5.13,5.25,5.1
"hsa-miR-1269",5.07,5.09,5.45,5.36,5.37,5.62
"hsa-miR-1270",5.8,5.32,7.27,5.5,6.03,5.45
"hsa-miR-1271",4.88,4.95,5.67,5.07,5.74,5.14
"hsa-miR-1272",5.29,5.68,6.03,5.57,5.18,5.42
"hsa-miR-1273",5.96,6.72,7.05,4.98,5.17,5.96
"hsa-miR-1274a",8.71,5.26,8.76,5.2,8.77,5.22
"hsa-miR-1274b",6.94,5.32,7.71,5.37,7.68,5.48
"hsa-miR-1275",9.07,12.06,12.21,12.9,9.91,12.28
"hsa-miR-127-5p",4.44,4.14,4.49,4.18,4.33,4.25
"hsa-miR-1276",4.9,4.84,5.67,5.14,5.14,5.01
"hsa-miR-1277",5.49,5.57,5.94,5.61,5.9,5.63
"hsa-miR-1278",5.14,4.83,5.19,4.94,5.27,5.04
"hsa-miR-1279",5.24,5.44,5.62,5.49,5.52,5.53
"hsa-miR-128",7.18,5.07,6.39,5.2,6.46,5.33
"hsa-miR-1280",12.08,6.89,12.04,6.3,11.78,6.26
"hsa-miR-1281",6.38,6.54,6.26,6.13,6.25,6.32
"hsa-miR-1282",5.83,5.88,6.25,6.24,6.22,6.29
"hsa-miR-1283",4.38,4.76,4.55,4.83,4.52,5.03
"hsa-miR-1284",6.86,7.89,7.86,9.26,6.38,7.29
"hsa-miR-1285",9.75,8.14,10.36,7.23,8.82,7.55
"hsa-miR-1286",4.46,4.47,4.66,4.44,4.51,4.53
"hsa-miR-1287",5.22,5.36,5.61,5.18,5.51,5.4
"hsa-miR-1288",5,4.94,5.22,5.16,5.21,5.24
"hsa-miR-1289",5.11,5.29,5.37,5.3,5.32,5.37
"hsa-miR-129*",7.6,4.95,7.55,4.71,7.21,5.02
"hsa-miR-1290",10.46,14.12,12.87,13.74,7.81,13.23
"hsa-miR-1291",5.56,5.53,6.33,5.82,5.54,5.74
"hsa-miR-1292",4.55,4.9,4.9,5.02,5.07,5.05
"hsa-miR-1293",5.05,5.21,5.54,5.34,5.4,5.36
"hsa-miR-129-3p",6.71,4.38,4.64,4.48,5.5,4.7
"hsa-miR-1294",5.39,5.54,5.69,5.75,5.65,5.68
"hsa-miR-1295",5.01,5.12,6.97,5.31,6.67,5.27
"hsa-miR-129-5p",7.22,7.55,8.51,8.08,6.36,7.94
"hsa-miR-1296",4.64,4.66,10.48,4.95,5.05,5.01
"hsa-miR-1297",8.75,6,9.11,5.47,9.53,5.96
"hsa-miR-1298",5.53,5.17,5.35,5.22,5.33,5.34
"hsa-miR-1299",6.54,6.38,8.32,6.92,6.43,6.37
"hsa-miR-1301",5.66,5.21,6.11,5.49,5.91,5.59
"hsa-miR-1302",4.59,4.8,4.8,4.84,4.92,4.89
"hsa-miR-1303",4.64,4.74,4.98,4.84,4.86,4.91
"hsa-miR-1304",6.9,6.65,8.05,5.7,6.06,5.97
"hsa-miR-1305",4.97,5.06,5.16,5.12,5.04,5.08
"hsa-miR-1306",5.12,4.98,5.43,5.34,5.37,5.43
"hsa-miR-1307",4.76,4.76,5.27,5.05,5.23,5.15
"hsa-miR-1308",12.71,6.82,11.08,6.18,11,6.6
"hsa-miR-130a",5.57,4.41,5.31,4.41,5.48,4.62
"hsa-miR-130a*",4.99,5.14,5.44,5.41,5.46,5.42
"hsa-miR-130b",5.69,6.15,7.05,6.02,6.23,6.1
"hsa-miR-130b*",5.51,5.63,5.91,5.52,5.49,5.52
"hsa-miR-132",5.05,4.45,4.71,4.43,4.64,4.43
"hsa-miR-132*",5.3,5.03,5.73,5.19,5.39,5.36
"hsa-miR-1321",6.65,5.94,7.74,6.14,6.42,5.73
"hsa-miR-1322",5.18,5.27,5.55,5.43,5.47,5.44
"hsa-miR-1323",5.08,5.29,5.44,5.19,5.39,5.36
"hsa-miR-1324",4.82,4.95,4.94,4.99,5.07,5.04
"hsa-miR-133a",5.25,5.45,5.57,5.5,5.53,5.57
"hsa-miR-133b",5.2,5.34,5.62,5.39,5.44,5.47
"hsa-miR-134",4.23,4.26,4.45,4.37,4.39,4.4
"hsa-miR-135a",5.62,5.38,6.05,5.51,5.62,5.5
"hsa-miR-135a*",4.57,4.89,5.32,4.86,4.92,4.93
"hsa-miR-135b",5.24,5.3,5.79,5.47,5.68,5.49
"hsa-miR-135b*",4.37,4.5,4.56,4.65,4.74,4.68
"hsa-miR-136",5.5,5.32,5.84,5.49,5.56,5.35
"hsa-miR-136*",5.08,4.7,5.01,4.9,5.08,4.98
"hsa-miR-137",4.88,4.64,4.64,4.66,4.78,4.66
"hsa-miR-138-1*",8.13,5.32,8.39,5.59,7.87,4.99
"hsa-miR-138-2*",4.95,4.89,5.37,5.18,5.3,5.16
"hsa-miR-139-3p",4.82,4.92,5.14,4.97,5.15,5.1
"hsa-miR-139-5p",5.38,4.86,5.28,5.04,5.13,5.23
"hsa-miR-140-3p",8.27,5.83,10.61,5.61,10.97,6.27
"hsa-miR-140-5p",6.21,4.95,9.49,5.13,9.25,5.38
"hsa-miR-141",5.51,4.9,6.54,4.71,7.14,5.05
"hsa-miR-141*",5.31,5.21,5.53,5.52,5.49,5.53
"hsa-miR-142-3p",12.04,9.31,14.65,9.53,14.65,9.83
"hsa-miR-142-5p",12.02,8.97,14.43,8.95,14.28,9.7
"hsa-miR-143",7.47,4.4,4.85,4.42,4.71,4.4
"hsa-miR-143*",5.3,5.37,5.6,5.58,5.6,5.56
"hsa-miR-144",5.03,4.36,5.65,4.23,6.07,4.3
"hsa-miR-144*",4.22,4.41,4.64,4.56,4.62,4.3
"hsa-miR-145",5.87,4.47,4.69,4.58,4.65,4.61
"hsa-miR-145*",4.43,5.19,4.65,4.2,4.57,4.29
"hsa-miR-1468",5.42,5.54,5.7,5.69,5.67,5.65
"hsa-miR-146a",6.69,5.37,9.28,5.59,7.37,5.27
"hsa-miR-146a*",5.08,5.06,5.28,5.21,5.36,5.4
"hsa-miR-146b-3p",6.77,5.43,8.09,5.41,6.55,5.31
"hsa-miR-146b-5p",7.73,5.9,9.65,5.94,9.43,5.93
"hsa-miR-147",5.26,5.39,5.66,5.26,5.52,5.24
"hsa-miR-147b",5.02,5.14,5.31,5.28,5.32,5.14
"hsa-miR-148a",5.2,4.73,8.11,5.04,7.89,5.32
"hsa-miR-148a*",4.3,4.55,5.11,4.25,4.82,4.37
"hsa-miR-148b",6.41,5.2,8.02,5.29,7.66,5.39
"hsa-miR-149",5.78,4.99,5.25,5.23,5.38,5.2
"hsa-miR-149*",7.61,9.12,10.74,11.25,7.42,10.36
"hsa-miR-150",10.83,8.26,11.91,7.42,12.55,7.7
"hsa-miR-151-3p",5.76,4.66,4.83,4.49,7.5,4.86
"hsa-miR-151-5p",6.95,5.09,6.14,4.85,8.95,5.28
"hsa-miR-152",4.87,4.47,5.03,4.66,5.17,4.64
"hsa-miR-153",6.57,3.99,4.25,4.12,4.26,4.06
"hsa-miR-1537",4.49,4.93,4.81,4.27,4.88,4.33
"hsa-miR-154",5.08,5.16,5.38,5.4,5.44,5.35
"hsa-miR-154*",4.46,4.5,5.07,4.63,4.63,4.85
"hsa-miR-155",9.32,7.92,13.42,8.62,12.31,8.33
"hsa-miR-155*",5.46,4.64,7.05,4.58,7.17,4.79
"hsa-miR-15a",9.45,7.83,12.5,7.53,8.37,5.93
"hsa-miR-15a*",4.21,4.43,4.86,4.59,4.84,4.62
"hsa-miR-15b",7.54,6.06,10.38,5.93,10.61,6.89
"hsa-miR-15b*",4.96,5.08,5.48,5.24,5.4,5.26
"hsa-miR-16",11.49,9.47,14.09,9.08,12.15,8.07
"hsa-miR-16-1*",5.17,5.09,5.95,5.15,5.28,5.16
"hsa-miR-16-2*",5.11,4.98,7.1,5.15,6.4,5.14
"hsa-miR-17",8.06,6.12,11.13,6.22,10.92,6.36
"hsa-miR-17*",5.26,4.87,7.68,4.95,7.17,4.84
"hsa-miR-181a",6.97,4.98,6.9,5.09,6.31,5.21
"hsa-miR-181a*",4.82,4.83,5.04,4.88,5.08,4.86
"hsa-miR-181a-2*",5.32,6.94,5.87,6.87,4.62,6.68
"hsa-miR-181b",5.49,4.95,5.53,4.93,5.37,5.17
"hsa-miR-181c",4.41,4.33,4.85,4.35,4.55,4.46
"hsa-miR-181c*",4.32,4.56,4.68,4.65,4.85,4.67
"hsa-miR-181d",4.95,4.95,5.27,5.25,5.38,5.16
"hsa-miR-182",4.12,4.08,4.32,4.17,4.55,4.21
"hsa-miR-182*",4.13,4.2,4.32,4.18,4.61,4.29
"hsa-miR-1825",5.37,5.45,5.64,5.63,5.61,5.7
"hsa-miR-1826",12.93,11.3,14.62,12.4,14.87,12.36
"hsa-miR-1827",8.81,8.64,10.68,7.71,8.62,8.43
"hsa-miR-183",4.96,4.42,5.45,4.39,6.18,4.42
"hsa-miR-183*",6.21,6.62,8.73,7.49,5.6,6.88
"hsa-miR-184",7.35,8.15,9.55,7.19,6.89,6.56
"hsa-miR-185",6.08,6.31,7.9,5.4,7.63,5.73
"hsa-miR-185*",7.59,7.8,10.74,9.49,6.48,9.19
"hsa-miR-186",6.08,5.38,8.67,5.6,8.59,5.76
"hsa-miR-186*",4.71,4.69,5.65,5,5.67,4.95
"hsa-miR-187",5.12,5.34,5.42,5.37,5.43,5.47
"hsa-miR-187*",6.58,5.37,7.41,7.36,5.25,4.59
"hsa-miR-188-3p",4.51,4.83,4.82,4.97,5,4.92
"hsa-miR-188-5p",4.68,4.78,4.99,5.05,5.11,5.11
"hsa-miR-18a",5.6,4.86,7.52,4.75,6.92,4.9
"hsa-miR-18a*",4.88,5.09,5.43,5.28,5.34,5.28
"hsa-miR-18b",5.7,4.87,7.3,4.95,6.9,5.05
"hsa-miR-18b*",5.57,5.67,6.03,5.94,5.77,5.96
"hsa-miR-190",5.39,5.25,5.77,5.43,5.31,5.36
"hsa-miR-1908",9.83,12.4,12.84,13.53,7.91,13.24
"hsa-miR-190b",4.95,5.13,5.56,5.35,5.52,5.43
"hsa-miR-191",8.45,6.22,11.22,6.08,11.1,7.17
"hsa-miR-191*",4.82,5.04,5.33,5.33,5.37,5.29
"hsa-miR-192",4.78,4.29,7.1,6.84,6.79,4.52
"hsa-miR-192*",4.62,4.78,5.08,4.98,5.07,4.95
"hsa-miR-193a-3p",5.83,4.77,6.4,4.78,6.11,4.99
"hsa-miR-193a-5p",5.25,5.42,5.55,5.43,5.54,5.55
"hsa-miR-193b",5.38,5.21,6.52,5.53,4.59,5.8
"hsa-miR-193b*",6.02,7.01,7.39,7.92,6.15,7.34
"hsa-miR-194",5.09,4.28,6.28,4.37,6.31,4.52
"hsa-miR-194*",5.09,5.16,5.6,5.18,5.15,4.98
"hsa-miR-195",8.72,6.69,10.22,5.6,8.53,5.02
"hsa-miR-195*",5.13,4.53,6.08,4.51,4.95,4.44
"hsa-miR-196a",5.34,5.34,5.55,5.53,5.64,5.55
"hsa-miR-196a*",9.03,5.47,10.21,4.98,8.69,4.77
"hsa-miR-196b",5.86,5.34,5.34,5.28,5.4,5.32
"hsa-miR-197",5.96,5.24,6.6,5.51,6.2,5.22
"hsa-miR-198",6.23,8.96,7.61,8.22,5.64,7.72
"hsa-miR-199a-3p/hsa-miR-199b-3p",4.53,4.69,5.04,4.66,5.19,4.85
"hsa-miR-199a-5p",5.27,5.31,5.62,5.46,5.7,5.46
"hsa-miR-199b-5p",4.97,5.04,5.34,5.19,5.43,5.18
"hsa-miR-19a",9.67,6.76,12.01,6.73,11.45,6.92
"hsa-miR-19a*",4.38,4.43,5.16,4.58,4.97,4.69
"hsa-miR-19b",10.18,7.04,11.85,6.68,11.47,7.02
"hsa-miR-19b-1*",4.35,4.4,4.96,4.57,4.93,4.62
"hsa-miR-19b-2*",4.71,4.84,5.22,5.16,5.22,5.25
"hsa-miR-200a",4.5,4.44,5.1,4.54,5.08,4.6
"hsa-miR-200a*",4.4,4.8,5.35,4.77,4.72,4.6
"hsa-miR-200b",5.11,5.14,5.86,5.12,5.86,5.27
"hsa-miR-200b*",5.67,5.61,7.58,5.97,5.36,5.63
"hsa-miR-200c",4.92,4.87,6.05,4.83,6.38,4.89
"hsa-miR-200c*",4.94,4.87,5.33,5.07,5.13,5.18
"hsa-miR-202",5.78,8.58,6.3,9.08,4.9,7.91
"hsa-miR-202*",5.03,5.14,5.54,5.4,5.44,5.49
"hsa-miR-203",4.47,4.69,5.11,4.67,5.11,4.66
"hsa-miR-204",6.02,5.67,5.92,5.84,5.89,5.9
"hsa-miR-205",5.37,5.59,5.82,5.79,5.7,5.73
"hsa-miR-206",5.17,5.57,5.51,5.36,5.22,5.46
"hsa-miR-208a",5.73,4.86,6.42,5.1,5.37,4.43
"hsa-miR-208b",4.43,4.78,4.88,4.42,4.34,4.3
"hsa-miR-20a",8.81,6.08,10.68,5.93,10.48,6.37
"hsa-miR-20a*",4.99,4.28,7.59,6.23,7.32,5.37
"hsa-miR-20b",6.39,5.13,8.19,5.03,7.88,5.06
"hsa-miR-20b*",6.81,5.06,8.5,5.22,7.23,5.16
"hsa-miR-21",9.87,7.95,13.97,8.93,13.37,8.91
"hsa-miR-21*",5.03,4.73,6.05,4.89,5.95,5.12
"hsa-miR-210",6.77,4.92,7.61,4.89,5.25,4.73
"hsa-miR-211",5.33,5.49,5.61,5.55,5.59,5.62
"hsa-miR-2110",4.07,4.06,4.4,4.24,4.26,4.38
"hsa-miR-212",5.42,4.46,5.18,4.42,4.61,4.57
"hsa-miR-214",6.28,5.95,7.87,5.7,5.06,5.35
"hsa-miR-214*",5.17,5.22,5.39,5.39,5.44,5.42
"hsa-miR-215",5.71,5.78,8.04,5.13,6.9,5.36
"hsa-miR-216a",4.43,4.48,5.05,4.89,4.91,4.98
"hsa-miR-216b",4.42,4.65,4.73,4.63,4.73,4.62
"hsa-miR-217",4.07,4.3,4.5,4.27,4.35,4.44
"hsa-miR-218",5.19,4.91,4.92,4.93,5.02,4.98
"hsa-miR-218-1*",4.35,4.63,4.73,4.76,4.59,4.72
"hsa-miR-218-2*",4.19,4.27,4.55,4.28,4.41,4.3
"hsa-miR-219-1-3p",4.31,4.73,5.05,4.74,4.79,4.64
"hsa-miR-219-2-3p",5.58,4.54,5.38,4.93,4.87,4.81
"hsa-miR-219-5p",8.41,4.67,4.99,4.77,5.17,4.88
"hsa-miR-22",8.78,6.5,8.84,5.64,9.03,6.5
"hsa-miR-22*",5.59,5.94,6.16,5.14,6.24,5.27
"hsa-miR-220a",4.84,4.9,5.21,5.01,5.17,5.12
"hsa-miR-220b",5.49,5.37,6.16,5.62,5.76,5.24
"hsa-miR-221",6.44,5.54,7.71,5.58,7.09,5.66
"hsa-miR-221*",5.23,4.8,7.04,5.04,5.94,4.91
"hsa-miR-222",7.8,5.92,9.82,5.76,9.25,5.76
"hsa-miR-222*",4.23,4.01,5.06,4.91,4.31,4.05
"hsa-miR-223",8.31,7.12,10.62,6.57,11.71,7.93
"hsa-miR-223*",5.18,5.23,5.63,5.44,6.24,5.43
"hsa-miR-224",4.89,5.05,5.28,5.25,5.28,5.29
"hsa-miR-2276",4.94,5.09,5.27,5.2,5.2,5.32
"hsa-miR-2278",5.08,5.1,5.46,5.32,5.47,5.6
"hsa-miR-23a",7.23,5.82,10.31,6.12,9.99,6.79
"hsa-miR-23a*",5.12,4.99,5.71,5.01,5.27,5.02
"hsa-miR-23b",8.22,6.07,10.36,6.28,10.34,7.09
"hsa-miR-23b*",4.79,4.85,5.21,5.19,5.13,5.25
"hsa-miR-24",9.19,7.15,10.75,6.24,10.61,7.38
"hsa-miR-24-1*",7.07,5.44,7.79,5.27,6.94,5.36
"hsa-miR-24-2*",4.87,4.62,6.35,6.23,5.3,4.71
"hsa-miR-25",6.52,5.47,8.46,5.39,8.11,5.74
"hsa-miR-25*",7.02,8.16,10.18,8.85,6.1,7.68
"hsa-miR-26a",11.57,8.84,14.33,8.99,14.55,9.52
"hsa-miR-26a-1*",5.05,5.15,5.32,5.28,5.35,5.28
"hsa-miR-26a-2*",5.89,5.19,7.04,5.31,7.34,5.33
"hsa-miR-26b",12.21,9.4,14.81,9.54,15.04,10.06
"hsa-miR-26b*",5.79,5.51,6.44,5.7,6.73,5.71
"hsa-miR-27a",7.89,6.24,9.65,6,9.28,6.53
"hsa-miR-27a*",4.98,5.07,6.4,5.23,5.09,5.12
"hsa-miR-27b",5.63,5.29,6.26,5.46,6.15,5.56
"hsa-miR-27b*",4.43,4.49,5.6,4.53,4.91,4.92
"hsa-miR-28-3p",5.21,5.25,6.37,5.31,6.66,5.32
"hsa-miR-28-5p",7.15,5.09,8.42,5.05,9.63,5.61
"hsa-miR-296-3p",5.09,5.25,6.2,5.3,5.27,5.2
"hsa-miR-296-5p",5.18,5.48,6.42,6.35,5.66,5.93
"hsa-miR-297",5.29,5.05,6.04,5.25,5.33,5.23
"hsa-miR-298",5.7,5.35,6.66,5.41,5.26,5.33
"hsa-miR-299-3p",5.92,4.92,5.86,4.76,5.1,5.05
"hsa-miR-299-5p",6.01,6.27,5.82,6.61,5.49,5.7
"hsa-miR-29a",12.29,9.74,15.11,9.68,15.24,10.17
"hsa-miR-29a*",5.66,5.18,8.42,5.5,8.11,5.58
"hsa-miR-29b",12.21,9.13,12.87,8.19,13.07,8.61
"hsa-miR-29b-1*",5.32,5.17,6.59,5.4,7,5.35
"hsa-miR-29b-2*",5.06,4.75,5.33,4.76,5.52,4.8
"hsa-miR-29c",11.08,8.07,13.17,7.61,13.37,8.21
"hsa-miR-29c*",6.01,5.22,7.4,5.39,7.51,5.35
"hsa-miR-301a",5.57,4.59,7.29,4.66,7.15,5.01
"hsa-miR-301b",4.57,4.7,4.98,4.78,5.21,5.05
"hsa-miR-302a",5.07,5.29,5.37,5.46,5.22,5.41
"hsa-miR-302a*",4.52,4.72,4.86,4.81,5.02,4.99
"hsa-miR-302b",4.99,5.2,5.3,5.36,5.35,5.37
"hsa-miR-302b*",4.27,4.32,4.52,4.43,4.52,4.39
"hsa-miR-302c",4.81,4.97,5.24,5.15,5.15,5.2
"hsa-miR-302c*",5.15,5.47,6.24,6.07,5.47,5.58
"hsa-miR-302d",5.12,5.26,5.39,5.42,5.38,5.39
"hsa-miR-302d*",5.12,5.17,5.48,5.38,5.44,5.41
"hsa-miR-302e",5.92,5.18,5.95,5.29,5.62,5.25
"hsa-miR-302f",5.2,5.25,5.55,5.43,5.55,5.46
"hsa-miR-30a",10.17,7.08,12.49,7,12.35,7.3
"hsa-miR-30a*",4.49,4.6,4.7,4.7,4.8,4.73
"hsa-miR-30b",10.26,7.34,13.1,7.52,12.54,8.04
"hsa-miR-30b*",5.8,5.91,6.51,6.11,6.23,6.11
"hsa-miR-30c",9.55,6.96,11.96,7,11.9,7.74
"hsa-miR-30c-1*",5.07,6.26,6.59,6.57,6.07,6.12
"hsa-miR-30c-2*",5.29,5.57,5.67,5.72,5.59,5.64
"hsa-miR-30d",7.87,5.83,10.29,6.16,9.67,6.01
"hsa-miR-30d*",4.96,4.98,5.36,5.19,5.21,5.2
"hsa-miR-30e",10.29,7.39,12.31,6.97,12.54,7.71
"hsa-miR-30e*",6.61,5.34,9.26,5.61,9.35,5.87
"hsa-miR-31",4.54,4.42,5.19,4.61,4.68,4.57
"hsa-miR-31*",4.84,4.9,5.14,4.98,5.06,5.04
"hsa-miR-3157",5.96,4.9,5.21,4.92,5.08,5.13
"hsa-miR-3176",4.99,5.12,5.45,5.11,5.38,5.28
"hsa-miR-3180-3p",8.01,9.35,9.98,10.71,7.31,10.06
"hsa-miR-3187",5.22,5.35,5.46,5.46,5.4,5.48
"hsa-miR-32",6.55,4.95,9.44,5.12,9.03,5.6
"hsa-miR-32*",8.36,6.84,10.56,7.65,8.81,6.99
"hsa-miR-320a",6.98,5.63,9.87,5.61,9.58,5.76
"hsa-miR-320b",7.05,6.09,9.79,6,9.56,6
"hsa-miR-320c",6.97,6.02,9.44,5.87,9.11,5.91
"hsa-miR-320d",6.69,5.91,8.94,5.56,8.75,5.63
"hsa-miR-323-3p",4.8,4.06,4.61,5.97,4.29,3.96
"hsa-miR-323-5p",4.83,5.21,5.37,5.43,5.34,5.32
"hsa-miR-323b-5p",4.53,4.96,5.08,4.85,5.03,5.12
