"","GSM4319703","GSM4319704"
"hsa-miR-2277-3p",1.35727101,2.81775433
"hsa-miR-2277-5p",3.89158358,3.44364345
"hsa-miR-2278",1.1897418,0.71528503
"hsa-miR-2355-3p",2.52918899,2.52918899
"hsa-miR-2355-5p",4.71684943,4.30614605
"hsa-miR-23a-3p",11.33653506,11.29743342
"hsa-miR-23a-5p",1.68161933,1.1897418
"hsa-miR-23b-3p",9.88905976,10.39309836
"hsa-miR-23c",0.71528503,0.71528503
"hsa-miR-24-1-5p",3.11409628,2.35972932
"hsa-miR-24-2-5p",7.96405154,8.07870321
"hsa-miR-24-3p",10.87243833,10.79997919
"hsa-miR-2467-5p",4.25882196,4.15922775
"hsa-miR-25-3p",11.98633004,11.80564611
"hsa-miR-25-5p",4.37297904,5.32116063
"hsa-miR-2682-3p",5.15459404,5.77964524
"hsa-miR-2682-5p",6.13814425,5.38892263
"hsa-miR-26a-2-3p",3.31226639,5.01881834
"hsa-miR-26a-5p",15.8531151,15.8531151
"hsa-miR-26b-3p",5.01881834,4.41678602
"hsa-miR-26b-5p",11.14860789,10.63064436
"hsa-miR-27a-3p",13.11075873,13.26307323
"hsa-miR-27a-5p",6.46669545,7.18946585
"hsa-miR-27b-3p",15.08233947,15.08233947
"hsa-miR-27b-5p",5.72994355,5.64254456
"hsa-miR-28-3p",11.59635791,11.14860789
"hsa-miR-28-5p",9.21783479,9.74563451
"hsa-miR-296-3p",5.24319344,6.12546926
"hsa-miR-296-5p",4.41678602,4.30614605
"hsa-miR-299-3p",7.18946585,6.87344356
"hsa-miR-299-5p",4.91691693,4.37297904
"hsa-miR-29a-3p",12.5538794,13.42069091
"hsa-miR-29a-5p",5.05190825,5.80389001
"hsa-miR-29b-1-5p",4.15922775,3.711212
"hsa-miR-29b-2-5p",1.35727101,2.52918899
"hsa-miR-29b-3p",7.72689859,8.69489325
"hsa-miR-29c-3p",7.01001984,7.51244449
"hsa-miR-29c-5p",3.11409628,2.35972932
"hsa-miR-301a-3p",8.90331955,8.06544139
"hsa-miR-301b-3p",8.22796273,8.01334279
"hsa-miR-302a-3p",1.35727101,1.1897418
"hsa-miR-302a-5p",1.35727101,0.71528503
"hsa-miR-302b-3p",2.0688364,0.71528503
"hsa-miR-302c-3p",1.1897418,1.1897418
"hsa-miR-302d-3p",1.1897418,1.1897418
"hsa-miR-3064-5p",0.71528503,0.71528503
"hsa-miR-3065-3p",2.81775433,2.35972932
"hsa-miR-3074-3p",1.68161933,0.71528503
"hsa-miR-3074-5p",2.35972932,0.71528503
"hsa-miR-30a-3p",8.47921602,8.48756355
"hsa-miR-30a-5p",13.07213644,12.45801285
"hsa-miR-30b-3p",1.1897418,2.52918899
"hsa-miR-30b-5p",9.80192507,9.95145328
"hsa-miR-30c-1-3p",3.99556166,4.15922775
"hsa-miR-30c-2-3p",5.71720211,5.00308453
"hsa-miR-30c-5p",11.04106443,11.04106443
"hsa-miR-30d-3p",5.35034226,5.68496567
"hsa-miR-30d-5p",11.80564611,11.33653506
"hsa-miR-30e-3p",7.67239339,7.80858538
"hsa-miR-30e-5p",11.52766889,11.28135129
"hsa-miR-31-3p",6.8853031,6.63120893
"hsa-miR-31-5p",13.76719931,14.45659901
"hsa-miR-3117-3p",5.54453218,4.8885278
"hsa-miR-3126-5p",2.94285122,3.33436645
"hsa-miR-3129-3p",4.50058489,4.50058489
"hsa-miR-3130-5p",2.52918899,2.94285122
"hsa-miR-3138",2.68071322,2.81775433
"hsa-miR-3152-5p",1.68161933,2.35972932
"hsa-miR-3157-3p",1.68161933,2.35972932
"hsa-miR-3157-5p",0.71528503,1.68161933
"hsa-miR-3158-3p",5.4650917,4.65481093
"hsa-miR-3159",0.71528503,0.71528503
"hsa-miR-3173-5p",0.71528503,2.0688364
"hsa-miR-3174",2.35972932,2.52918899
"hsa-miR-3176",5.78725266,5.88425976
"hsa-miR-3177-3p",2.52918899,3.11409628
"hsa-miR-3177-5p",1.35727101,2.0688364
"hsa-miR-3180",6.20746452,6.0131749
"hsa-miR-3180-3p",6.20746452,6.0131749
"hsa-miR-3181",0.71528503,1.1897418
"hsa-miR-3187-3p",2.94285122,3.81448389
"hsa-miR-3190-3p",0.71528503,1.68161933
"hsa-miR-3195",2.68071322,2.0688364
"hsa-miR-3196",6.54576052,6.27464923
"hsa-miR-32-5p",3.31226639,3.00376685
"hsa-miR-3200-3p",3.35646652,3.33436645
"hsa-miR-320a",11.01368882,10.87243833
"hsa-miR-320b",9.71878545,8.90331955
"hsa-miR-320c",6.76727585,5.00308453
"hsa-miR-320d",5.76277169,3.81448389
"hsa-miR-323a-3p",8.01334279,7.43592271
"hsa-miR-323a-5p",2.35972932,2.68071322
"hsa-miR-323b-3p",5.07197522,4.41678602
"hsa-miR-324-3p",6.65409331,7.22662488
"hsa-miR-324-5p",7.22662488,7.41239478
"hsa-miR-326",4.57976512,4.54072018
"hsa-miR-328-3p",7.52981159,7.89155185
"hsa-miR-328-5p",1.68161933,1.1897418
"hsa-miR-329-3p",7.62188057,7.7639659
"hsa-miR-329-5p",1.68161933,2.35972932
"hsa-miR-330-3p",5.55340221,5.08705134
"hsa-miR-330-5p",6.91977581,7.32004244
"hsa-miR-331-3p",5.69473372,5.8961393
"hsa-miR-331-5p",4.9687248,5.61973056
"hsa-miR-335-3p",5.8961393,6.08573604
"hsa-miR-335-5p",5.07197522,5.46030341
"hsa-miR-337-3p",5.84677833,5.42266858
"hsa-miR-337-5p",3.52584266,4.56142096
"hsa-miR-339-3p",7.30540351,7.15362675
"hsa-miR-339-5p",6.94625557,7.0578957
"hsa-miR-33a-3p",3.16447211,3.00376685
"hsa-miR-33a-5p",2.52918899,3.52584266
"hsa-miR-33b-3p",3.81448389,5.36163402
"hsa-miR-33b-5p",4.41678602,4.54072018
"hsa-miR-340-3p",0.71528503,2.52918899
"hsa-miR-340-5p",7.38405471,6.71022661
"hsa-miR-342-3p",8.03347431,8.26266868
"hsa-miR-342-5p",3.16447211,4.08124784
"hsa-miR-345-3p",1.68161933,1.1897418
"hsa-miR-345-5p",9.32456163,9.37475248
"hsa-miR-34a-3p",3.52584266,3.11409628
"hsa-miR-34a-5p",8.48756355,8.19823497
"hsa-miR-34c-5p",5.07197522,4.60883297
"hsa-miR-3605-3p",2.0688364,0.71528503
"hsa-miR-3605-5p",2.94285122,2.94285122
"hsa-miR-3607-3p",1.68161933,1.1897418
"hsa-miR-361-3p",5.4858408,5.07197522
"hsa-miR-361-5p",7.96405154,7.61812155
"hsa-miR-3613-3p",2.81775433,3.11409628
"hsa-miR-3613-5p",2.94285122,1.1897418
"hsa-miR-3615",5.15459404,5.40097575
"hsa-miR-3619-3p",2.0688364,0.71528503
"hsa-miR-362-3p",3.711212,2.52918899
"hsa-miR-362-5p",3.81448389,3.60360284
"hsa-miR-3620-5p",0.71528503,0.71528503
"hsa-miR-3622a-5p",0.71528503,1.68161933
"hsa-miR-3648",2.52918899,3.11409628
"hsa-miR-3651",3.11409628,3.77987824
"hsa-miR-3653-3p",2.35972932,0.71528503
"hsa-miR-3656",6.08573604,5.25001828
"hsa-miR-365a-3p",6.80651196,6.76727585
"hsa-miR-365a-5p",2.16746538,1.83091875
"hsa-miR-365b-3p",6.80651196,6.76727585
"hsa-miR-365b-5p",4.71684943,4.87169231
"hsa-miR-3661",3.16447211,2.52918899
"hsa-miR-3664-3p",1.68161933,1.1897418
"hsa-miR-3677-3p",4.50058489,4.03901362
"hsa-miR-3679-5p",2.0688364,1.68161933
"hsa-miR-3687",6.90475136,7.52981159
"hsa-miR-3688-3p",1.68161933,1.83091875
"hsa-miR-369-3p",5.81292405,5.36163402
"hsa-miR-369-5p",5.76277169,6.20746452
"hsa-miR-3691-5p",1.35727101,0.71528503
"hsa-miR-370-3p",8.27928767,9.11317769
"hsa-miR-370-5p",2.0688364,1.1897418
"hsa-miR-373-3p",1.68161933,0.71528503
"hsa-miR-374a-3p",5.91152076,4.87169231
"hsa-miR-374a-5p",7.01001984,6.65630163
"hsa-miR-374b-3p",3.81448389,2.81775433
"hsa-miR-374b-5p",8.19823497,8.18273143
"hsa-miR-375",2.81775433,1.1897418
"hsa-miR-376a-2-5p",1.1897418,1.1897418
"hsa-miR-376a-3p",4.71684943,5.29783874
"hsa-miR-376a-5p",5.81292405,6.20746452
"hsa-miR-376b-3p",4.30614605,5.00308453
"hsa-miR-376b-5p",2.0688364,1.1897418
"hsa-miR-376c-3p",7.41239478,6.91977581
"hsa-miR-376c-5p",2.0688364,1.1897418
"hsa-miR-377-3p",4.76051175,5.40097575
"hsa-miR-377-5p",6.46669545,6.02381709
"hsa-miR-378a-3p",9.9145544,9.71878545
"hsa-miR-378a-5p",2.16746538,1.68161933
"hsa-miR-378c",5.05190825,4.30614605
"hsa-miR-378d",2.16746538,3.11409628
"hsa-miR-378i",2.68071322,2.0688364
"hsa-miR-379-3p",3.99556166,4.60883297
"hsa-miR-379-5p",6.31543505,5.57295543
"hsa-miR-380-3p",4.56142096,4.76051175
"hsa-miR-381-3p",11.06156041,10.90784263
"hsa-miR-381-5p",1.1897418,1.1897418
"hsa-miR-382-3p",4.93892897,4.08124784
"hsa-miR-382-5p",8.77195416,8.15319866
"hsa-miR-3909",4.90286201,4.70756487
"hsa-miR-3911",0.71528503,2.0688364
"hsa-miR-3912-3p",0.71528503,1.68161933
"hsa-miR-3913-5p",3.31226639,1.83091875
"hsa-miR-3916",0.71528503,0.71528503
"hsa-miR-3928-3p",1.35727101,1.68161933
"hsa-miR-3934-5p",3.35646652,2.52918899
"hsa-miR-3940-3p",2.16746538,2.52918899
"hsa-miR-3944-3p",1.35727101,2.0688364
"hsa-miR-3960",4.67185472,5.1604755
"hsa-miR-409-3p",11.29743342,11.06912106
"hsa-miR-409-5p",5.07197522,8.27928767
"hsa-miR-410-3p",10.35875628,10.29150846
"hsa-miR-411-3p",4.37297904,3.81448389
"hsa-miR-411-5p",10.32671539,10.73248202
"hsa-miR-412-3p",1.1897418,0.71528503
"hsa-miR-412-5p",2.16746538,3.93658135
"hsa-miR-421",8.69489325,8.61682968
"hsa-miR-423-3p",11.48888801,11.93750052
"hsa-miR-423-5p",10.73248202,10.85487417
"hsa-miR-424-3p",6.74681944,6.90660739
"hsa-miR-424-5p",8.88335503,9.28213086
"hsa-miR-425-3p",4.20988717,3.93658135
"hsa-miR-425-5p",8.09090255,8.54091225
"hsa-miR-4254",0.71528503,0.71528503
"hsa-miR-4284",2.81775433,2.81775433
"hsa-miR-4286",5.61973056,6.30383054
"hsa-miR-431-3p",5.42266858,5.77964524
"hsa-miR-431-5p",8.61682968,8.88335503
"hsa-miR-432-3p",2.0688364,2.81775433
"hsa-miR-432-5p",9.11317769,8.79754086
"hsa-miR-433-3p",5.71720211,5.61973056
"hsa-miR-433-5p",2.0688364,1.68161933
"hsa-miR-4435",3.60360284,3.33436645
"hsa-miR-4448",4.8885278,5.33897859
"hsa-miR-4449",3.81448389,2.52918899
"hsa-miR-4454",4.56142096,5.32116063
"hsa-miR-4461",6.65850996,6.31543505
"hsa-miR-4463",2.35972932,1.83091875
"hsa-miR-4466",3.35646652,2.0688364
"hsa-miR-4473",1.35727101,1.68161933
"hsa-miR-4474-3p",1.1897418,1.68161933
"hsa-miR-4485-3p",10.29150846,11.59635791
"hsa-miR-4485-5p",5.40097575,5.72994355
"hsa-miR-4488",5.32116063,4.8885278
"hsa-miR-4492",4.20988717,3.77987824
"hsa-miR-449a",1.1897418,2.0688364
"hsa-miR-449b-5p",1.35727101,1.83091875
"hsa-miR-449c-5p",1.68161933,1.68161933
"hsa-miR-4504",1.1897418,1.83091875
"hsa-miR-4508",2.16746538,2.35972932
"hsa-miR-450a-5p",6.63120893,6.94625557
"hsa-miR-450b-5p",7.13459363,6.8569877
"hsa-miR-4516",5.49516969,6.29213174
"hsa-miR-451a",3.711212,3.60360284
"hsa-miR-452-5p",7.34756875,7.24767788
"hsa-miR-4523",0.71528503,0.71528503
"hsa-miR-4524a-3p",1.68161933,1.68161933
"hsa-miR-4524a-5p",2.35972932,3.11409628
"hsa-miR-4532",4.15922775,4.8885278
"hsa-miR-454-3p",6.11904726,6.12546926
"hsa-miR-454-5p",3.44364345,4.30614605
"hsa-miR-455-3p",4.8885278,4.9539186
"hsa-miR-455-5p",7.31579576,7.38405471
"hsa-miR-4638-3p",1.1897418,2.68071322
"hsa-miR-4645-3p",3.11409628,1.1897418
"hsa-miR-4661-5p",0.71528503,1.68161933
"hsa-miR-4662a-5p",2.35972932,1.83091875
"hsa-miR-4677-3p",5.01881834,4.03901362
"hsa-miR-4677-5p",2.0688364,2.52918899
"hsa-miR-4682",2.68071322,0.71528503
"hsa-miR-4688",1.1897418,1.1897418
"hsa-miR-4707-3p",2.35972932,1.83091875
"hsa-miR-4725-3p",1.68161933,1.1897418
"hsa-miR-4725-5p",0.71528503,1.68161933
"hsa-miR-4741",0.71528503,2.68071322
"hsa-miR-4742-3p",2.16746538,1.68161933
"hsa-miR-4745-5p",1.68161933,2.81775433
"hsa-miR-4746-5p",2.94285122,2.0688364
"hsa-miR-4761-5p",1.1897418,0.71528503
"hsa-miR-4762-5p",1.1897418,1.68161933
"hsa-miR-4763-5p",1.35727101,0.71528503
"hsa-miR-4767",1.35727101,2.35972932
"hsa-miR-4768-5p",1.68161933,0.71528503
"hsa-miR-4775",4.83982965,3.26366845
"hsa-miR-4781-3p",0.71528503,1.68161933
"hsa-miR-4785",1.35727101,2.0688364
"hsa-miR-4787-3p",2.94285122,2.52918899
"hsa-miR-4787-5p",1.68161933,2.81775433
"hsa-miR-4788",1.1897418,2.0688364
"hsa-miR-4792",11.06156041,12.08510681
"hsa-miR-484",9.23868363,9.9145544
"hsa-miR-485-3p",6.93099226,5.82555224
"hsa-miR-485-5p",5.81292405,5.52005006
"hsa-miR-486-5p",10.87403543,9.5170097
"hsa-miR-487a-3p",5.11397831,5.54896719
"hsa-miR-487a-5p",1.68161933,2.81775433
"hsa-miR-487b-3p",8.06544139,8.5830537
"hsa-miR-491-5p",2.52918899,1.68161933
"hsa-miR-493-3p",7.88173882,7.98794933
"hsa-miR-493-5p",8.40803209,8.42139584
"hsa-miR-494-3p",5.61973056,5.1604755
"hsa-miR-494-5p",1.68161933,2.52918899
"hsa-miR-495-3p",5.61127636,5.40097575
"hsa-miR-496",3.81448389,4.08124784
"hsa-miR-497-5p",6.57498894,6.57498894
"hsa-miR-5000-3p",1.35727101,2.68071322
"hsa-miR-5001-3p",1.68161933,1.1897418
"hsa-miR-5001-5p",1.1897418,1.1897418
"hsa-miR-5006-3p",0.71528503,0.71528503
"hsa-miR-500a-3p",9.28213086,9.68298994
"hsa-miR-500a-5p",4.15922775,4.30614605
"hsa-miR-500b-5p",3.84541439,3.33436645
"hsa-miR-501-3p",7.7639659,9.02351956
"hsa-miR-501-5p",4.56142096,4.72613398
"hsa-miR-5010-3p",2.68071322,1.1897418
"hsa-miR-502-3p",6.3802287,7.13459363
"hsa-miR-502-5p",1.35727101,1.1897418
"hsa-miR-503-5p",4.57976512,5.01881834
"hsa-miR-505-3p",8.18273143,7.84948308
"hsa-miR-505-5p",2.81775433,2.0688364
"hsa-miR-5094",1.35727101,0.71528503
"hsa-miR-5095",2.0688364,2.0688364
"hsa-miR-5096",5.99523802,5.8961393
"hsa-miR-5100",3.44364345,5.1604755
"hsa-miR-5189-5p",2.52918899,0.71528503
"hsa-miR-532-3p",4.8885278,4.9539186
"hsa-miR-532-5p",9.22667845,8.82986576
"hsa-miR-539-3p",6.12546926,5.82555224
"hsa-miR-539-5p",2.52918899,2.0688364
"hsa-miR-541-3p",3.99556166,3.33436645
"hsa-miR-541-5p",3.65824003,4.20988717
"hsa-miR-542-3p",5.40097575,5.07197522
"hsa-miR-542-5p",4.62756612,4.25882196
"hsa-miR-543",5.01881834,4.70756487
"hsa-miR-545-5p",1.35727101,1.1897418
"hsa-miR-548aa",2.68071322,3.11409628
"hsa-miR-548ad-5p",4.37297904,4.56142096
"hsa-miR-548ae-5p",4.37297904,4.56142096
"hsa-miR-548ag",2.35972932,2.68071322
"hsa-miR-548ah-3p",2.52918899,2.0688364
"hsa-miR-548am-5p",4.08124784,4.20988717
"hsa-miR-548aq-3p",2.16746538,1.83091875
"hsa-miR-548aq-5p",1.1897418,0.71528503
"hsa-miR-548au-5p",4.32779342,4.50058489
"hsa-miR-548av-3p",5.32116063,4.8885278
"hsa-miR-548av-5p",5.01881834,4.82490216
"hsa-miR-548ay-5p",4.25882196,4.56142096
