"","GSM5289579","GSM5289580","GSM5289581","GSM5289582","GSM5289583","GSM5289584","GSM5289585","GSM5289586","GSM5289587"
"hsa-miR-1272",0,4.39231742277876,1,1.58496250072116,0,0,1,1,3.32192809488736
"hsa-miR-4684-5p",0,2,0,1,0,0,0,1,1.58496250072116
"hsa-miR-4647",1.58496250072116,2.8073549220576,3.4594316186373,3.8073549220576,3.58496250072116,3.90689059560852,2,3,4
"hsa-miR-5583-3p",0,1.58496250072116,0,2,0,1.58496250072116,0,0,0
"hsa-miR-874-3p",5.55458885167764,6.97727992349992,7.37503943134692,7.59245703726808,7.63662462054365,9.95419631038687,8,7.19967234483636,6.10852445677817
"hsa-miR-4754",0,3,3,2.58496250072116,3,4.64385618977472,2.32192809488736,3,3.4594316186373
"hsa-miR-6862-5p",1.58496250072116,3.70043971814109,5.70043971814109,4.64385618977472,5.20945336562895,4.52356195605701,4.08746284125034,4.95419631038687,3.32192809488736
"hsa-miR-6847-5p",2,2.32192809488736,3,3.58496250072116,2,3.90689059560852,1.58496250072116,2.32192809488736,3.4594316186373
"hsa-miR-3140-5p",1.58496250072116,1,2,2.32192809488736,1.58496250072116,2.32192809488736,2.58496250072116,3,2.58496250072116
"hsa-miR-4636",0,3,1,0,1,2,0,3.16992500144231,0
"hsa-miR-3194-3p",0,4,5.90689059560852,4.95419631038687,4.85798099512757,6.76818432477693,4.52356195605701,4.64385618977472,4.08746284125034
"hsa-miR-4774-5p",1,3,0,0,0,0,0,0,2
"hsa-miR-6831-5p",0,2,1,3,0,1.58496250072116,0,2.32192809488736,1
"hsa-miR-3689e",0,2.32192809488736,0,0,0,0,0,0,0
"hsa-miR-146b-3p",5.85798099512757,5.20945336562895,6.56985560833095,5.61470984411521,6.49185309632967,9.74819284958946,6.75488750216347,5.6724253419715,4.24792751344359
"hsa-miR-758-3p",2,2,4.08746284125034,7.4262647547021,7.38370429247405,4,3.32192809488736,2.8073549220576,3
"hsa-miR-654-5p",4,3.16992500144231,6.16992500144231,7.88874324889826,7.59991284218713,5.75488750216347,3.90689059560852,5.58496250072116,3.32192809488736
"hsa-miR-578",2,3.16992500144231,0,0,2,2,1,1.58496250072116,1
