"","GSM3521191","GSM3521192","GSM3521193"
"hsa-let-7a-3p",0,3.33479521185177,0
"hsa-let-7a-5p",11.8146507059306,14.0422812490231,9.09369588167976
"hsa-let-7b-5p",11.399746702863,11.6234639247996,10.0347134270674
"hsa-let-7c-5p",10.9848871794972,13.968939559335,6.75398459218387
"hsa-let-7d-3p",0,8.71122300115597,0
"hsa-let-7d-5p",0,11.4608510525723,0
"hsa-let-7e-5p",0,11.615127274638,0
"hsa-let-7f-5p",12.3380907635624,15.759307215366,8.8141536902643
"hsa-let-7g-5p",11.72156800209,14.7555455164666,8.37716944488602
"hsa-let-7i-3p",0,7.19410076155557,0
"hsa-let-7i-5p",12.7686532096667,14.7654671220739,10.3739114776351
"hsa-miR-1-3p",15.189328188104,10.4889996923546,10.6192173927164
"hsa-miR-100-5p",11.9845312060687,11.9724763483977,9.77782393093423
"hsa-miR-101-3p",11.72156800209,11.7121218162082,12.9246246621681
"hsa-miR-103a-3p",0,14.2960741951017,8.74392461147409
"hsa-miR-103b",0,14.2170250275286,8.74392461147409
"hsa-miR-106b-3p",0,7.89074617646589,8.88112218967399
"hsa-miR-106b-5p",0,3.33479521185177,4.48455617370795
"hsa-miR-107",0,8.39795145796207,6.60346591816933
"hsa-miR-10a-3p",0,0,3.54760318939602
"hsa-miR-10a-5p",12.7686532096667,11.3446409332298,7.74728573870802
"hsa-miR-10b-3p",0,8.14352197136397,0
"hsa-miR-10b-5p",12.5693750294591,15.8689874670424,8.91347567050494
"hsa-miR-1180-3p",0,0,6.89027245338467
"hsa-miR-122-5p",11.8146507059306,10.5945390185729,13.1000302748464
"hsa-miR-1224-5p",0,0,6.24512864047524
"hsa-miR-1228-5p",0,0,5.04787550256327
"hsa-miR-1246",0,0,14.0526158537192
"hsa-miR-1250-5p",0,0,7.59602850005293
"hsa-miR-125a-3p",0,0,5.45196842718228
"hsa-miR-125a-5p",0,11.78824904652,3.54760318939602
"hsa-miR-125b-1-3p",0,7.19410076155557,0
"hsa-miR-125b-2-3p",0,0,3.54760318939602
"hsa-miR-125b-5p",10.4002805647486,13.3530247482586,7.23558731304635
"hsa-miR-126-3p",11.5151828459645,10.2514879186513,7.01478950137801
"hsa-miR-1268a",7.82064584000882,6.78234360549165,5.76728970094401
"hsa-miR-127-3p",11.8146507059306,0,8.8141536902643
"hsa-miR-127-5p",0,0,5.45196842718228
"hsa-miR-1270",0,0,4.48455617370795
"hsa-miR-1273d",0,0,6.43539429575337
"hsa-miR-1273f",7.82064584000882,3.33479521185177,10.870609397484
"hsa-miR-1273g-3p",11.5151828459645,8.18916621860722,10.0638322648971
"hsa-miR-128-3p",12.062514980268,7.65084290374416,3.54760318939602
"hsa-miR-1285-3p",0,0,4.48455617370795
"hsa-miR-1287-5p",0,0,4.48455617370795
"hsa-miR-1288-3p",0,0,5.04787550256327
"hsa-miR-129-5p",9.40134769473298,0,3.54760318939602
"hsa-miR-1291",0,0,6.02590269041226
"hsa-miR-1292-5p",0,0,3.54760318939602
"hsa-miR-1294",0,0,5.04787550256327
"hsa-miR-1299",0,0,6.89027245338467
"hsa-miR-1306-3p",0,0,5.04787550256327
"hsa-miR-1306-5p",0,0,3.54760318939602
"hsa-miR-1307-3p",0,6.20391950047448,10.6387012567777
"hsa-miR-1307-5p",0,0,9.5080730849789
"hsa-miR-130a-3p",0,7.00286245896422,5.04787550256327
"hsa-miR-130b-5p",0,0,3.54760318939602
