"","GSM2906338","GSM2906339","GSM2906340","GSM2906341","GSM2906342","GSM2906343","GSM2906344","GSM2906345","GSM2906346","GSM2906347","GSM2906348","GSM2906349","GSM2906350","GSM2906351","GSM2906352","GSM2906353","GSM2906354","GSM2906355","GSM2906356","GSM2906357","GSM2906358","GSM2906359","GSM2906360","GSM2906361","GSM2906362","GSM2906363","GSM2906364","GSM2906365","GSM2906366","GSM2906367"
"hsa-miR-100-5p",4.70043971814109,4.08746284125034,4,3.4594316186373,3.8073549220576,3.32192809488736,2.8073549220576,3.8073549220576,3.58496250072116,4,3,4,3.70043971814109,3,3,3.16992500144231,2.8073549220576,3.16992500144231,4.32192809488736,3.90689059560852,3.16992500144231,4,3.58496250072116,3.4594316186373,4,3,3.90689059560852,3.32192809488736,3.90689059560852,3.90689059560852
"hsa-miR-101-3p",5.16992500144231,5,4.52356195605701,4.16992500144231,3,2.8073549220576,3.16992500144231,3,3.16992500144231,4.32192809488736,3.90689059560852,3.4594316186373,4.08746284125034,3.16992500144231,2.8073549220576,3.16992500144231,3.58496250072116,2.58496250072116,4,4.32192809488736,3,4.32192809488736,4.08746284125034,4,3.70043971814109,4.16992500144231,3.4594316186373,4,3.70043971814109,3.32192809488736
"hsa-miR-29b-3p",2.8073549220576,1.58496250072116,2,1,2,1,1.58496250072116,2.32192809488736,3.70043971814109,2.58496250072116,3.58496250072116,1.58496250072116,1,1,2.32192809488736,2.8073549220576,2.32192809488736,1,1,1.58496250072116,1,1.58496250072116,1.58496250072116,1,2,1,2.32192809488736,2,2,1
"hsa-miR-103a-3p",4.75488750216347,4,5.35755200461808,3.90689059560852,2.58496250072116,2.8073549220576,3.16992500144231,3.70043971814109,2,4.39231742277876,3.58496250072116,3.70043971814109,3.32192809488736,3.32192809488736,2.32192809488736,3.32192809488736,3.32192809488736,2.58496250072116,3.90689059560852,2.8073549220576,3,3.8073549220576,3.8073549220576,3.4594316186373,4.08746284125034,2.58496250072116,3.4594316186373,3.4594316186373,3.16992500144231,3
"hsa-miR-105-5p",2.8073549220576,3.16992500144231,2.8073549220576,3,2.8073549220576,2.8073549220576,3,3.32192809488736,2,2,3.32192809488736,1.58496250072116,3.32192809488736,3.16992500144231,2,2.32192809488736,1.58496250072116,2.32192809488736,1.58496250072116,3,2,1,2.32192809488736,2.32192809488736,3.58496250072116,2,3,2.8073549220576,2.32192809488736,2.32192809488736
"hsa-miR-106a-5p+hsa-miR-17-5p",2.58496250072116,3,3.32192809488736,2,3,2,2.58496250072116,2,1.58496250072116,2.32192809488736,2.58496250072116,3.16992500144231,1,1.58496250072116,1.58496250072116,1,2,2.8073549220576,2.32192809488736,1,1.58496250072116,2,2.32192809488736,2.58496250072116,3,2,1.58496250072116,2.32192809488736,2.58496250072116,1
"hsa-miR-107",2.32192809488736,2.32192809488736,2,2.8073549220576,2.58496250072116,2,2.58496250072116,2,1.58496250072116,3.32192809488736,3.32192809488736,2.58496250072116,2,1,2,3.16992500144231,1,1.58496250072116,1,2.58496250072116,1,1,1.58496250072116,2.32192809488736,1,1,2,1,2.32192809488736,1.58496250072116
"hsa-miR-192-5p",4.95419631038687,5.08746284125034,5.24792751344359,3.58496250072116,3.4594316186373,3.8073549220576,3,3.8073549220576,3.58496250072116,4.32192809488736,4.32192809488736,4,4.32192809488736,3.58496250072116,3.58496250072116,3.58496250072116,3.16992500144231,2.32192809488736,4.39231742277876,4.16992500144231,4.08746284125034,4.32192809488736,4.16992500144231,3.4594316186373,4.16992500144231,4.08746284125034,4,3.90689059560852,3.70043971814109,4.16992500144231
"hsa-miR-196a-5p",3.32192809488736,3,3,2.32192809488736,1,2.58496250072116,2,2.32192809488736,2,3.4594316186373,3.70043971814109,3.16992500144231,3,2,2.32192809488736,2.32192809488736,2.32192809488736,1,2.58496250072116,2.8073549220576,2.58496250072116,1.58496250072116,1.58496250072116,2.8073549220576,2.58496250072116,2.32192809488736,2,1.58496250072116,3.16992500144231,2.32192809488736
"hsa-miR-197-3p",2.8073549220576,3.16992500144231,2.8073549220576,2,2.32192809488736,1.58496250072116,1,3.16992500144231,2,2.32192809488736,2.8073549220576,3,2.58496250072116,2,1,2.32192809488736,1,1.58496250072116,2,2.58496250072116,1.58496250072116,2,2.8073549220576,1,3,3,2.32192809488736,1,2.58496250072116,2.58496250072116
"hsa-miR-198",2.58496250072116,3.70043971814109,3.32192809488736,1.58496250072116,2,2.8073549220576,2,2,2.32192809488736,2,3,2.58496250072116,3,1.58496250072116,2,2.32192809488736,3,2,3,2,2.8073549220576,2.32192809488736,1.58496250072116,1,1.58496250072116,2.8073549220576,1.58496250072116,2.8073549220576,3,2
"hsa-miR-199a-5p",2,2.8073549220576,3.32192809488736,3.32192809488736,3.90689059560852,2.58496250072116,3.8073549220576,3.8073549220576,3.90689059560852,3.58496250072116,2.58496250072116,2.8073549220576,3.4594316186373,2.8073549220576,2.8073549220576,4,3,2.32192809488736,3.4594316186373,2.8073549220576,2.32192809488736,2.58496250072116,2.32192809488736,2.32192809488736,3,1.58496250072116,2.32192809488736,1,2.8073549220576,1.58496250072116
"hsa-miR-199a-3p+hsa-miR-199b-3p",3.32192809488736,3.90689059560852,2.58496250072116,3,3,3.58496250072116,2.32192809488736,3.70043971814109,3.4594316186373,4.39231742277876,3.8073549220576,3.4594316186373,1,2.8073549220576,1.58496250072116,3,2.58496250072116,2,1.58496250072116,2.58496250072116,2,3,3.90689059560852,2.8073549220576,2.8073549220576,2.8073549220576,3.16992500144231,3.16992500144231,2,2.8073549220576
"hsa-miR-208a-3p",2.32192809488736,2,1.58496250072116,2,3.70043971814109,1,2.8073549220576,1.58496250072116,1.58496250072116,3.16992500144231,3,2.58496250072116,2.58496250072116,1,1.58496250072116,2.8073549220576,3,1.58496250072116,3,2.8073549220576,2.58496250072116,2,2.32192809488736,2.8073549220576,2.32192809488736,1,2.58496250072116,1,1.58496250072116,2
"hsa-miR-129-5p",2.58496250072116,3.16992500144231,2,2,1.58496250072116,2,2,2.32192809488736,2.58496250072116,3,3,2.32192809488736,2.32192809488736,1.58496250072116,2.58496250072116,2.32192809488736,1.58496250072116,1,2.32192809488736,1,2.58496250072116,1,3,2.8073549220576,2.58496250072116,1,2.32192809488736,2,1,2
"hsa-miR-148a-3p",5.08746284125034,4.8073549220576,4.75488750216347,3,3,3.4594316186373,3.16992500144231,3.4594316186373,2.8073549220576,3.32192809488736,4,4,3.16992500144231,4,3.32192809488736,3.16992500144231,3.16992500144231,2.32192809488736,4.32192809488736,2.8073549220576,3.4594316186373,3.4594316186373,3.16992500144231,3.70043971814109,3.8073549220576,3.70043971814109,3.32192809488736,3.8073549220576,3.58496250072116,3.58496250072116
"hsa-miR-30c-5p",5,4.95419631038687,4.58496250072116,3.90689059560852,4,3.32192809488736,3.32192809488736,3.8073549220576,2.8073549220576,4.24792751344359,4.08746284125034,4.08746284125034,4,3.4594316186373,3,3.4594316186373,3.70043971814109,2.58496250072116,4.8073549220576,3.70043971814109,4.08746284125034,3.90689059560852,3.70043971814109,3.32192809488736,4.4594316186373,3.8073549220576,4.16992500144231,3.70043971814109,3.58496250072116,3.8073549220576
"hsa-miR-30d-5p",2.58496250072116,1.58496250072116,2.32192809488736,2.32192809488736,2.32192809488736,3.16992500144231,2.8073549220576,3.16992500144231,2.8073549220576,3,2.58496250072116,2.58496250072116,1,3,2.32192809488736,2.8073549220576,2.32192809488736,2,2.8073549220576,2.32192809488736,2.8073549220576,2.8073549220576,2.32192809488736,2.58496250072116,2.58496250072116,2,2.58496250072116,2,2,3.32192809488736
"hsa-miR-139-5p",4.75488750216347,4.32192809488736,4.8073549220576,3.32192809488736,3.90689059560852,3,3.4594316186373,2.58496250072116,2.8073549220576,3.70043971814109,4.58496250072116,3.4594316186373,2.8073549220576,2.58496250072116,3,2.58496250072116,2.32192809488736,2.8073549220576,4.24792751344359,2.58496250072116,3,3.8073549220576,3.90689059560852,3.32192809488736,3.4594316186373,3.8073549220576,3,3.16992500144231,2.8073549220576,3.16992500144231
"hsa-miR-147a",5.28540221886225,5.58496250072116,5,3.70043971814109,3.90689059560852,2.8073549220576,3.70043971814109,3.8073549220576,3.90689059560852,4.8073549220576,4.08746284125034,3.90689059560852,3.90689059560852,2.58496250072116,3.90689059560852,3.90689059560852,3.70043971814109,3.58496250072116,4.52356195605701,4.16992500144231,3.90689059560852,3.32192809488736,4.08746284125034,3.58496250072116,4.24792751344359,4.24792751344359,3.70043971814109,4.16992500144231,4,3.32192809488736
"hsa-miR-7-5p",2,3,3.4594316186373,2,1,2.58496250072116,2.32192809488736,2.8073549220576,3.8073549220576,3.16992500144231,2,1,2,1.58496250072116,1,1.58496250072116,3,1,3.16992500144231,2,2,3,2,2.8073549220576,3,2,3.32192809488736,2.58496250072116,2,3.32192809488736
"hsa-miR-10a-5p",3,3.58496250072116,2.8073549220576,2.58496250072116,2.8073549220576,2.58496250072116,3,3.4594316186373,2.8073549220576,3.4594316186373,2.32192809488736,1.58496250072116,2,1.58496250072116,2.32192809488736,2.58496250072116,2.32192809488736,2,1,2,3,3.4594316186373,3.16992500144231,3.32192809488736,1.58496250072116,2,3.16992500144231,2,2,2.58496250072116
"hsa-miR-10b-5p",3.16992500144231,3.4594316186373,3.4594316186373,2.58496250072116,3.16992500144231,2.58496250072116,2.8073549220576,2.58496250072116,3.16992500144231,2.58496250072116,3,3.58496250072116,3.4594316186373,1.58496250072116,1.58496250072116,3.32192809488736,2.8073549220576,1,3.16992500144231,3,2.32192809488736,2.8073549220576,2.8073549220576,2.8073549220576,3.16992500144231,2.58496250072116,2.8073549220576,3,2,2
"hsa-miR-34a-5p",2.32192809488736,3.16992500144231,2.32192809488736,1.58496250072116,2.32192809488736,3.32192809488736,3.16992500144231,2.8073549220576,3.32192809488736,2.32192809488736,3.32192809488736,3,2.58496250072116,1.58496250072116,2.32192809488736,1.58496250072116,3,2.58496250072116,2,1.58496250072116,2.32192809488736,1.58496250072116,2.32192809488736,2.58496250072116,1.58496250072116,1.58496250072116,1,3.32192809488736,2.58496250072116,2.8073549220576
"hsa-miR-181a-5p",3,2.58496250072116,2.32192809488736,1,1,2,2,2,3.4594316186373,2.58496250072116,2.58496250072116,3,1,1,2,1,2,1,2.32192809488736,1.58496250072116,1,2,1.58496250072116,2,1.58496250072116,2.58496250072116,2.32192809488736,1.58496250072116,2,2.58496250072116
"hsa-miR-181b-5p+hsa-miR-181d-5p",3,3.4594316186373,3.4594316186373,3.58496250072116,2,2.8073549220576,2,3.70043971814109,2.58496250072116,2.58496250072116,3.4594316186373,2.32192809488736,1,3,2.58496250072116,3,2,2,1.58496250072116,2,3,2.32192809488736,2,2.32192809488736,2.8073549220576,2.58496250072116,2.8073549220576,2.58496250072116,1,3
"hsa-miR-181c-5p",2.58496250072116,2.8073549220576,3,2.58496250072116,2.58496250072116,1,2.58496250072116,1,2.58496250072116,3,2,2.32192809488736,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,2.32192809488736,2.32192809488736,2.32192809488736,2.32192809488736,2.32192809488736,2,3,2.8073549220576,2.8073549220576,1,1.58496250072116,3,2.58496250072116,2.8073549220576
"hsa-miR-182-5p",1.58496250072116,1.58496250072116,2,1,1,1.58496250072116,1.58496250072116,2.32192809488736,1,1,2,2,1,1,1,1,2,1,1,2,1.58496250072116,1.58496250072116,1,1.58496250072116,1,2,2,1,1,1
"hsa-miR-182-3p",2.58496250072116,2,2.58496250072116,2.32192809488736,3,2.58496250072116,2.8073549220576,3.8073549220576,2,3.4594316186373,2.32192809488736,3.16992500144231,2.32192809488736,1,1.58496250072116,2.8073549220576,3.32192809488736,2.8073549220576,2.58496250072116,2,2.8073549220576,2,3.16992500144231,1.58496250072116,3.16992500144231,2,3,2.32192809488736,2,2.58496250072116
"hsa-miR-183-5p",2.8073549220576,3.32192809488736,2.8073549220576,2.58496250072116,3,2.8073549220576,3.32192809488736,3.32192809488736,2.58496250072116,4,1.58496250072116,2.8073549220576,1.58496250072116,2,2.32192809488736,1,2.8073549220576,2,2,2.32192809488736,3,2.58496250072116,3.32192809488736,2.58496250072116,2.58496250072116,2.32192809488736,2.8073549220576,2,1,2.32192809488736
"hsa-miR-187-3p",1.58496250072116,3.32192809488736,2.32192809488736,3,2.32192809488736,2.8073549220576,2.8073549220576,3.16992500144231,2,2.58496250072116,2.8073549220576,2.58496250072116,3,1,1.58496250072116,2.32192809488736,2,2.32192809488736,2,2,3,1,3.4594316186373,2.32192809488736,2,2.8073549220576,3,1,2.32192809488736,2.8073549220576
"hsa-miR-199b-5p",2.8073549220576,2,3.16992500144231,2.32192809488736,1,1.58496250072116,1.58496250072116,1.58496250072116,3.16992500144231,3.16992500144231,2.58496250072116,1.58496250072116,1.58496250072116,1,1.58496250072116,1.58496250072116,2,1,1.58496250072116,1.58496250072116,1.58496250072116,2,3,1.58496250072116,1.58496250072116,2,2.32192809488736,2,2,1
"hsa-miR-203a-3p",3,2.8073549220576,3.16992500144231,3.16992500144231,2.58496250072116,1.58496250072116,2,1,2.32192809488736,1.58496250072116,1,1,2,2.58496250072116,1,2.58496250072116,1,2,2.8073549220576,3,3.16992500144231,2,1,2.58496250072116,2.58496250072116,1,2.58496250072116,2.58496250072116,1,2
"hsa-miR-204-5p",2,2.32192809488736,2.32192809488736,1.58496250072116,1,2,2,2.58496250072116,2.58496250072116,3,2.32192809488736,3,1.58496250072116,1.58496250072116,1.58496250072116,2,1.58496250072116,1.58496250072116,1,1.58496250072116,1,1.58496250072116,2.32192809488736,2.32192809488736,2,1.58496250072116,2.8073549220576,1,1.58496250072116,1
"hsa-miR-205-5p",2.8073549220576,3.4594316186373,3.16992500144231,2.58496250072116,2.8073549220576,2,2.32192809488736,2.32192809488736,2.8073549220576,2.8073549220576,2.58496250072116,2.32192809488736,2,1.58496250072116,2.58496250072116,2.8073549220576,1.58496250072116,2,2,2.58496250072116,3.16992500144231,3.58496250072116,3.16992500144231,3.4594316186373,2.8073549220576,3,2.58496250072116,2.58496250072116,1,2.58496250072116
"hsa-miR-210-3p",2.32192809488736,1.58496250072116,2.32192809488736,1.58496250072116,2,2,1,1.58496250072116,2.8073549220576,2,2,3.16992500144231,2,1.58496250072116,1.58496250072116,2,1.58496250072116,1,1.58496250072116,2.32192809488736,2,1.58496250072116,2,1.58496250072116,2,2,2,2,2.58496250072116,1
