"","GSM2283811","GSM2283812","GSM2283813","GSM2283814","GSM2283815","GSM2283816","GSM2283817","GSM2283818","GSM2283819","GSM2283820","GSM2283821","GSM2283822"
"hsa-miR-4687",10.029,8.66264,10.7583,8.42196,10.0371,8.13448,9.76704,8.40728,8.39085,10.171,8.01591,9.68502
"hsa-miR-663",12.4392,8.90586,13.0888,8.10869,12.6578,7.92155,12.6028,7.81797,5.63808,9.23676,3.01767,8.46799
"hsa-let-7b",9.17505,9.54673,10.1018,9.82571,9.37272,9.70688,9.39163,10.6731,8.08038,7.49585,7.51026,6.92154
"hsa-miR-3196",10.3689,8.53843,11.035,8.91235,10.4687,7.87864,10.029,8.38631,7.20465,9.8479,5.37397,9.59065
"hsa-miR-762",10.3162,8.29992,10.8336,8.19707,10.6004,7.73616,10.0997,7.60138,7.4179,10.3137,5.88525,9.30924
"hsa-miR-18a",8.414,9.64796,8.46505,10.1136,8.42913,9.69677,7.34396,9.37228,9.08106,8.02013,9.3766,8.31395
"hsa-miR-342",9.28352,9.0845,7.84067,9.5472,9.14079,9.24053,9.11546,8.12047,8.98113,8.96797,8.09582,8.17709
"hsa-let-7d",8.02885,9.61974,7.95838,9.66289,8.49042,9.81593,7.61189,8.92842,9.37006,8.47557,9.12909,8.37421
"hsa-miR-222",8.47678,9.27442,7.74802,9.09933,8.13897,9.357,8.49316,9.06268,9.3653,8.31388,9.30739,8.70889
"hsa-miR-320a",8.02108,8.24184,9.25956,9.23894,7.96159,8.42822,8.20743,8.69584,9.30659,8.96636,9.08542,9.09551
"hsa-miR-221",8.92669,9.14833,8.06597,8.89075,7.91872,9.16818,8.19276,8.92825,9.09927,8.16908,9.09029,8.88448
"hsa-miR-3613",7.25511,8.04357,9.02755,8.12397,11.8106,9.31699,11.448,8.49967,7.34331,8.82088,7.58405,7.12827
"hsa-miR-149",10.1908,7.72824,11.2083,7.9099,10.3599,7.33057,9.99659,7.15117,6.88211,10.214,5.45274,9.74751
"hsa-miR-4668",7.64951,7.98741,9.18026,7.78235,11.0746,8.38247,10.8736,8.60211,7.55915,9.21662,8.09443,7.25594
"hsa-miR-320b-1",8.11525,7.95133,8.9627,9.11878,8.16458,8.21086,7.92108,8.57045,9.20706,8.91838,9.02153,8.95402
"hsa-miR-320c-1",8.1173,8.01324,9.10907,8.79531,7.91237,8.35919,8.24867,8.6032,9.07293,8.81062,8.98822,8.8659
"hsa-miR-3940",9.87256,7.9383,10.262,8.01107,10.1697,7.16098,9.58764,7.58802,6.78316,10.2217,5.6839,9.46563
"hsa-miR-1908",10.5306,7.78725,11.273,7.74122,10.6633,7.13219,10.5171,7.61776,6.16453,9.17095,5.29151,8.84033
"hsa-miR-4763",9.91979,7.78934,10.3764,7.49282,9.83346,6.86934,9.5567,7.11521,6.93527,10.3769,6.58082,9.35411
"hsa-miR-425",8.51837,8.7358,7.56931,8.9012,8.06224,8.89346,8.61383,8.37909,8.67427,8.01908,8.86887,8.47421
"hsa-miR-20b",8.32984,8.91486,7.18363,8.20738,7.86362,8.84021,8.17991,8.5764,9.06192,7.95402,9.3523,8.88969
"hsa-let-7a-1",6.89899,8.80036,9.26831,8.09095,7.02432,9.30694,7.05867,10.4636,8.9581,7.50503,8.56866,7.94039
"hsa-miR-181a-1",7.24646,9.20642,5.04776,9.12382,6.34421,9.1971,6.27298,7.09701,9.80638,9.53157,9.86859,9.54635
"hsa-miR-1228",9.75441,7.37634,10.1625,7.28798,9.99192,6.67111,9.79267,6.82219,6.29573,9.38596,4.9109,9.10894
"hsa-miR-4459",9.53595,7.36387,11.3987,7.56053,9.35128,7.39443,9.63963,6.96613,7.2432,6.71854,6.17565,7.19424
"hsa-miR-15b",7.87227,8.1846,7.6254,7.85024,6.95021,8.35505,6.67196,9.38499,8.56508,7.52621,8.72873,8.12516
"hsa-miR-4745",9.85167,7.47515,10.1559,7.03216,9.75163,6.39983,9.59941,6.73352,6.30209,8.66865,5.27965,8.58377
"hsa-miR-181b-1",7.50203,8.70074,3.75801,9.01155,6.83039,8.75523,6.54613,7.07317,9.30896,8.76145,9.5693,9.00054
"hsa-miR-155",6.82585,6.45188,10.0707,6.65003,5.68405,6.53688,4.9254,11.3229,9.99302,9.04873,9.33701,7.91153
"hsa-miR-361",8.21158,8.17697,7.47377,8.76783,7.32278,8.39394,7.77394,7.48911,8.51685,7.10166,8.30336,7.20428
"hsa-miR-25",8.17628,7.91205,7.26531,7.60236,7.82287,8.07637,8.21955,7.87611,7.96042,6.87973,8.36729,7.92238
"hsa-miR-3135b",9.37831,6.66855,9.15679,5.61976,8.94747,6.35364,8.91044,6.18397,6.45749,10.5043,5.03794,10.485
"hsa-miR-4734",9.33755,7.34813,9.95636,7.14978,9.27834,6.26888,9.02088,6.86238,5.39618,8.90918,5.45228,8.3268
"hsa-miR-27a",7.81672,8.34147,7.02981,8.54702,6.84781,8.30151,7.21261,8.56133,8.1174,6.34517,8.55458,7.41702
"hsa-miR-23b",7.63774,8.22679,6.84203,8.20773,7.29066,8.40518,6.58518,8.30922,8.54634,7.14772,8.25514,7.60701
"hsa-miR-4281",8.9666,7.45303,9.6112,6.72394,9.4282,6.65629,8.77252,6.68345,6.49042,9.1287,4.72119,8.23
"hsa-miR-4270",7.98749,7.65356,9.08234,7.67138,8.26591,7.37091,7.76266,7.32024,8.03097,7.51348,6.79816,7.31486
"hsa-miR-4463",8.90454,7.26842,9.3673,6.96496,8.88162,6.60265,8.46713,6.32196,7.0367,8.86789,5.08274,8.25931
"hsa-miR-4507",9.22917,7.10952,9.75711,6.85959,9.22474,6.3404,8.10009,6.38361,6.23101,9.69124,4.06836,8.94076
"hsa-miR-4707",9.43283,6.68856,9.85348,6.89521,9.41205,6.02696,9.06798,6.30816,5.42379,8.97614,4.62538,8.2952
"hsa-miR-4484",9.90853,5.47273,11.0165,5.82481,9.73548,5.04885,9.63631,5.50516,5.36008,9.27742,4.58068,8.94682
"hsa-let-7c",7.71533,8.19886,8.58784,7.89274,7.40878,8.50951,6.37657,9.08393,7.64975,5.46963,6.98874,6.11556
"hsa-miR-4505",9.18664,7.07519,9.92031,7.04475,9.37562,6.54597,8.90781,6.95037,5.01547,8.40521,3.59247,7.95074
"hsa-miR-4454",6.9762,8.4704,6.41719,9.42266,5.24713,8.39056,6.06702,8.27195,7.96348,6.74275,8.85053,7.08905
"hsa-miR-378",7.93005,8.33629,6.66553,8.78827,7.23333,8.25501,6.93661,7.79735,7.48143,5.9264,7.3407,6.44828
"hsa-miR-4492",9.08018,6.79601,9.02421,7.3794,9.7203,6.80046,8.00293,6.75795,5.48888,9.10946,1.85105,8.37199
"hsa-miR-185",7.1715,7.88806,5.13784,8.46408,7.35856,8.14992,6.77442,7.28678,7.68986,6.67243,8.0156,7.73736
"hsa-miR-1268",8.17677,6.86381,9.19176,6.99321,8.92548,6.64523,8.15905,6.40109,6.19785,7.3118,4.85834,7.45606
"hsa-miR-4739",8.19827,7.24959,9.36427,7.28397,8.72547,6.77447,7.58078,6.64979,6.35926,7.31058,4.30084,7.37841
"hsa-let-7i",7.06298,7.83457,6.30893,7.70528,5.50671,8.02156,5.41261,8.19689,8.02774,6.79904,8.34305,7.43214
"hsa-miR-1246",11.0383,5.25356,10.9223,3.41893,10.7371,4.43571,11.3391,5.04815,1.66167,7.3776,3.7615,10.0578
"hsa-miR-3185",8.54428,6.50124,9.40038,6.41312,8.11597,5.37796,7.97782,5.93112,5.68274,8.36136,4.98875,7.74823
"hsa-miR-4651",8.35989,6.71169,9.35274,6.52113,8.6813,5.92523,7.12064,6.05094,5.828,8.37237,4.06292,7.75218
"hsa-miR-320d-1",6.93378,6.33767,7.8724,6.326,6.20183,6.9479,6.72829,7.27346,7.7268,6.88835,7.84064,7.49151
"hsa-miR-1207",6.59026,6.94172,7.96201,7.39416,6.17137,7.15957,4.89761,6.89547,7.34811,6.24854,6.28716,6.69902
"hsa-miR-130b",6.43009,6.82066,6.19236,7.08874,5.26566,6.77447,6.14451,6.51082,7.2252,5.32324,7.1804,6.72726
"hsa-miR-126",6.4985,2.30502,5.52621,2.01924,4.32307,2.96747,4.67815,5.55371,10.7229,10.0663,10.5953,10.7072
"hsa-miR-1268b",6.4496,6.30857,7.19162,6.98621,6.50002,6.48321,5.66032,6.11943,5.16991,7.59373,4.59071,6.76565
"hsa-miR-3178",7.9394,7.63323,8.87085,5.78456,8.04344,5.14784,6.11649,3.57007,5.39343,5.9991,4.68859,6.08094
"hsa-miR-4695",7.15334,5.6175,8.66666,5.54409,7.18233,5.36432,6.87259,5.42888,4.50509,6.48928,4.45551,6.35411
"hsa-miR-4674",7.79339,6.34557,8.38806,6.34727,7.35252,5.12558,6.36825,5.37563,3.93118,5.68039,3.98266,6.14149
"hsa-miR-4689",7.56257,5.98886,8.3656,5.13564,7.28793,5.50439,6.24141,4.93817,5.76339,5.18833,3.79569,6.64615
"hsa-miR-4467",7.35131,5.90231,9.11821,6.32827,8.19799,5.28908,7.33541,6.08872,2.38926,6.50768,1.1325,6.57473
"hsa-miR-4298",2.64506,7.78855,5.16133,8.04385,3.01912,7.91046,4.88299,7.51423,8.17102,4.59846,7.1891,5.01244
"hsa-miR-455",6.96282,6.03336,7.38845,1.4245,7.78643,4.93313,9.3247,8.26449,2.70784,1.56124,7.99712,7.43431
"hsa-miR-140",5.76444,6.92366,5.218,7.19138,4.21755,6.85349,3.32968,6.43156,6.69611,5.43363,6.71314,6.16621
"hsa-miR-3141",5.98966,6.40888,6.5218,6.61196,5.41048,6.66096,4.32077,6.10317,6.33969,5.66647,5.26049,5.50287
"hsa-miR-30c-1",2.5099,7.51169,4.18955,6.90407,3.82895,7.38837,2.8228,6.63245,7.1245,6.30299,7.5457,6.73527
"hsa-miR-1281",7.25502,6.06482,6.55636,5.00971,4.24405,4.85447,5.20765,5.41868,5.1264,7.13217,6.09563,5.8514
"hsa-let-7g",5.61189,7.31111,2.87639,6.96772,4.36728,7.3194,4.23106,6.70991,6.98484,3.10085,6.60133,5.96852
"hsa-miR-378c",6.41166,7.50359,5.31019,7.52749,2.04396,7.48011,4.19265,6.736,6.11251,2.37388,6.15154,5.75705
"hsa-miR-3621",7.6122,5.22242,8.0515,3.8302,7.41419,4.83187,6.45176,4.49504,3.4165,7.42808,1.68283,6.96428
"hsa-miR-4443",4.50601,5.83394,8.19883,6.82589,5.04441,6.0634,2.93724,5.90501,4.90313,5.02655,5.35585,6.41382
"hsa-miR-4741",7.7009,5.3004,8.10673,4.96284,6.88635,4.58586,5.37915,3.97276,2.70784,7.08854,2.5073,6.99452
"hsa-miR-4532",7.93599,4.81259,10.0317,5.22251,7.74925,4.14258,6.25853,4.99363,2.85017,4.56678,1.80613,5.50742
"hsa-miR-1587",6.98876,5.04847,7.74771,4.77679,6.49228,5.05755,5.46407,5.02785,3.88032,7.04601,1.82004,6.47103
"hsa-miR-4433",6.93112,6.01252,7.50359,6.25771,6.89322,5.32096,5.77167,4.77652,4.27453,4.95654,1.56213,5.54701
"hsa-miR-122",8.78989,3.24651,8.73251,2.63744,8.25371,2.48415,9.23576,3.12533,2.3794,4.38983,6.36171,5.91845
"hsa-miR-1307",3.96078,6.30205,6.33975,7.21891,4.64316,6.7148,3.7417,5.95246,4.29227,4.2674,5.36944,5.28282
"hsa-let-7e",3.72864,6.53831,4.04061,6.05356,1.90467,6.54892,2.43306,6.6584,7.93997,4.69813,7.84917,5.63101
"hsa-miR-92b",7.91549,4.27046,9.23283,4.24257,8.48563,3.62943,7.01233,3.39613,1.84656,5.72598,1.53735,5.96491
"hsa-miR-18b",4.09862,6.98737,4.47955,6.57067,3.42085,7.07344,3.4228,6.62878,6.4853,1.62911,6.63351,5.18288
"hsa-miR-1275",1.77127,6.58447,5.17762,8.45333,2.92908,7.3626,2.4203,6.03126,7.24646,3.81064,5.58918,3.75435
"hsa-miR-4429",4.73625,4.56035,4.90575,5.04043,4.07817,5.10465,4.67865,5.83788,5.86841,5.12049,5.27965,5.77235
"hsa-miR-210",1.94761,5.54686,4.35132,6.25962,2.43405,5.49001,2.14538,6.32589,7.30977,5.69484,7.5194,5.93885
"hsa-miR-423",2.08592,7.24469,3.74079,8.03463,1.96379,7.54588,1.51259,6.58639,6.91777,1.83926,6.63518,5.88362
"hsa-miR-652",2.74326,5.19888,4.09943,6.02942,3.41927,5.50506,2.06921,5.35503,6.9223,4.42445,7.11777,7.03851
"hsa-miR-3651",5.21348,5.54393,6.30893,6.21081,3.41927,5.50486,4.0946,4.78693,4.27453,5.56323,2.0336,6.63869
"hsa-miR-744",3.09676,6.01696,5.22574,6.23575,4.29917,6.03499,2.68395,6.01103,6.27172,1.84034,6.08571,4.65761
"hsa-miR-4758",6.77792,5.55198,7.29535,2.59414,6.17894,4.46915,4.57684,4.54421,2.07343,5.7138,1.83535,6.1334
"hsa-miR-378i",5.7724,6.08018,5.14414,6.04569,2.9179,6.31489,2.97497,6.09046,4.87205,2.10524,4.74769,4.3874
"hsa-miR-422a",4.93733,6.60893,3.98524,5.93857,2.06256,6.43307,4.54334,5.86243,4.42192,2.19525,5.59379,4.50204
"hsa-miR-29a",4.31115,6.62778,3.01134,5.31905,3.61047,6.32358,3.50081,6.35234,5.34101,1.41404,6.06309,4.39053
"hsa-miR-378f",5.23029,6.72161,1.85607,6.58473,3.08884,6.32129,3.55503,6.16313,5.18725,1.43427,5.39799,4.70917
"hsa-miR-15a",3.12811,6.68322,2.00578,6.50945,2.56234,6.82303,3.16607,7.31548,6.20428,1.48986,6.5086,3.67344
"hsa-miR-4749",6.11303,3.97194,6.45314,3.1208,6.81049,3.94304,5.80541,3.67556,2.83886,6.43823,1.33392,5.10727
"hsa-miR-1910",6.59587,4.14935,7.21967,3.39194,4.95599,4.02117,4.14565,2.42609,2.60595,7.80803,1.72789,6.39798
"hsa-miR-125a",1.99906,5.94402,3.64654,5.78499,1.32354,5.71696,1.05226,6.31326,7.68055,2.9035,7.61725,5.43069
"hsa-miR-27b",5.38275,5.4087,2.93842,5.48526,3.60731,6.00142,4.21389,5.16161,5.06615,2.46291,5.17779,4.41796
"hsa-miR-486",5.43363,0.927956,5.79739,1.42837,4.55909,0.637346,4.44865,1.44814,7.00599,6.79321,7.67398,8.45321
"hsa-miR-146a",1.23621,1.23446,8.15667,1.36734,1.03007,1.22462,0.704185,7.99422,8.33786,7.70696,7.96039,7.5779
"hsa-miR-223",3.88715,5.47772,3.55779,5.6002,2.08189,6.45257,2.78824,6.11668,4.80305,3.10033,5.67208,4.29867
"hsa-miR-199a-1",2.85592,6.50661,1.8487,5.41763,2.12387,6.44637,3.09837,5.46789,5.75241,3.21729,6.21348,4.49994
"hsa-miR-4487",4.4902,3.87905,5.52726,2.87713,5.45228,4.42013,4.91832,3.64363,4.45358,5.39483,3.64529,4.50826
"hsa-miR-4690",5.44307,3.67333,5.83213,4.09703,5.19944,4.32148,4.14851,3.99825,2.7924,6.00388,1.54346,5.89913
"hsa-miR-4449",6.74527,3.31136,7.04164,5.65198,4.10629,2.67004,4.54981,2.33617,1.76118,5.04771,1.2666,7.91191
"hsa-miR-199b",2.41679,5.86831,2.39327,5.50712,1.92364,6.22272,4.21945,5.59716,5.98367,1.86695,5.88926,4.31419
"hsa-miR-4706",5.45831,3.8433,6.36402,4.26365,5.40625,2.19578,4.3856,3.66014,2.01776,6.71878,2.41402,5.2085
"hsa-miR-4440",4.23874,4.10127,4.67927,3.30672,3.7597,2.51692,2.38612,2.66246,1.96385,10.4254,0.931778,10.6392
"hsa-miR-4793",3.40645,4.72919,4.52787,1.36165,3.27158,1.28851,2.78205,2.2573,3.2686,11.2387,1.02287,10.7817
"hsa-miR-548a-1",5.58488,5.80888,6.38713,2.60376,7.65635,4.43265,7.6369,1.73872,1.10596,0.956248,3.02059,2.95207
"hsa-miR-4665",6.45868,3.48968,7.21173,2.07581,6.06849,2.95679,5.1856,2.4037,2.90879,4.1687,2.21693,4.55088
"hsa-miR-4767",5.40027,4.28516,6.49471,1.73379,4.32545,3.25154,3.94421,2.88016,1.6484,7.49684,1.85775,6.31502
"hsa-miR-146b",2.12271,2.29409,3.72381,3.15229,1.61732,1.79694,1.35749,6.53092,7.72605,4.95816,7.58614,6.59098
"hsa-miR-30d",2.27078,5.10465,2.89157,5.63218,2.1099,5.14396,1.80034,5.06816,6.35348,2.10884,5.9621,4.94404
"hsa-miR-574",1.94761,4.17803,5.04329,2.93772,2.94798,3.95095,1.65763,4.24208,1.83259,9.04914,2.55371,8.62672
"hsa-miR-151",1.67151,0.954358,6.40121,1.05889,2.22194,1.25102,2.3943,7.88475,6.82934,4.42445,7.17926,6.51037
"hsa-miR-4521",1.11396,6.88054,0.966378,6.58733,0.797026,7.30247,0.896596,6.28186,8.19171,1.27224,7.0834,1.33269
"hsa-miR-99b",1.16225,5.18864,1.48317,5.47949,0.899951,4.05334,1.62558,5.38618,7.39661,3.15202,6.98905,5.87373
"hsa-miR-3162",3.99252,4.993,5.20786,4.8282,4.51186,4.33254,4.4792,4.16882,4.66996,1.48159,2.9715,2.8541
"hsa-miR-532",2.73202,4.98097,3.17393,6.34895,2.24794,5.43721,1.76815,4.99897,5.44195,2.24223,4.56805,4.30279
"hsa-miR-4726",7.95587,1.30919,7.12915,0.940864,9.87654,1.35532,8.66974,2.01289,0.869272,3.23533,0.883597,3.71119
"hsa-miR-877",5.07589,2.87032,6.76281,3.77411,4.83217,4.04324,4.92081,3.60518,2.31688,3.91261,2.40305,3.0187
"hsa-miR-4649",4.51596,3.91967,6.3008,2.7759,4.47796,3.42596,4.49137,2.99557,2.7574,5.59667,1.36516,4.85214
"hsa-miR-125b-1",2.04468,6.00608,1.77598,5.30497,2.73049,5.73937,1.98613,4.52511,5.62386,2.27212,4.79151,4.53064
"hsa-miR-4634",6.79616,4.85759,6.61335,1.78354,6.16823,1.54755,6.23063,3.35601,1.30638,3.52602,1.55074,3.41553
"hsa-miR-324",1.77975,3.41923,1.99517,3.9724,4.27918,3.60544,4.50211,4.67892,5.36887,3.05505,5.53393,4.58631
"hsa-let-7f-1",2.35802,5.61049,3.02442,4.09703,2.73432,6.29751,1.7601,6.46303,5.80684,0.699063,5.21431,2.48202
"hsa-miR-1280",4.39649,5.4146,4.24179,4.53377,1.82215,4.65316,3.23932,3.36031,4.60659,3.11774,4.5564,2.20878
"hsa-miR-494",4.82735,2.53535,4.92466,3.2882,2.02878,2.9273,3.52729,4.24836,5.22455,2.58078,4.68462,4.79175
"hsa-miR-3648",6.65466,4.4165,7.87444,2.36256,4.5671,1.95989,5.57712,2.23921,1.29339,1.89135,1.95058,4.10869
"hsa-miR-4669",1.21109,5.86091,3.55779,5.34967,1.7891,5.11024,1.91547,5.36791,6.29632,1.5535,4.78307,2.06485
"hsa-miR-19a",2.60055,5.3474,1.4355,3.85827,2.66683,5.84392,3.29817,5.33745,5.03993,1.2917,4.42555,3.55904
"hsa-miR-503",4.45328,4.47675,3.50273,4.17696,3.27117,4.67497,3.18542,4.86575,3.2793,2.18114,4.30824,1.87337
"hsa-miR-99a",1.93745,6.1217,1.09384,5.94102,1.50548,6.07134,1.40896,4.85253,4.78269,1.35621,5.224,3.19198
"hsa-miR-671",2.28438,5.47273,3.46094,5.16818,2.05376,4.83216,3.05452,3.94874,3.14749,1.59211,4.03332,4.35334
"hsa-miR-4485",4.28836,3.72725,3.33854,3.99068,2.77744,2.96747,0.951723,3.34719,4.18145,4.03601,3.19283,6.5869
"hsa-miR-339",1.31315,4.35132,2.15397,5.93325,1.32812,5.26444,1.50219,4.90155,5.33856,1.34338,5.73538,3.89472
"hsa-miR-1263",4.63284,4.59071,5.51595,1.58627,7.24,4.10333,7.37214,1.34338,1.67041,0.852264,1.27021,1.40745
"hsa-miR-4436b",5.91665,1.94352,6.31933,2.90624,2.82864,1.80492,3.44502,2.89562,1.26947,5.78939,1.32354,5.08677
"hsa-miR-145",2.83821,5.5558,1.38852,5.34111,2.10841,5.99843,2.71689,1.12322,2.70784,3.44986,3.56842,4.64666
"hsa-miR-30b",0.888281,4.44263,1.64177,3.62289,1.53862,4.91145,1.75209,4.76329,5.54633,2.88525,5.68018,3.56549
"hsa-miR-1224",4.86159,3.12283,5.69502,3.03467,5.28828,3.19896,4.62692,2.1173,1.92462,1.94763,1.67827,3.69138
"hsa-miR-130a",0.836854,1.05673,1.77055,1.42837,3.7293,1.68227,2.85191,1.37599,7.13155,5.29003,7.33442,6.64695
"hsa-miR-421",1.83261,3.75864,2.67111,4.78639,1.7178,5.19232,2.35141,2.52278,5.62609,1.71417,4.65068,4.17753
"hsa-miR-4720",3.97962,5.05365,5.13184,1.10476,7.59427,4.14926,7.64814,1.29954,1.00469,1.9551,1.00886,0.940078
"hsa-miR-1225",4.35301,3.83867,5.61014,1.84163,4.63072,1.93198,3.57041,3.69138,1.3095,5.28099,0.790943,3.9276
"hsa-miR-3197",6.37932,1.99989,7.66401,1.48063,5.39913,1.90962,4.23647,3.13614,1.56301,2.31542,1.17432,3.15525
"hsa-miR-939",2.75837,3.12642,5.39561,3.97568,3.00851,3.2047,2.43439,3.21656,1.5535,5.088,2.70784,3.82978
"hsa-miR-4529",3.33858,2.19677,3.93502,2.07909,6.61314,4.32864,4.95148,5.36546,0.965268,1.72679,2.72484,1.93715
"hsa-miR-3187",6.41092,2.62417,6.93441,1.59778,5.65122,0.859944,4.04094,2.26849,1.96107,2.51281,1.59299,3.69099
"hsa-miR-1184-1",3.93673,2.20928,3.63454,2.29984,6.14733,4.63256,4.54124,4.54429,2.16525,1.46909,2.21445,2.13253
"hsa-miR-1825",4.9385,2.74326,3.94207,2.11519,1.98248,2.96258,2.52579,2.53489,4.59707,5.84295,3.23769,2.37297
"hsa-miR-1290",7.21172,1.05003,6.87682,1.18429,7.32997,0.717231,7.52431,0.991503,1.50992,1.54527,0.871882,2.73043
"hsa-miR-3201",2.47105,2.57307,3.94227,2.65969,8.19799,2.14241,5.77235,4.35132,1.4536,1.51698,2.00423,2.3319
"hsa-miR-3609",1.34804,6.00214,0.917819,5.45364,0.895439,5.39763,1.45517,5.07765,5.64346,0.899035,4.61675,1.12695
"hsa-miR-628",4.06595,4.7585,5.94034,0.852551,6.65091,3.77081,7.53192,1.24674,0.644756,0.734625,1.32354,1.3072
"hsa-miR-548ac",2.74326,4.97631,5.6698,1.61866,6.51447,3.45215,6.82325,1.97463,1.35469,1.03245,1.55946,1.08026
"hsa-miR-182",3.38122,6.86254,1.17075,7.68717,3.0931,7.21524,2.97556,1.42895,0.607729,1.42895,1.4506,1.3447
"hsa-miR-424",1.70154,5.81044,2.12408,5.14424,2.06094,5.10856,1.9979,4.93817,2.32148,0.751853,4.16994,2.50202
"hsa-miR-4486",4.14451,2.07853,4.65529,2.01742,3.46114,3.3712,2.06921,2.10018,2.33171,6.12384,0.949975,5.32065
"hsa-miR-3679",2.7928,3.97774,4.47569,2.9343,3.19029,3.50779,4.34264,3.41359,2.19464,2.99069,2.74378,1.45923
"hsa-miR-4701",1.0989,3.29224,2.44544,4.35228,1.53754,4.34408,1.13169,2.64235,1.73259,6.49704,1.71589,6.85038
"hsa-miR-1909",3.95186,1.49866,5.75464,3.23869,4.04453,2.22175,3.0996,2.10685,1.85987,3.67039,1.29543,4.52331
"hsa-miR-320e",1.93927,3.28753,3.31562,1.42837,2.88307,4.63842,3.7196,4.59071,4.542,1.46492,2.04179,3.36135
"hsa-miR-3921",4.20038,3.28879,4.24377,3.55054,4.48904,3.55496,5.50856,2.21715,1.69379,1.99021,1.54267,0.916835
"hsa-miR-4728",2.73541,4.4121,3.74479,2.50202,3.01637,4.03072,3.77145,3.27096,3.51239,1.07116,2.23651,2.78824
