"","GSM3467238","GSM3467239","GSM3467240","GSM3467241","GSM3467242","GSM3467243","GSM3467244","GSM3467245","GSM3467246","GSM3467247","GSM3467248","GSM3467249","GSM3467250","GSM3467251","GSM3467252","GSM3467253","GSM3467254","GSM3467255","GSM3467256","GSM3467257","GSM3467258","GSM3467259","GSM3467260","GSM3467261","GSM3467262","GSM3467263","GSM3467264","GSM3467265","GSM3467266","GSM3467267","GSM3467268","GSM3467269","GSM3467270","GSM3467271","GSM3467272","GSM3467273","GSM3467274","GSM3467275"
"hsa-miR-5699-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-5699-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-5701",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-5703",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-5708",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6076",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6090",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6125",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.585,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6126",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6128",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6129",-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-6130",0.678,1.536,1.485,1.433,1.263,-3.322,0.848,-3.322,-0.515,-3.322,-3.322,-3.322,1.678,-3.322,-3.322,-3.322,-3.322,0.585,-0.737,-3.322,-3.322,-3.322,1.263,-3.322,-0.737,2.17,-0.737,-0.322,-3.322,-3.322,1.585,-3.322,-0.737,-3.322,0.848,0.678,0.138,-1
"hsa-miR-6131",-3.322,-3.322,0.926,-3.322,2.233,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.152,-3.322,-3.322,-3.322,-3.322,-3.322,-1.737,0.485,-1.322,-3.322,-1.322,-2.322
"hsa-miR-6132",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6134",-1,0.585,-3.322,-0.322,1.263,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.585,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322,-3.322,-3.322
"hsa-miR-6499-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-548ay-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-548ay-3p",-1,3.138,-0.152,-1.322,-3.322,-3.322,-3.322,3.644,-3.322,-3.322,2.485,1.585,-3.322,-3.322,-3.322,-3.322,-3.322,2,1.536,-3.322,-3.322,-3.322,-3.322,2.036,-3.322,0.379,0.263,0.926,1.485,-3.322,-3.322,-3.322,1,0.485,-3.322,-0.322,0.766,0.379
"hsa-miR-6500-3p",-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.737
"hsa-miR-548az-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.737,-3.322,-2.322,-3.322,-3.322,-3.322
"hsa-miR-6501-5p",0.678,1.536,1.888,2.655,2.828,-3.322,3.154,3.053,1.722,-3.322,-0.322,2.609,-3.322,-3.322,1.585,-3.322,-3.322,0,0.263,2.511,1.848,3.018,-3.322,-3.322,0.138,-3.322,-3.322,0.926,3.392,1.632,0.585,-3.322,-0.737,-3.322,0,-3.322,-0.515,1.263
"hsa-miR-6501-3p",-1,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,0.926,1.848,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.585,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-6503-5p",-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,0.848,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-1.737,-0.515,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6503-3p",-3.322,2.868,-3.322,1.807,1.263,3.485,-3.322,-3.322,-3.322,-3.322,1.678,2.609,-3.322,-3.322,1.766,-3.322,2.104,0,1.263,0.926,1.848,-0.322,-3.322,-3.322,-3.322,-1.322,-3.322,0.926,-3.322,-3.322,-3.322,-3.322,-1.322,1.848,-3.322,-0.322,-2.322,0.138
"hsa-miR-6504-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,2.379,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6505-5p",0.678,-3.322,1.888,1.202,-3.322,-3.322,1.585,-3.322,-3.322,-3.322,0.678,-3.322,0.678,-3.322,2.293,-3.322,-3.322,0.585,-3.322,-3.322,-3.322,1.678,1.263,-3.322,0.138,1.433,-0.737,-1.322,-3.322,-3.322,-3.322,-3.322,0.379,-3.322,-0.737,1.263,-0.515,2.202
"hsa-miR-6505-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1,-3.322,-3.322,-3.322,-3.322,-0.737
"hsa-miR-6506-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,2.907,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6508-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6508-3p",-3.322,-3.322,-0.152,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.678,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6509-5p",-3.322,-3.322,-3.322,1,-3.322,-3.322,0.263,-3.322,1,-3.322,1.263,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-1,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-1.737,-3.322,0,1.678,-0.152,-0.737
"hsa-miR-6509-3p",-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6510-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6510-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6511a-5p",1.433,-3.322,0.926,0.263,1.263,-3.322,0.263,-3.322,-3.322,-3.322,-0.322,1.585,-3.322,4.446,2.17,-3.322,-3.322,0,-3.322,0.926,-3.322,2.293,-3.322,-3.322,-3.322,-1.322,-0.737,-0.322,3.655,-3.322,-3.322,-3.322,-0.322,0.485,0.263,-0.322,0.138,0
"hsa-miR-6511a-3p",2.585,3.138,1.888,0.678,2.233,-3.322,0.848,-3.322,1.722,-3.322,3.498,-3.322,2.263,-3.322,1.766,-3.322,2.104,2.807,2.233,-3.322,1.263,1.678,2.868,-3.322,3.307,3.597,2.907,3.278,1.485,1.632,2.585,3.485,3.916,3.858,2.17,3.689,3.379,3.35
"hsa-miR-6512-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6513-5p",1.926,-3.322,-0.152,0.678,-3.322,-3.322,-0.737,-3.322,2.233,-3.322,-3.322,-3.322,-3.322,-3.322,2.036,-3.322,2.104,0.585,-3.322,-3.322,-3.322,2.511,1.263,-3.322,-0.737,1.433,-3.322,0.263,2.07,0,-3.322,2.485,2.233,1.138,1,0.678,1.485,0.379
"hsa-miR-6513-3p",2.828,0.585,2.485,1.807,3.248,-3.322,-0.737,-3.322,2.585,3.787,3.689,1.585,0.678,-3.322,1.585,-3.322,-3.322,1.585,2.828,3.733,3.573,1.678,4.079,3.053,2.138,2.926,1.433,1.632,2.485,0,3.406,2.485,3.202,1.848,2.511,3.263,3.379,2.722
"hsa-miR-6514-5p",2.459,-3.322,2.888,2.744,1.263,-3.322,3.42,-3.322,2,5.375,3.018,4.186,2.263,3.446,1.585,-3.322,3.678,3,3.036,3.248,3.573,2.511,-3.322,2.036,2.609,2.293,3.263,1.632,2.945,3.858,4.684,2.485,1.766,2.536,2.17,1.263,0.766,2.536
"hsa-miR-6514-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.722,-3.322,-3.322,-3.322,0.678,-3.322,-1.322,-3.322,2.104,-3.322,-3.322,1.926,0.263,-0.322,-3.322,-3.322,-3.322,-0.152,-3.322,-0.322,-0.515,2.036,3.186,-3.322,-1.322,-0.515,-0.737,-3.322,0.379,-0.322
"hsa-miR-6515-5p",2.138,0.585,-0.152,2.233,3.248,5.489,1.263,2.07,1,-3.322,2.7,3.186,-3.322,3.446,2.036,4.096,5.263,2.322,3.233,2.511,3.945,3.511,2.868,-3.322,2.459,1.433,2.433,0.926,3.392,4.217,3.597,1.485,1.888,2.104,2.848,2,1.888,2.485
"hsa-miR-6515-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.152,-3.322,-3.322,-3.322,-0.515,-3.322
"hsa-miR-6715a-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6715b-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6716-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6716-3p",-3.322,-3.322,-0.152,-1.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-1,-3.322,-3.322,-3.322,0.678,-3.322,-3.322,2.322,-1.322,1.263,0.926,-3.322,-3.322,-3.322,-3.322,0.485,-3.322,-0.737,-0.322,-2.322,0.926
"hsa-miR-6717-5p",-3.322,0.585,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,1.585,-3.322,-3.322,-3.322,-3.322,-3.322,-1,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.737,-3.322,0.485,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6511b-5p",0.138,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322,-3.322,-2.322
"hsa-miR-6511b-3p",0.678,-3.322,-3.322,-0.322,-3.322,-3.322,1.263,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322,-3.322,1.766,-3.322,-3.322,0.585,1.807,0.926,-3.322,0.678,-3.322,-3.322,0.766,0.848,-3.322,1.433,-3.322,-3.322,-3.322,-3.322,1.678,1.536,0.485,0.678,1.138,1.585
"hsa-miR-6718-5p",-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322
"hsa-miR-6720-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-3.322
"hsa-miR-6721-5p",1.433,-3.322,-0.152,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,1.585,-3.322,-3.322,-3.322,-3.322,2.104,0.585,0.263,0.926,2.233,-0.322,-3.322,-3.322,0.138,0.848,1.433,-1.322,0.485,2.848,2.17,-3.322,0.926,-0.515,-1.322,1.678,-0.515,0.678
"hsa-miR-6722-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-2.322,-3.322
"hsa-miR-892c-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6726-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,2,-3.322,-3.322,1.585,-3.322,-3.322,-3.322,-3.322,-3.322,-1,-3.322,-3.322,-3.322,-0.322,2.263,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,0.485,-3.322,-3.322,-3.322
"hsa-miR-6726-3p",-1,-3.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,2.406,-3.322,1.263,-3.322,-3.322,-3.322,1.202,-3.322,2.104,0,-3.322,0.926,1.263,0.678,-3.322,-3.322,-3.322,1.138,0.848,2.104,1.485,-3.322,3.186,-3.322,0.585,-3.322,0.485,1.678,0.379,-3.322
"hsa-miR-6727-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.722,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.907,-3.322,-3.322,-3.322,1,-3.322,-1.322,-1.737
"hsa-miR-6727-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6728-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6728-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6729-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.07,-3.322,5.789,-3.322,1.585,-3.322,-3.322,-3.322,-3.322,2.104,-3.322,0.848,-3.322,2.828,2.293,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.515,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322
"hsa-miR-6729-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,1.485,0.138,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6730-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,2.585,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.152,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.322,-3.322,-1.322,0.678
"hsa-miR-6730-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6731-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.737,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6731-3p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-1.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6732-5p",-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,0.263,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322
"hsa-miR-6732-3p",-1,-3.322,-3.322,-3.322,1.263,-3.322,-3.322,-3.322,-3.322,-3.322,2.263,-3.322,0.678,-3.322,-3.322,-3.322,-3.322,-3.322,2.036,-3.322,-3.322,-3.322,-3.322,-3.322,-3.322,-0.152,-1.737,-0.322,-0.515,-3.322,-3.322,1.485,0,0.485,0.263,-3.322,-1.322,-0.322
