"","GSM4067079","GSM4067080","GSM4067081","GSM4067082","GSM4067083","GSM4067084","GSM4067085","GSM4067086","GSM4067087","GSM4067088","GSM4067089","GSM4067090","GSM4067091","GSM4067092","GSM4067093","GSM4067094","GSM4067095","GSM4067096","GSM4067097","GSM4067098","GSM4067099","GSM4067100","GSM4067101","GSM4067102","GSM4067103","GSM4067104","GSM4067105","GSM4067106","GSM4067107","GSM4067108","GSM4067109","GSM4067110","GSM4067111","GSM4067112","GSM4067113","GSM4067114","GSM4067115","GSM4067116","GSM4067117","GSM4067118","GSM4067119","GSM4067120","GSM4067121","GSM4067122","GSM4067123","GSM4067124","GSM4067125","GSM4067126","GSM4067127","GSM4067128","GSM4067129","GSM4067130","GSM4067131","GSM4067132","GSM4067133","GSM4067134","GSM4067135","GSM4067136","GSM4067137","GSM4067138","GSM4067139","GSM4067140","GSM4067141","GSM4067142","GSM4067143","GSM4067144","GSM4067145","GSM4067146","GSM4067147","GSM4067148","GSM4067149","GSM4067150","GSM4067151","GSM4067152","GSM4067153","GSM4067154","GSM4067155","GSM4067156"
"hsa-miR-494",29.0200000027936,28.0500000051282,29.2900000021265,18.2000042919281,17.1300105531615,26.8500000125161,27.0700000100393,17.400008009802,30.6000000010709,30.7600000005402,18.3200050028707,1,31.1500000008563,18.0000064753387,30.1700000006492,29.4700000020089,30.7200000006348,30.8400000004745,18.0800050023398,30.1700000006492,0.000393477476808554,30.6600000004498,30.3600000008186,28.2500000045456,28.9700000027525,28.9900000026365,29.0000000026872,30.0300000010752,30.4700000012328,17.0700110731944,30.6700000006324,16.9100111836584,18.4100038311553,30.2800000012595,30.3500000012899,30.4400000009905,18.0200064867649,30.4900000013562,28.0700000049194,29.0900000026274,29.0500000025325,16.5200154428357,17.4700079497077,17.8900051542881,16.9800108731894,1,29.9300000019303,27.7400000067457,18.5800057104008,28.5900000034498,17.3500087243734,1,18.0100045154541,30.4200000009481,15.4100331402189,15.1300379168943,27.9700000054962,29.300000002191,1,16.840012176097,16.8500122197533,29.7900000016157,0.000155444901446612,29.5900000018431,29.1800000023985,29.0000000026872,17.0900096312193,17.2900093376238,16.8700108445346,30.0900000011125,16.0700206707511,15.3700339796525,17.1400098496017,18.6200045530629,16.9300113717514,15.9400226165029,29.6900000017294,27.3200000088985
"hsa-miR-140-3p",29.0200000027936,28.0500000051282,14.7300529000168,15.8400245136414,14.3400696416331,26.8500000125161,27.0700000100393,29.8300000014741,15.6500281319822,15.3200352878915,14.5200614025671,2.98634782606059e-05,16.8700119719161,14.9500455846535,15.8700240936212,14.8000505457795,15.160039515944,15.5600297898511,14.4900626933268,30.1700000006492,7.458540559782e-05,30.6600000004498,30.3600000008186,28.2500000045456,28.9700000027525,28.9900000026365,29.0000000026872,30.0300000010752,15.5200307776463,10.3211281602458,14.9300462651771,29.780000001496,16.3700167748875,30.2800000012595,15.1000410321458,30.4400000009905,29.8600000015617,30.4900000013562,28.0700000049194,29.0900000026274,29.0500000025325,14.4700634120005,15.2000384167584,16.9400113761761,15.0800417031087,3.11618763360838e-05,13.9100936871034,27.7400000067457,29.2700000023421,28.5900000034498,13.8500977117424,1,14.620057242764,15.1000409171274,12.6202291461673,26.5200000149743,27.9700000054962,29.300000002191,8.98771014046844e-05,29.8000000015159,14.7800513542704,29.7900000016157,6.3621448460563e-05,15.4800311933504,14.8800478504808,29.0000000026872,14.8900475158561,15.75002603734,12.9901773192052,15.5400302830528,15.4800317122968,15.3000357944298,15.2300374204568,15.2600366530661,14.9200467611109,15.6100283471187,29.6900000017294,11.7004334531549
"hsa-miR-215",16.4900166464483,28.0500000051282,16.9500111191887,19.2500009498368,18.0500059023416,26.8500000125161,15.5700293462245,18.3900019476289,19.0300047227037,18.5700031451997,29.9000000011738,1,18.5500026103048,16.8200121810587,17.6200059610801,29.4700000020089,18.610003232365,17.6000075420852,18.1300050788842,30.1700000006492,0.00080337616809182,18.0100061228311,20.630006350758,28.2500000045456,28.9700000027525,18.2300083528213,29.0000000026872,30.0300000010752,18.290005245982,16.8400106401069,19.1400010296302,29.780000001496,30.9100000008144,30.2800000012595,18.7000018010012,30.4400000009905,29.8600000015617,30.4900000013562,28.0700000049194,29.0900000026274,17.450006909034,18.110004600031,16.5700150589944,30.4500000010378,30.6900000010632,0.000200885625890407,18.5900033810313,27.7400000067457,17.2400078249018,16.9900099344828,17.6200077493888,0.000498029017136795,16.5500151099096,15.2100380024343,14.9100469036782,15.7700223489425,27.9700000054962,19.0199975639474,0.000354627117354932,29.8000000015159,17.5300077111599,16.0300210612343,0.000442677872918407,18.3300022527936,29.1800000023985,16.6400148061454,30.3900000014186,17.9400048278266,15.3500343872604,16.4400157622292,18.7700052562066,18.4800040347341,17.5800064544501,18.5100030141297,16.8200121236994,17.6000083016694,17.7400048415207,27.3200000088985
"hsa-miR-203",29.0200000027936,17.1100123404047,29.2900000021265,30.9600000008881,16.8000126583038,15.8400280706086,27.0700000100393,29.8300000014741,16.3300171805736,18.2000040059046,17.4300077583117,0.000150149328840043,19.6099997273129,19.1700003810129,18.560003206278,17.8700048733724,18.4500036961118,18.1200045537129,18.3400053198371,19.0300037667571,0.000206532979509816,30.6600000004498,30.3600000008186,28.2500000045456,18.0800069938469,28.9900000026365,29.0000000026872,18.2200035334428,30.4700000012328,16.3900164882278,17.1200101303838,15.9500226401299,18.3900043709322,17.2400090579348,30.3500000012899,16.5700152605164,29.8600000015617,18.6800022438417,28.0700000049194,17.4900066886058,15.8700248336393,16.5700141184099,16.4400162326482,30.4500000010378,17.7400066643788,0.000230755043444157,17.0000110960028,27.7400000067457,18.36000623062,28.5900000034498,18.5700051026025,0.000714100111506945,17.280008693591,17.1800099964358,16.6900138285878,26.5200000149743,27.9700000054962,17.4100100714944,0.000494590815158868,29.8000000015159,30.6200000005101,17.0800112022958,1,18.720000882187,18.1000070991651,16.6800142843421,18.2300040991527,17.0900097573814,16.5800138174616,15.8700237173488,17.9300067495564,14.7700516798471,16.2700179938988,17.6700069324323,29.3900000020338,17.5200084160727,17.9700051089147,27.3200000088985
"hsa-miR-138",3.55800672147787,4.74483491148303,3.66819667313517,7.4980038431054,4.47631532336522,17.7500065455045,1.36130212181562,3.8069462939882,20.1400012501364,5.6686447203021,6.86245217119404,3.78838497965987,2.93254463815086,4.16287747807077,2.32993333848438,5.32641054265923,6.96162144273515,5.5511026450473,5.63924030877974,4.2859211036367,6.81288875904924,5.54131717831079,2.79453904052592,12.7802055057678,0.960553684816991,5.17062372979299,4.25747363995002,1.45475488162354,4.75446416562339,19.7100016839414,6.14059521718295,19.1200025381655,6.40710101900727,5.91412512413711,5.36542699172227,4.64869248051107,18.8100031377516,17.9900055465691,14.6600555205122,7.71687352323492,19.9600014086882,19.5100019343504,6.39721908520484,6.18003627140875,6.60489822310581,6.07161150891958,21.6400004400729,5.51197007974677,2.02635768282387,2.25038320665319,5.4728558879217,4.31439906492309,7.31906318779181,8.32450731807246,7.99566366255195,17.0300107658778,3.01983419693108,2.73484052917564,19.1400024987552,19.4300020475056,21.1000006415377,20.3700010627661,6.55542128900675,4.31439831514687,19.0800025917015,3.91869687850677,5.69806090853753,4.61030829055181,6.02236786629719,5.64904102592827,5.61964503106582,7.05092170913411,6.76334155345801,4.70634766346417,17.3600085826249,17.9500056803645,4.67750868539021,8.44414934682462
"hsa-miR-125a-5p",7.97574259040027,5.580469305673,7.76663957082441,8.80323330719709,6.47629519213375,18.1800048422227,6.00267745569825,7.10055018599806,6.16031378021971,8.31453879385501,6.45652183474311,7.53778479199743,7.15019288302259,7.03107320629942,6.85253799607768,6.04206263130422,6.25896213447536,7.25944711225503,7.0707714862609,6.52574329536924,5.37518566628142,8.15507088757367,19.8100015682216,15.8800239738662,16.7200133401869,18.270004576968,19.6800017210264,19.0200027199689,6.85253843926093,7.44828526660206,7.27931743649491,7.74673336574233,7.00130493370574,7.88611065830639,6.82280024694645,7.84628317215284,19.7200016630078,6.86245275764492,16.250018557674,4.82193029800628,18.520003820534,5.97315008787217,6.98146237774916,6.9120300686353,7.17998344858088,5.8060194312135,6.48618341504173,16.3900167637342,17.5000077826567,15.7800255260587,6.35769984759726,17.7700064477269,6.42686683546013,7.14026288292834,6.18003595404378,17.1500099214889,5.96330794714816,16.5900146123638,6.18003587485176,6.25896111457535,5.90429192823959,6.89219668738897,6.545527550093,17.4100083086614,6.07161164255616,7.22964349157645,5.06379220946872,7.13033412471003,5.8747977445309,8.98285544314703,7.6472147156109,6.23922505157896,6.00267791785462,6.74352715292294,7.2892524395851,7.01122673650029,7.80645867020599,5.23872368642415
"hsa-miR-206",5.75693113783953,4.70634845204565,4.77372933169346,6.55542289039396,6.08146353832513,5.160899409771,0.00061312184996226,16.7200133401869,5.0929041745967,6.59500359656049,4.12514000650772,3.29502349738913,2.45131656776539,4.42859963434389,3.19662229617106,4.91850974227035,6.17017397469489,3.74206257299287,7.32900320608328,5.41423533736757,3.40324453635281,3.82552688468369,7.32900015714545,16.1300200763933,15.6900271721623,16.4300163449032,6.09131809581786,5.06379406984319,3.94673132326218,16.0600211991768,3.77911075993597,17.8300062176164,5.04439451762967,6.04206340811626,4.55281428949159,4.72558763707809,17.5900073000703,4.44767598742807,2.86327857610109,5.6196447443924,7.10055244718265,5.4630830879584,6.61479557430962,5.40447044489423,4.7255864636044,18.070005241147,18.6600034853951,16.4900156840532,3.85343331255516,15.170039272891,5.35567064419565,18.0600052559664,5.14146312906133,7.43834308966452,19.9700014076325,15.6900271721623,2.65872537300826,17.090010356134,4.80264288040693,18.6800034213777,6.70390526039356,18.5000038911493,6.76334105279295,6.14059702630114,4.47631556447357,5.74711397175384,5.53153264516315,5.76674394987062,4.75446401810461,17.5100077506178,6.36757700562676,5.76674408236017,6.04206211875693,4.53367261576737,3.50319794021087,3.81623474863629,4.39048085009421,19.1300025245496
"hsa-miR-152",16.8700109517322,14.210076199892,14.3900669628171,16.1000204270702,14.9500457286824,14.5500594323582,14.0000878965821,14.4700635645682,15.4700316254374,15.0800415281728,14.4900625886266,3.80866463380832e-05,15.8600241352966,15.4100330537355,14.9800444651012,14.6200570571358,15.5900290879633,15.5700296899502,14.320070539173,16.1000203833216,4.91950621231644e-05,15.8800240365438,16.6000140239543,17.5600094948596,16.8100119622452,16.5800139560359,15.8900233846076,15.6400279520969,15.5900291985238,13.9600906167023,15.2200377073831,17.370007746839,16.1800195842919,15.1500395185844,15.2600368552788,15.5400300477753,16.1200203064864,15.5400303551198,18.2299978802807,16.0200215549362,15.0000440704728,14.7000540632168,14.8800479193772,16.3600172407142,14.3600685820237,4.89065329251313e-05,15.0300428886304,15.2600367813793,15.3500344017683,17.4400070205872,14.9800447789259,3.75095834407589e-05,14.5600598028247,14.5100619006805,14.2500740202163,15.2600346412321,14.8200503719008,15.7300261989532,5.5398425927157e-05,16.5600152125699,15.8100249249115,14.7100537101815,8.05001373485713e-05,15.5000312205168,14.7500526786616,14.6900546481571,15.4900311158406,16.2500181857866,13.1201620502533,15.5500298123406,14.3900672504089,14.0800832931027,14.4800632300526,14.9600452819765,14.8900472041628,14.9300459107081,15.010043599293,14.2700730678764
"hsa-miR-148a",16.2700189755359,13.9900885828306,14.2000767426782,14.2000766752241,14.9100467776245,15.6500306529328,12.4502579874098,15.830024766504,14.6700554312854,13.9800892672362,14.2300750492681,1.73122366173127e-05,15.6800273868425,13.7601039951728,14.6400565617145,12.8102009534667,13.2401491270592,14.4700634876486,14.9900442821097,15.4900312239914,0.000104014562768032,15.9400229722008,16.9400118064591,15.840023825219,15.6000296450954,15.9400229919362,15.1400403277958,14.4900627397209,14.6700553859057,13.6601112878142,14.3800677214942,15.2800359490697,14.4800631271494,15.3500346318213,14.6600558453949,14.8100502158259,16.5300157451459,16.7000133478079,17.3000058492631,13.9700898202232,13.0401712608638,14.2600735828855,14.9200464479208,15.6100289214453,14.6300568158476,3.15946754349025e-05,12.6602229287279,11.9903545607049,14.4300654334085,16.7900107519742,13.7301061546782,1.22917093857034e-05,13.3101420682193,13.8500976511705,11.8803827241019,13.5001238393943,16.4200152532594,14.5200615198498,3.40472012096035e-05,17.4000095171313,14.200076657594,14.2700728882419,3.62111910777662e-05,13.5601194655745,13.2601471516125,14.6600554514119,14.1000822143033,15.7400264494243,12.4502577863301,14.7900509300706,14.1700783234749,13.8800956714188,13.6301138077769,14.3200705109591,15.2900357148861,14.6000581001818,15.4300327604285,13.2201508996737
"hsa-miR-574-3p",11.7004335840731,11.2206046558537,12.320282094505,13.8101004447737,12.8002022980148,11.3505525880078,11.9803571814185,13.0001760736014,12.8401967729322,13.0501700823465,12.2003066078418,6.05930644721308e-06,13.8800957221325,12.7002167748373,12.8701927078279,11.8104017421758,12.5002490418435,12.6902183068298,12.0003521873401,13.830099135254,7.51642158289832e-06,13.8600970677416,14.9200465563506,14.2300752609795,14.9300459532259,13.7701032769568,12.6802198421569,14.5300609817336,12.8501954205225,11.5704744600928,12.7802051119906,13.5001244495327,13.0801665749461,12.700216806271,12.7502094295869,13.2501480998783,14.5600597317513,14.2600735556794,14.8500484786281,11.7504187876891,12.6902183022456,12.0503402089493,13.2001533315243,13.8001011018285,12.5002490532982,5.03499690679078e-06,10.800808953893,12.6802197450007,16.0700204996289,15.2100383982838,12.2003065943531,8.05001373485713e-05,10.8907600486971,10.9807140972347,9.81160630960077,11.9803568340099,14.0800831889771,16.060021397674,8.06464273791351e-06,14.1300804378169,12.9301848353434,11.5804711557074,7.01148086082907e-06,14.0500850971673,12.5902339885033,12.3402783092437,12.3702725377414,13.2601470351469,10.2611760577777,12.7502094013178,12.2702920909181,12.1603152288761,11.3705449712338,12.7802051091193,12.0303449241216,12.2203023710669,12.6702213227545,9.48201887411332
