"","GSM1223778","GSM1223780","GSM1223782","GSM1223784","GSM1223786","GSM1223788","GSM1223790","GSM1223792","GSM1223794","GSM1223796","GSM1223798","GSM1223800"
"hsa-miR-548d-1",8.03004,8.02193,8.04909,7.14861,8.16278,7.47996,8.90844,8.31359,7.62564,7.59836,8.59128,7.95882
"hsa-miR-582",7.95887,8.39738,8.18123,8.22599,7.77264,7.4,7.19806,8.29364,8.60806,8.42518,7.39543,7.83746
"hsa-miR-3201",7.09739,7.74779,7.40397,8.75438,7.40893,8.93767,8.2482,7.10497,7.65981,8.27463,7.63975,8.00191
"hsa-miR-3935",8.91393,8.82997,9.20209,7.74948,7.43143,6.66656,6.92004,8.42084,7.98818,7.09102,7.2478,7.55033
"hsa-miR-129-1",7.69421,8.06411,8.08999,8.16945,7.23761,7.45473,7.61697,7.85402,7.99542,8.16493,7.56268,7.53762
"hsa-miR-4760",7.7748,7.93537,8.03079,7.88589,7.77489,7.44418,7.33203,7.84963,8.20943,8.2087,7.41106,7.54021
"hsa-miR-4731",8.175,7.82183,8.13385,7.65121,7.54508,7.63157,7.31608,8.33737,7.92376,7.48191,7.73094,7.50537
"hsa-miR-4319",8.43506,7.80758,7.74664,7.74764,8.05026,7.08145,6.81161,7.9254,8.15742,7.76977,7.31239,7.78551
"hsa-miR-19b-1",7.62016,8.07056,7.93326,7.75668,7.03319,7.28968,7.2467,7.96749,8.05289,8.061,7.60209,7.34437
"hsa-miR-7-2",7.9049,7.24452,7.42274,6.73783,7.83503,8.13707,8.70148,7.66828,6.98704,7.17566,8.25293,7.79951
"hsa-miR-1260b",8.47037,7.94255,8.39096,7.1982,7.5419,7.28302,7.43075,8.02431,7.48422,7.09976,7.37943,7.5874
"hsa-miR-411",7.79086,7.55215,7.41023,7.6399,8.03523,7.37009,7.40208,7.76543,7.58536,7.46179,7.23177,7.50203
"hsa-miR-4694",7.73693,7.86583,7.73148,7.64218,7.51728,6.61459,7.17859,7.79336,7.93709,7.81928,7.48851,7.36935
"hsa-miR-4764",8.52373,8.16323,8.21515,6.98733,7.58194,6.92929,7.3121,7.7576,7.2473,6.73039,7.02376,8.18631
"hsa-miR-4758",8.22102,8.6163,8.63544,7.15936,7.79723,6.51543,6.30025,7.93522,7.8835,6.55395,7.08507,7.01556
"hsa-miR-187",7.7404,7.40916,7.63151,6.54176,7.39848,7.31432,7.7452,7.89853,7.03585,6.9001,7.43475,6.98501
"hsa-miR-1281",6.45791,7.31542,7.63318,8.67059,7.36821,7.53756,6.50562,6.68882,7.54703,7.59155,6.89832,7.21162
"hsa-miR-606",6.59928,7.48867,7.53729,7.23074,6.59478,7.33436,7.67342,7.15497,7.4739,7.8327,7.36797,7.09027
"hsa-miR-635",7.42945,7.76149,7.80937,7.36484,6.68262,6.74972,6.98222,7.31793,7.57451,7.66101,6.84181,7.03141
"hsa-miR-24-2",7.52837,7.6835,7.66485,7.64046,6.8977,6.56765,6.10002,7.50699,7.91146,7.62549,7.03746,6.98346
"hsa-miR-889",7.43889,7.81831,7.87123,7.11917,6.83225,6.34764,7.09273,7.537,7.5272,7.38244,6.72794,7.44203
"hsa-miR-548z",7.17655,7.3632,7.03782,6.54136,6.80535,7.78488,8.3722,7.37773,6.65331,7.06596,7.64888,6.80732
"hsa-miR-196a-2",6.81051,7.4847,7.73989,6.91951,6.84352,6.80937,7.45242,7.53371,7.42191,7.38958,7.37291,6.73804
"hsa-miR-744",7.6795,7.38517,7.57974,7.33095,7.19667,6.64528,6.75662,7.42406,7.24543,6.74356,6.91654,7.17659
"hsa-miR-455",6.52609,6.53824,6.04537,7.11953,6.80759,8.28472,7.48782,6.58918,6.91869,6.99122,7.99223,8.52378
"hsa-miR-7-1",7.00535,6.86651,6.87517,6.47463,7.23931,7.24187,8.17042,7.13415,6.43117,7.07207,7.8246,7.09559
"hsa-miR-570",7.12995,7.05799,7.11735,6.6822,6.81376,7.43327,8.16484,7.28395,6.52212,6.91098,7.32272,6.90518
"hsa-miR-4687",7.5622,7.38209,7.13116,7.59052,6.84531,6.39612,6.11325,7.50797,7.75092,7.13415,6.85562,6.85587
"hsa-miR-3065",6.5561,6.83267,7.45275,5.77169,6.72581,6.82169,8.4258,7.14317,6.65563,7.17743,8.1066,7.00303
"hsa-miR-3941",6.81824,6.93139,7.45525,5.88907,6.61054,6.81229,7.72357,7.15254,6.87663,6.94203,7.48893,7.08674
"hsa-miR-4653",7.42976,7.5125,7.4633,7.28031,7.03509,5.66383,5.61806,7.46652,7.67813,7.30011,6.17873,6.86931
"hsa-miR-191",6.91661,7.126,7.25167,6.45946,5.97879,7.33312,7.14041,7.02923,6.83144,6.87059,6.92779,6.87721
"hsa-miR-634",7.52395,6.58826,6.95079,6.21369,6.95092,6.64828,7.34751,7.46689,6.82299,6.22087,6.78483,6.98444
"hsa-miR-3148",6.15688,6.37784,6.96974,6.96704,7.49364,5.71386,7.5148,6.81735,6.44687,6.82259,7.71454,7.195
"hsa-miR-122",6.72699,6.97367,6.84,7.07719,6.1822,6.69682,7.33259,6.71178,6.65229,7.38554,6.7715,6.83845
"hsa-miR-3140",6.6346,7.32001,7.24898,5.88302,6.39823,6.79637,6.60833,7.02259,6.97999,7.33834,6.55475,7.16791
"hsa-miR-30b",6.71083,6.67264,6.54391,6.71681,6.36352,7.85807,7.33638,6.71159,6.19576,5.94602,7.04423,7.85321
"hsa-miR-451b",6.96699,6.78829,6.52863,6.16708,6.40751,6.54438,7.1204,6.75651,6.64049,6.83218,7.5907,6.89048
"hsa-miR-342",6.87301,6.8704,6.70624,6.13917,7.11693,6.91758,7.11385,7.023,6.48393,6.66211,6.82082,6.46921
"hsa-let-7b",6.84515,6.71673,6.89013,6.19028,6.87466,6.98976,7.53128,6.99495,6.25769,6.13678,7.1913,6.51176
"hsa-miR-4284",7.30752,6.96117,6.68613,6.59056,7.23892,5.43429,6.74336,6.78202,6.66977,6.16943,6.55901,7.0662
"hsa-miR-376a-1",6.83466,6.97167,7.1505,6.34127,6.5316,5.88639,6.41887,6.77028,7.27768,7.02346,5.86283,6.46921
"hsa-miR-548ac",6.44568,6.64022,6.53032,6.51171,5.59062,7.12183,7.26757,6.5722,6.2219,6.33568,7.4103,6.76034
"hsa-miR-4455",6.07137,5.92805,6.18159,7.09575,7.55534,6.07687,6.93754,6.93521,6.20924,4.72043,8.57451,7.08036
"hsa-miR-568",7.03307,7.01656,7.07297,6.81878,6.52837,5.21091,5.43262,6.80179,7.17098,6.73799,6.24162,6.54163
"hsa-miR-34b",6.64832,6.19215,6.14325,6.22907,6.68109,6.70769,7.47457,6.58476,6.28029,5.94584,6.61865,7.00153
"hsa-miR-495",6.58508,6.6939,6.93436,3.87972,6.45489,5.05695,8.13755,7.26841,6.23871,6.74104,7.57092,6.52289
"hsa-miR-19a",6.28261,7.24903,7.16057,7.138,5.50566,5.59412,4.8944,7.02254,7.14154,7.43344,6.24911,6.16943
"hsa-miR-1260",6.9343,6.47615,6.51549,6.21531,7.19417,5.80272,6.04289,6.81323,6.68262,6.08697,6.1207,6.65563
"hsa-miR-299",6.75264,6.60879,6.27838,6.67744,6.31762,5.74485,6.09149,6.66511,6.37168,6.20245,5.85892,6.50257
"hsa-miR-656",6.71018,6.70215,6.46343,6.32722,6.50676,5.37763,5.6908,6.65664,6.49063,6.29616,6.07285,6.75593
"hsa-miR-3162",6.66274,6.7693,6.65187,6.09627,6.44502,6.07098,5.49221,6.50828,6.878,5.62037,6.49718,5.89767
"hsa-miR-4254",6.57514,7.14506,7.16482,6.00613,6.56675,4.62807,5.16563,6.41336,6.44778,5.7863,6.02022,7.07937
"hsa-miR-30c-1",5.97485,6.31426,6.23791,5.12415,6.36444,6.81291,6.89778,6.01005,5.52351,5.71883,6.64934,7.14394
"hsa-miR-208b",6.19547,6.99757,7.14208,5.18579,5.94994,3.59338,6.62383,6.56887,6.64383,6.99035,6.39746,5.86335
"hsa-miR-1280",5.77367,6.28889,6.36002,7.44094,6.28381,5.82642,4.77472,6.36931,6.64612,6.3368,5.37628,6.2857
"hsa-miR-374a",6.39727,6.50825,7.04012,3.4041,6.3942,4.74271,7.06727,6.68873,6.10266,6.05041,7.02973,6.11238
"hsa-miR-548ae-1",5.67318,6.14926,6.02048,5.77139,5.1313,6.77185,7.0249,6.22955,5.92031,6.50075,6.49456,5.73489
"hsa-miR-3672",6.25916,7.34932,7.21442,6.54004,5.82793,3.28866,4.60251,6.71307,7.1908,7.30975,5.20832,5.90974
"hsa-miR-219-1",6.49009,6.963,7.05194,5.77561,5.63176,4.48306,4.37307,6.98022,6.94617,6.77057,6.14215,5.49309
"hsa-miR-758",7.13323,6.16845,6.22029,6.82981,7.18961,4.19198,3.98461,6.45352,6.82505,6.45904,5.08824,6.50302
"hsa-miR-374b",6.42865,6.22592,6.85623,4.57468,5.97978,5.55382,6.93831,6.25639,5.67517,5.41694,6.93904,6.17197
"hsa-miR-1825",5.02885,6.3151,6.39404,7.42679,5.74371,6.68059,5.12422,5.49831,6.37864,6.64595,5.56165,5.68178
"hsa-miR-1285-1",6.11524,6.72403,6.91468,5.2129,6.12223,4.53945,5.88124,6.64227,6.22132,6.18276,6.0953,5.60943
"hsa-miR-548a-1",4.86374,5.36223,5.47415,5.86138,4.19844,7.38855,6.68895,5.68702,5.45683,6.03428,7.18586,6.99453
"hsa-miR-377",6.32671,6.23767,6.57046,5.35737,5.31062,5.02626,5.98942,6.52728,5.65643,5.92036,5.99861,5.32077
"hsa-miR-3152",6.26275,7.07115,6.74806,6.44112,5.50441,3.28866,4.31582,6.52739,6.72314,6.59934,4.8744,5.74693
"hsa-miR-182",6.21836,6.04214,5.9416,5.89481,5.93796,4.55488,4.92888,6.01462,6.51425,6.29498,5.39871,6.19673
"hsa-miR-616",6.43481,5.66325,6.44231,3.55806,5.97414,5.71273,6.92361,6.53841,5.29842,5.43631,6.15323,5.71058
"hsa-miR-4275",5.97086,5.14392,5.68384,5.4476,5.7768,5.92569,6.84057,6.00728,5.13228,5.6029,5.97882,6.24063
"hsa-miR-4787",4.94264,5.63813,5.415,6.27277,5.58049,6.31545,6.04318,5.69212,5.93434,5.66572,6.39758,5.79545
"hsa-miR-566",6.86355,6.35967,6.59872,5.59164,6.62045,3.44695,3.54759,6.5945,6.68223,5.81336,5.27799,6.13829
"hsa-miR-885",6.40488,5.89246,5.59149,4.89385,6.52491,5.46595,5.79745,6.15408,5.65416,4.88221,6.30346,5.90667
"hsa-miR-5095",6.51392,6.3522,6.25043,6.19523,5.99132,4.13215,3.58521,6.45334,6.70121,5.84959,5.0427,6.21313
"hsa-miR-1229",6.13835,5.71215,5.59996,5.06111,6.12619,5.69173,5.69195,6.3125,5.8337,5.2973,6.01475,5.66722
"hsa-miR-3663",6.42318,5.88725,6.11754,5.15397,6.04846,4.40677,5.71817,6.22031,5.70002,5.5455,5.66098,5.79131
"hsa-miR-3545",6.28957,6.24265,6.07814,4.50424,6.54846,4.43912,4.72334,6.32312,6.27754,5.78821,5.61065,5.79943
"hsa-miR-140",6.12707,5.95122,6.12535,5.56414,6.35411,3.55867,4.89841,6.20999,6.13219,6.17287,5.1263,6.13821
"hsa-miR-2116",6.42931,6.17627,5.8733,5.27064,5.55279,4.84036,4.71336,5.55632,5.58321,5.36402,5.58681,5.67098
"hsa-miR-1228",5.88159,5.41895,5.43807,5.61331,5.38081,5.69388,4.934,5.82084,5.91286,5.13228,5.57002,5.45039
"hsa-miR-4313",6.40118,6.40364,6.57685,5.61374,5.56165,2.69974,3.86691,6.31929,6.11401,5.80351,5.06532,5.59322
"hsa-miR-4725",5.9888,5.66325,5.7388,5.67457,6.12181,4.22334,4.28798,5.71758,6.29013,5.04885,5.44017,5.21125
"hsa-miR-629",6.27695,5.47099,5.58681,3.82387,6.45666,4.78566,4.95677,6.0189,5.76927,5.15383,4.95551,6.04289
"hsa-miR-548x",5.40882,5.57684,5.61146,5.5478,3.74449,6.00652,6.61335,5.53427,5.24731,5.60447,5.65282,4.52162
"hsa-miR-3913-1",6.07252,6.17644,5.81072,5.08663,5.19218,3.16814,5.61039,5.76264,5.9883,5.67501,5.20725,5.2774
"hsa-miR-3134",4.50548,5.59514,5.51026,5.36633,5.29024,5.54827,4.51544,5.57278,5.82379,6.54719,5.11386,5.50908
"hsa-miR-3126",6.31261,5.74752,5.58321,5.17757,6.15392,4.62399,4.22914,5.65773,5.67266,5.61479,4.30451,5.70617
"hsa-miR-223",6.01244,5.92684,6.21391,5.09195,5.48866,3.44127,4.29506,5.74509,6.2797,5.72553,4.64733,5.53862
"hsa-miR-603",5.38265,5.43055,5.26447,5.4574,4.27783,5.67681,5.88024,5.64165,5.14069,5.58807,5.22712,5.25264
"hsa-miR-638",4.28489,4.70715,4.44136,6.32787,4.90005,6.59266,6.00239,5.19119,4.36036,5.59095,5.2732,5.96143
"hsa-miR-3681",6.0335,5.14924,5.22054,5.57351,6.1192,3.85236,4.10799,5.62206,5.58808,5.39054,4.78804,6.09179
"hsa-miR-379",6.23129,5.44068,5.55741,4.82665,6.29134,4.35852,3.08464,5.38531,5.90347,6.01774,4.34847,5.58287
"hsa-miR-3919",4.95393,6.03114,6.02968,2.11165,4.99594,4.43271,5.85836,5.78083,5.52687,5.77901,5.73886,5.52284
"hsa-miR-595",4.73011,4.93737,4.92068,5.96035,5.76188,3.07126,5.34098,5.56663,5.32241,4.39243,6.6344,5.72321
"hsa-miR-365-1",4.80578,5.24839,5.84964,3.91534,5.19032,4.86085,6.13821,4.82496,5.27342,6.02561,5.25681,4.92097
"hsa-miR-654",5.52317,5.70427,5.82367,5.89125,6.45243,2.37061,2.63447,5.59241,5.97571,5.2963,4.88737,5.69093
"hsa-miR-548aj-1",4.56668,5.25038,5.29529,5.11626,3.36993,5.51872,6.12504,5.33031,5.2523,6.01987,5.24493,4.66241
"hsa-miR-2964a",5.58352,5.25738,5.24999,5.35101,5.55462,3.16814,5.00207,5.24669,5.21581,5.29636,5.03829,5.45715
"hsa-miR-4720",4.08869,4.78566,4.96523,4.85753,2.5993,6.21257,6.2376,4.82385,5.34855,5.34924,6.24699,4.69477
"hsa-miR-2278",4.64366,5.37851,5.16795,5.54596,5.67104,2.33462,4.2037,6.01908,5.59458,4.01051,6.10157,4.87739
"hsa-miR-1263",4.51594,4.85662,4.89122,5.62135,3.48521,5.78471,4.96597,4.76254,4.87193,5.10872,5.42512,5.0655
"hsa-miR-4717",6.02641,5.21528,6.58815,4.27672,4.76871,2.69974,5.50454,6.11869,4.60082,4.34092,4.45257,4.61856
"hsa-miR-4643",5.1849,5.05661,5.12747,4.57695,3.27182,4.92888,6.28929,5.08165,4.13979,5.23486,5.25173,4.94653
"hsa-miR-208a",4.41616,5.49722,5.79926,2.82275,4.50423,5.31848,4.74928,4.59895,5.6044,5.78853,4.80543,4.90714
"hsa-miR-4507",4.7867,5.30206,5.1617,5.90721,5.84597,3.44143,3.41475,5.71171,5.19975,2.47384,6.4474,4.89023
"hsa-miR-133b",5.80911,5.2267,5.74357,3.28858,5.05091,3.53669,3.86852,5.6116,5.30102,5.02772,4.51083,5.58112
"hsa-miR-3646",5.22138,5.56179,4.88299,4.87116,5.20262,3.35001,5.23637,4.86002,5.39269,3.66029,5.34108,4.46091
"hsa-miR-362",5.86267,4.88533,5.17567,3.55166,5.08039,3.7436,5.82869,5.35656,4.14803,4.42585,4.75797,4.91442
"hsa-miR-4763",3.73945,4.07543,4.51145,5.79697,6.13544,3.3912,4.79666,5.03646,4.91399,3.82758,6.11713,5.3456
"hsa-miR-4700",5.90256,5.69351,5.76739,3.91331,5.47464,3.69031,3.54309,6.05427,5.4773,3.89674,3.8101,4.45454
"hsa-miR-515-1",4.41333,5.04372,5.82165,3.7535,4.78637,3.6738,4.57682,5.1675,5.2088,5.62031,4.94208,4.6357
"hsa-miR-2355",4.81922,4.95546,5.46318,3.68163,4.21897,4.90817,5.53717,3.99904,5.95386,5.21237,4.46155,4.15554
"hsa-miR-4529",3.73289,3.67268,3.31599,7.22979,3.87725,5.62627,5.7999,4.12126,3.75066,4.75846,5.48283,5.58194
"hsa-miR-4703",3.7917,5.31434,5.26424,4.32144,3.94739,5.34187,5.64582,3.40911,4.41244,5.86428,3.65624,5.94061
"hsa-miR-4799",4.52055,2.49095,4.1999,5.76761,4.55998,8.39952,6.11358,3.97637,2.44865,3.54643,5.60841,4.99079
"hsa-miR-1268b",3.10567,3.51514,3.56309,6.18813,5.20028,3.17362,6.09891,4.5843,4.78941,3.81597,6.88893,5.66319
"hsa-miR-3914-1",3.36388,4.62292,5.91341,2.45165,5.5061,4.58264,5.12306,3.99904,5.26296,6.3708,4.83494,4.51081
"hsa-miR-759",4.84488,5.96624,6.08174,3.53264,3.7703,2.88045,4.49291,5.42952,5.17399,5.21124,4.74504,4.40568
"hsa-miR-1272",4.2134,5.00869,4.59768,5.4746,3.30959,5.39474,5.03181,4.80889,4.92132,5.40372,4.11784,4.10034
"hsa-miR-4652",5.32949,5.14469,5.09786,3.54756,4.92392,3.70725,4.27122,5.12021,5.14415,3.64571,5.27966,4.46757
"hsa-miR-761",5.34669,5.49376,5.42393,4.73014,4.83689,2.29211,3.06405,4.9878,5.87457,5.29631,2.69671,4.95373
"hsa-miR-374c",5.03232,4.89681,5.13836,1.67951,3.97592,5.54696,6.05412,4.67588,3.84133,4.01734,5.13402,4.87981
"hsa-miR-607",4.68742,4.59961,4.91343,4.17811,4.35371,5.79712,4.71139,4.34107,3.65285,4.08471,4.32736,5.20416
"hsa-miR-3940",5.90256,4.82795,4.93293,3.68268,5.13353,2.16731,3.30988,5.49305,5.53301,4.29389,4.51723,5.00273
"hsa-miR-4713",5.44355,4.73573,4.90581,3.79887,5.27081,3.19781,4.07358,5.28112,5.1196,3.83653,4.32067,4.81164
"hsa-miR-940",3.61883,4.4524,4.77273,5.98767,3.98031,4.1542,4.02311,3.89888,5.35543,5.25288,4.91953,4.35387
"hsa-miR-489",4.60569,4.64415,5.11834,3.31263,3.86503,4.61491,3.96954,4.68913,4.70932,4.69626,5.5163,4.95448
"hsa-miR-4484",2.98086,2.95902,2.13465,5.88296,4.76514,4.96017,5.63208,4.40411,5.05635,3.85231,5.64917,6.10916
"hsa-miR-766",5.39976,4.98961,5.21726,4.51856,4.86564,3.4549,2.57536,5.32246,5.31476,4.18996,4.22854,4.22482
"hsa-miR-155",4.43316,4.47566,4.53673,5.33963,3.53997,3.64245,4.78298,4.56198,4.78738,4.9139,4.89731,4.30632
"hsa-miR-1268",2.9187,3.26549,3.72324,5.19886,5.1624,4.17875,5.93797,4.6483,4.34177,2.61481,6.40997,5.78292
"hsa-miR-3926-1",4.20002,4.43437,5.54287,3.39866,3.6758,3.38977,4.7812,5.01813,5.77375,5.60128,4.67046,3.68592
"hsa-miR-9-1",4.98293,4.75201,4.78652,2.77869,4.55998,3.89867,4.60187,5.19726,5.14512,5.67956,3.52814,3.95873
"hsa-miR-4782",4.20465,5.27097,5.83585,2.39704,6.03332,2.53117,3.5534,3.87073,5.76845,5.42018,4.41115,4.53083
"hsa-miR-891a",4.99389,4.43678,4.64709,3.72686,5.15769,3.14702,4.26478,4.92794,4.74533,4.15692,4.67968,4.62828
"hsa-miR-653",3.51901,5.57579,5.97587,4.21353,3.32385,3.39279,4.42368,4.34586,4.54278,5.19172,4.88737,4.10759
"hsa-miR-3942",4.60084,4.5984,4.44948,5.35737,2.51257,4.72869,4.82568,4.5845,4.52637,4.72254,4.33672,3.959
"hsa-miR-1323",4.04758,4.62199,4.44948,4.90062,1.78491,4.76531,4.24875,4.96834,4.24546,4.86926,4.73951,4.56776
"hsa-miR-3149",3.57015,3.47961,4.04615,5.79152,5.7503,2.53895,3.57963,4.27338,4.98317,2.52323,5.78009,5.82542
"hsa-miR-4438",3.81003,4.32223,4.77725,3.2229,4.57119,4.20047,3.08817,4.17585,5.0655,5.74243,3.86216,5.16674
"hsa-miR-16-2",3.43101,4.03385,4.35108,5.02488,3.78848,5.61057,3.50735,4.52321,4.19247,4.60254,5.20228,3.65062
"hsa-miR-510",4.57696,4.88614,4.44766,4.92097,2.57666,3.92181,3.17647,4.89523,4.63505,4.91939,4.90795,3.73735
"hsa-miR-4647",3.70142,3.59492,3.44076,5.35737,5.81838,3.5075,4.03344,4.23683,3.59192,2.61481,6.12312,5.176
"hsa-miR-451",4.13412,4.6786,3.75332,5.22819,2.52936,4.9179,4.62535,4.85542,4.59071,4.62078,3.78961,3.0976
"hsa-miR-130a",4.49834,5.47539,5.0319,5.13498,1.63884,4.42589,2.9578,4.70658,5.30849,5.22323,2.9231,3.10517
"hsa-miR-1249",3.05875,4.3551,4.5588,4.39873,3.41942,4.3258,4.1709,4.28665,4.25889,2.55614,7.11926,3.71132
"hsa-miR-4644",3.46393,4.20127,4.35274,2.67333,4.43753,4.09351,4.18627,3.94804,4.41798,5.16974,4.55121,4.37625
"hsa-miR-3927",4.11553,4.73187,4.3913,4.76451,2.14767,4.35952,3.58623,4.9562,4.69786,4.87513,3.3623,3.57592
"hsa-miR-3975",4.69003,4.08471,4.44308,3.91771,4.65682,2.93494,2.88228,4.14937,4.66552,4.33063,3.7966,4.94944
"hsa-miR-4306",4.1224,4.10235,3.94326,5.12784,2.75436,4.29783,4.05484,4.04757,4.61653,4.47949,3.78833,3.72386
"hsa-miR-429",4.8638,6.35706,6.07277,3.15416,3.09648,1.48234,1.97797,5.18175,5.95854,5.23486,1.55376,4.05666
"hsa-miR-3175",3.38163,2.42136,2.38557,4.49184,4.78786,3.70589,5.28618,4.22352,3.63567,3.59626,5.26302,5.58666
"hsa-miR-514b",4.07984,4.76584,3.77572,4.2289,2.90553,3.44961,3.0291,4.71691,4.89907,4.85531,3.27643,4.37295
"hsa-miR-497",5.63933,3.66535,4.49406,2.02027,5.38919,2.87124,5.56853,5.50405,2.83043,2.66213,4.0203,3.46039
"hsa-miR-142",4.36684,3.75598,3.81694,3.14788,5.16313,2.55998,4.1689,4.22374,4.79657,4.53358,4.90864,2.55998
"hsa-miR-3124",3.76449,4.39083,4.21566,5.62181,2.23692,3.53342,3.95681,4.16275,4.28843,4.5436,3.46236,3.73755
"hsa-miR-4800",4.28083,3.66671,3.92254,2.86717,3.33986,4.71102,3.9061,5.04365,3.61888,4.03893,4.71496,3.5179
"hsa-miR-4517",4.14707,3.80501,4.0475,2.88047,3.69082,3.98389,2.92074,3.75705,4.90788,5.10115,4.65355,3.72386
"hsa-miR-4667",4.2645,3.72099,3.78297,3.57681,5.54586,1.63969,3.12244,4.67144,4.63838,4.32461,3.9603,4.24961
"hsa-miR-4490",3.99973,4.29959,4.33322,3.21698,2.00036,4.99155,2.95674,4.65812,4.55365,4.48188,4.41523,3.51977
"hsa-let-7f-1",3.70006,3.8429,4.85905,4.40174,4.11341,4.81488,3.55456,2.87839,3.14247,3.83186,4.42547,3.75617
"hsa-miR-548c",3.94061,4.91836,4.26904,4.29217,3.15159,3.43814,4.61184,4.51494,3.41751,3.3953,3.80148,3.39937
