"","GSM3904621","GSM3904622","GSM3904623","GSM3904624","GSM3904625","GSM3904626","GSM3904627","GSM3904628","GSM3904629","GSM3904630","GSM3904631","GSM3904632","GSM3904633","GSM3904634","GSM3904635","GSM3904636","GSM3904637","GSM3904638","GSM3904639","GSM3904640","GSM3904641","GSM3904642","GSM3904643","GSM3904644","GSM3904645","GSM3904646","GSM3904647","GSM3904648","GSM3904649","GSM3904650","GSM3904651"
"hsa-miR-101",0.0113562002038527,0.00283391394462998,0.00563894867806135,0.0225256645278125,0.0231936114393998,0.0225044728349457,0.0885176664540255,0.018920391822934,0.0112337831002808,0.0211629393422108,0.0111782110104923,0.0227203095854823,0.00138952599524664,0.0439258477348846,0.000699523050746634,0.00577279089895968,8.81892523724547e-05,0.000347142793308539,0.000695990156986822,0.0028161027181358,0.0111415053445546,0.000688881083323744,0.00141675201215827,0.000707223287167975,0.000349205349388118,0.0110405313137014,0.00139977364581857,0.000678037155011903,0.000348498599734696,0.00138990073480605,0.000698066634367432
"hsa-miR-103",10.0343393999584,10.0599022149084,0.0438399201024813,0.320463477898765,0.330921775742338,0.169235882678236,1.00299861057596,0.0850458480863669,0.0217165515919258,0.0874060963925038,0.170182855327313,0.0860739404541816,0.00138952599524664,0.00275306332072081,0.0873001639699152,0.0436899263346083,0.00545960592821721,0.0852726553599826,0.173435823766051,0.165239787088078,0.5878937701788,0.000688881083323744,0.00141675201215827,0.0114145135858169,0.318225651448629,0.173342279878182,0.610310217265223,0.0443561086523795,0.0876077823887029,0.272755402440467,0.000698066634367432
"hsa-miR-105",0.000174007381657661,0.000175276799618198,8.71217229053686e-05,0.000351383290019542,0.000355147802166242,0.00140602885666402,0.00139684781208135,0.000694966337178484,0.000344604258701072,0.000694331856932538,0.000696004576979169,0.00141846713312989,0.00138952599524664,0.00275306332072081,0.000699523050746634,4.39726747060564e-05,8.81892523724547e-05,0.000347142793308539,0.000695990156986822,0.0028161027181358,0.000173040892234554,0.000688881083323744,0.00141675201215827,0.000707223287167975,0.000349205349388118,0.000173401522692124,0.00139977364581857,0.000678037155011903,0.000348498599734696,0.00138990073480605,0.000698066634367432
"hsa-miR-106a",1.59912168335581,1.6100361988401,0.0889930242417141,1.01362574049764,1.62682305977016,1.59215343238756,3.1750701468487,1.58929040676146,0.580624939206645,1.00508041066962,1.59308455594159,1.60389541330105,0.991492734746996,1.54883188871501,1.01299954413065,0.594982630350598,0.174581257204664,1.00996618710351,1.584938498885,3.20067672015947,1.58691049201906,0.979419914214778,1.60437656849287,1.01495320186633,0.322901008834956,0.32055491923745,3.18041063883412,0.317019044255626,1.00417903388169,1.58916689312625,0.57823313393694
"hsa-miR-106b",0.322274657856683,0.328707523341598,0.172064924473876,0.328359273664317,0.326704410375744,0.328171649064069,2.34554322075997,0.589705001530788,0.0872787891474515,0.088017422033881,0.169572786974165,0.173093038709067,0.0443566822479519,0.323308935545402,0.172462450546259,0.08798913544184,0.0221423052772596,0.0880594572740578,0.326628221259795,0.592864056062622,0.588853947779946,0.170627031961159,0.173598551626022,0.0901670455763327,0.08717553641895,0.17196994704472,0.590521445655627,0.0438464698155575,0.171281189640345,0.324473428364736,0.0113070313455542
"hsa-miR-107",0.000174007381657661,0.000175276799618198,8.71217229053686e-05,0.000351383290019542,0.0115865343494268,0.00140602885666402,0.00139684781208135,0.000694966337178484,0.000344604258701072,0.000694331856932538,0.000696004576979169,0.00141846713312989,0.00138952599524664,0.00275306332072081,0.000699523050746634,0.000713986194994026,8.81892523724547e-05,0.000347142793308539,0.000695990156986822,0.0028161027181358,0.000173040892234554,0.000688881083323744,0.00141675201215827,0.000707223287167975,0.000349205349388118,0.00552182295524582,0.00139977364581857,0.000678037155011903,0.000348498599734696,0.00138990073480605,0.000698066634367432
"hsa-miR-10a",0.000174007381657661,0.000175276799618198,0.0876038993780129,0.598054544580024,0.596630613364414,0.325985935388353,1.00924744869947,0.166137595762861,0.0875686666880052,0.0867312331543427,0.318896915179543,0.343485847958243,0.172755189334305,0.322605333164645,0.172564794274091,0.0891186206013339,0.0222391810433694,0.0864713929259442,0.327072794650373,1.03049616096092,0.319881329160078,0.0850018343411284,0.319538051998814,0.0454750256349846,0.333166808082031,0.170719406291391,1.01411588572599,0.0407579224264261,0.171848632681386,0.315222318997765,0.044646948307986
"hsa-miR-10b",0.00277363998235411,0.00277273282990746,8.71217229053686e-05,0.00572173573822844,0.172878577513643,0.00140602885666402,0.0231587009168505,0.000694966337178484,0.000344604258701072,0.000694331856932538,0.000696004576979169,0.00141846713312989,0.00138952599524664,0.00275306332072081,0.000699523050746634,4.39726747060564e-05,8.81892523724547e-05,0.000347142793308539,0.000695990156986822,0.0028161027181358,0.000173040892234554,0.000688881083323744,0.00141675201215827,0.000707223287167975,0.000349205349388118,0.000173401522692124,0.00139977364581857,22.5107692414288,0.0056673161036852,0.00138990073480605,0.000698066634367432
"hsa-miR-122",0.171443584227934,0.322468704145442,0.0056645857273024,0.000351383290019542,0.0877558992243299,0.00140602885666402,0.00139684781208135,0.162406520834789,0.0428227163225447,0.000694331856932538,0.000696004576979169,0.00141846713312989,0.00138952599524664,0.00275306332072081,0.000699523050746634,4.39726747060564e-05,8.81892523724547e-05,0.000347142793308539,0.0862343506480845,0.0028161027181358,0.000173040892234554,0.000688881083323744,0.00141675201215827,0.000707223287167975,0.0233559576952718,0.000173401522692124,0.171202278949698,0.0454769407967865,0.0222011077537038,0.00138990073480605,0.000698066634367432
"hsa-miR-124",0.000174007381657661,0.000175276799618198,0.0113109105216096,0.000351383290019542,0.000355147802166242,0.00140602885666402,0.00139684781208135,0.000694966337178484,0.000344604258701072,0.000694331856932538,0.000696004576979169,0.00141846713312989,0.00138952599524664,0.00275306332072081,0.000699523050746634,0.00563601705820253,8.81892523724547e-05,0.000347142793308539,0.000695990156986822,0.0028161027181358,0.000173040892234554,0.000688881083323744,0.00141675201215827,0.000707223287167975,0.0111774379678728,0.000173401522692124,0.00139977364581857,0.000678037155011903,0.000348498599734696,0.00138990073480605,0.000698066634367432
"hsa-miR-125a-3p",0.0112177644717294,0.0113362179529416,0.00280360449097445,0.0228164507198776,0.0227725418563041,0.0450035388983507,0.0879322348205738,0.000694966337178484,0.00553998884375024,0.0113118123211908,0.0225847780472438,0.0225368283909582,0.0230251131620811,0.00275306332072081,0.000699523050746634,0.00581489244451502,0.00141509454037406,0.0114153008146622,0.0224766334087822,0.0887825783600366,0.044753150109333,0.0111295228325378,0.0227916562929913,0.000707223287167975,0.0226593269396344,0.0112711592085741,0.0225162760213218,0.010838877065371,0.00558750075861773,0.00138990073480605,0.000698066634367432
"hsa-miR-125a-5p",0.0223494600551732,0.0113350585158476,0.0226381940193957,0.325440068561431,0.171220075551562,0.173806818041807,0.318955425553611,0.0879769465186252,0.011165355544206,0.011130739699111,0.0865999398680426,0.0228586400281232,0.0224739062524309,0.0444625976578556,0.0224248449654225,0.0438732701479725,0.00566569224888025,0.0443010004435904,0.0442262183577726,0.326848517936091,0.169564474997782,0.000688881083323744,0.0452585680116384,0.0230204134420151,0.324517139194584,0.0832995290414937,0.323564394633874,0.043451656529558,0.0448864892267822,0.0445403610027229,0.000698066634367432
"hsa-miR-125b",1.61541025620017,0.985855522744507,1.59638365087124,4.0960300745586,4.13429283117681,3.19550514115347,5.04943972822696,3.16885127373823,1.58185018150588,1.57761455422951,3.17551213014691,2.3509386894835,1.58783793014448,2.32748356479671,1.58770379964651,2.33829356931795,0.594521138084168,1.5791902875145,3.17112861899113,4.1045778641324,4.06612593435591,1.57548081601052,1.61167396819856,1.00241301632957,4.12327294970434,2.32767334812447,5.06145519808297,0.959322635240044,2.33450734597,3.18549456740861,0.584079378060316
"hsa-miR-126",0.992029639773994,0.579158015045502,0.0114370281612558,0.328784751415206,0.17406862087391,0.0876632431314865,1.00511402910499,0.0444559807955069,0.0221642268479051,0.0226208670662046,0.0881258533565183,0.045591188878935,0.0222995848129936,0.0437523078334459,0.000699523050746634,0.0109894188379948,0.00286013362814255,0.0443734283401114,0.322986448544506,0.604928267251004,0.0872385373514283,0.000688881083323744,0.0900720367678127,0.0115448155806401,0.0426220805142886,0.077785651045416,0.325765748676878,0.0111516123800619,0.0445441518411522,0.170935047274837,0.0227868280045096
"hsa-miR-127-3p",0.325554185847153,0.328340544475342,0.173378971502448,1.59742459320245,1.6206219495749,1.01843732469661,1.00842143625481,0.590624581203828,0.0220303054313917,0.325466319099661,0.590067791648072,0.0887737469380356,0.173674530206751,0.168090073460575,0.170473057326224,0.330021399564982,0.00556907678377721,0.321066329330177,1.00034053682462,1.61720062266468,1.00285231528803,0.0861775574490653,0.333807222084036,0.0881159592853204,1.00699185888158,0.328680424187514,1.0285867260955,0.316561862134968,0.31940476257161,0.589086565230427,0.0445396895616675
