"","GSM829451","GSM829452","GSM829453","GSM829924","GSM829925","GSM829926","GSM829927","GSM829928","GSM829929","GSM829930","GSM829931","GSM829932","GSM829933","GSM829934","GSM829935","GSM829936","GSM829937","GSM829938","GSM829939","GSM829940","GSM829954","GSM829955","GSM829956","GSM829957","GSM829959","GSM829960","GSM829962","GSM829963","GSM829964","GSM830844","GSM830845","GSM830846","GSM830847","GSM830848","GSM830849","GSM830850","GSM830851","GSM830852","GSM830853","GSM830854","GSM830855","GSM830856","GSM830857","GSM830858","GSM830859","GSM830860","GSM830861","GSM830862","GSM830863","GSM830864","GSM831350","GSM831351","GSM831352","GSM831353","GSM831354","GSM831355","GSM831356","GSM831357","GSM831358","GSM831359","GSM835127","GSM835128","GSM835129","GSM835130","GSM835131","GSM835132","GSM835133","GSM835134","GSM835135","GSM835136","GSM835137","GSM835138","GSM835139","GSM835140","GSM835141","GSM835142","GSM835143","GSM835144","GSM835145","GSM835146","GSM835147","GSM835148","GSM835173","GSM835174","GSM835175","GSM835176","GSM835177","GSM835864","GSM835865","GSM835866","GSM835867","GSM835868","GSM835869","GSM835870","GSM835871","GSM835872","GSM835873","GSM835874","GSM835875","GSM835876"
"hsa-let-7a",4.48945944393025,8.47684906189808,6.15772284614312,5.7663831410013,5.75333978258271,0.137503523749935,3.78226177162692,5.48355107082987,6.22846278182192,5.76156179000827,5.04183084129354,4.36065152266413,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,2.66903357065887,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,2.64758160792465,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,2.93117622850153,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,3.67134999205502,3.9222359137264,5.27193731180034,5.56756668148585,0.137503523749935,4.65364305541997,0.137503523749935,0.137503523749935,2.41923414056303,0.137503523749935,2.46566630849198,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,8.35440146859295,7.83376232778832,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935
"hsa-let-7a*",0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,7.27189353109905,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935
"hsa-let-7b",6.80666181112753,10.1679612496388,7.44184198406068,8.65892194222759,6.93906551168043,0.137503523749935,8.29612615519758,9.31985950109142,9.1787645292013,9.7205605389935,7.58620779039885,6.31087456048277,3.43806658092374,2.44931309085394,2.59789105820779,2.86582975655404,4.90581245156821,2.75493452256892,3.76301525696864,0.137503523749935,3.02205171721204,0.137503523749935,2.48864353985378,3.66803740899674,3.3357690682627,2.98128824825949,0.137503523749935,4.46236386539083,4.92220022750892,4.48230168458962,5.42918744357085,4.25271840913153,2.40512920656004,4.56558925563167,4.6039336915903,4.05240102541179,4.9508024536287,0.137503523749935,6.27189810526433,4.17848678730153,3.59851051570278,4.53758122281121,0.137503523749935,5.09756444761833,4.65706372665595,0.137503523749935,2.47246957519432,2.72825795128224,4.52018900969109,5.32935326080288,4.46119587356772,4.50115127807953,3.97584292501233,3.13745106115821,2.69964934870546,3.17156393352208,3.90310288134505,4.40520070178729,4.17849475482736,4.85647732153722,0.137503523749935,3.26975431369889,3.17801184328196,2.65051872866837,3.14852905210631,4.93731562271619,2.46679937185245,4.77072017922229,4.41179026334974,4.73636675145578,4.41855766010665,0.137503523749935,4.30636141066498,4.9781361264383,4.51902860483266,6.34568023078636,6.27657278105654,7.89735419066453,6.87668760422475,6.80505121228032,3.59407075685154,6.37589089156717,4.00826277264212,6.07463815683233,6.17014539634938,2.83639883273273,6.47435654032284,2.84839960271347,0.137503523749935,2.77376851317172,0.137503523749935,3.52046612590446,3.85390285675205,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935
"hsa-let-7b*",0.137503523749935,0.137503523749935,0.137503523749935,3.27151233081478,0.137503523749935,3.52196783853269,4.82850317733385,4.69390061016118,4.77188980309202,0.137503523749935,2.69273509938144,4.37333360966511,3.91207113807656,4.09153228562906,4.15917859615812,4.3593391353586,4.36000320641206,4.4055588055084,4.69378639367156,4.64551318298967,4.14970810525211,4.3633027923883,3.85841672271955,4.45761070691686,4.59934636163401,4.66244541607096,4.55701544874925,4.18063880963108,4.2978407033529,4.74441731268295,4.41766689305676,4.22170775162586,4.13046307094215,4.47398882284805,4.08975405736025,4.24831994904688,4.26180082517793,4.39601148464991,4.23602797280182,4.92645635780614,4.21898500572768,4.10263461809812,4.38391914300844,4.55663847765301,4.19551926251866,4.42795071586135,4.60888078438524,4.57734241481294,4.39603615310823,4.28325581634664,4.32202980130264,4.54242026644105,4.07188105877849,4.58087810542885,4.78276028381384,4.12858532582719,4.13827302908673,4.18388187147148,4.12860437848767,4.72339096539861,3.99775034771419,3.92682208961309,4.23840007683291,4.19481286732391,4.28099267759962,4.52008715233325,3.97543575966097,4.35848980340556,4.29435975369797,4.26107424059523,4.09732425163334,3.85890790248093,4.18062767164762,4.20804585663797,4.51434575009971,3.92376911131191,3.16931413123168,4.01822822553388,1.86298690919509,1.86567735567102,3.09223450529235,3.63303124589864,3.88454029017928,3.82337131652977,3.73321657293068,2.97757306766786,2.60110926525327,0.137503523749935,3.51630643101789,3.29251821249359,6.02376322286702,0.137503523749935,0.137503523749935,0.137503523749935,2.70752258224048,1.79318424101364,6.84118193490765,2.47823409522261,4.02030128218892,3.84019017862389
"hsa-let-7c",3.11540785541406,6.39546387332474,4.03917349554905,5.15807037541845,3.09772708394647,0.137503523749935,5.00811483679448,5.93057177289447,5.92402147617085,6.12256298038374,4.09076876276478,3.00275831910895,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,3.00066528966697,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,2.20892610072407,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,3.13393664496065,3.4454777587197,4.62118447709773,4.11418376105567,3.71873423998244,0.137503523749935,3.05974289791108,0.137503523749935,2.62417811711342,2.83161177709225,0.137503523749935,2.97717916032751,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,4.25692006965065,3.575893164772,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935
"hsa-let-7c*",0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,3.20509374533346,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935
"hsa-let-7d",3.28842353369053,6.80151825010363,4.00721344526078,3.9772158022954,4.19978226027133,3.79650950359554,0.137503523749935,4.04883776450194,5.16270080274496,4.37351597562781,3.48657279922055,3.32212284557251,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,2.96468880560942,3.08550114017818,3.05548201258905,3.13282851095871,0.137503523749935,2.9014848010067,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,2.86987732693864,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935
"hsa-let-7d*",3.29214711827313,5.29814360388095,3.2667550633688,3.50572582313889,3.86005896869609,0.137503523749935,5.72798578267084,5.20687761163237,6.1351640110584,3.18295126027702,2.99409089905118,4.30231831972967,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,2.69473981564162,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,2.61716445833451,2.84560245132715,0.137503523749935,2.6653336429843,0.137503523749935,0.137503523749935,1.84539771550699,1.66372260832437,2.0498746810486,0.137503523749935,0.137503523749935,4.51923869037941,0.137503523749935,0.137503523749935,1.98040923642007,0.137503523749935,3.53450614902169,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,3.03253464466476,2.17974033457378,1.94260458299793,2.22957561825286,0.137503523749935,1.68125584350539,0.137503523749935,0.137503523749935,2.29865831556452,0.137503523749935,3.25513812547869,0.137503523749935,0.137503523749935,1.97312999079316,2.72692928209352,2.21914683146093,4.11553520149768,0.137503523749935,2.92066107386258,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,3.12723541078964,0.137503523749935,2.99941378605687,4.27810149676199,4.16642944811582,5.36330987200633,3.96522833601191,4.4799146829989,2.39972345138135,4.32184802309058,0.137503523749935,5.09638444824942,4.06367981691986,2.94153266952061,4.48701549293237,0.137503523749935,2.52842629197609,0.137503523749935,6.24939414043216,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,7.7899274388164,0.137503523749935,3.88332853341644,2.9800947819769
"hsa-let-7e",0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,5.72846748612928,5.12663014245402,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935
"hsa-let-7e*",0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,3.78065655624886,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,5.85196631616171,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,0.137503523749935,7.18438146997925,0.137503523749935,0.137503523749935,0.137503523749935
