"","GSM5259648","GSM5259649","GSM5259650","GSM5259651","GSM5259652","GSM5259653","GSM5259654","GSM5259655","GSM5259656","GSM5259657","GSM5259658","GSM5259659","GSM5259660","GSM5259661","GSM5259662","GSM5259663","GSM5259664","GSM5259665","GSM5259666","GSM5259667","GSM5259668","GSM5259669","GSM5259670","GSM5259671","GSM5259672","GSM5259673","GSM5259674","GSM5259675","GSM5259676","GSM5259677","GSM5259678","GSM5259679","GSM5259680","GSM5259681","GSM5259682","GSM5259683","GSM5259684","GSM5259685","GSM5259686","GSM5259687","GSM5259688","GSM5259689"
"hsa-miR-218-5p",31.438,31.397,30.015,29.169,28.419,29.733,30.472,29.984,30.792,29.769,28.831,32.241,29.278,29.733,30.756,31.49,30.472,30.918,33.16,30.065,30.661,32.463,30.414,30.311,30.169,31.606,29.631,29.631,30.472,39.123,30.661,29.403,28.254,29.999,30.918,30.918,31.708,30.065,29.403,28.982,28.738,29.314
"hsa-miR-501-5p",40,28.883,28.156,28.043,28.531,39.762,27.771,26.041,32.28,28.982,28.959,28.474,39.758,27.301,29.208,39.884,28.474,27.771,28.738,26.844,25.955,26.608,28.254,39.751,30.472,30.619,29.278,30.661,29.081,39.123,29.905,30.709,27.865,28.982,29.542,29.451,27.621,29.451,26.793,34.88,29.733,29.169
"hsa-miR-142-3p",32.066,28.474,32.28,30.987,35.078,32.393,29.314,31.899,30.521,30.366,31.06,30.953,30.953,32.814,27.621,31.708,32.463,35.223,32.548,29.278,31.438,28.254,29.314,30.211,26.608,26.959,29.081,29.081,31.763,27.771,28.367,32.548,27.301,27.221,26.959,27.458,29.947,34.622,31.49,32.319,28.581,29.593
"hsa-miR-138-5p",30.414,31.026,30.756,30.169,29.86,29.403,31.149,30.366,29.69,30.065,30.015,30.839,30.125,29.69,29.769,29.278,29.631,31.108,31.934,29.631,32.011,30.261,29.947,29.905,29.593,31.934,30.521,28.982,29.86,28.207,31.49,29.947,28.982,29.631,30.015,30.065,32.428,30.366,30.414,31.149,30.792,30.882
"hsa-miR-28-5p",28.982,31.06,30.311,31.236,31.026,30.882,29.947,31.06,30.065,29.495,30.661,29.69,31.708,30.125,30.709,31.06,30.015,29.403,29.451,29.36,29.819,30.792,30.987,30.709,31.06,30.472,29.403,31.186,31.236,26.43,29.278,31.848,31.848,29.314,28.831,28.982,30.261,31.278,30.065,30.953,30.125,28.935
"hsa-miR-211-5p",29.081,29.278,28.419,28.309,40,25.881,30.211,34.289,26.109,26.43,40,29.169,28.474,32.011,28.581,33.737,29.86,27.823,32.111,27.865,27.359,28.309,26.959,27.823,33.579,40,29.36,28.309,27.973,26.557,29.125,27.359,29.36,29.542,31.108,30.792,39.942,26.844,34.672,27.771,28.62,28.738
"hsa-miR-339-3p",29.69,29.451,29.451,29.542,29.169,31.49,29.208,29.593,29.819,30.756,30.261,31.06,28.702,30.619,29.905,29.542,29.819,30.065,29.125,28.367,30.261,29.984,30.015,27.973,29.278,29.36,29.819,30.125,29.36,39.123,30.756,30.581,29.769,30.414,29.473,30.366,30.709,30.709,30.661,30.839,30.065,29.495
"hsa-miR-9-5p",40,29.169,29.542,29.631,29.905,28.474,29.593,30.581,28.79,29.03,29.495,31.278,28.935,28.668,29.314,29.593,29.314,28.79,28.982,30.581,30.953,32.066,28.156,29.947,28.474,28.702,30.581,28.935,31.149,27.511,31.331,29.03,28.447,29.819,32.28,29.947,39.942,27.918,28.097,29.403,30.756,28.982
"hsa-miR-423-5p",28.62,29.403,28.581,33.453,28.702,29.278,31.438,40,30.366,29.278,29.314,29.081,27.973,28.581,30.366,27.823,29.733,29.081,28.367,39.756,30.414,29.451,30.261,28.207,31.331,27.865,29.593,30.169,28.982,30.311,30.581,30.125,29.631,29.769,28.62,29.819,28.581,29.278,28.935,30.015,29.69,30.6
"hsa-miR-324-5p",29.984,27.918,28.62,30.414,27.359,30.311,30.619,29.631,29.542,30.953,28.702,30.211,27.568,30.169,29.69,29.769,30.756,29.125,29.278,39.756,30.792,29.125,30.756,27.458,30.414,29.081,28.831,29.169,30.065,39.123,29.451,29.69,29.86,31.108,28.474,30.987,27.221,29.314,28.367,30.521,29.495,30.125
"hsa-miR-590-5p",28.254,29.495,29.905,31.848,28.764,30.211,30.661,29.733,30.169,30.839,29.567,29.451,29.69,31.06,30.792,30.918,29.769,29.86,29.769,30.169,30.472,31.397,30.918,31.108,31.606,31.438,29.542,31.026,28.581,31.06,28.982,29.125,29.984,29.593,27.823,29.081,27.918,30.756,29.495,29.314,28.474,29.631
"hsa-miR-598-3p",29.03,29.631,29.169,30.015,28.831,29.542,30.521,28.935,30.015,30.521,28.668,29.278,29.86,29.593,29.819,30.792,29.905,30.125,29.208,28.79,32.193,30.619,31.06,32.36,31.026,30.125,30.169,31.108,31.06,28.79,29.86,29.314,29.314,30.918,28.207,30.236,29.403,29.631,28.156,29.984,29.905,30.414
"hsa-miR-324-3p",29.819,28.156,30.065,29.081,27.973,30.065,29.125,28.79,29.86,31.149,29.451,29.36,31.236,30.521,30.015,29.86,30.414,29.451,29.542,29.69,30.015,30.472,30.953,29.03,29.733,29.819,28.935,30.261,29.593,29.819,30.065,30.661,30.065,30.882,30.261,30.521,29.69,30.261,30.125,30.709,29.86,29.86
"hsa-miR-135a-5p",29.593,30.581,29.403,29.278,30.521,29.947,28.127,29.86,28.738,29.314,30.211,28.668,32.154,29.769,29.125,28.935,29.403,29.495,30.211,30.211,28.043,32.011,30.211,31.06,29.905,30.261,30.211,29.403,29.984,28.62,30.125,29.769,29.03,29.999,30.709,30.414,30.661,28.254,29.819,28.79,29.169,28.79
"hsa-miR-193a-5p",28.831,29.69,28.702,31.149,29.451,30.661,29.69,29.278,29.081,30.311,29.03,30.261,29.403,29.86,29.278,29.314,30.581,28.62,28.474,32.154,29.947,29.296,30.709,28.156,29.451,28.581,28.309,29.819,29.169,30.015,30.211,30.169,31.606,29.86,29.36,30.125,27.458,29.36,29.542,29.495,29.314,30.661
"hsa-miR-221-3p",27.973,29.905,29.495,28.367,28.883,30.987,29.86,30.311,28.702,28.935,30.169,30.581,30.472,28.935,29.733,28.043,28.831,28.367,28.156,29.208,37.134,29.947,29.451,29.769,29.169,28.338,28.883,28.702,28.531,30.64,29.03,30.065,32.428,28.935,29.314,29.278,29.169,29.819,29.208,29.36,29.081,29.03
"hsa-miR-140-5p",28.883,28.982,30.709,29.208,30.261,32.428,29.278,30.882,31.278,29.947,29.208,30.792,29.819,29.984,29.36,30.619,30.211,29.03,28.097,29.593,31.026,31.06,29.69,30.619,29.208,29.125,28.702,29.905,29.125,29.278,28.207,29.495,28.702,28.207,26.793,26.793,28.702,29.769,29.314,29.593,28.309,28.474
"hsa-miR-132-3p",26.844,33.557,28.831,31.278,31.763,28.702,30.338,31.934,29.403,28.79,30.792,29.314,28.62,29.278,34.321,28.79,28.982,27.734,27.146,28.668,27.413,29.819,28.419,28.982,27.458,29.542,26.959,28.207,27.458,28.367,31.026,30.792,29.69,27.413,25.589,26.608,32.778,31.149,32.502,32.605,29.542,29.278
"hsa-miR-451a",29.208,36.599,32.217,32.319,28.982,39.762,37.171,29.208,31.438,28.831,25.955,22.978,29.081,30.472,27.221,28.254,28.207,31.149,29.69,39.756,27.074,31.763,26.844,26.365,26.289,27.621,31.934,28.79,24.764,29.947,29.733,33.944,29.451,25.657,23.26,27.511,24.968,25.589,28.883,29.86,28.097,27.511
"hsa-miR-25-3p",27.684,31.811,29.69,31.49,30.661,30.581,30.125,30.015,29.208,29.125,29.567,27.918,29.314,29.451,29.86,30.169,29.125,29.169,28.207,29.733,28.207,28.935,29.403,29.593,28.883,29.495,28.207,29.542,27.074,29.495,28.309,30.311,29.905,28.531,27.621,27.918,29.125,29.984,29.169,29.542,28.254,29.403
"hsa-miR-195-5p",28.581,30.792,29.984,30.581,29.593,30.709,27.865,29.69,28.581,29.733,29.125,27.865,30.619,29.36,29.169,28.883,28.79,29.905,28.62,29.403,26.365,30.414,29.984,27.918,29.819,29.169,28.668,30.211,26.608,30.918,27.918,30.953,31.278,28.474,28.367,28.309,29.278,28.531,29.769,29.451,27.918,29.125
"hsa-miR-135b-5p",29.278,28.831,29.314,29.125,30.125,28.79,29.169,31.236,29.451,29.819,28.367,29.733,28.419,28.702,29.542,28.62,28.581,29.947,29.819,28.419,31.278,30.065,27.973,28.935,28.156,27.918,28.79,28.883,29.769,27.458,29.542,29.593,28.62,28.883,29.769,29.169,29.984,29.125,29.03,28.909,29.631,28.581
"hsa-miR-374a-5p",30.125,27.359,28.367,27.458,29.769,29.081,27.684,29.169,28.531,28.207,29.733,28.738,30.015,28.231,28.156,28.474,28.043,29.819,33.737,28.474,29.451,31.655,28.474,29.125,28.935,28.207,29.999,29.451,30.211,28.982,29.984,28.367,28.581,28.831,29.631,29.86,30.311,28.79,29.905,28.738,30.015,28.254
"hsa-let-7d-5p",29.169,28.309,28.097,28.207,29.631,28.531,28.531,29.03,28.207,28.668,29.69,29.208,28.309,28.738,28.62,28.367,28.419,29.593,30.792,28.883,29.03,30.521,28.738,29.495,29.403,28.982,29.69,29.36,30.414,29.69,30.521,28.309,27.918,30.125,29.984,30.581,28.982,28.207,29.278,28.668,30.169,28.62
"hsa-miR-335-5p",27.146,30.015,29.278,30.792,27.074,28.982,29.769,30.472,28.668,27.973,28.207,29.631,30.211,28.883,29.631,29.125,29.03,28.502,28.581,28.702,28.883,30.709,30.792,28.581,30.311,29.69,29.769,30.311,29.314,28.935,29.208,27.301,28.531,29.69,29.819,29.751,27.684,28.668,29.125,28.043,28.156,29.081
"hsa-miR-215-5p",30.169,29.125,29.36,29.86,30.015,29.03,29.03,27.823,28.127,29.36,27.918,30.756,31.108,27.734,28.309,28.309,29.36,28.668,30.414,29.769,27.621,28.883,28.581,30.756,31.969,31.186,29.999,27.016,28.367,25.955,31.899,29.208,27.458,26.655,31.548,28.367,28.831,26.959,28.702,27.511,28.419,28.831
"hsa-miR-15b-5p",27.621,32.066,29.819,30.366,29.055,29.86,29.081,32.011,29.169,28.309,28.419,27.684,31.026,29.495,28.79,27.865,29.081,29.631,27.973,28.531,27.734,29.208,29.125,30.882,28.831,30.065,27.016,28.043,29.208,31.026,26.289,28.79,30.709,27.301,27.413,26.959,27.865,29.905,28.982,29.947,26.495,29.733
"hsa-miR-181a-5p",29.542,26.43,28.531,28.738,28.309,28.309,28.419,27.621,29.278,29.593,28.043,28.883,28.831,29.208,28.043,29.451,28.935,28.935,28.883,29.819,29.86,29.542,29.905,28.474,29.69,29.403,28.043,28.831,30.756,28.581,27.865,27.684,29.403,29.081,28.419,29.495,27.301,28.581,28.531,29.125,28.367,29.905
"hsa-miR-150-5p",28.309,30.311,30.169,29.495,27.301,31.186,29.733,27.016,32.154,28.254,26.557,28.982,30.709,30.661,29.495,29.495,29.169,30.792,27.458,28.097,28.738,31.026,30.125,29.542,29.125,29.278,27.413,27.301,28.419,27.918,27.734,28.738,28.156,27.074,26.041,27.771,28.254,31.606,28.254,29.081,25.72,27.771
"hsa-miR-365a-3p",27.918,33.02,27.865,31.438,30.581,28.935,30.261,29.905,27.734,27.918,29.278,27.413,28.207,27.973,28.367,28.156,27.823,27.973,27.892,29.125,27.146,27.359,27.684,29.208,28.254,28.935,27.823,28.62,28.207,29.147,28.531,28.702,29.125,29.403,28.156,28.419,28.531,33.204,27.221,28.909,28.668,29.451
"hsa-miR-103a-3p",28.668,28.79,27.734,28.702,28.367,28.207,28.79,28.367,28.367,28.738,28.959,28.831,28.254,29.081,28.668,28.419,28.668,28.309,28.935,29.495,29.081,29.733,28.62,27.568,28.668,28.254,29.03,29.03,28.254,30.521,28.738,28.831,29.169,28.702,27.734,28.738,29.86,28.156,26.495,28.581,28.935,28.702
"hsa-miR-29c-3p",27.413,27.973,28.474,28.883,27.865,29.69,27.973,29.314,28.831,28.702,27.221,27.621,29.769,29.125,29.403,29.403,29.451,28.581,28.702,27.973,29.208,28.367,29.36,27.221,30.125,29.451,27.734,28.367,29.451,29.36,27.823,28.581,28.668,28.62,26.655,29.208,29.733,29.03,28.043,28.831,27.973,28.207
"hsa-miR-106b-5p",28.935,28.62,28.668,28.62,29.125,27.823,28.474,29.081,28.127,27.865,27.973,28.581,28.883,28.531,28.531,27.734,28.309,29.769,29.733,28.62,29.314,31.899,28.097,28.738,28.62,27.568,28.531,28.738,29.69,27.865,28.831,28.207,27.511,29.278,26.43,29.403,27.771,27.771,28.62,28.097,28.043,28.309
"hsa-let-7c-5p",27.823,28.531,28.254,28.831,28.043,28.419,28.127,28.419,27.973,28.581,28.738,28.156,29.593,28.419,28.831,28.581,27.973,28.702,27.621,28.156,26.167,29.403,29.542,27.734,29.86,30.169,27.973,28.254,29.819,28.531,28.254,28.62,29.081,29.03,30.211,29.631,27.823,27.823,28.668,28.254,27.734,28.043
"hsa-miR-146b-5p",28.043,27.865,28.935,27.973,29.819,27.918,28.738,28.62,28.883,28.531,29.36,29.403,30.261,28.831,28.883,28.738,28.62,28.419,27.734,28.254,28.668,29.495,28.831,29.733,28.207,27.511,28.254,28.419,28.097,29.631,28.156,29.081,28.097,26.844,25.881,26.365,29.36,29.495,29.081,28.309,27.684,27.734
"hsa-miR-19a-3p",30.015,28.581,29.081,29.314,27.511,29.769,28.831,28.831,30.211,29.208,27.771,28.419,27.684,29.03,28.419,28.702,28.738,28.043,27.511,28.581,27.568,28.738,29.769,29.403,27.918,28.531,28.367,29.495,26.289,29.451,27.511,27.973,28.738,27.844,27.301,26.557,27.146,29.169,28.581,28.531,26.844,28.668
"hsa-miR-27a-3p",27.511,28.07,29.125,29.403,28.097,28.156,28.935,29.36,29.125,28.62,28.156,27.823,29.451,28.62,29.03,30.015,28.156,28.254,27.301,27.797,29.278,28.474,28.367,29.86,28.367,28.474,27.458,27.973,28.831,30.125,27.074,27.621,28.935,27.511,28.668,27.413,28.738,28.474,28.738,28.156,26.959,27.568
"hsa-let-7g-5p",26.167,27.771,27.458,27.734,28.764,27.684,28.043,28.738,27.568,27.621,28.883,28.531,27.771,27.771,27.568,28.531,27.359,27.359,30.125,28.982,28.474,31.49,27.621,28.831,28.043,28.338,28.581,28.668,28.935,29.984,29.36,28.156,27.771,29.169,28.79,29.69,28.474,27.734,28.207,29.03,29.278,28.097
"hsa-miR-346",27.734,28.738,27.823,28.474,29.055,26.729,28.62,25.379,27.918,29.081,28.581,28.935,26.109,27.621,27.734,26.844,29.208,27.511,27.771,26.959,27.973,29.36,29.03,25.72,27.413,27.413,32.154,29.733,28.668,24.868,31.108,28.668,27.568,28.668,29.905,28.831,27.511,29.733,28.79,27.413,30.472,29.208
"hsa-miR-20b-5p",28.097,27.823,28.207,27.594,28.156,27.865,27.074,27.973,27.621,28.474,29.081,28.254,28.367,28.043,27.823,27.146,27.918,28.738,28.668,28.309,28.097,30.918,28.982,28.254,28.738,26.729,28.982,29.278,27.413,27.621,28.79,28.043,28.309,28.581,27.684,29.314,28.419,27.865,28.474,28.62,28.207,28.419
"hsa-miR-345-5p",27.458,28.702,27.918,28.419,29.36,27.568,28.309,28.702,28.419,28.883,28.531,28.207,28.531,28.367,28.738,28.097,28.367,27.458,27.413,27.684,28.419,28.668,27.823,27.146,27.973,27.734,27.621,27.918,27.918,27.359,28.097,28.474,28.043,28.419,28.282,27.973,29.495,28.738,28.419,28.702,28.831,28.156
"hsa-miR-27b-3p",27.261,28.668,28.738,28.156,27.221,28.831,28.702,29.125,29.593,28.156,27.734,27.458,28.79,28.309,28.702,29.905,27.771,27.301,27.359,26.914,27.918,28.207,28.531,29.69,28.531,28.831,27.568,27.823,28.79,29.542,26.914,27.918,27.621,27.458,29.125,28.254,28.883,28.419,27.918,27.568,27.074,27.865
"hsa-miR-194-5p",28.79,28.254,27.973,26.844,29.314,27.511,28.883,28.668,28.254,27.458,28.474,28.702,28.043,27.458,27.771,27.621,28.531,28.207,28.309,27.918,28.982,29.769,27.568,28.79,27.511,28.419,28.62,26.608,27.511,28.043,28.474,27.865,25.881,28.043,30.065,27.734,29.081,28.935,28.309,27.359,27.413,27.221
"hsa-miR-192-5p",29.125,27.458,28.79,26.793,27.621,28.043,28.207,27.359,29.314,27.684,27.016,28.79,28.097,27.918,27.684,28.207,28.254,28.502,29.593,28.207,28.811,29.69,27.359,30.521,27.568,28.097,29.125,26.914,27.359,27.016,28.668,27.458,25.793,28.367,28.883,27.865,27.973,27.621,27.359,26.844,27.568,26.844
"hsa-miR-10b-5p",40,27.074,26.608,24.764,24.397,27.301,27.511,28.043,27.359,24.968,26.23,29.593,29.495,23.633,24.968,29.169,25.268,27.865,30.065,29.947,28.531,33.453,27.016,32.393,26.729,26.109,27.359,25.955,29.403,29.593,26.109,25.657,26.167,26.729,30.756,28.156,30.839,28.367,26.557,28.207,25.589,26.557
"hsa-miR-93-5p",26.608,27.568,27.684,27.918,28.581,26.495,27.621,28.156,27.865,28.097,28.79,27.301,27.865,28.474,28.474,27.684,27.621,27.621,26.844,27.511,27.684,28.097,28.207,27.771,27.734,27.016,27.865,28.474,27.016,28.419,27.568,28.254,27.823,27.771,26.167,27.016,28.156,28.309,27.973,28.367,27.823,27.823
"hsa-miR-374b-5p",29.947,26.557,26.43,26.109,27.823,26.608,25.955,27.074,26.793,27.221,28.309,27.568,27.458,26.495,26.109,26.109,26.557,28.156,32.241,27.568,27.016,29.296,26.793,29.631,27.221,26.365,28.419,27.458,28.474,26.959,28.62,27.074,26.655,28.097,29.208,28.581,28.668,27.146,28.831,27.734,28.531,27.301
"hsa-miR-28-3p",26.959,28.07,27.568,27.594,27.568,27.771,27.301,26.844,28.043,27.823,27.684,27.221,27.918,28.127,28.207,27.413,27.684,26.959,26.557,27.413,27.771,27.621,27.865,27.359,27.621,26.289,27.771,28.531,27.301,27.568,27.684,27.568,27.973,27.684,27.511,26.23,26.959,28.097,27.511,27.146,26.793,27.918
"hsa-miR-224-5p",25.881,27.621,27.511,29.69,25.488,29.984,27.568,27.734,28.62,28.419,25.059,26.655,26.167,27.823,27.458,27.221,27.568,26.557,25.589,25.881,29.403,27.458,29.169,26.43,31.236,28.156,26.365,28.156,30.709,27.413,27.016,26.914,29.208,27.621,27.146,28.531,26.167,28.831,25.488,26.365,26.23,26.914
"hsa-miR-328-3p",27.568,29.769,27.221,27.823,27.458,26.914,28.581,27.865,27.458,27.568,27.621,27.734,25.793,27.511,27.511,26.655,27.734,27.413,26.914,27.797,29.125,27.413,27.301,26.655,27.771,28.62,26.289,27.511,27.621,25.059,27.771,26.608,27.359,28.738,27.568,28.79,26.109,27.458,27.074,26.914,27.621,28.883
"hsa-miR-532-3p",27.865,27.684,27.359,26.655,26.557,25.657,27.823,28.309,26.844,26.844,27.458,28.367,27.511,26.793,26.844,27.016,27.221,27.684,28.254,27.261,27.301,28.62,27.146,27.511,27.823,28.043,27.146,26.793,27.823,27.221,28.043,26.557,25.955,27.918,29.278,28.883,27.413,27.359,27.621,27.918,27.771,27.684
"hsa-miR-186-5p",26.914,26.23,27.146,27.301,26.914,28.738,26.43,25.955,29.769,27.734,27.511,27.074,27.413,28.127,27.413,27.918,27.511,27.221,26.365,27.146,26.844,27.865,27.771,29.169,27.301,27.823,27.684,27.734,26.793,29.03,27.458,27.413,27.413,26.167,26.729,26.041,26.43,27.973,26.914,27.823,27.359,27.146
"hsa-miR-26b-5p",26.793,26.844,27.301,27.146,26.793,27.734,26.793,27.221,27.074,27.074,27.074,26.844,27.823,27.074,26.793,27.511,27.074,27.918,27.568,27.359,27.221,28.531,28.043,28.685,28.097,27.973,27.918,27.865,28.309,28.097,26.43,26.844,26.844,26.365,26.914,27.074,26.844,26.914,27.771,27.684,27.301,26.43
"hsa-miR-205-5p",26.43,26.914,27.413,28.531,25.657,29.36,26.844,28.581,28.474,27.359,26.365,25.793,28.738,27.568,28.097,28.668,26.608,25.379,25.379,28.043,28.62,26.43,27.734,27.621,28.309,26.495,25.144,26.167,28.043,28.738,25.488,26.959,28.447,25.059,27.359,26.655,26.793,28.883,27.568,29.169,25.488,26.289
"hsa-miR-149-5p",28.419,27.511,25.881,26.23,28.254,26.289,26.167,26.167,25.144,27.301,27.823,26.914,25.955,26.655,26.43,26.23,26.495,28.097,27.892,27.458,26.655,27.823,26.608,25.955,26.844,27.771,28.097,27.684,28.883,27.074,28.883,26.729,26.793,28.156,29.03,28.935,26.914,26.199,27.458,27.221,28.982,27.413
"hsa-miR-34a-5p",27.359,26.793,26.959,28.581,26.109,27.359,27.413,25.268,27.146,28.043,26.495,27.359,26.041,27.684,27.865,27.301,28.097,26.495,26.23,26.608,29.169,25.955,28.79,26.495,27.865,26.914,26.914,27.221,27.771,26.655,27.413,25.379,27.146,27.568,25.793,26.289,25.268,27.221,26.655,27.621,27.016,27.973
"hsa-miR-532-5p",27.771,25.881,26.844,26.289,24.868,27.413,27.016,26.793,27.823,26.914,26.041,28.043,27.221,26.289,26.608,27.568,26.655,26.43,26.43,27.734,27.458,28.831,27.511,28.097,27.146,27.458,27.511,26.844,26.655,28.668,27.301,25.955,26.289,27.146,27.771,27.359,26.557,26.655,26.289,26.793,26.43,27.074
"hsa-miR-331-3p",28.156,27.301,25.955,26.041,28.207,24.968,26.729,26.914,25.955,26.655,27.568,27.771,27.074,26.109,25.955,26.041,26.43,27.146,28.831,27.261,26.914,28.419,25.379,26.729,25.955,25.589,26.655,26.365,27.146,25.793,28.935,26.655,25.72,27.359,28.097,28.043,28.309,26.365,27.865,26.729,29.403,27.016
"hsa-miR-210-3p",25.72,25.793,26.729,28.097,26.23,39.762,26.041,26.608,27.016,26.959,25.793,26.729,30.987,26.557,27.301,27.973,27.458,25.72,26.041,25.955,25.881,25.059,27.413,25.657,26.959,25.379,26.109,24.397,26.557,29.147,26.729,27.823,28.831,26.041,24.526,24.764,28.097,28.702,24.663,27.301,26.167,25.881
"hsa-miR-197-3p",26.557,26.692,26.655,26.729,27.918,26.844,27.359,26.495,26.495,27.016,26.608,26.23,27.016,27.146,27.074,26.167,26.729,26.914,26.608,26.43,26.729,25.589,25.488,27.413,26.655,26.844,26.793,27.413,26.729,27.301,26.608,27.221,27.221,27.844,27.016,26.914,26.041,27.511,26.959,27.016,27.511,27.621
"hsa-miR-146a-5p",24.764,27.146,27.771,27.413,27.684,28.097,27.221,25.657,28.935,26.109,26.729,26.608,26.793,28.231,27.973,26.43,27.016,25.955,24.397,25.268,29.905,27.734,27.918,27.865,26.041,26.793,26.495,24.764,25.793,28.309,25.955,28.097,27.684,24.764,22.383,23.451,28.207,32.393,26.041,27.074,27.458,26.793
"hsa-miR-10a-5p",40,26.959,26.041,25.793,26.289,26.041,26.959,27.568,26.041,26.041,26.43,27.511,26.289,25.589,25.793,25.881,26.23,26.844,28.043,26.289,28.156,27.301,26.041,28.043,25.688,25.955,27.301,25.881,28.156,24.267,27.221,25.881,26.041,26.495,26.365,26.43,27.074,26.199,26.608,26.43,27.221,26.655
"hsa-miR-148a-3p",25.488,27.734,27.621,27.359,24.968,29.169,26.655,27.301,27.221,26.793,25.881,26.557,26.729,27.359,27.016,27.074,26.793,25.657,25.657,26.365,26.959,27.074,28.935,26.793,28.581,27.684,26.041,28.097,27.221,26.914,25.793,24.868,28.207,26.43,27.221,27.221,24.868,26.608,25.793,26.041,25.059,26.365
"hsa-miR-425-5p",26.655,26.365,26.914,25.955,27.146,25.379,27.458,26.557,26.608,27.771,26.793,27.016,26.462,27.221,27.146,26.289,27.301,27.045,27.074,26.729,26.495,26.289,27.221,24.868,27.359,26.608,26.844,27.771,26.844,23.84,26.655,25.72,27.074,27.734,26.608,26.167,26.289,26.793,27.146,26.959,27.146,26.608
"hsa-miR-92a-3p",25.379,28.935,26.793,27.684,27.734,27.016,26.23,28.531,26.365,26.289,26.959,25.379,26.914,26.608,27.359,26.914,26.959,26.365,25.488,26.167,25.268,26.365,26.43,26.289,26.557,26.557,25.589,26.959,25.059,26.365,26.495,27.771,27.016,26.608,26.557,26.109,26.608,27.568,26.729,26.289,25.955,27.359
"hsa-miR-342-3p",25.955,26.495,26.557,26.167,26.729,27.221,26.289,26.23,26.914,26.557,26.844,26.43,27.359,26.914,26.557,26.557,25.589,26.289,26.109,26.23,26.041,27.146,26.655,26.914,26.23,26.23,26.43,26.729,25.657,26.844,26.041,28.935,26.43,25.379,27.074,25.657,27.359,27.413,27.684,27.458,25.657,26.109
"hsa-miR-125b-5p",26.109,28.367,27.074,27.016,26.655,26.655,27.146,27.413,26.655,25.268,27.146,25.955,27.734,26.041,26.959,26.495,27.146,26.167,26.289,26.495,23.451,26.729,27.074,25.144,24.267,27.301,25.72,26.289,26.365,26.761,26.844,26.289,26.557,26.793,28.702,27.823,24.158,26.041,26.109,26.557,25.793,26.495
"hsa-miR-660-5p",26.23,25.72,26.495,25.72,25.268,26.109,26.914,27.458,26.43,26.23,26.109,26.959,26.844,25.793,26.041,26.959,26.289,26.608,26.655,26.041,26.557,26.959,26.557,27.684,26.43,27.074,27.074,26.557,26.23,26.041,27.359,24.397,25.379,26.959,27.458,26.844,26.365,26.43,27.301,25.955,26.557,26.959
"hsa-miR-100-5p",27.016,27.221,26.365,26.557,26.365,26.959,26.608,25.72,25.881,25.793,25.268,26.167,26.557,25.955,26.167,26.365,26.879,27.045,26.729,26.655,25.144,26.793,26.289,27.074,27.016,27.221,26.729,26.23,27.684,26.167,26.557,25.589,25.657,26.914,28.982,27.684,25.488,25.881,24.968,26.655,26.289,26.041
"hsa-let-7e-5p",23.26,25.657,25.059,25.059,27.413,25.059,26.495,26.365,24.397,25.488,27.359,29.03,25.379,24.968,25.268,25.059,25.379,27.568,27.823,26.793,26.608,30.169,25.793,26.844,25.793,25.72,28.156,26.655,28.738,25.268,28.581,24.764,24.764,28.254,28.282,28.668,27.568,25.144,25.589,24.663,28.883,25.955
"hsa-miR-99a-5p",27.074,27.016,26.167,26.495,26.167,26.793,26.557,26.109,25.793,25.955,25.488,26.041,27.146,25.379,25.881,26.608,26.879,26.793,26.495,27.016,24.968,26.557,26.109,27.016,26.793,27.146,26.557,26.495,27.734,26.608,26.167,25.268,25.268,27.016,28.581,27.301,25.955,25.657,25.144,26.608,26.365,26.23
"hsa-miR-99b-5p",26.495,27.413,26.109,26.365,27.771,25.793,27.734,26.729,25.379,25.589,26.655,26.495,26.608,25.72,26.365,26.729,25.955,26.655,26.959,26.109,26.43,26.041,24.868,26.557,25.688,26.167,25.379,26.43,26.959,24.526,26.365,26.167,25.488,26.23,26.109,26.729,26.23,26.109,25.881,26.495,26.655,26.729
"hsa-miR-193b-3p",26.289,26.289,25.72,26.43,27.016,26.167,25.793,25.488,25.657,26.365,27.301,25.268,26.959,26.729,26.289,25.657,25.657,26.23,26.167,27.074,25.059,24.397,25.657,26.608,25.379,25.793,26.23,25.379,26.109,26.495,26.793,26.793,26.365,25.881,26.844,25.589,28.043,26.289,27.016,27.865,26.729,27.458
"hsa-miR-429",25.144,26.109,26.23,26.914,24.663,27.621,26.365,25.881,27.301,27.413,25.589,26.289,25.881,26.365,26.655,26.793,26.365,24.868,24.868,25.488,28.935,25.881,26.914,26.041,27.684,26.655,26.608,27.074,27.568,27.734,25.657,24.968,26.495,26.289,25.488,25.793,24.397,25.72,25.268,25.72,25.881,25.793
"hsa-miR-574-3p",25.657,25.955,25.657,25.589,26.495,25.955,25.72,24.868,26.289,25.72,26.289,25.881,26.462,26.844,25.72,25.589,26.167,25.793,25.955,25.379,25.793,27.016,26.495,25.881,25.589,25.881,25.955,27.359,26.43,26.109,26.959,27.016,26.729,26.109,26.495,26.495,27.016,26.729,25.657,26.23,26.608,25.72
