"","GSM1103460","GSM1103461","GSM1103462","GSM1103463"
"hsa-miR-155",11.1591,11.1341,0.9869,1.8528
"hsa-let-7a",9.9254,10.14,-0.9578,-0.3228
"hsa-let-7b",9.4987,8.9767,-2.9979,-3.0135
"hsa-let-7c",15.2009,15.1822,3.7357,4.005
"hsa-let-7d",9.8707,9.1582,-0.3756,-0.0032
"hsa-let-7e",9.4647,9.0798,-2.9446,-2.6516
"hsa-let-7f",11.4204,11.1585,-0.8693,-0.2267
"hsa-let-7g",8.4839,8.158,-2.5493,-2.0005
"hsa-miR-1",15.514,15.1822,12.0304,12.0207
"hsa-miR-100",15.514,15.1088,3.9999,3.9559
"hsa-miR-101",13.4558,12.1869,3.0137,3.0017
"hsa-miR-103",9.4703,9.0838,-2.6415,-2.0326
"hsa-miR-105",15.514,15.1822,12.0304,12.0207
"hsa-miR-106a",3.3875,3.1514,-8.1263,-8.0217
"hsa-miR-106b",7.4669,6.9292,-4.0156,-4.0243
"hsa-miR-107",15.514,14.176,12.0304,12.0207
"hsa-miR-10a",15.514,15.1822,12.0304,9.0021
"hsa-miR-10b",15.514,15.1822,12.0304,12.0207
"hsa-miR-122",15.514,15.1822,8.0425,12.0207
"hsa-miR-124",11.1374,11.1743,2.3589,2.9983
"hsa-miR-125a-3p",15.514,15.1822,9.9956,9.0352
"hsa-miR-125a-5p",15.514,15.1822,8.6018,8.0006
"hsa-miR-125b",15.514,15.1822,3.8257,3.9745
"hsa-miR-126",15.514,15.1822,5.0068,5.3474
"hsa-miR-127-3p",-10.8744,15.1822,12.0304,12.0207
"hsa-miR-127-5p",15.514,15.1822,12.0304,12.0207
"hsa-miR-128",12.8972,11.1509,-0.0052,-0.0398
"hsa-miR-129-3p",12.4674,10.4801,1.0913,0.9847
"hsa-miR-129-5p",15.514,14.1472,4.0152,3.9102
"hsa-miR-130a",15.514,15.1822,6.7789,7.0177
"hsa-miR-130b",10.4529,9.4736,-2.0134,-2.1866
"hsa-miR-132",11.4998,10.0807,0.9992,0.9957
"hsa-miR-133a",15.514,15.1822,4.9941,5.6865
"hsa-miR-133b",15.514,15.1822,6.8849,7.9647
"hsa-miR-134",15.514,15.1822,12.0304,12.0207
"hsa-miR-135a",15.514,15.1822,7.0006,7.981
"hsa-miR-135b",15.514,15.1822,6.0087,6.2766
"hsa-miR-136",15.514,15.1822,12.0304,12.0207
"hsa-miR-137",15.514,15.1822,12.0304,12.0207
"hsa-miR-138",7.4323,7.1443,-4.0206,-3.8617
"hsa-miR-139-3p",15.514,15.1822,3.9978,4.2067
"hsa-miR-139-5p",12.415,12.1581,1.907,1.9862
"hsa-miR-140-3p",10.7687,11.1691,2.9083,3.004
"hsa-miR-140-5p",8.3737,8.1534,-3.2777,-3.0298
"hsa-miR-141",15.514,15.1822,6.9999,6.7431
"hsa-miR-142-3p",4.2521,4.1546,-5.3731,-5.0183
"hsa-miR-142-5p",10.4701,10.6484,-1.0638,-1.0189
"hsa-miR-143",15.514,15.1822,5.5281,5.9933
"hsa-miR-145",15.4412,14.0587,2.6043,2.9967
"hsa-miR-146a",5.4769,5.0382,-6.0102,-6.0741
"hsa-miR-146b-3p",15.514,15.1822,9.0603,7.4634
"hsa-miR-146b-5p",9.4924,9.9574,-2.2405,-1.9945
"hsa-miR-147",15.514,15.1822,12.0304,12.0207
"hsa-miR-147b",15.514,15.1822,12.0304,12.0207
"hsa-miR-148a",10.4902,9.8198,-2.0707,-2.0361
"hsa-miR-148b",13.4942,12.7405,1.0071,1.1666
"hsa-miR-149",15.514,15.1822,4.002,4.3979
"hsa-miR-150",11.4842,10.8175,-1.2601,-1.02
"hsa-miR-152",11.4642,10.7994,-1.0531,-1.0376
"hsa-miR-153",15.514,15.1822,12.0304,11.4346
"hsa-miR-154",15.514,15.1822,12.0304,12.0207
"hsa-miR-15a",8.8902,9.1941,-2.1267,-1.9743
"hsa-miR-15b",7.3175,7.1554,-4.2051,-3.9999
"hsa-miR-16",3.2473,3.1183,-7.1731,-7.0106
"hsa-miR-17",3.3811,3.1469,-8.0949,-8.0346
"hsa-miR-181a",7.4393,6.5899,-4.9897,-5.2027
"hsa-miR-181c",12.8724,13.1333,0.9795,0.9378
"hsa-miR-182",15.514,15.1822,9.0223,9.5594
"hsa-miR-183",12.4588,12.1912,1.9103,1.9728
"hsa-miR-184",13.1474,13.1196,1.9909,2.3611
"hsa-miR-185",12.3092,12.1475,0.7133,1.0068
"hsa-miR-186",9.1243,9.1349,-2.1372,-2.0185
"hsa-miR-187",15.514,15.1822,12.0304,12.0207
"hsa-miR-188-3p",15.514,15.1822,12.0304,12.0207
"hsa-miR-18a",9.243,9.1413,-2.0015,-1.8621
"hsa-miR-18b",9.2198,9.2455,-1.4954,-1.0029
"hsa-miR-190",15.514,15.1822,7.9908,7.0285
"hsa-miR-191",4.3985,4.1614,-7.3442,-7.0166
"hsa-miR-192",14.4892,14.1571,0.8365,0.9868
"hsa-miR-193a-3p",15.514,15.1822,8.7316,9.0035
"hsa-miR-193a-5p",15.2793,14.1845,4.8098,4.9996
"hsa-miR-193b",8.5054,8.1422,-2.9837,-3.0528
"hsa-miR-194",12.4801,11.977,-0.0136,-0.023
"hsa-miR-195",10.4505,10.1443,-2.0011,-2.171
"hsa-miR-196b",15.514,15.1822,9.9107,10.9794
"hsa-miR-197",11.3376,12.1844,0.9645,0.8612
"hsa-miR-198",15.514,15.1822,12.0304,12.0207
"hsa-miR-199a-3p",15.514,15.1026,5.8874,6.0188
"hsa-miR-199a-5p",15.514,15.1822,9.9043,8.4197
"hsa-miR-199b-5p",15.514,15.1822,9.0535,12.0207
"hsa-miR-19a",4.1792,5.1305,-2.978,-3.2651
"hsa-miR-19b",2.4196,2.1534,-8.1985,-8.0098
"hsa-miR-200a",15.514,15.1822,4.0149,3.7167
"hsa-miR-200b",12.4225,12.1487,1.9016,1.9709
"hsa-miR-200c",12.4992,12.056,2.0167,2.1301
"hsa-miR-202",15.514,15.1822,10.0087,8.5108
"hsa-miR-203",15.514,15.1822,11.0142,10.796
"hsa-miR-204",15.514,15.1822,12.0304,12.0207
"hsa-miR-205",15.514,15.1822,12.0304,12.0207
"hsa-miR-208",15.514,15.1822,12.0304,12.0207
"hsa-miR-208b",15.514,12.5467,12.0304,12.0207
"hsa-miR-20a",4.4028,4.1354,-8.2148,-8.0658
"hsa-miR-20b",12.0625,12.1283,-3.2653,-3.0071
"hsa-miR-21",6.8745,7.1324,-4.0144,-4.0251
"hsa-miR-210",11.3721,8.654,0.0081,-0.7346
"hsa-miR-211",15.514,15.1822,6.8591,6.0074
"hsa-miR-212",13.6382,15.1822,5.3885,5.9858
"hsa-miR-214",15.514,15.1822,12.0304,12.0207
"hsa-miR-215",13.5199,15.1822,12.0304,2.0371
"hsa-miR-216a",15.514,15.1822,12.0304,12.0207
"hsa-miR-216b",15.514,15.1822,12.0304,12.0207
"hsa-miR-217",15.514,15.1822,12.0304,12.0207
"hsa-miR-218",15.514,15.1822,7.381,7.9632
"hsa-miR-219-1-3p",15.514,15.1822,9.0726,8.2149
"hsa-miR-219-2-3p",15.514,15.1822,12.0304,12.0207
"hsa-miR-219-5p",13.2979,15.1822,6.0733,5.9728
"hsa-miR-22",15.514,15.1822,2.0377,1.6849
"hsa-miR-220",15.514,15.1822,12.0304,12.0207
"hsa-miR-220b",15.4714,15.1822,12.0304,12.0207
"hsa-miR-220c",15.514,15.1822,12.0304,12.0207
"hsa-miR-221",15.514,15.1822,12.0304,12.0207
"hsa-miR-222",15.4917,15.1822,8.1217,9.9669
"hsa-miR-223",7.6172,7.1006,-3.18,-3.0305
"hsa-miR-224",15.514,15.1822,12.0304,12.0207
"hsa-miR-23a",15.514,15.1822,12.0304,3.9409
"hsa-miR-23b",15.514,15.1822,5.0174,5.3642
"hsa-miR-24",9.4913,9.0411,-2.2113,-1.9829
"hsa-miR-25",9.4553,8.9726,-3.02,-3.1577
"hsa-miR-26a",7.0931,7.1376,-2.4067,-1.996
"hsa-miR-26b",7.474,7.1325,-2.3757,-2.0288
"hsa-miR-27a",14.447,13.7366,3.9978,3.9817
"hsa-miR-27b",14.6706,14.1201,3.996,3.7451
"hsa-miR-28-3p",8.5995,8.1283,-2.0001,-2.0066
"hsa-miR-28-5p",9.3006,9.1235,-1.2969,-0.9893
"hsa-miR-296-3p",15.514,15.1822,9.6125,10.0715
"hsa-miR-296-5p",11.9542,11.1363,-0.0064,-0.1453
"hsa-miR-298",15.514,15.1822,12.0304,12.0207
"hsa-miR-299-3p",15.514,15.1822,12.0304,12.0207
"hsa-miR-299-5p",15.514,15.1822,12.0304,12.0207
"hsa-miR-29a",5.5648,5.122,-3.0123,-2.9925
"hsa-miR-29b",11.3503,11.1486,1.0005,0.9795
"hsa-miR-29c",10.2842,10.1618,-0.078,7e-04
"hsa-miR-301a",10.2365,10.1314,-1.0181,-0.6122
"hsa-miR-301b",13.5135,12.9394,2.0206,2.2426
"hsa-miR-302a",15.514,15.1822,12.0304,11.9857
"hsa-miR-302b",15.514,15.1822,9.0622,8.3613
"hsa-miR-302c",15.514,15.1822,10.9979,12.0207
"hsa-miR-30b",6.342,6.1494,-4.2592,-4.0063
"hsa-miR-30c",6.4692,6.1132,-5.2093,-5.0337
"hsa-miR-31",15.514,15.1822,12.0304,12.0207
"hsa-miR-32",15.4813,13.9361,2.7336,3.0161
"hsa-miR-320",9.2735,9.1505,-0.7555,-0.9984
"hsa-miR-323-3p",12.6176,14.1685,11.0316,8.4277
"hsa-miR-324-3p",11.0308,10.1586,0.0026,-0.0072
"hsa-miR-324-5p",12.4771,12.139,0.9711,0.5787
"hsa-miR-325",15.514,15.1822,12.0304,12.0207
"hsa-miR-326",15.514,15.1822,12.0304,12.0207
"hsa-miR-328",11.6398,12.179,0.9886,0.7025
"hsa-miR-329",15.514,15.1822,12.0304,12.0207
"hsa-miR-330-3p",14.1198,15.1122,3.5182,3.9696
"hsa-miR-330-5p",15.514,15.1134,7.0009,7.0837
"hsa-miR-331-3p",6.5001,6.1746,-3.1084,-3.025
"hsa-miR-331-5p",14.4995,12.8176,7.013,6.5976
"hsa-miR-335",10.5691,11.1449,-0.8499,-1.0288
"hsa-miR-337-5p",15.514,15.1822,12.0304,12.0207
"hsa-miR-338-3p",15.514,15.1822,9.165,10.0657
"hsa-miR-339-3p",10.4866,9.5747,0.9634,1.0162
"hsa-miR-339-5p",8.9084,8.1647,-0.9907,-1.0118
"hsa-miR-33b",15.514,15.1822,9.2151,10.0273
"hsa-miR-340",15.514,15.1822,12.0304,12.0207
"hsa-miR-342-3p",6.3142,6.1496,-5.0041,-5.0011
"hsa-miR-342-5p",13.7396,13.2066,3.027,2.9291
"hsa-miR-345",14.1291,13.1555,3.0068,2.7381
"hsa-miR-346",15.514,15.1822,12.0304,12.0207
"hsa-miR-34a",15.514,12.1504,5.87,5.9922
"hsa-miR-34c-5p",15.514,15.1822,12.0304,12.0207
"hsa-miR-361-5p",13.9114,15.1822,3.0246,2.9376
"hsa-miR-362-3p",15.514,15.1822,4.9985,4.6661
"hsa-miR-362-5p",14.0743,14.1345,4.5289,5.0158
"hsa-miR-363",15.514,15.1822,12.0304,12.0207
"hsa-miR-365",10.4962,9.7963,-0.9994,-1.2344
"hsa-miR-367",15.514,15.1822,12.0304,12.0207
