"","GSM989205","GSM989206","GSM989207","GSM989208","GSM989209","GSM989210","GSM989211","GSM989212","GSM989213","GSM989214","GSM989215","GSM989216","GSM989217","GSM989218","GSM989219","GSM989220","GSM989221","GSM989222","GSM989223","GSM989224","GSM989225","GSM989226","GSM989227","GSM989228"
"hsa-miR-923_v12.0",12.8358557990914,12.5684903343762,12.4375219196638,11.4637052096866,12.2944768742386,12.5396093405663,12.3571637882517,12.2896146167563,12.2872893193398,11.9875489695008,11.972743624117,11.9242951482804,11.8083130460453,13.9171473402145,12.045939816402,12.4179637710687,12.0231995504876,13.0581468447374,11.5856606675443,11.455417642801,12.7578041725791,12.2828495243867,12.0335155760877,12.9409191816867
"hsa-miR-588",-0.888311342482761,1.08839672639509,2.69862766542492,1.98335592505666,1.2504201582271,3.12715664944707,1.67104014255765,4.11352965235585,-2.44169866263037,3.00990357399306,1.57094180686361,16.5980546816545,0.573427560026776,-0.566166691128502,2.35442394960681,2.60919044221202,2.49504452417762,1.09879413011569,2.12199477447396,3.59215560959429,0.397833731728398,0.889074906451434,2.37045725461888,-4.01022503876435
"hsa-miR-516a-3p",2.23924190919501,-1.22843451138727,2.22311235260181,15.8012933223406,2.75620520288077,-0.325898078118402,2.80767331032793,-0.982999431146378,8.84170680191873,-4.6166879803911,-0.660438422464406,-1.45088761247063,-1.58995202347822,-0.590068639878672,2.93354317978928,1.2359420697005,2.68780782879543,2.60908616624263,-0.292562144476563,2.51242791414777,0.731845165050981,-1.04578671245008,1.53866877003988,1.64542406638563
"hsa-miR-1270",2.19164760550367,-2.72638815263597,4.28853427381622,1.21020991926135,-0.222079823189873,-0.107850861944119,1.13601678205434,1.63259674025243,1.84686956108019,0.323218556507485,-1.9815777595138,15.4261864449563,2.75487724296226,1.83716821571753,1.55587258590686,0.923962946663975,1.72782332797487,1.1541275560191,1.63090585448742,1.77325960325319,0.211770546362679,2.21234770394829,1.50247165607204,1.94373345461627
"hsa-miR-125b-1*",1.28257858173936,-7.5925537010741,-0.723430203932048,2.21602734810736,2.06315913955944,3.65822862358115,3.04824891731064,3.0419743091209,1.13371804496577,0.763208435506562,4.93276608983616,2.01379846237159,0.828789570889192,2.49665817262015,1.31890797207568,2.90655854518037,13.135443004147,1.07636070237226,2.265402688648,-1.56067686782814,4.46095547990693,0.593175425160104,2.27020209381923,2.98241921072715
"hsa-miR-655",2.22301717909353,-0.745725973268235,-0.0767961484129555,2.6893470259029,2.57877427270579,2.50374357755194,-1.03952446891529,0.544579353713278,6.1097145028604,1.51223042686554,1.93057234057722,2.75339273720918,0.607072990951038,5.59476648991327,1.70968280134465,-1.71900853945862,13.0153251425029,-2.58800720095375,2.42027892558431,0.22248483329899,1.439309300632,0.0490217103609994,1.70541132535662,1.01293904282629
"hsa-miR-218-2*",5.44232748281431,5.39270071653999,-4.70576239356734,0.267256760156727,0.675384277269995,1.94056068872089,-1.43435681460516,1.95973306745864,-3.17732955945466,2.8595303138658,1.58108992334821,12.4122700039314,0.0968207520009617,1.18849144628755,3.07487017425627,3.04894044376897,1.83632692191419,-3.18665854255552,-2.88119271594019,1.68355857771758,-4.17042772397391,2.41824339010243,2.44667362456473,1.85155517014758
"hsa-miR-451",9.63005047695011,7.40805115376922,7.66139546568398,6.83254321946827,6.64684552865583,6.26803777010276,7.31344268495404,7.41224718897443,7.40035177439299,8.26308653352145,8.06626682480644,7.55924017619065,7.64149545295419,8.95053256879356,7.52780695060869,6.85415028462255,7.17893270187182,7.50548606743046,6.98505293418067,6.59828212170684,6.39074626270485,4.657725741272,8.71554027054893,8.86088584545096
"hsa-miR-337-3p",2.69800794942757,1.08839672639509,1.69619461872188,2.30458288272973,2.9576041165634,0.55581232749829,1.92035123554606,2.01917134628749,1.24518956725209,1.11636076398781,0.54107487677306,2.809095616624,-1.81418621707211,1.5854995641976,0.316894822178392,1.63243248722726,12.3161878949706,-0.647245090174645,1.79457764707952,1.47646308800984,-0.592352050083719,1.00126829263849,1.80163506006405,2.53909154582277
"hsa-miR-1202",8.71850513496018,8.56174655571759,7.55476534080719,6.94872581647298,7.04284019972876,7.09027547469643,8.26629509755385,7.23868847329464,8.39178661946712,7.65134450702185,7.22111726265729,6.48573143552604,7.40029968079524,8.1973749630665,7.12096979781117,8.03844441268546,7.264821639078,8.12829082299859,6.90477308966433,6.62266626203328,7.42508998987406,7.33448336038164,7.36296952036574,7.16015480354812
"hsa-miR-146a*",0.237505960413498,1.67246924449376,0.629867622504504,-0.946818859647436,1.13003467131791,1.36188792413131,1.86518362460083,-0.0268228288578784,2.27061266111459,1.45068920701206,0.929390849952707,-0.564056980695817,-0.947913584342035,-1.84948035551809,1.55587258590686,0.480890154491599,1.0515676963295,11.3700378298942,1.96477529186927,-0.190907800502845,2.11860192687545,-2.25359985749258,1.54912845917784,1.41446896542421
"hsa-miR-671-5p",6.9385116364432,6.06139884461235,7.33184671346849,6.71209085888094,6.57822201668834,6.57453010412351,5.90301126754661,6.63456234077491,7.88376681335055,6.80135916021191,6.97484016508969,5.81456503490475,6.23224438710656,8.01360797357992,6.79718681730419,6.36854976353501,5.44427579803727,6.38404134268305,6.79692605024636,6.37836231739947,6.61470145290536,6.36491380638604,6.97763139447527,6.92710830139086
"hsa-miR-103a",2.15637234494261,0.928169497263268,2.09659246090415,1.21915054959859,1.97118999861702,1.71758364896675,11.3067948161229,1.8420729169733,0.364650755904379,2.22261385803039,1.77589251771086,2.85855159253371,-0.041922536417382,2.18482520962399,0.655353385806361,1.83529998378499,2.16512825028372,-0.363403868252369,2.59372330219782,1.86216689099116,1.56232009866304,2.50096492056527,1.16609260608813,1.01380596440445
"hsa-miR-34a*",2.54720697395951,3.14988886240911,-0.416542919189651,6.3037232218482,2.5564536951958,-0.107850861944119,6.49534499799804,-0.158667684593729,1.84089018827615,1.92022545192677,1.7524685872169,3.28765505840551,-0.946280287399186,3.06639388992406,2.35478472636236,1.41364769508006,1.6668979009193,1.37780730520256,11.2440706278109,1.78339965787474,5.73117808132092,2.13377688942541,4.88699293504638,2.13446082126986
"hsa-miR-1246",6.28586232821047,5.60229028788807,7.0021072746453,6.3037232218482,6.98533761699032,6.69645293117802,6.21939275013085,5.93562098118228,6.37819339760676,6.30303510220857,5.99017182709003,6.67310551133109,5.53007167887755,7.738065229952,6.43263242613992,6.2692527516255,6.19832579010488,7.20368765098829,7.54895519268474,6.57522533670049,6.93216040992396,6.0471060214937,6.07871613732145,6.9820010241057
