"","GSM2995045","GSM2995046","GSM2995047","GSM2995048","GSM2995049","GSM2995050","GSM2995051","GSM2995052","GSM2995053"
"hsa-miR-3960",4.0645773275269,4.76270544893875,4.29272661219734,2.77351519848122,4.07289102184154,2.42979956080221,5.6376218001424,4.46991625692768,2.99982231719702
"hsa-miR-4739",4.28669960660232,4.99322391066265,5.5034138534407,3.01807813682082,2.88947797749735,2.66488604504114,4.6031481092704,4.1418813864198,2.41228095445743
"hsa-miR-3613-3p",4.55431956685652,4.08910975393843,4.43107367303594,4.42258121339674,3.57727396703262,4.38665380828779,4.1907021690606,3.81762325751143,4.02125214919306
"hsa-miR-431-5p",4.39382321014118,2.89783566795487,2.79806216829448,5.18939109592547,3.5084806317203,5.35212260066941,1.75019071552154,3.15116407329588,4.75972259239766
"hsa-miR-4532",4.28410366335626,4.19843312069025,4.92223824234037,3.10043180657411,4.52556093996725,2.47539140621378,5.05440074715601,4.16787320093651,2.31965210156532
"hsa-miR-550a-5p",3.85207771061107,5.18330748967039,4.2030623015937,3.24726129543602,2.86622983201293,4.74516016040486,3.55827559579986,4.28074919356034,4.0543095879241
"hsa-miR-5681b",3.65042194039117,4.26680675252348,4.78603503492401,3.2155968597949,4.56427538050382,3.08387761323084,4.35017540674417,4.57288966842058,3.18812959677468
"hsa-miR-21-5p",4.02586808539777,3.61588453566488,4.76101162635885,4.51126716631559,2.97388528386401,3.82163272268077,4.61263491906451,3.80038826862383,3.63947170136862
"hsa-miR-127-3p",4.12493754658196,4.05693141001609,3.44561164939391,4.64928769727486,4.18716604292953,4.52831809804405,2.89022639432554,4.00188601287403,4.02125214919306
"hsa-miR-182-5p",3.20876913745879,5.59243284583521,4.11370965431574,2.70723802433209,4.30971717527243,3.04679016402302,3.60141065866413,4.17995536694978,2.99412488409373
"hsa-miR-550a-3-5p/hsa-miR-550a-5p",3.63191096695984,5.01581647824039,4.00797040090924,3.47601778958075,4.08900851668947,4.1096708876769,3.47890872100439,4.16188768237689,3.57151541687828
"hsa-miR-337-3p",4.45453379774966,3.77463781687198,3.63002960768952,4.25341210453819,4.44078878031339,4.03439850177873,2.8100319508027,3.34357308897031,3.65422331203658
"hsa-miR-550b-2-5p",3.37656335142522,4.98725021216653,3.49724635491328,3.28929088702511,4.27822188530799,3.92983892866648,3.16505396573866,3.86950417974136,3.66971940700499
"hsa-miR-3650",3.40102919439109,1.55031095406779,1.45959534736421,5.0902517363005,3.61665350032219,4.92513812599183,0.9368994868095,2.71533152357955,4.78829483137116
"hsa-miR-1260a",4.29848468175294,3.5370990021175,4.56051651279595,2.55512727106842,3.67390664770771,2.1604246234671,3.96168954072874,4.20927199732458,3.60741049162903
"hsa-miR-4467",3.16887001422158,3.9196990266533,3.47214697964377,3.40998635301356,3.85809431188527,2.70651423247617,4.91411460993564,3.71251900303802,3.58910223124743
"hsa-miR-151a-5p/hsa-miR-151b",4.018078137177,1.23170016328302,2.82271105469241,4.71725552293908,3.97095425212971,4.73250735967526,1.55548649446114,2.85821236316848,4.1451553871602
"hsa-miR-31-5p",3.81209284090209,2.81577879538779,3.71203101712761,4.41933189846607,1.77555216437621,4.51026758431551,3.05876863965738,3.6074335436906,3.95277423494133
"hsa-miRplus-a1015",3.66620842722363,3.79204440794264,4.63663367107048,2.73696559423834,2.82090584160026,2.21323242214811,4.63658534738519,4.2362256093719,1.46136855551091
"hsa-miR-22-3p",3.79646660569628,2.80200912599711,3.94948247212314,3.97184603711054,3.21238143558409,3.76566901895529,3.3320523121308,4.20673044251354,3.57700458613095
"hsa-miR-4419a",3.52521169268254,4.51432997941189,4.61136102783034,2.0211991655936,3.95938148940269,1.98393163154316,4.00205004610013,3.47158070184783,1.67940382860672
"hsa-miR-3940-5p",3.17868668894715,3.75885925490176,3.78936064630141,2.8190585965874,3.53650611512118,2.6768348879013,5.04268796558018,3.51712917473332,2.72590767228631
"hsa-miR-4795-3p",3.50695998838593,3.63730485543259,3.11859117288753,3.83066809051505,3.51309356953032,4.58572321536366,2.96178985679794,3.22729690734555,3.64766045351053
"hsa-miR-4421",3.52025681126716,4.24152428188241,3.8400451129941,3.27039779424466,3.72500322176525,3.18305427338394,3.60141065866413,3.54412878332763,3.33677585931437
"hsa-miR-487b-3p",4.49213429571176,2.1794045442356,4.25076858349409,2.5108509044318,3.83617259848998,2.0537712563794,3.2493253543861,3.99200953945256,3.76208169352448
"hsa-miR-1908-5p",2.92824563561403,3.99581135494185,3.92075242916346,2.53997504602618,3.56760531897572,2.30724404924463,4.820082133135,3.44902384357896,2.69507225764652
"hsa-miR-410-5p",2.83333398854611,1.73929816565276,2.2281701423468,4.31463293040223,4.02464116612072,4.58216977750368,1.22060497197313,3.24191111422548,4.11987131312974
"hsa-miR-1587",3.5437780474759,2.86017961277371,3.9749050690846,3.50138327069545,3.89080785433654,3.0207748653496,4.09735878753518,3.08390599637449,2.899766161138
"hsa-miR-101-3p",3.76143458989075,2.33061718564444,3.8352579611549,3.70141286830935,3.35923426120461,3.70464787350129,3.02421823870531,3.58132321739284,3.02028892261038
"hsa-miR-4419b",4.55216347444033,2.36062338490354,2.50567528683886,2.44381600581142,1.82832808300789,2.98470086355406,2.81847658554348,3.53894233600653,4.77724478661993
"hsa-miR-5584-5p",2.74548267722248,4.73410304496234,3.83247917432922,2.46230494164243,3.67055543778484,2.86280081011636,3.02958783975279,3.48152724340765,2.15707557912112
"hsa-miR-4708-3p",2.83820871148816,3.75747901492091,3.03930929277526,1.61419321215239,2.24151359883295,1.32192809488736,5.29068286553951,3.3765746862847,2.23281195896166
"hsa-miR-4796-5p",3.54051894578118,0.359107471446521,0.806582807682287,1.93115220305557,0.448335062742824,2.25016846917027,0.78553128247762,4.34291190908464,5.48945055338387
"hsa-miR-124-3p",0.531244641246126,0.337099831896629,0.358562034072438,1.14724956366868,6.23323749581675,1.5333215173082,1.23793885468425,0.819763225768982,1.51407560575247
"hsa-miR-4747-5p",3.26481294932041,4.00165262776082,3.64075493675226,2.24992432339579,2.68850920811863,3.51905560118566,3.14681617757162,3.09219170116548,3.65241584874329
"hsa-miR-371b-5p",2.62500382312124,3.67897136368387,2.47813965873582,1.98169245192097,1.98679446129111,1.72320369304709,5.00502231468239,3.26965948238956,3.50145483318786
"hsa-miR-3124-3p",2.87014837486668,2.65656178070364,3.21678520976271,3.65319078838664,3.4212884873671,3.42866936480612,3.66883505807204,3.04784675926465,3.12664090374932
"hsa-miR-4714-5p",3.36555502730727,3.08883539873288,4.29088749524532,3.21047909973553,2.24151359883295,2.74924005488322,3.507502611705,3.30912202819663,2.00319455297458
"hsa-miR-5581-3p",3.35012498671057,3.0325079364887,3.98608703889043,2.79555552594328,3.55059779738311,2.25208652182363,3.48645918648659,3.46794670695696,1.99108894604612
"hsa-miR-4285",2.36248219333643,2.57950512300152,2.38673173647813,3.71134999221895,3.16992500144231,4.06181264806906,3.48422612904756,2.11056525029158,3.55709675738778
"hsa-miR-29b-3p",3.13685623671883,1.70055942889663,3.16792237050176,3.3047415840169,5.04926557460844,2.22108740526172,2.19727793577285,2.3009750228576,2.03822164488984
"hsa-miR-1275",2.52025681126716,3.6353023286294,3.42731153619145,2.02819689168173,2.97806216890806,2.31949110931592,4.3318194754849,3.31621311226116,2.01449601637253
"hsa-miR-5191",5.01348184995359,0.624364672390529,0.699746814004134,0.694586992224073,0.583866644357747,0.749692664958261,0.823122237727743,3.51272668427921,4.71766629442068
"hsa-miR-744-5p",3.48452260009761,3.50071406126994,3.92928981270326,1.98968081675993,3.0316909992482,0.874469117653833,3.92449728673319,3.26687368358855,1.4889758943931
"hsa-miR-200b-3p",3.62089504145485,2.73158632465891,2.44346096560149,3.76609295709459,3.32357032054727,3.46715838943566,1.53729202803613,2.35967806482089,3.54618740002787
"hsa-miR-204-3p",3.55996402581543,3.4055224550901,3.14733515867166,1.71496849196306,2.44592454476347,1.71858706506776,3.82080128188619,2.54297784979573,3.90518393725232
"hsa-miR-483-3p",2.57543972665361,3.12888276870718,3.15463482585556,3.20876913745879,2.04847135786678,3.09603121108237,4.1948048657265,2.88298420610542,2.44031073552005
"hsa-miR-493-5p",3.21525624009297,3.9656473232363,3.52911124083331,2.12421202746141,3.35731152207832,1.31827107123533,3.09067730134857,3.59415966097062,1.28711414136894
"hsa-miR-4441",2.90393468497132,3.78348038896054,3.8545610329233,1.92032673490054,3.35217165458516,2.04494740588581,3.14115784941533,2.8414582968317,1.79614353012554
"hsa-miR-659-3p",2.58601671711423,3.37584548479307,2.69446984133417,3.28215363593192,2.91540982788817,3.61085353282069,2.43723697415607,2.68747741132105,3.10499761282177
"hsa-miR-3154",2.54973401243611,3.86307024963368,3.34639476048023,2.32508843569987,3.24359691333828,3.09211035742437,2.44758922529422,2.81928795157735,2.43506361179557
"hsa-miR-122-3p",3.09932473787157,1.26575537243228,2.93389322046338,3.82017896241519,0.681354489169565,4.02189948171376,1.99960918446225,2.24049183707621,3.59711133476936
"hsa-miR-1264",3.40730503984142,2.19376323888144,3.39308912387341,3.13649650715739,3.13256560095563,2.33284387249704,2.87581839343342,3.14548788875216,2.78401910755505
"hsa-miR-433-5p",2.90393468497132,2.6688505692482,2.7897513906809,3.06873114414819,2.76881733026115,2.71766196385875,3.78110391938029,3.01957779926172,2.68184249915744
"hsa-miR-4497",2.72361604053018,3.56024007071622,3.47441740815872,1.64385618977472,3.17393603541676,1.11688130009072,4.03865152241135,2.72754058138707,1.83251591989564
"hsa-miR-29a-3p",2.63114513811914,1.45815771589336,2.5653172453895,3.46574539204259,4.29973999135721,2.93899639985075,1.8704849492221,2.50269768601548,2.812219993507
"hsa-miR-711",2.44788075599833,3.96922894148358,3.05975796645044,2.05889368916898,2.82462173545477,2.30478211159064,3.64154101895037,2.97972760496949,1.55140994112894
"hsa-miR-4447",3.08149511804153,3.28456396488259,3.43865170116064,2.24192044702782,2.59152021675859,2.36628532079178,3.507502611705,2.96347412397489,2.12093371060217
"hsa-miR-629-5p",2.30921704317356,3.84585539843684,2.75708718998707,3.10521931207214,2.92452847252078,3.22369625789893,2.28456033102292,2.66119808646868,2.40585826147274
"hsa-miR-4714-3p",1.75863233248079,1.08094829175937,1.36066764608116,4.03535380313856,3.02565039707708,4.12440492255301,0.688002094487171,3.02205807781366,3.03284782697995
"hsa-let-7e-5p",2.47431079501251,3.2305399744446,3.09686153932753,2.92074460467862,3.12203493349419,3.10454899262638,2.41278886369312,2.70610644395332,2.84463697421886
"hsa-miR-636",3.82688294734232,2.70031999745147,2.89761510601233,2.66546059385263,3.65915477113994,2.32981998719515,2.35896187264355,2.52034915062879,2.03475695763973
"hsa-miR-1469",2.91572216265274,3.58327551764377,3.59647362554764,1.64991794268291,1.72574860833719,1.60310984764782,3.72948265801296,3.26338385352732,1.44057259123412
"hsa-miR-483-5p",2.45655256159737,3.69924206282819,3.83096121394786,1.17973452457742,3.32750405180297,2.4399316785486,2.76383277674277,2.49438583987975,1.76302425554005
"hsa-miR-4317",1.90435732900498,4.04585536253007,2.89228792792213,2.57278331823624,2.87431973196383,2.90567261743722,2.53054477499231,2.75910627456304,2.25799156837665
"hsa-miR-3654",2.57915050039114,2.73533054737456,3.50710173669619,2.44904001284632,1.87476784342361,1.9946637376673,3.93883729098018,3.04459744476446,2.14812463941832
"hsa-miR-3607-3p",3.17588873415497,2.76081233616788,3.73899043017383,2.11474692382799,1.60021772657055,2.47155517769125,3.17858258288851,3.62358379529288,0.662890202033478
"hsa-miR-1185-2-3p",2.45597605993188,3.76505404304232,3.20823588077128,2.08224243485166,3.1227896783888,2.40472839999735,2.94727204825778,2.69007920651457,2.08854936523853
"hsa-miR-25-3p",2.17413725281335,1.4862047699951,2.54262131946764,2.23521646159189,4.950268585182,1.84342417679057,1.77140720123716,2.50919499315034,1.79532474759237
"hsa-miR-4657",2.37899828039099,2.77361402397458,3.22412816847693,2.16287713657176,2.21202683426327,2.42810393468159,4.03560484843642,2.78416307569452,2.25917970497646
"hsa-miR-4732-5p",2.35508057776999,3.24242902456692,3.94247057542747,2.64334989226444,2.81344521698115,1.96690391697329,3.26208975399171,2.11134193694072,1.51507056821746
"hsa-miR-4459",2.32698132271454,3.11852674495117,2.84293490140737,3.54296396171085,2.63924798811449,2.61557919936483,3.13048829460645,2.26163576771568,2.42398213975334
"hsa-miR-665",3.82911070473182,2.43099828301268,3.86226006011689,0.18670071452671,0.376740979549649,0.686795997622395,3.23578347454353,3.44564048292937,1.93866125292071
"hsa-miR-3591-5p",2.63420601966355,1.75874428523647,3.04499436685423,3.90477984945207,2.06898021648392,2.81559272224602,2.03665286831941,2.2175914351664,3.24410719147613
"hsa-miR-125b-5p",1.5047318877029,0.956553942504056,1.67570599949205,1.64284341701239,5.38116352103481,1.31338057521633,1.21657509475862,1.49259848238173,0.838489820890062
"hsa-miR-103a-3p",2.8195068472484,2.88609444300272,3.13508636518994,2.70043971814109,2.8899214060649,2.04125481361464,2.8504696152219,2.98947701356687,2.35453276023869
"hsa-miR-936",2.34141153026294,3.45376119750706,3.02654589162053,2.57650092204509,3.14933048347368,2.64263821152642,2.47652352072,2.61922190177204,2.18297404042062
"hsa-miR-451a",2.81816167702495,1.56826566281447,2.8761873426573,3.88970408468939,2.07757003655419,3.32344912298042,2.00973613504909,2.4860258285472,2.22432014102524
"hsa-miR-4750-5p",2.16922176246142,2.8797649724094,2.80374818264084,1.39231742277876,2.52227543072708,1.20004498954839,4.53223454879188,2.51331445971837,0.980682693902229
"hsa-miR-4646-5p",2.29896694656749,3.82974667842501,3.08502397501417,2.02742104076716,3.26972842449779,1.80648504244957,1.94056891253891,2.70250292207623,1.45100804416667
"hsa-miR-4706",1.79828704135731,4.31592384206328,2.48523383731299,1.90435732900498,2.46092462827738,2.07198274586841,2.01593295552744,2.69267631800584,2.15643806484437
"hsa-miR-4255",2.14510535443678,1.00077794313384,1.98050688763454,3.41503749932393,3.03570406170532,3.34637346550517,1.46666034588487,2.57034996018105,3.11191939799935
"hsa-miR-107",2.77351519848122,2.87085680053602,3.18663824636373,2.28993798058599,2.36083458869695,1.59809177250393,2.92850634555014,3.00460590878335,2.23884708595747
"hsa-miR-4294",1.97043390483154,3.23748715509729,1.9667493606931,2.86451199336924,2.83525192490016,3.60260882408389,1.21791963808331,1.99411658641032,2.65004011011632
"hsa-miR-4726-5p",2.16146342284687,3.07264790732861,2.49549076609236,2.50640328605099,2.16663493166111,2.72964225327224,3.34071810272142,2.19798239112679,2.39508982154604
"hsa-miR-4451",2.51473135447868,3.09102877819155,3.13262407757482,1.83333398854611,1.94558381499492,1.84172688842522,3.21875934201392,2.8456650892641,2.1879736381218
"hsa-miR-4707-5p",2.52135936773641,2.4071371112655,2.64752579835166,2.53452473705151,2.96969627098136,1.85777107230403,3.42869815120836,2.45086597394083,1.97960188848619
"hsa-miR-335-3p",2.76143458967799,2.8144519758022,2.5233270084666,2.72887524948205,1.56065925314439,2.75104964447781,2.58313778914971,2.56014618064666,2.75651852826242
"hsa-miR-4279",1.98808667839908,2.13261410846569,2.88742790971606,2.79327530576897,2.185541487892,2.53752150580489,3.61576212593727,2.42984947926913,1.83570507834889
"hsa-miR-4505",2.92824563561403,2.4000780387792,3.13262407757482,1.81366869591061,2.003282583877,1.97001485104182,3.38268373741279,2.58552157640948,2.13911781834749
"hsa-miR-30a-5p",2.77166321482534,1.56826566281447,3.01989955741794,2.83244590311282,3.41944674876267,2.05450414706631,2.28520181386272,2.3205854283355,1.97671577569405
"hsa-miR-1266-5p",1.16851818052083,4.15156531579033,3.20823588077128,1,1.07679125389937,1.23279026815686,3.04595632315429,2.86052400449579,0.859009898920808
"hsa-miR-5089-5p",2.97687811462926,1.13438755057203,2.78870916935404,2.89885327647862,2.74057602605051,2.93023829049665,1.90010142986966,2.69889037666153,1.94384282080902
"hsa-miR-4754",1.82621394948022,2.29490819067627,3.09938557263185,0.708206601339702,2.54385096541963,0.584962500721156,4.44091189765391,1.83394913204108,0.423187339961469
"hsa-miR-4456",2.25258244495812,1.59838781991526,1.78949090597854,3.37808566362251,2.01877366589399,3.76163538658023,1.9084527995441,1.83394913204108,2.52226359529866
"hsa-miR-4708-5p",2.67391342354761,2.68539709273646,2.16048837094122,2.81231806860634,2.93959929357516,2.8421513976536,1.06045589291229,2.50388119314166,2.3293003734545
"hsa-miR-4507",2.45770487401458,2.22871493306195,3.17352274653295,2.00079073432557,3.17320758543926,1.32314504585454,3.30731800221229,2.26652508027752,1.26717413636007
"hsa-miR-30c-5p",2.33766102103679,1.27350140479216,2.19865502873966,3.16570041565674,3.14227572581459,2.8421513976536,1.65015713153947,2.04703511660159,2.84582372643449
"hsa-miR-4639-3p",2.13721587644169,1.66958457822633,1.8744691180473,3.11145602003166,2.17247876746477,3.14399127964645,1.7859846039421,2.22047394351936,3.27703196533705
"hsa-miR-1909-3p",2.494101160781,2.71556406889683,3.53004704346647,1.24526079351652,1.7217687575608,0.578862301111381,3.25915413116606,3.11599329508804,0.814444347126805
"hsa-miR-494-5p",2.54214941730386,1.62587825363916,1.52364026341859,3.11912315068688,2.93788486063444,3.39347644683399,1.30019513108004,2.01086308952076,2.43821417544035
"hsa-miR-4530",1.90689059560852,2.86830147282238,2.48523383731299,1.63471553596716,1.51883907752169,1.43880939511113,3.95343979734817,2.65375327442973,1.63981382861362
"hsa-miR-3976",2.54214941730386,2.26931080081726,2.23430764736665,2.61574255358646,1.90579473924511,2.81990958687017,2.77620666660648,2.2609359400058,2.59134454861215
"hsa-miR-638",2.21491553995188,2.34600443744033,2.4658033073737,1.78732981135741,2.47989992894674,1.64068730528694,3.75818350588176,2.61867573655032,1.50508993292458
"hsa-miR-767-5p",1.93694782930605,3.1138601483044,2.94329038796592,2.20876913761483,1.78416529470098,1.93541996093343,2.82819322743253,2.97205140871521,1.49604794283863
"hsa-miR-3202",2.39352217864813,3.17820151052797,3.19649545216447,1.42567601984767,2.32717665027358,2.04568479168579,2.71705626752503,2.21180908262347,1.71966362749524
"hsa-miR-1243",1.6936092250579,3.66652374029073,2.2281701423468,2.53014961597346,2.5466659808685,2.49334034130425,1.87560543372401,2.18697219998476,1.87730906985199
"hsa-miR-3175",2.46173073477283,2.81931102669867,3.50138745689645,0.923666308692916,2.95747889446122,1.19340579231454,2.60231181994045,2.54527879916821,0.954517229846601
"hsa-miR-4516",2.69702851399852,2.8869362782841,2.12789291406801,0.599651886039787,1.52798455975737,0.494961043143848,3.95686614994114,2.85543349533183,1.35091523768269
"hsa-miR-4286",2.4414881391189,2.02430590649892,3.31561037109814,2.19984451454317,2.8162474743419,1.73605220709537,2.60488346972878,2.57373524527536,1.43216953837211
"hsa-miR-205-3p",2.10301166824424,3.39194682624472,2.64291930463359,1.84482962741285,2.20277647686793,2.52541343031456,2.14805098429588,1.99748147447989,2.39671022047593
"hsa-miR-4508",2.49016474627151,2.10538587943161,2.28618710782444,2.2938144586991,2.64713877375248,2.22304448680757,3.34287644155349,1.82355979402783,1.93940261716357
"hsa-miR-4442",1.83688087433952,3.36349924029701,2.70996796121847,1.91194382343569,2.92236258867336,1.96612513444299,1.95434756540269,2.492002204301,1.56588526352361
"hsa-miR-5002-3p",2.01807813664273,1.07947615335926,1.81530932996263,2.41740840369895,4.06466605088404,2.2392510719737,1.57660205690053,1.94180512178632,2.24665519655038
"hsa-miR-4784",2.4067085150987,3.31615824269924,2.7236662700897,1.80825858305859,2.59913340096546,1.99313545861962,2.32505081259161,2.11366949055497,1.554316648013
"hsa-miR-4455",2.19294165415068,1.67641738252321,2.13118579984216,2.65293929448887,3.08378521054356,2.57478112433103,2.17391394273045,2.14207142731003,2.52522956179596
"hsa-miR-149-3p",1.49690632402906,2.37809255714559,1.92656808025564,1.62449086475183,1.00655771579807,1.69057268856294,3.56568694305445,2.88025269061152,3.0349303896352
"hsa-miR-519e-5p",2.28864350309241,3.05964052228421,2.36940810071213,2.07475178941667,2.14004072158961,2.05743199169222,2.68435922973324,2.12602008521836,2.46574934238477
"hsa-miR-185-5p",2.31367866155568,2.9695270088968,3.21251687811257,1.47999294101073,3.15118127905759,1.64750396660334,2.08829010097243,1.89114785922558,1.21913990206615
"hsa-miR-221-5p",1.79099147593649,3.35043621427675,3.08459940317534,1.56692194504134,2.85309992607402,1.61806018882005,2.34241421211457,2.21108465608757,1.03163160878838
"hsa-miR-192-5p",2.31431491091489,1.52781859380213,2.63714042632781,3.2595368016208,0.575069696423769,2.99504555442279,1.79412012379569,2.1684330725546,2.57950358384505
"hsa-miR-1537-3p",2.71448654928323,2.13048309617133,1.96859129531659,2.76888077430981,2.1007401551938,3.09318073837485,1.11198619334606,2.33860683606716,2.18485092060127
"hsa-miR-664b-3p",2.16428946665995,2.26801893131294,2.74531657382472,2.15579467264718,2.57286205206354,1.94651766982399,2.93587854343934,2.3205854283355,1.64890742950219
"hsa-miR-30e-5p",2.74972243710604,1.33401649032583,2.31542945762119,2.62705383422248,3.24359691333828,2.21126197559808,1.88832769483205,2.09179822106061,1.80186203419167
"hsa-miR-340-3p",1.81816167682039,1.67349299964165,2.13036328298973,2.83066809010946,2.32979378476256,2.84681277501243,2.67948772412155,1.56241993202463,2.61381032686681
"hsa-miR-423-5p",2.28215363608023,2.84769425990997,2.52520551797412,1.50695998863973,2.3930996680038,1.53121692912444,3.07332635863274,2.27209265121351,1.73937990934334
"hsa-miR-3169",1.31812652494067,3.58716558397899,2.76876254927455,1.16146342252439,2.66693771644329,1.12527722131343,2.2455398310648,2.67387191662016,1.05507936750225
"hsa-miR-4797-5p",2.23252612066261,2.2373221341641,3.45385375962909,1.48791053450935,2.41359901675354,1.14880370502548,2.45444968624733,2.71328659772228,1.21791831391779
"hsa-miR-29c-3p",2.39352217864813,1.16663572117081,2.44412305606642,2.30793975661848,3.71877664829697,2.08136264186783,1.59947770067722,1.83676965102838,1.56011255147135
"hsa-miR-4443",2.16217045287363,1.90637173380129,1.69029013278242,2.53069723237736,3.05757856132062,2.83577060415518,2.01824991818539,1.34324253654902,2.35175085630842
"hsa-miR-3156-3p",2.65142940951578,1.03003316678781,2.08693300366271,1.95990028006476,1.98596508761692,1.77836829324598,1.4700496076743,2.37851162325373,3.64402674433388
"hsa-miR-5694",1.6936092250579,3.41693300062266,2.73831580021642,1.30153630623075,2.72226683967628,1.20269213760519,2.11955941305435,2.55044255717342,0.989300111432288
"hsa-miRplus-a1072",1.71110843596207,2.84075925459138,2.95216135627287,1.95582831855834,1.95239300753593,2.42357249780433,2.48771376529931,1.61812936472193,1.95415045876216
"hsa-miR-498",1.94518711537719,2.18967531625624,1.73750582831984,2.54919357586912,1.80688537125342,3.2214137699925,2.23096368376594,1.81404957472703,2.27336154410888
"hsa-miR-490-3p",1.94272026673964,3.09321882804061,2.70776411110813,1.70626879705964,2.38494351000517,1.77748075382324,2.34549294784559,2.1435908535757,1.64890742950219
"hsa-miR-4687-3p",2.06495544173189,2.92472924200188,2.55921833527076,1.79828704135731,2.40058772137651,1.87280798339497,2.59715472770682,2.11056525029158,1.56203935663359
"hsa-miR-5684",2.89715548880959,1.46381091659016,1.94352453479359,3.131450853671,1.55283974833956,2.27930201940107,1.81736826922372,1.83770860024211,2.47906740997709
"hsa-miR-25-5p",1.74170351333937,2.37389518710074,2.65383580662097,1.86146787312636,2.41729507781263,1.99084000060425,3.14257451321682,1.94790532140988,1.42371725513815
"hsa-miR-4791",2.52740841240501,1.76058269921245,3.19924344365794,2.14582044478147,1.24429068340848,1.5375215055564,2.52892072779838,2.51448929267876,1.85233347077937
"hsa-miR-660-3p",2.07999932191556,1.58496250072116,1.93129823235499,2.43037918615627,1.67519350452877,2.53594794259685,3.06326360385234,1.96691115980119,2.43768955914915
"hsa-miRplus-b1114",1.59232588904231,3.53441516758305,1.93412889728748,1.93777387879826,2.18626373813647,2.17532583144547,1.46779098456582,2.30708958582359,2.02501133281327
"hsa-miR-4436b-3p",1.58601671687396,3.88935382210629,1.82956834529099,1.79281882902391,1.82090584160026,1.70090789747422,1.43232246858464,2.44409996485048,1.62422193131362
