"","GSM2079803","GSM2079804","GSM2079805","GSM2079806","GSM2079807","GSM2079808"
"hsa-miR-126",1.4725,1.6868,-0.9757,-1.1044,6.1822,4.7025
"hsa-miR-127-3p",1.7619,1.9453,1.982,1.4961,3.1029,3.4917
"hsa-miR-127-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-128",4.6812,5.3487,3.8364,4.8432,12.2249,5.8401
"hsa-miR-129-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-129-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-130a",1.9971,2.3345,1.4791,1.2383,3.6375,5.3512
"hsa-miR-130b",1.1564,1.314,2.3868,2.0093,4.7227,4.3236
"hsa-miR-132",2.3019,3.318,2.5568,1.761,1.3817,3.6398
"hsa-miR-133a",3.4519,3.3233,3.4235,3.1252,4.7793,7.8085
"hsa-miR-133b",6.2595,7.3101,3.6619,13.0394,12.2249,11.8754
"hsa-miR-134",6.36,7.2748,2.1459,2.038,1.7837,1.6161
"hsa-miR-135a",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-135b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-136",13.5838,13.3371,1.9247,1.9724,-12.1913,-12.5784
"hsa-miR-137",5.9472,5.2878,6.1974,4.1215,5.8071,5.6768
"hsa-miR-138",0.5537,0.2925,-1.2233,0.0617,0.7492,0.0871
"hsa-miR-139-3p",13.5838,13.3371,2.9869,13.0394,12.2249,11.8754
"hsa-miR-139-5p",0.5636,0.3343,0.0779,-0.1071,8.2044,11.8754
"hsa-miR-140-3p",7.9292,6.2716,7.8097,7.0589,5.9149,7.2078
"hsa-miR-140-5p",4.3191,4.1341,2.3572,2.8687,2.7469,2.8169
"hsa-miR-141",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-142-3p",1.5738,1.2914,-2.683,-2.2882,3.4453,5.8399
"hsa-miR-142-5p",7.4988,6.1683,6.4632,7.0307,12.2249,11.8754
"hsa-miR-143",2.292,2.3071,1.1211,1.6812,1.9598,2.8524
"hsa-miR-145",-0.8391,-0.8778,1.9931,2.0874,-2.7982,-1.7096
"hsa-miR-146a",6.2179,7.3021,8.2872,5.9454,0.492,11.8754
"hsa-miR-146b-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-146b-5p",9.8886,8.6644,5.5591,5.9992,3.0413,11.8754
"hsa-miR-147",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-147b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-148a",5.1714,4.6937,4.6798,3.7808,4.3034,7.8555
"hsa-miR-148b",7.2938,6.6626,4.0086,5.9752,12.2249,11.8754
"hsa-miR-149",2.5461,1.1481,1.9642,13.0394,1.8033,0.1909
"hsa-miR-150",-0.8365,-1.0827,-1.4265,-1.8618,7.152,7.4682
"hsa-miR-152",4.1203,3.8354,3.0296,3.7854,3.6247,3.8363
"hsa-miR-153",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-154",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-15a",13.5838,13.3371,13.0173,3.0094,12.2249,11.8754
"hsa-miR-15b",1.1099,0.412,0.5063,-0.4998,3.9158,7.8531
"hsa-miR-16",0.3972,0.2878,-0.5776,0.48,1.1372,2.4656
"hsa-miR-17",-2.5295,-2.4979,-1.7801,-1.2869,-0.5339,0.8642
"hsa-miR-181a",3.5476,2.7298,2.8768,3.2577,4.0105,4.8745
"hsa-miR-181c",4.7559,4.4719,5.1822,6.3934,9.2396,11.8754
"hsa-miR-182",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-183",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-184",13.5838,13.3371,13.0173,13.0394,8.1851,11.8754
"hsa-miR-185",5.6434,3.2398,2.7856,3.5112,2.3211,3.2977
"hsa-miR-186",13.5838,13.3371,1.0406,0.741,2.3974,1.7808
"hsa-miR-187",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-188-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-18a",0.8087,0.809,0.7744,-0.1232,4.2159,4.9651
"hsa-miR-18b",13.5838,13.3371,7.2348,13.0394,12.2249,7.8428
"hsa-miR-190",13.5838,13.3371,5.9925,5.2903,8.1433,11.8754
"hsa-miR-191",0.8803,0.9195,-1.485,-0.9867,-1.0865,-0.1021
"hsa-miR-192",5.3278,4.6899,4.7825,5.0306,12.2249,11.8754
"hsa-miR-193a-3p",6.4801,8.022,9.9263,13.0394,12.2249,11.8754
"hsa-miR-193a-5p",2.5291,2.3227,1.6212,2.4035,1.1695,2.8616
"hsa-miR-193b",0.1272,-0.2133,-1.5399,-0.985,-1.699,-0.1587
"hsa-miR-194",9.5732,4.61,4.8237,4.0167,12.2249,11.8754
"hsa-miR-195",4.7513,4.5247,3.2366,3.1343,6.3238,6.8364
"hsa-miR-196b",9.5651,5.9755,6.891,7.5055,6.2188,7.5715
"hsa-miR-197",1.5419,1.0166,0.1954,0.0618,0.0071,1.4602
"hsa-miR-198",13.5838,13.3371,13.0173,5.6577,8.1481,11.8754
"hsa-miR-199a-3p",0.9751,1.3211,0.02,-0.4669,1.3749,2.2654
"hsa-miR-199a-5p",13.5838,13.3371,13.0173,8.0161,12.2249,11.8754
"hsa-miR-199b-5p",13.5838,8.751,7.0204,13.0394,12.2249,11.8754
"hsa-miR-19a",13.5838,13.3371,2.7382,3.7485,4.6314,4.862
"hsa-miR-19b",-1.1725,-1.4369,-1.9826,-1.5437,-0.0501,1.8686
"hsa-miR-200a",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-200b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-200c",13.5838,13.3371,13.0173,5.776,12.2249,7.9464
"hsa-miR-202",13.5838,10.2706,6.5679,6.8921,6.5728,11.8754
"hsa-miR-203",7.2291,6.918,4.989,13.0394,8.2056,4.3701
"hsa-miR-204",6.0309,5.6058,3.6052,3.6341,7.1759,11.8754
"hsa-miR-205",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-208",13.5838,-7.7079,13.0173,13.0394,12.2249,11.8754
"hsa-miR-208b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-20a",-1.9872,-1.9547,-1.7951,-1.4619,1.8225,2.8725
"hsa-miR-20b",1.9694,2.1298,1.3159,1.4764,5.2296,5.1255
"hsa-miR-21",-1.6593,-2.024,-2.0224,-1.8239,-1.5221,-0.2729
"hsa-miR-210",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-211",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-212",6.8073,9.347,5.3339,6.0307,5.6413,11.8754
"hsa-miR-214",2.4322,2.3279,0.8707,1.3377,-0.904,1.0487
"hsa-miR-215",5.5947,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-216a",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-216b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-217",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-218",3.558,3.4403,2.5164,2.6811,5.1723,6.4267
"hsa-miR-219-1-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-219-2-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-219-5p",13.5838,13.3371,5.0931,13.0394,12.2249,11.8754
"hsa-miR-22",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-220",13.5838,13.3371,13.0173,13.0394,1.2418,11.8754
"hsa-miR-220b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-220c",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-221",-0.1641,-0.2173,-0.8864,-0.3414,-0.3907,-0.1454
"hsa-miR-222",-2.5786,-2.5383,-3.4988,-2.4419,-2.8235,-2.7175
"hsa-miR-223",-3.6293,-3.9952,-4.2095,-4.0214,0.9729,4.2773
"hsa-miR-224",3.9045,3.9317,2.7081,2.7812,2.1921,3.8688
"hsa-miR-23a",3.3184,3.3249,13.0173,2.0397,3.3111,11.8754
"hsa-miR-23b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-24",-2.543,-2.685,-2.9234,-2.6404,-3.9675,-3.523
"hsa-miR-25",2.5322,2.5638,1.7595,1.9783,6.873,6.6406
"hsa-miR-26a",1.3719,1.2423,0.6199,0.7364,3.8102,3.8432
"hsa-miR-26b",3.5551,3.0303,3.9765,3.9096,4.0778,5.8456
"hsa-miR-27a",2.3071,2.2988,0.9748,2.0234,2.7994,3.5329
"hsa-miR-27b",3.5428,3.2627,2.4613,2.0379,3.1695,4.66
"hsa-miR-28-3p",4.0504,4.0929,3.2215,4.039,2.7769,3.8204
"hsa-miR-28-5p",6.1707,6.0321,6.9931,6.2566,6.669,6.6393
"hsa-miR-296-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-296-5p",4.1548,3.8195,2.5759,3.3229,3.1097,5.9265
"hsa-miR-298",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-299-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-299-5p",13.5838,4.9614,13.0173,13.0394,-13.238,-13.1713
"hsa-miR-29a",2.4743,2.2872,0.6591,1.3177,0.7252,1.3205
"hsa-miR-29b",7.5807,5.6919,4.671,6.6149,6.0252,11.8754
"hsa-miR-29c",-1.5403,-1.849,0.3564,-1.3716,5.265,5.8389
"hsa-miR-301a",2.7927,2.657,2.4231,2.1302,5.2318,7.4925
"hsa-miR-301b",6.5551,7.3139,7.7454,6.6769,12.2249,7.1207
"hsa-miR-302a",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-302b",9.5508,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-302c",5.8493,7.7623,13.0173,5.555,-8.7942,-8.1885
"hsa-miR-30b",0.3864,0.3087,-0.1184,-0.3557,2.1924,3.355
"hsa-miR-30c",-7.8408,-8.0938,-0.3416,-0.3428,1.1749,3.6925
"hsa-miR-31",-0.5123,-0.6332,-1.175,-0.5795,1.1871,0.7111
"hsa-miR-32",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-320",0.2935,0.3006,-0.9824,-0.295,-0.1938,0.5778
"hsa-miR-323-3p",3.271,2.6346,1.5395,1.6742,2.7513,4.8423
"hsa-miR-324-3p",6.9846,7.4296,7.8605,5.5752,8.7771,7.8728
"hsa-miR-324-5p",6.5484,4.9378,6.2027,5.6752,12.2249,11.8754
"hsa-miR-325",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-326",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-328",3.6606,4.3103,1.6272,-0.8595,1.9852,2.7684
"hsa-miR-329",9.5267,9.2527,8.2601,13.0394,12.2249,11.8754
"hsa-miR-330-3p",4.4163,4.3656,4.6025,3.7017,12.2249,7.8136
"hsa-miR-330-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-331-3p",1.3804,1.1468,1.3254,1.56,3.3884,4.8584
"hsa-miR-331-5p",4.3146,4.3882,13.0173,3.337,12.2249,11.8754
"hsa-miR-335",3.5663,4.1471,3.9489,3.5879,2.3384,3.8561
"hsa-miR-337-5p",7.876,5.803,5.7964,5.8698,8.1845,11.8754
"hsa-miR-338-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-339-3p",9.5999,5.8574,5.5171,6.9384,5.0049,4.4721
"hsa-miR-339-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-33b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-340",8.3366,8.3205,8.3637,7.6632,12.2249,11.8754
"hsa-miR-342-3p",2.5621,2.3293,1.4796,1.5916,1.5964,2.4706
"hsa-miR-342-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-345",5.8915,5.3047,4.6951,4.4988,3.8642,4.4538
"hsa-miR-346",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-34a",2.6832,1.6469,1.2666,1.3279,1.8131,2.8112
"hsa-miR-34c-5p",13.5838,9.3154,13.0173,6.8723,12.2249,11.8754
"hsa-miR-361-5p",5.3456,6.5389,6.008,5.4292,12.2249,11.8754
"hsa-miR-362-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-362-5p",9.5788,6.7227,8.4847,13.0394,12.2249,11.8754
"hsa-miR-363",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-365",2.2888,1.7409,2.9617,3.5371,5.0208,6.7568
"hsa-miR-367",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-369-3p",10.37,10.3188,9.9596,8.2669,12.2249,11.8754
"hsa-miR-369-5p",13.5838,10.3779,8.6586,13.0394,12.2249,11.8754
"hsa-miR-370",3.4689,4.3583,2.1139,4.3437,2.6032,1.5163
"hsa-miR-371-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-372",13.5838,10.4221,13.0173,13.0394,12.2249,11.8754
"hsa-miR-373",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-374a",4.3933,4.1201,4.4344,4.4839,6.169,6.3701
"hsa-miR-374b",-0.9504,-1.0634,-1.3545,-0.8677,1.1006,4.8477
"hsa-miR-375",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-376a",3.2793,2.8424,1.5292,3.0146,3.0483,3.8097
"hsa-miR-376b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-376c",2.4807,2.524,0.9889,1.8146,1.7955,2.1352
"hsa-miR-377",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-379",3.4462,3.7171,2.5447,3.0183,12.2249,7.8406
"hsa-miR-380",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-381",13.5838,9.1269,13.0173,13.0394,7.1713,11.8754
"hsa-miR-382",3.6034,3.042,1.3125,2.9037,12.2249,11.8754
"hsa-miR-383",6.5731,7.9448,6.103,6.9264,12.2249,11.8754
"hsa-miR-384",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-409-5p",7.5382,13.3371,5.037,13.0394,3.2386,11.8754
"hsa-miR-410",5.6981,4.8388,4.1945,4.3927,7.914,7.872
"hsa-miR-411",4.3087,3.2774,6.0407,8.43,5.4297,6.2665
"hsa-miR-412",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-422a",7.6299,9.3644,5.5652,4.8888,12.2249,11.8754
"hsa-miR-423-5p",4.0991,4.1932,4.954,3.1238,4.4434,11.8754
"hsa-miR-424",13.5838,8.2196,8.0243,7.7751,12.2249,11.8754
"hsa-miR-425",1.534,1.1681,1.3448,0.7033,12.2249,1.9137
"hsa-miR-429",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-431",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-433",3.4684,3.1373,2.0701,4.0011,12.2249,4.6251
"hsa-miR-448",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-449a",13.5838,13.3371,6.1592,8.0198,12.2249,11.8754
"hsa-miR-449b",13.5838,13.3371,6.9808,13.0394,12.2249,11.8754
"hsa-miR-450a",13.5838,7.5477,8.9913,8.25,12.2249,11.8754
"hsa-miR-450b-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-450b-5p",8.1608,13.3371,9.0068,13.0394,12.2249,11.8754
"hsa-miR-451",-0.7864,-0.9263,-1.0348,-0.8845,12.2249,11.8754
"hsa-miR-452",9.5808,7.1997,4.0264,5.35,3.9488,3.5092
"hsa-miR-453",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-454",6.1596,5.8186,5.2523,6.9925,8.0848,7.5014
"hsa-miR-455-3p",13.5838,5.8895,13.0173,4.4347,5.6473,7.8625
"hsa-miR-455-5p",6.4525,6.9341,7.3847,7.0007,5.4991,11.8754
"hsa-miR-483-5p",6.6735,7.3052,13.0173,2.8672,2.3349,5.0849
"hsa-miR-484",0.4285,0.2952,-1.0162,-0.33,-0.1136,0.7001
"hsa-miR-485-3p",3.7162,3.2189,-0.1792,0.5131,1.5992,3.8951
"hsa-miR-485-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-486-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-486-5p",3.5886,2.7179,3.5774,2.6371,12.2249,11.8754
"hsa-miR-487a",9.5643,6.6866,13.0173,13.0394,12.2249,11.8754
"hsa-miR-487b",3.9814,4.7031,4.9987,5.141,5.552,5.9267
"hsa-miR-488",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-489",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-490-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-491-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-491-5p",6.2175,4.2749,3.7905,4.7286,6.1963,3.5395
"hsa-miR-492",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-493",7.668,5.4668,5.6738,7.0061,6.8374,11.8754
"hsa-miR-494",3.4937,3.5539,2.2221,2.6905,4.4701,6.8581
"hsa-miR-495",1.825,0.6985,1.3755,1.2414,4.2144,4.1732
"hsa-miR-496",13.5838,13.3371,13.0173,9.0141,12.2249,11.8754
"hsa-miR-499-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-499-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-500",13.5838,7.3267,13.0173,7.7159,12.2249,11.8754
"hsa-miR-501-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-501-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-502-3p",10.607,10.2014,9.9255,13.0394,12.2249,11.8754
"hsa-miR-502-5p",4.7502,13.3371,5.7841,13.0394,4.6678,7.8518
"hsa-miR-503",13.5838,13.3371,7.0514,7.2237,12.2249,11.8754
"hsa-miR-504",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-505",13.5838,13.3371,4.9844,13.0394,12.2249,11.8754
"hsa-miR-506",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-507",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-508-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-508-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-509-3-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-509-5p",13.5838,9.3193,13.0173,7.1379,12.2249,11.8754
"hsa-miR-510",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-511",13.5838,13.3371,13.0173,13.0394,9.2322,11.8754
"hsa-miR-512-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-512-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-513-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-515-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-515-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-516a-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-516b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-517a",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-517b",13.5838,13.3371,8.9626,13.0394,12.2249,11.8754
"hsa-miR-517c",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-518a-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-518a-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-518b",-15.285,-14.7165,-18.3343,-20.8437,12.2249,11.8754
"hsa-miR-518c",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-518d-3p",6.4411,13.3371,13.0173,13.0394,5.5,5.8723
"hsa-miR-518d-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-518e",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-518f",13.5838,9.2599,13.0173,13.0394,12.2249,11.8754
"hsa-miR-519a",13.5838,13.3371,8.0117,13.0394,12.2249,11.8754
"hsa-miR-519c-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-519d",13.5838,13.3371,13.0173,13.0394,12.2249,7.8089
"hsa-miR-519e",13.5838,10.3558,13.0173,13.0394,12.2249,11.8754
"hsa-miR-520a-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-520a-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-520b",6.2424,10.2105,13.0173,7.0692,12.2249,6.1727
"hsa-miR-520d-5p",13.5838,13.3371,13.0173,13.0394,5.1503,11.8754
"hsa-miR-520e",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-520f",13.5838,13.3371,13.0173,9.0198,12.2249,11.8754
"hsa-miR-520g",13.5838,13.3371,13.0173,13.0394,12.2249,7.8311
"hsa-miR-521",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-522",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-523",-15.0068,-15.7002,-15.5036,-15.1496,-9.8813,-10.4774
"hsa-miR-524-5p",8.612,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-525-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-525-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-526b",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-532-3p",5.1293,5.5971,7.2469,9.0057,6.1985,11.8754
"hsa-miR-532-5p",5.5589,5.7343,4.019,5.5011,6.1897,7.6279
"hsa-miR-539",5.9093,4.1174,4.0023,3.7126,6.1907,5.8267
"hsa-miR-541",13.5838,13.3371,9.0472,13.0394,12.2249,11.8754
"hsa-miR-542-3p",9.5459,13.3371,7.286,6.7508,12.2249,11.8754
"hsa-miR-542-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-544",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-545",9.551,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-548a-3p",10.5847,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-548a-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-548b-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-548b-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-548c-3p",9.484,13.3371,13.0173,13.0394,8.2171,11.8754
"hsa-miR-548c-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-548d-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-548d-5p",7.5628,9.312,8.6868,13.0394,12.2249,11.8754
"hsa-miR-551b",13.5838,13.3371,13.0173,13.0394,9.1306,11.8754
"hsa-miR-556-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-556-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-561",13.5838,13.3371,13.0173,13.0394,-2.6922,11.8754
"hsa-miR-570",10.4554,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-574-3p",1.154,1.3151,0.653,1.2806,-0.1584,0.5502
"hsa-miR-576-3p",9.2178,13.3371,8.0342,13.0394,8.1822,11.8754
"hsa-miR-576-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-579",7.7455,13.3371,13.0173,9.0203,12.2249,11.8754
"hsa-miR-582-3p",13.5838,13.3371,13.0173,6.9527,12.2249,11.8754
"hsa-miR-582-5p",13.5838,13.3371,13.0173,5.1964,12.2249,11.8754
"hsa-miR-589",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-590-5p",6.3176,5.4941,4.9354,9.0273,6.1702,11.8754
"hsa-miR-597",13.5838,6.2727,1.8212,4.9605,3.0809,6.4639
"hsa-miR-598",13.5838,9.3106,13.0173,13.0394,12.2249,11.8754
"hsa-miR-615-3p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-615-5p",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-616",7.6614,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-618",-13.4475,-14.116,-15.2882,-17.9048,-15.3249,-14.9401
"hsa-miR-624",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
"hsa-miR-625",7.5582,7.6992,7.6759,5.8609,9.3271,11.8754
"hsa-miR-627",13.5838,13.3371,13.0173,13.0394,12.2249,11.8754
