"","GSM4044943","GSM4044944","GSM4044945","GSM4044946","GSM4044947","GSM4044948","GSM4044949","GSM4044950","GSM4044951","GSM4044952","GSM4044953","GSM4044954","GSM4044955","GSM4044956","GSM4044957","GSM4044958","GSM4044959","GSM4044960","GSM4044961","GSM4044962","GSM4044963","GSM4044964","GSM4044965","GSM4044966","GSM4044967","GSM4044968","GSM4044969","GSM4044970","GSM4044971","GSM4044972","GSM4044973","GSM4044974","GSM4044975","GSM4044976","GSM4044977","GSM4044978","GSM4044979","GSM4044980","GSM4044981","GSM4044982","GSM4044983","GSM4044984","GSM4044985","GSM4044986","GSM4044987","GSM4044988","GSM4044989","GSM4044990"
"hsa-let-7a-3p",9.16239132875691,8.29001884693262,10.9490971557292,10.1661630826461,10.7919768208987,11.047123912114,10.0443941193585,14.6283316146788,11.1260591160707,8.91587937883577,10.8780509127285,10.7406240444894,9.57742882803575,9.38586240064146,9.70217268536555,11.714674827308,10.3094763538411,11.7469341363723,9.03617361255349,10.3476213685681,11.2871351860867,9.48381577726426,11.8049376720519,12.1373113907009,9.2336196767597,6.18982455888002,11.7661147575867,8.85798099512757,11.2767060198924,11.0559602344523,8.85174904141606,9.60733031374961,9.4262647547021,9.43671154213721,14.8583210299879,10.5439984501345,8.66177809777199,11.179287104646,10.8579809951276,10.1357092861044,10.0633950812885,12.7370360365402,8.29920801838728,9.26209484537018,10.5755392468345,8.10852445677817,8.34872815423108,10.8305152069768
"hsa-let-7a-5p",8.26209484537018,7.4178525148859,9.59058704991503,9.82972273508606,8.90689059560852,9.74819284958946,9.06608919045777,13.5999128421871,10.1861142395416,7.91886323727459,10.2772874001304,9.30833903013941,9.48784003382305,7.93073733756289,8.51963625284321,10.604553229079,8.64024493622235,9.99717948093762,7.93663793900257,9.3037807481771,11.2282174422934,9.08214904135387,10.6838718686226,11.3072008091408,8.43879185257826,7.4178525148859,10.4051414631363,9.03617361255349,10.4958550268872,10.3128829552844,8.32192809488736,9.19475685442225,8.47167521439204,9.77313920671969,13.4508246238966,10.0443941193585,7.81378119121704,10.2312211807112,9.92481250360578,11.0761475280225,8.6724253419715,11.8948177633079,7.55458885167764,7.89481776330794,9.96434086779242,7.82017896241519,7.85798099512757,9.85642552862553
"hsa-let-7b-3p",8.40514146313634,8.74146698640115,8.64745842645492,9.14210705730255,8.86727873970966,8.4262647547021,8.14974711950468,12.8059453518029,9.87190523765919,7.77478705960117,9.91438513215544,8.02236781302845,9.31288295528435,7.467605550083,7.70043971814109,9.92777796208234,7.84549005094437,9.70217268536555,9.40726776424473,8.8703647195834,10.6483575820097,7.97727992349992,9.84392105128904,10.5507467853832,7.91288933622996,7.22881869049588,9.64925617751731,8.53138146051631,9.66888498426625,9.7262181593322,8.00562454919388,8.54303182025524,8.49185309632967,8.86418614465428,13.5885975289593,9,8,8.59991284218713,8.4262647547021,9.85798099512757,8.5077946401987,10.471675214392,8.08746284125034,8.90689059560852,9.76652890859886,8.82017896241519,7.94251450533924,9.27379559921426
"hsa-let-7b-5p",8.70043971814109,9.1006623390052,7.90086680798075,9.86727873970966,9.97584796800678,9.51963625284321,8.10328780841202,12.4938554492408,10.0389189892923,8.86418614465428,7.84549005094437,8.57364718749332,8.56985560833095,6.6724253419715,7.82017896241519,10.2455527062557,7.33091687811462,10.4898479604393,9.868822554775,9.16490692667569,11.6366246205436,7.18982455888002,10.8073549220576,11.0867996856235,8.56224242422107,7.6724253419715,8.56985560833095,9.02236781302845,11.3281138948337,10.5821419816588,8.43462822763673,7.83920378809694,9.23601419190008,8.97441458980553,11.1459321458205,9.83289001416474,8.68999797141945,9.8008998999203,7.98868468677217,10.8626373575588,9.49385544924082,10.6952282914958,8,10.0701209444768,8.13442632022093,9.71596199025514,7.73470962022584,10.604553229079
"hsa-let-7c-3p",6,5.8073549220576,6.71424551766612,6.98868468677217,7.89481776330794,5.75488750216347,7.73470962022584,9.06877827798541,10.6402449362223,6,7.90689059560852,6.97727992349992,6.79441586635011,6.24792751344359,5.8073549220576,6.85798099512757,7.33985000288462,7.467605550083,8.40087943628218,6.8073549220576,10.2819300269554,7.65105169117893,7.48381577726426,9.16741814583174,7.18982455888002,5.12928301694497,7.35755200461808,9.83289001416474,8.59245703726808,7.18982455888002,6.97727992349992,5.32192809488736,8.1548181090521,7.25738784269265,11.616548843779,12.6174674652942,6.90689059560852,6.82017896241519,5.12928301694497,14.1931403029707,6.6724253419715,9.61286849729104,7.14974711950468,8.63299519714296,7.01122725542325,6.28540221886225,3.4594316186373,6.59991284218713
"hsa-let-7c-5p",7.95419631038687,8.05528243550119,8.19967234483636,9.41574176829009,8.30833903013941,7.62205181945638,8.59618975614441,12.4120405145517,9.12670447284319,7.03342300153745,9.82495874052852,8.00562454919388,8.89481776330794,7.14974711950468,7.90086680798075,9.78299820892041,8.54689445988764,9.12153351734003,8.67595703294175,8.59991284218713,10.0042204663182,8.09275714091985,9.29232163280204,10.9628960053373,8.09275714091985,7.59991284218713,9.58120058192496,8.02236781302845,9.70563238736142,10.1522848423066,7.86418614465428,8.21431912080077,8.26209484537018,8.30833903013941,12.3086234451311,8.91288933622996,8.00562454919388,8.73809225962049,9.10590850857116,9.82654848729091,6.7279204545632,11.661778097772,8.09275714091985,8.91288933622996,10.0741414627525,8.82017896241519,7.10852445677817,9.34872815423108
"hsa-let-7d-3p",7.467605550083,5.93073733756289,7.52356195605701,8.89178370321831,8.05528243550119,8.4797802640291,7.98868468677217,11.9359016822676,8.83605035505807,6.89481776330794,8.87958324961278,8.18487534290828,8.01680828768655,6.52356195605701,7.467605550083,9.39231742277876,8.01680828768655,9.17741953798924,7.53138146051631,8.38370429247405,9.75655632252409,7.38370429247405,9.5018371849023,10.3987436919382,7.15987133677839,6.74146698640115,9.09275714091985,7.64385618977472,10.0209799389042,9.27844945822048,6.84549005094437,7.49984588708321,7.34872815423108,8.55074678538324,12.0552824355012,9.04439411935845,7.18982455888002,9.33315535031062,8.73131903102506,9.94544383637791,7.48381577726426,11.1805308073445,6.04439411935845,7.76155123244448,8.93663793900257,7.97727992349992,6.24792751344359,8.86108690599539
"hsa-let-7d-5p",7.4594316186373,7.16992500144231,6.85798099512757,8.86727873970966,7.98299357469431,7.02236781302845,7.59991284218713,11.3100446796475,8.69696752623429,6.97727992349992,8.2045711442492,7.07681559705083,7.467605550083,5.78135971352466,7.16992500144231,8.53138146051631,6.75488750216347,8.68999797141945,7.74146698640115,8.14974711950468,9.46352437327118,6.95419631038687,9.08214904135387,9.70217268536555,7.07681559705083,6.61470984411521,8.17990909001493,7.13955135239879,8.67948009950545,10.1661630826461,7.01122725542325,6.76818432477693,7.13955135239879,8.13955135239879,12.6209070958853,8.09803208296053,7.63662462054365,8.62935662007961,7.43462822763672,10.2155329997457,7.79441586635011,9.44086916761087,6.35755200461808,8.33985000288462,8.6724253419715,8.63299519714296,6.76818432477693,8.94544383637791
"hsa-let-7e-3p",7.59245703726808,6.4093909361377,6.28540221886225,8.53915881110803,8.44708322620965,8.2667865406949,7.28540221886225,11.3168471836025,8.90086680798075,7.25738784269265,7.71424551766612,7.4594316186373,7.4178525148859,5.83289001416474,6.7279204545632,8.73470962022584,7.01122725542325,9.57742882803575,7.59991284218713,8.19967234483636,9.95564990752837,6.20945336562895,9.65999589242998,9.81378119121704,7.65821148275179,7.07681559705083,7.98868468677217,8.06069593168755,10.3264294871223,9.36413465500805,7.17990909001493,7.36632221424582,7.4178525148859,9.78135971352466,10.7706638929168,9.19721669311005,7.4262647547021,9.57931593758001,7.68650052718322,10.5943246039248,8.71080643369935,9.41996017784789,5.64385618977472,8.17990909001493,9.01680828768655,8.93957921431469,6.96578428466209,9.61470984411521
"hsa-let-7e-5p",6.33985000288462,6.24792751344359,6.70043971814109,8.31288295528435,7.33091687811462,6.8073549220576,7.19967234483636,10.270295326472,8.33091687811462,5.85798099512757,8.3037807481771,6.8073549220576,7.83920378809694,5.4262647547021,6.7279204545632,7.83289001416474,6.78135971352466,7.10852445677817,7.4594316186373,7.24792751344359,8.34872815423108,6.79441586635011,8.02790599656988,8.89481776330794,6.5077946401987,9.40087943628218,7.02236781302845,7.24792751344359,9.5274770060604,10,6.20945336562895,5.20945336562895,7.04439411935845,10.4948555844912,11.6013065261218,9.27612440527424,7.09803208296053,8.35755200461808,7.25738784269265,11.3690520070014,6.79441586635011,10.0914353863236,6.08746284125034,7.99435343685886,8.5077946401987,8.54689445988764,6.88264304936184,8.33539035469392
