"","GSM2224822","GSM2224823","GSM2224824","GSM2224825","GSM2224826","GSM2224827","GSM2224828","GSM2224829"
"hsa-let-7a",5.3042307,5.454937,5.8717666,5.9107847,4.6708927,4.647353,5.4353466,5.3478327
"hsa-let-7a*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-let-7b",4.4112463,4.5730286,5.1567473,5.182968,3.3029556,3.2998257,4.242736,4.021823
"hsa-let-7b*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-let-7c",2.041628,2.1291113,3.5039706,3.5379972,1.2648726,1.0193052,2.8248901,2.7593575
"hsa-let-7c*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-let-7d",1.9088421,2.0167265,2.829245,2.9142714,1.1208029,1.11238,2.1943836,2.1150522
"hsa-let-7d*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-let-7e",2.460433,2.554515,1.8942847,1.8621664,1.7926254,1.7055569,1.6220722,1.4841967
"hsa-let-7e*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-let-7f",4.252287,4.339299,4.6486926,4.7041473,4.089943,4.083623,4.8052626,4.755616
"hsa-let-7f-1*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-let-7f-2*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-let-7g",2.8523512,2.9792786,2.5170617,2.5287914,2.7511873,2.7195272,2.6363955,2.5911427
"hsa-let-7g*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-let-7i",4.795122,4.9683285,2.993403,3.001068,4.270501,4.3064775,2.7751932,2.6448078
"hsa-let-7i*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-1",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-100",4.120207,4.279313,3.2486453,3.2988968,3.709159,3.6675348,3.4445457,3.3249426
"hsa-miR-100*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-6.4099636
"hsa-miR-101",-9.347244,-9.31413,-8.922625,-8.945202,-2.0909357,-2.1002793,-1.6621141,-1.6462889
"hsa-miR-101*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-103",1.4832978,1.6341829,1.6865778,1.7061954,0.8449812,0.8143177,1.5898495,1.5038328
"hsa-miR-103-as",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-105",-3.773028,-3.5625322,-8.922625,-3.511962,-11.807234,-5.90298,-5.181945,-5.110682
"hsa-miR-105*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-106a*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-106b",1.3060126,1.4339547,1.1362863,1.2122025,1.388731,1.4298735,2.317153,2.3251352
"hsa-miR-106b*",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-107",1.1474934,1.2495537,1.0325232,1.0686889,0.8181057,0.80281544,1.5169449,1.4774075
"hsa-miR-10a",-1.0315557,-0.95515347,-1.6581457,-2.1974788,-1.2361403,-1.1542563,-1.1800323,-1.2021866
"hsa-miR-10a*",-9.347244,-9.31413,-8.922625,-8.945202,-2.6406116,-2.7793002,-3.757474,-3.8956976
"hsa-miR-10b",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-5.1533346
"hsa-miR-10b*",-9.347244,-9.31413,-8.922625,-8.945202,1.0806417,1.085927,0.08717537,0.014879227
"hsa-miR-1178",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-1179",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-1180",-9.347244,-9.31413,-8.922625,-8.945202,-0.57069397,-0.5667596,-2.0506186,-2.0204368
"hsa-miR-1181",-2.1123292,-9.31413,-2.7709672,-8.945202,-2.236771,-2.3369498,-0.9660597,-1.079256
"hsa-miR-1182",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-3.8634539,-12.147833,-5.499472
"hsa-miR-1183",-1.3617325,-1.317419,-1.5422869,-8.945202,-1.6073089,-1.6342225,-2.6005898,-2.6734643
"hsa-miR-1184",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-1185",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
"hsa-miR-1197",-9.347244,-9.31413,-8.922625,-8.945202,-11.807234,-11.818348,-12.147833,-12.227733
