"","GSM692615","GSM692616","GSM692617","GSM692618","GSM692619","GSM692620","GSM692621","GSM692622","GSM692623","GSM692624","GSM692625","GSM692626","GSM692627","GSM692628","GSM692629","GSM692630"
"hsa-let-7g",9.477225155,10.39705078,6.738518004,8.690859758,10.75219566,10.45663743,3.533233507,7.286288959,9.777910556,8.897288608,2.991889396,3.029925189,7.772545265,8.489923239,6.070809658,4.623495258
"hsa-let-7g*",-0.839017272,0.531303389,-2.912675193,-0.655805737,0.111519892,-0.60638243,-3.731858869,0.423105784,0.410745423,-1.998521165,0.495305008,-3.857078798,-2.392652299,-1.119122508,0.428047751,0.408477485
"hsa-let-7i",8.18082681,9.065006524,5.928036525,7.572758832,10.09811479,10.21739979,3.698328917,7.280584448,9.344957551,8.532509104,3.17974504,3.150645997,6.541307802,7.937565433,5.028477124,4.709269738
"hsa-let-7i*",-1.301182384,1.020777079,0.163476592,-1.993762881,0.993968513,1.489212767,0.836981832,1.867824146,1.125664444,1.730689753,-1.038685958,-1.987778439,-0.149584397,1.143102352,-0.138408931,2.208258175
"hsa-miR-1",-3.951642805,-0.007954769,-3.835304463,-2.48331696,-2.864267647,-2.676602543,-1.791187723,-2.86010236,-0.423946673,-1.594097911,-3.61417155,-0.640202058,-2.042287761,-2.613349734,-3.423706206,-2.892244172
"hsa-miR-100",1.896595276,3.599475797,1.778240166,3.071713653,0.390029001,-1.907962204,0.941958931,0.982519284,3.795567211,2.982639796,-1.964807093,0.07058924,2.062709862,-1.552540864,-0.568164308,-2.831666042
"hsa-miR-100*",-1.009530822,-1.388990576,-0.114424811,-0.35868133,-0.585046928,-1.73436487,0.892164563,-2.59082719,-1.032362802,-2.177731549,-0.468282519,-0.025518743,0.916553254,-0.513426977,-0.761815817,-1.00327603
"hsa-miR-101",6.816990667,7.477567632,3.357129531,5.750476743,6.259308169,6.06145553,-1.844035652,3.411137106,6.326482986,6.79562719,-2.195151911,0.712412243,6.932110961,6.041715304,4.457907916,2.132682425
"hsa-miR-101*",0.608305712,-0.453449354,-2.636782176,-1.462744388,-1.110631793,-0.169957679,0.373615124,-0.826101017,-0.443869092,0.84338905,-0.539917604,-2.174185622,-0.607458228,-0.184296534,1.49221251,-2.641756363
"hsa-miR-103",9.327596023,10.21036793,8.087761449,8.340361558,10.14691091,10.31129039,5.542209098,9.597764458,9.896879869,9.348164833,4.687836033,4.430095603,7.763507658,8.149513073,5.825640669,4.521560061
"hsa-miR-105",-0.865011689,-0.058253559,-0.891457645,-2.70263127,-2.938132694,-0.894981698,-2.469984357,-1.672801864,-1.148465224,-1.869214146,0.16437379,-0.322969105,-2.382183976,-1.699416487,-1.979266107,-1.83549543
"hsa-miR-105*",-0.644244913,-1.963024135,-2.773345812,-2.341883697,-2.326403587,-0.614754686,-1.400951846,-1.260807774,-2.531453436,-2.418096287,-2.188639908,-1.151442065,2.684580665,-2.296419456,-1.498968431,-0.683237712
"hsa-miR-106a*",-1.714310379,-2.03553181,0.970473454,-1.797583367,3.953237697,3.53774717,1.010104377,0.813045394,-0.339895914,-0.421757452,0.875160271,1.032974941,-0.951662308,2.751310946,-1.872025589,-0.199585648
"hsa-miR-106b",10.075996,10.60021697,7.352381136,9.505996867,10.29588168,10.30094139,2.81861557,7.567985468,7.501413342,7.630401077,-0.409511091,1.568832124,8.951382391,8.73640603,6.798239765,5.194664356
"hsa-miR-106b*",0.754372965,-0.966902749,-0.169258747,-1.102361315,0.688111312,0.663194294,-2.215252435,0.917199492,-2.074351413,-0.958766144,-1.513240171,-4.194827833,-1.304571065,0.904501086,-2.182975511,-0.353158252
"hsa-miR-107",9.206477285,10.08092988,6.750144861,8.746889287,9.69732234,9.876589433,3.437063793,7.382240373,10.13506643,9.40045334,4.765174795,4.271463705,8.30248422,8.296697646,6.788590504,5.245652455
"hsa-miR-10a",0.819475092,0.596819025,1.683043101,0.272374469,1.261722878,1.411535902,0.883752148,1.195130632,0.400974082,0.657143386,0.101305136,1.154262856,-2.634104068,0.320309981,-1.018613502,0.943044492
"hsa-miR-10a*",4.319641921,-0.551529667,9.143351611,2.631694951,3.510023401,-0.608228518,7.213702629,10.85987265,-2.930985048,-1.103076444,-1.37535766,-0.411603127,-3.44718533,-2.403083571,-3.365292234,-2.752686173
"hsa-miR-10b",-0.125764869,1.041891413,2.835178841,2.816975591,0.516781159,0.680815314,2.008885655,2.186129811,-0.424899256,0.127518442,-1.10449182,-1.73910442,-0.696163729,-1.498818758,0.453633265,1.112794764
"hsa-miR-10b*",0.595729966,1.748458726,3.715784981,6.472776822,-0.476641212,-1.904393836,0.863769182,4.010913233,-2.71750682,-0.547140903,-1.718992825,2.083368602,-2.80518943,-1.028397156,2.355491092,2.383398565
"hsa-miR-122",-1.656025073,0.179126361,1.785859306,1.720436776,-0.162658382,-1.249577313,0.195333555,0.718139067,-1.238533751,-1.878605408,0.837683244,0.729085907,-3.211220087,-1.708382656,3.586044887,2.100176833
"hsa-miR-122*",0.243905738,0.284583206,1.169801204,0.042906559,0.485300941,0.714922406,1.145222552,0.18237782,0.463634555,0.648858417,0.774530327,1.035722648,-1.065185322,0.687357392,-1.194050786,-0.045260657
"hsa-miR-1224-3p",1.081601125,0.623661261,0.901498793,-1.708627776,-0.5833203,-0.024553927,1.609579581,-0.049883082,0.79544729,-0.151831356,0.567502732,0.016948678,-1.007417733,-0.313895635,0.528270689,0.053480167
"hsa-miR-1224-5p",5.42737298,4.390677542,6.614961575,6.890140858,3.151127576,1.91176857,4.564324376,6.762287489,0.25433498,1.487915091,1.173631592,-0.359556828,0.861237386,-1.021502209,6.344809533,6.506818155
"hsa-miR-1225-3p",3.779628425,3.699487766,4.420035814,4.943538431,3.544711733,3.863245927,4.592380296,4.435384627,4.783661867,4.622957496,5.186726422,5.613222244,4.558528051,4.975935521,4.94881417,5.300306454
"hsa-miR-1225-5p",8.50437784,7.604463537,9.54743667,11.32300496,5.734464912,5.172578065,6.778271644,8.732000553,4.626115306,5.556418132,6.435425255,5.360742638,4.300798844,4.067891745,10.62007906,10.30861721
"hsa-miR-1226",0.057595899,-1.468625547,-1.56961724,-1.424152541,-1.082884971,1.182745986,-0.990488294,3.250284814,-0.272641167,-1.001482029,-2.609240036,-0.317072399,-1.854578065,-1.75383693,-0.718399276,2.036290107
"hsa-miR-1226*",3.346433834,3.489676142,6.363528921,5.212707711,2.943711317,2.5013647,4.834107427,7.054588251,-1.485488423,-1.086391297,-1.360151238,-4.317245905,0.124822693,-3.146931481,3.462401348,3.703025371
"hsa-miR-1227",3.144115958,2.89460698,2.695801265,2.262280136,2.171565424,2.616906375,3.295421481,2.758144518,3.87443345,3.730168403,4.220127906,4.6446046,3.886102456,4.071179208,3.650911101,4.13491971
"hsa-miR-1228",4.776592422,4.786434151,5.175437023,5.939063909,4.349205858,4.47314627,5.07523737,5.486556115,5.40215865,5.179660413,5.75759534,6.109222268,5.160753696,5.562085145,5.7497436,6.007027315
"hsa-miR-1228*",2.682480345,2.574069046,-0.451023276,4.024960908,0.986067758,-2.471454481,-2.211885853,3.219302755,-3.448800295,-1.966972698,0.489786615,-3.357389676,-3.100163959,-3.86063714,4.577117311,0.184252979
"hsa-miR-1229",3.467298625,3.124522488,3.823694285,3.058932813,2.49505502,2.427866458,3.578561378,3.23704197,4.0646872,3.684385192,4.366019941,4.781759753,3.847885564,4.285732729,3.860852436,4.340864573
"hsa-miR-1231",-3.863889726,-4.288543911,-4.479351407,-3.98300282,-4.366201119,-3.577948123,-5.097705914,-3.683180581,-2.153298964,-4.098559343,-2.885130722,-4.637526158,0.011246478,-2.75112075,-3.422924893,-3.423270788
"hsa-miR-1233",-0.305412025,0.205283549,-0.72878745,0.611411722,-0.970074632,-0.658885624,0.580772609,-0.026376222,2.032267924,2.050257712,2.283164694,2.915545523,1.687164412,2.607295218,1.869725761,2.231337148
"hsa-miR-1234",4.428101308,4.546258591,4.600373553,4.878882043,4.039311926,4.219944073,4.914973075,4.707000729,5.668574557,5.34207387,5.945660579,6.347518386,5.099830758,5.711973443,5.513939296,5.890805735
"hsa-miR-1236",0.410214136,1.385699222,0.845038075,1.155378427,1.092920962,0.580362221,1.746258163,2.048361264,1.931170898,1.332505363,3.022550692,2.332200974,0.553086925,1.763277959,1.836816008,3.121610994
"hsa-miR-1237",3.374090364,3.409761081,4.010978978,4.069397581,2.962746613,3.316640149,4.120389214,3.781574912,4.642529654,4.401372458,4.986096811,5.38582653,4.055651024,4.809790939,4.609903222,4.92954547
"hsa-miR-1238",3.962181564,3.97905326,4.322051124,4.337698058,3.667747288,4.108461571,4.78925318,4.110703621,5.363429305,5.186502025,5.781138772,6.206478796,4.972055618,5.561792923,5.365167527,5.690827517
"hsa-miR-124",-2.192805076,-2.789632961,-0.660983458,2.186459419,0.674346347,-2.782507363,0.715353711,2.449898693,-0.530500045,0.50886569,-0.086728595,-0.824392612,-2.09959833,-0.307641512,-0.208295303,0.45550556
"hsa-miR-124*",-2.623996125,-2.784652723,-1.308659361,-1.706854974,-1.303844318,-1.893732507,0.689607958,-2.422367575,-2.220207942,0.216716273,-2.60035475,-1.553696293,-0.085277869,-0.395902985,-1.753530926,0.334448599
"hsa-miR-125a-3p",5.421962689,4.609941855,7.589369536,10.34147785,3.957459107,3.356565478,4.775465643,7.426170596,1.600982782,2.708241329,3.436288226,2.783607958,0.935519704,0.976747327,10.22255088,10.19844323
"hsa-miR-125a-5p",-1.670532478,0.171275158,1.045758598,0.481054648,1.278947034,1.4538226,1.598904095,1.904290241,3.202217463,3.401003144,1.01267621,1.333286578,-2.079048365,-0.785120734,-2.246691891,-2.356389609
"hsa-miR-125b",4.989514882,7.001433976,3.732902547,5.626886527,-0.51321347,-0.027918815,1.15517662,2.945324593,5.970593733,4.979810046,2.514151435,-0.238840384,4.693449709,-0.682760716,3.165080915,0.839621542
"hsa-miR-125b-1*",1.34656918,-0.335782399,4.249689968,7.014638816,-1.875745848,-2.5800192,0.153983761,3.095951814,0.963514624,-1.832917568,1.358757847,-3.280249176,-3.144822953,-1.15587966,5.993787366,5.826233569
"hsa-miR-125b-2*",2.46842015,1.92407849,3.73254417,4.532076492,0.27332934,-1.129573395,2.095793782,4.18784246,1.139361732,0.888351586,1.004465572,-1.187987212,0.08551946,-1.349499066,3.785097431,3.908096231
"hsa-miR-126",-0.48570286,-1.075656937,5.219934203,5.556358517,3.964333196,3.517029089,2.997431251,5.034997789,2.691423586,3.050508949,2.371433974,2.255134044,0.562719404,2.525649419,2.54780237,2.997608382
"hsa-miR-126*",0.694386378,0.713367386,1.466920549,0.818576601,0.772504975,0.154180379,1.866446383,0.612507266,0.964297084,1.12441933,0.814035879,1.521545624,1.245268917,1.106122315,1.384805722,1.787304445
"hsa-miR-127-3p",0.424565305,1.647536839,1.051613961,1.23602875,1.492131421,0.678466125,1.552813603,0.179029027,0.411611644,-0.066391981,0.756487486,0.677189393,-0.057398507,0.898646732,2.750868116,1.206145333
"hsa-miR-127-5p",-1.863155618,-3.456534993,-2.593892614,-2.824293889,-3.414464545,-2.425531413,-3.786260782,-0.502960922,-1.052907924,-3.916384437,-1.139632049,-4.066383598,1.223356228,-3.96880469,-2.296107014,-2.633995186
"hsa-miR-128",4.469001328,4.922159998,2.844134841,4.574272938,8.991231522,9.293216459,3.823998465,7.75375645,4.136112231,3.833986754,-0.424822174,0.399293053,3.197833737,7.141235063,1.839654728,5.227661392
"hsa-miR-129*",2.129278626,2.699641141,3.032807109,2.621861696,2.157845247,2.408124165,3.217755307,2.848376103,3.828608922,3.580810319,4.137184079,4.544851479,3.1498192,4.064415189,3.563141116,4.048928925
"hsa-miR-129-3p",2.478577669,2.217493544,3.366239663,2.901746511,2.483372227,2.797054098,3.334641487,3.023892885,3.82445821,3.742664665,4.238882082,4.581751423,3.291871375,4.05449893,3.756350873,4.211008421
"hsa-miR-129-5p",0.946166505,0.926389824,0.902889362,0.715607554,0.101035279,0.435041789,0.434195576,2.97246676,-2.334239423,-0.661536998,-2.512518814,-2.872606591,-0.33102191,-3.285311698,1.154910967,1.596185849
"hsa-miR-130a",-2.912290915,-0.751573426,0.20896755,2.381833418,3.13720865,3.745499788,-2.712354313,3.126718696,4.109798842,3.370661079,-0.488352639,-3.573907235,-2.538748975,2.254357633,-1.168976282,-0.088604532
"hsa-miR-130a*",-0.347555773,0.326935584,0.763163383,-0.946512779,0.062716481,1.04047046,0.821811024,-0.655992628,-1.318269668,-0.834986564,-1.698715578,-2.206953406,-0.502318239,-0.791882908,1.224354667,-1.924053062
"hsa-miR-130b",7.03262711,7.495015374,4.748787431,6.544258701,9.164628202,8.742655064,3.689426421,7.443799643,5.514844405,5.368055883,1.471539607,1.229568034,5.209231321,7.2760462,4.069884625,4.98220411
"hsa-miR-130b*",1.293939188,1.128216341,0.849676591,0.532772528,2.022513373,1.16314608,0.67923049,-0.051584883,0.970269809,-0.017445776,1.183184325,1.174537723,0.921842932,1.403864176,-0.48733952,0.393079405
"hsa-miR-132",1.910810232,2.260157231,0.047354462,2.527670763,3.687369284,4.044517453,-0.447246378,2.409502076,6.917279571,6.111000832,3.172073926,2.322818834,1.178564045,1.325139559,-1.042058736,-1.546919215
"hsa-miR-132*",-0.112741297,0.626188058,-0.521642252,0.571962946,1.844217927,1.173235064,0.814213292,-0.162250065,4.936325171,4.143626734,1.053145731,1.462314217,-1.106230158,0.407419922,-0.818229416,0.735347389
"hsa-miR-133a",1.671987469,1.484952458,2.228087349,2.269734835,1.698523549,1.60785847,2.699535976,2.248603106,2.904757741,2.800391435,3.174249839,3.54808793,2.635463652,2.986238933,3.082334282,3.23941792
"hsa-miR-133b",1.169442456,1.721341761,1.437709473,2.290388019,1.305639596,1.172626087,2.034274642,1.973996131,2.329322363,2.05961888,2.432439698,2.994728929,1.945313891,2.380749656,2.31181703,2.686917735
"hsa-miR-134",4.862036094,5.669317562,6.291146092,7.439212057,2.947502696,2.65346938,2.81575496,6.300967167,1.029693402,0.822685535,2.849730478,1.019738601,1.162558823,0.12810957,6.605351947,6.77082071
"hsa-miR-135a",1.210670821,0.998525418,0.542685843,0.480546251,0.303137139,-0.141024188,1.790528722,1.81018632,0.003610578,0.999354575,0.072270331,1.4895874,1.467677133,0.761769057,0.320066551,1.146079721
"hsa-miR-135a*",4.179188084,4.028366421,5.897963669,6.956917988,2.373691554,2.267869918,3.289974902,7.302391358,2.041342551,4.490458572,1.931962857,1.369556448,0.568724451,1.587536166,5.523871957,6.360125424
"hsa-miR-135b",0.883523476,-0.029810732,1.201978725,0.126437767,1.047185347,0.617359893,0.6363196,1.461917378,0.286920934,1.242740501,-0.137280225,1.100434572,-0.717785687,1.180813188,1.116088944,0.92033158
"hsa-miR-135b*",-3.896406609,-3.688980563,-4.266939505,1.52326988,-3.874000718,-4.032557671,-4.858795426,-1.994615738,-0.366202019,-0.361788482,0.603725184,-3.533903459,-2.114643765,-2.193250102,-0.52129989,-0.431271349
"hsa-miR-136",1.027059618,0.537570629,2.738323988,2.195313388,0.048930783,0.961023216,2.449334709,2.808940116,0.05343242,1.560257541,1.231527106,1.448006693,0.156274049,1.294902786,1.818620642,1.214398817
"hsa-miR-136*",-1.027129832,-1.02095362,1.048479787,-0.776288738,-1.377167917,-1.909969529,-2.160115429,-1.086949115,-0.718428311,-2.999973445,-0.514341373,-1.322725488,0.70640532,-2.830357905,-2.44792718,-1.385675408
"hsa-miR-137",-3.426037462,-3.477420605,-2.914153236,-3.125255303,-1.832430057,-1.651628292,-2.617727393,-2.401836299,-1.300573156,-3.576643602,-3.787182519,-3.149192029,-0.488846118,-1.074306816,-2.678185094,-3.662823902
"hsa-miR-138",2.658462577,3.327080648,0.496721678,4.042358593,-2.963597832,-0.511285341,-2.987687888,1.153318284,-1.866292466,-2.126021698,-1.896805737,-2.308830771,2.448948578,-3.214909162,1.423226271,-0.614732296
"hsa-miR-138-1*",-3.168848018,-0.863788463,-1.537477267,-0.723890098,-3.019481438,-3.691757116,-3.152703077,-2.321294819,0.143923727,1.212916843,0.749362923,-1.261360017,-0.283060779,0.799188335,-0.889454506,-0.212365306
"hsa-miR-138-2*",3.078527698,3.04856906,1.795072625,3.291080548,4.086784299,3.460268787,-3.386621773,1.812294569,0.323200275,0.151458126,-1.424129153,-4.489533113,-0.248855752,-0.72591102,-1.46427372,-2.016981453
"hsa-miR-139-3p",0.149812641,1.16079057,-0.105753275,2.556185609,0.697907945,-0.171514505,-2.137639388,1.164456225,1.93931341,1.774880831,-3.284044682,-2.341475613,-2.492931451,-3.127999182,-0.858455534,1.012418181
"hsa-miR-139-5p",-2.208584616,0.293465795,1.222773809,1.311274404,-0.458940994,-0.098071656,0.858425997,0.656913162,-0.700274023,-1.991333114,-0.235638099,-1.644487361,0.642088698,-0.359605924,-2.872804609,-0.176589468
"hsa-miR-140-3p",5.193406293,6.08728501,3.591469393,5.295758112,6.608330518,6.133177139,0.833081312,4.603943552,7.373283447,7.42232026,2.333571418,1.952817299,4.176516967,5.183871411,2.926484906,2.630433089
"hsa-miR-140-5p",5.914603873,6.563640857,3.013348982,5.079044473,7.273513826,6.722817598,2.087111039,4.706897793,7.550426538,7.442941031,1.421049187,1.764755922,4.544340207,5.575681583,2.623306894,1.756741381
"hsa-miR-141",2.110434704,2.708697414,-0.146581113,1.537429339,5.237470827,5.503755274,0.733514763,2.742837828,2.477116547,3.213883508,-2.931982238,-3.008499942,-0.418408096,3.520362488,-2.349732775,-0.070867181
"hsa-miR-141*",-2.315477275,-2.607677096,1.876753105,1.897151154,-1.068934793,-2.865614889,1.044238916,2.497541653,-2.265587797,-2.080778573,-1.57999882,-0.625396765,-2.124028029,-1.560187447,0.373621544,-1.253974247
"hsa-miR-142-3p",10.73657958,11.45965824,6.999211812,8.596823753,13.13350476,12.90078553,4.500539674,9.497821839,12.24506458,12.75414185,4.532555636,4.916091737,10.90917834,12.81884514,6.24595696,6.210976205
"hsa-miR-142-5p",7.224439616,8.2560246,3.665924528,6.365604825,9.657999089,9.639799687,1.603136114,6.383760521,9.057895771,9.878127191,2.826347079,3.776092927,8.227180459,9.465355233,4.947706291,5.13602866
"hsa-miR-143",-2.749932124,-1.547647589,-1.080412003,-0.483429942,-2.254516396,-2.468244651,-1.756255117,-0.842870296,-0.920941877,-0.525032116,-3.025304921,-1.289721126,-0.260259105,-3.117787489,-1.471929661,-2.608242609
"hsa-miR-143*",-2.429933718,-1.150331966,-0.615608535,-1.680118106,-0.406068972,-1.235038972,-0.891810751,-0.673882187,-2.886928092,-1.523768691,-0.814971511,0.298317966,-0.869866401,-1.539409498,-2.26093733,-1.110446035
"hsa-miR-144",-2.580734845,-0.947501967,3.040107356,1.512874744,-2.744452169,-1.965282288,-2.116155764,0.833890354,0.091663218,0.994912958,0.503812958,0.108464266,-0.859008269,-1.086757724,-0.672849046,-0.4796425
"hsa-miR-144*",0.110141415,-1.871673121,-0.043407838,-0.542059978,-1.586243719,-1.905349545,0.443506156,-0.390506792,-0.895023611,0.470397799,-0.632651264,-0.309283752,-1.077278612,-0.644155394,-1.183013321,-1.159507527
"hsa-miR-145",0.8397378,0.205651892,2.747879723,2.648610574,0.471415141,0.066857101,1.955893896,4.724378785,0.446294907,0.120464538,0.750048888,0.981871834,-2.756271601,0.658374499,0.398619829,1.102459884
"hsa-miR-145*",0.312009633,0.516605645,0.697544208,-2.475169431,0.458951208,-0.238384613,1.362084911,-1.110642593,0.603376958,1.222027047,0.711516186,0.929099777,-1.238650966,1.017737177,0.080247322,-1.996873754
"hsa-miR-146a",7.681790412,8.978911439,5.798617026,8.463204808,4.552078003,5.0140446,-0.063282075,4.635571428,7.911496035,7.308703902,2.956541876,2.838158811,6.645220378,3.967116037,6.338376418,2.571573626
"hsa-miR-146a*",0.238399399,-0.525171343,-1.320820818,-1.115885417,-1.585555419,-2.522157039,-1.737032105,-2.23699965,0.313986368,0.043344048,0.803775746,0.119097335,0.42632128,0.973965889,-2.763429214,0.108910397
"hsa-miR-146b-3p",-3.275857997,-0.742292232,-3.529033792,-1.894668551,-1.61730593,-0.582388762,-0.00776572,-2.494607338,-0.564706046,0.216304133,-2.462915002,-2.056090382,-1.980826888,-0.998783309,-2.937259763,-1.71976646
"hsa-miR-146b-5p",2.450396261,3.476367768,0.552885799,2.704806135,2.874698005,2.940137743,-0.068202988,0.257074536,9.505980111,8.74150308,3.668685712,3.575323687,2.798878275,1.73122987,0.015771094,-0.185970544
"hsa-miR-147",-1.445664235,-1.787842546,-1.229976978,-1.385514711,-1.048943463,-0.979415435,0.77253182,0.584510453,-2.084965521,-1.106491354,-1.123240622,-2.684972137,-3.554297397,-1.936587797,-2.80683949,-1.806154489
"hsa-miR-147b",-2.318997722,-1.948462982,-3.24752461,-2.515925074,-2.312824266,-2.059263419,-4.07239335,-1.860162208,-1.49760875,0.4499694,0.304206894,-0.639293252,-2.327202346,-2.027951816,-2.90291847,-1.839317084
"hsa-miR-148a",7.658009183,8.441958501,5.391857479,6.770653573,9.440219238,9.191076922,3.530918888,6.944316726,3.829282387,3.423798078,0.175191146,0.202434013,5.932962925,7.707099854,4.389593736,4.646408524
"hsa-miR-148a*",-0.511480798,-1.178154735,-1.223636569,-1.004459741,1.507271866,0.636180115,0.344571815,-1.595078821,-1.293603887,-0.03666289,-2.958337242,-2.214157018,0.718925154,0.516698774,-1.587253996,-2.893402768
"hsa-miR-148b",4.649974409,5.58588138,2.882339303,4.130750884,5.51683287,5.424900594,0.88603859,3.378542496,5.15474167,5.150826742,-3.589463028,-1.867279607,3.673315092,3.884074256,2.134966501,0.55031798
"hsa-miR-148b*",1.176676307,0.205140284,2.424082554,4.395705339,-0.069718187,-1.005893156,0.363159681,4.552367258,0.998960773,0.706855525,-0.396427387,0.937261473,-0.611341418,0.431878029,0.010851279,0.555706259
"hsa-miR-149",3.347192672,3.12135703,3.564751607,3.222125442,3.317931435,3.775202338,4.191081002,3.292889538,4.843265548,4.551047286,5.226448364,5.691997494,3.920137544,5.037487444,4.645329838,5.13302264
"hsa-miR-149*",0.759979973,-1.362759516,4.276776703,3.232946275,-0.011023304,-2.396759404,1.922559829,5.007089528,-1.926346021,-2.87710219,-0.132629772,-3.179089465,-2.006690333,-1.403523659,3.273126176,3.72955164
"hsa-miR-150",-0.985783523,-0.316570827,3.741314344,3.650200346,7.508075796,7.601234637,3.511237849,5.576917589,2.712052659,1.314459829,0.867260549,0.302571497,0.839274037,5.820096023,1.256858643,3.262660358
"hsa-miR-150*",3.671910518,4.189482043,5.766310378,6.807666897,2.73213948,2.225800224,3.857467247,6.735221642,1.60463801,2.724451688,4.757494415,4.150498735,0.741274652,-1.855670387,6.913880633,7.566058359
"hsa-miR-151-3p",4.084423717,4.141336171,3.361200161,3.776889575,4.821520696,4.915676532,2.036099657,4.458586362,3.509941352,3.631404436,-3.438779892,-1.363057209,2.707403905,2.897943928,0.937703361,0.492182661
"hsa-miR-151-5p",5.925087133,6.509798965,4.194875168,5.38034866,6.673309378,6.634421456,1.788763869,4.54238212,5.606386472,4.98021624,-1.545186661,-0.630912742,4.584697,4.634508603,3.056077188,1.145664057
"hsa-miR-152",0.450737177,3.133616468,-2.37139841,2.455513831,4.187305231,3.777614961,-0.783009117,2.682430282,1.572532892,1.535022394,-3.754888091,-3.932773851,1.083155369,2.003691466,-2.613784663,-1.245387833
"hsa-miR-153",-3.225104906,-2.667113992,-3.043743981,-2.042417292,5.319079521,4.969901149,-3.722376235,1.238000039,-2.420687609,-2.745308791,-3.968800606,-2.94533974,-2.750499686,4.059450385,-3.779002026,-1.901436024
"hsa-miR-154",0.971254955,0.059455827,-0.813900731,0.266703438,0.917313739,-0.443663301,1.01242169,0.163202948,0.673549808,1.069279603,0.448853011,1.396742079,-1.618089791,-0.286285378,-1.773272275,0.691476918
"hsa-miR-154*",0.227177689,-0.386695218,-0.100593043,-0.546923193,-0.396151459,-0.459903696,0.640587395,-3.036244774,-0.160488959,-1.997274793,-1.032710535,-0.328769121,-2.889649247,-1.728749859,-2.193801968,0.389303438
"hsa-miR-155",9.735859878,10.91882865,7.401324408,9.376834142,6.275845785,6.754044458,3.405051861,6.604461812,5.869838901,6.288595311,2.84372139,3.230384078,7.962465155,4.043424291,7.09736436,4.496757547
"hsa-miR-155*",1.966682351,3.033879778,1.163578791,2.867607575,2.014026495,2.017887808,-1.476152213,0.029730799,-1.747884296,1.320342813,0.837963475,1.262339397,1.134256189,-0.397867348,1.269718229,0.149126485
"hsa-miR-15a",9.136815459,9.627300741,5.916317477,7.585507965,10.58130857,10.37779498,3.366069079,7.326682004,9.841847607,9.735857488,3.745286234,3.668594764,7.930570072,8.936483281,5.787751151,4.854158938
