"","GSM2515715","GSM2515716","GSM2515717"
"hsa-miR-223-3p",1.52362615731774,0.229055090294995,0.658141802041097
"hsa-miR-378a-3p",0.808409292671959,1.13162994836056,0.744686189228654
"hsa-miR-3915",0.781171762710867,1.19777404020645,0.667033633615867
"hsa-miR-331-3p",0.4654598813189,0.890354298869466,1.23938313791819
"hsa-miR-4306",0.441737903720354,1.30604386346034,0.810367861274962
"hsa-miR-4764-3p",1.00809884518639,0.782033644490629,0.886573938817909
"hsa-miR-151a-5p/hsa-miR-151b",0.698052373338731,0.59620225223011,1.28774615954674
"hsa-miR-4258",1.56013919303074,0.407360347228974,0.320519900719975
"hsa-miR-29c-5p",0.388585796984315,0.948308495715633,1.18160680653649
"hsa-miR-32-3p",0.915625603915171,0.929812151789531,0.763463396674936
"hsa-miR-340-5p",0.679732190197289,0.994347115509787,0.914844504680692
"hsa-miR-302f",0.172384001307707,0.923026977029733,1.28486076837362
"hsa-miR-708-5p",0.58249930181707,0.646497367826105,1.23938313791819
"hsa-miR-1469",0.280889467412208,1.62627597466609,0.127874822777579
"hsa-miR-4299",1.26561624598117,0.656758400583678,0.490444902162288
"hsa-miR-4291",1.31630585285857,0.625753732315367,0.434262066335411
"hsa-miR-127-3p",0.110812531135236,1.19777404020645,0.985855817768566
"hsa-miR-4531",0.574588686080104,1.14481202466261,0.717124681655008
"hsa-miR-644b-3p",1.28028163323347,0.662880170343874,0.407982741426652
"hsa-miR-424-5p",0.473990253135776,0.152808843830371,1.49169669817135
"hsa-miR-92a-3p",0.62333301929428,0.685107004543564,1.09530696019454
"hsa-miR-548ap-5p/hsa-miR-548j",1.48088423320505,0.471543528217056,0.114935766487236
"hsa-miR-4329",0.0691934427481498,1.60417736924652,0.215337664105585
"hsa-miR-5704",0.552608142526323,1.08679894424649,0.721399336947471
"hsa-miR-4687-3p",1.50709670976318,0.231803081838013,0.289186694265689
"hsa-miR-1255a",0.841748616502249,0.811723593496134,0.740480078068647
"hsa-miR-365a-3p/hsa-miR-365b-3p",1.22197045707155,0.375408384813358,0.653675251073579
"hsa-miR-423-5p",1.19771218145767,0.835404725340918,0.166009952066188
"hsa-miR-744-5p",0.550593204899427,1.08831597395941,0.633402855597438
"hsa-miR-935",0.0378911389401018,1.23933317993695,0.810367861274962
"hsa-miR-320a",0.534371586147473,0.782033644490629,0.973364873389003
"hsa-miR-190b",0.143264397193387,0.7459643894114,1.23041298400965
"hsa-miR-1273g-3p",0.664906676492409,1.0056308213222,0.589646579854414
"hsa-miR-146b-5p",0.98590309878305,0.377891509563496,0.85967871133111
"hsa-miR-4530",1.03429069971818,0.658801878437575,0.549338590846165
"hsa-miR-33a-5p",0.490901158632644,0.656758400583678,1.0703893278914
"hsa-miR-4795-3p",0.526191861293782,1.12868416862631,0.512812714669383
"hsa-miR-10a-5p",1.3186757837514,0.123514536670315,0.549338590846165
"hsa-miR-642b-5p",0.906201323653244,0.7363206703834,0.558924640106261
"hsa-miR-425-5p",0.30020617465124,0.778279068204609,1.03476541829808
"hsa-miR-3653",1.2594613946431,0.229055090294995,0.505395243278895
"hsa-miR-374b-5p",0.813459572413538,0.402490485645482,0.918572400321076
"hsa-miR-374c-5p",0.991855433608049,0.365432925024677,0.755148128089582
"hsa-let-7b-5p",0.714343958321162,1.14481202466261,0.150242636151349
"hsa-miR-34a-5p",0.949663955915706,0.34780815918917,0.79219511482564
"hsa-miR-5584-3p",0.102584211083363,1.06076234038368,0.818371737325946
"hsa-miR-4524b-5p",0.580525710391739,0.946636774643815,0.57790774335222
"hsa-miR-4633-5p",1.4498688380671,0.117583613111566,0.131091534946519
"hsa-miR-5089",0.58249930181707,1.07918977579051,0.36491401979836
"hsa-miR-5187-3p",1.19642406074117,0.337639342023163,0.421182239236967
"hsa-miR-181c-5p",0.169760918572585,0.732445059929906,1.07540740254114
"hsa-miR-1275",1.45094950860947,0.149906035761764,0.0687127503524226
"hsa-miR-3611",0.708933845331732,0.705020295973925,0.697730431316999
"hsa-miR-181a-3p",0.14860277555735,0.815392240866543,0.994712168763847
"hsa-miR-342-3p",0.630981520213071,0.718797843001762,0.69120730699667
"hsa-miR-378e",0.368137808612678,0.837210351513674,0.788125450333027
"hsa-miR-374a-5p",0.98590309878305,0.0661613650918502,0.824345638231971
"hsa-miR-378b",0.556629594903588,0.946636774643815,0.413277041335137
"hsa-miR-142-5p",0.833485735342966,0.215236067065015,0.794225649728439
"hsa-miR-4639-3p",0.522084541490072,0.798809356538252,0.584962500721156
"hsa-miR-493-5p",0.981422676326029,0.45987117389921,0.36491401979836
"hsa-miR-711",0.964874376574355,0.625753732315367,0.140698862399053
"hsa-miR-659-3p",0.776006978418353,0.528529413596985,0.527534221038253
"hsa-miR-3656",0.730453623542036,0.685107004543564,0.402668942380785
"hsa-miR-3142",1.1060183830577,0.17582341032933,0.38121583174984
"hsa-miR-339-5p",0.182828898380654,0.730503343453931,0.832272554360748
"hsa-miR-4762-5p",0.65556276451825,0.671002331833406,0.492947408965013
"hsa-miR-518e-5p/hsa-miR-519a-5p/hsa-miR-519b-5p/hsa-miR-519c-5p/hsa-miR-522-5p/hsa-miR-523-5p",0.520026488207052,0.683100474145083,0.60360825340277
"hsa-miR-487b",0.5981915854916,0.716837659108115,0.485426827170242
"hsa-miR-1587",0.853237715949027,0.594068087457052,0.297799824366594
"hsa-miR-1273e",0.461175705620407,0.617372037722284,0.68465455534936
"hsa-miR-1273a",0.169760918572585,0.824523253143665,0.6736667257941
"hsa-miR-148b-3p",0.511764791010889,0.42187207075724,0.78404427417443
"hsa-miR-320b",0.452568997877864,0.860480130571657,0.37851162325373
"hsa-miR-943",0.964874376574355,0.419463565225776,0.251257237525299
"hsa-miR-1184",1.1912600465286,0.129421177975219,0.137503523749935
"hsa-miR-93-5p",0.268683853446361,0.436239277864368,0.937068744016247
"hsa-miR-767-5p",0.657436394789814,0.563853474612318,0.497939438533625
"hsa-miR-4505",0.794854806419612,0.528529413596985,0.353942901481357
"hsa-miR-1304-5p",0.77945222125959,0.508272832038732,0.373087951054183
"hsa-miR-4484",0.963360530573608,0.506004443012252,0.0820711324404058
"hsa-miR-186-5p",0.54453145183643,0.47850187727891,0.653675251073579
"hsa-miR-451b",0.838449140835238,0.457525328702333,0.33454037108854
"hsa-miR-1973",0.62141454241352,0.528529413596985,0.515276755236854
"hsa-miR-4654",0.342745720401604,0.905923101597688,0.33454037108854
"hsa-miR-4317",1.06848951699076,0.12055212264432,0.248297862517648
"hsa-miR-585",1.02995827943059,0.367933263820793,0.0416190896461711
"hsa-miR-4732-3p",0.843395528903079,0.412213825730665,0.303513474647141
"hsa-miR-378d",0.323993937085119,0.951646136998324,0.224401746321091
"hsa-miR-642b-3p",0.810094684343009,0.42187207075724,0.289186694265689
"hsa-miR-3202",0.846683724301105,0.387781488053912,0.271804615257508
"hsa-miR-320c",0.698052373338731,0.293603938225272,0.542107021783525
"hsa-miR-151a-5p",0.452568997877864,0.380370367773917,0.70638230107132
"hsa-miR-4445-5p",0.796556097184912,0.319669598635217,0.37036845013566
"hsa-miR-29a-5p",0.358955947188826,0.541877496626886,0.619727919019232
"hsa-miR-500a-3p",0.121711129569505,0.644436375363754,0.695559331732842
"hsa-miR-2116-5p",0.538444121679386,0.490025062532867,0.492947408965013
"hsa-miR-4709-3p",0.459028837506323,0.412213825730665,0.637932514282036
"hsa-miR-184",0.0691934427481498,0.820877780266066,0.525091044499233
"hsa-miR-3941",0.728672518245961,0.382844974081132,0.37036845013566
"hsa-miR-4455",0.808409292671959,0.429073558875911,0.200103150352381
"hsa-miR-151a-3p",0.424237217774672,0.487727776818715,0.573185332897501
"hsa-miR-4795-5p",0.476114988581381,0.54409021964281,0.452376861180496
"hsa-miR-497-5p",0.928096303008525,0.220779569759532,0.166009952066188
"hsa-miR-20b-5p",0.505537320450912,0.0966312423117942,0.757231442257042
"hsa-miR-513a-5p",0.137906191936727,0.968219496277819,0.162870243751206
"hsa-miR-22-5p",0.428632331933711,0.455175661858145,0.542107021783525
"hsa-miR-3679-3p",0.088765186783087,0.787647250439355,0.467724825156895
"hsa-miR-146a-5p",0.7982553849042,0.218010481618996,0.342887713606241
"hsa-miR-190a",0.190613243378837,0.229055090294995,0.87510875180768
"hsa-miR-302c-5p",0.568627127570623,0.469216600093779,0.348425897396093
"hsa-miR-2113",0.386328057702706,0.499177797196257,0.495445583444515
"hsa-miR-378c",0.156573487028052,0.732445059929906,0.431655570937969
"hsa-miR-4475",0.640485474914867,0.372920978811286,0.33174715549842
"hsa-miR-4473",0.898300455245337,0.167235914000803,0.15657025511066
"hsa-miR-4797-5p",0.30020617465124,0.656758400583678,0.362179052515027
"hsa-miR-152",0.840099821915324,0.178674586115452,0.224401746321091
"hsa-miR-196a-3p",0.848325015839029,0.195664322684554,0.187798639895287
"hsa-miR-4777-5p",0.741094323205469,0.329965413696302,0.206216274352465
"hsa-miR-542-5p",0.799952673460912,0.264377071801808,0.18160680590046
"hsa-miR-652-3p",0.368137808612678,0.45987117389921,0.47786683603426
"hsa-miR-3136-3p",0.67788731129342,0.264377071801808,0.326144450165588
"hsa-miR-1290",0.515901552997013,0.466885912795594,0.303513474647141
"hsa-miR-659-5p",0.758656257735005,0.296231798922322,0.159723688937997
"hsa-miR-4508",0.307383777052819,0.716837659108115,0.203162949611871
"hsa-miR-4501",0.699871661229516,0.42187207075724,0.0887042250729442
"hsa-miR-376a-3p",0.312149083141421,0.466885912795594,0.487938045924846
"hsa-miR-936",0.263772546213863,0.54409021964281,0.431655570937969
"hsa-miR-508-5p",0.793151506214432,0.240015789729251,0.118181426802196
"hsa-miR-363-3p",0.241462384688526,0.155705821667763,0.75306180117511
"hsa-miR-4292",0.887166038626358,0.111628206825426,0.0484403544112625
"hsa-miR-3149",0.288163575796982,0.552907328598427,0.33174715549842
"hsa-miR-99b-3p",0.536409291438337,0.40492747123224,0.224401746321091
"hsa-miR-30a-3p",0.180224754882239,0.464551454156877,0.512812714669383
"hsa-miR-3148",0.649927229592519,0.311899229094632,0.175388284159867
"hsa-miR-194-5p",0.231434923945558,0.283044367115076,0.631132682335839
"hsa-miR-486-5p",0.143264397193387,0.550708097800525,0.436863862173929
"hsa-miR-3687",0.4042918075328,0.296231798922322,0.442053417446068
"hsa-miR-1915-3p",0.786318124077718,0.161482386439362,0.0820711324404058
"hsa-miR-597",0.180224754882239,0.517310887987307,0.41855198361304
"hsa-miR-516b-5p",0.526191861293782,0.314494005196822,0.268887132342071
"hsa-miR-25-5p",0.413190494845886,0.546299554107419,0.121419800350164
"hsa-miR-502-3p",0.102584211083363,0.464551454156877,0.505395243278895
"hsa-miR-4758-3p",0.602088130072796,0.215236067065015,0.254210555653308
"hsa-miR-4784",0.352030997380001,0.524052466254044,0.18160680590046
"hsa-miR-3607-5p",0.586438403531921,0.132365453442599,0.312041746995405
"hsa-miR-4449",0.75165711674806,0.161482386439362,0.0416190896461711
"hsa-miR-128",0.0915396013047001,0.4097891274727,0.522643724471979
"hsa-miR-132-3p",0.0436332165942741,0.387781488053912,0.575548469888267
"hsa-miR-129-2-3p",0.0263379632335348,0.485426827170242,0.495445583444515
"hsa-miR-423-3p",0.302602678702362,0.395154733015528,0.351187036631155
"hsa-miR-1273f",0.437382594431334,0.277735455426212,0.320519900719975
"hsa-miR-4425",0.696230788366563,0.126470880171164,0.118181426802196
"hsa-miR-218-5p",0.295401191844114,0.231803081838013,0.480391237045946
"hsa-miR-320d",0.312149083141421,0.360419210852343,0.340110629380589
"hsa-miR-187-3p",0.074812515503222,0.496895051270405,0.38391498202576
"hsa-let-7d-5p",0.102584211083363,0.264377071801808,0.57790774335222
"hsa-miR-4682",0.564639025219975,0.234545849059059,0.140698862399053
"hsa-miR-548as-3p",0.402058532927565,0.264377071801808,0.303513474647141
"hsa-miR-3676-5p",0.57657041043873,0.144082838658548,0.206216274352465
"hsa-miR-4638-5p",0.69258070392383,0.0128383046342536,0.147068387563027
"hsa-miR-3924",0.276019605887253,0.32482669010041,0.312041746995405
"hsa-miR-505-5p",0.441737903720354,0.264377071801808,0.19396401297917
"hsa-miR-600",0.705315799280702,0.0845204055079858,0.0140068586211379
"hsa-miR-32-5p",0.331054448101416,0.0905885313874309,0.457511012882285
"hsa-miR-132-5p",0.0607235841365495,0.317084122811316,0.485426827170242
"hsa-miR-4707-5p",0.307383777052819,0.464551454156877,0.0920093706224111
"hsa-miR-4516",0.326351281403355,0.4097891274727,0.137503523749935
"hsa-miR-193b-3p",0.714343958321162,0.00643343373192751,0.0518389317232926
"hsa-miR-382-5p",0.0859854265652051,0.462213211952853,0.312041746995405
"hsa-miR-514b-3p",0.0578892116990251,0.579039878324798,0.19396401297917
"hsa-miR-519e-5p",0.493001150854647,0.198476594770626,0.166009952066188
"hsa-miR-3165",0.580525710391739,0.167235914000803,0.0787431152545976
"hsa-miR-551b-3p",0.0522037063827117,0.337639342023163,0.444641212582289
"hsa-miR-144-5p",0.088765186783087,0.00643343373192751,0.669248054327342
"hsa-miR-5095",0.556629594903588,0.102648748944899,0.147068387563027
"hsa-miR-550a-3-5p/hsa-miR-550a-5p",0.448246312675766,0.0996431330169495,0.263034405833794
"hsa-miR-574-5p",0.172384001307707,0.34527266622674,0.303513474647141
"hsa-miR-891a",0.200927460180419,0.327398339844308,0.294934489955899
"hsa-miR-3156-3p",0.314525846622125,0.357905804078032,0.140698862399053
"hsa-miR-4423-5p",0.185428349725867,0.311899229094632,0.317699380952218
"hsa-miR-639",0.153921473218191,0.496895051270405,0.137503523749935
"hsa-miR-150-5p",0.309768397606811,0.267058662024213,0.236399278732938
"hsa-miR-934",0.347395829523988,0.264377071801808,0.197036846537728
"hsa-miR-422a",0.417619339786245,0.242743001275356,0.137503523749935
"hsa-miR-4507",0.49928285210058,0.172966587369388,0.0920093706224111
"hsa-miR-139-5p",0.426436448546522,0.170104096105883,0.18160680590046
"hsa-miR-138-2-3p",0.471862383860802,0.17582341032933,0.118181426802196
"hsa-miR-485-3p",0.471862383860802,0.13823604190651,0.150242636151349
"hsa-miR-4478",0.268683853446361,0.288333813190301,0.224401746321091
"hsa-miR-363-5p",0.285742945855755,0.0506816565517273,0.407982741426652
"hsa-miR-377-3p",0.399821795879536,0.0784266472468818,0.248297862517648
"hsa-miR-135b-5p",0.0292349423328592,0.201283394251637,0.47786683603426
"hsa-miR-634",0.200927460180419,0.4409967258725,0.0720639593158666
"hsa-let-7d-3p",0.276019605887253,0.329965413696302,0.114935766487236
"hsa-miRplus-a1087",0.497191989261032,0.0413134734776158,0.147068387563027
