"","GSM1954293","GSM1954294","GSM1954295","GSM1954296","GSM1954297","GSM1954298","GSM1954335","GSM1954336","GSM1954337","GSM1954338","GSM1954339","GSM1954340","GSM1954341","GSM1954342","GSM1954343","GSM1954344","GSM1954345","GSM1954346","GSM1954347","GSM1954348"
"hsa-miR-127-5p",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-128",12.0124,8.0159,6.99,11.9977,11.005,11.0021,2.9625,4.0129,4.0112,3.9599,5.0212,6.024,5.9858,4.0447,8.0067,10.9983,6.992,5.9628,6.9752,12.0272
"hsa-miR-129-3p",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-129-5p",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-130a",4.9809,5.0315,2.0242,5.0022,3.9944,3.9874,1.9666,1.9939,3.0322,2.9782,3.0057,3.0286,2.9742,2.0255,4.0213,3.9984,3.9847,3.9507,4.9897,5.0363
"hsa-miR-130b",3.9932,6.0267,4.0294,5.9916,5.0215,4.0055,0.964,3.0106,3.0049,1.9966,3.0232,3.0207,3.0151,2.989,3.0008,3.9682,5.0096,3.9515,3.9466,3.9732
"hsa-miR-132",8.0812,13.034,7.0382,11.9977,11.005,11.0021,4.0131,5.0064,6.9897,3.9574,4.0262,5.0281,5.0015,10.0295,4.0352,3.983,6.9689,4.991,4.9806,8.0158
"hsa-miR-133a",5.0293,5.9973,6.0201,6.9905,7.0157,1.9744,3.983,1.9896,3.999,4.9804,5.0428,3.0024,6.9957,2.9949,4.0067,10.9983,12.003,6.9353,4.9977,-1.0143
"hsa-miR-133b",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,5.0028,11.0249,10.9852,12.0311,6.9974,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-134",5.9973,6.0038,3.9715,5.9395,5.0705,11.0021,3.9398,4.9959,4.9076,5.926,5.0188,5.0429,6.0433,10.0295,7.0842,6.0256,12.003,6.9926,11.0006,5.9951
"hsa-miR-135a",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,8.0102,6.0026,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,7.0332
"hsa-miR-135b",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,7.9922,11.0249,6.9499,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-136",9.0133,1.9857,2.9779,1.9581,-0.0448,8.0106,11.9886,12.0273,11.0249,10.9852,9.0698,11.0373,12.0125,10.0295,-14.6187,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-137",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-138",12.0124,13.034,13.0195,11.9977,11.005,6.9797,4.9578,7.0065,5.985,4.9639,12.0311,11.0373,7.9694,10.0295,12.02,10.9983,7.9643,11.9782,11.0006,12.0272
"hsa-miR-139-3p",12.0124,5.0317,4.0257,11.9977,11.005,3.0251,11.9886,3.9819,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-139-5p",2.9969,4.0271,2.9934,2.9657,1.9929,1.9727,0.9698,0.9799,1.0026,1.9598,2.0084,2.022,2.9881,0.0101,1.9798,2.9822,2.9833,2.9676,1.967,3.0315
"hsa-miR-140-3p",12.0124,13.034,9.0233,11.9977,11.005,8.0864,0.9751,1.9852,4.0112,2.9694,3.0144,4.0021,2.9955,4.0076,5.0098,4.9699,4.9862,4.9748,3.9724,8.0295
"hsa-miR-140-5p",5.9772,6.0062,3.9934,4.9399,4.9714,3.9791,-1.0472,-0.0153,2e-04,-0.0402,0.9916,2.0073,0.9715,1.0124,1.9801,3.9721,3.9759,2.9445,2.9876,1.9788
"hsa-miR-141",12.0124,13.034,13.0195,11.9977,11.005,11.0021,6.9569,7.027,11.0249,5.9889,12.0311,11.0373,12.0125,10.0295,8.0083,10.9983,6.9711,11.9782,7.0155,12.0272
"hsa-miR-142-3p",0.9672,0.9817,0.9799,0.9395,1.9675,1.9769,-3.0472,-3.005,-2.0008,-1.0389,0.9817,0.9781,0.9674,-2.9836,1.0136,0.9733,1.9608,1.9571,1.9811,1.0155
"hsa-miR-142-5p",9.025,7.0037,5.9968,11.9977,11.005,4.9891,4.9679,7.0031,7.0545,6.9601,7.0359,11.0373,7.0149,6.0209,7.9917,10.9983,12.003,8.9331,11.0006,8.0412
"hsa-miR-143",7.0025,9.0286,7.0001,8.024,11.005,11.0021,2.9588,3.0105,4.0056,2.9554,3.0021,7.0107,2.9938,3.0269,6.0151,4.9988,6.9871,6.9783,4.9774,4.022
"hsa-miR-145",3.006,6.0084,7.0008,6.9946,5.9076,6.9866,-0.0464,0.0029,1.0148,1.9602,3.0023,7.0137,3.0059,3.023,4.0072,7.0012,5.9773,5.9562,4.003,5.0211
"hsa-miR-146a",-1.0245,-1.0301,-3.0096,-0.0425,0.9802,-1.0344,-4.0226,-2.9981,-2.0058,-3.0397,-0.9734,-0.9841,-1.0083,-2.0005,0.0164,1.975,1.9646,1.9378,1.9925,0.009
"hsa-miR-146b-3p",12.0124,13.034,13.0195,11.9977,11.005,11.0021,4.0073,7.9726,7.0346,10.9852,12.0311,7.0254,6.0222,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-146b-5p",3.9958,4.0154,1.9908,3.9808,2.9787,1.9801,-4.0477,-2.0025,-2.0089,-2.0443,-5e-04,1.0215,4e-04,-1.0101,0.9844,2.9601,3.9616,3.9599,2.975,2.0055
"hsa-miR-147",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-147b",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,6.927,12.0272
"hsa-miR-148a",12.0124,13.034,13.0195,11.9977,11.005,11.0021,0.9368,1.9939,0.9874,0.9721,2.0134,1.9976,0.9751,2.0123,2.0018,2.968,3.9808,3.9915,2.0086,2.9837
"hsa-miR-148b",6.9864,7.0135,4.9674,11.9977,11.005,6.0057,3.9738,5.0043,3.9636,2.9419,4.0116,5.0175,4.9887,6.0312,4.9914,5.9566,12.003,6.9645,4.9786,6.0249
"hsa-miR-149",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-150",0.9642,1.006,-2.0368,0.9744,-0.0292,-2.0481,-9.0459,-7.0001,-6.0075,-7.0519,-4.0114,-4.0127,-4.0444,-5.0308,-1.9868,-0.0392,-0.0229,-0.0626,-0.0271,-1.995
"hsa-miR-152",6.9717,9.0117,5.9621,6.9572,6.98,4.9603,2.9527,2.9694,3.969,2.9496,4.9973,4.01,3.9781,5.9959,5.9727,4.952,4.9513,6.9319,5.9546,5.9787
"hsa-miR-153",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-154",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-15a",12.0124,-0.0295,-0.0048,-0.1632,11.005,-4.8271,1.9771,1.0926,11.0249,10.9852,12.0311,11.0373,12.0125,5.9876,8.0021,10.9983,8.0281,11.9782,11.0006,12.0272
"hsa-miR-15b",1.9766,3.0235,7.0328,4.9476,5.0006,4.917,-1.0323,0.034,0.0265,-0.0756,2.0134,5.0201,2.0138,1.0201,4.0078,6.0116,7.9834,4.9895,6.013,4.0274
"hsa-miR-16",1.0054,-1.0014,-3.0116,-2.0402,-4.015,-5.0421,-6.0373,-6.0037,-6.008,-7.0484,-5.0074,-4.9851,-5.0128,-5.005,-4.019,-4.0171,-4.0406,-5.0459,-5.0198,-2.9995
"hsa-miR-17",-1.016,-0.9882,-1.0138,-0.0389,-1.0045,-2.0132,-5.0505,-5.0273,-5.0176,-5.0434,-4.0111,-3.0155,-4.0384,-4.0131,-3.0155,-2.0274,-2.0523,-3.0578,-3.0599,-2.0095
"hsa-miR-181a",3.9982,5.0507,3.0638,5.9178,4.0141,3.9614,1.0062,2.0385,2.0291,1.9741,4.9754,4.0231,4.0248,2.0261,6.0075,5.0139,5.9343,5.8738,7.0136,4.0099
"hsa-miR-181c",8.914,8.9665,9.022,8.8556,11.005,7.933,4.9737,5.963,7.1012,7.1158,12.0311,11.0373,8.104,6.1289,7.8704,10.9983,12.003,11.9782,11.0006,8.9897
"hsa-miR-182",12.0124,13.034,13.0195,11.9977,6.918,11.0021,8.9465,7.9998,8.0166,7.9855,9.0388,11.0373,12.0125,10.0295,12.02,10.9983,7.9823,11.9782,11.0006,12.0272
"hsa-miR-183",12.0124,13.034,13.0195,11.9977,5.9612,7.036,5.9753,5.0318,7.0255,6.965,8.0398,7.0494,12.0125,10.0295,6.9768,10.9983,7.9746,11.9782,7.0501,12.0272
"hsa-miR-184",6.9824,4.4325,13.0195,11.9977,11.005,6.9767,-3.1174,-1.0094,-0.9855,-2.0671,-0.0224,-0.0158,0.9699,-0.0107,0.9822,1.9523,2.9747,1.9307,2.9611,12.0272
"hsa-miR-185",12.0124,6.0306,5.0128,6.013,3.8816,3.8945,1.968,3.0042,1.996,1.9579,4.0143,4.0238,2.9878,2.0128,5.0079,4.9894,7.0224,3.9606,4.9988,5.0284
"hsa-miR-186",3.0174,13.034,13.0195,5.4292,11.005,11.0021,-1.0356,-1.0352,-0.0131,-0.0394,-0.0121,2.0052,-0.0161,-0.005,0.9899,1.9496,2.9711,0.9297,0.9417,1.9948
"hsa-miR-187",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-188-3p",12.0124,13.034,13.0195,8.2108,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-18a",4.014,5.0144,3.0307,1.2637,11.005,3.8098,0.971,1.0097,1.004,0.9803,3.0337,11.0373,2.0103,0.9883,3.0139,2.9853,5.0234,2.9988,11.0006,3.0587
"hsa-miR-18b",12.0124,13.034,13.0195,11.9977,11.005,11.0021,1.1141,3.1168,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-190",12.0124,13.034,8.2428,11.9977,6.9561,11.0021,8.9827,8.0147,8.0377,7.9867,12.0311,11.0373,12.0125,7.0412,12.02,6.9719,12.003,8.9674,11.0006,12.0272
"hsa-miR-191",-0.0194,0.0184,-0.0028,-0.0302,1.9725,-0.0422,-4.0317,-4.0004,-2.9928,-3.0488,-1.9977,0.0293,-2.0249,-1.9864,0.0097,1.9923,1.9763,0.9571,0.9737,0.0079
"hsa-miR-192",5.989,7.9887,4.9782,5.9633,3.9717,3.9828,0.9554,2.0152,2.0049,0.9601,2.0296,3.0283,1.9956,3.0228,1.98,2.9762,2.9774,1.9634,2.9742,4.9901
"hsa-miR-193a-3p",12.0124,13.034,13.0195,11.9977,11.005,11.0021,8.9115,12.0273,11.0249,7.9523,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-193a-5p",8.0099,6.019,4.0098,7.9806,5.0525,4.0242,1.9887,4.015,4.0074,1.99,3.009,5.083,2.9999,6.086,4.0139,3.9832,5.0037,4.9845,3.9881,5.0238
"hsa-miR-193b",12.0124,8.0278,5.0117,6.996,6.9854,4.1266,0.961,2.9897,4.0003,4.9812,5.0129,4.0231,5.0145,4.0234,3.0131,5.0077,5.9701,7.9883,3.9842,4.9927
"hsa-miR-194",12.0124,9.0306,13.0195,11.9977,11.005,6.9876,2.9718,2.9812,3.992,3.9591,5.0378,6.0173,4.9743,4.0508,5.0133,10.9983,7.9785,7.9553,4.9235,6.0113
"hsa-miR-195",4.004,3.9956,2.0109,2.9709,0.9777,-0.0182,-2.0684,-1.9778,-0.9902,-2.0396,0.0318,0.0249,-1.022,-0.0081,-9e-04,-0.0365,0.9903,-1.0463,-1.0183,1.0022
"hsa-miR-196b",7.998,13.034,8.9945,8.0196,11.005,11.0021,11.9886,8.0211,11.0249,7.0141,12.0311,11.0373,8.0791,6.0677,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-197",2.9828,2.0336,1.0665,1.9727,2.9483,0.979,-2.0898,-0.9897,-1.0284,-1.0416,-0.9977,0.0211,-1.0261,-0.0294,-8e-04,2.9678,2.9709,1.929,2.0243,1.0258
"hsa-miR-198",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-199a-3p",0.9927,2.0226,1.0015,1.9753,4.0312,2.9953,0.004,1.0139,0.9826,1.9748,3.017,3.0166,2.9932,0.9911,4.0025,7.003,6.0048,5.9742,5.0084,2.9814
"hsa-miR-199a-5p",12.0124,13.034,13.0195,11.9977,11.005,6.9964,8.0159,7.9538,7.0391,10.9852,8.9557,11.0373,8.0122,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-199b-5p",12.0124,13.034,13.0195,11.9977,11.005,11.0021,6.1144,5.9801,11.0249,10.9852,12.0311,11.0373,6.9844,10.0295,7.0145,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-19a",4.9877,3.9991,2.9928,2.9334,2.0055,0.9726,-1.0049,-0.984,0.001,-1.0343,0.0147,0.007,-0.0029,0.0255,0.9985,0.9727,1.9971,-0.052,0.9865,2.0219
"hsa-miR-19b",-0.022,-0.975,-3.01,-1.0524,-1.9549,-4.0014,-7.0207,-5.987,-5.9963,-7.0326,-4.9757,-4.9933,-6.0028,-4.9694,-3.9884,-4.0168,-4.0278,-5.0234,-5.0238,-3.9934
"hsa-miR-200a",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-200b",12.0124,13.034,13.0195,11.9977,11.005,11.0021,2.9943,5.0483,11.0249,6.7748,4.1267,11.0373,12.0125,10.0295,4.9111,10.9983,12.003,8.0463,11.0006,12.0272
"hsa-miR-200c",12.0124,7.0065,13.0195,11.9977,11.005,11.0021,3.0148,3.0099,7.166,3.965,5.9987,11.0373,6.0564,4.0175,12.02,10.9983,12.003,11.9782,6.9008,12.0272
"hsa-miR-202",12.0124,13.034,7.989,11.9977,5.0275,3.9536,5.3023,12.0273,11.0249,3.892,9.1596,11.0373,12.0125,4.9583,8.0597,10.9983,12.003,8.0698,5.981,12.0272
"hsa-miR-203",12.0124,13.034,13.0195,7.9897,6.9848,6.9938,8.0382,7.9893,6.0113,10.9852,6.9963,7.0603,12.0125,6.0568,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-204",12.0124,8.0022,6.9929,11.9977,5.9924,11.0021,5.0183,5.0225,3.9723,3.9758,12.0311,7.0294,12.0125,5.0114,5.0114,5.9915,12.003,11.9782,4.9851,8.0051
"hsa-miR-205",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,8.9579,11.9782,11.0006,12.0272
"hsa-miR-208",12.0124,13.034,13.0195,11.9977,11.005,7.0481,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-208b",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-20a",0.0042,0.0189,-1.0109,-0.0243,-1.0136,-2.0127,-5.0487,-5.0131,-3.9995,-5.0369,-2.9932,-1.9732,-3.0029,-2.9814,-1.9933,-2.0338,-1.0079,-3.0855,-2.0251,-0.9965
"hsa-miR-20b",2.9804,2.9853,2.986,2.9672,2.9928,0.9773,-1.0457,0.0058,0.0067,-1.0391,0.9934,2.0016,0.9958,1.0269,1.9885,2.9754,2.9889,0.9377,1.9618,1.9905
"hsa-miR-21",0.9703,0.9668,-1.0141,2.0995,-0.0372,-0.0226,-4.0472,-3.0086,-1.9821,-3.0561,-0.9755,-1.9899,-2.0347,-3.0112,-0.9989,-0.0322,-0.0271,-0.0266,-0.0298,0.0037
"hsa-miR-210",12.0124,13.034,13.0195,11.9977,11.005,11.0021,2.0518,3.0271,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-211",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,5.9948,5.003,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-212",8.0022,13.034,13.0195,8.0068,7.0183,6.9837,-5.0424,7.9948,-4.0746,-5.0817,-3.0019,-2.9071,-2.9812,-3.9818,-1.9777,-1.0404,0.0726,-2.1012,-2.0288,6.0721
"hsa-miR-214",6.0112,13.034,13.0195,11.9977,11.005,11.0021,7.9513,12.0273,7.0412,6.0003,8.0421,11.0373,7.0619,10.0295,7.0183,6.9846,5.9278,7.9658,11.0006,7.9721
"hsa-miR-215",12.0124,7.0322,13.0195,11.9977,11.005,3.9669,1.9516,2.0887,11.0249,-0.0051,3.1557,-0.9981,3.0679,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-216a",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-216b",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-217",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-218",8.9561,8.9868,2.921,7.953,5.9643,6.9417,6.9489,12.0273,6.9624,5.9377,7.9749,11.0373,7.9876,5.9967,7.9828,10.9983,6.9716,7.9301,11.0006,12.0272
"hsa-miR-219-1-3p",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,8.0394,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-219-2-3p",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-219-5p",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-22",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-220",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,-1.0147,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-220b",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-220c",12.0124,13.034,13.0195,11.9977,11.005,11.0021,11.9886,12.0273,11.0249,10.9852,12.0311,11.0373,12.0125,10.0295,12.02,10.9983,12.003,11.9782,11.0006,12.0272
"hsa-miR-221",0.9892,2.004,-0.0142,1.9798,3.0917,5.0061,-1.0751,-0.0101,-1.0228,-0.0313,1.0105,1.0463,1.989,-0.968,2.0237,1.9957,5.0098,2.9674,11.0006,2.0011
"hsa-miR-222",1.9852,0.976,-0.0377,0.949,0.9605,-0.0547,-4.0737,-3.0327,-2.0061,-3.0687,-2.0284,-1.0259,-2.0378,-2.0096,-1.031,-0.0552,0.9516,-0.065,-0.0512,1.0048
"hsa-miR-223",-4.0265,-3.9985,-5.0294,-3.0288,-0.9758,-4.019,-10.0514,-9.0184,-9.0262,-9.071,-9.0217,-7.0071,-9.0241,-8.0036,-7.0047,-3.0293,-3.0469,-5.0436,-7.0447,-7.0064
"hsa-miR-224",5.9182,5.9866,6.9818,11.9977,5.0832,11.0021,3.973,12.0273,5.0575,2.9387,12.0311,11.0373,12.0125,1.9926,4.9799,10.9983,12.003,7.9875,11.0006,7.986
