"","GSM979679","GSM979680","GSM979681","GSM979682","GSM979683","GSM979684","GSM979685","GSM979686","GSM979687","GSM979688","GSM979689","GSM979690","GSM979691","GSM979692","GSM979693","GSM979694","GSM979695","GSM979696","GSM979697"
"hsa-let-7f-1*",1.15979191574366,2.85056442108217,1.12720205745458,3.38584942711023,2.85020594424101,2.96507093223393,1.02136814520319,15.2223032313251,1.68551949724369,2.56191653680357,1.98747986290092,0.728859675335606,2.34303395238474,2.6959343675062,1.23464049437365,-1.03965021294329,2.19755090741987,2.1327689698773,0.0985065130293266
"hsa-miR-1279",-0.400851721024139,0.0876470056414764,0.138094251989449,1.20174927215654,-3.53541871549359,8.53905448342033,0.89985867962229,15.1384382061519,1.85095980254215,0.503806660910403,-3.92134426210079,1.57093209493702,1.83257329518548,1.73455789220565,1.11234717134417,4.22137135334961,1.66450696093187,0.25615392217074,2.01418780207322
"hsa-miR-1226*",1.77313255876563,-1.05689453768837,0.573989964432881,1.16210366747727,5.77356334617283,5.43306126062217,1.56917802038896,15.1051817413819,-0.689035699788148,4.72913235365578,5.34210561114183,3.08987250467949,3.50838554852117,2.56536832482521,0.967809302266359,-0.326869663604104,0.996299289350109,1.29813803049884,1.48889439917567
"hsa-miR-580",0.743307542838442,1.59929398665294,0.211722211081086,-4.28177911542214,0.653527108614733,1.92377025204336,1.08876983993225,15.0872067335197,0.985302884141461,0.18044515558395,0.341039233738405,-0.673746847054911,0.350060412104377,0.148986411438881,4.87066062667928,4.03448601922415,5.25763185439354,1.2467285154263,1.33197401305962
"hsa-miR-99b*",1.4777503670093,0.266787619905334,1.72785033243597,-4.38325236690818,15.0742518688626,2.21105986706958,2.71423078836156,2.75276057814106,0.717522936822914,1.64049877036545,3.26040164136017,1.47976759088759,0.764846331743866,1.44341463296057,-0.1754240574053,1.63982116277217,1.56658527846276,1.32997202468691,-2.02982781195404
"hsa-miR-585",0.17988578383452,2.4848120050448,-1.00848428524954,0.719934454199328,2.70909429230421,4.34812616814684,1.01148347320335,15.0417926016001,-2.02618215195241,-2.55138233107613,0.212437358122073,2.15502932439237,0.940329075088271,1.62503243674524,-2.32885593266486,-1.79805906564636,0.075435380317861,0.640620557876563,-0.516700035695616
"hsa-miR-29a",-0.178116263878609,1.46867766904427,1.27790264520461,0.219151665038013,12.2625118508462,11.7549062871328,-1.73069342589091,0.904174696959372,1.03230612159714,11.8170460000738,10.6246949479549,2.32831459897626,2.12873023519657,1.91512695011288,13.1740513453449,13.1476448861991,3.47919821922257,4.23157909751539,0.541715841297284
"hsa-miR-30c-1*",-3.50969769146962,0.0876470056414764,0.614660756317412,1.09726221557597,0.178309769399292,-0.621663952318407,-6.97831788306834,14.8456826261179,1.90537824351507,0.482583463574993,1.85674034106868,1.08167503551098,0.0922084395923606,-0.169333185069864,1.80708119623275,1.86324507678927,0.890986391196202,1.04816851413396,-0.657264360097841
"hsa-let-7f",0.974444436935494,-0.0732681820249014,-0.123361289709702,0.986033837396115,12.9799949437826,12.2255885497638,1.82676770943665,2.84290563954916,1.64772803053187,11.772564487436,10.6746521973447,1.98427872281807,1.60108365686854,1.89104699351554,12.4827832562857,12.3260662395488,1.97336036618759,3.84691949242222,0.397032844487083
"hsa-miR-29b",1.17998168062328,1.82646998220723,0.989664387016267,0.351906552468988,11.9452503179034,9.27663577329676,0.481902143053741,1.62215445952947,0.623944939406628,11.9039838698834,10.8293310932783,1.61636569626209,1.49097259135535,1.33247822971276,13.1855210956633,12.9873686569693,2.50246019910284,-0.641463976697762,0.765294560078346
"hsa-miR-1179",2.18861519226773,1.15874030489502,0.759436929500898,-0.124548594349448,1.76310728033439,1.99816444605463,1.49939180508065,14.6683232606852,0.839551061583346,1.80783876205183,3.98959409315066,-0.561428431757482,-7.49046589083926,2.58950128568877,-3.23549757416376,-0.971087470674211,-0.0399526366160503,2.17578325703467,1.55365835101847
"hsa-miR-376b",0.0540104774936791,0.409683871931752,1.00250738785474,0.120010125818719,7.65722125422034,5.15276751926177,0.943457639791935,14.5944243340046,-1.70199679324122,1.01371593743532,2.73123734162186,1.03197103004697,-1.51912442134478,-0.250887468520313,-0.484104309055592,0.872028900732235,1.62680169238509,3.01636456009377,1.62657463853194
"hsa-miR-205",-2.07200102567238,0.593760106721862,1.1664815101904,0.784449624339087,2.1462749495333,0.870799011461354,2.2424598298242,1.88814354751899,1.21155925443641,14.5298618096234,2.1066190088312,1.96801220829862,1.16635038729873,2.06132448558007,0.349029930928904,1.88923599423714,1.33627424600551,1.41803284893165,-1.08078716257859
"hsa-let-7a",2.52814894995706,1.60229058486114,1.71653705978378,1.50706898822749,12.5013144863835,11.7712575302015,1.84183105576847,2.71803276927783,0.606220760998503,11.778052071118,10.681884053434,0.7557450843843,2.42451555093755,2.62994407080532,12.0270607221586,11.8472437409009,3.23580470598483,4.21616070852019,2.56024832611423
"hsa-miR-22",0.926135329213332,1.64283139699459,0.145323079252989,1.38311479225327,13.2308544591188,12.8566531203273,2.08209588957297,2.62101891954162,2.11388649083346,8.46134438015143,6.95694528147213,1.61004470111676,-0.830619093354225,-1.33654497940346,10.9701778078147,10.6498848615181,1.89924060831128,3.57707589108678,0.138163078059296
"hsa-miR-1206",1.14067331229897,1.91621215795204,-0.442355235166724,0.443190013127501,0.718966439323071,4.30604345620044,1.45308556202904,14.2533385823408,1.75492212642896,1.81381730302495,1.81446511018784,1.54958834797184,1.24961705860383,1.25934480831829,1.74776161392445,2.36273778293563,1.28579517026869,-0.220862677476797,0.0445669526149293
"hsa-miR-200a",0.743843409293049,1.67073294535059,0.330383200898024,-0.343381720573909,2.0428537230953,-0.238083993994238,-2.10491457491384,14.188423488792,-1.67099997834311,6.25876632494316,5.9101466878669,-0.162913832254656,0.403338191771057,0.856151971447225,5.43700629646607,5.16947048091369,0.312044169955758,0.856111165523112,1.45958794584815
"hsa-miR-16",1.69392402091646,-1.93386643550913,0.607603213285825,-0.633325622287556,12.0666149650569,10.9441241766348,2.29385748080321,3.00686690992948,0.888738963418018,10.946711124695,9.73040441196954,2.81721822286087,1.49277151213914,0.509973461184369,12.2613430500495,12.1693453649384,3.92543266978978,4.9721935973744,1.23534045153608
"hsa-miR-1274a_v16.0",2.49892966818606,2.05185616737918,-1.06334736324853,2.17610890597575,11.2335915175701,11.2871132481802,1.81157830386507,3.23689927095542,1.7213236573271,12.0237713301585,12.4713188145387,4.04069082490899,4.13043506408405,3.3582966652965,10.3684202464443,10.2880574309367,2.94786660548633,-1.25425427469523,0.927511936585506
"hsa-miR-195",-0.0133471608181216,0.760969037402524,-0.512424333923045,0.678140251171265,5.64166624866519,4.7930671610853,-2.48240863681334,14.0709971994308,1.28631105236869,3.83241916316627,2.41915538029197,6.62497949509583,0.68192883953064,2.22006244327357,4.28965079752296,3.76402230648433,3.22149122839754,1.63680463445445,-0.217228793830808
"hsa-miR-886-3p_v15.0",1.39970704776822,0.788781998420934,0.170310694475781,-0.139021553999738,11.8177707329274,11.7295285542637,2.01787488605927,3.54501696370048,-1.49613066545217,11.2496788025144,11.1682327248921,2.79381724468469,2.25458164765368,-1.33768036557585,11.3102776285303,11.5255878527274,1.71703258384939,-4.73308132198532,1.41153851123554
"hsa-miR-23a",1.50300468644061,-0.753789190844448,0.537071680118608,-1.22045248384438,12.5321437916347,12.087778396278,-0.220779452534624,3.09856542348881,1.77814968968444,10.6693598965957,9.69401532619942,3.099106816805,2.98469798130027,0.996381587191309,10.9798260073648,10.8300659288521,3.84719117686998,4.21869283681222,2.48202604814204
"hsa-miR-1244",0.89693798950417,1.89292681232674,0.835284782359126,0.602938078350453,1.02281165091563,5.86273057960989,1.78671720867478,13.9797627850563,-0.266943688048022,1.70329520219341,2.43066958358185,-1.25254419480582,2.20645537385996,0.656436419093637,-1.12490158462133,0.878384075791767,-0.0450512272204046,1.93710630899039,0.925425491442993
"hsa-miR-24",1.72614021422184,-1.2960275663232,0.790757777626668,0.446854572757163,12.4074109111611,11.9396379787,2.2424598298242,2.10849267531996,1.78727155241754,9.79415996024409,9.35929647854947,0.267088088650807,-0.339882790756219,1.38454554439137,11.2718534131812,11.0282348493359,1.03659687290786,2.3821354462319,0.424480668841315
"hsa-miR-27b",0.702705056251651,2.74273599975311,0.906720539930888,-2.87700770413403,11.9457598485491,11.2769356930814,2.41017337749521,2.3228600633362,2.24799250918764,7.70290891276381,7.70946847994121,0.0907053061564052,-1.37531849358945,1.91356041045965,12.1529936551502,11.8991567445409,1.48682916632056,1.90309304519494,0.463166978758114
"hsa-miR-513a-3p",-0.309224633125763,-1.95101615072493,0.558776431120189,-1.47186760722228,-0.701587550002976,-1.29142850857208,2.05863652016991,13.8467998388581,1.44630652480329,1.75519909064196,1.4736399076547,0.626447640979859,0.730117948219252,0.615756966610869,0.651663436421015,1.66994471704872,-0.980122766958556,0.117288664011593,0.97613630627931
"hsa-miR-578",-0.559394515542066,1.90735910687569,1.1965931961702,-2.70027706344472,-0.986092154706827,-0.166992226229398,2.70148362962752,13.7529084927287,0.0914803991877063,-2.28148168897396,-2.43983288459504,0.546962892928165,1.95092597266282,-2.11929849058909,1.75740393118159,1.59078978390986,-0.729753105905473,1.65488505271357,-1.33308892305948
"hsa-miR-27a",0.916450350842136,1.98336103307186,1.48881266906438,1.17476113599436,12.446796157144,11.2329706775119,1.85269643727464,1.33069606615014,1.17295916256101,10.2925862176769,9.48568483075102,1.43991138183382,-0.335241754050564,0.671114893044438,11.0013511892186,10.6463732988781,-0.116562014865533,1.09306860259539,-1.58061169595455
"hsa-miR-218-1*",-1.39686521339587,0.540069041322104,1.48138161511229,-1.15986826654627,2.82045286972857,-0.386375942123764,0.181706479312534,13.6745211192207,0.594245838464217,-0.502167140500001,0.986434455085472,4.04069082490899,0.96055115016377,-0.027699327106174,3.8506084243775,0.0233743546494916,-0.00801943926821044,1.48412369128628,0.144536802561732
"hsa-miR-197",0.806371328338728,1.82456339746789,0.515815980808401,-2.61741375070021,6.55776526705552,5.48307408975414,4.25026885301537,13.6187089710835,3.09100903670027,6.16428024874087,5.83496675889295,3.47337261296284,3.18696954745707,3.23941423436792,4.89753958433265,5.46367051537227,0.333315413031143,1.33384445842608,-0.68142423441247
"hsa-miR-19b",2.52758659980386,-0.330439082543548,0.925896907635124,-1.69065475114431,10.6950177018203,9.58506900825939,-0.456930603636633,2.08284835002082,-0.00174366153933254,11.2333092961855,9.90543770154435,3.099106816805,1.19690411300993,0.377375442049823,11.8321202132787,11.722607332672,2.60419138506945,3.97104593952555,2.49994051202154
"hsa-miR-377*",2.00255779361825,1.38476821163377,-0.350352353677208,0.496215564475875,-2.88335950728688,-0.962697348073576,1.36275377085847,13.6080942311932,1.75012109456995,0.219684498594592,4.40269011963103,-0.0852418545682791,2.01456811050833,1.48834995849479,-2.53678101015306,1.88444709921758,1.0085987548075,0.640620557876563,0.653503904377867
"hsa-miR-302d*",-0.412737177574541,-3.42141018361761,-1.9172042311097,0.470464917261716,1.15160492680895,4.8610119459573,1.56102204466525,13.5570232629616,1.06759466444583,1.98923058107406,0.873117072777424,0.923398782210967,1.02360879590498,-1.304692788109,4.22364959435002,1.24396027126982,-0.393107171793301,1.9205997212509,-1.03560846576297
"hsa-miR-23b",-0.546860902965832,0.202713847243764,1.64752496877935,0.863025696768846,11.7227819209711,11.3926158065194,0.65860854919893,2.13161483497673,-0.940947969428367,7.45206328677016,7.54955058395898,1.88790655974372,0.935652169746235,2.04507071580651,11.4571859071091,11.2886111870596,1.12028491387764,2.76576449846913,2.09059738015985
"hsa-miR-1237",2.93898504246061,2.91334288177513,2.72041856841904,1.9241846581156,2.79192906551916,2.07533717810177,2.49351130642148,13.4575322207207,2.5987377422676,3.0667140220095,2.30793002956515,3.34246542760155,3.37259291126117,3.40313790121693,3.3336552905954,2.40428461387476,2.69994423378364,2.77965832407731,0.757514447490282
"hsa-miR-15b",-0.316191816937906,1.97849182777304,-0.208493458779764,0.572448888066312,11.5882260038409,9.70036723476654,0.791998307699949,2.70988391580791,1.19948264250253,9.62467064226462,8.35827097372888,3.128021962697,0.508283006510464,2.19778080191534,11.3416366802225,11.2861158758048,3.87742623313685,4.63558956875288,1.67595229214634
"hsa-miR-125b",0.082859370020027,-2.85872103498361,1.36964180197425,-1.45357359852849,11.8546716741172,11.5682259614952,2.05173681904287,1.93735908270379,-0.0755958081303996,11.0181271379193,10.1986967237389,3.80873821541965,2.90223376264306,1.87932622484052,5.09748017287944,5.05472564303719,2.28799200907153,0.548340737777662,-3.21949839432603
"hsa-miR-376a",-0.85263702744069,1.88171903745566,0.455568316834797,-0.0467745497405072,8.46132309569203,7.45006144422562,-0.0895315136053901,13.035767711604,-1.05855469554914,-0.44634066608767,0.52730669387339,1.85061342466705,-0.196791152385117,0.7099714976858,1.15759092474085,0.180823210317125,0.989051934279251,3.45050670685995,1.63774053033322
"hsa-miR-1207-5p",2.20123110486224,0.908524416730271,1.91567998042036,1.37119193930383,7.98168999851704,6.20738180664479,3.83581091726456,12.8832914668748,4.79130096382045,5.85189767506655,6.32242754158355,6.65353027853215,7.01037144993159,6.69493728674346,5.52788262393295,5.09569998331331,7.48012857019474,6.683991138176,6.86883489863698
"hsa-miR-548a-5p",12.9598103566792,1.06673743931997,0.151133651030974,1.817595017247,0.0319251693591933,-0.166992226229398,-1.2509384559731,-0.987871889493473,-0.650909245601374,2.30937412237187,0.872091250491593,1.40263323337335,1.44243557779551,0.266328522866955,0.122454565515959,6.52805600094377,1.97897718289982,1.34992797744782,1.96002380988001
"hsa-let-7b",2.14121761320216,-0.153799404811241,1.90545526589559,0.774639235734053,10.1770008714321,9.54629160373374,2.70148362962752,3.65512853710108,2.38517616156648,10.1698849260235,9.28053022358973,4.71780581432975,6.55269952634044,4.40526810832798,11.0801166578621,10.8883383852587,2.68351523593747,3.15608072953656,1.32052106986604
"hsa-let-7g",1.50689589423312,1.80794671782858,0.191477122373759,0.841380707617138,11.0403753485321,10.1157446634343,0.386289275152695,2.47998146756532,1.48874275787373,10.1545561222188,9.25999035995034,0.82793126598914,-0.866313909567575,1.51722630053386,10.4398983951287,10.3254752400723,1.67641320518466,2.93165015643078,0.101716589121914
"hsa-miR-372",-1.62866819503086,-0.262879872617665,-0.135512637208434,0.496215564475875,4.93229507993699,1.79538752560896,1.12640531101198,1.07898207303287,-2.67874608973754,3.64871622467365,-3.40613799266348,1.96832156478727,-0.14624454263017,1.865941375039,11.9335674748104,11.8316904335232,2.23176815849043,3.23130152770575,1.23892745437155
"hsa-miR-200c",0.221889822507519,0.725027287512179,0.515815980808401,-0.73813850099182,1.21599846984011,0.0271943727800685,0.873678409311817,11.9557134689762,-1.27892557936569,10.6472011648769,9.47312307536518,2.23530062070575,2.05261725917883,2.18189255591029,9.29054789174213,8.95413726339361,0.0340277723431528,1.41675166458323,1.85206877215757
"hsa-miR-29c*",1.91304947247806,-4.38978223952804,-1.3242288630593,-0.175791984488181,4.33138563303744,3.70957517594971,-0.00625880018021892,1.52735814498734,2.25630358477725,2.9415997109241,1.30075514992562,-3.09701974745316,0.664168872121534,1.91356041045965,2.53858459730125,-0.0180945048631809,2.04316984490532,12.7946942650079,1.22872327710881
"hsa-miR-135b*",2.19114348816856,-9.35612386654691,-3.05637117928486,-0.572097166681622,1.39345574086724,2.16425916703556,2.62061456032438,12.7886333098584,-0.712674523268196,0.82927309715257,2.14333627142461,0.41764483284578,-0.613163675559068,0.191666364365784,0.779792988156593,-1.13993665977834,-1.38371420427387,1.06007713678604,-1.03560846576297
"hsa-miR-19b-1*",-3.38168766075449,-0.640305896447699,-0.845733075358112,0.977474101764192,2.76939536252226,1.44287557150393,2.97046550980502,12.7527935327848,1.45253376172966,4.38371258578698,3.59331313111098,1.02497491396544,0.156330596740685,1.24541351630981,4.87066062667928,4.75221497383276,0.507995829810386,1.81287769150071,0.367889112636158
"hsa-miR-103a",1.98585814517847,-0.341655783983318,0.897864619223688,1.16072209435926,10.9610213081029,10.3325143829392,1.47684462376905,-0.864195134475763,1.45229442454221,9.98948391152318,9.28644825585895,1.20549824001834,0.91202022966927,0.504501209430506,10.0231791008356,9.99678557989251,1.31577604053593,1.94316819130834,-0.240225282632144
"hsa-miR-26a",-1.19394953405441,-0.276388842822619,1.34366535235681,0.368719634615396,10.8906746798233,10.518004928244,1.31972717259753,-0.574408785441731,2.52079459809378,7.98934397269978,7.11052924564343,-1.02432579623535,0.636544906178044,0.806725027573352,10.6598514373634,10.3811676286205,0.191044096884295,1.05340610282534,0.00970206168693911
"hsa-miR-17",-0.301680158782034,1.24563803902482,0.619277491852791,-1.57142877791473,9.38735155410063,8.18831734130024,-0.88146165938933,1.66304443469482,1.89529137447329,10.8914556426281,9.85117450332207,0.123503260040908,4.16786608954679,0.618041364132723,10.428486847912,10.5243840187722,2.05328827302495,2.68796343436706,1.06438071737012
"hsa-miR-20a",1.84052245113127,-0.0737105833301802,0.819379615630529,0.667791598460606,9.27250102132207,7.90156203152489,1.22197851459011,-0.627461719684918,0.942560745906559,10.8061717813485,9.66381602293784,0.409635107733808,2.74659762219572,1.78735221968737,10.6664130944376,10.5620782987832,1.22453920231626,2.67362946140437,0.637875809350621
"hsa-miR-25",2.19922348890436,-3.42141018361761,2.12225293453871,0.547869201043815,9.0144250379187,7.86292927619241,1.17290157484894,2.13121839203454,2.02418668126576,9.94228591390017,9.24088170642555,3.97624539222127,3.04682366939941,2.7418136230246,10.9643769708202,10.9226215659403,4.80135476235597,4.93655172803739,3.11561859460657
"hsa-miR-10a",0.614250746733347,0.637553306984691,2.0387237788984,-0.0287248311419225,10.4785269593988,9.67040964225236,0.234900658212598,1.67372781864276,-0.566960872667213,7.82608700529683,6.60264408795543,1.63800245387699,-0.211781539344638,-0.547547734977755,10.9879063303044,10.7602001510122,2.77282861957998,2.30642324321075,-0.177176870042904
"hsa-miR-141",2.16256615366762,0.509813076724811,0.687960344808229,-0.0762108271558951,2.1782216029391,1.0652738158558,-1.56076283831752,1.40077453402662,1.74075533303924,11.2801525054714,10.3100799084779,1.17864262412028,0.372265456788194,1.88686771987769,10.5003310213107,10.068512281754,0.502773272612359,0.0438269185540252,-5.09194648393704
"hsa-miR-93",-1.97338575050046,1.04730734362668,1.08013847256979,-0.571152035115711,9.26732487464338,7.86927180331908,2.25174514418671,2.47454740488713,0.638886523440971,10.0342322255779,8.98553458461274,1.99913304051515,1.20216567852529,1.20942279576691,10.9461079670092,10.8576840305652,2.83769705474021,3.95582610024786,1.69857810682976
"hsa-miR-1246",1.942481850799,2.96748257169961,2.88244761207791,3.59547024229543,9.30068316389398,8.09315712947563,6.11349277179205,4.31679089986623,3.59417588482274,10.5706270540569,10.9906854641203,8.57907980659789,8.32667710604768,6.38198672253958,7.33945365258513,7.2411375374288,7.74370277869168,7.94775205677066,4.63076831304808
"hsa-miR-107",0.747215512118974,1.85145802484855,1.64586532993978,0.946353651801588,10.6908570448444,9.96421839959203,1.08541173856724,1.49288428672569,-3.61625623178304,9.73736025252698,8.91878752360598,2.056138513167,1.57011168675179,0.108697482827061,10.0787792641394,9.91591552043275,2.27124637393546,3.00631041288984,-0.0329441263319099
"hsa-miR-106b",0.92935971512093,1.15182570318448,0.682717110245835,0.0125580357778749,9.41434063891721,7.95129812176768,2.10996459283013,-0.486505413967848,-3.08410253711017,9.61690221483774,8.55516504722481,1.65004992648591,0.625271424671013,0.2738296380252,11.0127090311149,10.8312557746196,-0.603611188878135,3.13192476825384,1.5275573255777
"hsa-miR-1280",4.6050557220283,3.80871968414107,3.53476509342427,3.22229390251133,10.2056784155859,9.99430958957856,3.82264348168174,4.61178380204406,3.82893211185073,10.2516634758294,10.8260900251147,4.66125250482749,4.96208347276416,3.99047932781976,7.94230629651913,7.92853021878067,3.85574756725699,2.76671599960363,3.77332122213166
"hsa-miR-497",0.293942269087241,0.900347411888759,0.952597700769172,-0.683035224860706,4.28690923276661,3.76396071393436,2.01895920676504,12.5182442357883,-1.13711684674128,1.1931055848297,2.72151987467401,1.49182334444517,0.558244217627006,2.1890110448148,1.87349982592272,1.3248094515677,1.55101292460379,1.1816852373271,1.68248205860797
"hsa-let-7d",1.59261203269504,0.318232490022209,1.03776033076078,1.61757025572016,10.923404744053,10.2261026665776,1.46620162212843,1.2996918766953,1.68247576606841,9.70981204320995,8.86817466238895,1.08311531272286,-0.731793676866675,-0.190933326284704,9.45180228955887,9.40577755565608,2.1942336472018,3.01049395633824,1.27853554342574
"hsa-miR-542-5p",0.499304747867495,1.85002367102031,2.96229173941771,0.880004624102534,12.4851757224416,5.07153830316675,1.65775843394928,1.43660908008736,1.25470227133407,2.61246597528969,2.28659464977433,2.18892973145319,1.88220088116279,1.20275308372227,4.27629937961,4.10905125790484,1.00473795684784,-3.34225391145019,0.975782627771342
"hsa-miR-1231",-1.56170714842085,-8.86905015787033,0.658972339428412,-0.441363044099634,0.957840252432392,5.07153830316675,2.04919301412689,12.5128347631961,-1.39503144720962,7.70290891276381,-0.174917781512754,1.68323202261894,0.898729757216672,-4.09797181563402,-1.44654001066521,1.64937587132456,1.32672026199175,1.15377615768202,-1.79988289471895
"hsa-miR-221",1.56616147117573,0.442510529511198,0.230221216053468,-3.19862344510573,10.869557601916,10.3884285024846,1.90916249320752,0.277994266081004,0.192034797081613,10.2712575809732,8.76282383275215,1.56673723419986,2.45039439775035,0.676361839406429,8.79227265289894,8.72196557114766,1.62680169238509,2.31702673395248,-0.3675614634628
"hsa-miR-589",2.52758659980386,0.835119739548684,-0.447250916003769,0.614232085745143,-4.93821440332893,0.0271943727800685,-5.29492695734037,12.4564819929967,0.0351274246163531,-0.101704318220555,1.5353925918032,2.27287451620682,0.909098575336004,-0.576896046723576,1.40471078630772,0.959252843322737,0.931869479786659,-2.2919763154815,1.84354051894069
"hsa-let-7i",2.18861519226773,0.697161211206766,2.0387237788984,0.626296892804093,10.8196019286065,9.77068998836667,1.38423054692082,-0.184583604242216,0.801278289258709,10.0422079283817,8.83989724902287,1.91958035268464,3.57253925707326,2.89666458820624,9.16287617409178,9.04603943792688,1.36491527674587,2.37469648109678,-1.04395375882649
