"","GSM2123259","GSM2123260","GSM2123261","GSM2123262","GSM2123263","GSM2123264","GSM2123265","GSM2123266","GSM2123267","GSM2123268","GSM2123269","GSM2123270","GSM2123271","GSM2123272","GSM2123273","GSM2123274","GSM2123275","GSM2123276","GSM2123277","GSM2123278","GSM2123279","GSM2123280","GSM2123281","GSM2123282","GSM2123283","GSM2123284","GSM2123285","GSM2123286","GSM2123287","GSM2123288","GSM2123289","GSM2123290","GSM2123291","GSM2123292","GSM2123293","GSM2123294","GSM2123295"
"hsa-miR-4275",1,0,0,2,3,2.8073549220576,8.94836723158468,4.32192809488736,3.8073549220576,6.84549005094437,4.24792751344359,4.08746284125034,0,1.58496250072116,2.58496250072116,0,0,0,0,2.58496250072116,0,1,1.58496250072116,3,3.16992500144231,3.4594316186373,2.8073549220576,1.58496250072116,1.58496250072116,0,6.82017896241519,5.88264304936184,7.7279204545632,6.18982455888002,0,1,0
"hsa-miR-4276",0,0,0,0,3.16992500144231,1,7.73470962022584,3.70043971814109,2.8073549220576,8.4594316186373,5.90689059560852,5.6724253419715,0,1,3.4594316186373,0,0,0,0,0,0,0,0,2,3.70043971814109,3.90689059560852,4.16992500144231,1,2.58496250072116,0,6.02236781302845,5.55458885167764,6.68650052718322,4.85798099512757,1.58496250072116,0,1.58496250072116
"hsa-miR-4277",1,0,0,3.16992500144231,4.8073549220576,2.8073549220576,8.94544383637791,4.70043971814109,4.64385618977472,7.63662462054365,5.12928301694497,4.39231742277876,0,4.4594316186373,4.39231742277876,0,0,2,1.58496250072116,2.32192809488736,1,0,1.58496250072116,2,3,3.16992500144231,2.58496250072116,2,1.58496250072116,0,5.58496250072116,5.4262647547021,6.5077946401987,4.70043971814109,0,1,1.58496250072116
"hsa-miR-4278",1,1,1,2.8073549220576,3.8073549220576,2,11.0382331347318,6.24792751344359,5.12928301694497,8.80413102118332,5.8073549220576,4.85798099512757,0,0,3.90689059560852,0,0,0,0,1.58496250072116,0,0,0,2.32192809488736,3,3,3.4594316186373,3,5.20945336562895,1,5.35755200461808,4.85798099512757,6.14974711950468,4.64385618977472,0,1,1
"hsa-miR-4279",2,0,0,2.8073549220576,5.20945336562895,4.4594316186373,10.237209960755,5.4594316186373,4.95419631038687,10.5127404628035,7.86418614465428,6.52356195605701,0,0,2.32192809488736,0,0,0,0,2,0,2.32192809488736,1,3,2.8073549220576,3.32192809488736,3.58496250072116,0,2.8073549220576,0,8.17492568250068,7.52356195605701,8.90388184573618,7.20945336562895,1,1,1.58496250072116
"hsa-miR-4280",1.58496250072116,0,1,2.58496250072116,4.52356195605701,3,9.52943055414615,6,5.70043971814109,7.56224242422107,5.16992500144231,4.16992500144231,0,2.8073549220576,3,1.58496250072116,1,1,0,3,0,0,2,2.32192809488736,3.90689059560852,3.16992500144231,3.4594316186373,1.58496250072116,2,0,7.43462822763672,6.65821148275179,7.74146698640115,6.35755200461808,1.58496250072116,0,1.58496250072116
"hsa-miR-4281",1.58496250072116,0,0,4.24792751344359,6.35755200461808,4.95419631038687,11.1548181090521,6.35755200461808,4.64385618977472,10.9113919878435,8.3264294871223,7.09803208296053,0,1,3.16992500144231,0,0,0,2,2.58496250072116,1.58496250072116,1.58496250072116,1,3.70043971814109,2,3.58496250072116,4.4594316186373,0,2,0,9.50382573799575,8.65463602852797,10.6995724532873,8.97727992349992,1,0,2
"hsa-miR-4282",0,0,0,1.58496250072116,3.16992500144231,2,7.76818432477693,4.85798099512757,4.64385618977472,7.12928301694497,4.52356195605701,3.70043971814109,0,1.58496250072116,2.8073549220576,0,0,0,0,1,0,0,1,2.8073549220576,2.58496250072116,3,2.32192809488736,0,2,0,6.10852445677817,5.08746284125034,6.79441586635011,5.39231742277876,1,1,0
"hsa-miR-4283",0,0,0,2.32192809488736,4.8073549220576,0,9.87190523765919,5.4262647547021,4.58496250072116,8.3037807481771,5.8073549220576,4.58496250072116,0,4.39231742277876,4.32192809488736,0,0,0,0,0,0,0,0,0,3.4594316186373,1.58496250072116,3.16992500144231,0,0,0,5.88264304936184,5.52356195605701,6.52356195605701,4.58496250072116,1,1,0
"hsa-miR-4284",1,0,2,3,3.90689059560852,2,9.95855271543101,5.4594316186373,3,8.03342300153745,4.90689059560852,4.39231742277876,0,0,0,0,0,0,0,0,1,0,1.58496250072116,1.58496250072116,3.58496250072116,3.32192809488736,2.8073549220576,2,2,1,8.18982455888002,7.40087943628218,8.94836723158468,7.49185309632967,0,0,1
"hsa-miR-4285",2.58496250072116,2,2.32192809488736,6.12928301694497,8.14974711950468,5.83289001416474,10.0443941193585,8.48784003382305,7.05528243550119,11.5627194270493,9.52356195605701,8.39231742277876,1,4.24792751344359,3.58496250072116,0,1.58496250072116,3.32192809488736,1,5,1.58496250072116,3.16992500144231,4.24792751344359,4.8073549220576,5.28540221886225,5.08746284125034,4.75488750216347,4,3.16992500144231,3,13.2972028824969,12.4280984118325,14.5583011215215,12.9169990490828,2.8073549220576,1.58496250072116,3.90689059560852
"hsa-miR-4286",1,0,0,2.58496250072116,4.58496250072116,2.58496250072116,8.30833903013941,4.64385618977472,2.8073549220576,9.93810932621924,7.12928301694497,6.04439411935845,0,5.61470984411521,4.8073549220576,0,0,0,1,2.32192809488736,0,0,0,2.58496250072116,1,2.8073549220576,3.4594316186373,0,0,0,8.72109918870719,8.55458885167764,10.2679570844028,9.2336196767597,0,0,2.32192809488736
"hsa-miR-4287",0,0,0,3,4.95419631038687,3.8073549220576,10.4083297407674,5.35755200461808,4.39231742277876,7.51569983828404,5.16992500144231,2.8073549220576,0,1,3.4594316186373,0,0,0,0,1.58496250072116,0,1,1,1.58496250072116,3.16992500144231,4,4.08746284125034,0,3.58496250072116,1,7.63662462054365,6.96578428466209,8.04984854945056,6.71424551766612,1,0,2
"hsa-miR-4288",0,0,0,3.90689059560852,4.58496250072116,4,8.82654848729091,5.70043971814109,4.70043971814109,9.11894107272351,6.79441586635011,4.64385618977472,0,2,2.58496250072116,0,0,1,0,1.58496250072116,0,0,1,1.58496250072116,3.8073549220576,4,3.16992500144231,0,1,0,9.55458885167764,9.06608919045777,9.7797193551434,8.01680828768655,1,0,1.58496250072116
"hsa-miR-4289",0,0,0,2.32192809488736,3.8073549220576,2.32192809488736,8.46352437327118,5.20945336562895,5.35755200461808,8.36194377373524,5.49185309632967,5,0,2,2.32192809488736,0,0,0,0,1,1,0,1.58496250072116,3.70043971814109,1,1.58496250072116,2.32192809488736,2,2.58496250072116,1,7.35755200461808,6.76818432477693,8.27612440527424,6.71424551766612,0,0,1
"hsa-miR-429",1,1,0,2.8073549220576,4.4594316186373,1.58496250072116,8.79441586635011,5.4262647547021,4.70043971814109,7.74146698640115,5.08746284125034,4.08746284125034,1,4.4594316186373,5.04439411935845,2.8073549220576,5,3.90689059560852,1.58496250072116,2,0,1,3.70043971814109,4.90689059560852,5.88264304936184,5.7279204545632,4.52356195605701,3.4594316186373,3.58496250072116,2.32192809488736,10.9801395776392,10.0416591516372,11.8757493514201,10.3320365483617,3.70043971814109,1.58496250072116,3.4594316186373
"hsa-miR-4290",1,0,1.58496250072116,3.90689059560852,5.32192809488736,4.39231742277876,10.3072008091408,5.93073733756289,4.58496250072116,9.35974956032233,7.58496250072116,5.85798099512757,0,5.20945336562895,5.93073733756289,0,1,0,0,1.58496250072116,1,0,1.58496250072116,1.58496250072116,5.52356195605701,5.04439411935845,5.12928301694497,1,1.58496250072116,0,5.04439411935845,4.52356195605701,5.55458885167764,3.8073549220576,1,1,1
"hsa-miR-4291",1,0,1,7.20945336562895,8.51569983828404,7.63662462054365,9.38370429247405,8.49984588708321,7.59245703726808,8.54303182025524,7.12928301694497,6.6724253419715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1.58496250072116,5.90689059560852,5.24792751344359,6.79441586635011,5.28540221886225,0,0,1.58496250072116
"hsa-miR-4292",2,2.32192809488736,3.16992500144231,3.4594316186373,6.04439411935845,4,10.5097750043269,5.97727992349992,5.04439411935845,11.2825093062408,9.18487534290828,8.56224242422107,1,2.32192809488736,4.52356195605701,0,0,0,2.58496250072116,4.16992500144231,2.8073549220576,0,0,1.58496250072116,2.8073549220576,4.16992500144231,4.39231742277876,1,5.52356195605701,2.32192809488736,5.64385618977472,4.32192809488736,6.10852445677817,4.75488750216347,1,1,2
"hsa-miR-4293",2,0,1,7.18982455888002,8.54303182025524,7.62205181945638,9.4858293087019,8.51569983828404,7.59245703726808,8.81378119121704,7.24792751344359,6.95419631038687,0,1,1,0,0,0,0,3.4594316186373,0,0,2,1,2.32192809488736,2.32192809488736,4,1,2.8073549220576,1,8.29462074889163,7.88264304936184,9.03617361255349,7.28540221886225,0,1,2
"hsa-miR-4294",1,1,1.58496250072116,2.32192809488736,4.52356195605701,3.4594316186373,9.33985000288462,5.64385618977472,4.39231742277876,12.508042334429,10.4604558963096,9.37937836707126,0,0,2,0,0,0,0,4.32192809488736,0,2,0,2.8073549220576,2.32192809488736,3,2,0,1.58496250072116,0,12.2321210840822,11.4450148458684,12.158294103604,10.5774288280357,2,1.58496250072116,3.32192809488736
"hsa-miR-4295",1.58496250072116,1,0,3.16992500144231,4.4594316186373,3,8.00562454919388,5.28540221886225,4.64385618977472,9.20945336562895,7.53915881110803,5.6724253419715,1,2.32192809488736,0,0,0,0,0,1,0,1,1,3,3.32192809488736,3.58496250072116,4.08746284125034,0,2,0,7.77478705960117,7.01122725542325,8.47167521439204,6.4757334309664,1,1,1
"hsa-miR-4296",0,0,1,2.32192809488736,4.75488750216347,2,9.87498134765377,5.4262647547021,3.90689059560852,9.2807707701306,6.32192809488736,4.39231742277876,0,0,1,0,0,0,0,2,1,0,0,1.58496250072116,2.32192809488736,3,2.58496250072116,1,1,0,4.70043971814109,3.70043971814109,4.70043971814109,2.8073549220576,0,0,2
"hsa-miR-4297",1,0,0,3.16992500144231,5.39231742277876,4.39231742277876,8.86418614465428,5.55458885167764,4.39231742277876,10.6483575820097,8.14465824283188,7.4262647547021,0,2,4.4594316186373,1,0,0,1,2.32192809488736,0,1,2,2.32192809488736,4.16992500144231,3.8073549220576,4.70043971814109,1.58496250072116,4,1,14.1339449137182,13.2018176166679,14.467223429821,12.7425199716613,0,3,4.85798099512757
"hsa-miR-4298",2.58496250072116,1,1.58496250072116,4.39231742277876,5.39231742277876,4.70043971814109,9.4655664048094,5.39231742277876,4.75488750216347,9.10590850857116,6.39231742277876,5.7279204545632,0,4.95419631038687,5.61470984411521,2.58496250072116,5.04439411935845,4.16992500144231,1,3,0,6.44294349584873,9.12153351734003,9.69696752623429,10.211888294546,8.84235034341381,7.32192809488736,7.82654848729092,6.89481776330794,6.62935662007961,6.85798099512757,6.84549005094437,7.467605550083,5.75488750216347,4.08746284125034,1.58496250072116,6.37503943134692
"hsa-miR-4299",0,1,0,1,3.4594316186373,2.8073549220576,9.40087943628218,4.4594316186373,3.90689059560852,9.7714894695006,7.23840473932508,6.79441586635011,0,0,4.52356195605701,0,0,0,0,1,0,0,0,0,3.58496250072116,3.70043971814109,2.58496250072116,0,1.58496250072116,0,6.28540221886225,5.12928301694497,6.5077946401987,5.88264304936184,0,0,0
"hsa-miR-4300",1,1,2,3.16992500144231,4.08746284125034,3.4594316186373,10.2288186904959,5.4262647547021,4.64385618977472,7.91886323727459,5.90689059560852,4.75488750216347,0,0,5.12928301694497,0,0,0,0,2.8073549220576,0,1,2,3.8073549220576,4.16992500144231,4.16992500144231,4.58496250072116,1.58496250072116,1,0,6.3037807481771,5.64385618977472,7.4757334309664,5.8073549220576,1,0,1
"hsa-miR-4301",1,0,1.58496250072116,2.8073549220576,3.32192809488736,2,9.45327063401062,4.32192809488736,4.08746284125034,10.871135184243,8.51963625284321,7.52356195605701,0,7.94836723158468,8.17990909001493,0,0,0,1,3.4594316186373,1,1,0,2.32192809488736,4.64385618977472,4.70043971814109,3.32192809488736,1,2,0,7.29462074889163,6.2667865406949,8.02790599656988,6.58496250072116,3.32192809488736,2.58496250072116,2
"hsa-miR-4302",1.58496250072116,0,0,2.58496250072116,4.8073549220576,2.32192809488736,10.211888294546,6.14974711950468,5.88264304936184,7.86418614465428,5.39231742277876,3.90689059560852,1,0,4.16992500144231,0,0,0,0,2.8073549220576,0,0,0,1.58496250072116,4,4.75488750216347,4.39231742277876,0,1,0,4.70043971814109,3.70043971814109,5,3.4594316186373,0,1.58496250072116,1
"hsa-miR-4303",1,0,1,3.8073549220576,5.28540221886225,4.08746284125034,9.12928301694497,4.85798099512757,4.16992500144231,7.76155123244448,5.58496250072116,4.70043971814109,0,1.58496250072116,4.52356195605701,0,0,0,0,2.8073549220576,0,0,1,2,3.70043971814109,4.70043971814109,4,1,0,0,6.6724253419715,6.08746284125034,7.467605550083,5.61470984411521,0,1,1
"hsa-miR-4304",2,1,0,2,4.58496250072116,1.58496250072116,9.47370574961942,5.28540221886225,4.8073549220576,8.97441458980553,6.14974711950468,5.58496250072116,0,1.58496250072116,3,0,1,0,0,1,0,1,2,2,2,1.58496250072116,2,0,2,0,4.90689059560852,3.90689059560852,5.6724253419715,4.39231742277876,1,0,1
"hsa-miR-4305",0,0,1,2.32192809488736,5.28540221886225,2.32192809488736,10.5526690975143,5.88264304936184,4.85798099512757,11.8910241901495,10.0967151544885,9.17492568250068,0,1,1,0,0,0,1,2.58496250072116,1.58496250072116,0,0,1,3,4.64385618977472,3.58496250072116,1,3,0,10.5840229402575,9.7714894695006,10.5274770060604,8.98584193700334,0,1.58496250072116,3.4594316186373
"hsa-miR-4306",0,0,0,3.16992500144231,3.90689059560852,4.39231742277876,9.36632221424582,4.8073549220576,4.16992500144231,6.75488750216347,3.90689059560852,3.32192809488736,0,3.8073549220576,3.4594316186373,0,0,0,0,0,0,1.58496250072116,1,1,1.58496250072116,2.58496250072116,1,0,2,0,4.64385618977472,4.16992500144231,4.75488750216347,3.8073549220576,0,0,0
"hsa-miR-4307",0,0,0,4.16992500144231,5.24792751344359,4.08746284125034,6.78135971352466,5.32192809488736,4.85798099512757,7.3037807481771,4.52356195605701,4.58496250072116,0,1,1,0,0,0,0,2.32192809488736,0,0,1,1,3.90689059560852,4.8073549220576,3.90689059560852,1,3,0,7.88874324889826,7.24792751344359,9.07948478382682,7.25738784269265,1,0,1
"hsa-miR-4308",1,0,1.58496250072116,2,3.4594316186373,1,8.6582114827518,4.90689059560852,4.4594316186373,11.9450779951078,10.0901124196643,9.21916852046216,0,1.58496250072116,2.8073549220576,0,0,0,0,1,0,0,1,2.32192809488736,4.16992500144231,4.52356195605701,3.70043971814109,1,2,0,10.6257088430645,9.81858217748086,10.5526690975143,9.03066713624694,1,1.58496250072116,3.16992500144231
"hsa-miR-4309",1,0,0,3.16992500144231,6.56985560833095,4.64385618977472,8.74483383749955,6.93073733756289,5.39231742277876,8.876516946565,6.88264304936184,6.32192809488736,0,1.58496250072116,2.8073549220576,1.58496250072116,2.58496250072116,1,0,3.32192809488736,0,0,1,3,2.32192809488736,4.85798099512757,0,1,3.4594316186373,1,7.57742882803575,6.6724253419715,8.0389189892923,6.3037807481771,2,0,1.58496250072116
"hsa-miR-4310",1,0,0,3.8073549220576,4.58496250072116,3.90689059560852,7.4262647547021,4.75488750216347,3.8073549220576,6.85798099512757,4,2.58496250072116,1,2,5.93073733756289,0,0,0,0,2,0,0,0,1,4,4.85798099512757,5.04439411935845,0,1.58496250072116,0,7.37503943134692,6.52356195605701,8.37937836707126,6.64385618977472,1.58496250072116,0,2
"hsa-miR-4311",0,0,1,2.32192809488736,3.8073549220576,3.70043971814109,9.1873520732005,5.78135971352466,5.6724253419715,7.98299357469431,4.90689059560852,3.90689059560852,0,2.32192809488736,0,0,0,0,0,1.58496250072116,0,0,1.58496250072116,1,4.08746284125034,3.32192809488736,3.70043971814109,0,2.58496250072116,0,6.20945336562895,5.28540221886225,6.56985560833095,5.04439411935845,1.58496250072116,0,2
"hsa-miR-4312",1.58496250072116,0,2.8073549220576,9.2045711442492,9.7176764230664,8.86418614465428,10.1267044728432,9.06608919045777,7.83289001416474,8.79441586635011,7.19967234483636,6.91886323727459,0,4.39231742277876,3.70043971814109,0,0,0,0,2,0,2.32192809488736,2,2.8073549220576,3.16992500144231,4.16992500144231,4.08746284125034,0,2.32192809488736,0,7.55458885167764,7.22881869049588,8.37503943134693,6.91886323727459,0,0,2.32192809488736
"hsa-miR-4313",2.32192809488736,2,3.58496250072116,2.58496250072116,5.16992500144231,3.90689059560852,10.4356702609366,6.68650052718322,5.8073549220576,9.82654848729091,6.82017896241519,6.33985000288462,0,1.58496250072116,2,0,0,0,2,4.08746284125034,2.32192809488736,0,0,0,2.32192809488736,3.70043971814109,3.70043971814109,2.32192809488736,3,1,4.8073549220576,4,4.95419631038687,4.4594316186373,0,1,1
"hsa-miR-431-3p",1.58496250072116,0,2,3.32192809488736,5.52356195605701,2.58496250072116,8.76818432477693,5.16992500144231,4.58496250072116,9.09803208296053,6.44294349584873,6.08746284125034,0,1,1.58496250072116,0,0,0,1.58496250072116,1.58496250072116,0,1.58496250072116,2.58496250072116,3.16992500144231,4.58496250072116,5.12928301694497,4.70043971814109,2.8073549220576,4.24792751344359,0,6.16992500144231,5.85798099512757,6.65821148275179,5.4262647547021,0,0,1
"hsa-miR-4314",0,0,0,4.16992500144231,5.61470984411521,5,8.33091687811462,5.58496250072116,4.58496250072116,8.4757334309664,5.95419631038687,5.58496250072116,0,3,3,0,0,0,0,0,0,0,1.58496250072116,2.58496250072116,1,2.8073549220576,3,0,1.58496250072116,0,10.1446582428319,9.68123841177781,9.68999797141945,8.35314682549808,0,0,1
"hsa-miR-4315",1,1,1,2.8073549220576,4.64385618977472,3.32192809488736,9.4797802640291,4.70043971814109,3.58496250072116,8.04984854945056,5.55458885167764,4.24792751344359,0,1,3.16992500144231,0,0,0,0,0,0,1.58496250072116,1,1,2.32192809488736,2.32192809488736,2,0,1,0,7.49984588708321,6.8073549220576,7.44294349584873,6.20945336562895,0,0,2.32192809488736
"hsa-miR-431-5p",1.58496250072116,0,1.58496250072116,3,5.32192809488736,2.32192809488736,9.33315535031062,5.39231742277876,3.8073549220576,7.59245703726808,4.95419631038687,3.4594316186373,0,2.32192809488736,4.64385618977472,0,0,0,1,2.32192809488736,1,2.32192809488736,2,1,5.61470984411521,6.08746284125034,5.95419631038687,2,3.58496250072116,0,6.83289001416474,6.28540221886225,7.95419631038687,6.6724253419715,1.58496250072116,1,2.8073549220576
"hsa-miR-4316",0,1,0,1.58496250072116,3.4594316186373,2.8073549220576,10.283088353024,5.12928301694497,3.58496250072116,9.78135971352466,7.12928301694497,6.88264304936184,1,0,0,0,0,0,0,2.8073549220576,0,0,0,1,3.16992500144231,3.4594316186373,3.32192809488736,1.58496250072116,2.32192809488736,0,5.97727992349992,4.58496250072116,5.95419631038687,4.58496250072116,1.58496250072116,0,1
"hsa-miR-4317",0,0,0,2.8073549220576,4.24792751344359,2.58496250072116,9.46352437327118,4.90689059560852,4.32192809488736,8.95710204156229,6.10852445677817,5.24792751344359,0,1,2.8073549220576,0,0,0,0,1.58496250072116,0,0,0,1,4.8073549220576,4.75488750216347,5,2.58496250072116,2.8073549220576,0,7.8008998999203,7.22881869049588,8.29462074889163,6.65821148275179,0,1,3.16992500144231
"hsa-miR-4318",4.70043971814109,4.52356195605701,4.39231742277876,5.28540221886225,6.8703647195834,5.85798099512757,8.55074678538324,5.88264304936184,4.64385618977472,9.52356195605701,6.71424551766612,5.32192809488736,3.32192809488736,9.13442632022093,8.20945336562895,0,0,1,2.8073549220576,2,3.4594316186373,3.4594316186373,4.08746284125034,4,4.16992500144231,1,2.58496250072116,0,1,0,7.22881869049588,6.62935662007961,7.62205181945638,5.95419631038687,1,0,1
"hsa-miR-4319",0,0,0,1,3.4594316186373,1,7.70043971814109,2.8073549220576,3.4594316186373,8.53915881110803,5.64385618977472,5.39231742277876,0,0,3.90689059560852,0,0,0,0,0,0,0,0,0,3,3.58496250072116,4.32192809488736,0,2.32192809488736,0,7.32192809488736,6.59991284218713,8.09803208296053,7.18982455888002,0,0,1.58496250072116
"hsa-miR-4320",1.58496250072116,1,2.32192809488736,3.32192809488736,5.16992500144231,3.4594316186373,8.91288933622996,5.95419631038687,5.04439411935845,11.0416591516372,8.38801728534514,6.44294349584873,0,3,4.39231742277876,0,0,0,0,2.8073549220576,1,0,2,2.58496250072116,4.16992500144231,3.70043971814109,3.90689059560852,1.58496250072116,3.8073549220576,1.58496250072116,6.18982455888002,6.06608919045777,7.40087943628218,6.12928301694497,2.32192809488736,0,3.8073549220576
"hsa-miR-4321",2.58496250072116,2,2.58496250072116,5.49185309632967,7.01122725542325,5.83289001416474,10.1318569606088,6.5077946401987,5.39231742277876,9.35535109642481,6.83289001416474,6.4262647547021,1.58496250072116,7.05528243550119,6.95419631038687,0,0,0,2,4.39231742277876,1.58496250072116,3.32192809488736,2,3.90689059560852,4.85798099512757,5.39231742277876,4.52356195605701,2.32192809488736,2.8073549220576,0,7.05528243550119,6.18982455888002,7.94251450533924,6.59991284218713,1.58496250072116,1,2
"hsa-miR-4322",0,0,0,3.70043971814109,5.75488750216347,2,9.92777796208234,5.39231742277876,4.64385618977472,10.4377520723236,7.49185309632967,5.83289001416474,0,1,1.58496250072116,0,0,0,0,2.58496250072116,0,0,0,1,3.90689059560852,4.16992500144231,2.58496250072116,1,1,0,4.75488750216347,3.58496250072116,5.12928301694497,3,1,0,2.32192809488736
"hsa-miR-4323",0,0,0,1,5.32192809488736,1,9.84392105128904,6.12928301694497,5,9.64925617751731,6.84549005094437,5.28540221886225,1,1,1.58496250072116,0,0,0,0,1.58496250072116,0,0,0,2.32192809488736,2.58496250072116,2.58496250072116,2,3.32192809488736,4.24792751344359,1.58496250072116,7.02236781302845,6.14974711950468,7.67948009950545,6.65821148275179,1,0,1.58496250072116
"hsa-miR-432-3p",1,0,1,3.58496250072116,4.85798099512757,3.90689059560852,10.2264121927888,5.88264304936184,5.24792751344359,8.2240016741981,4.85798099512757,4.39231742277876,0,1,6.74146698640115,0,0,0,1,2.8073549220576,1,2,2,2,5,4.90689059560852,4.95419631038687,3,5.55458885167764,2,6.4093909361377,5.88264304936184,6.65821148275179,4.95419631038687,1.58496250072116,1,2.8073549220576
"hsa-miR-4324",1,1,1,1.58496250072116,3.58496250072116,2,9.71080643369935,4.8073549220576,4.08746284125034,8.66177809777199,5.95419631038687,5.32192809488736,0,0,3,0,0,0,0,2,0,0,2.8073549220576,2.58496250072116,2,3.32192809488736,2.58496250072116,0,3,1,7.85174904141606,6.96578428466209,8.17492568250068,6.68650052718322,1,0,1
"hsa-miR-4325",1,1.58496250072116,0,2,2.8073549220576,2,8.17990909001493,3.8073549220576,3.16992500144231,8.62570884306447,5.93073733756289,5.24792751344359,1,1.58496250072116,3.4594316186373,0,1,1.58496250072116,2.58496250072116,1,0,1.58496250072116,2,2.8073549220576,3.70043971814109,3.32192809488736,3.8073549220576,2.32192809488736,2.32192809488736,2.32192809488736,5.20945336562895,4.08746284125034,5.6724253419715,4.4594316186373,1.58496250072116,1,1.58496250072116
"hsa-miR-432-5p",0,0,0,2.8073549220576,4.58496250072116,3,8.84235034341381,4.70043971814109,4,8.62570884306447,5.97727992349992,5.28540221886225,0,2.32192809488736,3.70043971814109,0,0,0,0,1,0,1.58496250072116,1.58496250072116,4.08746284125034,5.24792751344359,7.19967234483636,5.64385618977472,2.8073549220576,3,0,7.86418614465428,7.33091687811462,8.26209484537018,6.59991284218713,3,2.58496250072116,3.32192809488736
"hsa-miR-4326",0,0,1.58496250072116,7.20945336562895,8.56985560833095,7.65821148275179,10.3398500028846,8.53915881110803,7.62935662007961,10.075479149488,8.4594316186373,8.19475685442225,0,1,2.8073549220576,0,1,0,0,2.32192809488736,0,1,0,1.58496250072116,4,5.49185309632967,5.16992500144231,1,3.58496250072116,0,10.1799090900149,9.74483383749955,9.57931593758001,7.65821148275179,0,0,3.4594316186373
"hsa-miR-4327",1,1,0,3.58496250072116,5.4262647547021,3.8073549220576,8.93663793900257,6.3037807481771,4.95419631038687,8.46352437327118,6.16992500144231,5.28540221886225,0,2,3.90689059560852,0,0,0,1,1,0,0,1,2.32192809488736,3.32192809488736,3.8073549220576,3.70043971814109,0,2,0,6.4093909361377,5.7279204545632,7.22881869049588,5.88264304936184,0,0,1.58496250072116
"hsa-miR-4328",1,1,0,3.70043971814109,5.4262647547021,4.24792751344359,8.93957921431469,6.04439411935845,5.12928301694497,8.08746284125034,5.85798099512757,5.58496250072116,0,3.32192809488736,4.8073549220576,0,0,0,0,1,0,0,2.8073549220576,2,2.32192809488736,3.32192809488736,3,1,2,0,7.36632221424582,6.52356195605701,7.36632221424582,6,0,0,0
"hsa-miR-4329",1.58496250072116,1,1,9.12928301694497,9.70217268536555,8.73131903102506,10.677719641641,9.00281501560705,7.8073549220576,10.0848083878044,8.51963625284321,7.4594316186373,0,6.65821148275179,6.22881869049588,0,0,0,0,1.58496250072116,1,0,3.32192809488736,2.58496250072116,3.4594316186373,3.58496250072116,3,2,3.32192809488736,1.58496250072116,10.1189410727235,9.52552080909507,10.8081597728684,9.14720492494223,1,0,2.32192809488736
"hsa-miR-433",2.58496250072116,0,1.58496250072116,3.58496250072116,5.58496250072116,3,10.2203783276952,7.4178525148859,7.04439411935845,10.2562086885274,8.18982455888002,7.52356195605701,0,2.58496250072116,5.52356195605701,1,1,2,0,4,1,2,2,2,3.8073549220576,4.8073549220576,4.24792751344359,6.4594316186373,5.64385618977472,5.58496250072116,10.8201789624152,10.237209960755,10.7590559391602,8.84235034341381,2,2,3.32192809488736
"hsa-miR-4330",1.58496250072116,2,0,1.58496250072116,4.16992500144231,1.58496250072116,9.60917873814198,5.04439411935845,4.24792751344359,8.2807707701306,5.75488750216347,4.85798099512757,0,3.16992500144231,5.4594316186373,0,0,0,0,0,0,1.58496250072116,1.58496250072116,2,4.52356195605701,5.28540221886225,5.4262647547021,1.58496250072116,2,0,8.22881869049588,7.4262647547021,8.87344411251538,7.25738784269265,0,1,0
"hsa-miR-4417",1.58496250072116,1,0,3.8073549220576,6.16992500144231,4.64385618977472,9.92332748541919,6.14974711950468,4.52356195605701,10.9549232920303,8.4797802640291,7.07681559705083,0,1.58496250072116,2.8073549220576,0,1,0,1.58496250072116,4.08746284125034,0,1.58496250072116,1.58496250072116,2.8073549220576,3.4594316186373,2.8073549220576,3.58496250072116,0,3,0,9.01402047031493,8.10852445677817,10.6582114827518,8.8073549220576,1,2,0
"hsa-miR-4418",0,0,1,1.58496250072116,3.90689059560852,2.58496250072116,9.54882190845875,5.16992500144231,4.4594316186373,9.68650052718322,7.2667865406949,6.3037807481771,0,1,3.16992500144231,0,0,1,0,3.16992500144231,0,0,1.58496250072116,2.32192809488736,5.8073549220576,6.44294349584873,5.88264304936184,2.32192809488736,3.32192809488736,0,11.0681064758588,10.3060616894283,11.7308946465417,9.98868468677217,2.58496250072116,1,3.32192809488736
"hsa-miR-4419a",0,0,0,2.32192809488736,4.70043971814109,3.32192809488736,10.5536292939164,6.28540221886225,4.95419631038687,7.76818432477693,5.04439411935845,3.32192809488736,0,4.39231742277876,3.32192809488736,1,0,0,0,3.16992500144231,0,0,0,0,3.4594316186373,2,3,1,1.58496250072116,0,4.85798099512757,4.16992500144231,5.4594316186373,3.90689059560852,0,0,1
"hsa-miR-4419b",0,0,1,2.8073549220576,4.52356195605701,3,10.1072170755914,5.8073549220576,4.52356195605701,9.19229281447077,7.55458885167764,5.78135971352466,0,2.8073549220576,2.32192809488736,0,0,0,1,1.58496250072116,1,0,0,1.58496250072116,4.85798099512757,4.4594316186373,5.8073549220576,1,3.70043971814109,1.58496250072116,6.4093909361377,5.4262647547021,6.5077946401987,5.16992500144231,0,0,1
