"","GSM1103464","GSM1103465","GSM1103466","GSM1103467"
"hsa-miR-155",12.8464,12.1529,5.0407,4.9081
"hsa-let-7a",11.9399,12.158,12.0645,12.0113
"hsa-let-7b",10.7291,11.1851,-1.2885,-0.9939
"hsa-let-7c",12.0871,12.1459,0.9812,0.9926
"hsa-let-7d",12.6862,13.1576,4.9703,4.9846
"hsa-let-7e",10.1453,9.9574,-0.5612,-0.0097
"hsa-let-7f",13.1056,12.3769,12.0645,12.0113
"hsa-let-7g",9.146,8.9511,0.5629,1.0155
"hsa-miR-1",16.1812,16.1864,10.1553,9.1513
"hsa-miR-100",10.6975,10.1836,0.034,-0.1537
"hsa-miR-101",12.2205,12.1389,2.9686,2.9839
"hsa-miR-103",10.2422,10.1749,12.0645,12.0113
"hsa-miR-105",16.1812,16.1864,12.0645,12.0113
"hsa-miR-106a",2.9067,3.1236,-7.0582,-7.0291
"hsa-miR-106b",8.1343,7.8244,-2.9643,-2.6269
"hsa-miR-107",16.1812,14.2844,12.0645,12.0113
"hsa-miR-10a",15.719,16.1791,6.0938,5.6548
"hsa-miR-10b",16.1812,16.1864,12.0645,12.0113
"hsa-miR-122",16.1812,16.1864,12.0645,12.0113
"hsa-miR-124",16.1812,16.1864,7.0712,6.5217
"hsa-miR-125a-3p",16.1812,16.1864,10.0629,12.0113
"hsa-miR-125a-5p",15.5481,15.1561,9.0479,8.7408
"hsa-miR-125b",10.1618,10.0926,-1.3565,-1.0116
"hsa-miR-126",7.1603,7.1543,-1.2893,-1.0164
"hsa-miR-127-3p",16.1812,16.1864,10.0633,9.8615
"hsa-miR-127-5p",16.1812,16.1864,12.0645,12.0113
"hsa-miR-128",13.7626,14.15,0.6631,0.9925
"hsa-miR-129-3p",16.1812,16.1864,12.0645,12.0113
"hsa-miR-129-5p",16.1812,16.1864,12.0645,8.012
"hsa-miR-130a",16.1812,16.1864,9.0234,6.8396
"hsa-miR-130b",14.151,12.8608,0.0554,-0.0188
"hsa-miR-132",12.0671,12.167,1.0225,0.9991
"hsa-miR-133a",16.1812,14.1436,5.0033,5.0819
"hsa-miR-133b",16.1812,16.1864,8.1443,12.0113
"hsa-miR-134",16.1812,16.1864,12.0645,12.0113
"hsa-miR-135a",14.175,14.142,4.9028,5.0044
"hsa-miR-135b",15.3452,15.1441,7.0396,6.9796
"hsa-miR-136",16.1812,16.1864,12.0645,12.0113
"hsa-miR-137",16.1812,16.1864,12.0645,12.0113
"hsa-miR-138",8.1329,7.9079,-2.0027,-2.0203
"hsa-miR-139-3p",16.1812,16.1864,12.0645,4.9524
"hsa-miR-139-5p",12.854,13.1706,2.0461,1.7547
"hsa-miR-140-3p",13.0293,13.1887,4.0434,4.1854
"hsa-miR-140-5p",10.1053,10.1398,-0.1952,-0.035
