"","GSM1831294","GSM1831295","GSM1831296","GSM1831297","GSM1831298","GSM1831299","GSM1831300","GSM1831301","GSM1831302","GSM1831303","GSM1831304","GSM1831305","GSM1831306","GSM1831307","GSM1831308","GSM1831309","GSM1831310","GSM1831311"
"hsa-let-7a",8.287794,8.713513,8.287794,8.713513,8.287794,6.9030113,7.330725,7.821568,7.330725,-2.1132238,-2.0879757,4.59712,-2.4797976,4.2745476,4.716253,2.1172538,-2.4585638,5.550172
"hsa-let-7a*",-2.7538333,-3.1158042,-3.1743417,-3.0452375,-2.1143339,-3.1391811,-3.0520089,-3.1722205,-2.9037743,-2.1132238,14.50268,-2.5343308,-2.4797976,-2.4797976,-2.4988751,-2.8551137,-2.4585638,-3.293084
"hsa-let-7b",6.723632,6.9030113,6.5469036,6.5469036,6.465372,6.32827,6.32827,6.723632,6.384281,-2.1132238,-2.0879757,-2.5343308,-2.4797976,-2.4797976,-2.4988751,1.5189024,-2.4585638,3.5051413
"hsa-let-7b*",-3.3080726,-3.1158042,-3.1743417,-3.3219128,-3.272758,-3.1391811,-3.0520089,-3.1722205,-2.9037743,-2.1132238,-2.0879757,-2.5343308,-2.4797976,-2.4797976,-2.4988751,1.651504,4.7884445,-3.293084
"hsa-let-7c",5.333782,5.1728606,5.112816,5.333782,5.333782,4.7884445,5.26585,5.7752886,5.3776736,-2.1132238,-2.0879757,-2.5343308,-2.4797976,-2.4797976,-2.4988751,-2.8551137,-2.4585638,2.2343168
"hsa-let-7c*",-3.3080726,-3.1158042,-3.1743417,-3.3219128,-3.272758,-3.1391811,-3.0520089,-3.1722205,-2.9037743,-2.1132238,-2.0879757,-2.5343308,-2.4797976,-2.4797976,-2.4988751,-2.8551137,-2.4585638,-3.293084
"hsa-let-7d",2.5952666,3.0207257,2.9162173,2.5365317,2.6093128,2.1759589,2.8637974,2.8637974,2.9162173,-2.1132238,-2.0879757,-2.5343308,-2.4797976,-2.4797976,-2.4988751,-2.8551137,-2.4585638,1.7528081
"hsa-let-7d*",-3.3080726,-3.1158042,-3.1743417,-3.0613587,-3.272758,-3.1391811,-3.0520089,-3.1722205,-2.9037743,-2.1132238,-2.0879757,-2.5343308,-2.4797976,-2.4797976,-2.4988751,-2.8551137,5.112816,-3.293084
"hsa-let-7e",5.0232472,5.3776736,5.26585,4.2745476,4.907438,3.4464796,5.0232472,5.459812,5.112816,-2.1132238,-2.0879757,-2.5343308,-2.4797976,-2.4797976,-2.4988751,-2.8551137,-2.4585638,1.0008872
"hsa-let-7e*",-3.3080726,-3.1158042,-3.1743417,-3.0451996,-3.272758,-3.1391811,-3.0520089,-3.1722205,-2.9037743,-2.1132238,-2.0879757,-2.5343308,-2.4797976,-2.4797976,-2.4988751,-2.8551137,-2.4585638,-3.293084
