"","GSM3597761","GSM3597762","GSM3597763","GSM3597764","GSM3597765","GSM3597766","GSM3597767","GSM3597768","GSM3597769","GSM3597770","GSM3597771","GSM3597772","GSM3597773","GSM3597774","GSM3597775","GSM3597776","GSM3597777","GSM3597778","GSM3597779","GSM3597780","GSM3597781","GSM3597782"
"hsa-miR-3135a",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3135b",1.6022425,-0.36236858,0,0,0,2.3665676,0.95464516,0,0,0,0,0,4.5119295,0,0,2.8471847,0,6.7127085,0,4.416522,0,0
"hsa-miR-3136-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3136-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3137",-5.868042,-6.4691525,0,0,0,-2.634455,-2.0199666,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3138",3.7191358,3.8106322,0,7.958472,6.640872,2.1371922,0.674757,0,0,0,0,0,6.232751,0,0,0.18549109,6.6047015,0,0,7.357948,0,0
"hsa-miR-3139",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3140-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3140-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3141",4.682418,4.4701295,0,6.6291494,7.6489577,3.3301544,0.9463682,0,0,0,0,0,7.0150237,0,0,1.1386881,7.660699,0,5.6419363,8.429875,0,0
"hsa-miR-3142",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3143",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3144-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3144-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3145-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3145-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3146",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3147",-5.868042,-6.4691525,0,0,0,-2.5472732,-4.636071,0,0,0,0,0,0,0,0,-2.6652136,0,0,0,0,0,0
"hsa-miR-3148",-5.868042,-1.4763614,0,0,0,1.15839,-2.0315657,0,0,0,0,0,0,0,0,1.2715735,0,0,0,0,0,0
"hsa-miR-3149",0.50416493,0.13235974,0,0,0,2.4709082,-1.7854729,0,0,0,0,0,0,0,0,1.9218116,0,0,0,4.4312487,0,0
"hsa-miR-3150a-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3150a-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3150b-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3150b-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-4.1062202,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3151",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3152-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3152-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3153",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3154",-5.868042,-6.4691525,0,0,0,-8.416856,-4.6182823,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3155a",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3155b",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3156-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3156-5p",-5.868042,-6.4691525,0,0,0,3.2676086,0.7606783,0,0,0,0,0,0,0,0,-2.49398,0,0,0,0,0,0
"hsa-miR-3157-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3157-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3158-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3158-5p",2.031726,2.193078,0,6.810649,0,0.3881626,-1.5399489,0,0,0,0,0,0,0,0,-1.5694399,0,0,0,4.978122,0,0
"hsa-miR-3159",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3160-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3160-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3161",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3162-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,4.0992866,0,3.950851,6.5936766,6.264833,0,0,0,-8.259018,0,0,0,4.360891,5.9739394,6.5272064
"hsa-miR-3162-5p",5.527053,5.348631,0,8.55904,8.534598,3.9728155,2.566905,0,0,0,0,0,9.212805,0,0,3.3156219,9.793286,8.630737,8.093586,9.151739,0,0
"hsa-miR-3163",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3164",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3165",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3166",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3167",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3168",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3169",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3170",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3171",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3173-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3173-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3174",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3175",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3176",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3177-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3177-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3178",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3179",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3180",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3180-3p",1.7590399,3.7297778,0,5.487782,0,0.38491058,-2.8635507,0,0,0,0,0,0,0,0,-8.259018,7.730008,0,0,5.831525,0,0
"hsa-miR-3180-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,4.2017984,4.194599,0,0,0,-8.259018,0,0,0,0,0,3.9590096
"hsa-miR-3181",-5.868042,-6.4691525,0,0,0,-8.416856,-4.0900693,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3182",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3183",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3184-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3184-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3185",-5.868042,-6.4691525,0,0,0,-2.11998,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3186-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3186-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3187-3p",-5.868042,-1.3425678,0,0,0,-8.416856,-5.2615013,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3187-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3188",2.1243467,1.7082119,0,0,0,0.64375067,-1.0143137,0,0,0,0,0,4.5876226,0,0,-1.2014589,0,4.582544,0,5.8500767,0,0
"hsa-miR-3189-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3189-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3190-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-3.4349341,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3190-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3191-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3191-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3192",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3193",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3194-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3194-5p",3.2869658,2.9189878,0,5.836588,0,-0.16260672,-2.148611,0,0,0,0,0,0,0,0,-8.259018,0,0,0,6.5674863,0,0
"hsa-miR-3195",5.1866612,5.282628,0,9.087137,9.643702,1.7882972,1.3602247,0,0,0,0,0,10.297768,0,0,2.5643988,11.431713,8.786739,10.1577835,9.309525,0,0
"hsa-miR-3196",5.330624,4.8757534,0,7.65129,7.722623,2.7874217,0.30831194,0,0,0,0,0,8.270716,0,0,2.6667418,8.929868,7.979059,7.839191,9.12039,0,0
"hsa-miR-3197",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3198",1.4201529,0.7477455,0,0,0,0.1729598,0.46187115,0,0,0,0,0,0,0,0,-0.46741915,0,0,0,0,0,0
"hsa-miR-3199",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-32-3p",0.69705534,0.0691545,0,0,5.3094893,2.498404,-1.851625,0,3.321928,0,0,0,0,3.4381464,0,1.8567119,0,0,0,5.4349976,0,0
"hsa-miR-32-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-4.922015,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3200-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3200-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-2.372262,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3201",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3202",3.4166613,3.4266376,0,5.1270347,5.71521,1.3820934,-0.817523,0,0,0,0,0,4.928062,0,0,-1.1954618,0,0,0,7.117626,0,0
"hsa-miR-320a",2.9883742,2.9333177,0,7.0146036,0,1.1117582,2.128395,0,0,0,0,0,0,0,0,0.040413857,5.2598863,0,5.6377583,6.2584076,0,0
"hsa-miR-320b",1.2395096,0.37444186,0,0,0,1.7895212,2.4367456,0,0,0,0,0,0,0,0,0.86767817,0,4.737438,0,6.3709154,0,0
"hsa-miR-320c",5.805523,5.719245,0,9.973747,9.963452,6.5632515,5.422555,0,0,0,0,0,8.598879,0,0,4.5386634,9.562605,8.701466,7.371886,8.804317,0,0
"hsa-miR-320d",-5.868042,-6.4691525,0,0,0,2.7135668,2.883996,0,0,0,0,0,0,0,0,1.4751053,0,0,0,0,0,0
"hsa-miR-320e",-5.868042,-0.5169704,0,0,0,2.5324664,2.6691952,0,0,0,0,0,0,0,0,1.3747926,0,4.369969,0,0,0,0
"hsa-miR-323a-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-323a-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-323b-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-323b-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-324-3p",-5.868042,-6.4691525,0,0,0,-1.1884141,0.38265896,0,0,0,0,0,0,0,0,0.16363907,0,0,0,0,0,0
"hsa-miR-324-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-3.0028958,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-325",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-326",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-328",-5.868042,0.18709779,0,0,0,-8.416856,-2.8800125,0,0,0,0,0,0,0,0,-1.6702666,0,0,0,0,0,0
"hsa-miR-329",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-330-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-330-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-331-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-2.3085918,0,0,0,0,0,0,0,0,-1.955678,0,0,0,0,0,0
"hsa-miR-331-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-335-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,3.321928,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-335-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-1.4558225,0,0,0,0,0,0,0,0,-1.3760207,0,0,0,0,0,0
"hsa-miR-337-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-337-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-338-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-4.756858,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-338-5p",-5.868042,-6.4691525,0,0,0,-3.9056282,-5.1844378,0,0,0,0,0,0,0,0,-1.4157796,0,0,0,0,0,0
"hsa-miR-339-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-2.3707805,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-339-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-33a-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-33a-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-33b-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-33b-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-340-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-340-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-4.2126584,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-342-3p",-5.868042,-6.4691525,0,0,0,-2.4751909,-2.9221067,0,0,0,0,0,0,0,0,0.02391243,0,0,0,0,0,0
"hsa-miR-342-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-345-3p",1.4359066,1.3497491,0,0,0,-0.06612015,-1.9419541,0,0,0,0,0,4.7016544,0,0,-1.6457949,0,0,0,6.1311836,0,0
"hsa-miR-345-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-0.96879053,0,0,0,0,0,0,0,0,-3.5437071,0,0,0,0,0,0
"hsa-miR-346",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-34a-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-34a-5p",-5.868042,-6.4691525,0,0,0,-1.4191887,-1.7212987,0,0,0,0,0,0,0,0,0.42414093,0,0,0,0,0,0
"hsa-miR-34b-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-34b-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-34c-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-34c-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3529-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3529-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3591-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3591-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3605-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3605-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-2.711821,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3606-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3606-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3607-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3607-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3609",-5.868042,-6.4691525,0,0,0,-8.416856,-4.1559496,0,0,0,0,0,0,0,0,-2.612352,0,0,0,0,0,0
"hsa-miR-361-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-4.320464,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-361-5p",-5.868042,-6.4691525,0,0,0,-2.7401936,-0.26344776,0,0,0,0,0,0,0,0,-0.3396287,0,0,0,0,0,0
"hsa-miR-3610",2.7781744,4.1404543,0,6.166979,6.115822,2.7615728,-0.88404703,0,0,0,0,0,6.663275,0,0,-0.6479974,8.204571,4.385631,5.997911,7.7215643,0,0
"hsa-miR-3611",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3612",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3613-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3613-5p",-5.868042,-6.4691525,4.3825564,5.4039664,0,-8.416856,-10.845523,0,0,0,0,0,0,4.5216722,4.5464687,-8.259018,0,0,0,0,0,0
"hsa-miR-3614-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3614-5p",0.08286023,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3615",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3616-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3616-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3617-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3617-5p",-5.868042,-6.4691525,0,0,0,-0.048689842,-2.7503266,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3618",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3619-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3619-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-362-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-1.2191987,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-362-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3620-3p",0.27490616,-6.4691525,0,0,0,-0.9664817,-2.6514902,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3620-5p",-5.868042,0.45941067,0,0,0,-1.6256278,-3.491261,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-3621",-5.868042,-6.4691525,0,0,0,-8.416856,-0.31608963,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
