"","GSM3597761","GSM3597762","GSM3597763","GSM3597764","GSM3597765","GSM3597766","GSM3597767","GSM3597768","GSM3597769","GSM3597770","GSM3597771","GSM3597772","GSM3597773","GSM3597774","GSM3597775","GSM3597776","GSM3597777","GSM3597778","GSM3597779","GSM3597780","GSM3597781","GSM3597782"
"hsa-miR-4434",0.19701529,0.87125874,0,0,0,-8.416856,-4.000472,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4435",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4436a",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4436b-3p",0.13128376,1.2338581,0,0,0,-8.416856,-3.2257066,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4436b-5p",-5.868042,-6.4691525,0,0,0,-0.6566701,-3.9998386,0,0,0,0,0,0,0,0,-2.5687215,0,0,0,0,0,0
"hsa-miR-4437",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4438",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4439",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4440",-5.868042,-6.4691525,0,0,0,-0.002213001,0.37395144,0,0,0,0,0,0,0,0,2.087883,0,0,0,0,0,0
"hsa-miR-4441",-0.9889244,0.08893156,0,0,0,-8.416856,-3.5119696,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4442",6.0539217,6.993742,0,9.546327,9.271034,4.7877197,2.273981,0,0,0,0,0,8.674458,0,0,2.0736537,9.895506,6.175662,8.518579,11.038347,0,0
"hsa-miR-4443",3.4063048,4.889324,0,8.92069,9.336852,3.2464666,3.5184317,0,0,0,0,0,10.367676,0,0,5.019296,12.130167,9.959614,8.867368,5.1374707,0,0
"hsa-miR-4444",-5.868042,0.41593623,0,0,0,-8.416856,-5.284771,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4445-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4445-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4446-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-4.445282,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4446-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4447",0.37831283,-1.1416125,0,0,0,-8.416856,-3.6890588,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4448",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4449",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4450",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4451",-5.868042,-6.4691525,0,0,0,-8.416856,-4.8354077,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4452",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4453",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4454",-5.868042,-6.4691525,0,4.952473,8.908553,9.274726,7.523653,0,0,0,0,0,8.329527,0,0,11.310741,9.5675,15.357184,7.3460875,0,0,0
"hsa-miR-4455",1.9780941,0.7407384,0,0,6.6493654,3.5589209,0.2767353,0,0,0,0,0,0,0,0,2.8994713,0,0,0,6.2069244,0,0
"hsa-miR-4456",-5.868042,-6.4691525,0,0,0,-8.416856,-3.4913483,0,0,0,0,0,0,0,0,-1.1140809,0,0,0,0,0,0
"hsa-miR-4457",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4458",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4459",6.2140474,7.2233877,7.2146335,13.121027,12.46085,7.2885437,8.234155,0,4.2288957,0,0,0,13.766474,0,0,7.0010924,14.228044,12.080031,10.441675,8.967272,0,0
"hsa-miR-4460",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4461",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4462",-5.868042,-6.4691525,0,0,0,-2.0430548,-1.6334057,0,0,0,0,0,0,0,0,0.31509066,0,0,0,0,0,0
"hsa-miR-4463",5.6519184,3.6544867,0,6.5755177,5.145017,1.8318138,-0.4638524,0,0,0,0,0,7.1068697,0,0,0.009504795,7.9476657,0,5.591856,7.305108,0,0
"hsa-miR-4464",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4465",-5.868042,-6.4691525,0,0,0,-1.754951,-1.8397918,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4466",6.936926,5.9059896,0,8.645557,9.247507,4.85989,3.572052,0,0,0,0,0,9.698142,0,0,3.603356,10.522195,9.760334,8.888256,10.036312,0,0
"hsa-miR-4467",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4468",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4469",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4470",-5.868042,-6.4691525,0,0,0,-8.416856,-3.404314,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4471",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4472",0.6940737,-0.0868485,0,0,0,-1.0473022,-2.968871,0,0,0,0,0,0,0,0,-2.3919399,0,0,0,4.881043,0,0
"hsa-miR-4473",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4474-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4474-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4475",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4476",2.854154,2.2046905,0,6.888357,0,-0.49111128,-0.21424484,0,0,0,0,0,5.6737456,0,0,-0.38886356,6.9102697,0,0,0,0,0
"hsa-miR-4477a",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4477b",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4478",2.5327864,1.099607,0,6.8656464,0,-2.465844,-1.376276,0,0,0,0,0,5.7897263,0,0,-1.2175937,0,0,0,5.770776,0,0
"hsa-miR-4479",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-448",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4480",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4481",-5.868042,-6.4691525,0,0,0,0.36271906,0.57726383,0,0,0,0,0,0,0,0,0.99640656,0,5.029462,4.5576124,4.888787,4.366686,0
"hsa-miR-4482-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4482-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4483",-5.868042,-6.4691525,0,0,0,-1.3941429,-4.8925,0,0,0,0,0,0,0,0,-1.5063646,0,0,0,0,0,0
"hsa-miR-4484",1.3467977,1.7788558,0,0,0,0.07331705,1.7434263,0,0,0,0,0,5.122184,0,0,0.61429024,0,7.7691083,0,0,0,0
"hsa-miR-4485",-5.868042,-6.4691525,0,0,0,-8.416856,0.1337471,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4486",-5.868042,-6.4691525,0,0,0,-2.5983121,-1.5892811,0,0,0,0,0,0,0,0,-0.09869337,0,0,0,0,0,0
"hsa-miR-4487",-5.868042,-6.4691525,0,0,0,-8.416856,-3.2462773,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4488",-5.868042,-6.4691525,0,0,0,-8.416856,-3.7876148,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4489",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4490",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4491",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4492",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4493",-5.868042,0.47824383,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4494",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4495",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4496",2.1473365,1.7682981,0,5.4856586,0,0.576561,-1.3597059,0,0,0,0,0,0,0,0,-1.57359,0,0,0,5.7015076,0,0
"hsa-miR-4497",-0.26656556,0.12758017,0,5.1411424,0,-0.40564537,0.085576534,0,0,0,0,0,0,0,0,-0.94720674,0,0,0,0,0,0
"hsa-miR-4498",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4499",4.9398603,5.702981,0,7.979968,8.764938,4.1305304,1.6537123,0,0,0,0,0,7.5763288,0,0,2.084629,8.274508,6.05685,6.709037,9.833953,0,0
"hsa-miR-449a",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-449b-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-449b-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-449c-3p",-5.868042,0.7343776,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-449c-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4500",-5.868042,-6.4691525,0,0,0,-8.416856,-4.9701166,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4501",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4502",-5.868042,-6.4691525,0,0,0,-0.51278114,-4.018404,0,0,0,0,0,0,0,0,-0.20734167,0,0,0,0,0,0
"hsa-miR-4503",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4504",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4505",3.6496606,3.4693403,0,6.93886,6.8174057,3.9096422,2.7285938,0,0,0,0,0,7.346454,0,0,2.3091621,8.172409,8.356585,6.223301,6.181136,0,0
"hsa-miR-4506",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4507",2.7139115,2.4340997,0,4.3666787,0,3.081624,0.8939457,0,0,0,0,0,6.2753143,0,0,2.1338334,6.878053,7.492763,0,5.727076,0,0
"hsa-miR-4508",-0.8300537,-6.4691525,0,0,0,-8.416856,-1.8311305,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4509",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-450a-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-450a-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-450b-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-450b-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4510",-5.868042,-6.4691525,0,0,0,-2.468589,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4511",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4512",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4513",-0.96721387,0.057545424,0,0,0,-2.8137488,-3.71253,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4514",-5.868042,-6.4691525,0,0,0,-8.416856,-3.7897635,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4515",-5.868042,-6.4691525,0,0,0,-2.273442,-2.4342875,0,0,0,0,0,0,0,0,-1.6182573,0,0,0,0,0,0
"hsa-miR-4516",8.471219,9.55759,7.946123,11.740431,13.112177,10.198055,5.203148,0,7.228202,0,0,7.5886483,12.786548,0,7.3464923,6.089956,14.784808,11.241631,12.5636015,13.303522,0,6.327538
"hsa-miR-4517",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4518",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4519",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-451a",-5.868042,-6.4691525,0,0,0,2.7535357,9.687949,0,0,0,0,0,0,0,0,1.5331941,0,0,0,0,0,0
"hsa-miR-451b",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-452-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-452-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4520a-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4520a-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4520b-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4521",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4522",-5.868042,-6.4691525,0,0,0,-8.416856,-3.948074,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4523",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4524a-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4524a-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4524b-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4524b-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4525",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4526",-5.868042,-6.4691525,0,0,0,-8.416856,-3.0234299,0,0,0,0,0,0,0,0,-0.49799442,0,0,0,0,0,0
"hsa-miR-4527",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4528",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4529-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4529-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4530",5.4264293,6.972124,0,11.704599,9.800617,4.5810585,5.7783165,0,0,0,0,6.9680977,11.035412,0,0,4.1952834,11.303535,10.303425,8.68975,8.192244,0,0
"hsa-miR-4531",-5.868042,-6.4691525,0,0,0,-8.416856,-4.6427665,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4532",3.3274236,3.2541914,0,5.628645,0,2.2897148,0.22855616,0,0,0,0,0,6.3454885,0,0,0.4682045,7.1369195,6.399168,5.084247,6.7221394,0,0
"hsa-miR-4533",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4534",5.4387035,5.1070957,0,9.162954,8.1811075,3.877512,2.8121471,0,0,0,0,0,7.9986186,0,0,2.2314572,9.170533,6.274787,7.005456,8.783585,0,0
"hsa-miR-4535",-5.868042,-6.4691525,0,0,0,-1.3322153,-2.260335,0,0,0,0,0,0,0,0,-0.023990631,0,0,0,0,0,0
"hsa-miR-4536-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4536-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4537",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4538",-5.868042,-6.4691525,0,0,0,-8.416856,-3.243235,0,0,0,0,0,0,0,0,-1.2785304,0,0,0,0,0,0
"hsa-miR-4539",-5.868042,-6.4691525,0,0,0,-8.416856,-2.5379715,0,0,0,0,0,0,0,0,-2.4183187,0,0,0,0,0,0
"hsa-miR-454-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-454-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4540",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-455-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-3.692727,0,0,0,0,0,0,0,0,-0.7484493,0,0,0,0,0,0
"hsa-miR-455-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4632-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4632-5p",1.3475764,-0.40100837,0,0,0,0.43433714,-0.9614639,0,0,0,0,0,0,0,0,-0.904109,0,5.4872255,0,0,0,0
"hsa-miR-4633-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4633-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-4.5507975,0,0,0,0,0,0,0,0,-2.2502918,0,0,0,0,0,0
"hsa-miR-4634",4.131904,4.859393,0,7.1978664,8.409416,3.8008442,0.9110966,0,0,0,0,0,7.809697,0,0,0.5298991,9.67441,7.0815773,8.340856,9.183247,0,0
"hsa-miR-4635",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4636",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4637",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4638-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4638-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4639-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4639-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4640-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4640-5p",-5.868042,-6.4691525,0,0,0,-0.46541405,-3.0696492,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4641",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4642",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4643",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4644",5.7038364,6.3359594,5.887696,7.363329,8.127024,2.876978,-0.5154352,0,4.6192193,0,0,0,7.0934753,0,0,-1.4396698,6.950923,5.0705523,0,7.408763,0,0
"hsa-miR-4645-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4645-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4646-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4646-5p",-0.96210885,-1.2805973,0,0,0,-0.4121971,-1.7385025,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4647",-5.868042,-6.4691525,0,0,0,-8.416856,-5.2060623,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4648",-5.868042,-6.4691525,0,0,0,-8.416856,-3.9321263,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4649-3p",-5.868042,-6.4691525,0,0,0,-2.891069,-5.180366,0,0,0,5.8261566,5.679483,0,0,0,-8.259018,0,0,0,0,5.3133984,5.6882753
"hsa-miR-4649-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4650-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4650-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4651",-0.7776035,0.3920312,0,0,0,-0.021111965,0.4324913,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4652-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,4.921151,3.434855,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4652-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4653-3p",-5.868042,-6.4691525,0,0,0,-8.416856,-1.7000875,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4653-5p",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
"hsa-miR-4654",-5.868042,-6.4691525,0,0,0,-8.416856,-10.845523,0,0,0,0,0,0,0,0,-8.259018,0,0,0,0,0,0
