"","GSM1186676","GSM1186677","GSM1186678","GSM1186679","GSM1186680","GSM1186681","GSM1186682","GSM1186683","GSM1186684","GSM1186685","GSM1186686","GSM1186687","GSM1186689","GSM1186690","GSM1186691","GSM1186692","GSM1186693","GSM1186694"
"hsa-miR-139-3p",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,5.1807,13.0117,11.8476,12.5121,15.5884,11.4424,11.2964,11.0287
"hsa-miR-139-5p",14.6674,15.4243,14.6874,6.4582,6.3467,6.9997,12.6911,12.9495,15.2436,2.3002,1.983,5.3251,12.708,14.1046,13.804,8.3462,7.2594,5.8928
"hsa-miR-140-3p",11.2526,11.423,11.0522,5.1021,4.6661,5.015,13.5789,13.7519,12.2402,4.2975,4.4136,3.1661,11.7849,12.3427,11.2106,7.4518,7.2768,7.2761
"hsa-miR-140-5p",9.1542,9.2223,9.1537,0.919,0.6866,0.9879,10.864,10.9471,9.2097,0.059,0.1932,8e-04,8.9621,9.2915,9.2531,3.1261,2.9446,2.9745
"hsa-miR-141",12.9479,15.4243,15.2635,9.4814,9.8422,10.0088,17.1376,17.169,17.256,8.294,7.3582,7.8377,14.7958,15.3837,15.5884,10.4289,11.2964,11.0287
"hsa-miR-142-3p",3.9658,4.1057,4.2462,-2.8684,-2.369,-2.1966,6.9725,6.9827,6.214,-0.7283,-0.3548,-0.2923,3.9092,4.2923,3.9278,-0.5888,0.1239,-0.1957
"hsa-miR-142-5p",10.2338,10.3968,10.1866,1.4971,1.5119,2.012,13.923,14.1383,12.9854,2.3036,2.156,1.9647,10.7809,11.1674,10.502,3.7512,4.2133,4.0015
"hsa-miR-143",15.299,15.4243,15.2635,11.2511,11.6633,10.2248,17.1376,17.169,17.256,12.3187,11.248,11.8238,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-145",15.299,15.4243,15.2635,11.2511,11.662,9.6787,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,10.5563,11.2964,7.9961
"hsa-miR-146a",6.2206,6.3662,5.8566,-2.9555,-3.3532,-3.478,7.9924,7.7379,8.2007,-3.9652,-3.8058,-3.03,4.7439,4.3095,5.0779,-1.7026,-1.7086,-1.9771
"hsa-miR-146b-3p",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,8.2473,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-146b-5p",10.2724,11.3462,10.4152,2.2137,2.2234,1.7612,11.7897,12.1257,12.5487,0.311,0.1771,0.6948,9.3342,9.2005,9.4189,3.1758,3.2833,2.9262
"hsa-miR-147",15.299,15.4243,12.0253,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-147b",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,10.0186
"hsa-miR-148a",6.8446,6.7641,7.181,-2.1773,-2.318,-2.0163,9.0718,9.1132,9.0036,-4.1559,-3.8203,-3.1007,5.3355,5.375,5.455,-1.9529,-1.7351,-1.3761
"hsa-miR-148b",12.3676,11.9191,12.332,3.3893,3.6478,3.1903,14.0899,13.4153,13.5574,1.0399,1.3661,1.9452,12.4198,13.5397,12.1653,7.0274,7.1561,8.0329
"hsa-miR-149",13.0206,12.3299,12.3891,4.9694,4.6484,5.0194,14.2073,14.2142,14.2098,4.0076,4.2218,4.8963,14.8529,11.1947,10.3649,11.4424,11.2964,11.0287
"hsa-miR-150",15.299,15.4243,15.2635,7.4475,7.288,5.9856,11.9584,11.1246,12.2241,-0.1534,0.2017,1.5244,15.7954,15.3837,15.1671,6.1247,6.2501,5.8652
"hsa-miR-152",10.2557,10.6374,10.5179,1.8864,1.6061,1.5738,11.5903,11.6623,12.2067,-0.8329,-0.8138,0.7401,11.6511,11.337,11.4291,5.3912,5.1192,4.6909
"hsa-miR-153",15.299,15.4243,15.195,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-154",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,11.0215,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-15a",5.516,8.9297,8.0782,11.2511,11.6633,11.0315,12.2346,17.169,11.3062,12.3187,12.2395,13.0117,8.7341,10.7486,10.3146,11.4424,11.2964,11.0287
"hsa-miR-15b",7.2832,7.3852,7.0831,-1.4956,-1.3735,-1.1048,9.6725,10.1648,9.1018,-0.7026,-1.1398,-0.1209,6.8561,7.3662,6.9481,0.9864,1.7078,1.0144
"hsa-miR-16",4.2274,4.0783,3.621,-3.8411,-4.1615,-4.0229,5.7387,6.0895,6.2437,-5.7146,-5.8474,-4.8647,4.9083,5.3423,4.9084,-1.2305,-0.7821,-1.0106
"hsa-miR-17",3.2549,3.3631,3.2046,-4.9888,-5.3813,-5.0738,3.6609,3.7831,3.2014,-6.9165,-6.8286,-7.0468,5.3594,5.3544,5.1417,-1.5933,-1.2861,-1.8248
"hsa-miR-181a",8.3342,7.8575,8.2184,-0.9625,-0.9409,-0.9515,13.3415,13.1345,13.4238,0.1107,0.9132,0.9749,7.6796,10.436,9.3095,3.4148,3.6133,2.8822
"hsa-miR-181c",12.4156,12.9838,13.1634,4.378,4.3098,4.0125,14.3363,15.0823,14.2061,2.3111,2.5517,2.9327,15.4665,14.5431,14.8273,9.0123,8.8707,7.9823
"hsa-miR-182",14.8019,13.9679,14.2321,9.1535,8.6545,8.8935,16.8745,16.4705,17.256,12.3187,12.2395,11.2336,14.1113,14.4455,14.6283,11.4424,11.2964,11.0287
"hsa-miR-183",12.1495,11.8366,12.3247,3.5617,3.103,4.006,13.5693,14.1679,13.6127,2.3032,1.6392,1.9877,11.4218,12.1393,12.5882,6.4375,5.8036,5.6705
"hsa-miR-184",14.3322,15.4243,11.2635,11.2511,9.8311,9.9965,15.0782,14.1532,13.9045,4.2653,4.0351,4.0111,15.7954,15.3837,15.3099,9.8655,9.6529,9.9738
"hsa-miR-185",12.0504,13.0434,12.1647,3.833,3.6152,3.5268,14.9294,16.1358,13.9663,3.9559,3.9524,3.9791,13.5431,13.3446,12.1088,8.4402,8.9843,7.1654
"hsa-miR-186",9.1983,9.4244,8.8308,1.0765,0.5481,0.9905,9.0826,9.1682,9.5893,-1.7244,-1.7669,-1.1255,8.8984,9.2778,9.1101,3.0954,3.2503,2.7359
"hsa-miR-187",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,8.2616,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-188-3p",15.299,13.5034,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-18a",9.0459,8.9411,9.2651,0,0,0,11.0871,10.9497,9.4036,-0.7837,-0.6328,-1.0273,10.7175,10.8507,10.416,3.3925,3.8401,3.5408
"hsa-miR-18b",8.9793,8.9471,8.7824,-0.0452,0.167,0.0182,10.9243,11.1566,10.1841,-0.0102,0.1601,-0.076,4.8479,10.6412,9.5176,3.3953,4.2572,3.6078
"hsa-miR-190",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,15.7557,16.1234,17.256,9.2858,10.1744,9.6493,11.6191,15.3837,15.0394,11.4054,11.2964,11.0287
"hsa-miR-191",6.1942,5.9946,6.1431,-2.8593,-3.2863,-3.0056,6.393,6.2029,6.2102,-3.7105,-3.4124,-3.2161,4.6133,4.006,4.6167,-2.2422,-1.7745,-1.997
"hsa-miR-192",12.0293,12.2953,11.8676,3.2076,3.1728,2.8355,16.6905,16.1237,16.466,3.8284,3.8889,4.9574,11.3189,11.2873,11.5159,5.1233,5.2584,4.4032
"hsa-miR-193a-3p",14.6735,15.0799,14.2179,7.6803,7.2436,8.0179,17.1264,15.5663,15.1628,6.9762,7.2107,7.9361,13.0195,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-193a-5p",12.8102,13.0909,13.1007,4.7414,4.6477,4.4631,14.8066,14.1345,13.4429,1.6634,1.8424,1.9635,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-193b",5.4069,5.461,5.2145,-3.7487,-3.9751,-4.496,9.1283,8.8698,8.6641,-4.2121,-4.1659,-4.0307,7.535,7.2955,6.1092,-0.6678,-0.7394,-1.6759
"hsa-miR-194",12.9161,13.8757,13.0473,4.5068,4.4845,3.9984,17.109,15.0099,15.0661,4.1344,4.2231,4.4701,12.4931,14.5746,12.7098,7.0639,8.285,7.0101
"hsa-miR-195",8.9758,9.3822,9.0974,0.9394,0.6326,0.3523,12.0868,11.7597,12.2106,0.0571,0.2132,0.788,10.7655,10.7344,10.0265,4.04,4.2575,3.4627
"hsa-miR-196b",12.2331,12.0114,12.0624,5.912,6.2595,7.007,17.1376,17.169,17.256,12.3187,12.2395,12.1922,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-197",9.1226,9.1898,9.2157,0.7963,0.6122,0.6152,12.8451,14.1367,12.8599,0.6383,0.9346,2.0066,9.1049,9.1028,9.4801,0.4017,0.5192,1.006
"hsa-miR-198",13.8168,8.8544,7.1508,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,12.9219,15.3837,6.2988,11.4424,11.2964,11.0287
"hsa-miR-199a-3p",14.6955,15.4243,15.2635,9.2907,8.8102,7.7278,14.6334,15.1361,13.2033,3.2576,3.1779,2.899,14.5239,15.3837,11.7456,9.4281,8.9562,7.7606
"hsa-miR-199a-5p",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-199b-5p",15.299,14.9204,9.5894,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,10.2384,7.2448,15.7954,15.3837,15.5884,10.4087,11.2964,11.0287
"hsa-miR-19a",4.1494,4.0583,4.3273,-0.7773,-1.1556,-1.084,5.0029,6.1213,4.5184,-2.6902,-3.1543,-3.038,5.5437,6.41,5.9679,2.4164,2.8829,2.667
"hsa-miR-19b",2.1974,2.3501,2.232,-5.8626,-6.3652,-5.9694,3.1545,3.1483,2.488,-8.3408,-7.8006,-7.8252,3.984,4.3474,4.1337,-2.5696,-2.3539,-2.6135
"hsa-miR-200a",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,12.2829,12.5506,14.2385,1.2721,0.8664,3.6732,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-200b",7.9922,15.3568,14.0852,7.8672,7.2247,7.1006,11.0989,10.8048,13.0612,0.8014,0.9546,3.9883,1.9305,9.7812,10.3738,7.1253,8.277,6.8601
"hsa-miR-200c",14.2474,14.0783,12.5849,7.2161,6.8571,5.9538,14.9558,15.1625,13.4688,12.3187,12.2395,5.9998,14.0418,13.6587,12.5348,8.4671,8.4656,6.7949
"hsa-miR-202",14.6587,13.6414,14.9143,11.2511,11.6633,9.029,17.1376,17.169,15.9766,9.8717,8.4219,10.0087,14.2706,15.3837,15.4882,10.3754,11.2964,11.0287
"hsa-miR-203",15.299,15.4243,15.2635,7.8013,11.6633,9.2545,13.8036,13.1204,14.6755,1.2894,1.2199,3.2123,15.7954,15.3837,15.5884,11.3487,11.2964,11.0287
"hsa-miR-204",15.299,15.4243,15.2635,7.5724,5.8308,9.1352,15.8384,15.2089,17.256,3.7982,3.642,8.0471,13.8658,14.2733,11.4667,8.0021,8.2388,4.001
"hsa-miR-205",15.299,15.4243,15.2635,11.2242,11.6633,11.0315,15.2421,16.1486,12.8709,4.1786,4.1314,0.9735,15.7954,15.3837,15.5884,11.4424,11.2964,10.0016
"hsa-miR-208",14.3013,15.4243,15.2635,0.7754,-0.4149,1.6672,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.2323,15.3837,8.8479,2.7146,2.447,3.9752
"hsa-miR-208b",14.7502,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.0514,15.5884,11.4424,11.2964,11.0287
"hsa-miR-20a",4.2612,4.2566,4.1372,-4.7947,-5.1472,-4.9979,4.7652,5.1326,4.5838,-6.9597,-6.7958,-6.5795,5.27,5.3614,5.361,-0.8183,-0.7341,-1.2624
"hsa-miR-20b",10.9973,11.3088,10.9808,-0.9985,-1.3931,-1.0326,13.0947,12.906,12.3362,-1.7704,-1.8037,-1.3424,12.3008,12.3571,12.5716,3.2277,3.2201,2.9899
"hsa-miR-21",7.2663,7.403,7.0032,-2.7983,-2.9308,-3.3737,9.8879,10.1495,8.9305,-2.7142,-3.0029,-2.902,5.6766,6.3209,6.0093,-1.1986,-0.8542,-2.0031
"hsa-miR-210",10.1559,7.1613,6.1058,1.2306,-0.1841,-2.5743,13.1351,9.6101,8.5533,1.1457,0.7168,-2.9824,14.0672,9.3598,9.0073,4.4737,2.0958,-1.3926
"hsa-miR-211",15.299,15.4243,15.2635,5.6187,6.1441,7.0528,17.1376,17.169,17.256,4.296,4.2134,7.9525,15.7954,15.3837,15.0855,6.6141,7.3165,11.0287
"hsa-miR-212",15.0157,15.4243,15.2635,9.2574,9.3397,6.9765,15.9011,15.6414,17.256,5.8804,6.2175,6.5825,13.4722,14.2465,13.1985,6.9463,8.283,7.7192
"hsa-miR-214",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,9.0096
"hsa-miR-215",10.6482,11.2924,9.7493,2.7559,2.7556,11.0315,17.1376,16.1521,17.256,12.3187,2.4685,4.0958,13.1803,13.0274,13.4244,5.4177,11.2964,6.0329
"hsa-miR-216a",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-216b",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,10.2288,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-217",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-218",12.1726,12.2378,13.8348,2.8795,2.6016,2.9821,17.1376,17.169,16.9376,8.4424,8.4005,9.9549,15.1931,15.3837,15.5884,9.8094,10.0944,7.9657
"hsa-miR-219-1-3p",15.299,15.4243,15.2635,8.4489,9.0019,9.0794,15.71,17.169,17.256,7.2935,6.5927,7.5511,15.7322,15.3837,15.5884,9.8912,11.2964,11.0232
"hsa-miR-219-2-3p",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-219-5p",15.299,15.4243,15.2635,9.5599,9.6941,10.2204,17.1376,17.169,16.2693,6.2718,5.8885,5.8525,15.7954,15.3837,15.5884,10.3753,11.2964,11.0287
"hsa-miR-22",15.299,15.4243,15.2635,11.2511,7.5487,6.0306,17.1376,17.169,17.256,2.325,2.3565,2.063,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-220",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,12.0543,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-220b",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.6941,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-220c",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
"hsa-miR-221",10.0752,10.2567,10.5033,1.3293,0.9586,1.9913,12.8021,13.8437,11.1956,0.5917,0.7012,-0.0416,11.8388,14.0185,12.2144,6.2964,8.2723,5.039
"hsa-miR-222",8.2985,5.9318,5.3395,-2.8065,-3.2388,-3.2621,7.0465,6.7839,6.8123,-5.1707,-4.8314,-4.4081,10.3642,10.2644,10.3574,3.391,4.1132,2.8945
"hsa-miR-223",14.5741,14.6943,14.2671,5.6117,5.6215,4.9881,13.8499,14.113,11.1877,2.3713,2.6892,0.9539,14.683,14.6253,10.9851,6.2622,6.2056,4.9694
"hsa-miR-224",13.2995,12.6547,12.3697,4.227,4.2488,3.936,17.1376,17.169,17.256,10.2999,8.7297,9.2367,15.7954,15.3837,15.5884,11.4424,11.2964,10.0161
"hsa-miR-23a",12.461,9.9726,15.2635,4.2178,3.6829,3.7561,12.3879,13.1429,12.8022,0.2543,0.2274,13.0117,12.229,12.6433,9.7717,7.4464,7.5358,6.1759
"hsa-miR-23b",15.299,15.4243,14.7391,11.2511,11.6633,11.0315,15.148,14.2758,12.7916,12.3187,12.2395,13.0117,13.7128,15.2211,13.0317,11.4424,11.2964,11.0287
"hsa-miR-24",7.2268,7.4341,6.735,-1.7851,-1.9744,-2.352,5.5082,5.4246,5.2357,-6.7155,-6.4963,-6.1782,7.3128,7.3765,7.4411,0.3896,0.7931,-9e-04
"hsa-miR-25",9.1222,9.1258,9.1866,-0.6423,-0.8525,-1.0338,11.722,12.1314,10.9289,-2.3777,-2.3792,-2.0335,10.1185,10.3464,10.3626,2.1666,2.2543,2.1295
"hsa-miR-26a",6.2121,6.1542,6.1419,-2.0306,-2.1211,-2.0278,8.113,7.9074,7.6461,-1.2913,-0.7993,-0.4301,8.8886,9.3285,8.6231,3.4026,3.6307,3.0028
"hsa-miR-26b",8.2873,8.3113,8.1631,1.1505,1.1229,0.992,10.0955,9.9072,9.5855,1.2991,1.7562,1.776,9.6117,10.0518,9.2528,4.3743,4.7396,3.9894
"hsa-miR-27a",11.3655,11.4415,11.1038,2.3315,2.3831,1.9678,11.6328,11.4407,10.1833,-0.7365,-0.8982,-1.5539,11.7484,12.358,11.9832,5.2396,5.2354,4.8235
"hsa-miR-27b",14.314,12.9289,12.5643,3.7302,3.7552,4.0069,13.8079,14.1376,11.6477,1.0286,1.0771,-0.0198,13.1926,13.3064,14.4645,5.6072,6.0224,5.9936
"hsa-miR-28-3p",10.0573,10.3697,10.1005,1.9005,1.5892,1.9911,13.4904,14.615,15.1948,3.1924,3.1766,5.4136,13.6197,14.1335,13.5276,7.8703,9.3222,6.3318
"hsa-miR-28-5p",11.5998,11.9401,12.0073,3.2054,3.1452,3.6274,17.1376,15.9868,17.256,6.1335,6.225,7.9596,15.7954,15.3837,15.2613,9.8828,11.2964,6.4004
"hsa-miR-296-3p",15.299,14.3784,13.161,7.4615,7.8677,7.0503,17.1376,17.169,17.256,8.3675,12.2395,8.2938,15.7954,15.3837,15.5884,11.4424,11.2964,10.0242
"hsa-miR-296-5p",11.5679,10.4259,11.5535,1.0861,1.1953,0.9812,13.9877,13.6878,13.2103,1.0258,1.2424,1.6564,10.7416,10.5048,10.7237,2.1069,2.2977,1.9286
"hsa-miR-298",15.299,15.4243,15.2635,11.2511,11.6633,11.0315,17.1376,17.169,17.256,12.3187,12.2395,13.0117,15.7954,15.3837,15.5884,11.4424,11.2964,11.0287
