"","GSM1112869","GSM1112870","GSM1112871","GSM1112872","GSM1112873","GSM1112874","GSM1112875","GSM1112876","GSM1112877","GSM1112878","GSM1112879","GSM1112880","GSM1112881","GSM1112882"
"hsa-miR-1249",3.32192809488736,3.70043971814109,1,1,1.58496250072116,2,2.32192809488736,2.32192809488736,2.32192809488736,1,3.16992500144231,3,1.58496250072116,1.58496250072116
"hsa-miR-1251",5.4594316186373,5.75488750216347,4.58496250072116,3.70043971814109,4,4.32192809488736,4.4594316186373,4.58496250072116,4.39231742277876,4.64385618977472,5.88264304936184,5.58496250072116,4.24792751344359,4.70043971814109
"hsa-miR-125a-3p",6.55458885167764,7.17990909001493,7.07681559705083,7,8.29462074889163,8.40514146313634,7.4178525148859,6.44294349584873,8.98013957763916,9.01959072835788,6.02236781302845,6.04439411935845,8.49984588708321,8.51175265376738
"hsa-miR-125a-5p",13.4752267777423,13.7151040092362,15.9739439521033,15.5633452540152,13.3987436919382,13.2726297849764,12.782588759495,13.1573469353628,11.5357613779867,11.4858293087019,12.3949985145017,12.5750664645787,12.9804966361835,12.6467836918378
"hsa-miR-125b-1-3p",8.43879185257826,8.49585502688717,11.1623913287569,11.12153351734,9.74819284958946,9.8376279331714,9.40726776424473,9.48784003382305,10.7456743240021,10.8017083589165,8.02236781302845,8.17492568250068,10.237209960755,10.2276159434142
"hsa-miR-125b-2-3p",8.95710204156229,9.36850646150769,8.0389189892923,8.1548181090521,8.38801728534514,8.3264294871223,10.3880172853451,9.17990909001493,8.51175265376738,8.4594316186373,9.9915218460757,9.5274770060604,8.13442632022093,8.08746284125034
"hsa-miR-125b-5p",15.3264294871223,15.2464437171173,14.0227145730448,13.7970535206298,14.158925203807,14.0690301231534,14.7773580675897,15.1885888457073,13.77169578985,13.7456743240021,13.7199235287207,14.0454183970308,14.0189825278438,13.8717127628352
"hsa-miR-126-3p",9.39874369193819,9.75655632252409,6.95419631038687,7.19967234483636,10.0633950812885,10.2215871212648,8.74146698640115,8.07146236255662,9.35093918154643,9.37286506011259,9.24079133216196,9.23601419190008,9.37286506011259,9.4093909361377
"hsa-miR-126-5p",11.1953722074027,11.2015113445001,12.2348174311173,12.3003525603282,10.2597432636908,10.2336196767597,9.57175264350355,10.1176431013891,9.77807712953536,9.84705734609134,11.2928967554092,11.6917435191713,10.007027266894,10.0112272554233
"hsa-miR-1260b",4.24792751344359,4.16992500144231,3.8073549220576,4.08746284125034,2.32192809488736,2.32192809488736,3,1,1,1,4.32192809488736,3.8073549220576,1,1.58496250072116
"hsa-miR-1261",1,2,2,2,2,2,2,1.58496250072116,2,1,2,2.32192809488736,1,1
"hsa-miR-1264",6.61470984411521,7.25738784269265,2.32192809488736,3.8073549220576,5.4262647547021,4.8073549220576,5.32192809488736,5.04439411935845,3.8073549220576,4.16992500144231,8.08746284125034,7.95419631038687,5,4.85798099512757
"hsa-miR-127-3p",13.8354583182366,13.6688849842662,14.8344216688324,14.9978410350086,12.8063482267123,12.8008998999203,13.9226773089854,14.292249726353,12.9558315042359,12.9021866623871,12.8847429035797,13.2587132401592,12.7901448269498,12.7015230665744
"hsa-miR-127-5p",4.08746284125034,4.24792751344359,4.52356195605701,3.4594316186373,5.95419631038687,5.7279204545632,3,3.32192809488736,5.7279204545632,6.04439411935845,3.70043971814109,4.95419631038687,5.6724253419715,5.35755200461808
"hsa-miR-1271-5p",2,1,3.90689059560852,2,1,1.58496250072116,1,1.58496250072116,1,1,1,1,1,1
"hsa-miR-1273c",1,1,1,1,1,1,1,1,1,1,1,1,1.58496250072116,1
"hsa-miR-1273g-3p",1,1,2,1,1,1.58496250072116,1,1,1,1,2.8073549220576,1,1,1
"hsa-miR-1277-3p",1,1,1,1,1,1.58496250072116,1,1,1,1,1,1,1,1
"hsa-miR-1277-5p",1,1,2.32192809488736,2.58496250072116,2.8073549220576,3.16992500144231,1,1,2.32192809488736,2,1,1,2,2.32192809488736
"hsa-miR-1278",1,1,1,1,1,1.58496250072116,1,1,1,1,1,1,1,1
"hsa-miR-128",13.7456743240021,12.4642904738508,14.5078565677432,14.5718711254189,17.8776016774765,17.9133043413191,10.6750749203854,13.0598514107708,17.5820978672661,17.6020971333962,11.6279897843157,11.7685978821944,18.0498910811067,18.14190755581
"hsa-miR-1284",1,1,1,1,1.58496250072116,1.58496250072116,1,1,1,1,1,1,1,1
"hsa-miR-1285-3p",3.4594316186373,3,1,1,3,2.8073549220576,1,1,1,1,1,1,2,1
"hsa-miR-1287",1,1,1,1,1.58496250072116,1.58496250072116,1,1,1,2,1,1,1,1
"hsa-miR-129-1-3p",7.3037807481771,7.31288295528436,4.24792751344359,4.85798099512757,5,4.75488750216347,5.93073733756289,6.20945336562895,4.64385618977472,4.64385618977472,7.83920378809694,8.12412131182919,4.58496250072116,4.52356195605701
"hsa-miR-129-2-3p",8.64385618977473,8.81057163474115,6.39231742277876,5.78135971352466,5.88264304936184,5.75488750216347,7.98868468677217,7.76818432477693,6.14974711950468,5.85798099512757,10.2585660338899,10.4470832262097,6.18982455888002,5.6724253419715
"hsa-miR-129-5p",10.5507467853832,11.1208858427878,10.2761244052742,10.2888660741658,15.1631386048059,15.2139395740777,10.9794251953315,10.3037807481771,15.9883296492311,15.9991852601529,11.7603041252864,11.5521887595571,15.4476967062,15.4211443865302
"hsa-miR-1290",2.58496250072116,2.32192809488736,1,1,3.58496250072116,3.32192809488736,2.58496250072116,2.8073549220576,4,4.08746284125034,3.16992500144231,2.58496250072116,2.8073549220576,1.58496250072116
"hsa-miR-1291",1,1.58496250072116,2,1,1,1,2,1,1,1,1,1,1.58496250072116,1
"hsa-miR-1292-5p",2,1,1,1,1,1,1,1,1,1,1,2.32192809488736,1,1
"hsa-miR-1293",1,1,1,1,1,1.58496250072116,1,1,1,1,1,1,2,1.58496250072116
"hsa-miR-1294",1,1,1,1,1.58496250072116,1,1,1,1,1,1,1,1,1
"hsa-miR-1296",9.03342300153745,9.66533591718518,6.4594316186373,6.59991284218713,6.82017896241519,6.55458885167764,9.02790599656988,8.35755200461808,6.82017896241519,6.89481776330794,10.6794800995054,10.590587049915,6.94251450533924,7.01122725542325
"hsa-miR-1298",6.28540221886225,6.4093909361377,5.7279204545632,5.4594316186373,8.59245703726808,8.54303182025524,5.64385618977472,5.55458885167764,8.29920801838728,8.3264294871223,6.02236781302845,6.53915881110803,8.19967234483636,8.04984854945056
"hsa-miR-1301",2,2,1,1,2.32192809488736,2,2,1,1,1.58496250072116,1,1,1,1
"hsa-miR-1304-3p",1.58496250072116,1.58496250072116,2.58496250072116,2.32192809488736,2.58496250072116,2.32192809488736,1,1,1,1,2,1,1,1
"hsa-miR-1306-5p",4.8073549220576,5.55458885167764,3.32192809488736,3.70043971814109,3,3.4594316186373,4.85798099512757,3.4594316186373,2.32192809488736,2.8073549220576,6.28540221886225,6.61470984411521,2.8073549220576,2.8073549220576
"hsa-miR-1307-3p",3.16992500144231,2.32192809488736,1,3.70043971814109,4.39231742277876,4.4594316186373,1,2.32192809488736,4.58496250072116,4.95419631038687,2.32192809488736,2,4.52356195605701,4.58496250072116
"hsa-miR-1307-5p",5,5.32192809488736,6.8073549220576,7.13955135239879,5.4594316186373,5.32192809488736,5.16992500144231,4.39231742277876,5.16992500144231,5.20945336562895,6.22881869049588,5.52356195605701,5.28540221886225,5
"hsa-miR-130a-3p",11.0188956211216,10.7397806097733,10.6519486107234,10.661778097772,6.65821148275179,6.75488750216347,9.18239435340453,9.7279204545632,6.93073733756289,7.08746284125034,10.4439795426013,10.7936033092794,6.85798099512757,6.8073549220576
"hsa-miR-130b-3p",5.24792751344359,5.55458885167764,6.78135971352466,7.01122725542325,4,3.90689059560852,4.32192809488736,3.58496250072116,3.16992500144231,4.08746284125034,4.32192809488736,4.90689059560852,3.32192809488736,3.70043971814109
"hsa-miR-130b-5p",3,3.70043971814109,2.8073549220576,3.70043971814109,4.39231742277876,4.70043971814109,3.58496250072116,2,3.8073549220576,4,2.58496250072116,2.8073549220576,4.4594316186373,4.52356195605701
"hsa-miR-132-3p",13.1478408936723,13.1361901043194,12.0478055540076,12.0038692319791,9.58120058192496,9.52356195605701,11.5608104687279,12.0491678723722,9.29691620687929,9.35755200461808,13.5839054521642,14.0838117072529,9.32418054661874,9.319672120947
"hsa-miR-132-5p",8.56985560833095,9.06877827798541,6.02236781302845,6.20945336562895,8.4093909361377,8.56985560833095,8.36194377373524,7.6724253419715,8.71424551766612,8.73131903102506,8.58120058192496,8.16992500144231,8.52356195605701,8.59991284218713
"hsa-miR-133a",5.08746284125034,5.08746284125034,2.58496250072116,2.32192809488736,2.58496250072116,2,1,1,2.58496250072116,2.32192809488736,5.55458885167764,5.52356195605701,1,2
"hsa-miR-134",6.20945336562895,6.32192809488736,4.52356195605701,4.52356195605701,7.96000193206808,8.11894107272351,6,5.8073549220576,8.08214904135387,8.05528243550119,6.3037807481771,6.22881869049588,7.8008998999203,7.75488750216347
"hsa-miR-1343",6.56985560833095,6.44294349584873,6.08746284125034,5.4594316186373,7.62935662007961,7.5077946401987,5.35755200461808,5.97727992349992,6.82017896241519,6.94251450533924,5.93073733756289,5.6724253419715,7.4178525148859,7.467605550083
"hsa-miR-135a-3p",1,1,1,3.16992500144231,2.58496250072116,2.58496250072116,2,1,2,2.58496250072116,1,1,2.32192809488736,1.58496250072116
"hsa-miR-135a-5p",6.8073549220576,6.76818432477693,2,1,4.90689059560852,4.39231742277876,4,4.70043971814109,4.58496250072116,3.90689059560852,6.20945336562895,6.79441586635011,4.08746284125034,4
"hsa-miR-135b-3p",1,1,1,1,1,1,1,1,1,1,1,1,1,1.58496250072116
"hsa-miR-135b-5p",3.8073549220576,3.16992500144231,1,1,3.90689059560852,3,2.58496250072116,2.32192809488736,2.58496250072116,3.16992500144231,2.32192809488736,3.4594316186373,3.16992500144231,2.8073549220576
"hsa-miR-136-3p",12.8519441979995,13.116993677547,10.9563761572497,11.0126245388651,11.1208858427878,10.843921051289,12.7045521214623,12.4099212412497,10.4460494067166,10.3564519702218,13.2535520626375,13.2868465027359,10.8423503434138,10.5372184005386
"hsa-miR-136-5p",8.30833903013941,8.11374216604919,6.24792751344359,5.88264304936184,5.52356195605701,5.8073549220576,5.64385618977472,6.2667865406949,4.85798099512757,4.85798099512757,7.09803208296053,7.6724253419715,4.90689059560852,5.35755200461808
"hsa-miR-137",6.65821148275179,6.61470984411521,5.04439411935845,5.12928301694497,7.58496250072116,7.49185309632967,4.95419631038687,5.20945336562895,6.82017896241519,6.94251450533924,7.4262647547021,7.73470962022584,7.24792751344359,7.24792751344359
"hsa-miR-138-1-3p",3.58496250072116,3.4594316186373,4.75488750216347,4.90689059560852,3.58496250072116,3.90689059560852,2,3,3.4594316186373,3.4594316186373,4.24792751344359,4.70043971814109,3.4594316186373,3.70043971814109
"hsa-miR-138-2-3p",4.16992500144231,4,4,3.90689059560852,4.4594316186373,4.39231742277876,2.32192809488736,3,4.39231742277876,4.24792751344359,4.24792751344359,4.52356195605701,4.16992500144231,4.16992500144231
"hsa-miR-138-5p",11.3157156580222,10.9046346216682,8.91587937883577,9.01402047031493,9.16239132875691,9.29232163280204,9.44914864537544,9.85953478638265,9.10328780841202,9.11894107272351,10.4532706340106,10.8925428166486,9.2644426002266,9.4797802640291
"hsa-miR-139-3p",7.51569983828404,7.4178525148859,4.32192809488736,4.52356195605701,8.59245703726808,8.69348695749933,6.93073733756289,7.33091687811462,8.72109918870719,8.65105169117893,5.90689059560852,6.3037807481771,8.39231742277876,8.27146302790437
"hsa-miR-139-5p",10.0953970227926,10.4189067312579,6.62935662007961,7.01122725542325,11.01471792986,11.0539258815311,9.93663793900257,9.60177078840771,11.1324997296285,11.1817734388088,10.8336807486547,11.0223678130285,11.2395985292491,11.3766680618577
"hsa-miR-140-3p",9.53138146051631,9.25502856981873,7.03342300153745,7.21916852046216,10.1984450414524,10.2240016741981,8.876516946565,9.51175265376738,10.0042204663182,9.96866679319521,9.49785183695112,10.1305705628054,10.3976746329483,10.3987436919382
"hsa-miR-140-5p",5.6724253419715,6.02236781302845,3.32192809488736,3,8.4797802640291,8.60362634498619,4,4.70043971814109,8.06608919045777,8.14974711950468,5.16992500144231,5.88264304936184,8.13955135239879,8.11894107272351
"hsa-miR-141-3p",2.58496250072116,2.32192809488736,3.16992500144231,4.39231742277876,1,1,2,1.58496250072116,1,1,1,1,1,1
"hsa-miR-142-3p",2,2.32192809488736,1,1,3.58496250072116,3.4594316186373,1,2.32192809488736,3.32192809488736,3,1,1,2,2
"hsa-miR-142-5p",5.49185309632967,6.14974711950468,6.32192809488736,6.58496250072116,4.90689059560852,5.24792751344359,3.70043971814109,3.4594316186373,3.4594316186373,3.32192809488736,5.24792751344359,4.32192809488736,3.32192809488736,3.58496250072116
"hsa-miR-143-3p",12.3616696794928,12.8572034715082,14.8139314641239,15.1564386485761,13.7189609119842,13.9054810253538,11.813781191217,11.0741414627525,12.9057630496028,12.8527245604477,12.3012103712984,12.1270270430046,13.2217381492724,13.2369111114446
"hsa-miR-143-5p",5.16992500144231,4.4594316186373,1,1,4.58496250072116,4.70043971814109,3.32192809488736,3.90689059560852,4.16992500144231,3.4594316186373,4.32192809488736,5,4.32192809488736,4.52356195605701
"hsa-miR-144-3p",9.12412131182919,9.49585502688717,4.64385618977472,5,6.2667865406949,6.08746284125034,8,6.90689059560852,5.28540221886225,5.39231742277876,8.8703647195834,8.5274770060604,4.90689059560852,5.49185309632967
"hsa-miR-144-5p",3.32192809488736,3.8073549220576,3.58496250072116,4,3,3.8073549220576,2,2.32192809488736,2,2.58496250072116,2.32192809488736,2.58496250072116,2.8073549220576,2.32192809488736
"hsa-miR-145-3p",8.14465824283188,8.19475685442225,7.05528243550119,6.18982455888002,7.72109918870718,7.8073549220576,7.77478705960117,7.74146698640115,7.38370429247405,7.28540221886225,7.45121111183233,7.45121111183233,7.4262647547021,7.36632221424582
"hsa-miR-145-5p",9.00842862207058,9.31061278165953,4.39231742277876,4.32192809488736,4.08746284125034,4.32192809488736,8.96866679319521,8.29920801838728,4.70043971814109,4.70043971814109,10.240791332162,10.0168082876866,3.90689059560852,4.08746284125034
"hsa-miR-146a-3p",1.58496250072116,1,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-146a-5p",12.8301190254445,12.4923539451599,11.9552866455245,12.0133226734254,10.539158811108,10.4157417682901,11.1369911120802,11.7313190310251,9.63117705570398,9.62021982550749,10.6320864128352,10.9068905956085,9.51963625284321,9.38370429247405
"hsa-miR-146b-3p",2,1,1,2,1.58496250072116,2,1.58496250072116,1,1.58496250072116,1,1,1,1.58496250072116,1
"hsa-miR-146b-5p",6.12928301694497,7.14974711950468,5.35755200461808,4.90689059560852,5.8073549220576,5.24792751344359,6.89481776330794,5.97727992349992,4.95419631038687,4.8073549220576,6.22881869049588,5.78135971352466,4.64385618977472,4.4594316186373
"hsa-miR-147b",1,1,1,1,1,1.58496250072116,1,1,1,1,1,1,1,1
"hsa-miR-148a-3p",7.59245703726808,7.69348695749933,11.7527987584355,11.631177055704,13.7149967257231,13.8402861907293,6.12928301694497,6.64385618977472,13.3074854485895,13.2771420770337,7.15987133677839,7.4093909361377,13.5488219084588,13.43410692861
"hsa-miR-148a-5p",5.04439411935845,4.64385618977472,5.08746284125034,4.8073549220576,5.16992500144231,5.35755200461808,3.90689059560852,3.4594316186373,4.64385618977472,4.85798099512757,4.85798099512757,4.08746284125034,5.28540221886225,5.12928301694497
"hsa-miR-148b-3p",6.4093909361377,6.4757334309664,8.63299519714296,8.38370429247405,11.5127404628035,11.4215389068483,5.83289001416474,5.4594316186373,10.6064052126978,10.5727002264873,6.64385618977472,6.61470984411521,10.9708249013626,10.8486229404293
"hsa-miR-148b-5p",1,1,1,1,1.58496250072116,1,1,1,1,1,1,1,1,1
"hsa-miR-149-3p",1,1,1,1,1.58496250072116,1.58496250072116,1,1,1,1,1,1,1.58496250072116,1
"hsa-miR-149-5p",8.83920378809694,9.40087943628218,5.39231742277876,5.58496250072116,7.01122725542325,7.07681559705083,8.83289001416474,8.45532722030456,6.4262647547021,6.79441586635011,9.02790599656988,8.84235034341381,7.01122725542325,7.09803208296053
"hsa-miR-150-3p",1.58496250072116,1.58496250072116,4,3.70043971814109,2.32192809488736,1.58496250072116,1,1,1,1.58496250072116,1,1,1.58496250072116,1.58496250072116
"hsa-miR-150-5p",5.93073733756289,5.90689059560852,8.27612440527424,8.35314682549808,4.8073549220576,5.28540221886225,4.08746284125034,4.39231742277876,4.75488750216347,4.70043971814109,6.4757334309664,6.82017896241519,4.52356195605701,5.35755200461808
"hsa-miR-151a-3p",8.22881869049588,8.02236781302845,11.7270695580237,11.782588759495,12.141787841671,12.2508905357233,6.71424551766612,6.97727992349992,12.0549434165733,11.9918760990034,7.15987133677839,7.3037807481771,11.6974020075027,11.6943578872215
"hsa-miR-151a-5p",12.7764330324447,12.668441828053,11.9004894848346,12.0461008450288,5.49185309632967,5.49185309632967,12.0416591516372,12.3049216695817,4.90689059560852,5,11.7681843247769,12.0031665066652,5.08746284125034,5.28540221886225
"hsa-miR-152",4.8073549220576,4.70043971814109,3.58496250072116,2.8073549220576,7.22881869049588,7.27612440527424,3.58496250072116,4.16992500144231,6.95419631038687,6.68650052718322,4.08746284125034,4.39231742277876,7.12928301694497,7.03342300153745
"hsa-miR-153",6.06608919045777,6.64385618977472,8,8.08746284125034,4.70043971814109,5.28540221886225,4.4594316186373,3.58496250072116,3.90689059560852,4,5.32192809488736,5.4594316186373,3.4594316186373,4.16992500144231
