"","GSM1112869","GSM1112870","GSM1112871","GSM1112872","GSM1112873","GSM1112874","GSM1112875","GSM1112876","GSM1112877","GSM1112878","GSM1112879","GSM1112880","GSM1112881","GSM1112882"
"hsa-miR-1537",1,1,1,2,1,1,1,1,1,1,1,1,1,1
"hsa-miR-154-3p",6.39231742277876,6.37503943134692,4.16992500144231,3.90689059560852,4.52356195605701,4.32192809488736,4.70043971814109,5.4594316186373,3.4594316186373,3.4594316186373,6.53915881110803,7.35755200461808,4,3.90689059560852
"hsa-miR-154-5p",4.4594316186373,4.32192809488736,4.95419631038687,4.52356195605701,4.70043971814109,4.52356195605701,4,3.8073549220576,5.12928301694497,5.58496250072116,6.16992500144231,6.5077946401987,4.75488750216347,4.8073549220576
"hsa-miR-155-5p",2.58496250072116,2.32192809488736,3.8073549220576,3.90689059560852,5.32192809488736,4.75488750216347,1.58496250072116,1.58496250072116,4.58496250072116,5.32192809488736,2.8073549220576,3.16992500144231,5.08746284125034,4.4594316186373
"hsa-miR-15a-3p",3,2,1,1,1,1,2,2,1,1,3.58496250072116,2.8073549220576,1,1
"hsa-miR-15a-5p",6.53915881110803,6.33985000288462,8.96578428466209,9.02513956227851,4.52356195605701,4.64385618977472,4.95419631038687,4.39231742277876,4.16992500144231,3.8073549220576,7.35755200461808,7.65821148275179,3.90689059560852,4.16992500144231
"hsa-miR-15b-3p",5.32192809488736,5.24792751344359,2.32192809488736,2,4.4594316186373,4.24792751344359,3.16992500144231,2.58496250072116,2.58496250072116,3.58496250072116,3.90689059560852,4.32192809488736,3.4594316186373,3.16992500144231
"hsa-miR-15b-5p",5.90689059560852,6.32192809488736,4.24792751344359,4.90689059560852,3.4594316186373,3.90689059560852,4.32192809488736,3.70043971814109,2.32192809488736,2,7.22881869049588,6.98868468677217,2.32192809488736,2.8073549220576
"hsa-miR-16-1-3p",1,1,1,2.32192809488736,1,1,1,1,1,1,1,1,1,1
"hsa-miR-16-2-3p",2.58496250072116,2.32192809488736,2.8073549220576,3.16992500144231,5.20945336562895,5.08746284125034,1,1,3,3,1,1,3,2.8073549220576
"hsa-miR-16-5p",10.8603110549195,10.9083926207737,11.7351328841399,11.6591039634737,9.96000193206808,9.88874324889826,8.8703647195834,8.86418614465428,9.20945336562895,9.29001884693262,10.2203783276952,10.590587049915,9.23601419190008,9.30606168942834
"hsa-miR-17-3p",1,1.58496250072116,2.58496250072116,2.58496250072116,2,1.58496250072116,1,1,1,1.58496250072116,3,1,1.58496250072116,1
"hsa-miR-17-5p",4.52356195605701,4.39231742277876,3.8073549220576,2.8073549220576,5.16992500144231,5,2,2.32192809488736,3.32192809488736,4.08746284125034,3,3.70043971814109,4.4594316186373,4.16992500144231
"hsa-miR-181a-2-3p",5.70043971814109,6.37503943134692,8.40514146313634,8.61838550225861,7.52356195605701,7.53138146051631,6.62935662007961,6.08746284125034,7.60733031374961,7.44294349584873,6.04439411935845,6.10852445677817,7.67948009950545,7.68650052718322
"hsa-miR-181a-3p",6.3037807481771,6.76818432477693,5.93073733756289,5.88264304936184,7.34872815423108,7.16992500144231,5.78135971352466,5.20945336562895,6.90689059560852,6.7279204545632,6.90689059560852,7.27612440527424,6.97727992349992,6.88264304936184
"hsa-miR-181a-5p",14.9111578867118,14.7414669864011,16.1319373223991,16.1932558310214,14.1939872939192,14.290666877057,13.9803181179575,14.140590153603,14.6093519065709,14.6513881013567,14.2534781975968,14.448955137892,14.2415363334906,14.3682336113809
"hsa-miR-181b-3p",3.58496250072116,2.58496250072116,2.58496250072116,2,3.58496250072116,3.8073549220576,2,1.58496250072116,3.32192809488736,3.32192809488736,2,2.8073549220576,3.8073549220576,3.8073549220576
"hsa-miR-181b-5p",13.44759985828,13.3773461156563,13.5943246039248,13.6362847497091,14.1165876391438,14.1893612904658,12.7253662578956,13.0402897210257,14.5429713843781,14.5520686500753,13.1595560280588,13.5185302214105,14.2753970571162,14.3259378308635
"hsa-miR-181c-3p",6.68650052718322,7.10852445677817,4.95419631038687,5.08746284125034,6.96578428466209,6.56985560833095,6.49185309632967,5.20945336562895,5.6724253419715,5.95419631038687,7.49185309632967,7.34872815423108,6.10852445677817,5.8073549220576
"hsa-miR-181c-5p",8.65463602852797,8.59618975614441,9.97584796800678,10.1395513523988,6.12928301694497,6.14974711950468,7.45121111183233,7.18982455888002,5.52356195605701,5.4594316186373,8,8.43045255166553,5.39231742277876,5.55458885167764
"hsa-miR-181d",8.83920378809694,8.56224242422107,9.19967234483636,9.23601419190008,9.95855271543101,10.0834793273318,7.33091687811462,7.88874324889826,10.2106713437856,10.1267044728432,7.59991284218713,8.0389189892923,9.84862294042934,9.95564990752837
"hsa-miR-182-3p",1,1.58496250072116,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-182-5p",6.76818432477693,6.75488750216347,9.68474862042163,9.63843591399047,6.28540221886225,6.49185309632967,6.12928301694497,5.75488750216347,4.85798099512757,5.08746284125034,5.55458885167764,5.49185309632967,5.20945336562895,5.12928301694497
"hsa-miR-183-3p",1,1.58496250072116,1,2,1,1,1,1,1,1,1,1,1,1
"hsa-miR-183-5p",6.14974711950468,6.24792751344359,6.71424551766612,7.11894107272351,6.64385618977472,6.75488750216347,6.06608919045777,6.04439411935845,6.10852445677817,5.90689059560852,5.6724253419715,5.97727992349992,6.5077946401987,6.4093909361377
"hsa-miR-184",2.32192809488736,2,3.4594316186373,4.24792751344359,3.16992500144231,3.16992500144231,1.58496250072116,2.32192809488736,3,3.70043971814109,1,2,2.8073549220576,3
"hsa-miR-185-3p",4.90689059560852,5.12928301694497,2.8073549220576,3.90689059560852,6.37503943134692,6.12928301694497,4.32192809488736,3.58496250072116,5.85798099512757,5.8073549220576,5.08746284125034,5.04439411935845,5.78135971352466,5.7279204545632
"hsa-miR-185-5p",12.0701209444768,11.7202442582876,4.39231742277876,3.58496250072116,10.2934716488381,10.2644426002266,10.2796105810525,10.8169836232554,9.41362792902417,9.37286506011259,11.4609677625704,11.9751314569213,9.91438513215544,9.86418614465428
"hsa-miR-186-3p",2,1,1,1,1,1,1,1,1,1,2,1,1,1
"hsa-miR-186-5p",12.3415188232452,12.5328429109613,11.6488069497258,11.5769566647061,9.96434086779242,9.74819284958946,12.2755425560867,11.8301190254445,8.97154355395077,8.96578428466209,11.5636729598275,11.3635872465246,9.06069593168755,8.86727873970966
"hsa-miR-187-3p",4,4.52356195605701,3.58496250072116,4.16992500144231,4.70043971814109,4.75488750216347,4,3.58496250072116,4.8073549220576,4.8073549220576,4.4594316186373,4.24792751344359,4.58496250072116,4.90689059560852
"hsa-miR-187-5p",3,2.58496250072116,3,3,2,2,4.4594316186373,3.8073549220576,3.32192809488736,3.32192809488736,2.8073549220576,3.70043971814109,2,2
"hsa-miR-188-3p",2.58496250072116,2.32192809488736,1,1,1.58496250072116,1,2,2.58496250072116,1,1,3.32192809488736,2.32192809488736,1,1
"hsa-miR-188-5p",3.58496250072116,3.8073549220576,1,1,3.90689059560852,4,2.32192809488736,3.16992500144231,4,4.32192809488736,4.08746284125034,5.24792751344359,4.24792751344359,4.08746284125034
"hsa-miR-18a-3p",2.32192809488736,2.32192809488736,1,1,1.58496250072116,2.32192809488736,1,2,1.58496250072116,1,2.32192809488736,1,1,2
"hsa-miR-18a-5p",1.58496250072116,2.58496250072116,1,2,2,1.58496250072116,1.58496250072116,1.58496250072116,1,1.58496250072116,1,1,1,1
"hsa-miR-1908",2.58496250072116,2.32192809488736,1,1,3.16992500144231,3.58496250072116,1,1.58496250072116,2.8073549220576,2.32192809488736,1,1,1.58496250072116,1
"hsa-miR-190a",1,1.58496250072116,2,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-190b",2.32192809488736,2.32192809488736,2.32192809488736,1,1,1,2,2,1.58496250072116,1.58496250072116,1,2,1,1
"hsa-miR-191-3p",5.85798099512757,6.39231742277876,8.38370429247405,8.49585502688717,7.4178525148859,7.56224242422107,6.06608919045777,5.12928301694497,7.4262647547021,7.4757334309664,6.2667865406949,5.64385618977472,7.5077946401987,7.66533591718518
"hsa-miR-191-5p",13.1429047875086,13.1387517652582,14.2306959777366,14.2477050412582,10.5980525001616,10.5783726913608,13.312741174041,13.2724839919349,9.8008998999203,9.88264304936184,13.1728962458698,13.4164017083962,10.523561956057,10.4573808790725
"hsa-miR-1911-3p",1.58496250072116,1.58496250072116,1,1,1,1,1,1.58496250072116,1,1,2,2.8073549220576,1,1
"hsa-miR-1911-5p",5.78135971352466,5.32192809488736,4.32192809488736,3.8073549220576,2.8073549220576,3.16992500144231,4.16992500144231,4.58496250072116,2.58496250072116,2.32192809488736,3.90689059560852,4.85798099512757,2.8073549220576,2.58496250072116
"hsa-miR-1912",7.07681559705083,6.4594316186373,2.32192809488736,2,2,2.32192809488736,5.8073549220576,6.18982455888002,2.32192809488736,2.58496250072116,5.88264304936184,6.22881869049588,2,2
"hsa-miR-192-5p",7.14974711950468,7.44294349584873,8.82972273508606,8.94251450533924,7.77478705960117,7.82017896241519,8.51175265376738,8.4178525148859,7.60733031374961,7.5077946401987,7.31288295528436,6.98868468677217,7.467605550083,7.4178525148859
"hsa-miR-193a-3p",1,1.58496250072116,1,1,1,1,1,1,1,1,2.58496250072116,1,2,1
"hsa-miR-193a-5p",4.24792751344359,4,1,1,4.70043971814109,4.85798099512757,4.4594316186373,4.39231742277876,5.35755200461808,5.24792751344359,5.04439411935845,4.8073549220576,4.70043971814109,5.04439411935845
"hsa-miR-193b-3p",6.94251450533924,6.5077946401987,4.52356195605701,3.70043971814109,3,2.8073549220576,5.4594316186373,6.14974711950468,2.8073549220576,3.70043971814109,7.52356195605701,7.96578428466209,3.70043971814109,3.4594316186373
"hsa-miR-193b-5p",3.16992500144231,3.58496250072116,2.8073549220576,3.8073549220576,5.24792751344359,5.12928301694497,3.4594316186373,4.32192809488736,6.24792751344359,6.28540221886225,2.8073549220576,3.32192809488736,5.4262647547021,5.35755200461808
"hsa-miR-194-5p",2.32192809488736,3.16992500144231,2,2.32192809488736,4.85798099512757,4.85798099512757,3,4.70043971814109,4.8073549220576,4.90689059560852,1,2,4.08746284125034,4.64385618977472
"hsa-miR-195-3p",3,3.32192809488736,4.32192809488736,4.32192809488736,6.10852445677817,6.10852445677817,3.16992500144231,3.16992500144231,6.04439411935845,6.12928301694497,2.8073549220576,3,5.95419631038687,6.02236781302845
"hsa-miR-195-5p",8.41362792902417,8.46352437327118,8.41362792902417,8.73470962022584,6.37503943134692,6.2667865406949,6.93073733756289,7.35755200461808,5.90689059560852,6.02236781302845,8.0389189892923,8.49585502688717,5.8073549220576,5.6724253419715
"hsa-miR-196b-5p",1,1.58496250072116,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-197-3p",6.7279204545632,7.25738784269265,5.61470984411521,4.39231742277876,4.64385618977472,4.52356195605701,5.7279204545632,5.49185309632967,3.8073549220576,3.58496250072116,7.56224242422107,7.61470984411521,3.70043971814109,3.4594316186373
"hsa-miR-197-5p",1,1,2.32192809488736,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-199a-3p,hsa-miR-199b-3p",8.88264304936184,9.00562454919388,7.49984588708321,7.74146698640115,8.46352437327118,8.25738784269265,7.3037807481771,7.78790255939143,7.25738784269265,7.4178525148859,8.2240016741981,8.49185309632967,7.32192809488736,7.18982455888002
"hsa-miR-199a-5p",6.4757334309664,6.74146698640115,2.8073549220576,4.08746284125034,6.4757334309664,6.3037807481771,5.39231742277876,4.85798099512757,4.8073549220576,4.8073549220576,4.8073549220576,5.49185309632967,5.04439411935845,4.64385618977472
"hsa-miR-199b-5p",5.04439411935845,5.4594316186373,2.58496250072116,2.58496250072116,4.39231742277876,4.16992500144231,4.16992500144231,4.24792751344359,3,3.32192809488736,4.4594316186373,4.85798099512757,3.4594316186373,3
"hsa-miR-19a-3p",6.71424551766612,6.32192809488736,4.8073549220576,4.70043971814109,5.32192809488736,5.24792751344359,4.24792751344359,4.32192809488736,4.52356195605701,4.4594316186373,5.75488750216347,6.06608919045777,4.32192809488736,4.08746284125034
"hsa-miR-19b-3p",9.64925617751731,9.33315535031062,7.21916852046216,6.70043971814109,7.56224242422107,7.4262647547021,7.05528243550119,7.82654848729092,6.56985560833095,6.68650052718322,9.13185696060879,9.44708322620965,7.05528243550119,6.62935662007961
"hsa-miR-200a-3p",4.58496250072116,4.90689059560852,3.16992500144231,3.32192809488736,6.91886323727459,7.03342300153745,4.32192809488736,4.32192809488736,6.44294349584873,6.39231742277876,5.4262647547021,4.8073549220576,6.64385618977472,6.82017896241519
"hsa-miR-200a-5p",1,1,1,1,2,2.8073549220576,1.58496250072116,1.58496250072116,2,2,2,1,1.58496250072116,1.58496250072116
"hsa-miR-200b-3p",3,2.8073549220576,1,1,3.90689059560852,4.16992500144231,2,2.32192809488736,3.70043971814109,4.24792751344359,2,2.8073549220576,3.16992500144231,3.16992500144231
"hsa-miR-200b-5p",2.32192809488736,2.32192809488736,1,1,2.58496250072116,2.8073549220576,1,1.58496250072116,2.8073549220576,2.58496250072116,1,2.32192809488736,3.16992500144231,2.8073549220576
"hsa-miR-200c-3p",1.58496250072116,1.58496250072116,1,1,3.4594316186373,3.58496250072116,1,2,3,3.4594316186373,1,1,3,2.8073549220576
"hsa-miR-203a",3.4594316186373,3.4594316186373,3.16992500144231,1,5.85798099512757,5.61470984411521,1,3,5.58496250072116,5.70043971814109,3.16992500144231,3.8073549220576,5.83289001416474,5.90689059560852
"hsa-miR-203b-3p",1,1,1,1,1.58496250072116,1,1,1,1,1,1,1,1,1
"hsa-miR-203b-5p",1,1,1,1,1,3.8073549220576,1,1,4.58496250072116,1,1,1,4.16992500144231,4.39231742277876
"hsa-miR-204-3p",7.02236781302845,6.94251450533924,3.90689059560852,3,8.35755200461808,8.4594316186373,7.25738784269265,7.24792751344359,9.65999589242998,9.74146698640115,6.83289001416474,7.27612440527424,8.96866679319521,9.03617361255349
"hsa-miR-204-5p",10.6934869574993,10.9053870050181,10.8217739819706,10.8423503434138,9.02513956227851,9.0389189892923,10.0223678130285,9.68474862042163,8.06069593168755,8.09275714091985,10.3586512008929,10.3630396302565,8.14465824283188,8.30833903013941
"hsa-miR-205-5p",2,1.58496250072116,1,1,1,1,1,2,1,1,2.8073549220576,3.16992500144231,1,1
"hsa-miR-206",6.18982455888002,6.18982455888002,1,1,9.65284497300198,9.80896417491926,5.08746284125034,5.39231742277876,9.27844945822048,9.37286506011259,4.4594316186373,5.16992500144231,9.38586240064146,9.35314682549808
"hsa-miR-208b",1.58496250072116,2,1,2.58496250072116,1.58496250072116,1.58496250072116,1,1,1,1.58496250072116,1,2.58496250072116,1,1
"hsa-miR-20a-5p",5.08746284125034,5.20945336562895,3,2.58496250072116,7.49185309632967,7.36632221424582,3,4.24792751344359,5.85798099512757,6.14974711950468,4.95419631038687,5.90689059560852,6.37503943134692,6.39231742277876
"hsa-miR-20b-5p",2,2.32192809488736,1,2,3.58496250072116,3.70043971814109,1,1,3.16992500144231,2.32192809488736,2.32192809488736,3.16992500144231,3.16992500144231,2.32192809488736
"hsa-miR-21-3p",6.55458885167764,6.82017896241519,7.56985560833095,7.81378119121704,4.58496250072116,4.4594316186373,5.32192809488736,4.70043971814109,3.32192809488736,3,3.58496250072116,4,2.32192809488736,1.58496250072116
"hsa-miR-21-5p",10.6969675262343,10.5087851620645,11.5068034377956,11.5058115539196,13.5218457751619,13.5301624532272,8.82654848729091,9.42206476617281,13.1623913287569,13.1797536188104,10.18982455888,10.7607199474656,12.9674064043118,12.9753106180567
"hsa-miR-210",5.16992500144231,5.24792751344359,5.24792751344359,5.49185309632967,5.58496250072116,5.4594316186373,4.24792751344359,4.08746284125034,5.55458885167764,5.16992500144231,5.08746284125034,5.24792751344359,5.39231742277876,5.4594316186373
"hsa-miR-2110",3,3.16992500144231,1,2.8073549220576,3.32192809488736,3.70043971814109,1.58496250072116,1.58496250072116,2.32192809488736,2.32192809488736,1,1,2.32192809488736,2.32192809488736
"hsa-miR-2113",3.90689059560852,4.16992500144231,4.4594316186373,4.39231742277876,4.90689059560852,5.20945336562895,4.64385618977472,3.8073549220576,4.85798099512757,4.95419631038687,3.8073549220576,4,4.85798099512757,5.16992500144231
"hsa-miR-2115-3p",1,1,2.8073549220576,1,1.58496250072116,1,1,1,1,1,1,1,1,1
"hsa-miR-212-3p",7.38370429247405,7.90086680798075,9.07146236255662,9.13442632022093,4.08746284125034,3.70043971814109,8.09803208296053,7.06608919045777,4.32192809488736,4.32192809488736,8.8073549220576,8.24792751344359,4,4
"hsa-miR-212-5p",7.94251450533924,8.16992500144231,7.38370429247405,7.53138146051631,8.53915881110803,8.55074678538324,8.37937836707126,8.06069593168755,8.29462074889163,8.20945336562895,7.65105169117893,7.39231742277876,8.51569983828404,8.33091687811462
"hsa-miR-214-3p",3.70043971814109,4,1,1,1,1.58496250072116,3.32192809488736,3.70043971814109,2.32192809488736,2.32192809488736,4.08746284125034,4.85798099512757,2.32192809488736,2.32192809488736
"hsa-miR-214-5p",1.58496250072116,2.32192809488736,2,1,2.58496250072116,2.58496250072116,1,1,2.32192809488736,2,1,2,2,2
"hsa-miR-215",2.58496250072116,3.32192809488736,2.8073549220576,3,2.58496250072116,2.58496250072116,5.88264304936184,5.39231742277876,1,1,1,1,1,1
"hsa-miR-216a-3p",1,1,1,1,1,1.58496250072116,1,1,2,1.58496250072116,1,1,2.58496250072116,1
"hsa-miR-216a-5p",4.64385618977472,4.08746284125034,2.32192809488736,2.32192809488736,3,3.16992500144231,2.58496250072116,2.8073549220576,2.32192809488736,2.8073549220576,3,4.08746284125034,3.16992500144231,2.8073549220576
"hsa-miR-216b",4.75488750216347,4.58496250072116,2.32192809488736,2.8073549220576,5.12928301694497,5.20945336562895,2.58496250072116,3.8073549220576,4.95419631038687,4.75488750216347,4.32192809488736,4.32192809488736,4.70043971814109,4.90689059560852
"hsa-miR-217",2.8073549220576,2,1,1,3.58496250072116,3.90689059560852,2,1.58496250072116,3.32192809488736,3.16992500144231,2,1,3.70043971814109,3.4594316186373
"hsa-miR-218-2-3p",2,2.32192809488736,1,2,2.8073549220576,2.32192809488736,1,1,2.32192809488736,2,2,2.8073549220576,3.16992500144231,2.58496250072116
"hsa-miR-218-5p",8.75822321472672,9.16239132875691,8.35755200461808,8.51569983828404,11.8525295094042,11.9244413923392,7.22881869049588,6.94251450533924,11.3772105303886,11.5058115539196,9.96000193206808,10.0606959316876,11.7473538294781,11.9549232920303
"hsa-miR-219-2-3p",11.4413880293467,11.5531492755985,8.84235034341381,8.94251450533924,12.4688785538194,12.3853231761759,10.876516946565,10.5736471874933,12.004922678569,11.9610878899973,10.8742129348309,11.0042204663182,12.3390148682501,12.2134080408583
"hsa-miR-22-3p",16.6797274916955,16.7991551170419,16.4405934463946,16.4594636383246,14.4424251933316,14.523194374831,16.4546848519601,16.1770496286619,14.8781467314807,14.9561946290908,16.6580719827526,16.6897250387031,14.6175248597223,14.7337568221455
"hsa-miR-22-5p",8.88874324889826,8.81378119121704,3.4594316186373,3.32192809488736,7.43462822763672,7.65821148275179,7.67948009950545,7.94251450533924,7.86418614465428,7.93663793900257,8.12928301694497,8.12928301694497,7.53138146051631,7.56224242422107
"hsa-miR-221-3p",11.4752267777423,11.5646258627954,10.0098286173681,9.89026427702111,11.025831668332,10.8161836814323,10.7523806465529,10.8879821330585,10.7681843247769,10.8145824659063,11.8978454560055,12.2333200827308,10.4408691676109,10.3608470841797
"hsa-miR-221-5p",9.20701432017753,8.60733031374961,4.58496250072116,4.85798099512757,6.14974711950468,5.95419631038687,7.74819284958946,8.4797802640291,5.32192809488736,5.08746284125034,7.56224242422107,8.07146236255662,5.70043971814109,5.35755200461808
"hsa-miR-222-3p",9.68123841177781,9.24555270625568,5.6724253419715,5.75488750216347,10.1137421660492,10.3106127816595,7.97154355395077,8.53138146051631,10.5488219084588,10.602698865018,8.68650052718322,8.97727992349992,10.1150436501617,10.2656150464845
"hsa-miR-222-5p",1,1,2,1,1,1.58496250072116,2,1,1,1,1,1,1,1
"hsa-miR-223-3p",5.97727992349992,6.58496250072116,4.8073549220576,4.64385618977472,4,4.52356195605701,2.58496250072116,2.58496250072116,2.32192809488736,2.58496250072116,4.08746284125034,4.52356195605701,2,2.32192809488736
"hsa-miR-223-5p",2,1.58496250072116,2,2.8073549220576,4.64385618977472,4.85798099512757,1,1,2,1.58496250072116,1,1,2.8073549220576,1.58496250072116
"hsa-miR-224-5p",1,1,1,1,1,1,1,1,1,1,1,1,2.32192809488736,1
"hsa-miR-2277-5p",1,1.58496250072116,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-2355-3p",2.32192809488736,2,1,1,2,2.32192809488736,1,1.58496250072116,1,1,1,1,1,1
"hsa-miR-23a-3p",8.7279204545632,9.1548181090521,6.76818432477693,6.65821148275179,9.83130724380205,9.7632123668144,8.49185309632967,7.61470984411521,9.66533591718518,9.7176764230664,10.3564519702218,10.2395985292491,9.79928162152192,9.76652890859886
"hsa-miR-23a-5p",1,1,1,1,1.58496250072116,1.58496250072116,1,1,2,1.58496250072116,1,1,1.58496250072116,1
"hsa-miR-23b-3p",7.49185309632967,8.10852445677817,7.11894107272351,6.91886323727459,5.58496250072116,5.08746284125034,6.70043971814109,5.7279204545632,5.08746284125034,5.08746284125034,8.92777796208234,8.64385618977473,4.95419631038687,5.08746284125034
"hsa-miR-23b-5p",6.06608919045777,5.58496250072116,1,1,5.55458885167764,5.55458885167764,5.58496250072116,6.37503943134692,5.83289001416474,5.61470984411521,3.16992500144231,4.32192809488736,5.6724253419715,5.61470984411521
"hsa-miR-24-1-5p",2,2.32192809488736,1,1,1,1,1,1.58496250072116,1,1,1,2.8073549220576,1,1
"hsa-miR-24-2-5p",2.32192809488736,2.8073549220576,3.32192809488736,2.8073549220576,3.58496250072116,3.90689059560852,2.58496250072116,1,3.32192809488736,3.90689059560852,3.58496250072116,2.32192809488736,4.24792751344359,3.8073549220576
"hsa-miR-24-3p",12.5010907702745,12.6501542136751,10.6724253419715,10.7473538294781,12.4257404243162,12.5947911180893,11.9410476063406,11.3083390301394,12.6017707884077,12.6325408765469,12.4810425749338,12.7397806097733,12.5340596564504,12.6350378711833
"hsa-miR-25-3p",9.80896417491926,10.1241213118292,11.5588989811467,11.5693809595223,9.92332748541919,9.7262181593322,9.47775826644389,9.05256805080415,9.24555270625568,9.19229281447077,9.62388149001346,9.53138146051631,9.18982455888002,9.01402047031493
"hsa-miR-25-5p",1,1,1,1,1.58496250072116,1.58496250072116,1,1,1,2,1,1,1.58496250072116,1.58496250072116
"hsa-miR-26a-1-3p",6.3037807481771,6.4093909361377,7.8008998999203,7.85798099512757,7.36632221424582,7.56985560833095,4.32192809488736,5.08746284125034,7.02236781302845,7.21916852046216,4.8073549220576,6.06608919045777,7.19967234483636,7.06608919045777
"hsa-miR-26a-2-3p",1,3,2.32192809488736,1,2.58496250072116,2.32192809488736,2.32192809488736,1,2.32192809488736,2,1,2.32192809488736,1,2
"hsa-miR-26a-5p",12.2294196882304,12.4858293087019,11.179287104646,11.1830150008828,11.8583695998547,11.8069523282107,12.0917659385168,11.9567391450591,11.5560269927247,11.6110247973074,11.9693865213423,12.0894504811159,11.6142497276894,11.5304063370991
"hsa-miR-26b-3p",5.83289001416474,5.97727992349992,4.58496250072116,4.8073549220576,2.8073549220576,2.8073549220576,5.39231742277876,4.85798099512757,1.58496250072116,2.32192809488736,4.70043971814109,4.95419631038687,2.58496250072116,2.58496250072116
"hsa-miR-26b-5p",6.65821148275179,6.7279204545632,4.75488750216347,5.32192809488736,7.4093909361377,7.2667865406949,4.8073549220576,4.90689059560852,6.16992500144231,6.2667865406949,6.22881869049588,6.4093909361377,6.68650052718322,6.59991284218713
"hsa-miR-27a-3p",9.42206476617281,10.1686721181322,8.6582114827518,8.79766152585376,10.7185328760692,10.5593770905267,9.35755200461808,8.33091687811462,10.2443638351205,10.2609195336629,10.0168082876866,10.0223678130285,10.3575520046181,10.3597495603223
"hsa-miR-27a-5p",1,1,1,1,1.58496250072116,2,1,1,2,1,1,1,1,1
"hsa-miR-27b-3p",13.8320988460391,14.1871974020622,15.3655022681931,15.4341395153182,14.1657706513838,14.1444192607423,12.9936460600166,12.9876193119243,13.8625405031369,13.8615716011254,13.3506629883723,13.590587049915,14.046697722326,14.0191563255842
"hsa-miR-27b-5p",2.58496250072116,2,3,1,2.58496250072116,2.58496250072116,1,1.58496250072116,1.58496250072116,1.58496250072116,1,2,2,2
"hsa-miR-28-3p",8.4093909361377,8.11894107272351,10.3575520046181,10.3476213685681,8.82336724004623,8.81057163474115,6.94251450533924,7.70043971814109,8.65463602852797,8.61838550225861,7.27612440527424,7.88874324889826,8.73809225962049,8.59991284218713
"hsa-miR-28-5p",6.59991284218713,6.10852445677817,4.52356195605701,5.4594316186373,4.85798099512757,4.95419631038687,4.70043971814109,5.39231742277876,4.32192809488736,4.32192809488736,5.95419631038687,5.90689059560852,4.4594316186373,4.75488750216347
"hsa-miR-296-3p",1,1,1,1,1.58496250072116,1,1,1,1,1,1,1,1,1
"hsa-miR-2964a-3p",10.4573808790725,10.427312844135,1,1,1,1,1,1,1,1,1,1,1,1
"hsa-miR-2964a-5p",10.3309168781146,10.3966047811819,8.64745842645492,8.70735913208088,11.6114859432409,11.6693280043959,10.2632692003727,10.0953970227926,11.654636028528,11.6289011520282,10.2550285698187,10.3454052467178,11.8225708309502,11.7756102807595
"hsa-miR-299-3p",5.97727992349992,5.78135971352466,5.32192809488736,5.04439411935845,8.07146236255662,7.90689059560852,4.64385618977472,4.70043971814109,7.56985560833095,7.58496250072116,5.78135971352466,6.65821148275179,7.93663793900257,7.55458885167764
"hsa-miR-299-5p",2.58496250072116,3,2,2,4,3.90689059560852,2.32192809488736,2.32192809488736,4.08746284125034,3.90689059560852,3.70043971814109,3.70043971814109,4.16992500144231,3.90689059560852
"hsa-miR-29a-3p",13.9114856176609,13.8756533733047,10.3564519702218,10.4726908392428,11.801304186049,11.6541884730595,12.118292233027,12.632995197143,11.2755425560867,11.2784494582205,14.3885555039826,14.7077365821507,11.7073591320809,11.6604416502092
"hsa-miR-29b-2-5p",2,2,1,1,1.58496250072116,2,1,1.58496250072116,1,1.58496250072116,3,2.32192809488736,1,1
"hsa-miR-29b-3p",9.37503943134693,9.4797802640291,4.16992500144231,3.70043971814109,6.04439411935845,5.85798099512757,8.09803208296053,8.18487534290828,5.55458885167764,5.32192809488736,10.0579917227592,10.0347989625773,5.83289001416474,5.83289001416474
"hsa-miR-29c-3p",9.82495874052852,9.81698362325538,8.49984588708321,8.44294349584873,7.10852445677817,6.85798099512757,8.14974711950468,8.37937836707126,6.5077946401987,6.6724253419715,10.6220518194564,10.8587580999354,6.88264304936184,6.7279204545632
"hsa-miR-29c-5p",4.24792751344359,5.16992500144231,2,2.32192809488736,3.8073549220576,3.58496250072116,3.32192809488736,3,3.32192809488736,3.8073549220576,4.70043971814109,4.58496250072116,3.4594316186373,3.16992500144231
"hsa-miR-301a-3p",2.32192809488736,3,6.2667865406949,6.10852445677817,1.58496250072116,2,2.32192809488736,1,2,1,2.8073549220576,2.32192809488736,1,1.58496250072116
"hsa-miR-301a-5p",2,2.8073549220576,1,2,3.8073549220576,3.70043971814109,3.32192809488736,2.32192809488736,3.32192809488736,3.8073549220576,3.58496250072116,3.58496250072116,3.32192809488736,4.16992500144231
"hsa-miR-301b",1,1,1,2.32192809488736,1,1,1,1,1,1,1,1,1,1
"hsa-miR-302b-3p",1,1,1,1,1,1,1,1.58496250072116,1,1,1,1,1,1
"hsa-miR-3064-5p",1,2.32192809488736,1,2,2,2,1,1,2.32192809488736,2.32192809488736,2.32192809488736,1,2.32192809488736,2.58496250072116
